Date,Season,Sikandra Rao,Hathras,Mursan,Sadabad,Hasayan,Sahpau,Sasni,Sikandra Rao_Trend,Sikandra Rao_SMA,Sikandra Rao_EWMA,Sikandra Rao_DES,Sikandra Rao_TES,Sikandra Rao_ARIMA,Hathras_Trend,Hathras_SMA,Hathras_EWMA,Hathras_DES,Hathras_TES,Hathras_ARIMA,Mursan_Trend,Mursan_SMA,Mursan_EWMA,Mursan_DES,Mursan_TES,Mursan_ARIMA,Sadabad_Trend,Sadabad_SMA,Sadabad_EWMA,Sadabad_DES,Sadabad_TES,Sadabad_ARIMA,Hasayan_Trend,Hasayan_SMA,Hasayan_EWMA,Hasayan_DES,Hasayan_TES,Hasayan_ARIMA,Sahpau_Trend,Sahpau_SMA,Sahpau_EWMA,Sahpau_DES,Sahpau_TES,Sahpau_ARIMA,Sasni_Trend,Sasni_SMA,Sasni_EWMA,Sasni_DES,Sasni_TES,Sasni_ARIMA
1996-02-29,POMRB,6.79,12.1,11.1,10.5025,3.39,11.7,10.475,,,6.79,6.648063328887598,6.922335335193294,0.0,,,12.1,12.066982773443904,12.271361774919422,0.0,,,11.1,11.036711812215747,10.630412602269992,0.0,,,10.5025,10.520607755275742,9.785827496516022,0.0,,,3.39,3.2811003397222978,3.8122425503042328,0.0,,,11.7,9.276012637266708,11.700864993899483,0.0,,,10.475,10.491488436180095,10.47508070021371,0.0
1996-05-31,PREMON,7.03,12.123333333333335,11.26,10.82,6.8100000000000005,10.083333333333334,11.56,,,6.886,6.721077733260946,7.060686975140811,4.902818100728112,,,12.109333333333334,12.114522782804752,12.506235815906702,12.099995036386849,,,11.164,11.243341420122293,12.003358613393402,11.099991579892999,,,10.6295,10.60632400015303,12.565249904866496,10.502466793085047,,,4.758,4.109973915568226,5.328379626791845,1.4426023012165672,,,11.053333333333335,8.417762151581273,10.084151967384484,2.54182301995812,,,10.908999999999999,11.056098716322149,11.560030484752271,0.0
1996-08-31,MONSOON,7.4,11.14,9.73,10.185,2.49,11.550000000000002,11.095,6.6800000000000015,,7.0916,6.880259342290767,6.337152299829206,5.44071044100245,11.815,,11.7216,11.603569848312963,10.8968458133079,12.117493969479666,10.453750000000001,,10.590399999999999,10.548062660887586,10.692668852760082,11.204023480063693,10.573437499999999,,10.4517,10.370176349099111,10.233056673323388,10.698076172113804,4.2406250000000005,,3.8508,3.013582929175554,4.039595661320171,2.9550411365472495,11.408333333333333,,11.252000000000002,8.616476803612102,11.550772775405502,1.71955029557362,11.052499999999998,,10.9834,11.2377254128632,11.095013416550131,0.0
1996-11-30,POMKH,4.904999999999999,11.36,10.05,10.825,3.07,12.3,11.08,6.783125,6.53125,6.216959999999999,6.264676961390343,5.547560969384491,6.158470842881625,12.17,11.680833333333334,11.57696,11.487950301344991,10.327252645550262,11.44970327267219,10.3025,10.535,10.37424,10.375354969152031,10.194295758621134,10.31757174134739,10.5725,10.583124999999999,10.60102,10.525906369839703,9.613376627141488,10.416073469644644,4.3149999999999995,3.9400000000000004,3.53848,2.601025178727631,3.1084397344197265,1.8928915117750793,11.408333333333333,11.408333333333335,11.671200000000002,9.339846376233135,12.30072702527318,4.517848272645126,11.0525,11.0525,11.02204,11.323261965032394,11.080002596959083,0.0
1997-02-28,POMRB,7.98,13.173333333333336,10.45,10.425,5.795,11.7,10.475,6.383125,6.828750000000001,6.922175999999999,6.728660986813017,6.987780399286356,6.1905218429952615,12.575000000000001,11.949166666666668,12.215509333333333,12.417335788174167,13.389291316054628,11.661771407454621,10.26625,10.3725,10.404544,10.499222710657719,10.258106846937798,10.215138463654455,10.63625,10.563749999999999,10.530612000000001,10.43304602695427,9.867448104776958,10.63222018922381,4.11625,4.54125,4.441088,3.738241047029605,3.6231686480193104,3.258162316474206,11.408333333333333,11.408333333333335,11.68272,9.874284318502129,11.699855294421983,11.669805210720986,11.0525,11.0525,10.803224,11.023593207136628,10.475002901417433,7.34848178101513
1997-05-31,PREMON,6.665,13.89,10.7,10.89,5.0,10.083333333333334,11.56,5.920625,6.737500000000001,6.8193056,6.671293318905555,7.610508548450608,7.334360319655736,12.817916666666669,12.390833333333335,12.8853056,13.232773353455755,13.513433843907357,12.821186068182703,10.25,10.2325,10.5227264,10.689734614832348,11.465162366975187,10.41706819454103,10.63375,10.581249999999999,10.674367200000002,10.589440465863522,12.563320324024247,10.536126144373801,4.069375,4.088749999999999,4.6646528,4.358634116621343,6.2895767373760165,7.328817179935845,11.408333333333335,11.408333333333335,11.042965333333335,9.753002512208798,10.083233308430652,10.051521367060166,11.0525,11.0525,11.1059344,11.329547419722806,11.560000270273866,8.109637173129826
1997-08-31,MONSOON,4.565,12.613333333333335,10.0,10.625,2.71,11.550000000000002,11.095,5.354375,6.0287500000000005,5.91758336,6.018712219928543,6.8358912921526755,6.722283546001252,12.924583333333334,12.759166666666669,12.776516693333335,12.915791635850098,12.627780518717357,12.793715330411384,10.128749999999998,10.3,10.31363584,10.41845735872706,10.141447361996569,10.062778552326948,10.595625,10.691249999999998,10.654620320000001,10.55716167304404,10.268895488084729,10.69609796049673,3.614375,4.143749999999999,3.88279168,3.7155491864433854,3.632116915392352,1.8064157291396854,11.408333333333333,11.408333333333335,11.245779200000001,10.312070471291289,11.549942435306878,11.513297498265594,11.052499999999998,11.0525,11.10156064,11.30878574545034,11.095001682246401,7.783427719366386
1997-11-30,POMKH,4.04,11.83,9.65,10.365,2.475,12.3,11.08,4.875625,5.8125,5.166550016,5.407092009919464,4.2009773346359625,3.1624103952085223,12.7225,12.876666666666669,12.397910016,12.34567902647361,12.319163860078364,12.433471696886004,10.04875,10.2,10.048181504,10.103995965160857,10.13366000735135,10.135024423135969,10.500625,10.576249999999998,10.538772192,10.423454973077485,9.861430212974362,10.686741711455577,3.1862500000000002,3.994999999999999,3.319675008,3.085244380058445,3.1265345894888465,3.000285753849507,11.408333333333333,11.408333333333335,11.667467520000002,11.141067740320649,12.299982552977937,12.261578751377069,11.0525,11.0525,11.092936384000001,11.257125112000866,11.079998039743758,7.772904833761113
1998-02-28,POMRB,4.315,13.556666666666667,9.88,10.58,2.75,11.7,10.475,5.0112499999999995,4.89625,4.8259300096,5.0574998173527295,6.3125942994343305,6.739912899109278,12.214583333333334,12.972500000000004,12.861412676266667,13.01923091202486,13.982147105310966,12.82597271701659,9.840000000000002,10.057500000000001,9.980908902400001,10.070251208032117,9.994739843771395,9.984690894971068,10.41375,10.614999999999998,10.5552633152,10.44589612599084,9.7437207400587,10.476005296425292,3.203125,3.2337499999999992,3.0918050048,2.759492365376368,3.7424618801087908,5.232050878391999,11.408333333333333,11.408333333333335,11.680480512,11.58341381748721,11.699976740871621,11.664256162673242,11.0525,11.0525,10.8457618304,10.884113206090309,10.475001131545781,5.664833223847276
1998-05-31,PREMON,6.5,11.89,10.63,9.975,4.62,10.083333333333334,11.56,5.0062500000000005,4.855,5.49555800576,5.4489026247308985,5.161335315443414,4.78033754377394,11.517916666666668,12.472500000000004,12.47284760576,12.42572731162023,14.266120808127871,13.73378760881217,9.3425,10.040000000000003,10.24054534144,10.444027357566686,11.018617284313326,10.008240337714966,10.064374999999998,10.386249999999999,10.323157989119998,10.188366226678461,12.585945617738858,10.672784003854181,3.07125,3.138749999999999,3.7030830028799997,3.477923550764537,4.846016807188557,3.6340111361642773,11.408333333333335,11.408333333333335,11.041621640533334,11.223817705766235,10.083306583196745,10.053130080409037,11.0525,11.0525,11.131457098240002,11.163027547237501,11.559999582914273,6.251596378775609
