Date,Season,Narkhed,Savner,Hingna,Nagpur (rural),Ramtek,Nagpur (urban),Parseoni,Bhiwapur,Umred,Mouda,Kuhi,Kamptee,Katol,Kalameshwar,Narkhed_Trend,Narkhed_SMA,Narkhed_EWMA,Narkhed_DES,Narkhed_TES,Narkhed_ARIMA,Savner_Trend,Savner_SMA,Savner_EWMA,Savner_DES,Savner_TES,Savner_ARIMA,Hingna_Trend,Hingna_SMA,Hingna_EWMA,Hingna_DES,Hingna_TES,Hingna_ARIMA,Nagpur (rural)_Trend,Nagpur (rural)_SMA,Nagpur (rural)_EWMA,Nagpur (rural)_DES,Nagpur (rural)_TES,Nagpur (rural)_ARIMA,Ramtek_Trend,Ramtek_SMA,Ramtek_EWMA,Ramtek_DES,Ramtek_TES,Ramtek_ARIMA,Nagpur (urban)_Trend,Nagpur (urban)_SMA,Nagpur (urban)_EWMA,Nagpur (urban)_DES,Nagpur (urban)_TES,Nagpur (urban)_ARIMA,Parseoni_Trend,Parseoni_SMA,Parseoni_EWMA,Parseoni_DES,Parseoni_TES,Parseoni_ARIMA,Bhiwapur_Trend,Bhiwapur_SMA,Bhiwapur_EWMA,Bhiwapur_DES,Bhiwapur_TES,Bhiwapur_ARIMA,Umred_Trend,Umred_SMA,Umred_EWMA,Umred_DES,Umred_TES,Umred_ARIMA,Mouda_Trend,Mouda_SMA,Mouda_EWMA,Mouda_DES,Mouda_TES,Mouda_ARIMA,Kuhi_Trend,Kuhi_SMA,Kuhi_EWMA,Kuhi_DES,Kuhi_TES,Kuhi_ARIMA,Kamptee_Trend,Kamptee_SMA,Kamptee_EWMA,Kamptee_DES,Kamptee_TES,Kamptee_ARIMA,Katol_Trend,Katol_SMA,Katol_EWMA,Katol_DES,Katol_TES,Katol_ARIMA,Kalameshwar_Trend,Kalameshwar_SMA,Kalameshwar_EWMA,Kalameshwar_DES,Kalameshwar_TES,Kalameshwar_ARIMA
1996-02-29,POMRB,8.2375,3.5625000000000004,6.2,6.6875,4.136666666666667,3.73,6.0375,3.25,3.8833333333333333,2.2750000000000004,3.05,4.05,7.3874999999999975,3.55,,,8.2375,7.49913724340386,7.902107043891085,0.0,,,3.5625000000000004,2.823692992905021,3.831915171819246,0.0,,,6.2,11.566854650588581,6.0986852907791285,0.0,,,6.6875,6.8603196444106676,6.983632348724598,0.0,,,4.136666666666667,6.133784567836764,4.339420840968613,0.0,,,3.73,1.4014638605341192,3.864415939195207,0.0,,,6.0375,6.331732856644642,6.746753218941466,0.0,,,3.25,1.6456871699522864,3.0960703249849786,0.0,,,3.8833333333333333,9.95465017715308,3.748514839516856,0.0,,,2.2750000000000004,2.463613511320171,2.8744098120860517,0.0,,,3.05,10.753796041577534,4.441676084655192,0.0,,,4.05,4.8521998057506694,4.349458333333333,0.0,,,7.3874999999999975,5.098195356533487,8.219341934226462,0.0,,,3.55,2.5927763024662984,3.2847548229157137,0.0
1996-05-31,PREMON,9.35,5.966666666666666,9.45,8.825,5.343333333333334,7.154999999999999,8.3,5.0600000000000005,7.816666666666667,5.125,8.04,7.010833333333332,10.425,5.3,,,8.682500000000001,7.474976163577025,10.228250280598015,3.5262251086060203,,,4.524166666666666,2.96572448496746,6.353739964887959,3.042441877735054,,,7.5,14.783758144254552,9.629206083497825,6.369014595446877e-06,,,7.5425,6.850381981725052,8.799076866508925,3.0588842126848674,,,4.6193333333333335,7.1875531467626415,6.11244025818725,4.1366603320418305,,,5.1,2.0657234298949834,5.048540209730547,3.7299867228693495,,,6.9425,6.50627275969381,8.604509273557454,3.824534082015738,,,3.974,1.799385972793522,5.213281132820462,2.049884591095576e-06,,,5.456666666666667,14.3852009734252,6.8205035858679235,1.3138012721291401e-06,,,3.4150000000000005,1.392509466596332,5.296532221067809,2.274996011080596,,,5.045999999999999,17.548980391825204,7.0284053034496665,3.0499856301376242,,,5.234333333333333,5.554604553106888,7.55500138504155,4.049993364802514,,,8.6025,5.641478007460144,10.303976644870477,3.9060515772089075,,,4.25,2.739000760385419,5.772606045857842,3.5499967246354354
1996-08-31,MONSOON,6.975,4.63,3.1,6.135,4.795000000000001,1.71,7.4375,2.1,2.643333333333333,2.9,4.24,5.370833333333334,8.2075,1.5699999999999998,7.629687500000001,,7.9995,7.450733458125251,5.834734102420483,3.052296569999906,4.8940625,,4.5665,2.88604487198891,2.8111397096596686,4.719039373618689,5.74125,,5.74,11.746346563611679,3.9959965257245407,1.2013433438421104e-05,6.957500000000001,,6.9795,6.837636973538254,5.456010156513744,4.363104915738932,4.54,,4.6896,7.407263229480839,2.9190631843339543,4.889654507224989,3.94375,,3.7439999999999998,1.61910885307783,2.6375889954963165,4.740502959242924,7.1490625,,7.140499999999999,6.531506782309147,4.98951302105916,5.4107930301655305,3.46875,,3.2244,1.49686302587622,2.3383415226721156,3.6667801951355948e-06,4.173333333333334,,4.331333333333333,10.345673558097264,3.3596515052593476,2.8130610645351372e-06,3.1431249999999995,,3.2090000000000005,0.8216406221966082,1.498714305735401,4.360123788841189,4.91125,,4.723599999999999,14.03038766531033,3.7155455930239705,5.849290275506618,5.410083333333333,,5.288933333333333,5.6644490324920636,6.1075062103063456,5.8327883287196975,8.5178125,,8.4445,5.638146780968112,5.8899760599114375,5.802441934194489,3.315,,3.178,2.6001968209358313,2.6436385569769922,4.767783797353941
1996-11-30,POMKH,6.2333333333333325,4.133333333333334,4.1,5.9250000000000025,3.566666666666667,3.2,6.15,3.375,2.5500000000000003,1.825,3.3,5.208666666666668,7.675,2.425,7.616666666666667,7.698958333333334,7.293033333333333,7.426520470805572,6.67800559708944,4.733087907202733,5.569166666666666,4.573125,4.393233333333333,2.7955655593241886,3.671851362565844,3.9075124952932283,5.888749999999999,5.7125,5.084,8.981929888326437,4.039881340182033,5.559745580613521e-06,7.070937500000001,6.893125000000001,6.5577000000000005,6.824706370961474,6.06063804214902,4.282285098519898,4.744583333333334,4.460416666666667,4.240426666666667,6.543330166326008,3.6394836969045206,4.592080506548235,3.669375,3.9487499999999995,3.5264,1.6236209261429606,3.287993343231396,5.611389397333239,7.410625,6.981249999999999,6.744299999999999,6.341345716615504,5.772162378056153,5.5514178520385355,3.5525,3.44625,3.28464,1.5282503274653052,2.6674707621753417,1.4438735398281603e-06,3.7806249999999997,4.223333333333334,3.6188000000000002,6.228183738078642,2.860907125405178,7.646440284968409e-07,3.54875,3.03125,2.6554,0.5202455069331933,2.051864401279668,2.339918166817927,5.3475,4.6575,4.154159999999999,8.286639215724254,4.05184190692801,4.838009025059797,5.410083333333333,5.410083333333333,5.256826666666667,5.679023048062445,6.089083064381343,5.136710736961361,8.4775,8.42375,8.136700000000001,5.6603351642153195,7.181425608955774,5.786904215890052,3.6062499999999997,3.2112499999999997,2.8768,2.5340430145915533,2.081743183376504,2.4785594985775394
1997-02-28,POMRB,7.683333333333334,6.13,6.43,7.2025000000000015,4.773333333333333,3.69,7.38,3.43,3.483333333333333,3.17,5.08,4.05,8.14,4.38,7.758541666666666,7.560416666666668,7.449153333333333,7.402486157638069,7.953497798181989,7.960863600456797,5.946666666666665,5.215,5.08794,3.3129558017898364,4.921035122024689,3.6514226908460667,6.3325,5.7700000000000005,5.6224,7.909916526872583,5.543090678185428,6.1999987384168875,7.2759375,7.021875000000001,6.815620000000001,6.813158494402534,7.067900330425591,6.267933184168325,4.79875,4.619583333333334,4.453589333333333,6.1967584907131705,4.607883683466391,4.100188293423653,3.48,3.9387499999999998,3.59184,1.7911044262232718,4.1005013181618795,3.3923511041970658,7.424687500000001,7.316875,6.99858,6.399711673856969,7.5749615039133396,5.926805223940307,3.7856250000000005,3.49125,3.342784,1.615908627575642,3.339152236402022,3.2499991279142697,3.47625,4.123333333333334,3.564613333333333,4.1897884982776965,3.840684790136845,3.8833308478155346,3.74125,3.255,2.86124,0.6451385082508425,3.082619956941488,2.378273665903055,5.8875,5.165,4.524495999999999,5.931562356996207,4.697582210774218,3.3243345603559633,5.4100833333333345,5.410083333333333,4.774096,5.298111858121345,4.840382554850503,4.390499527864694,8.420520833333333,8.611875000000001,8.138020000000001,5.994186517313488,8.847240197418795,7.1839549736752994,4.16625,3.4187499999999993,3.47808,2.623106274972296,2.924267510857921,3.1272995811903965
1997-05-31,PREMON,9.8,8.799999999999997,10.4,9.2175,6.343333333333334,5.0,9.05,5.55,5.075,7.475,9.5,7.010833333333332,9.35,6.8,7.858750000000001,7.6729166666666675,8.389492,7.378675275361169,10.075890841608397,8.75222580308055,5.997083333333332,5.923333333333333,6.572763999999999,4.597214211715918,8.268600294853663,7.076124322487375,6.532500000000001,6.007500000000001,7.533440000000001,9.46131319676536,9.523231533390643,9.570662460805913,7.463125,7.120000000000002,7.776372,6.803766778716934,9.01623116238619,8.31292687857155,4.684166666666667,4.869583333333334,5.209486933333334,6.596047783682201,6.4742823846745985,5.390154195362991,3.51,3.4,4.155104,2.283947809427905,5.234912584154154,6.158779099837664,7.409062500000002,7.504374999999999,7.819148,6.766586312432151,9.641696214065584,8.620205129191648,3.823125,3.61375,4.2256704,2.143513089160522,5.354185784613776,5.124851029505837,3.483333333333333,3.437916666666667,4.168768,4.316477215018836,7.198217887166893,7.734772821878853,3.68375,3.8424999999999994,4.7067440000000005,1.763046513957138,5.7134955334146,4.876853202157195,6.1575,5.53,6.5146976,8.86497349433369,7.82481369189318,7.4184239508477,6.009,5.410083333333333,5.668790933333334,5.868964558455673,7.74027115961365,6.514587313304602,8.370416666666667,8.343125,8.622812,6.829980110194931,10.969125762479766,10.170321385815292,4.391875,3.7937499999999993,4.8068480000000005,2.901329557605385,6.0118338061516905,5.318888356587873
1997-08-31,MONSOON,7.66,4.816666666666666,5.7,7.3824999999999985,4.2283333333333335,2.35,6.8000000000000025,3.475,2.95,2.09,7.1,5.370833333333334,8.826666666666666,4.55,7.562916666666668,7.844166666666668,8.0976952,7.35479759460458,5.88504884164346,7.1757665770926895,5.587083333333333,5.97,5.870325066666666,4.718435064123866,5.239007670590094,6.319331233526027,5.985,6.657500000000001,6.800064000000001,7.7334889326941685,4.442836782017002,3.6300204945643726,7.17375,7.431875000000002,7.6188232,6.792467342066196,5.727260835655151,6.010995598152934,4.414583333333334,4.727916666666667,4.817025493333334,5.745624617941073,3.442746995050055,5.128339328713115,3.33,3.5599999999999996,3.4330624,2.1698767071057627,2.402364775679631,2.1218485591238094,7.306875000000001,7.344999999999999,7.411488800000001,6.7125801463105335,5.910003660723227,7.541945478149989,3.4818749999999996,3.9575,3.9254022400000004,2.256555922422447,2.501985419852421,2.2763644071405733,3.3375,3.514583333333334,3.6812608,3.042709406211159,2.549828157927415,2.079419523107941,3.58125,3.6399999999999992,3.6600464,1.6079624123966836,2.50323366370999,3.967493991270003,5.735,6.244999999999999,6.74881856,8.113711655074232,4.612213787553349,5.207808604836338,6.607916666666666,5.410083333333333,5.5496078933333335,5.857556724520749,6.063735363788835,5.482048405720122,7.762916666666666,8.497916666666669,8.704353866666667,7.444850279996435,6.034891334452807,7.418143641730218,3.8225,4.538749999999999,4.7041088,3.0040458960330727,3.537321465954042,3.295961938961715
1997-11-30,POMKH,6.35,4.3500000000000005,3.1,6.175,3.216666666666667,2.8,6.6625,2.3,2.3000000000000003,2.175,2.6,10.0,6.654999999999999,1.25,6.98375,7.873333333333335,7.39861712,7.3309097756135895,6.9418710883845405,6.345087671303487,4.945833333333333,6.024166666666667,5.26219504,4.689978626655135,4.847909677640159,3.7830721293644647,5.1375,6.407500000000001,5.3200384000000005,5.0737756558802865,5.980801198850274,5.517075858539432,6.636875,7.494375,7.041293919999999,6.779926908881549,6.63307407195563,6.055294924164777,3.9989583333333334,4.640416666666668,4.176881962666667,4.543614770369508,3.8866463475092665,3.497393072983335,3.1374999999999997,3.46,3.17983744,2.1907984266194123,3.210365392295884,3.2799242155968353,6.923437500000002,7.473125,7.11189328,6.644738912350412,6.059574981142839,5.507621205962436,3.1000000000000005,3.6887499999999998,3.275241344,2.1533121823589747,3.287305989402962,3.8612893210080883,3.311458333333334,3.4520833333333334,3.12875648,2.091334178141199,2.389396905142328,2.6448101271323914,3.1975,3.727499999999999,3.0660278400000003,1.5355650310421853,2.5048516411773782,1.4826982070648245,4.88125,6.069999999999999,5.089291136,3.9316705812139254,5.250900480643049,4.660269090165032,6.607916666666666,6.607916666666666,7.329764736,7.3358627005743005,5.8843237586912265,5.2553834680525,7.070416666666667,8.24291666666667,7.88461232,7.214859805780089,7.468122769111819,7.594997515563861,3.0749999999999997,4.244999999999999,3.32246528,2.851556678512546,4.316882153202005,4.266133367844581
1998-02-28,POMRB,5.2,2.6333333333333333,3.05,4.6375,2.9666666666666663,2.65,6.0500000000000025,1.775,2.566666666666667,2.0,2.4,4.05,4.3,1.0,6.33875,7.252500000000002,6.519170272,7.307022727731291,8.167835717663523,7.631645860072382,4.560416666666668,5.15,4.210650357333333,4.186543719293312,5.561230941085379,5.212980189557486,4.23125,5.562500000000001,4.41202304,3.442269502641531,5.766937583753925,5.856775747371191,6.151562500000001,6.853125,6.079776352,6.765801144973029,7.540860738096092,6.797836456540747,3.6326249999999995,4.188750000000001,3.6927958442666666,3.563947304339359,4.703601353316161,4.386979797274551,2.9875,3.1999999999999997,2.967902464,2.196327676822992,3.9648258052715057,3.6617109939625703,6.657812500000001,7.140625000000001,6.6871359680000015,6.479177600113602,7.953836715105609,6.988182056683126,2.83875,3.2749999999999995,2.6751448063999996,1.9752656534286341,3.5355668073403903,3.0190344080853815,3.45125,3.222916666666667,2.9039205546666667,1.9628810820303702,3.383268636386772,3.590928983208057,2.834375,3.434999999999999,2.639616704,1.4702457957656865,3.504303716847773,2.993916320020633,3.775,5.399999999999999,4.0135746816,2.1148534495298335,5.620698510923871,4.266964016626445,6.607916666666666,6.607916666666666,6.0178588416,6.743118084660914,5.528785523578309,5.721817704384288,6.30875,7.282916666666669,6.4507673919999995,6.185240458992079,8.743288026908846,7.2862385474652545,2.2906250000000004,3.3999999999999995,2.393479168,2.6841430005304194,3.3342292242835345,3.3001840487973597
1998-05-31,PREMON,7.65,7.166666666666668,7.0,7.4875000000000025,4.825,4.5,7.3125,4.15,5.783333333333334,5.575,5.35,7.010833333333332,7.65,4.2,5.851562499999999,6.7150000000000025,6.9715021632,7.283381283071409,9.382550947930389,8.005008672111927,4.260416666666667,4.741666666666668,5.393056881066666,4.970958281146823,6.598176189488359,5.411549800464572,3.675,4.7125,5.447213824,4.7663005677527375,7.487667960313402,8.054884623481211,5.579375000000001,6.420625000000001,6.6428658112,6.754718847284552,8.551942087942779,7.690866390841375,3.3581666666666665,3.809166666666667,4.14567750656,3.797242504066366,6.087540945999309,5.256113251832561,2.8437500000000004,3.0749999999999993,3.5807414784,2.6527729981042873,4.93640089534585,5.418806499183402,6.582812500000001,6.70625,6.937281580800001,6.559555855665145,9.32618255286165,8.112378538605553,2.65875,2.925,3.2650868838399996,2.2980858223563616,5.324770727791588,4.746326123489016,3.3379166666666666,3.4000000000000004,4.055685666133334,5.127073895656176,5.9333149271924155,5.932398916410554,2.5931249999999997,2.9599999999999995,3.8137700224,2.3052944362829635,5.651379156028332,5.4897243392735815,3.4875000000000003,4.362499999999999,4.54814480896,4.189910062381055,8.134197052989784,7.467617157744435,6.607916666666667,6.607916666666666,6.415048638293333,7.064689032575617,8.388749991625303,6.633453449072453,5.396458333333333,6.857916666666668,6.9304604352000005,6.498424577408488,9.748247171192034,8.022567648353514,1.890625,2.749999999999999,3.1160875008,2.7686639624114546,4.189259255804323,3.626377286753434
