Date,Season,Gangapur,Bonli,Sawai Madhopur,Bamanwas,Khandar,Gangapur_Trend,Gangapur_SMA,Gangapur_EWMA,Gangapur_DES,Gangapur_TES,Gangapur_ARIMA,Bonli_Trend,Bonli_SMA,Bonli_EWMA,Bonli_DES,Bonli_TES,Bonli_ARIMA,Sawai Madhopur_Trend,Sawai Madhopur_SMA,Sawai Madhopur_EWMA,Sawai Madhopur_DES,Sawai Madhopur_TES,Sawai Madhopur_ARIMA,Bamanwas_Trend,Bamanwas_SMA,Bamanwas_EWMA,Bamanwas_DES,Bamanwas_TES,Bamanwas_ARIMA,Khandar_Trend,Khandar_SMA,Khandar_EWMA,Khandar_DES,Khandar_TES,Khandar_ARIMA
1996-02-29,POMRB,5.03,5.480000000000001,10.2525,6.723333333333334,7.2239999999999975,,,5.03,4.074063007596304,5.706518861520094,0.0,,,5.480000000000001,5.574643498599372,5.818786947005331,0.0,,,10.2525,10.700914637191953,10.45455771621618,0.0,,,6.723333333333334,6.562752147058193,6.363300681647491,0.0,,,7.2239999999999975,7.453966555263699,7.662141896577971,0.0
1996-05-31,PREMON,6.359999999999999,7.225714285714285,11.4025,7.55,9.892000000000001,,,5.562,4.306789048343075,6.441171349381238,5.029903603823352,,,6.178285714285715,6.117722024910087,6.902758935547335,5.479987257441864,,,10.712499999999999,10.908243408344802,11.299966489054126,10.252468997237601,,,7.054,6.910898622684165,7.0481580596516284,6.72332541597658,,,8.2912,8.468607435383523,8.31580914204779,6.998719095330239
1996-08-31,MONSOON,2.775,4.5975,9.35,3.065,5.1880000000000015,4.479375,,4.4472000000000005,3.9459696619741207,4.743508772588898,5.711132306601028,5.591696428571429,,5.545971428571429,5.779107750089953,4.130178341005642,6.453221118346417,10.3540625,,10.1675,10.657666416797474,10.182106947516527,10.849254936182302,5.910625,,5.4584,5.5935181236246105,6.399355346179804,7.173916107338255,7.210749999999999,,7.04992,7.069253451829609,6.43721001555262,8.553885799046398
1996-11-30,POMKH,3.695,4.874285714285714,10.1375,5.843333333333334,5.516,4.371250000000001,4.465,4.14632,3.7765977071410233,7.052853807883543,4.654657448508868,5.745446428571428,5.5443750000000005,5.277297142857143,5.575866132802666,5.228617391631095,5.618603246583655,10.5375,10.285625,10.1555,10.594464560506868,10.75452117898729,10.288421902155253,6.1102083333333335,5.795416666666667,5.612373333333334,5.686318542540197,5.244998753282536,5.422141520300587,7.510625,6.955,6.436351999999999,6.401074945170459,6.735759970212837,7.109910204199318
1997-02-28,POMRB,5.1450000000000005,5.8585714285714285,10.8,7.645,9.27,4.554374999999999,4.4937499999999995,4.5457920000000005,3.8777815729069784,7.490804326176868,4.3757477654459525,5.9514732142857145,5.639017857142858,5.509806857142857,5.694335022734824,5.860475446398703,5.21362583456382,10.986562500000002,10.4225,10.4133,10.672951508518233,10.066293527248853,10.241385012247685,6.782395833333332,6.025833333333334,6.425424,6.368261270035819,5.789970992757857,5.584050345340519,7.72975,7.466500000000002,7.5698112,7.599404676964428,6.975585802119671,5.603588206923147
1997-05-31,PREMON,5.38,8.077142857142857,12.322500000000002,8.225,10.245,4.801875,4.248749999999999,4.8794752,4.030354154099585,7.754713488641451,4.571156781679125,6.104107142857143,5.851875000000001,6.536741257142857,6.446822869403845,7.088996380667568,6.279113690022711,11.457500000000001,10.6525,11.17698,11.057560489937092,11.146308684256864,10.398224991454203,7.634791666666666,6.194583333333333,7.1452544,7.015881008123608,7.029011183538103,6.3426783957973285,8.077499999999999,7.55475,8.63988672,8.701327542486247,9.189635315428124,8.93821912832313
1997-08-31,MONSOON,5.22,5.394285714285713,12.0225,7.7675,6.587999999999999,4.7943750000000005,4.859999999999999,5.0156851200000006,4.161612075641867,5.426019604815259,4.759681900909478,6.124464285714286,6.051071428571428,6.07975904,6.262177758748183,4.601834451444855,5.843877038371625,11.648437500000002,11.320625,11.515188000000002,11.331791502441307,10.297626974473468,10.90703997871958,7.8959375,7.370208333333333,7.39415264,7.28335032920155,6.637522988866028,7.023167578904391,8.077,7.90475,7.819132031999999,7.793904597827799,7.013626768057551,7.861467661173355
1997-11-30,POMKH,3.23,5.298571428571429,11.2325,7.959999999999999,6.8980000000000015,4.835625000000001,4.7437499999999995,4.3014110720000005,3.9581744121865894,7.804165746032504,4.861209590825613,5.992857142857142,6.157142857142857,5.7672839954285715,6.071955716469539,5.839779358230301,5.7870505698479375,11.7021875,11.594375,11.402112800000001,11.402874461330217,11.511104235437712,11.192002681924397,7.905624999999999,7.899374999999999,7.620491584,7.525298341478686,7.138057562864904,7.290250409857691,7.870125,8.250250000000001,7.4506792191999995,7.4016621659368536,7.782470707933215,7.130835984170986
1998-02-28,POMRB,5.5500000000000025,5.597142857142856,11.2325,7.6175,7.883999999999999,4.475625,4.845,4.800846643200002,4.165967704803029,7.798981620489946,4.513959971789529,5.916309523809524,6.091785714285713,5.699227540114285,5.996539816798943,6.391452984184288,5.990942581395574,11.5478125,11.7025,11.33426768,11.457830495177669,10.907721437140042,11.202146068530759,7.754687499999999,7.892499999999999,7.6192949504000005,7.566081652371227,7.7659193899195715,7.529828253946001,7.8535,7.903750000000001,7.624007531519998,7.591485531484779,8.213758087703408,8.08705162672251
1998-05-31,PREMON,5.305,7.2857142857142865,12.32,8.33,9.976,4.366875,4.82625,5.002507985920001,4.331386686761875,7.8340079379528555,4.7295502272236325,5.761577380952381,5.89392857142857,6.333822238354285,6.4280011907778,7.279970143391607,7.03390826131642,11.3128125,11.701875000000001,11.728560608,11.72656602770865,11.885213865177558,11.209663320659882,7.3928125,7.918749999999999,7.90357697024,7.838448636407132,8.262297791648862,7.561149385883583,7.827749999999999,7.836500000000003,8.564804518912,8.583298885115777,8.929316166388325,8.913186311549122
