Date,Season,Badraon,Fatehpur Madaun,Ghosi,Pardaha,Kopaganj,Dohri Ghat,Ratanpura,Mohammadabad Gohana,Ranipur,Badraon_Trend,Badraon_SMA,Badraon_EWMA,Badraon_DES,Badraon_TES,Badraon_ARIMA,Fatehpur Madaun_Trend,Fatehpur Madaun_SMA,Fatehpur Madaun_EWMA,Fatehpur Madaun_DES,Fatehpur Madaun_TES,Fatehpur Madaun_ARIMA,Ghosi_Trend,Ghosi_SMA,Ghosi_EWMA,Ghosi_DES,Ghosi_TES,Ghosi_ARIMA,Pardaha_Trend,Pardaha_SMA,Pardaha_EWMA,Pardaha_DES,Pardaha_TES,Pardaha_ARIMA,Kopaganj_Trend,Kopaganj_SMA,Kopaganj_EWMA,Kopaganj_DES,Kopaganj_TES,Kopaganj_ARIMA,Dohri Ghat_Trend,Dohri Ghat_SMA,Dohri Ghat_EWMA,Dohri Ghat_DES,Dohri Ghat_TES,Dohri Ghat_ARIMA,Ratanpura_Trend,Ratanpura_SMA,Ratanpura_EWMA,Ratanpura_DES,Ratanpura_TES,Ratanpura_ARIMA,Mohammadabad Gohana_Trend,Mohammadabad Gohana_SMA,Mohammadabad Gohana_EWMA,Mohammadabad Gohana_DES,Mohammadabad Gohana_TES,Mohammadabad Gohana_ARIMA,Ranipur_Trend,Ranipur_SMA,Ranipur_EWMA,Ranipur_DES,Ranipur_TES,Ranipur_ARIMA
1996-02-29,POMRB,4.07,2.5825,1.95,6.94,3.68,4.433333333333334,3.27,4.6400000000000015,3.095,,,4.07,3.8748779803978346,4.163081313256907,0.0,,,2.5825,2.8256203699786857,2.7161733918258912,0.0,,,1.95,2.4961769193781578,2.4384213299879733,0.0,,,6.94,6.778245920902969,7.03105042879015,0.0,,,3.68,3.0479391090155077,3.6714507276379993,0.0,,,4.433333333333334,3.37848434363643,3.9776584671381197,0.0,,,3.27,3.009170739089829,2.7069934920653567,0.0,,,4.6400000000000015,3.719502962721345,4.470125174836491,0.0,,,3.095,2.113126496290565,3.1052340534038754,0.0
1996-05-31,PREMON,5.73,3.82,3.79,8.36,5.19,5.6000000000000005,5.59,5.755,4.445,,,4.734,4.125084856719905,5.954802359555605,4.069994571550364,,,3.0774999999999997,2.9673219650501204,3.823945922199531,2.5824978084230494,,,2.686,2.4955276689097423,3.83631548134454,0.8779053207794163,,,7.507999999999999,7.161451550387092,8.191068769540278,1.3480285324400798e-06,,,4.284000000000001,3.2435331215451653,5.375741278327592,3.6799941491286763,,,4.9,3.6288782817282055,5.164665467450348,4.43332648778309,,,4.198,3.025992650178233,4.96681758916403,3.269994458555027,,,5.086,3.828250930908248,6.318281757489886,4.6399952361198356,,,3.6350000000000002,2.2819301492331827,4.702803346963328,2.3210541851339523
1996-08-31,MONSOON,5.17,1.843333333333333,2.55,7.34,2.48,2.94,1.56,3.53,2.47,4.34875,,4.9084,4.2662106539839035,3.249913644024411,5.196196025583334,2.7840624999999997,,2.583833333333333,2.8216586563054245,1.7547100894282939,3.2752846283609256,2.7525,,2.6315999999999997,2.4933659856190302,1.6690410011420764,1.735223333536657,7.815,,7.440799999999999,7.11534418494338,5.875234664206894,1.792870714403043e-06,3.825,,3.5624000000000002,3.2129055294863007,2.450144569908604,4.72046699823384,4.24875,,4.116,3.2831749067054874,1.9385206949922176,5.182123351302375,3.2262500000000003,,3.1428000000000003,3.0429085247073946,1.7234313677728743,4.748018740512405,4.2787500000000005,,4.4636,3.8079454083354065,3.176197541334183,5.386706276111839,3.371875,,3.169,2.282730686618047,1.5580440160727087,3.282622643157259
1996-11-30,POMKH,2.41,2.59,2.23,7.59,3.7,3.93,2.58,2.97,3.535,4.37875,4.345000000000001,3.90904,4.016671869660495,4.218476712696572,4.813995660735869,2.9162500000000002,2.7089583333333334,2.5862999999999996,2.7968409408942,2.241752603543218,2.625109661668541,3.0412500000000002,2.63,2.47096,2.490818212049355,2.0669801589235774,1.5046608040715719,8.1975,7.5575,7.50048,7.211997281237502,7.394898395689886,6.456762639364724e-07,3.85,3.7625,3.61744,3.2801319295563265,2.731834156613176,3.0818228177136584,4.321666666666667,4.225833333333334,4.0416,3.237609975312123,3.3427061557133633,3.8104567402077683,3.3125,3.25,2.91768,3.0599189807831255,2.348417986462687,2.6747455554764095,4.545625,4.22375,3.86616,3.7555558038438965,3.1013821805240447,4.1213015298742635,3.4006250000000002,3.3862500000000004,3.3154000000000003,2.3725945388501803,2.6725562376315333,2.385503741027351
1997-02-28,POMRB,4.1,3.1833333333333336,2.93,9.0,4.18,4.616666666666667,3.08,5.08,2.98,4.06375,4.352500000000001,3.985424,4.028295167190855,4.100620807304086,3.5773849659341153,3.0020833333333337,2.859166666666667,2.8251133333333334,2.855916749313373,2.901683367483434,2.490960549116192,3.04,2.875,2.654576,2.489130391073767,2.5675621776505295,1.8681336495471519,8.165,8.072500000000002,8.100287999999999,7.920134001907873,8.452238254929755,6.939998178549305,3.7412500000000004,3.8875,3.8424639999999997,3.380353541477415,4.232436809995655,3.6948939221022608,4.414583333333333,4.271666666666667,4.271626666666667,3.392594032153577,4.042178874783535,4.303196104574365,3.4425,3.2024999999999997,2.982608,3.0770245375743053,2.794796627879565,3.164272265845902,4.6125,4.33375,4.3516960000000005,3.825881923723082,4.527542472340341,4.135958173860491,3.24125,3.3575000000000004,3.18124,2.4142693953878456,4.189465384201315,3.0937688533627314
1997-05-31,PREMON,5.94,4.276666666666667,5.12,9.36,4.89,6.0,6.47,7.45,4.79,3.85,4.405000000000001,4.767254400000001,4.286137093440413,5.927807480837551,5.1799790470367615,3.057083333333334,2.9733333333333336,3.405734666666667,3.055595631025665,4.181189807519661,3.6055966081068207,2.8225,3.2075000000000005,3.6407456,2.4901197128047685,4.16084073499735,3.7646159618447523,7.885,8.322500000000002,8.604172799999999,8.68584780593718,10.126158579493952,9.37456654806608,3.6274999999999995,3.8125,4.2614784,3.5293262322801287,5.905825006228966,4.940371167441858,4.547916666666667,4.371666666666667,4.962976000000001,3.9000396382915827,5.229185876970076,5.291961548820877,3.4825,3.4224999999999994,4.3775648,3.0942257798374455,5.054620722385593,5.049565489412628,4.49,4.7575,5.591017600000001,4.0338797633147205,6.444474935194233,5.562352644293474,2.840625,3.4437500000000005,3.824744,2.6060912966610483,4.923866406591028,3.9602152421193697
1997-08-31,MONSOON,2.44,2.0733333333333337,1.21,6.08,1.91,3.283333333333333,1.72,2.37,0.8500000000000001,3.82375,3.7225000000000015,3.8363526400000003,4.0379568543544835,3.313824303506905,5.225995985176261,3.043333333333334,3.0308333333333337,2.8727741333333334,2.92938823317156,2.1530647445612408,2.696262440432572,2.6574999999999998,2.8725000000000005,2.6684473599999996,2.486333574020173,2.224455333863757,2.9078715956650267,7.4624999999999995,8.0075,7.59450368,7.889820450769471,7.058077547293325,7.4583192258188795,3.4512499999999995,3.67,3.3208870399999997,3.434129005712759,2.559615256336594,3.0160822860433916,4.582083333333333,4.4575000000000005,4.291118933333334,3.732601507425757,2.003041109804408,3.6439313224033896,3.4962500000000003,3.4624999999999995,3.31453888,3.111523092835549,1.8112345083875465,2.444386261577619,4.480625,4.4675,4.302610560000001,3.9463512296352627,4.089182905172522,4.82876522199774,2.49,3.0387500000000003,2.6348464,2.464863745003435,1.868312915110221,2.8463794206689474
1997-11-30,POMKH,3.43,2.8000000000000003,1.83,6.61,3.36,4.653333333333333,2.74,3.15,1.95,3.685,3.977500000000002,3.673811584,3.956490723326734,3.2107104107395465,1.9033527221352524,3.076666666666667,3.083333333333334,2.84366448,2.9187136788905232,2.570493540616269,2.892329770643396,2.4025,2.7725000000000004,2.3330684159999997,2.483312340491969,2.18714689227376,1.4460983001390737,7.04875,7.7625,7.200702208,7.391323367552619,6.6125598761417415,6.132935004966347,3.315,3.585,3.336532224,3.4593162364666794,2.497009174539107,3.1295424663193256,4.371250000000001,4.638333333333334,4.436004693333334,3.9131068487217493,3.4072265749238273,4.009272532817501,3.4612499999999997,3.502499999999999,3.084723328,3.128917119690207,2.4362211277512857,2.6841677212318,4.327500000000001,4.5125,3.8415663360000005,3.9040521802236086,3.068203140961167,2.7087557425157835,2.54,2.6425,2.36090784,2.4191960723262684,1.5934794571668984,2.439793640596447
1998-02-28,POMRB,2.87,2.8633333333333333,2.01,6.6,3.11,4.166666666666667,3.03,4.825,1.7599999999999998,3.47,3.670000000000002,3.3522869504,3.8105749075067266,3.8706569097541337,4.268364330181687,2.960833333333333,3.003333333333334,2.851532021333333,2.9180651043612964,3.1813255842957284,3.129809225272953,2.23625,2.5425000000000004,2.2038410496,2.4805172387948287,2.5682820344195942,2.264058356663425,6.8687499999999995,7.1625,6.9604213248,6.975913909861135,7.51088801338095,7.223978739136991,3.1924999999999994,3.3175,3.2459193344,3.4631382929956303,3.9443184278826684,3.755542045009071,3.81875,4.525833333333334,4.328269482666668,3.969212886685815,4.106699304387018,4.653224247374231,3.4146875000000003,3.489999999999999,3.0628339968,3.1464083876299065,2.8825997698419763,3.192800465478192,4.3812500000000005,4.44875,4.2349398016,3.9589045926243385,4.67322428185703,4.685313716041149,3.2525,2.3375,2.120544704,2.3594227997243533,2.7462412828738865,2.4628386131388718
1998-05-31,PREMON,6.06,4.863333333333333,4.0,8.45,4.87,4.763333333333334,6.24,6.48,6.41,3.00875,3.700000000000002,4.43537217024,4.1138739817799275,5.314253776124202,4.8537402100198195,2.7060416666666667,3.1500000000000004,3.656252546133333,3.1891258957441266,4.212883286601495,3.8847191136663195,2.16625,2.2625,2.92230462976,2.480157458125001,3.9501339394396924,4.024832200426451,6.701249999999999,6.934999999999999,7.55625279488,7.43463144154592,8.01137577052829,8.086188840449623,3.0233333333333334,3.3125,3.89555160064,3.6047933691247636,5.221518150209813,4.266126410491759,3.234166666666667,4.216666666666667,4.5022950229333345,4.168453494545022,5.293706298456857,5.450721573585957,3.329375,3.432499999999999,4.33370039808,3.1639974939276967,5.1424238630623,5.6731873820560175,4.517083333333334,4.206250000000001,5.13296388096,4.1096734742351675,6.477630010682344,6.228678141887386,4.0275,2.7424999999999997,3.8363268224000002,2.6898974527532356,3.6413118597872147,3.6382162552250685
