Date,Season,Gohana,Ganaur,Sonepat,Kathura,Rai,Kharhauda,Mundlana,Gohana_Trend,Gohana_SMA,Gohana_EWMA,Gohana_DES,Gohana_TES,Gohana_ARIMA,Ganaur_Trend,Ganaur_SMA,Ganaur_EWMA,Ganaur_DES,Ganaur_TES,Ganaur_ARIMA,Sonepat_Trend,Sonepat_SMA,Sonepat_EWMA,Sonepat_DES,Sonepat_TES,Sonepat_ARIMA,Kathura_Trend,Kathura_SMA,Kathura_EWMA,Kathura_DES,Kathura_TES,Kathura_ARIMA,Rai_Trend,Rai_SMA,Rai_EWMA,Rai_DES,Rai_TES,Rai_ARIMA,Kharhauda_Trend,Kharhauda_SMA,Kharhauda_EWMA,Kharhauda_DES,Kharhauda_TES,Kharhauda_ARIMA,Mundlana_Trend,Mundlana_SMA,Mundlana_EWMA,Mundlana_DES,Mundlana_TES,Mundlana_ARIMA
1996-02-29,POMRB,3.9742857142857138,4.4350000000000005,2.636,1.876,2.87,3.273333333333333,1.97,,,3.9742857142857138,4.489054239879909,4.659474750838996,0.0,,,4.4350000000000005,4.979475968104153,4.86269932456957,0.0,,,2.636,3.06899012643696,2.683045228870319,0.0,,,1.876,2.3644455833826696,2.2026154338692403,0.0,,,2.87,13.088968724425753,3.8842958077592433,0.0,,,3.273333333333333,3.4151608923047396,3.2289225587120347,0.0,,,1.97,2.387857848706029,2.2325611204197813,0.0
1996-05-31,PREMON,4.8814285714285734,6.400000000000001,4.098000000000001,2.898,8.955,4.593333333333334,3.156,,,4.337142857142858,4.55678217674402,4.637806203692285,1.0472360441518953e-07,,,5.221,5.055734888384544,4.853494283304764,4.434937215561165,,,3.2208000000000006,3.376347961343634,3.808351308707432,2.6359786627891073,,,2.2847999999999997,2.48033918601692,2.8264942848020644,1.8759994417252213,,,5.304,23.043461911127242,5.8198954333098,2.869959629058186,,,3.801333333333333,3.767166171291069,3.949815784707776,3.2733301716012115,,,2.4444,2.620322284515253,2.896327692754189,1.633094254552789
1996-08-31,MONSOON,4.36,7.1850000000000005,3.8475,2.3225,5.793333333333331,2.48,1.8616666666666664,4.533267857142858,,4.346285714285715,4.514897675852635,4.17520693590729,2.825362058580994e-07,5.269166666666667,,6.006600000000001,5.133161689301885,5.877128898419844,5.43422992518278,3.327541666666667,,3.4714800000000006,3.5327520310340663,3.98243257782027,3.419792132592889,2.459875,,2.29988,2.4386108840701435,2.087873635627514,2.425825378475286,5.6327083333333325,,5.4997333333333325,21.071841749512128,4.750400468129377,5.947576098182411,3.3351250000000006,,3.2727999999999997,3.447726931893051,3.7194813505549478,3.7574750715641114,2.684916666666667,,2.2113066666666663,2.3990928001139573,2.518669777840112,2.309519534835598
1996-11-30,POMKH,4.492,2.8975,2.6366666666666667,2.3280000000000003,2.515,2.768,3.466,4.616928571428572,4.426928571428572,4.40457142857143,4.505389811857519,4.40564959180276,4.025666016899339e-07,5.377083333333334,5.229375000000001,4.7629600000000005,5.211774240750347,3.524220961082931,6.050510370953939,3.3037916666666667,3.304541666666667,3.1375546666666665,3.3144415493389188,2.9379620206735733,3.594677961179772,2.608625,2.356125,2.311128,2.4077287070961244,2.111169660941564,2.3831921267626752,6.440208333333333,5.033333333333333,4.305839999999999,11.74867230590104,4.452725614153691,5.894189498047677,3.357,3.278666666666667,3.07088,3.2917048073296415,2.900270875990363,3.8223128218161873,2.8371666666666666,2.6134166666666667,2.713184,2.7204317309178045,1.9799860617299077,2.2740478448107964
1997-02-28,POMRB,4.825,4.753333333333333,2.8200000000000003,2.7060000000000004,7.664999999999999,3.725,2.5420000000000003,4.734041666666666,4.639607142857144,4.572742857142858,4.559570725957135,4.660064267297805,3.673256497473449,5.2212499999999995,5.308958333333335,4.759109333333334,5.291590721190152,5.75336098288238,4.948577211062674,3.3079791666666667,3.3505416666666674,3.0105328,3.204837730262508,3.015746324160983,2.903816343009086,2.74425,2.5636250000000005,2.4690768000000003,2.4699741474560843,2.269652925823832,2.221572106996928,7.106249999999999,6.232083333333333,5.6495039999999985,9.431233888990604,4.232727530571763,4.613272004439194,3.5654523809523813,3.391583333333334,3.332528,3.4388437329383583,3.1914212566385958,3.0908223601619564,3.0559583333333333,2.7564166666666665,2.6447104,2.67193463353892,2.6199544110829054,2.2838336427144426
1997-05-31,PREMON,4.7,6.945,3.724,3.258,10.62,4.316666666666666,3.802,4.800458333333333,4.594250000000001,4.623645714285715,4.580376014056714,4.797818282878492,4.511688508834258,5.332604166666666,5.445208333333334,5.633465600000001,5.372629569409725,5.662871634472159,5.460143669153514,3.3283958333333334,3.2570416666666673,3.29591968,3.3730796609301694,4.212415665659659,3.675786000808148,2.834125,2.653625000000001,2.7846460800000004,2.6435345074146346,3.1540251348223514,2.7179980259633356,7.623541666666665,6.648333333333333,7.637702399999999,10.59958372146869,7.096172402290724,6.21836176704976,3.8083214285714284,3.3224166666666672,3.7261834666666664,3.7088808745362662,4.0644915559496955,3.3817820614635243,3.0534999999999997,2.9179166666666663,3.10762624,3.0125157796976065,3.351992694360021,3.0588170177455547
1997-08-31,MONSOON,5.4783333333333335,5.3933333333333335,4.255,3.0474999999999994,9.456666666666663,4.424285714285714,2.966,4.439583333333333,4.873833333333334,4.965520761904763,4.741993752566639,4.271189186168514,4.029755148826042,5.783125000000001,4.997291666666667,5.537412693333334,5.45490949388975,6.6489583441688715,5.9448168876345004,3.2945416666666665,3.3589166666666674,3.679551808,3.642409401471575,3.987381044987273,3.554896153035158,2.743125,2.8348750000000007,2.889787648,2.7292823031564653,2.426490218298934,2.711397700021908,7.189166666666667,7.564166666666667,8.365288106666664,10.033187656831423,5.780498438518902,6.436372953090087,3.7427797619047616,3.808488095238096,4.005424365714285,3.9368269439013526,3.7124129547813816,3.258982494281715,2.7993125000000005,3.1939999999999995,3.050975744,3.0037424553711642,3.044724940029489,2.460651932285292
1997-11-30,POMKH,3.905,5.580000000000001,2.3925,2.322,2.99,2.766666666666667,2.342,3.965333333333333,4.727083333333334,4.541312457142857,4.580868222489378,4.693351734913627,4.151756910593036,5.732708333333334,5.667916666666668,5.554447616000001,5.538449506679336,3.9319726628636724,4.653257538131107,3.275958333333333,3.297875000000001,3.1647310847999996,3.3276775799251883,3.013001430786991,3.124134092756452,2.6341249999999996,2.833375000000001,2.6626725888,2.6302017873928616,2.581706637165026,2.825073161227538,5.837916666666665,7.682916666666667,6.2151728639999995,4.597924454612918,5.307300474412159,6.370079103332545,3.704571428571429,3.8081547619047624,3.509921286095238,3.650873507306732,3.500256450436864,3.7317569073169445,2.5969375,2.9129999999999994,2.7673854464,2.811980016886073,2.719901491028047,3.4673738449577565
1998-02-28,POMRB,2.5250000000000004,5.6750000000000025,2.793333333333333,1.984,3.715,3.2019999999999995,1.6324999999999998,3.7381666666666673,4.1520833333333345,3.7347874742857146,4.193321714009964,4.783734891364699,4.337771683445508,5.409166666666668,5.898333333333334,5.602668569600001,5.623268905296804,6.484181334738398,5.1105970770647255,3.141020833333333,3.291208333333334,3.016171984213333,3.207206705121734,3.0258891039188094,2.9094725814726274,2.4936875,2.6528750000000008,2.39120355328,2.4769788053346815,2.577488963115374,2.6625424809781975,4.064583333333333,6.695416666666668,5.215103718399999,2.9520641127432716,5.771255533166263,6.822475043097869,3.5201607142857143,3.677404761904762,3.386752771657143,3.559776055667287,3.6043403072145104,4.004209026100469,2.3874999999999997,2.6856249999999995,2.31343126784,2.46591525632413,2.670552016310128,2.2345097495905266
1998-05-31,PREMON,3.2060000000000004,5.62,3.6019999999999994,3.108,3.76,4.534000000000002,3.0925,3.70525,3.7785833333333345,3.5232724845714287,4.00488590276137,4.466981761559835,4.478857447274625,5.056250000000001,5.5670833333333345,5.609601141760001,5.709387282613607,6.420796726376116,6.2120324249266465,2.961020833333333,3.2607083333333335,3.2505031905279997,3.341268918958809,4.107361002210427,3.553010768927526,2.3685,2.615375000000001,2.6779221319679998,2.614790911600943,3.1102509105358793,2.804800704885769,3.0699999999999994,4.9804166666666685,4.633062231039999,2.6969099553922593,8.184474317785908,6.673355607542092,3.3205,3.7317380952380956,3.8456516629942863,3.8572383679532023,4.186252086154457,3.863254658972997,2.296708333333333,2.5082499999999994,2.6250587607040003,2.6564102809932475,3.047524623843883,2.5848974080665523
1998-08-31,MONSOON,5.154999999999999,4.13,3.2975,2.0740000000000003,2.13,2.731666666666667,2.0,4.110375,3.6977500000000005,4.175963490742857,4.214052935682063,3.7222264446190385,4.886883149494374,4.8031250000000005,5.251250000000001,5.017760685056,5.796824527561115,7.111058267997694,6.025959711815596,2.8127916666666666,3.0213333333333336,3.2693019143167996,3.355802843676442,4.144042189374976,3.756255340913129,2.3345,2.372000000000001,2.4363532791808,2.485593907687886,2.346448013885817,2.7162215528231703,2.963125,3.1487500000000024,3.6318373386239995,1.736372382772331,6.219431623192076,6.119515275579603,3.2839523809523814,3.3085833333333334,3.4000576644632385,3.5827927912241564,3.8639055819283943,3.486086189502627,2.3216041666666665,2.266749999999999,2.3750352564224,2.4656501771456028,2.5904669573438106,2.057931082798286
1998-11-30,POMKH,3.965,4.0200000000000005,1.91,2.294,2.36,2.862,2.5816666666666666,4.6335,3.71275,4.0915780944457145,4.1628490535186,4.1867009219014,3.830733291782787,4.515625,4.86125,4.618656411033601,5.8856008424207005,4.149019807172782,4.498723490724792,2.66775,2.9007083333333337,2.72558114859008,2.9849258550550046,2.499158377347511,2.5443357266608464,2.521,2.365000000000001,2.3794119675084797,2.436171246629761,2.1966169120540755,2.3229714177604293,2.78375,2.991250000000002,3.1231024031743995,1.7225999299747712,4.292892400258544,4.482454759409957,3.1152380952380954,3.3324166666666666,3.184834598677943,3.4167084798826357,3.078057553327765,3.3438501202229762,2.4187291666666666,2.3266666666666658,2.457687820520107,2.504296809972023,2.0763898070800266,2.4496248670416216
1999-02-28,POMRB,5.706,5.21,2.09,1.7399999999999998,3.49,2.814285714285714,1.592,5.0300416666666665,4.508000000000001,4.737346856667429,4.444904247062796,4.383347215304815,2.9589072798147313,4.416250000000001,4.744999999999999,4.8551938466201605,5.975736738615579,6.448845293408241,5.136408848459956,2.6379374999999996,2.7248750000000004,2.471348689154048,2.7625779660970253,2.6591588350558886,2.520412231053727,2.8890624999999996,2.304000000000001,2.123647180505088,2.272030210043684,2.3143180741652873,2.24312007467969,2.6487499999999997,2.9350000000000023,3.2698614419046397,3.030672184200832,4.8240383032879866,4.12690373498634,3.1675297619047624,3.2354880952380953,3.036615044921051,3.2815668898116206,3.3431424264757963,3.1887461359654914,2.7021666666666664,2.316541666666666,2.111412692312064,2.23717802748264,2.353659538662518,1.870685881231171
