Date,Season,Pathna,Barharwa,Rajmahal,Borio,Barhait,Pathna_Trend,Pathna_SMA,Pathna_EWMA,Pathna_DES,Pathna_TES,Pathna_ARIMA,Barharwa_Trend,Barharwa_SMA,Barharwa_EWMA,Barharwa_DES,Barharwa_TES,Barharwa_ARIMA,Rajmahal_Trend,Rajmahal_SMA,Rajmahal_EWMA,Rajmahal_DES,Rajmahal_TES,Rajmahal_ARIMA,Borio_Trend,Borio_SMA,Borio_EWMA,Borio_DES,Borio_TES,Borio_ARIMA,Barhait_Trend,Barhait_SMA,Barhait_EWMA,Barhait_DES,Barhait_TES,Barhait_ARIMA
1998-08-31,MONSOON,2.106666666666667,5.3,3.22125,2.42,2.835,4.7515833333333335,4.751583333333334,4.340590314666667,4.148976622337215,2.1870953755791165,2.1066666482601573,5.87625,6.010000000000001,5.890717865984,6.032121499445855,5.411646885471027,5.6409206231235585,3.8411458333333335,3.804479166666668,3.748693417728,3.214172805935985,2.9663478170472715,2.452779021359276,3.7468749999999997,3.7387499999999987,3.55979577728,3.869465057931717,2.7059634994870385,2.16880724524282,6.903035714285714,7.118035714285713,6.457175441115429,7.058355125123254,2.809837393008802,2.8305574276541527
1998-11-30,POMKH,4.218,5.16,3.29,3.2350000000000003,6.387142857142856,4.7515833333333335,4.751583333333334,4.2915541888,3.978711380868551,4.302696717318316,4.2179999378824355,5.888750000000001,5.867500000000001,5.5984307195904,5.7284435525361985,5.929373290114838,6.233597486865593,3.7765625000000003,3.8444791666666687,3.5652160506368,3.206183443509158,3.1492579226170005,2.6667910581597183,3.7125000000000004,3.7524999999999986,3.4298774663680005,3.5249494060292057,3.2604972603903657,3.372890283716183,6.185973214285714,7.118035714285714,6.4291624075264,6.9971677588594074,6.311589452862593,6.326446643848623
1999-02-28,POMRB,4.945,6.51,3.84,4.05,5.29,4.751583333333334,4.751583333333334,4.55293251328,4.356159065978141,5.033504581772268,4.944999950622681,5.857083333333334,5.885000000000001,5.96305843175424,6.026179068682165,5.44321016363673,6.501451126427021,3.9239062500000004,3.837812500000002,3.67512963038208,3.285244711977355,4.367748368432275,3.8102781799236367,3.9550000000000005,3.741249999999999,3.6779264798208002,3.5234320027057477,3.687923261417531,4.115276083174533,5.698285714285714,6.688035714285714,5.973497444515839,6.490534288492035,6.8075995762316905,6.259803800962922
1999-05-31,PREMON,7.736666666666667,6.6,4.510000000000002,5.03,8.223500000000001,4.751583333333333,4.751583333333334,5.826426174634667,6.530579247129361,7.828533692353428,7.736666587087098,5.809479166666667,5.8925,6.217835059052543,6.319700703806609,7.723302200844657,6.889560190360423,4.13140625,3.7153125000000022,4.009077778229249,3.4675531474488532,5.071712156650786,4.544843152712534,4.105625000000001,3.6837499999999994,4.21875588789248,3.8820632639598456,5.702569576285352,5.065723180088226,5.712660714285715,5.683910714285714,6.8734984667095045,7.142119960911575,12.033207399915208,12.123684823192802
1999-08-31,MONSOON,2.106666666666667,5.016666666666667,4.89,4.59,2.95,4.7515833333333335,4.751583333333334,4.338522371447467,4.641027689540729,2.201464842405999,2.106666655867602,5.794791666666667,5.821666666666666,5.737367702098193,5.892180596829032,5.347704052763724,5.32987075051785,4.1540625,4.132500000000002,4.36144666693755,3.705297027478514,3.2336588737242797,2.68833659073264,4.015,4.2262499999999985,4.367253532735488,4.079978391172215,2.7046365039420306,2.3432942620717734,5.942504464285714,5.712660714285714,5.304099080025702,5.746412492577382,2.1675532802898942,2.853763899568428
1999-11-30,POMKH,4.218,5.0625,3.28125,2.27,6.387142857142856,4.7515833333333335,4.751583333333334,4.29031342286848,4.365534837062092,4.315312609504391,4.217999966357616,5.953229166666667,5.797291666666666,5.467420621258915,5.5360772963709435,5.642975740836946,5.715665437809841,4.154062499999999,4.130312500000002,3.9293680001625297,3.6850758305840965,3.4656441648506426,2.9484687387713824,3.951875,3.9849999999999985,3.528352119641293,3.502929772546362,3.427965584264687,3.8979076936962955,6.172348214285715,5.712660714285714,5.737316590872564,5.811114594756195,5.728671671191073,6.326446643848623
2000-02-29,POMRB,4.945,6.49,4.0299999999999985,4.29,7.128750000000001,4.751583333333334,4.751583333333334,4.552188053721088,4.615050810661954,5.0444242916643125,4.944999967544064,6.139583333333333,5.792291666666667,5.876452372755349,5.837694085879305,5.743914066888946,6.604316184699865,3.8871874999999996,4.177812500000002,3.969620800097517,3.7763201140549207,4.452522026014158,3.7966986464348897,3.5845833333333337,4.044999999999998,3.833011271784776,3.662456409453854,3.7673553968905504,3.8858521667415387,6.405870941558442,6.172348214285714,6.293889954523539,6.1838987220104995,5.3206273527169,5.92331084979455
2000-05-31,PREMON,7.736666666666667,7.887500000000001,4.32,4.285,8.223500000000001,4.751583333333333,4.751583333333334,5.82597949889932,6.648412287199385,7.8378162887419585,7.736666611389469,6.0509375,6.114166666666668,6.68087142365321,6.711818896789305,7.311949052024398,6.587952821902789,3.5195312499999996,4.130312500000001,4.10977248005851,3.906177326984667,5.153581274503008,4.602403537000611,3.3666666666666667,3.858749999999998,4.013806763070866,3.821658502306532,5.794483988281856,5.11913461327565,6.639393668831169,6.172348214285714,7.065733972714124,6.95469340959924,9.563089032233732,9.74163410394239
2000-08-31,MONSOON,2.106666666666667,5.22,2.945,2.396666666666667,4.818181818181818,4.7515833333333335,4.751583333333334,4.338254366006259,4.667256068361582,2.2091708187256045,2.106666658991191,5.941249999999999,6.165000000000001,6.096522854191926,6.3170737928124705,5.277089193314557,4.933088047679407,3.4472916666666666,3.6440625000000013,3.6438634880351057,3.8138697368990595,4.009167702876785,3.4241270442689284,3.399166666666667,3.310416666666665,3.366950724509186,3.353601575448473,2.731490593016468,3.2483696379557414,6.639393668831169,6.639393668831169,6.166713110901202,6.329579845681264,2.637220272875542,2.8762619747918947
2000-11-30,POMKH,4.218,4.15,2.285,2.72,6.387142857142856,4.7515833333333335,4.751583333333334,4.290152619603756,4.337695884266115,4.321503641235537,4.217999977068602,5.7096875,5.936875000000001,5.317913712515155,5.507173796785301,5.50990413670483,5.023463507678179,3.485833333333334,3.3950000000000014,3.1003180928210634,3.616203953540936,3.482686014542954,3.0990217409309095,3.546666666666667,3.4229166666666653,3.1081704347055115,3.0602488372457417,3.2822260262721303,2.552838320519318,6.639393668831169,6.63939366883117,6.254885009397864,6.347830128920788,6.310428808381693,6.326446643848623
2001-02-28,POMRB,4.945,6.525,4.448333333333333,4.1,7.128750000000001,4.751583333333334,4.751583333333334,4.552091571762253,4.5598263857854855,5.049163003335483,4.944999975835328,5.4025,5.945625,5.800748227509093,5.802591059844657,5.988469983143672,6.751596039292666,3.4595833333333337,3.4995833333333355,3.6395241890259715,3.754372729546485,4.321013960954779,3.837251561931189,3.8164583333333333,3.3754166666666654,3.5049022608233065,3.276737942743519,3.6679276331088264,4.198538789152877,6.639393668831169,6.639393668831171,6.604431005638719,6.645129703488453,6.53694188891436,6.3302304218793894
2001-05-31,PREMON,7.736666666666667,6.0,4.21,5.654999999999999,8.223500000000001,4.751583333333333,4.751583333333334,5.825921609724019,6.577433064941908,7.841166030261092,7.736666624325709,5.46375,5.473749999999999,5.880448936505456,5.858773818686405,7.49077792373766,7.078490549146532,3.7139583333333333,3.4720833333333356,3.867714513415583,3.850700157088544,4.912843321911194,4.457290164519252,4.118125,3.7179166666666648,4.364941356493984,4.028516846681245,5.688015290741937,4.664717697236114,6.639393668831169,6.639393668831172,7.252058603383231,7.324511766618372,8.845741200833285,8.145353116301145
2001-08-31,MONSOON,2.106666666666667,4.65,2.845,3.185,4.818181818181818,4.7515833333333335,4.751583333333334,4.338219632501078,4.605354108125118,2.211195451802575,2.106666660705144,5.505624999999999,5.331249999999999,5.388269361903274,5.359322007840764,5.140814281353219,5.409139424744209,3.9522916666666665,3.4470833333333353,3.45862870804935,3.730252017342556,3.6925021054376646,3.6120310830631706,4.443125,3.914999999999998,3.89296481389639,3.872382345346844,2.7398000960540037,2.6839225499762223,6.639393668831169,6.639393668831172,6.2785078893026665,6.6024765393612155,4.058274819082733,4.029922165821221
2001-11-30,POMKH,4.218,5.21,4.42,4.3450000000000015,6.387142857142856,4.7515833333333335,4.751583333333334,4.290131779500647,4.292457500422472,4.322267335522138,4.217999982642213,6.2125,5.5962499999999995,5.316961617141964,5.183279716021834,4.931616353430017,5.19181071915332,4.3462499999999995,3.9808333333333357,3.84317722482961,3.8528950728240297,3.126975827839439,2.8848047969571584,4.4522916666666665,4.321249999999998,4.073778888337834,4.100254596490302,3.351173273813191,3.202926649535447,6.639393668831169,6.639393668831172,6.321961876438742,6.528995227275453,6.372582945443866,6.326446643848623
