Date,Season,Ghatampur,Sarsol,Vidhunu,Kalyanpur,Bilhaur,Bhitargaon,Patara,Chaubepur,Shivrajpur,Ghatampur_Trend,Ghatampur_SMA,Ghatampur_EWMA,Ghatampur_DES,Ghatampur_TES,Ghatampur_ARIMA,Sarsol_Trend,Sarsol_SMA,Sarsol_EWMA,Sarsol_DES,Sarsol_TES,Sarsol_ARIMA,Vidhunu_Trend,Vidhunu_SMA,Vidhunu_EWMA,Vidhunu_DES,Vidhunu_TES,Vidhunu_ARIMA,Kalyanpur_Trend,Kalyanpur_SMA,Kalyanpur_EWMA,Kalyanpur_DES,Kalyanpur_TES,Kalyanpur_ARIMA,Bilhaur_Trend,Bilhaur_SMA,Bilhaur_EWMA,Bilhaur_DES,Bilhaur_TES,Bilhaur_ARIMA,Bhitargaon_Trend,Bhitargaon_SMA,Bhitargaon_EWMA,Bhitargaon_DES,Bhitargaon_TES,Bhitargaon_ARIMA,Patara_Trend,Patara_SMA,Patara_EWMA,Patara_DES,Patara_TES,Patara_ARIMA,Chaubepur_Trend,Chaubepur_SMA,Chaubepur_EWMA,Chaubepur_DES,Chaubepur_TES,Chaubepur_ARIMA,Shivrajpur_Trend,Shivrajpur_SMA,Shivrajpur_EWMA,Shivrajpur_DES,Shivrajpur_TES,Shivrajpur_ARIMA
1996-02-29,POMRB,21.075,13.905,3.06,9.803888888888887,12.65,4.46,6.3100000000000005,12.3,3.45,,,21.075,20.980637388077856,21.134236095334575,0.0,,,13.905,13.655806389835474,13.672808148246714,0.0,,,3.06,2.3241385973323143,2.366425511870927,0.0,,,9.803888888888887,9.626822383340567,9.785929532811078,0.0,,,12.65,11.524131744477586,11.169699843264416,0.0,,,4.46,10.879535451720328,5.591903201867412,0.0,,,6.3100000000000005,5.36983487951032,5.773638011569969,0.0,,,12.3,13.478050492525673,15.485492268722382,0.0,,,3.45,2.8224370335498348,3.45,0.0
1996-05-31,PREMON,22.03333333333333,14.35,3.77,10.285333333333336,12.65,9.145,6.4700000000000015,21.0,4.835000000000001,,,21.458333333333332,21.264754774219544,21.63793921595977,21.07494338774426,,,14.083,13.794439418144012,14.499642869550001,13.836948603394125,,,3.344,2.6322165379603844,4.3043654141561385,3.0599966108814383,,,9.996466666666667,9.617338391023482,10.80672444005636,5.821784050005984,,,12.65,11.489236560368333,13.293592097084687,12.649980077768866,,,6.334,15.511634464809068,7.2761137293510405,4.4599913259693125,,,6.3740000000000006,5.698946737131615,8.042971412272866,6.309994109063669,,,15.780000000000001,18.657009701186606,16.550751938691032,11.872726040642785,,,4.0040000000000004,3.045950836931094,4.835000000000001,9.25956425383298e-08
1996-08-31,MONSOON,19.11,12.67,1.57,7.4656249999999975,6.575,5.78,3.09,15.03,1.995,20.256875,,20.519,20.42604355658314,19.238399872965058,21.62915905536612,13.043124999999998,,13.517800000000001,13.072055809967763,13.730872641663574,14.216654942848566,1.94625,,2.6344,2.4424183914076254,1.810039942627154,3.4653095396660394,9.174466503267974,,8.984129999999999,9.262641996699172,7.290367943508995,6.753253650335234,9.061875,,10.22,8.827454818358197,11.697536676002771,12.649992448741266,6.165,,6.1124,12.865611082202111,5.524449438701691,6.983484014597203,4.251875000000001,,5.0604000000000005,4.913540908777543,4.480462571255025,6.430458317291186,18.42,,15.48,17.974922017638733,16.123602931600168,15.874993996143271,3.31,,3.2004,2.4581850891648322,1.995000000000001,1.2881442874339812e-07
1996-11-30,POMKH,19.236666666666668,12.12,0.18,9.090588235294117,6.98,4.375,2.595,21.0,2.96,20.120833333333334,20.36375,20.006066666666666,19.928297547102797,19.50123898650903,20.402176964609563,12.60875,13.261249999999999,12.958680000000001,12.422112425032347,12.505597255228421,12.880269724434454,1.7400000000000002,2.145,1.6526399999999999,2.011530363894151,2.0499772299138583,2.5669487918426435,9.274485600490197,9.161358864379086,9.026713294117645,9.153601261502342,7.945061824525239,6.688074206606958,7.934375,9.713750000000001,8.924000000000001,7.598571188805818,7.93994936337521,9.263959459000377,6.383125,5.94,5.41744,8.307814652722984,5.914589074195558,6.48539773410365,3.800625,4.61625,4.0742400000000005,4.215600322172438,3.444502931115478,4.13823926051831,19.5075,17.3325,17.688000000000002,21.19722611793217,16.16605740052394,18.34251447015341,3.3100000000000005,3.3100000000000005,3.10424,2.3306659908811804,2.9600000000000013,-3.7138019498072354e-08
1997-02-28,POMRB,20.22,12.16,1.47,9.90875,7.435,6.26,3.395,21.0,3.45,20.226666666666667,20.15,20.091639999999998,19.950499288017564,21.202164957616176,19.982916907474426,12.44375,12.825,12.639208,12.09487469055712,12.811936374395643,12.548750622473788,1.6375,1.7475,1.5795839999999999,1.9204061878257215,1.601510770122974,1.7523363610648968,9.611796875,9.187574142156864,9.379527976470587,9.159549623014554,10.062319785607949,9.356941914257924,7.434375,8.410000000000002,8.328400000000002,7.1511753482047995,8.294130872512383,8.360341365560828,6.326250000000001,6.390000000000001,5.7544640000000005,6.736614302770382,5.404886260905247,5.241074575123044,3.836875,3.8874999999999997,3.802544,3.9679140315752703,3.3812117817573704,4.326355867143913,20.25375,19.5075,19.012800000000002,23.06478620254568,17.723674500497346,16.566993242226708,3.3100000000000005,3.3100000000000005,3.2425439999999996,2.439966048755342,3.450000000000002,3.4499998228475124
1997-05-31,PREMON,21.8,12.62,3.71,10.980625,8.845,9.09,5.775,21.0,4.835000000000001,20.31458333333333,20.091666666666665,20.774984,20.517396130488187,21.293097128707537,20.51423402311368,12.4675,12.392499999999998,12.6315248,12.145023700850782,13.080732116284642,12.669260752003986,1.65125,1.7325,2.4317504,2.2936746622213855,3.1724435323888835,2.0178062186799988,9.738853930995475,9.36139705882353,10.019966785882353,9.297006851459196,10.936883098570938,9.782718091415276,7.276250000000001,7.458750000000002,8.535040000000002,7.534932304293631,9.135621297105164,7.839426387465114,6.385625,6.3762500000000015,7.088678400000001,8.328863064790319,7.768958923480811,7.0756053068406635,4.133125,3.713749999999999,4.5915264,4.509801476049849,5.267979556166002,4.263683139997052,21.0,19.5075,19.80768,23.71748892315589,21.679111991592617,22.608530008329954,3.3100000000000005,3.3100000000000005,3.8795264,3.045921275441042,4.835000000000003,4.834999771643385
1997-08-31,MONSOON,20.19,13.08,0.81,9.468823529411765,6.38,5.38,4.075,21.0,1.995,20.034583333333334,20.361666666666665,20.5409904,20.320731089693297,18.943428990425655,19.85497999034402,12.36,12.494999999999997,12.810914879999999,12.40138989996459,12.115610362110074,12.363526834551129,1.67375,1.5425,1.78305024,2.0169273606236633,1.1549208879119577,1.5076481895027278,9.50316742081448,9.862196691176472,9.799509483294118,9.231313840667736,7.724344239350335,7.650132558012885,6.914375,7.410000000000003,7.673024000000002,6.669860134450686,7.733053264151352,6.657359360776005,6.37125,6.276250000000001,6.4052070400000005,6.211445989236534,5.830307516175441,6.685175336075772,4.320625,3.959999999999999,4.384915840000001,4.377952297416251,3.2281904273815356,3.855204583272044,19.878125,21.0,20.284608,23.5180576978958,18.95820091704059,20.087848437909688,3.31,3.3100000000000005,3.12571584,2.684086707902671,1.9950000000000028,1.9949999015209785
1997-11-30,POMKH,18.86,11.9,1.05,8.103846153846153,5.91,5.25,3.98,21.0,2.96,19.911250000000003,20.2675,19.86859424,19.728510455550335,19.821210446713415,20.06215117616733,12.49125,12.439999999999998,12.446548927999999,11.983176839712613,12.168628396452938,13.087487300671803,1.51125,1.76,1.489830144,1.8409635750499869,1.348205958943331,0.3763397959269753,9.290078879147813,9.615511170814479,9.121244151514933,9.00650075956816,9.063832182124756,9.633178606803543,6.516249999999999,7.142500000000003,6.967814400000002,6.01169097530791,6.041777102468561,6.622381615216876,6.125625,6.495000000000001,5.943124224,5.016331939755926,5.979184896981591,5.801479582984562,4.315,4.3062499999999995,4.222949504000001,4.257210094085593,3.8300921993191492,4.055434803382035,18.75625,21.0,20.5707648,22.879541752670526,20.40302693032403,21.450444778322048,3.3100000000000005,3.3100000000000005,3.0594295039999997,2.6899138704490917,2.960000000000003,2.9599999542324276
1998-02-28,POMRB,18.356666666666666,11.52,0.78,9.010000000000002,5.61,5.27,3.51,12.025,3.45,19.455416666666665,19.801666666666666,19.263823210666665,19.16974674475713,21.21057179690982,20.03780794737357,12.283750000000001,12.279999999999998,12.0759293568,11.580153866479318,12.548795248164016,12.501247391908777,1.3475000000000001,1.5875000000000001,1.2058980864,1.6447541220940114,1.5988809183907278,1.6720581082662123,8.78832730015083,9.39082367081448,9.07674649090896,8.922289121329255,10.262719976868057,9.16990565624112,6.35125,6.686250000000004,6.424688640000001,5.537121927106246,6.849936356204253,6.639624140101906,5.834375,6.2475000000000005,5.6738745343999994,4.620808653979834,5.746909476353558,5.639967549282207,4.0075,4.335,3.9377697024000002,4.031563262867106,4.4984493114033475,4.887362797290194,17.26375,18.75625,17.152458879999998,16.49910893020476,20.065574283248573,21.54072532876706,3.3100000000000005,3.3100000000000005,3.2156577023999997,2.8745425366506345,3.4500000000000033,3.449999987057542
1998-05-31,PREMON,22.676666666666666,14.31,3.1,10.174666666666667,7.4849999999999985,8.115,5.615,21.0,4.835000000000001,17.814999999999998,20.020833333333332,20.628960593066665,20.319393286840008,20.4643863959852,19.97260609932946,11.613750000000001,12.702499999999999,12.96955761408,12.709730134979388,12.579727369411913,12.239502449637227,1.6750000000000003,1.4350000000000003,1.96353885184,1.948985131658072,2.8640637601391874,2.3189833003250433,7.973756410256411,9.189334087481146,9.515914561212043,8.992510620432888,10.802084374533788,9.888352359537318,6.265,6.346250000000003,6.848813184000001,6.108213501297096,7.4826813026186,6.376041104080008,5.494999999999999,6.003750000000001,6.6503247206400005,7.204202480604683,7.655451958044598,7.813722188236916,3.568125,4.295,4.60866182144,4.506236607477801,5.651499384607059,5.000108923953663,14.10375,18.75625,18.691475328,18.076311562827417,18.95930097896892,16.4355982062279,3.3100000000000005,3.3100000000000005,3.8633946214400003,3.530189458922268,4.835000000000004,4.834999991103006
