Date,Season,Nalagarh,Nalagarh_Trend,Nalagarh_SMA,Nalagarh_EWMA,Nalagarh_DES,Nalagarh_TES,Nalagarh_ARIMA
1996-02-29,POMRB,9.781363636363636,,,9.781363636363636,12.478947640069565,9.791363636363636,0.0
1996-05-31,PREMON,11.30181818181818,,,10.389545454545456,13.838807168958263,11.320654746915134,9.781153985039445
1996-08-31,MONSOON,3.55,12.171534090909091,,7.653727272727273,12.006700411870986,3.576534250044123,10.151694511909259
1996-11-30,POMKH,23.98,12.181704545454545,12.153295454545454,14.184236363636364,17.47881779176068,24.013127644054535,9.999486626280033
1997-02-28,POMRB,9.92727272727273,12.969772727272728,12.189772727272727,12.48145090909091,17.329483664974166,9.814760409750983,8.409277398307077
1997-05-31,PREMON,11.237272727272728,12.048295454545455,12.173636363636366,11.983779636363638,17.163739573723667,11.352673614847385,16.2543677567773
1997-08-31,MONSOON,9.91909090909091,10.294204545454548,13.765909090909094,11.157904145454546,16.165107433984463,3.5936439593871174,8.846272619226559
1997-11-30,POMKH,10.23909090909091,10.265795454545456,10.33068181818182,10.790378850909093,15.081848492377224,24.765085729217,14.39500100581757
1998-02-28,POMRB,9.635454545454547,10.224532828282829,10.257727272727275,10.328409128727275,13.741141940930511,9.02690933770257,9.125582710414943
1998-05-31,PREMON,11.30181818181818,10.593071338383838,10.27386363636364,10.717772749963636,13.025915526826749,10.411681619417951,13.018276976459777
1998-08-31,MONSOON,9.524444444444443,11.130383838383837,10.175202020202022,10.24044142775596,11.812672719253499,6.074159021522424,9.297085058293215
1998-11-30,POMKH,13.582045454545455,11.233690656565654,11.010940656565657,11.577083038471757,12.106596075315142,15.86239252322601,12.444660231309708
1999-02-28,POMRB,10.590999999999998,11.194498737373737,11.24982702020202,11.182649823083054,11.443951448334632,9.408348265643264,9.47639965523993
1999-05-31,PREMON,11.172727272727272,10.698801136363636,11.217554292929293,11.17868080294074,11.098080366989738,11.03768927865544,12.73446331892193
1999-08-31,MONSOON,9.34,10.190617424242424,11.171443181818184,10.443208481764444,10.26486460881861,7.995693135699916,9.803238025949158
1999-11-30,POMKH,9.80090909090909,10.16530303030303,10.226159090909093,10.186288725422303,9.75873176648576,14.550351123453558,12.218614054346197
2000-02-29,POMRB,10.306666666666667,10.294179292929293,10.155075757575759,10.234439901920048,9.565015575743615,9.635903492438661,9.645912740507928
2000-05-31,PREMON,11.254545454545452,10.476237373737373,10.175530303030303,10.64248212297021,9.786342317529147,10.631184361576041,11.520519082807429
2000-08-31,MONSOON,10.289191919191918,10.602717487373736,10.412828282828283,10.501166041458893,9.731920719656035,8.253657247698875,9.860354193432253
2000-11-30,POMKH,10.30818181818182,10.865561237373736,10.539646464646466,10.423972352148063,9.737244901955721,11.65810812713521,11.424566975228508
2001-02-28,POMRB,10.811234848484848,11.010157196969697,10.665788510101011,10.578877350682777,9.946934159484867,9.976179934630501,9.9736466379892
2001-05-31,PREMON,12.852727272727272,11.070457702020201,11.065333964646467,11.488417319500575,10.848766032553202,10.987562709984285,11.116794081151077
2001-08-31,MONSOON,9.847777777777775,11.05157607323232,10.954980429292931,10.832161502811456,10.6523774619049,9.521517100615247,10.290263951662016
2001-11-30,POMKH,11.232,10.890105429292928,11.185934974747475,10.992096901686873,10.914302077256671,10.982799606948657,11.553700577106829
2002-02-28,POMRB,9.736363636363636,11.187589646464644,10.917217171717173,10.489803595557579,10.631619530347002,10.655486287565543,10.18799846593533
2002-05-31,PREMON,12.635833333333332,11.408914772727272,10.862993686868688,11.34821549066788,11.333830204198755,12.041240524813299,11.418183539193413
2002-08-31,MONSOON,12.444545454545453,11.66496212121212,11.512185606060608,11.78674747621891,11.888364543934188,9.634281508212593,10.137593909248862
2002-11-30,POMKH,10.405833333333334,12.24411931818182,11.305643939393942,11.23438181906468,11.656041781813451,11.34678398195364,11.80172931994462
2003-02-28,POMRB,12.610909090909093,12.426862373737375,12.024280303030306,11.784992727802447,12.139233966088744,10.296401454339177,10.753355369667482
2003-05-31,PREMON,14.394545454545458,12.818809974747477,12.463958333333338,12.82881381849965,13.147736104448757,12.872176587026566,11.464431577420019
2003-08-31,MONSOON,12.14777777777778,13.493308080808081,12.389766414141418,12.556399402210902,13.234462555964127,11.792247392125583,11.379555364902886
2003-11-30,POMKH,13.838181818181818,13.789652777777777,13.247853535353538,13.069112368599267,13.800483775689848,11.308060604419303,12.28606886991356
2004-02-29,POMRB,14.574545454545454,14.099820707070707,13.73876262626263,13.671285602977743,14.485951522989447,12.410941005809558,11.665017480254612
2004-05-31,PREMON,14.801666666666666,14.053492424242425,13.840542929292932,14.123438028453311,15.09297934966851,14.62673223934263,12.797407723783945
2004-08-31,MONSOON,14.222,13.191636363636363,14.359098484848488,14.162862817071987,15.33678147404687,12.848728090479934,12.553716104756234
2004-11-30,POMKH,11.393333333333334,12.574382575757575,13.747886363636367,13.055051023576526,14.491351515260279,13.685356159408858,13.395972554677863
2005-02-28,POMRB,10.124545454545457,12.39369696969697,12.635386363636368,11.882848795964097,13.239468069704799,14.10347061334514,12.954966801588832
2005-05-31,PREMON,14.313636363636364,12.535577651515153,12.513378787878793,12.855163823033005,13.493426192562607,14.573681803258461,12.740253087039292
2005-08-31,MONSOON,13.264545454545456,13.210842803030303,12.274015151515156,13.018916475637985,13.388919381317242,13.32344496911428,12.237274861570386
2005-11-30,POMKH,13.485833333333332,13.312272727272727,12.797140151515155,13.205683218716125,13.376911998136315,12.007197454567294,13.192744428312421
2006-02-28,POMRB,13.434166666666668,12.940473484848486,13.624545454545459,13.297076597896343,13.358489092962735,11.903141965648977,12.549189578976431
2006-05-31,PREMON,11.815454545454545,12.80907196969697,13.000000000000004,12.704427776919623,12.816685610686953,14.940467016557236,13.289015015838403
2006-08-31,MONSOON,12.788333333333336,12.990217803030305,12.880946969696975,12.737989999485109,12.673041749562964,13.492590218258785,12.754166805787401
2006-11-30,POMKH,12.910833333333334,13.229147727272728,12.737196969696974,12.8071273330244,12.616591230468272,12.908557965637268,12.87739113223916
2007-02-28,POMRB,15.458333333333336,12.930640151515153,13.243238636363643,13.867609733147974,13.446027119768312,12.651229068569082,12.767525782795213
2007-05-31,PREMON,11.702727272727275,12.295778409090913,13.215056818181825,13.001656748979695,12.949249829176152,13.361031686860239,12.98023028177343
2007-08-31,MONSOON,10.513000000000002,11.358950757575759,12.646223484848493,12.006194049387817,12.112212259273518,13.346577993470744,13.457827863955547
2007-11-30,POMKH,10.107272727272726,11.294310606060606,11.94533333333334,11.24662552054178,11.26951039328577,12.89162306708965,12.538893355125634
2008-02-29,POMRB,10.767272727272728,12.182761363636365,10.772568181818187,11.054884403234158,10.800982934095066,13.767671454306331,12.549237770821627
2008-05-31,PREMON,15.876666666666667,12.460719696969695,11.816053030303035,12.983597308607163,12.153189851831643,11.402074381249546,11.81470415887019
2008-08-31,MONSOON,13.446666666666667,12.324289772727274,12.549469696969702,13.168825051830964,12.602774386693877,11.368709761015477,12.193337827946365
2008-11-30,POMKH,9.397272727272727,11.847964015151515,12.371969696969703,11.66020412200767,11.653059328533288,11.465175280223665,12.972004158558327
2009-02-28,POMRB,10.385833333333332,11.031984848484848,12.276609848484854,11.150455806537934,11.132908876941993,12.319375506703707,12.424085514690375
2009-05-31,PREMON,12.447499999999998,10.909651515151515,11.419318181818188,11.669273483922758,11.381876537412017,14.028552005014866,11.915026627390311
2009-08-31,MONSOON,10.348,11.351195075757575,10.644651515151521,11.140764090353656,10.946648069006574,12.05753263548805,11.877481736460329
2009-11-30,POMKH,11.517272727272726,11.637551136363637,11.17465151515152,11.291367545121284,10.973318278123624,9.49248564177382,12.004066784384294
2010-02-28,POMRB,11.79818181818182,11.795,11.527738636363642,11.494093254345499,11.123457291573462,10.812761545450272,11.447471503812638
2010-05-31,PREMON,13.325999999999999,11.706045454545455,11.747363636363643,12.226855952607298,11.792595880636805,13.011611716366222,11.871359259487821
2010-08-31,MONSOON,10.72909090909091,11.50518181818182,11.84263636363637,11.627749935200743,11.528340152569063,11.1903864277376,11.604730374099077
2010-11-30,POMKH,10.424545454545452,11.346977272727273,11.569454545454551,11.146468142938627,11.178493968869326,10.753890563996674,12.228994015280342
2011-02-28,POMRB,11.284,11.241681818181819,11.440909090909095,11.201480885763175,11.154337782784175,11.284969664014309,11.316823285014657
2011-05-31,PREMON,12.574545454545454,11.367458333333335,11.25304545454546,11.750706713276088,11.575841447339737,13.021526805681415,11.716257605057637
2011-08-31,MONSOON,10.63818181818182,11.54864393939394,11.230318181818188,11.30569675523838,11.312215214577195,10.69817870506517,11.347961992805336
2011-11-30,POMKH,11.521666666666668,11.610075757575759,11.504598484848492,11.392084719809695,11.364957270685961,10.36409490145778,11.915431724530082
2012-02-29,POMRB,11.636363636363635,11.612314393939394,11.5926893939394,11.489796286431272,11.45289843448678,11.231718797383444,11.15428692015519
2012-05-31,PREMON,12.713636363636367,11.660604166666669,11.62746212121213,11.97933231731331,11.891660755980311,12.78792160117065,11.807922080060852
2012-08-31,MONSOON,10.517,11.883558712121213,11.597166666666674,11.394399390387985,11.541444092459633,10.723302692919907,11.332955308917846
2012-11-30,POMKH,12.029166666666667,12.324996212121212,11.724041666666674,11.648306300899458,11.715653844887749,11.028844756246244,12.013688316939666
2013-02-28,POMRB,12.9125,12.910814393939395,12.043075757575766,12.153983780539676,12.163339871992125,11.496097197352993,11.127729464492473
2013-05-31,PREMON,14.969,13.31095265151515,12.606916666666674,13.279990268323806,13.252373483743604,12.930401483722033,12.061080414837985
2013-08-31,MONSOON,12.94818181818182,13.23538068181818,13.21471212121213,13.147266888267012,13.508874253297817,11.065789080366855,11.738531726127652
2013-11-30,POMKH,12.799090909090905,12.651193181818181,13.40719318181819,13.007996496596569,13.612754036226631,12.296483400954212,12.886893005489194
2014-02-28,POMRB,11.538,12.392170454545454,13.063568181818189,12.419997897957941,13.21093297533325,12.995043954237627,12.090869047797995
2014-05-31,PREMON,11.67,12.589331912878787,12.23881818181819,12.119998738774765,12.842129231730746,14.487222002546373,12.824647983331685
2014-08-31,MONSOON,14.175,13.314328598484847,12.545522727272733,12.94199924326486,13.325797193701105,12.008323337510793,11.91647420900721
2014-11-30,POMKH,13.149564393939393,14.221425189393937,12.633141098484854,13.025025303534672,13.400919904397588,12.524955797583242,12.570569706064145
2015-02-28,POMRB,16.987499999999994,14.170250946969695,13.995516098484853,14.6100151821208,14.744307976216172,12.1885311450757,12.566098900473836
2015-05-31,PREMON,13.477272727272727,13.847388731060605,14.447334280303036,14.15691820018157,14.724121272449123,13.676240456582185,12.886040406084886
2015-08-31,MONSOON,11.958333333333336,15.03442234848485,13.893167613636368,13.277484253442275,14.114487940554618,14.177949975141075,13.795982328230766
2015-11-30,POMKH,12.783333333333333,16.75695075757576,13.801609848484853,13.079823885398698,13.789772981890858,13.454548901119589,13.002152175710114
2016-02-29,POMRB,26.85,17.6065,16.267234848484854,18.58789433123922,18.390669758111336,15.197691579788275,13.270332932640603
2016-05-31,PREMON,17.395000000000003,18.241750000000003,17.246666666666677,18.110736598743536,19.281029797532028,14.871187557227566,13.435067051347591
2016-08-31,MONSOON,14.836999999999998,17.077791666666666,17.966333333333345,16.80124195924612,18.955371531803813,14.721050836944352,17.105372014512085
2016-11-30,POMKH,14.986666666666665,15.217583333333334,18.51716666666668,16.075411842214336,18.47365663665036,15.209370323814568,14.515495687986657
2017-02-28,POMRB,15.335,14.695250000000001,15.638416666666677,15.779247105328603,17.98794094679248,23.641683295556497,16.44543322725151
2017-05-31,PREMON,14.028333333333334,14.576130952380952,14.796750000000008,15.078881596530495,17.009348589060846,16.344502202912235,14.648852551483412
2017-08-31,MONSOON,14.025,15.278199404761905,14.593750000000009,14.657328957918295,16.08683440170681,14.298709694118072,16.07955075777696
2017-11-30,POMKH,14.845714285714285,15.993928571428572,14.558511904761914,14.73268308903669,15.543492082394005,14.444568974681136,14.440148912812274
2018-02-28,POMRB,21.0925,17.859345238095237,15.997886904761915,17.276609853422016,17.18452602069717,18.571531429249568,15.49756480922429
2018-05-31,PREMON,13.996666666666664,19.281200396825398,15.989970238095246,15.964632578719876,16.307166595479536,15.570686771862238,14.775320512995204
2018-08-31,MONSOON,28.98,,19.728720238095246,21.170779547231923,20.65053379282652,14.68989823180493,16.972896017440767
