Date,Season,Patti,Gaura,Magraura,Mandhata,Shivgarh,Rampur Khas,Aspur Deosara,Babaganj,Kunda,Pratapgarh (sadar),Vihar,Sangipur,Garwar,Lakshamanpur,Kalakankar,Sandwa Chandrika,Patti_Trend,Patti_SMA,Patti_EWMA,Patti_DES,Patti_TES,Patti_ARIMA,Gaura_Trend,Gaura_SMA,Gaura_EWMA,Gaura_DES,Gaura_TES,Gaura_ARIMA,Magraura_Trend,Magraura_SMA,Magraura_EWMA,Magraura_DES,Magraura_TES,Magraura_ARIMA,Mandhata_Trend,Mandhata_SMA,Mandhata_EWMA,Mandhata_DES,Mandhata_TES,Mandhata_ARIMA,Shivgarh_Trend,Shivgarh_SMA,Shivgarh_EWMA,Shivgarh_DES,Shivgarh_TES,Shivgarh_ARIMA,Rampur Khas_Trend,Rampur Khas_SMA,Rampur Khas_EWMA,Rampur Khas_DES,Rampur Khas_TES,Rampur Khas_ARIMA,Aspur Deosara_Trend,Aspur Deosara_SMA,Aspur Deosara_EWMA,Aspur Deosara_DES,Aspur Deosara_TES,Aspur Deosara_ARIMA,Babaganj_Trend,Babaganj_SMA,Babaganj_EWMA,Babaganj_DES,Babaganj_TES,Babaganj_ARIMA,Kunda_Trend,Kunda_SMA,Kunda_EWMA,Kunda_DES,Kunda_TES,Kunda_ARIMA,Pratapgarh (sadar)_Trend,Pratapgarh (sadar)_SMA,Pratapgarh (sadar)_EWMA,Pratapgarh (sadar)_DES,Pratapgarh (sadar)_TES,Pratapgarh (sadar)_ARIMA,Vihar_Trend,Vihar_SMA,Vihar_EWMA,Vihar_DES,Vihar_TES,Vihar_ARIMA,Sangipur_Trend,Sangipur_SMA,Sangipur_EWMA,Sangipur_DES,Sangipur_TES,Sangipur_ARIMA,Garwar_Trend,Garwar_SMA,Garwar_EWMA,Garwar_DES,Garwar_TES,Garwar_ARIMA,Lakshamanpur_Trend,Lakshamanpur_SMA,Lakshamanpur_EWMA,Lakshamanpur_DES,Lakshamanpur_TES,Lakshamanpur_ARIMA,Kalakankar_Trend,Kalakankar_SMA,Kalakankar_EWMA,Kalakankar_DES,Kalakankar_TES,Kalakankar_ARIMA,Sandwa Chandrika_Trend,Sandwa Chandrika_SMA,Sandwa Chandrika_EWMA,Sandwa Chandrika_DES,Sandwa Chandrika_TES,Sandwa Chandrika_ARIMA
1996-02-29,POMRB,11.885000000000002,4.316666666666666,3.18,12.156666666666665,4.9885714285714275,4.083333333333333,4.46,4.93,5.8475,9.566666666666668,4.336666666666667,7.2,2.62,7.2349999999999985,8.425,5.82,,,11.885000000000002,12.054030581576155,11.753456303241402,0.0,,,4.316666666666666,4.111335741539204,4.671699502156073,0.0,,,3.18,7.474333429841526,3.692168512003575,0.0,,,12.156666666666665,11.763900335262825,12.058240220780927,0.0,,,4.9885714285714275,5.115588908684176,5.027623003141374,0.0,,,4.083333333333333,7.766023021542778,4.312347808212558,0.0,,,4.46,4.8517282398544515,4.710477391112141,0.0,,,4.93,4.91257569704485,4.85893177288853,0.0,,,5.8475,5.818815342589386,5.814505445143056,0.0,,,9.566666666666668,9.525726981031397,9.132694256209184,0.0,,,4.336666666666667,4.516524583213288,4.193185016218935,0.0,,,7.2,6.871836493322784,6.331107929823285,0.0,,,2.62,2.59296092460592,3.0545529800921036,0.0,,,7.2349999999999985,7.477782548703973,7.595849460401368,0.0,,,8.425,8.200132540572856,8.168066040211151,0.0,,,5.82,8.422551940936959,6.1300202791881455,0.0
1996-05-31,PREMON,12.64,6.37,6.035,12.093333333333335,7.114285714285713,6.473333333333334,7.44,6.1,6.8575,10.226666666666668,6.863333333333334,7.9,4.64,8.145,9.665,7.51,,,12.187000000000001,12.232446292662573,11.947772603278025,11.884979653118734,,,5.138,4.852709604888745,5.676765382866746,4.316662895609149,,,4.322,10.485796138808379,5.477682259784872,3.179994225256316,,,12.131333333333334,11.848035510392782,12.63338392981997,12.156642073065962,,,5.838857142857142,5.454760307621359,6.265035647862946,2.7983875781592586,,,5.039333333333333,10.012836694920578,5.9290135278623985,4.083325993738326,,,5.652,4.818918102604052,6.284987883360641,3.0471630793821287,,,5.398,5.290306404724796,5.608019027925486,4.929997437432276,,,6.2515,5.98550997749353,7.210155708462025,5.847490709835725,,,9.83066666666667,9.779595877759002,10.738783456703487,9.566651521842353,,,5.347333333333333,5.1630559519266095,6.774601450931105,4.336662737136196,,,7.48,7.148511818528255,8.171899911482596,7.199982732206048,,,3.428,2.757413972806859,4.420657074032953,2.6199959853621153,,,7.598999999999999,7.748846307049392,7.889673053929085,7.234990237503279,,,8.921,8.585521586520969,8.791965082278875,8.313164059121101,,,6.496,9.767372079796383,6.679580927043688,5.81999415628525
1996-08-31,MONSOON,12.48,4.283333333333334,3.865,10.875,3.870000000000001,3.826666666666666,3.58,4.98,5.085000000000001,9.253333333333334,2.6666666666666665,4.0200000000000005,2.9,6.7650000000000015,6.425,5.2650000000000015,12.305625000000001,,12.304200000000002,12.341177872179848,13.045560359093002,12.279890012923211,4.975625,,4.796133333333334,4.538590464966858,4.292980935628471,5.5027056555689375,4.334375,,4.139200000000001,9.018081784296733,2.9564690248029994,4.771029451097154,11.23875,,11.628800000000002,11.524184897734928,11.187396021740781,12.123706554830783,5.00875,,5.051314285714286,5.158199334021832,4.648315229012615,4.142279807245524,4.563958333333334,,4.554266666666667,8.53902174161839,3.592468183481606,5.312173151057339,4.79,,4.8232,3.9246637160673874,4.3714830543023755,4.763135972186991,4.738333333333333,,5.2308,5.201948558060876,4.838040435903114,5.733069835458184,5.831666666666667,,5.7849,5.858939332890241,4.8577354059361015,6.3243356877306365,9.466666666666667,,9.599733333333335,9.656702668464673,9.156706876944906,9.9271816569036,4.41076388888889,,4.275066666666667,4.478556272577489,3.7985631123253114,6.088506687371153,6.1625,,6.096000000000001,6.303394319680165,6.197845006946265,7.561841676815519,3.045,,3.2168,2.786526644001819,1.977596310705052,3.767680430287771,7.846875000000001,,7.2654,7.3064124638234365,7.126469245251401,7.756503314377788,7.5512500000000005,,7.9226,7.331133401284671,8.680884475685174,8.999069008629103,5.928333333333334,,6.0036000000000005,8.783182412363546,5.690860940461664,6.754855972896326
1996-11-30,POMKH,12.13,4.793333333333333,3.895,11.073333333333332,5.141428571428572,3.546666666666667,3.8,3.05,5.2925,8.946666666666667,4.056666666666668,6.125,1.815,6.6800000000000015,6.775,4.885,12.345,12.283750000000001,12.23452,12.35482885291764,12.315839771267923,12.356451359812464,4.843750000000001,4.940833333333334,4.795013333333333,4.545216777293831,4.523769877854648,4.910213617626578,4.335,4.24375,4.04152,6.861489137368899,4.1387803277020865,4.363899889053924,10.84375,11.549583333333333,11.406613333333334,11.36437252655781,11.371232197928261,11.653193013999964,4.6762500000000005,5.2785714285714285,5.08736,5.140241997624921,5.106250826010086,3.2454471415981567,4.471666666666667,4.4825,4.151226666666666,6.467398902099743,4.302322669225919,4.771367288779319,4.620625,4.82,4.41392,3.373869454753717,4.046618007348085,5.031609410358371,4.574166666666667,4.765,4.35848,4.539607480097108,4.769983971922023,5.058102002532107,5.958958333333334,5.770625,5.587940000000001,5.782731111387897,5.230219595641915,6.002962127621329,9.4675,9.498333333333335,9.338506666666667,9.476745863446402,9.294235981884073,9.638368693567877,4.341944444444445,4.480833333333334,4.187706666666667,4.3640481106227185,3.478584432216408,3.5333396521125464,5.988125,6.31125,6.107600000000001,6.254521970521618,6.125264282721403,6.251753063488573,3.08875,2.99375,2.65608,2.7306982484687388,2.248635285887393,3.2164137474226644,8.578750000000001,7.206250000000001,7.03124,7.019315079750508,6.821332945720128,7.282628190636039,7.094374999999999,7.8225,7.463560000000001,6.816813418318928,7.914336389778188,7.949717542376046,5.910416666666666,5.870000000000001,5.55616,7.341859051356818,6.001564051284074,6.0967798968580045
1997-02-28,POMRB,12.06,4.5950000000000015,3.905,9.67,2.83,4.735,4.22,4.716666666666666,6.3358333333333325,9.313333333333333,3.776111111111111,6.01,3.03,12.36,6.255,6.286666666666666,12.3175,12.3275,12.164712000000002,12.35111276633597,12.0180325045661,12.283086678588193,4.6175,5.010416666666668,4.715008000000001,4.4871752047890325,4.967264332118534,4.62064609239388,4.20125,4.425000000000001,3.9869120000000002,5.07112150996922,4.121267317617149,3.6829052062028182,10.966041666666667,10.927916666666667,10.711968,10.815427426296953,11.695426091235618,11.72870454280051,4.791428571428572,4.738928571428572,4.184416000000001,4.716088398295779,5.051009995306908,4.696754155565005,4.36125,4.645416666666667,4.384736,5.5594167407232025,4.282168748047466,4.165684080499676,4.974374999999999,4.76,4.336352,3.14249033096934,4.7185273987428795,3.924359047052482,4.407916666666667,4.711666666666666,4.501754666666667,4.601927405969847,4.5574083467462785,4.201833446089356,6.034270833333333,5.892708333333333,5.887097333333333,5.875864255300086,5.868674651690965,5.6479743066015144,9.522083333333335,9.435,9.328437333333333,9.464339922696116,9.194646902641859,9.36737026913873,4.495694444444444,4.340694444444445,4.023068444444444,4.203861573048514,4.141034283870956,4.250326302527362,6.4075,6.013750000000001,6.06856,6.187809423657182,5.877877603163435,6.481734270194977,3.3293749999999998,3.0962499999999995,2.805648,2.7675253161787543,3.087211424209901,2.6706899354218083,9.08125,8.4875,9.162744,9.309287731145666,7.353144498525456,7.01105530993947,7.059375,7.28,6.980136,6.310403657231979,7.010377865756832,6.573603824286742,6.234791666666666,5.986666666666667,5.848362666666667,6.910071191884292,5.869319478770329,5.561641546704571
1997-05-31,PREMON,12.78,5.036666666666666,5.315,11.42,6.612857142857143,5.083333333333333,6.325,5.0,7.3875,10.486666666666666,6.873333333333334,7.695,4.58,8.875,8.18,6.9,12.21875,12.3625,12.4108272,12.498184252642735,12.191646824653981,12.217035245522537,4.527083333333334,4.677083333333334,4.843671466666667,4.671712560238949,5.964392419244457,5.4301938932090765,4.054375,4.245000000000001,4.5181472000000005,5.036044987294555,6.026983567900361,5.207738794079406,11.252916666666666,10.759583333333333,10.9951808,10.987252373986669,11.504750476633037,11.148165093324032,4.9957142857142856,4.613571428571429,5.155792457142858,5.038365731725386,5.527482030755907,5.299931640851849,4.5225,4.297916666666667,4.664174933333333,5.150469543241317,6.043418322648483,5.622368356440844,5.38125,4.481249999999999,5.1318112,3.6294364091624116,6.221318254292342,6.194331464155984,4.370416666666666,4.436666666666666,4.701052799999999,4.733211862627704,5.339911496443981,5.417497415671015,6.008333333333333,6.0252083333333335,6.4872584,6.114242484378386,7.4141124612237155,6.664398190847097,9.351458333333333,9.5,9.791729066666665,9.816897918629136,10.684862182008672,9.481865343351217,4.365486111111112,4.343194444444445,5.163174400000001,4.938981108863431,6.48223832948916,5.48923821592089,7.026249999999999,5.9625,6.719136,6.593838774166621,7.476815951071,6.617598339388074,3.5324999999999998,3.081249999999999,3.5153888,2.9231964658165777,4.471919172631069,3.826504863325277,9.635625,8.670000000000002,9.0476464,9.10058516046384,10.164459865794328,9.376822965095347,7.3218749999999995,6.9087499999999995,7.4600816,6.920831896812838,7.116921030843397,6.464828658361267,6.9785416666666675,5.834166666666668,6.2690176,6.9165617267179655,6.698191268929317,6.213060171140217
1997-08-31,MONSOON,12.12,3.806666666666666,3.515,12.526666666666666,5.292857142857144,4.333333333333333,7.525,4.75,5.1575,9.43,3.8866666666666654,7.58,4.885,10.055,7.63,8.47,12.12375,12.2725,12.29449632,12.477768641979202,13.265428181067294,12.37578025198083,4.62875,4.557916666666666,4.428869546666666,4.261507410215114,3.8339024071876717,4.413009841678891,3.8843750000000004,4.157500000000001,4.11688832,3.759136720540962,2.990148238464282,4.170775322636695,11.590416666666668,11.1725,11.607775146666667,11.4515320518022,10.069129207067581,10.61592860314015,5.300714285714285,4.969285714285715,5.210618331428572,5.0688059250563,3.993108338007148,3.776643121041418,4.570625000000001,4.424583333333333,4.531838293333333,4.43585440698883,3.3878673204227834,4.033330673529386,5.18,5.467499999999999,6.08908672,4.501436030846484,4.003838299515728,3.45839546532601,4.390833333333333,4.3791666666666655,4.720631679999999,4.745897247001984,4.254722543388246,4.61903756086405,6.192291666666666,6.043333333333333,5.955355040000001,5.979369385057343,5.17417777232415,5.642893247984329,9.27,9.544166666666666,9.647037439999998,9.737055369413786,9.218157966561202,9.647084868637254,3.9251388888888887,4.648194444444445,4.652571306666666,4.651338868784173,3.4197031277901595,4.042154844730989,7.5200000000000005,6.8525,7.063481599999999,6.859211111884544,5.663637083228669,5.5078375555600285,3.42625,3.5774999999999983,4.06323328,3.1016607364339146,2.033046002791088,3.129305302385239,9.288125,9.492500000000001,9.45058784,9.491958426235948,8.676740064092435,9.156184413991998,7.668125000000001,7.21,7.52804896,7.01241714530538,7.1029650483475795,7.2378717418468,7.505833333333333,6.635416666666668,7.14941056,7.884319263084035,5.468083151632433,5.982775938761138
1997-11-30,POMKH,11.7,4.546666666666667,3.07,11.716666666666667,5.352857142857141,4.33,3.1100000000000003,2.98,5.0125,7.405,1.795,7.515,1.455,7.825,7.67,7.63,11.99625,12.165000000000001,12.056697792,12.373993928797221,12.401694184802487,12.305533508143546,5.1775,4.49625,4.4759883946666665,4.289792454651932,4.0565892635958125,4.342327823509685,3.9400000000000004,3.951250000000001,3.6981329919999997,2.8613631167435716,4.016599401185036,3.9211948119046665,11.977083333333333,11.333333333333334,11.651331754666666,11.516038187627556,10.967871848067938,11.203386128528003,5.474285714285714,5.022142857142858,5.267513855999999,5.10439368141535,5.175752206627455,5.662199897926283,4.702083333333333,4.6204166666666655,4.451102976,4.062265822585566,4.24854448833966,3.943844809332204,4.9825,5.294999999999999,4.897452032,4.0405738258933175,4.925904538635347,5.014001652184228,4.456875,4.3616666666666655,4.0243790079999995,4.203129089730958,4.320540905941676,3.7485084085071287,6.421562499999999,5.973333333333333,5.578213024,5.842743902846468,5.462501327241719,5.55814926432805,9.371666666666666,9.15875,8.750222463999998,9.058103518540161,9.39803110644006,9.506436803142158,3.8389583333333333,4.082777777777777,3.5095427839999997,3.8677341399462377,4.136604972394324,4.513123661243884,8.078125,7.199999999999999,7.24408896,7.035395262147239,6.93503005494015,6.726288674956917,3.3718749999999993,3.4874999999999985,3.019939968,3.012741883655228,2.3489007939811906,2.8646278897479793,8.9475,9.778750000000002,8.800352704,8.75060923207936,9.18754911428984,9.550631947881259,7.60125,7.43375,7.584829376,7.089310237552806,7.758666200069847,7.929465510053067,7.781250000000001,7.321666666666669,7.341646336,8.053158289180807,7.095062516791346,6.852959535817498
1998-02-28,POMRB,11.73,5.655,3.37,11.726666666666668,5.058571428571429,4.336666666666666,3.3000000000000003,4.95,8.087499999999999,10.203333333333333,2.515,8.57,2.54,8.434999999999999,8.13,7.76,12.03875,12.0825,11.9260186752,12.297609818029727,11.984667665692445,12.141583660918446,5.494583333333334,4.7612499999999995,4.9475930368,4.873621940869007,4.601664848744763,4.191492586015138,3.924375,3.8175000000000012,3.5668797952,2.765922558175117,3.7135836185164153,3.295778166039637,11.752083333333333,11.8475,11.681465719466667,11.563372185674417,11.4293453470797,10.639323336640704,5.153035714285713,5.5792857142857155,5.1839368850285705,5.081446707638551,5.1700073502176345,3.7705287519550628,4.764583333333333,4.520833333333332,4.405328452266666,3.9419195723326776,4.405898183601607,4.488703640682535,4.136875000000001,5.0649999999999995,4.2584712192000005,3.705521872606861,5.144080181034325,4.854687679391704,4.31375,4.419999999999999,4.3946274048,4.442468836299045,4.251739134729039,4.266248878476015,6.289687499999999,6.411249999999999,6.581927814399999,6.192040906724083,5.924218097499039,5.9718984537364195,9.2025,9.38125,9.331466811733332,9.446870960677845,8.693701819419672,8.821632957060913,3.879166666666666,3.7674999999999996,3.1117256703999994,3.49716783289194,3.3045101161390362,2.9757808825526784,8.120625,7.84,7.774453376,7.448724823268812,6.878112338847466,6.868976152075684,2.821875,3.364999999999999,2.8279639808,3.0053533028791066,3.1777278309831716,2.7974837808236157,8.423124999999999,8.797500000000003,8.654211622399998,8.594420207368302,9.146601605296386,8.793780519607402,6.81125,7.902500000000001,7.802897625600001,7.350607261109293,7.391667122878349,7.508261458942928,7.293125,7.690000000000002,7.5089878016,8.158062258797592,7.596999154296726,7.417149417730747
1998-05-31,PREMON,12.09,8.366666666666667,6.295,12.456666666666665,5.772857142857142,6.533333333333334,5.665,5.295,7.4700000000000015,10.41,7.4449999999999985,9.6,4.635,10.075,5.77,7.63,12.143125,11.91,11.99161120512,12.311800754350434,12.08972655384486,12.030998891439518,5.434166666666667,5.59375,6.315222488746667,6.782154098955889,6.2555042789358595,5.619094829493193,3.8181249999999998,4.062500000000001,4.65812787712,5.531192876575854,5.567580787327724,4.747828251605269,11.017916666666665,12.106666666666666,11.991546098346667,11.824396926719329,12.205978142224792,11.78018334431909,4.842499999999999,5.369285714285715,5.41950498816,5.189154319279652,6.382176535276211,6.960292480276602,4.58875,4.883333333333333,5.256530404693333,5.577742424574082,6.056445520611048,5.401684582339416,3.273125,4.8999999999999995,4.821082731520001,4.125168689934582,6.2578262724768905,5.759993346718269,4.3375,4.493749999999999,4.754776442879999,4.7151085859998725,5.238474433595158,4.959314967841415,6.1740625,6.431874999999999,6.93715668864,6.39556191859895,8.054822022595436,7.465057992599869,9.130208333333332,9.362083333333334,9.76288008704,9.781135896371213,10.695117311754656,9.644429313505798,4.305625,3.9104166666666655,4.845035402239999,4.5834382868216235,5.591838622057606,5.279374840786171,7.674375,8.31625,8.5046720256,8.028427254731609,8.989062661783823,7.854131075065175,2.34,3.378749999999999,3.55077838848,3.1583994850415213,4.54667460799302,4.112658732763717,7.5275,9.097500000000004,9.222526973439999,9.214128111418166,9.275919950223809,8.63645088679337,5.88875,7.300000000000001,6.9897385753600005,6.422671569457355,8.261591701728287,8.051822760394181,6.373749999999999,7.872500000000002,7.55739268096,8.070543494181495,8.328201239095012,7.957139472020171
