Date,Season,Multai,Amla,Prabhat Pattam,Shahpur,Athner,Bhainsdehi,Chicholi,Ghora Dongri,Betul,Multai_Trend,Multai_SMA,Multai_EWMA,Multai_DES,Multai_TES,Multai_ARIMA,Amla_Trend,Amla_SMA,Amla_EWMA,Amla_DES,Amla_TES,Amla_ARIMA,Prabhat Pattam_Trend,Prabhat Pattam_SMA,Prabhat Pattam_EWMA,Prabhat Pattam_DES,Prabhat Pattam_TES,Prabhat Pattam_ARIMA,Shahpur_Trend,Shahpur_SMA,Shahpur_EWMA,Shahpur_DES,Shahpur_TES,Shahpur_ARIMA,Athner_Trend,Athner_SMA,Athner_EWMA,Athner_DES,Athner_TES,Athner_ARIMA,Bhainsdehi_Trend,Bhainsdehi_SMA,Bhainsdehi_EWMA,Bhainsdehi_DES,Bhainsdehi_TES,Bhainsdehi_ARIMA,Chicholi_Trend,Chicholi_SMA,Chicholi_EWMA,Chicholi_DES,Chicholi_TES,Chicholi_ARIMA,Ghora Dongri_Trend,Ghora Dongri_SMA,Ghora Dongri_EWMA,Ghora Dongri_DES,Ghora Dongri_TES,Ghora Dongri_ARIMA,Betul_Trend,Betul_SMA,Betul_EWMA,Betul_DES,Betul_TES,Betul_ARIMA
1996-02-29,POMRB,9.87,6.05,8.9,6.753636363636364,7.43,7.029999999999999,6.1625,5.04,4.663333333333333,,,9.87,8.643697913126452,10.021514364464176,0.0,,,6.05,4.298504688860099,6.06,0.0,,,8.9,11.311965088106987,7.638311755340093,0.0,,,6.753636363636364,6.207024203234675,6.648927645744334,0.0,,,7.43,12.680127163436916,7.247972051056655,0.0,,,7.029999999999999,4.4359179506095385,7.039999999999999,0.0,,,6.1625,10.073895680400748,5.804137793621147,0.0,,,5.04,4.308113413538089,4.747545478419387,0.0,,,4.663333333333333,6.164441179022914,5.022798734365163,0.0
1996-05-31,PREMON,10.728,8.57,10.2,8.51818181818182,12.75,9.7125,9.145,7.165,7.566666666666666,,,10.2132,8.660897513084697,10.373809453184775,-1.4845764609205475e-13,,,7.058,4.767869675267176,8.588171745152355,6.049979523026206,,,9.42,12.569264398493681,9.883148735348108,8.89987584301352,,,7.4594545454545464,6.962156787448787,8.331063567417614,3.320597604809094,,,9.558,18.69513963930833,10.053095228005896,7.429836390544054,,,8.103,4.989218006716977,9.731945983379502,1.6310404979063238,,,7.355499999999999,12.955015519933152,7.893794867847187,6.162474559688816,,,5.890000000000001,4.627276195471355,6.2052201075026385,5.039991637607158,,,5.824666666666666,8.764675935775864,7.523737577875865,4.663307254837396
1996-08-31,MONSOON,2.7439999999999998,3.405,2.215,5.767272727272728,2.5,1.6125,3.5675,1.94,2.27,7.265000000000001,,7.22552,8.678131270553635,4.155157675735037,-1.6507221170654163e-13,5.53625,,5.5968,3.9029747322222956,3.429600179556632,7.32345777678359,6.61375,,6.538,11.35773680616953,1.9145429469397461,9.535526794175125,6.720151515151516,,6.78258181818182,6.496914249503505,6.254184813889936,4.566722087190395,6.688750000000001,,6.7348,15.695487213153493,4.939767351171254,10.629324527156054,5.259375,,5.5068,3.763126275217932,1.6408409427490591,1.9816626835789546,5.5434375000000005,,5.840299999999999,10.896778031853286,4.681336827508295,8.073438981415357,4.3531249999999995,,4.3100000000000005,4.237953806284236,3.0727702590416466,6.462941778610738,4.5112499999999995,,4.4028,8.05378009566343,1.5895673796025616,6.445397657440507
1996-11-30,POMKH,5.436000000000001,4.55,5.5,5.8525,4.08,3.6625,4.0025,3.575,3.5333333333333337,7.305000000000001,7.1945,6.509712,8.695399342838428,6.951479857682706,-2.3435481329674276e-13,5.52625,5.643750000000001,5.17808,3.604342430766137,4.579400297126967,5.971174815607726,6.454999999999999,6.70375,6.1228,10.815154926455348,4.702020176505751,7.188846495685884,6.820549242424242,6.722897727272728,6.410549090909091,6.14794726720447,5.940302421720233,4.495241946134769,6.29375,6.6899999999999995,5.672879999999999,13.766690979448365,4.953565882377269,6.179899251313193,5.0753125,5.5043750000000005,4.76908,3.277640103624883,3.699189239595706,1.0008800047456163,5.129062500000001,5.719375,5.10518,8.671494738257717,4.941861232377798,5.161314194957079,4.105625,4.43,4.016,4.09857077084542,3.729154765981228,3.4751141997041692,4.635,4.508333333333334,4.055013333333333,7.552142378122357,3.2758014577908283,3.9864790928846774
1997-02-28,POMRB,10.434000000000001,5.19,8.18,6.7316666666666665,7.42,5.07,4.755,4.425,4.6866666666666665,7.2045,7.3355000000000015,8.079427200000001,8.712701817516562,10.150843020843825,8.011062682850197,5.525624999999999,5.428750000000001,5.182848,3.631739648204584,6.0811305826317845,5.829407644017707,6.269375,6.5237500000000015,6.945679999999999,10.841917759429371,8.0289231431245,8.23390955001068,7.069261363636364,6.717405303030303,6.538996121212121,6.244018555604842,6.568048972960615,6.648772483352323,6.2475000000000005,6.6875,6.371727999999999,13.988285325961577,7.582855963042446,6.411644455865945,5.33875,5.014375000000001,4.889448,3.2694176101543593,7.071338625418303,6.667449795404437,4.913125000000001,5.3675,4.965108,7.0240530706018935,5.9147873277644765,5.853239162422365,3.9031249999999997,4.27625,4.1796,4.0855095584467955,4.759361931602771,5.053638279436191,4.805833333333334,4.514166666666667,4.307674666666666,7.329685591174895,5.460696955423211,4.513329202933025
1997-05-31,PREMON,10.484000000000002,9.35,9.65,9.343333333333334,9.6,10.2,7.2375000000000025,5.8,8.533333333333333,7.133750000000001,7.2745000000000015,9.041256320000002,8.73003872163786,10.503138109564423,8.707465092362403,5.3225,5.623750000000001,6.8497088,4.986974062305136,8.444870311374428,7.415818798872001,6.010625,6.386250000000001,8.027408,11.13672813843571,10.160426925254818,9.1639933229886,7.136642045454545,6.923693181818183,7.660731006060606,7.473220490066667,8.267027205211697,8.347038148436551,6.657500000000001,5.9,7.663036799999999,15.123416764817959,10.301535547376059,9.17346805566428,5.5175,5.13625,7.0136688,4.594273327693486,9.649716490295443,8.719322761513151,4.916562500000001,4.890625000000001,5.874064800000001,7.0535658555726615,7.88201684198146,8.085129093630655,3.823125,3.9350000000000005,4.82776,4.257194882593706,6.044772680096097,5.725201904665657,4.8879166666666665,4.755833333333334,5.997938133333333,8.744546601851171,7.925154091675749,6.461722847354286
1997-08-31,MONSOON,2.184,2.62,1.28,6.9318181818181825,5.28,3.2325,3.7475000000000014,1.685,2.67,6.287000000000001,7.134500000000002,6.298353792000002,8.747410053837815,4.284486332114685,2.2271890579271476,4.93125,5.427500000000001,5.15782528,4.268778892169714,3.4300709026432212,4.250342053167072,5.110625,6.152500000000002,5.3284448,9.154782533734295,2.1074008942414855,3.3735531847077667,6.884155303030303,7.214829545454546,7.369165876363637,7.502102594322399,6.444370802308512,6.062044876436683,6.0925,6.595000000000001,6.7098220799999995,12.858265070009676,4.336403975771594,5.250008107717343,5.231249999999999,5.541250000000001,5.50120128,4.161846217103441,1.5815885956550515,1.8728415887717147,4.829062500000001,4.935625000000002,5.0234388800000005,5.27107781835826,3.675396555856948,3.3812480424092115,3.5906249999999997,3.8712500000000003,3.5706559999999996,3.879031159060167,2.5736607671948106,2.205738400084627,4.697916666666668,4.855833333333334,4.66676288,7.055800137545908,2.101742638177864,3.659345057105708
1997-11-30,POMKH,5.43,3.71,4.365,5.226999999999999,4.58,3.4725,3.85,3.19,3.7900000000000014,5.315250000000001,7.133000000000001,5.951012275200002,8.76481597924019,7.080808514062355,4.412171909217193,4.279999999999999,5.217500000000001,4.578695167999999,3.9664845734237324,4.434511777107096,4.783952283696162,4.343125000000001,5.868750000000002,4.94306688,8.039305316140398,4.779784987427464,5.6081273873400335,6.500689393939394,7.058454545454547,6.512299525818182,6.759448543564694,6.409061657625538,6.25681254866738,4.8549999999999995,6.720000000000001,5.857893247999999,10.538752912068205,5.198227233934842,5.796736056107306,4.5684375,5.49375,4.689720768000001,3.8511885720490873,3.726134276998385,3.9320595503657807,4.62875,4.897500000000002,4.554063328,4.13813726869991,4.242352981726123,4.358141584971722,3.2487500000000002,3.7750000000000004,3.4183936,3.7333543441743684,3.273046148770254,3.0135905150893594,4.374583333333334,4.920000000000001,4.3160577280000005,5.985022944114014,3.7694026825863154,3.8223345551076298
1998-02-28,POMRB,3.6660000000000004,2.9,2.115,5.337272727272726,2.4,2.97,4.2075,2.95,2.91,5.49775,5.441000000000002,5.037007365120001,8.782256524755665,10.280171677223473,8.46883769329878,4.11125,4.6450000000000005,3.9072171007999996,3.5026991766898137,5.652515655973546,5.386157173123924,4.676875,4.352500000000003,3.811840128,6.483865852867321,7.982930431111485,7.825068740529625,6.245170454545454,6.709856060606062,6.0422888064,6.155946317543365,6.72395514076949,6.340967662971092,3.9975,5.465,4.474735948799999,7.5342013149747835,7.891516791925282,6.700682039854383,4.2906249999999995,4.96875,4.001832460800001,3.4812533043248677,6.466300937937896,5.3705820291621285,4.6125,4.760625000000002,4.4154379968,3.6730253447939947,5.283875132395862,5.179082716013298,3.1856250000000004,3.40625,3.23103616,3.5727420468482793,4.3019603748148185,3.848639198354469,4.380000000000001,4.475833333333334,3.7536346368,4.72083151575393,5.893259215902196,4.727864162301949
1998-05-31,PREMON,9.478,6.43,9.575,7.669999999999999,4.72,6.9975,6.1825,4.54,7.723333333333334,5.574125,5.189500000000001,6.8134044190720005,8.799731822668907,10.632466765944072,8.509420584295997,4.548125000000001,3.9150000000000005,4.91633026048,4.170944277465895,7.921657513406783,7.3846919228419425,4.841875,4.333750000000002,6.1171040768000005,6.9547819118792455,9.50021996017387,8.233922802819942,6.0220056818181815,6.291522727272728,6.69337328384,6.629309602361853,7.979696406295513,8.557218005370704,3.42125,4.244999999999999,4.5728415692799995,6.743578675684851,9.274591641243614,6.415458070810402,4.3975625,4.168125,5.20009947648,4.164053182380433,9.767481847594112,9.013871314299251,4.7681249999999995,4.496875000000001,5.1222627980799995,4.564371694031517,7.3942588406088525,7.366896492732856,3.191875,3.0912499999999996,3.754621696,3.637308743122986,5.288559286315541,4.888121192309198,4.315104166666666,4.273333333333333,5.341514115413334,5.808371080304322,8.085786070074631,6.757263068642228
