Date,Season,Keshorai Patan,Hindoli,Talera,Nainwa,Keshorai Patan_Trend,Keshorai Patan_SMA,Keshorai Patan_EWMA,Keshorai Patan_DES,Keshorai Patan_TES,Keshorai Patan_ARIMA,Hindoli_Trend,Hindoli_SMA,Hindoli_EWMA,Hindoli_DES,Hindoli_TES,Hindoli_ARIMA,Talera_Trend,Talera_SMA,Talera_EWMA,Talera_DES,Talera_TES,Talera_ARIMA,Nainwa_Trend,Nainwa_SMA,Nainwa_EWMA,Nainwa_DES,Nainwa_TES,Nainwa_ARIMA
1996-02-29,POMRB,2.773333333333333,5.84,8.213333333333333,10.143333333333333,,,2.773333333333333,2.8846077218528654,2.861797133286346,0.0,,,5.84,7.860186158705462,6.115676093015128,0.0,,,8.213333333333333,6.747765954257697,7.996485458606641,0.0,,,10.143333333333333,8.421827817247571,10.367880892060423,0.0
1996-05-31,PREMON,4.616666666666666,12.236666666666665,11.343333333333335,14.196666666666667,,,3.5106666666666664,4.360976019369218,4.233545582867555,2.7733304485329104,,,8.398666666666665,8.843700122708189,10.426929250601647,5.839959676755646,,,9.465333333333334,7.977146372673653,10.091396076538112,8.213312812410011,,,11.764666666666667,9.515785696531305,14.20101434001828,10.143249402865578
1996-08-31,MONSOON,1.922,5.63,3.8333333333333335,7.9,2.8790416666666663,,2.8752,3.975499345628443,2.2093564134246444,4.028203762441089,7.514166666666666,,7.2912,7.633708048057432,7.57520852799097,9.268643512839322,7.5,,7.212533333333333,6.2133316627676445,6.676788339825963,10.390674106821528,10.111250000000002,,10.2188,8.58352885762779,6.954796932863206,12.611012269253058
1996-11-30,POMKH,2.3716666666666666,6.38,7.223333333333333,8.403333333333334,2.8290416666666665,2.9209166666666664,2.6737866666666665,3.824642387155046,2.6180970486797603,2.4143847733783383,7.267083333333333,7.521666666666666,6.9267199999999995,6.903551547813412,7.141103637558746,7.78146857287061,6.8985,7.653333333333333,7.216853333333333,6.14989569025111,6.705236818660853,5.907669293468641,9.984583333333335,10.160833333333334,9.492613333333333,8.050747295482408,8.934912237454013,9.744455476301589
1997-02-28,POMRB,2.438333333333333,5.78,6.986666666666667,9.746666666666668,2.8517083333333333,2.837166666666666,2.5796053333333333,3.6717009687284925,2.7869936809488447,2.6656587267207197,7.192500000000001,7.506666666666665,6.468032,6.179699389579297,5.727087235766631,6.680063366852684,6.496166666666666,7.346666666666668,7.124778666666667,6.118227944707773,7.612939243546275,7.469243982560394,9.756666666666666,10.06166666666667,9.594234666666667,8.136495551656495,10.317384286113045,9.93654302621467
1997-05-31,PREMON,4.551666666666667,10.32,7.757999999999999,13.58,2.8995416666666665,2.8209166666666663,3.3684298666666668,4.590994023899222,4.077348579880123,3.8917307009918702,7.443333333333333,7.0275,8.0088192,7.117314000135222,10.147264152646454,8.593108286269572,6.475124999999999,6.450333333333333,7.3780672,6.487250646072373,9.330327429611112,8.663755056008398,9.6325,9.907500000000002,11.1885408,9.601844730796286,14.17910074665526,13.121172686123597
1997-08-31,MONSOON,2.168333333333333,6.95,4.2,6.6933333333333325,2.949708333333333,2.8824999999999994,2.8883912533333334,3.9926414480910193,2.0816872595260842,2.486682716303947,7.542916666666667,7.357500000000001,7.58529152,6.8970782381639895,6.752894582233636,6.8743601200373705,6.473458333333333,6.542,6.10684032,5.468474646033938,4.65110409659749,3.3407313429970094,9.412916666666666,9.605833333333337,9.390457813333335,8.66130698553443,7.170070404499248,8.543045833927529
1997-11-30,POMKH,2.508,7.066666666666667,6.688333333333333,8.616666666666665,2.9665833333333333,2.9165833333333326,2.736234752,3.666989519971916,2.607421723920296,2.531121950068999,7.463333333333333,7.529166666666668,7.377841578666667,6.7810216959887075,7.028944291763241,7.1583167384880175,6.61975,6.40825,6.339437525333333,5.648853420966972,5.750770966201658,6.035798284379612,9.319166666666666,9.65916666666667,9.080941354666667,8.480862876841812,8.483546803151231,8.349359937926948
1998-02-28,POMRB,2.7033333333333336,5.8900000000000015,7.508333333333333,7.776666666666666,2.978041666666667,2.982833333333333,2.7230741845333335,3.4870569926684745,2.8223049643048643,2.610841642175458,8.0675,7.556666666666668,6.782704947200001,6.335920895902257,5.879730333357028,6.616896081226786,7.011875,6.538666666666667,6.806995848533333,6.203694700513382,6.846296813472891,6.00442567622748,9.747083333333332,9.166666666666668,8.559231479466668,8.08486548958272,9.93746287209905,9.909377479906928
1998-05-31,PREMON,4.421666666666666,9.573333333333332,8.406666666666666,14.8,3.141625,2.950333333333333,3.4025111773866668,4.174672720346268,4.184510087421117,4.236688418778152,9.017500000000002,7.370000000000001,7.8989563016533335,7.206169049627377,10.285771510718444,9.16796783656558,7.404583333333333,6.7008333333333345,7.446864175786667,7.095729246209689,9.140548699465594,8.03818411159494,10.137083333333333,9.471666666666668,11.055538887680001,10.179486862631524,13.588100134605003,12.785167923721644
1998-08-31,MONSOON,2.39,12.53,6.688333333333333,8.896666666666668,3.5439583333333333,3.00575,2.997506706432,3.638907845484288,2.114660937101914,2.3968928019234528,9.67375,8.765,9.751373780992001,9.050388848629453,6.597976036667046,6.742598856148952,7.825208333333332,7.322916666666669,7.143451838805333,7.143564687555525,4.836754457981069,4.851549652359164,11.195833333333333,10.0225,10.191989999274668,10.061576733609233,6.849120956646605,8.043285620420876
1998-11-30,POMKH,3.595,9.086666666666666,7.341666666666666,9.533333333333333,4.0216666666666665,3.2775,3.2365040238592,3.8109848957529064,2.6994215204593766,2.6371306024529697,10.434166666666666,9.27,9.485490935261867,9.503579029808838,8.775091084194273,8.876288132205723,8.237833333333333,7.486250000000002,7.222737769949866,7.404122885888563,6.967489277295694,7.8753311141303035,12.49875,10.251666666666667,9.928527332898135,10.108212006186271,8.68365216201615,9.02923055609031
1999-02-28,POMRB,4.835,9.12,10.22,15.33,4.23125,3.810416666666667,3.87590241431552,4.515725010306648,3.2255563908672333,3.235105807347551,10.657916666666667,10.077499999999999,9.33929456115712,9.835251374397128,7.71665659134978,8.372094985357093,7.868895833333334,8.164166666666668,8.42164266196992,8.81328004287561,7.810749310734468,7.916670613505653,12.855,12.14,12.08911639973888,12.13545024594436,9.47319700376335,9.201370586946647
1999-05-31,PREMON,6.111666666666667,12.426666666666668,8.996,17.67,4.23125,4.232916666666667,4.770208115255979,5.630858759886571,5.128436841562765,5.300608125771185,10.680833333333332,10.790833333333333,10.574243403360938,11.203617362632594,12.584487100691902,11.620148103916678,7.738833333333334,8.311500000000002,8.651385597181951,9.465468707748562,10.88734794323349,10.492458958185376,12.833749999999998,12.857500000000002,14.32146983984333,14.824508206857798,15.251504994808894,15.411586324676014
1999-08-31,MONSOON,2.3766666666666665,11.466666666666667,3.1475,8.876666666666667,4.134166666666667,4.229583333333333,3.812791535820254,4.552995293528401,3.291971074580675,3.44526997509091,10.666666666666668,10.525,10.93121270868323,12.015274136128298,9.080541590712143,10.45896919483859,8.063875,7.426291666666669,6.449831358309171,7.5040846367528315,6.065277405076071,6.973953825466909,12.647499999999999,12.852500000000001,12.143548570572664,14.027986222624731,8.940747006401196,9.213104065067466
