Date,Season,Kawardha,Pandariya,Sahaspur Lohara,Bodla,Kawardha_Trend,Kawardha_SMA,Kawardha_EWMA,Kawardha_DES,Kawardha_TES,Kawardha_ARIMA,Pandariya_Trend,Pandariya_SMA,Pandariya_EWMA,Pandariya_DES,Pandariya_TES,Pandariya_ARIMA,Sahaspur Lohara_Trend,Sahaspur Lohara_SMA,Sahaspur Lohara_EWMA,Sahaspur Lohara_DES,Sahaspur Lohara_TES,Sahaspur Lohara_ARIMA,Bodla_Trend,Bodla_SMA,Bodla_EWMA,Bodla_DES,Bodla_TES,Bodla_ARIMA
1998-08-31,MONSOON,7.236666666666667,1.945,2.42,4.73,7.345416666666667,7.240833333333328,7.624009628330667,7.434688537651084,5.705753466419389,5.395154178720567,2.7699218749999996,2.807916666666667,2.8355318302719996,3.1493563995776657,0.9838099174230193,1.414696087758801,2.9562500000000003,3.0687499999999996,3.1208276034559996,3.9653860520556377,2.2631410041577738,2.21967253757292,5.268750000000001,5.8625,5.588516977664,5.641829661653799,2.2177850483794392,1.7270417946051593
1998-11-30,POMKH,5.966666666666666,1.945,2.72,3.34,7.619583333333333,7.266666666666661,6.961072443665065,7.017325085564552,5.745963361446441,5.8930291445673175,3.1771354166666668,2.5908333333333338,2.4793190981631996,2.818025299301367,2.0789674539575986,2.49190164681156,4.7875,2.9187499999999997,2.9604965620735997,3.5127440655042768,3.402820697649707,3.104460527573217,4.97875,5.3149999999999995,4.6891101865984,4.650995709496636,5.3423129804590355,5.933237894993011
1999-02-28,POMRB,7.333333333333332,3.576041666666667,3.1950000000000003,5.42,7.829583333333333,7.424166666666661,7.109976799532372,7.056153544123939,7.267042721442099,7.356621969097608,3.5350520833333334,2.9490104166666673,2.9180081255645867,2.8397114772995233,2.5874113685960385,2.811524774582376,6.536874999999999,2.99375,3.05429793724416,3.43313603381745,4.583739900362423,4.004221774800754,4.641249999999999,5.2225,4.98146611195904,4.619441507754298,6.428352046547584,6.213976900030724
1999-05-31,PREMON,10.723333333333334,6.155,17.99,5.45,7.575833333333333,7.814999999999995,8.555319413052757,8.158722360600644,10.336463800408797,10.329767011706657,3.685052083333333,3.4052604166666676,4.212804875338752,3.385988269853124,5.761398201979909,5.809321004727581,6.471875,6.581249999999999,9.028578762346495,11.918529514865032,7.12535187153129,5.9586541033266265,4.67375,4.734999999999999,5.168879667175425,4.6759147441325695,7.810959568025431,7.424274699640378
1999-08-31,MONSOON,7.353333333333333,2.983333333333333,2.065,3.98,7.406666666666666,7.844166666666662,8.074524981164988,8.116675176186552,6.759056956331895,6.770792646285838,3.6390885416666667,3.664843750000001,3.721016258536584,3.2934997550593,2.8385424716068455,2.6529833719721783,6.436875,6.4925,6.243147257407896,9.24719755686292,2.861358115231638,2.2829148857155093,4.598750000000001,4.547499999999999,4.693327800305255,4.2511002377534695,2.339116867231411,2.409559620996685
1999-11-30,POMKH,3.82,2.106666666666667,2.555,4.35,6.917916666666668,7.307499999999995,6.372714988698993,6.972335502398602,6.137037231556872,6.2320700056479605,3.4202083333333335,3.7052604166666674,3.075276421788617,3.038691260321878,3.1350938996516846,3.0159377378024224,5.0356250000000005,6.45125,4.767888354444738,7.357662115106449,3.884632755959382,2.9801020700971623,4.68125,4.8,4.555996680183153,4.074151473071333,4.742197574308506,4.581718402088382
2000-02-29,POMRB,8.126666666666667,3.046666666666667,3.08,3.81,6.36875,7.505833333333329,7.074295659886063,7.232944085677383,6.969010655937088,6.86506092493509,3.3041666666666667,3.5729166666666674,3.0638325197398366,2.9868177213792553,3.172204937499389,2.6801059873930564,3.8606249999999998,6.422499999999999,4.092733012666843,6.162424250746879,4.977561816140099,3.8039899031269013,5.2225,4.397499999999999,4.257598008109891,3.784896209883144,6.083324247225999,5.641373788327787
2000-05-31,PREMON,6.0200000000000005,4.933333333333334,6.8950000000000005,7.72,6.852083333333334,6.329999999999995,6.6525773959316385,6.84460743942966,10.417511674458858,10.494913161020733,3.7603125000000004,3.2675,3.811632845177235,3.3180359121309038,5.412646651543779,5.353694341785923,4.385208333333334,3.6487500000000006,5.2136398076001065,7.22446894662071,8.801174408186927,8.909103884187832,5.77875,4.964999999999999,5.642558804865935,5.069319319297646,7.152603796308095,6.295180263244285
2000-08-31,MONSOON,7.663333333333334,3.276666666666667,3.76,6.04,6.912083333333333,6.407499999999995,7.0568797708923166,7.002805994273168,5.703195239759259,5.601013405912737,4.484895833333334,3.3408333333333338,3.597646373773008,3.3123588277687546,1.7961669798050544,2.064159510320273,5.102499999999999,4.072500000000001,4.632183884560064,6.270934733172766,2.621131919054622,2.228506081583032,6.54375,5.479999999999999,5.801535282919561,5.596063568376996,2.4713141801201832,2.8088626372115053
2000-11-30,POMKH,7.376666666666666,5.4625,5.056666666666667,6.74,6.80875,7.2966666666666615,7.1847945292020565,7.074267353238772,4.477454186162385,4.565263742601269,5.223333333333334,4.1797916666666675,4.343587824263805,3.744986557742663,2.8840147163266736,2.9523601957780414,5.257083333333332,4.697916666666668,4.801976997402705,6.200651502649219,3.6790612979551307,2.87456038576915,7.15125,6.077499999999999,6.176921169751736,6.305788971683421,4.760122143676557,4.658213517194611
2001-02-28,POMRB,5.05,5.4875,6.316666666666666,7.54,6.9174999999999995,6.5274999999999945,6.3308767175212335,6.446617981573358,7.753489716636528,8.14825254600746,5.451666666666668,4.790000000000001,4.801152694558283,4.170259287484472,5.765441490632998,5.075298278153847,4.87,5.507083333333334,5.40785286510829,6.735317092049062,4.851128744028396,3.657380222713439,6.7524999999999995,7.009999999999999,6.722152701851042,7.205034057752926,6.060164741490004,5.556673670593086
2001-05-31,PREMON,8.27,8.4,4.895,8.85,6.7075000000000005,7.089999999999995,7.10652603051274,6.8706043067247125,8.421917175394515,8.058680749058265,4.780729166666666,5.656666666666667,6.240691616734971,5.18883931464791,7.830848128584087,6.953779157261113,4.442083333333333,5.007083333333334,5.202711719064974,6.329436914340278,8.856590237745912,8.501921615152817,6.066249999999999,7.292499999999999,7.5732916211106245,8.465130634088075,7.880327353647743,7.5513627888805095
2001-08-31,MONSOON,6.283333333333334,1.6366666666666667,2.6633333333333336,1.72,6.6468750000000005,6.744999999999996,6.777248951640977,6.669804378499396,6.845643534831927,6.871406091156446,4.123854166666667,5.246666666666667,4.399081636707649,4.779636842287366,5.336152104842153,4.388344768280632,4.009791666666667,4.732916666666668,4.186960364772317,4.924331260234517,2.888955324679967,2.534470621056341,5.85,6.212499999999999,5.231974972666374,6.695967463559534,3.701040261397135,4.6628492845466445
2001-11-30,POMKH,7.076666666666667,1.735,2.73,5.57,6.59875,6.669999999999996,6.8970160376512535,6.736926269184045,5.290549747816744,5.538021537679277,3.826041666666667,4.314791666666666,3.3334489820245894,4.362007992502003,2.755377571779263,2.017705599621422,3.8439583333333336,4.151250000000001,3.6041762188633903,4.018797258212139,3.896476494782202,3.310627322766746,5.7162500000000005,5.919999999999998,5.367184983599825,6.4579929514645995,5.332637990594915,5.539883465604977
2002-02-28,POMRB,4.865,3.96,5.1850000000000005,6.98,6.312083333333334,6.623749999999997,6.084209622590752,6.143552156246533,6.462831874609099,6.651938055424387,4.192916666666667,3.9329166666666664,3.5840693892147537,4.379774680684716,2.4589719825846283,2.8282873838428912,3.8366666666666664,3.868333333333335,4.236505731318035,4.602108549216633,4.933130452882057,4.109344486817448,5.63,5.7799999999999985,6.012310990159895,6.746111181988064,6.425744032525623,6.214789011630344
2002-05-31,PREMON,8.07,7.545,4.7,8.34,5.627708333333334,6.573749999999996,6.8785257735544505,6.595964810202941,8.240071602369374,7.988985700172757,5.143854166666666,3.719166666666666,5.168441633528852,5.115637983278248,5.997053780946444,6.009914989847641,3.9462499999999996,3.819583333333335,4.421903438790821,4.743256520287998,8.289305552122448,7.883441062609124,5.24875,5.652499999999998,6.943386594095937,7.502930962795213,8.098142049856612,7.896902682549568
2002-08-31,MONSOON,4.19,5.426666666666668,2.7999999999999994,1.54,5.175000000000001,6.050416666666663,5.80311546413267,5.857011284261656,6.525654798272985,6.484676366697972,5.8838541666666675,4.666666666666666,5.271731646783978,5.389210834506289,3.4897612473544632,3.8742509456339755,4.165,3.8537500000000016,3.7731420632744923,3.9211748389894043,2.7214231817126935,2.555415875183936,4.87625,5.607499999999998,4.782031956457562,5.611394316548954,3.4443327266450563,3.8453754939885147
2002-11-30,POMKH,3.695,5.5525,3.47,2.7,5.290000000000001,5.204999999999996,4.959869278479602,5.079564052461514,5.288497081889673,5.474913573570876,6.193291666666666,5.621041666666667,5.384038988070387,5.653347348646363,5.574100902100971,5.0438998753059865,4.285625,4.038750000000001,3.651885237964695,3.705229005542756,3.633658951734579,3.210279391227111,4.84625,4.889999999999998,3.9492191738745372,4.430784436201035,5.3836704669758575,5.506043540783215
2003-02-28,POMRB,4.625,6.0625,6.194999999999999,6.87,5.355833333333333,5.144999999999996,4.825921567087761,4.711878043402687,4.508605117466678,4.5213398309831,6.162083333333333,6.1466666666666665,5.655423392842232,5.984679051348924,6.460059304229702,5.409333670074437,4.2456249999999995,4.291250000000002,4.6691311427788165,4.890741747425609,4.862911704215759,4.26845717232689,4.7828125,4.862499999999998,5.117531504324722,4.994355512179472,6.256669953866699,6.055897737559874
2003-05-31,PREMON,9.23,7.9179999999999975,4.655,8.21,5.242916666666666,5.434999999999996,6.587552940252657,5.837086064237885,7.182084001473868,7.245170222564839,5.601124999999999,6.239916666666666,6.560454035705339,6.661190816691056,8.591716738312005,7.890327499532407,4.117500000000001,4.280000000000002,4.66347868566729,4.9159767806118255,7.865117836873711,7.40441303890447,4.684375,4.829999999999998,6.354518902594833,6.072055595071063,7.865699226284867,7.646495318856936
2003-08-31,MONSOON,3.556666666666666,4.8039999999999985,2.525,1.1625,5.201041666666667,5.276666666666662,5.37519843081826,5.1698971917212875,5.3211763929468185,5.484395855288685,4.874562499999999,6.084249999999999,5.8578724214232025,6.646315936541418,4.496731064275038,3.4532679836101665,3.664375,4.2112500000000015,3.808087211400374,3.9059952779883003,2.6978476132527662,2.590937824023637,4.536875,4.735624999999999,4.2777113415569,4.44156937209559,2.8987372832116414,2.9580810482159485
2003-11-30,POMKH,3.425,1.6875,2.72,2.29,5.059166666666666,5.209166666666662,4.5951190584909565,4.5508128339192275,4.469352537254216,4.518369778396887,4.497875,5.1179999999999986,4.189723452853921,5.952885011715044,5.026501471057987,4.428060668111074,3.258125,4.0237500000000015,3.3728523268402246,3.3490733784164255,3.565217567301882,3.2477982544093504,4.348125,4.633124999999999,3.48262680493414,3.498997176491917,4.720741859537712,4.449927210989234
2004-02-29,POMRB,4.56,4.115,3.3200000000000003,6.1,4.852083333333333,5.192916666666662,4.581071435094573,4.369870193239618,4.384230090403876,4.373556569465028,4.0325625,4.631124999999999,4.1598340717123525,5.731486394908363,3.3754281513460547,3.350190290126794,3.199375,3.3050000000000015,3.351711396104135,3.2793831694598747,4.908023469335118,4.524854227165878,4.2003125,4.440624999999998,4.529576082960483,4.1397309417896535,6.049671361484893,5.941817614658564
2004-05-31,PREMON,8.16,6.851999999999999,4.28,7.47,4.775,4.925416666666662,6.012642861056744,5.350659690807062,7.701319306338841,7.9550980190947005,3.9233124999999998,4.364625,5.236700443027411,6.047615925024274,6.306332066074733,6.967101792645995,3.216875,3.2112500000000015,3.723026837662481,3.6965282883444153,7.262301172450041,7.033030338918166,4.5425,4.2556249999999975,5.70574564977629,5.304490530081918,7.5502440768399035,7.390957025675437
2004-08-31,MONSOON,2.97,2.1475,2.43,0.72,4.790625,4.778749999999995,4.795585716634046,4.68497874297664,4.199486947326127,4.297174917172404,4.295,3.700500000000001,4.001020265816447,5.403242546347968,3.2903620089427905,3.5744070428783328,3.27375,3.1875000000000013,3.2058161025974887,3.1011718070533973,2.411253650489223,2.581052516908759,5.018750000000001,4.144999999999997,3.7114473898657736,3.832864734147599,2.232379629565349,2.1286613267592376
2004-11-30,POMKH,3.395,3.47,2.955,5.47,4.69375,4.771249999999995,4.235351429980428,4.222519117201462,3.716742922695437,3.6893619261674084,4.434125,4.1461250000000005,3.788612159489868,5.03827538567785,2.105983013136469,2.723132181238476,3.31625,3.246250000000001,3.1054896615584933,2.972904719778569,3.202982139660402,3.1757642030727267,5.1975,4.939999999999997,4.414868433919464,4.300168179443995,3.949948082952824,3.4912530094715524
2005-02-28,POMRB,4.715,5.306,3.54,6.73,4.630624999999999,4.809999999999995,4.427210857988257,4.227255183257354,4.210649811914276,4.252039094773287,4.4129375,4.443875,4.395567295693921,5.052600587401252,4.667816509540067,4.62423158193366,3.3125,3.3012500000000014,3.2792937969350957,3.173397965277476,4.485736209050953,4.375756972991331,5.29125,5.097499999999997,5.340921060351679,5.2327924228971865,5.945227806647777,5.917561917459909
2005-05-31,PREMON,7.229999999999999,6.773999999999999,4.4,8.27,4.7475,4.577499999999994,5.5483265147929535,5.036860338639269,7.702536113940852,7.986148782297718,4.3195,4.424375,5.346940377416352,5.362437463670919,7.489479666093908,7.618389626624717,3.25875,3.3312500000000007,3.7275762781610577,3.7212030834170418,6.715536438635076,6.693691327520305,5.19125,5.297499999999997,6.512552636211007,6.703283537361843,7.492482208779784,7.3884120992903615
2005-08-31,MONSOON,3.395,2.056,2.28,0.67,4.8525,4.6837499999999945,4.686995908875772,4.610981968611623,3.416822476690663,3.4345964793684787,4.15875,4.4015,4.030564226449812,4.736476527516714,3.2404104091744896,3.549323250598549,3.2175000000000002,3.2937500000000006,3.1485457668966346,3.0750368254635,2.205812538112373,2.561543616867612,4.99125,5.2849999999999975,4.175531581726604,5.024315087139559,2.0568144882211543,1.9088176533674428
2005-11-30,POMKH,3.905,2.814,2.675,4.72,5.135,4.811249999999995,4.374197545325464,4.374907120001805,3.533543420824848,3.5381054889970067,4.00025,4.237500000000001,3.543938535869887,4.299412796009112,2.4607568387494236,1.9572070326500655,3.195,3.2237500000000003,2.9591274601379807,2.8503572508573196,2.962866875541714,3.147493687659908,4.843749999999999,5.0974999999999975,4.393318949035962,4.979061107171058,4.216007480427056,4.117360620161986
2006-02-28,POMRB,5.045,4.676,3.49,5.88,5.438750000000001,4.8937499999999945,4.6425185271952785,4.51587607366447,4.470828971749945,4.585025727777351,4.01175,4.080000000000001,3.996763121521932,4.26247746616667,4.143348237739919,4.460433999386913,3.235,3.2112500000000006,3.1714764760827885,3.0963215349677733,4.160448045541888,4.279477971560796,4.9775,4.884999999999997,4.987991369421577,5.365788285717939,6.030950631940766,6.113517051559903
2006-05-31,PREMON,9.16,6.136,4.27,7.94,5.519375,5.376249999999995,6.449511116317167,5.972717458445044,7.6623390843312675,7.842804426568607,4.19875,3.920500000000001,4.85245787291316,4.52943645102048,6.651123730918436,7.135082261651333,3.3581250000000002,3.1787500000000004,3.6108858856496733,3.6357747791370336,6.251684293089015,6.431614012847498,5.2275,4.8024999999999975,6.168794821652947,6.509970839725157,7.499029232030793,7.49653736595123
2006-08-31,MONSOON,3.895,2.786,2.7300000000000004,2.07,5.6000000000000005,5.501249999999995,5.4277066697903,5.6505041516459364,4.019297307236471,4.0911971077184806,4.32725,4.103000000000001,4.025874723747896,4.143296662728983,2.46983586663643,2.5801123245421644,3.4518750000000002,3.2912500000000007,3.258531531389804,3.2508967285141357,2.0031429056769863,2.5286688907231882,5.420000000000001,5.152499999999997,4.529276892991768,5.24620356229149,1.7321064682941332,1.5395868539909285
2006-11-30,POMKH,4.050000000000002,3.5800000000000005,3.21,5.32,5.655625000000001,5.537499999999995,4.87662400187418,5.345731099893369,4.238224139796375,4.1851022305455325,4.63825,4.294500000000001,3.847524834248738,3.9451511671537993,3.0754495925762044,2.92124537446326,3.5368749999999998,3.4250000000000007,3.2391189188338823,3.2283775983262797,2.7503067059154906,3.092789356843586,5.38625,5.3024999999999975,4.84556613579506,5.296292652352948,4.301695779567879,4.326650680098617
2007-02-28,POMRB,5.545,4.938,3.705,6.82,5.714375,5.662499999999994,5.143974401124508,5.49668864803522,5.100594849593018,5.072021055346478,5.2854375000000005,4.360000000000001,4.283714900549243,4.036924988517701,4.901955557861285,5.084921214491413,3.595,3.4787500000000002,3.425471351300329,3.450582359366345,3.942901662100341,4.19419321247702,5.5475,5.537499999999998,5.635339681477037,5.908151031835294,6.07893516296369,6.121095091761676
2007-05-31,PREMON,9.105,8.362,4.734999999999999,6.73,5.754375,5.648749999999994,6.7283846406747045,6.758324400339029,8.560011406782998,8.69335365928794,5.8596875,4.916500000000002,5.915028940329545,4.822320960506152,6.8576267028636675,6.977309219098284,3.56375,3.5949999999999998,3.949282810780197,4.096406107820707,5.916017046245299,6.200245183155423,5.9037500000000005,5.234999999999998,6.0732038088862215,6.402712615939166,7.7188408833647255,7.738309246290822
2007-08-31,MONSOON,4.42,5.7375,2.73,4.57,5.6968749999999995,5.779999999999995,5.805030784404822,6.414546073474292,4.149236722166467,4.1465179951983915,6.268375,5.654375000000002,5.844017364197727,5.061513253259749,4.325476680638923,3.710196929560329,3.535625,3.5949999999999998,3.4615696864681182,3.5484805722267865,1.9940819804170635,2.548950126012289,5.968750000000001,5.859999999999998,5.471922285331733,5.970033095740381,1.8282078364488497,1.7850646264667018
2007-11-30,POMKH,3.845,5.2225,2.96,5.67,5.629687500000001,5.7287499999999945,5.021018470642893,5.854905483929198,4.44680908892061,4.357917325000186,6.5165,6.065000000000001,5.595410418518636,5.179932911495757,5.780321579805658,4.915799843225573,3.56625,3.5324999999999998,3.260941811880871,3.297268507186609,2.7129815861297977,3.103939481361179,5.976249999999999,5.947499999999998,5.55115337119904,5.9562685253788965,4.71192466130789,4.86710578580095
2008-02-29,POMRB,5.29,6.565,3.73,6.99,5.684375,5.664999999999994,5.128611082385736,5.752310335143066,5.410969828649995,5.323277207625399,6.3696874999999995,6.471750000000002,5.983246251111182,5.5529226743453055,6.733863375457428,6.106362524423178,3.816875,3.53875,3.4485650871285225,3.5005858270902963,3.8197443724144033,4.14357258969087,6.081250000000001,5.989999999999998,6.126692022719424,6.425679984000022,6.468889227710945,6.5607457723734885
2008-05-31,PREMON,8.822500000000002,8.719999999999999,4.955,6.62,5.813750000000001,5.594374999999994,6.606166649431442,6.755561304862127,8.760796909412646,8.814985970978574,6.0382291666666665,6.561250000000001,7.077947750666709,6.345721375203932,8.792051583552148,7.924961446929501,4.271875,3.59375,4.051139052277113,4.229928386688021,5.700584905925893,6.051204799318273,6.3,5.962499999999999,6.324015213631654,6.674993550360579,7.8727809252495184,7.695960519692706
2008-08-31,MONSOON,5.14,4.205,4.5150000000000015,5.52,6.10625,5.774374999999994,6.019699989658865,6.509727480595369,4.139106704969753,4.14931761524521,5.791458333333334,6.1781250000000005,5.928768650400026,6.1777472285115715,5.069306386101615,4.268086990167275,4.800000000000001,4.04,4.236683431366268,4.489204092659117,2.003758843761521,2.5660217201024387,6.47375,6.199999999999998,6.002409128178992,6.434479191048499,2.4971553246756386,2.8072069275077545
2008-11-30,POMKH,4.16,4.1033333333333335,4.815,6.47,6.588645833333333,5.853124999999994,5.275819993795319,5.942200407984674,4.336480133432198,4.306392878783236,5.708645833333334,5.898333333333334,5.198594523573349,5.9582988491028015,4.48578040488953,4.141509443834969,5.641249999999999,4.50375,4.468010058819761,4.792948499671026,2.7699600696159163,3.0882867221801176,6.8475,6.399999999999999,6.1894454769073945,6.543377335885605,5.178456977857124,5.380718987275198
2009-02-28,POMRB,7.314999999999999,5.710000000000001,6.1,7.58,7.0538541666666665,6.359374999999994,6.091491996277191,6.374914256435488,5.564214300476178,5.487480223677872,5.804270833333334,5.684583333333334,5.40315671414401,6.042054081591802,5.637587110947227,5.4150896494959815,6.313125,5.09625,5.1208060352918565,5.616496537505484,3.946214198679555,4.102495355967171,7.16375,6.547499999999998,6.745667286144437,7.040698759151794,6.92606404143686,6.9938336461384765
2009-05-31,PREMON,10.656666666666666,8.9125,9.315,9.02,7.457916666666668,6.817916666666659,7.917561864432981,7.842336808568597,9.444690914384907,9.52337910518622,5.913229166666667,5.732708333333335,6.806894028486406,6.755766162018604,7.892368135279126,7.897902735438588,6.485625,6.186250000000001,6.798483621175114,7.8060076626152695,5.892621532771495,5.944326327497065,7.2425,7.147499999999998,7.655400371686662,8.017994285003612,8.11990288968841,7.741309916617356
2009-08-31,MONSOON,7.0275000000000025,4.7775,5.53,5.65,7.537916666666667,7.289791666666659,7.561537118659789,8.022323768538232,5.418252889843192,5.477380282784678,5.965625,5.875833333333334,5.995136417091844,6.5914390740847395,4.845685380876139,4.875738660287864,6.38875,6.440000000000001,6.2910901727050685,7.332943510716442,2.786053475613635,2.7506412948178713,7.32625,7.179999999999999,6.853240223011998,7.529820759625719,3.5516233353686424,4.118128251695029
2009-11-30,POMKH,5.505,4.4025,5.18,6.97,7.290520833333334,7.6260416666666595,6.738922271195873,7.62669598497516,5.38556619693691,5.284207598177861,5.9321875,5.9506250000000005,5.358081850255107,6.325775079854114,4.939068964803999,4.530813851915224,5.871875,6.531250000000001,5.846654103623041,6.774171693591011,3.544140868048812,3.251521505835212,7.4275,7.305,6.899944133807199,7.519156819275725,5.950579709083886,6.1822574137482365
2010-02-28,POMRB,6.609999999999999,5.83,4.96,7.75,6.819687500000001,7.449791666666659,6.687353362717524,7.537257591275165,7.315071780421783,7.185174522499533,5.718750000000001,5.980625,5.546849110153064,6.332208546110994,6.055096403003685,5.763596370132195,5.277500000000001,6.246250000000002,5.491992462173824,6.245195515705093,4.737884963456614,4.283336408783335,7.36,7.3475,7.23996648028432,7.761941054638113,7.618824540521778,7.635607142946518
2010-05-31,PREMON,9.3825,8.525,6.32,9.66,6.212812499999999,7.1312499999999925,7.765412017630514,8.282643248148096,10.401943628431498,10.257867126961775,5.448124999999999,5.883749999999999,6.738109466091839,6.866477391282173,8.252920857937495,8.15959107624519,4.72,5.497500000000002,5.823195477304295,6.526969384311363,6.738389460800221,6.249881895414012,7.0249999999999995,7.507499999999999,8.207979888170591,8.678935573272817,8.831747613471812,8.522067412611426
2010-08-31,MONSOON,4.535,3.4575,3.77,4.47,5.790312500000001,6.508124999999993,6.473247210578308,7.426639361518552,5.943072450183494,5.869657048187495,5.282187500000001,5.553749999999999,5.425865679655103,6.353413741727082,4.459743654768509,4.464571746633485,4.21125,5.057500000000002,5.001917286382577,5.453366277095004,3.369850563674312,3.0034656394397077,6.7524999999999995,7.2125,6.712787932902355,7.472471769129926,4.450802582047776,5.0487423752052845
2010-11-30,POMKH,3.1425,3.5575,2.48,5.47,5.5796875,5.917499999999992,5.140948326346985,6.207929502027439,4.665910521256237,4.49076702526704,5.199375,5.342499999999999,4.678519407793061,5.865271665115358,3.7757869037182648,3.679233104296144,3.855,4.382500000000002,3.9931503718295462,4.145343683347367,3.89303565294697,3.4264009643778626,6.5375,6.8375,6.2156727597414125,6.748937003541776,6.543751338906155,6.727223890451034
2011-02-28,POMRB,5.5925,5.3475,3.59,7.07,5.3496875,5.663124999999993,5.321568995808191,5.861867908267836,5.913491476597106,5.778108641357768,5.1721875,5.221874999999999,4.946111644675836,5.747638365521543,5.183088654263685,5.285540855380482,3.5675,4.040000000000002,3.8318902230977274,3.8326217107924716,4.774146958384026,4.341242604785647,6.5075,6.6675,6.557403655844848,6.726211021312975,7.917286272345005,7.811476621148294
