Date,Season,The Dangs,The Dangs_Trend,The Dangs_SMA,The Dangs_EWMA,The Dangs_DES,The Dangs_TES,The Dangs_ARIMA
2005-05-31,PREMON,6.389545454545453,3.371966991341991,3.4242070707070713,4.418906508826537,5.116212683195024,6.45358056641644,6.76173043210373
2005-08-31,MONSOON,1.6480952380952378,3.339584415584415,3.456091991341992,3.3105820005340174,3.547714022220931,1.952537588894143,1.826021739946384
2005-11-30,POMKH,2.341,3.393686289587605,3.287841991341992,2.9227492003204105,2.791333651412574,2.8485142712871747,2.905664520314272
2006-02-28,POMRB,3.1866666666666674,3.405954887218045,3.3913268398268404,3.0283161868589135,2.8368765211270306,3.675632431187654,3.566846891907886
2006-05-31,PREMON,6.40842105263158,3.42211403508772,3.3960457393483727,4.38035813316798,5.325635711450092,6.359858421257559,6.610128152465968
2006-08-31,MONSOON,1.7273684210526317,3.5761021303258147,3.415864035087721,3.319162248321841,3.837134483314006,1.8089639818693015,1.7535468553726707
2006-11-30,POMKH,2.391,3.6793007518796994,3.4283640350877214,2.9478973489931044,3.0468463026956885,2.672827453243441,2.675659459197041
2007-02-28,POMRB,4.368571428571428,3.684796107916851,3.7238402255639116,3.5161669808244342,3.7865573590004162,3.5221334979283903,3.4119956307203965
2007-05-31,PREMON,6.052105263157895,3.7710809376382133,3.6347612781954903,4.530542293757819,5.601694760825896,6.442030592005865,6.527970805170989
2007-08-31,MONSOON,2.12764705882353,3.5903941244514006,3.7348309376382147,3.5693841997841034,4.118518625845515,1.8250604087465192,1.7428841135959257
2007-11-30,POMKH,2.681,3.356417837580376,3.807330937638215,3.214030519870462,3.290169570687997,2.6701294395859794,2.559714774705251
2008-02-29,POMRB,2.633076923076924,3.2796724815432245,3.3734573112645894,2.981649081153047,2.7231747278694223,3.817655748417263,3.8016118247592114
2008-05-31,PREMON,5.9157894736842085,3.17525826585695,3.3393783638961674,4.155305238165512,4.678185060828364,6.276917964374375,6.334149341393758
2008-08-31,MONSOON,1.6500000000000004,3.1708890013495274,3.219966599190285,3.153183142899307,3.2424386139383197,1.8311850846539532,1.8995992162187603
2008-11-30,POMKH,2.3233333333333337,3.262171052631579,3.1305499325236186,2.8212432190729175,2.6074260817437875,2.5672119146870855,2.6091146110576227
2009-02-28,POMRB,2.9557894736842107,3.32444216008772,3.2112280701754403,2.8750617209174347,2.6162682308746317,3.403093811112708,3.3256669820454263
2009-05-31,PREMON,6.323333333333334,3.293200840643275,3.3131140350877213,4.254370365883794,5.215687016915748,6.120988252759963,6.163751160605043
2009-08-31,MONSOON,1.740625,3.2232629751461994,3.335770285087721,3.2488722195302766,3.849091282055622,1.7632605879353658,1.797937332150345
2009-11-30,POMKH,1.9827777777777784,3.1277695540935677,3.2506313961988322,2.7424344428292775,2.8604587216886315,2.4963969657603298,2.492715755463994
2010-02-28,POMRB,2.7368421052631584,3.0199136513157896,3.195894554093569,2.7401975078028302,2.6423403671064416,3.261530490876572,3.175016016038524
2010-05-31,PREMON,5.778333333333332,2.9654605263157894,3.059644554093569,3.9554518380150316,4.73379656439757,6.131893617217658,6.228748917796375
2010-08-31,MONSOON,1.4227777777777777,2.9291017909356722,2.9801827485380135,2.94238221392013,3.2544181865020283,1.6757632143158023,1.7745940414463157
2010-11-30,POMKH,1.865,2.7965706699346407,2.950738304093569,2.5114293283520777,2.409654176647673,2.271065256288407,2.2850182145067035
2011-02-28,POMRB,2.56375,2.70422589869281,2.9074652777777796,2.532357597011247,2.3009341244369956,3.0419146614076533,2.9965480873734003
2011-05-31,PREMON,4.891176470588234,2.7210477941176467,2.6856760620915052,3.4758851464420415,3.9490216036806007,5.95767655957934,6.045294963964741
2011-08-31,MONSOON,1.5711764705882354,2.7997538807189537,2.7227757352941193,2.7140016761005192,2.881906838712947,1.4702948689489423,1.6312995222986069
2011-11-30,POMKH,1.8511764705882352,3.0445547385620912,2.719319852941178,2.3688715938956055,2.2451807472697833,2.055935912142156,2.1139450882861333
2012-02-29,POMRB,3.2072222222222213,3.2138071768562493,2.8801879084967332,2.7042118452262516,2.7013395678898897,2.8249456931785804,2.8202697748912273
2012-05-31,PREMON,6.206111111111111,3.271192785085048,3.208921568627453,4.104971551580196,5.446914896429257,5.664480826544633,5.575223430951349
2012-08-31,MONSOON,1.6102613364186251,3.3327242178335865,3.21869278508505,3.1070874655155674,4.06438574274727,1.587807266134652,1.6068114517502756
2012-11-30,POMKH,2.271176470588235,3.3439778728043463,3.32369278508505,2.7727230675446344,3.2406187408695466,2.0927295588718793,2.0069196418887802
2013-02-28,POMRB,3.2794736842105263,3.340423380355193,3.341755650582127,2.975423314210991,3.2485234240998557,3.03497417030845,2.9778751803213868
2013-05-31,PREMON,6.2238888888888875,3.339163068398749,3.3462000950265707,4.274809544082149,5.419869148991434,5.902611976124666,5.832183450970087
2013-08-31,MONSOON,1.5640476190476191,3.369395260587366,3.334646665683819,3.190504774068337,3.7292695069633957,1.682006944747316,1.6082165868659541
2013-11-30,POMKH,2.3073076923076927,3.469240323565323,3.3436794711136835,2.8372259413640792,2.885085204282118,2.214005477034797,2.1145512253356222
2014-02-28,POMRB,3.4852,3.5832440794712537,3.395111050061052,3.0964155648184475,3.069743061953446,3.1657047149223896,3.100715992531184
2014-05-31,PREMON,6.816923076923077,3.6942051003344476,3.5433695970695993,4.584618569660299,5.768194407184842,6.057946409765894,5.991724740202167
2014-08-31,MONSOON,1.8830434782608687,3.6977938127090293,3.623118561872912,3.503988533100527,4.2139226688866955,1.7644143157320258,1.5902266041196635
2014-11-30,POMKH,2.8759999999999994,3.991630602006689,3.765291638795989,3.252793119860316,3.5424342279497893,2.366478860356004,2.1930607691702417
2015-02-28,POMRB,2.945217391304348,4.441284782608696,3.630295986622076,3.129762828437929,3.101118323680206,3.4059451239945395,3.2573159975164074
2015-05-31,PREMON,9.707600000000003,4.519791847826087,4.352965217391308,5.760897697062759,8.228838120973082,6.344368574335442,6.327827311789033
2015-08-31,MONSOON,2.5896,4.828434316770187,4.529604347826091,4.492378618237655,6.646417236366509,2.0983850165322764,1.7094906646774735
2015-11-30,POMKH,2.7974999999999994,4.822345535714286,4.509979347826091,3.8144271709425928,5.066888160044315,2.8249910576576336,2.4712213294926864
2016-02-29,POMRB,5.492857142857144,4.377070535714286,5.14688928571429,4.485799159708414,5.512303557904527,3.5856760539912043,3.1301985046153233
2016-05-31,PREMON,7.111250000000001,4.1378497023809535,4.49780178571429,5.535979495825049,6.915252883423018,7.64251258727052,7.7044058102172475
2016-08-31,MONSOON,1.6237500000000002,3.778350802277433,4.25633928571429,3.9710876974950295,4.2548939807068455,2.39093758030804,2.06795843722825
2016-11-30,POMKH,1.8495833333333336,3.5420715991436102,4.019360119047624,3.122485951830351,2.6364992325185845,2.8924914067656005,2.6041143503407427
2017-02-28,POMRB,3.564782608695652,3.5021284173254283,3.537341485507251,3.2994046145764715,2.717937649745825,4.045802258072179,4.092507327107802
2017-05-31,PREMON,7.1490909090909085,3.4927072052042156,3.5468017127799776,4.839279132382247,5.574224492215675,7.320725097901174,7.462813961083471
2017-08-31,MONSOON,1.266363636363636,3.3980757481648785,3.457455121870886,3.410112933974802,3.631501697174133,2.0397244490797113,1.8870327244522223
2017-11-30,POMKH,2.1316000000000006,3.641222510822511,3.527959288537553,2.898707760384881,2.705903302742516,2.473515070410221,2.2967945188771606
2018-02-28,POMRB,2.5257142857142862,3.99237040278562,3.268192207792212,2.749510370516643,2.3696040190861183,3.8187936508907483,3.8775655051468956
2018-05-31,PREMON,10.133333333333333,4.347787991718427,4.014252813852818,5.703039555643319,8.795703104057216,7.105661341175967,7.335034833000725
2018-08-31,MONSOON,1.091304347826087,,3.9704879917184304,3.8583454725164263,6.584111584232472,1.928200756759138,1.6342347410074058
2018-11-30,POMKH,5.15,,4.72508799171843,4.375007283509856,,2.4622987118296313,2.2295109340334407
