Date,Season,Kumher,Nagar,Bayana,Deeg,Nadbai,Weir,Sewar,Kaman,Rupbas,Kumher_Trend,Kumher_SMA,Kumher_EWMA,Kumher_DES,Kumher_TES,Kumher_ARIMA,Nagar_Trend,Nagar_SMA,Nagar_EWMA,Nagar_DES,Nagar_TES,Nagar_ARIMA,Bayana_Trend,Bayana_SMA,Bayana_EWMA,Bayana_DES,Bayana_TES,Bayana_ARIMA,Deeg_Trend,Deeg_SMA,Deeg_EWMA,Deeg_DES,Deeg_TES,Deeg_ARIMA,Nadbai_Trend,Nadbai_SMA,Nadbai_EWMA,Nadbai_DES,Nadbai_TES,Nadbai_ARIMA,Weir_Trend,Weir_SMA,Weir_EWMA,Weir_DES,Weir_TES,Weir_ARIMA,Sewar_Trend,Sewar_SMA,Sewar_EWMA,Sewar_DES,Sewar_TES,Sewar_ARIMA,Kaman_Trend,Kaman_SMA,Kaman_EWMA,Kaman_DES,Kaman_TES,Kaman_ARIMA,Rupbas_Trend,Rupbas_SMA,Rupbas_EWMA,Rupbas_DES,Rupbas_TES,Rupbas_ARIMA
2000-11-30,POMKH,3.85,5.436153846153847,6.394,5.0,9.993333333333334,12.4,6.953333333333332,6.415,6.761428571428572,3.9425000000000003,3.6050000000000004,3.746038258560842,3.9324093663604542,3.9153077400339527,3.7517026629308803,6.1504670329670335,5.719246794871794,5.560162972570524,5.715963113831431,4.826418759927271,4.627089096321391,6.66575,5.661125,5.506720413423629,4.950682343928583,4.482815105297896,4.203123752325896,5.728125,4.749375,4.858620107179448,4.809069097215573,4.745147539151228,4.628491896443655,10.2615625,9.364791666666664,9.649320866897234,10.05160028671653,9.991088465413103,9.249027887651653,11.644583333333333,11.065000000000003,11.486038225778163,11.905872232403315,11.505001685008153,10.879820904480582,6.267916666666666,5.414999999999998,5.513742464221041,5.162429143940776,4.225694837854752,4.15549634864279,6.171428571428571,5.902500000000002,5.863091530317377,6.382173008780139,5.493672980559898,5.373229443789588,5.769285714285714,5.435714285714287,5.422861415985928,5.2040623052331245,3.9781318625510242,4.223765390131413
2001-02-28,POMRB,4.12,6.350714285714285,7.996,6.5025,10.75,12.246666666666668,7.563333333333333,6.4242857142857135,5.915,4.00375,3.8400000000000007,3.8956229551365054,4.020437061074187,4.1955674391509294,3.9478396617042963,6.409313186813187,6.0860920329670325,5.876383497828028,5.849964512005664,5.5392415380310185,5.034448193050042,6.991250000000001,6.429500000000001,6.502432248054178,5.488527174586621,5.471838711501278,5.648833937393717,6.02125,5.429375,5.5161720643076695,5.309116028711194,5.145258916876356,4.752298348761355,10.754999999999999,9.964791666666663,10.08959252013834,10.195533228904708,11.186866887449707,9.670169092813817,11.883333333333333,11.53166666666667,11.790289602133566,12.146613438181044,12.147370261948545,11.48426554099843,6.602499999999999,6.019166666666665,6.333578811865958,5.900806756119542,6.024762420375923,6.42594186650142,6.289077380952381,6.11107142857143,6.087569203904712,6.641807917542859,5.683483435117042,5.613394773984628,5.89110119047619,5.645535714285716,5.619716849591557,5.52517320262961,5.788336678539952,5.557196867138824
2001-05-31,PREMON,4.91,7.837500000000001,8.702,6.655,11.896666666666668,11.96,6.826666666666667,7.022857142857142,6.978571428571428,3.78125,4.045000000000001,4.301373773081903,4.296005504127076,5.094602288569147,4.32774639253592,6.69276510989011,6.214842032967032,6.660830098696818,6.2230494500927565,7.77671596736432,7.149366931486758,7.092083333333334,6.902,7.382259348832507,6.058077450105195,7.65903512132253,7.322546464020194,5.8828125,6.026875,5.9717032385846025,5.723386124074079,5.9692230872197936,5.335559461682988,10.920833333333334,10.55833333333333,10.81242217874967,10.351149734443933,11.520892955650815,10.957175956147779,11.932500000000001,11.757500000000004,11.85817376128014,12.236881950042381,12.484426664835308,11.787406974412397,6.58375,6.516666666666666,6.530813953786241,6.14690812237058,6.2425492400450215,6.5336212650788745,6.361458333333333,6.231785714285715,6.461684379485684,7.124846355454535,6.44306847038389,5.8975194322506255,5.592113095238096,5.893035714285715,6.163258681183505,6.032526368799465,6.650872471658099,5.7480173721102235
2001-08-31,MONSOON,2.97,6.7907692307692304,5.23,5.904999999999999,11.166666666666664,11.43,5.41,5.5233333333333325,3.9016666666666655,3.3550000000000004,3.9625000000000004,3.768824263849142,4.057143577480686,3.568987271121596,3.967563566264592,6.790239926739927,6.60378434065934,6.712805751525783,6.347186905870663,5.805044895584684,5.982168677645543,6.9279166666666665,7.080500000000001,6.521355609299505,5.968012915802914,5.5213110906989415,5.325485253865471,5.826875,6.015625000000001,5.945021943150762,5.836020285599745,5.330896660607731,5.775267830773432,10.844166666666666,10.951666666666663,10.954119973916468,10.500519090058933,10.040782649549548,10.537011870360793,11.836250000000001,12.00916666666667,11.686904256768084,12.147889354489775,12.321515456830845,11.856032393974324,6.2820833333333335,6.688333333333333,6.082488372271745,5.843876269489788,5.734209878125313,6.000668908354662,6.403511904761905,6.346369047619048,6.086343961024744,6.467519574495788,5.446246059705249,5.818430484582652,5.28235119047619,5.889166666666668,5.258621875376769,5.8736726993361295,4.5454743335965055,4.90562675265687
2001-11-30,POMKH,2.4,6.1480000000000015,6.486666666666667,3.9375,9.746666666666666,11.786666666666667,6.116666666666667,6.535714285714287,4.385000000000002,3.0587500000000003,3.6,3.221294558309485,3.6824181184304146,4.107398421137541,4.075462376229176,6.931319201631703,6.781745879120879,6.486883450915471,6.336557894822018,5.851565517015892,5.763663793208901,6.786666666666667,7.103666666666667,6.50748003224637,6.098502891195683,6.014417576553641,5.298238350851801,5.8796875,5.750000000000001,5.142013165890457,5.402628722487967,5.919331625023764,5.81850154799687,10.908333333333333,10.889999999999995,10.471138651016547,10.63689360319418,11.040144466891714,10.486959673583707,12.071666666666667,11.855833333333338,11.726809220727517,12.18740763807008,12.451873323369854,11.68663590953528,6.156250000000001,6.479166666666666,6.0961596900297135,5.875817603155707,5.765781506707912,5.216492938014194,6.586369047619048,6.376547619047621,6.266092090900561,6.629456558313895,6.04049597859275,6.028481335946419,5.344821428571429,5.295059523809526,4.909173125226062,5.779297906790977,5.550745898798485,5.457288494254738
2002-02-28,POMRB,2.16,6.418666666666668,6.59,7.1175000000000015,10.383333333333333,12.090000000000002,5.986666666666667,6.639999999999999,5.813333333333333,3.1325,3.1100000000000003,2.7967767349856913,3.2799465598914423,4.051013234432782,3.473090277604344,7.161212121212122,6.798733974358975,6.45959673721595,6.375494939592409,6.4506085559038855,6.14021134159118,6.894083333333333,6.752166666666666,6.540488019347822,6.225521824434864,6.668162514375924,6.606250657145483,5.829166666666667,5.903750000000001,5.932207899534275,5.91504224979953,5.6441192859890865,5.191650947977655,10.932812499999999,10.798333333333328,10.436016523943263,10.779882217887826,11.960156179254419,10.149478703009297,12.56625,11.816666666666672,11.872085532436511,12.304096978533856,12.511280003751118,11.726409548421303,6.41125,6.085,6.052362480684495,5.854198626147321,6.756750903632946,5.497583904459741,6.955907738095238,6.430476190476193,6.4156552545403365,6.767266576350462,6.175575734078217,6.114241371979881,5.813750000000001,5.269642857142859,5.27083720846897,5.946408552945981,6.144340499642101,5.6403924009449256
2002-05-31,PREMON,4.5,8.898181818181818,8.978,6.4625,12.776666666666666,14.0,7.396666666666666,8.27,7.580000000000001,3.43375,3.0075000000000003,3.478066040991415,3.4926567940621798,4.543650720261139,3.5547467629808853,7.318519813519814,7.06390442890443,7.435030769602298,6.844983314508818,8.381784508753016,7.858110351553868,7.112666666666667,6.821166666666667,7.515492811608693,6.724933439044064,8.249005495127129,7.32155993308592,6.303020833333333,5.855625000000002,6.144324739720565,6.12610481109525,6.503149582876147,5.833447138492836,11.068125,11.018333333333327,11.372276581032624,10.94647116844598,12.05156713268845,11.249727227362802,13.07625,12.326666666666672,12.723251319461907,12.943556896179969,12.601240420932319,11.8709782364639,6.682499999999999,6.227499999999999,6.5900841550773634,6.30349506454751,6.189592979588168,5.218683331701037,7.368482142857143,6.742261904761907,7.157393152724202,7.826413662046871,6.899661936686297,6.30762600359246,6.554583333333334,5.420000000000003,6.194502325081382,6.444277199731373,6.931739823274134,6.210856201505161
2002-08-31,MONSOON,3.97,7.56923076923077,5.8133333333333335,5.6933333333333325,10.482499999999998,13.346666666666666,6.88,7.2325,7.051666666666668,3.8025,3.2575,3.6748396245948487,3.572271605181779,2.9015010114684117,3.089335752772106,7.492853146853147,7.258519813519815,7.488710769453687,6.999125208939946,6.575576124547873,6.861252757186802,7.6883333333333335,6.967,6.83462902029855,6.626208256166645,6.038124921658054,6.222299017981532,6.574895833333334,5.802708333333335,5.963928177165672,6.081651758927501,5.645492655323661,6.043081288604225,11.567708333333334,10.847291666666662,11.016365948619573,11.09182492888555,10.645803316906472,11.327233813440508,13.760416666666668,12.805833333333338,12.97261745834381,13.214762168075694,12.95905374406869,12.717507296442397,7.0616666666666665,6.594999999999999,6.706050493046418,6.430752684929371,5.893059283933279,6.259554368642254,7.894910714285714,7.169553571428574,7.187435891634522,7.8079018890995835,6.004380094319426,6.418789000048067,6.913333333333333,6.207500000000003,6.537368061715497,6.79935025083012,4.635224735404874,5.143089875324181
2002-11-30,POMKH,3.81,6.628000000000001,7.652000000000001,7.94,11.513333333333335,13.95,6.816666666666666,8.127142857142857,7.161666666666666,4.0575,3.61,3.728903774756909,3.6125299446750354,3.3899354622674682,3.234656555562446,7.573351252913753,7.378519813519814,7.144426461672213,6.960690782574508,6.6249767549234075,6.5895936004784925,8.104416666666665,7.258333333333332,7.16157741217913,6.845004252873813,6.54673075787034,6.039293909327162,6.295729166666666,6.8033333333333355,6.754356906299403,6.639509162255881,6.075032736584639,5.926526512731593,11.87625,11.28895833333333,11.215152902505078,11.247652129459226,11.370789329918628,10.363938544062636,14.219166666666666,13.34666666666667,13.363570475006286,13.58575631267738,13.50481062029033,12.967669929523241,7.4070833333333335,6.769999999999998,6.7502969624945175,6.494088371930215,6.370423246275007,6.108740215069733,8.317723214285714,7.5674107142857165,7.563318677837856,8.28293640378495,6.746472145473639,6.724147167807058,6.908125,6.901666666666669,6.787087503695965,7.136079843131029,6.052902014902779,6.627427070693813
2003-02-28,POMRB,3.7,7.333333333333332,10.03,5.29,12.613333333333335,15.4,8.32,9.26,5.906666666666666,4.311666666666667,3.995,3.717342264854145,3.6255252875547583,3.700741996443865,3.3502156913346406,7.750505036630037,7.607186480186481,7.21998921033666,7.053273009952775,7.117463171218436,6.856868737623964,8.158902777777778,8.118333333333332,8.308946447307477,7.4201696526787595,7.347972305999814,7.711868670617932,6.178784722222223,6.346458333333336,6.168614143779642,6.359671432499367,6.961287293738779,6.59752386209618,12.100416666666668,11.84645833333333,11.774425074836381,11.414741405614878,12.596427406274023,11.238618270284098,14.290486111111111,14.174166666666668,14.178142285003771,14.27487182808755,13.931788555547117,13.358258210672675,7.390416666666667,7.353333333333331,7.378178177496711,7.030254770908891,7.393814534055251,5.9729163732477035,8.17688988095238,8.222410714285717,8.241991206702714,9.22327116523977,6.995282101010529,7.006604870395406,6.751680555555556,6.9250000000000025,6.434919168884245,7.172866335163294,7.27715972209614,6.730552957538434
2003-05-31,PREMON,5.0,8.6275,8.866666666666664,6.0566666666666675,13.015,14.36,7.826666666666665,9.0325,7.445,4.703333333333333,4.12,4.230405358912487,3.9661948464746972,5.223736918467958,4.2270330313616835,8.573688492063493,7.539516025641026,7.782993526201995,7.3581144990620055,9.138635728906786,8.740906019446097,8.169430555555554,8.090499999999997,8.532034535051151,7.7141029248835595,9.571952315235185,9.634333290692446,5.770590277777777,6.245000000000003,6.123835152934452,6.352007637009338,6.870845601986174,6.161786788331933,12.328680555555557,11.906041666666665,12.27065504490183,11.586500885120177,13.027029261160845,12.812886473133746,14.268541666666666,14.264166666666668,14.250885371002262,14.469468388293562,14.853460423228915,14.170083522766893,7.280972222222222,7.460833333333331,7.557573573164693,7.222633702483088,7.403389773155706,7.602568917182389,7.9436011904761905,8.413035714285716,8.558194724021629,9.596530443251506,7.950603493662106,7.740864225630766,6.4580972222222215,6.891250000000002,6.838951501330547,7.480286280825856,8.176471471572082,7.291897035664461
2003-08-31,MONSOON,5.503333333333334,9.257142857142858,6.360555555555557,5.16361111111111,12.0375,13.557222222222224,6.316666666666666,5.343333333333334,5.935111111111111,5.302083333333334,4.503333333333334,4.739576548680826,4.417406022208051,3.9345503784977964,3.9051600540129288,9.340466269841269,7.961494047619048,8.37265325857834,7.721411973818338,6.959263552704582,7.339483119325249,7.906149305555555,8.227305555555553,7.663442943252914,7.550281705663496,7.026877861540441,6.159599573863938,5.507517361111111,6.112569444444447,5.739745536205115,6.111302495264469,5.779636372338531,6.126755126157941,12.394652777777779,12.294791666666665,12.177393026941097,11.749692402143076,11.464383430855142,11.771273863624328,14.146788194444444,14.316805555555558,13.973420111490247,14.376406463781505,14.497486554834687,14.245596990830059,7.0240277777777775,7.319999999999998,7.061210810565482,6.853386640718385,6.840364491146112,6.86953858897251,7.870208333333333,7.940744047619049,7.272250167746311,7.545631039328711,7.01827334038725,7.81650291334822,6.3941875,6.612111111111112,6.477415345242772,7.4385385398936075,6.069835297542056,6.139855448508438
2003-11-30,POMKH,5.41,11.525555555555556,7.189,5.204166666666667,11.784444444444444,13.563888888888886,6.504444444444445,8.15,5.929555555555555,6.058333333333334,4.903333333333334,5.007745929208495,4.812527923464936,4.297363569585423,4.126967063580734,9.588612103174604,9.185882936507937,9.633814177369226,8.422082703623198,7.482312622090168,7.4468371009346175,7.835524305555555,8.111555555555553,7.473665765951749,7.548224519806386,7.432605007407869,7.344115238713158,5.597282986111111,5.428611111111113,5.5255139883897355,5.941872208950846,6.008734908749192,5.805783886536826,12.505460069444444,12.362569444444443,12.020213593942437,11.91115417045744,12.346100582333536,11.651698109470377,14.114131944444445,14.220277777777778,13.809607622449702,14.31123207538386,14.654951466007738,13.971889480759966,6.631788194444444,7.241944444444441,6.838504264117067,6.670932599055479,6.804110045779066,5.585134916793194,7.555729166666666,7.946458333333334,7.623350100647787,7.915712283731719,7.387487546339843,7.51294649363125,6.472447916666667,6.304083333333334,6.258271429367886,7.35935374662429,6.781276403894961,6.289245699515344
2004-02-29,POMRB,6.8900000000000015,8.57,8.38675,5.9212500000000015,12.87,14.812083333333335,6.576666666666667,8.65,6.6275,6.673333333333334,5.7008333333333345,5.760647557525098,5.556755006421868,4.601267141025778,4.34979906024505,9.469854619772589,9.495049603174603,9.208288506421535,8.480674646457906,9.442064462710707,9.197699155082118,8.063743055555555,7.700743055555552,7.838899459571049,7.743253321256775,7.919552644192462,7.896420257813213,5.599288194444445,5.586423611111114,5.683808393033842,6.003771841799237,6.088974592821045,5.60529276389849,12.419322916666665,12.426736111111108,12.360128156365462,12.083731636134242,13.42186480011317,11.994020211252028,14.419965277777779,14.073298611111111,14.210597906803155,14.627127438855275,14.77309942229,13.809662695001963,6.543715277777777,6.8061111111111074,6.733769225136907,6.574016542573358,7.573891622334518,6.070889606665266,7.720833333333334,7.793958333333334,8.034010060388672,8.435686221079777,7.55689937501451,7.860669117732484,6.542513888888888,6.4842916666666675,6.4059628576207315,7.391242364886576,7.0970384177128905,6.46061553932105
2004-05-31,PREMON,7.8599999999999985,9.376,9.944916666666666,6.143541666666668,13.644791666666665,14.686666666666666,6.432083333333333,7.126666666666668,7.350250000000001,7.622916666666667,6.415833333333334,6.600388534515059,6.507771152259594,6.510521929877028,5.726442853397414,8.757245945894383,9.682174603174603,9.275373103852921,8.67129970638837,11.068137500540129,10.644444347962775,8.198361111111112,7.970305555555552,8.681306342409297,8.163695238648417,9.627466985931736,9.376446690383744,5.684809027777779,5.608142361111113,5.867701702486972,6.108573422401581,6.452504723902146,5.71058665988333,12.152100694444442,12.584184027777773,12.873993560485943,12.264562138358952,13.731416035259452,13.34803473698813,14.928576388888889,14.154965277777777,14.40102541074856,14.818475581399033,14.979787127105253,14.208239269090287,6.5486458333333335,6.457465277777774,6.613094868415478,6.462385697370297,6.929505657875109,5.71366691581125,7.697500000000001,7.317500000000001,7.67107270289987,7.824600481743717,8.3617346813765,7.893404349160562,6.718798611111111,6.460604166666668,6.783677714572439,7.541273258647181,8.218602135073898,7.42477214601401
