Date,Season,Bhadravati,Shikaripur,Hosanagara,Sorab,Tirthahalli,Shimoga,Sagar,Bhadravati_Trend,Bhadravati_SMA,Bhadravati_EWMA,Bhadravati_DES,Bhadravati_TES,Bhadravati_ARIMA,Shikaripur_Trend,Shikaripur_SMA,Shikaripur_EWMA,Shikaripur_DES,Shikaripur_TES,Shikaripur_ARIMA,Hosanagara_Trend,Hosanagara_SMA,Hosanagara_EWMA,Hosanagara_DES,Hosanagara_TES,Hosanagara_ARIMA,Sorab_Trend,Sorab_SMA,Sorab_EWMA,Sorab_DES,Sorab_TES,Sorab_ARIMA,Tirthahalli_Trend,Tirthahalli_SMA,Tirthahalli_EWMA,Tirthahalli_DES,Tirthahalli_TES,Tirthahalli_ARIMA,Shimoga_Trend,Shimoga_SMA,Shimoga_EWMA,Shimoga_DES,Shimoga_TES,Shimoga_ARIMA,Sagar_Trend,Sagar_SMA,Sagar_EWMA,Sagar_DES,Sagar_TES,Sagar_ARIMA
1999-05-31,PREMON,6.378888888888889,9.273541666666668,9.0,14.13,11.693333333333333,4.695,7.885,4.6764930555555555,5.128645833333336,5.502834351618276,4.5956018084768,6.328344409005822,5.953185932921116,5.305885416666668,5.748468750000001,6.8613692643214,6.11203578690276,8.638160901603445,9.328771542113394,6.633333333333333,6.445000000000001,7.498060075053056,7.87788795272582,10.57057085384061,10.02801525765487,9.116999999999999,9.161250000000003,10.953010720382977,11.109779873353608,12.87500337151888,13.509622819143534,7.839166666666666,8.098333333333333,9.318488149923157,8.959901308178159,10.576415227591111,11.19762587719042,3.2792708333333334,3.745833333333332,4.2767259932672,5.3249139203824765,8.056901016222065,8.1165360649424,4.883506944444444,5.332499999999999,6.192818631946922,7.156419594739378,8.545872572391538,8.658946640493586
1999-08-31,MONSOON,3.2944444444444443,2.5699999999999994,4.325,5.1080000000000005,4.866666666666666,1.225,1.95125,4.45046875,4.800381944444448,4.6194783887487425,4.336465629907697,4.058797611031378,4.857196776740924,5.29484375,5.390468750000001,5.14482155859284,5.812934344048073,3.930328639040935,4.292013632899162,6.943125,6.426250000000001,6.228836045031834,7.617663564715694,4.74551011796965,4.982799438414324,8.932375,9.173250000000003,8.615006432229785,9.025343304657534,6.741759573501521,5.926323883250394,7.546666666666667,8.098333333333333,7.537759556620561,7.986904729295076,5.377102600054066,5.255942655825947,2.863541666666667,3.4333333333333322,3.0560355959603203,2.7868942481717833,1.4355462298565642,0.8818433560590981,4.6850000000000005,5.041562499999998,4.496191179168154,4.959228830364643,2.3083249350215214,2.5624791435240404
1999-11-30,POMKH,3.3433333333333333,2.74,6.673333333333333,6.55,4.993333333333333,1.4875,3.194444444444444,4.259722222222222,4.55260416666667,4.109020366582579,4.10587770481968,4.393907132070918,4.128917374171806,5.461276041666667,5.221302083333335,4.182892935155704,5.534994462752355,3.373558186906152,3.1415793090402735,7.169166666666666,6.840416666666668,6.4066349603524335,7.495810416767764,6.443434151509799,5.529731576157315,8.560666666666668,9.060750000000002,7.789003859337871,7.92259563349753,7.304248476132856,7.213209283508251,7.477916666666667,7.579999999999999,6.51998906730567,7.094586141392725,7.095023587053984,7.065274481666747,2.81525,3.1252083333333323,2.4286213575761924,1.611550583754921,1.4276895324235634,1.682618884691489,4.8404236111111105,4.725451388888886,3.9754924852786697,3.945762183615499,3.5970227909827193,3.7710525778587236
2000-02-29,POMRB,4.376666666666667,6.8900000000000015,8.185,9.428,8.5,3.0,5.5475,4.097083333333333,4.348333333333336,4.216078886616214,4.035338315913273,5.428867009715354,5.242473386398263,5.864666666666668,5.368385416666667,5.265735761093422,5.5606568810520685,5.618659002869418,5.879370324275163,7.464375,7.045833333333335,7.11798097621146,7.463890263986071,8.049053544894061,7.9273512964512225,8.29175,8.804000000000002,8.444602315602722,8.491381773082223,9.358310923738287,9.838243240278768,7.43375,7.513333333333332,7.311993440383402,7.531472056389481,8.075546362225808,8.084831612072366,2.9820624999999996,2.601874999999999,2.6571728145457154,2.2233156707168864,3.5363601478006172,3.206335261007701,5.14223611111111,4.644548611111108,4.604295491167202,4.635043049173111,5.279718440086224,5.107870988720735
2000-05-31,PREMON,5.67,10.016666666666667,9.986666666666666,12.183333333333332,11.410000000000002,6.401999999999999,9.451999999999998,4.069045138888889,4.171111111111115,4.797647331969729,4.153563735636744,5.9806693644988,5.766316085493055,6.228666666666667,5.554166666666667,7.16610812332272,5.812942394680559,8.609454571340386,9.542044962227056,7.589583333333334,7.292500000000002,8.265455252393544,7.5370471893244035,10.593872225998876,9.84859222660293,8.325541666666666,8.317333333333334,9.940094722694965,10.450401689479783,12.477256050671894,13.341344417417863,7.632083333333333,7.442499999999999,8.951196064230043,9.003482747584329,10.200716762292068,11.250075284705094,3.0018124999999998,3.028624999999998,4.155103688727429,6.383521343610961,6.12090646260531,5.242516848149733,5.627618055555555,5.036298611111107,6.543377294700321,7.916280235880734,8.017592246367904,8.192600841383648
2000-08-31,MONSOON,2.7022222222222214,5.0539999999999985,5.7,4.903333333333333,4.796666666666667,0.8525,2.79875,4.224076388888888,4.023055555555559,3.9594772880707256,3.880193781888536,3.6661013610290683,4.260317876633321,6.273416666666667,6.175166666666667,6.3212648739936315,5.711999232596288,4.155811824441036,4.159630890443477,7.493541666666666,7.636250000000003,7.239273151436127,7.372444455266463,4.7688114958308825,4.819768803258282,8.284273809523809,8.266166666666667,7.925390166950312,8.275246100418032,5.710054324164605,4.868074246784335,7.853333333333335,7.424999999999999,7.289384305204693,7.904893030180713,5.033812533607861,5.029167917625625,3.1625,2.935499999999998,2.8340622132364577,3.809101187360367,1.2691099700742479,2.611115290799119,6.270625,5.248173611111106,5.045526376820193,6.06051942081863,2.8508717073562853,3.281127319984879
2000-11-30,POMKH,3.71125,3.168,6.3000000000000025,7.025,6.650000000000001,2.018,6.23,4.420340277777777,4.115034722222226,3.8601863728424353,3.763584901460563,3.9759806507382214,3.742760499265886,6.011333333333333,6.282166666666667,5.059958924396179,5.481959989718537,4.342845459883308,3.9927176656301056,7.522708333333334,7.54291666666667,6.863563890861677,7.246931381008757,6.466735537372845,6.200861473504186,8.200505952380952,8.384916666666667,7.565234100170188,7.53464382952017,6.611042237626613,6.498598765561336,7.880000000000002,7.8391666666666655,7.033630583122816,7.52907951211971,6.847623533576886,6.213196517037401,3.06975,3.0681249999999975,2.5076373279418744,2.734748449309199,1.2593126839996898,1.7256596299875477,6.636715277777778,6.0070624999999955,5.519315826092116,6.482065097211049,4.295420871580891,4.1459275950108205
2001-02-28,POMRB,5.2490000000000006,6.82,7.789999999999999,8.622857142857143,8.613333333333335,3.755,7.6560000000000015,4.618065972222222,4.333118055555559,4.415711823705461,3.8691443416131994,5.106768041656718,5.1457068099300205,5.91375,6.264666666666667,5.763975354637708,5.518672316321318,6.409682523038315,6.253587663048609,7.5775,7.4441666666666695,7.234138334517006,7.210005200212579,8.072354928409101,8.148715838061873,8.50904761904762,8.183630952380952,7.98828331724497,7.801239796713344,9.143240366615629,9.596395762453763,8.0075,7.8675,7.665511683207024,7.88683922399041,8.496231276814603,8.917104198474751,3.2410625,3.2568749999999973,3.0065823967651246,3.444017325125104,3.444745127723537,4.137813147063388,6.940232638888889,6.534187499999996,6.3739894956552705,7.611549565224446,7.172558871331297,6.979979070961881
2001-05-31,PREMON,6.3677777777777775,7.99,10.615,12.318333333333333,11.51,4.905,10.272222222222222,4.691746527777777,4.507562500000004,5.196538205334388,4.133160805339963,5.804788851339757,5.9675326948935385,6.521625,5.758000000000001,6.654385212782625,5.641823932317209,9.116914644486712,9.60659544081274,7.687083333333333,7.601250000000004,8.586483000710203,7.335503771231432,10.617173607037635,10.089214958319818,9.056339285714285,8.217380952380953,9.720303323680316,10.036536738449993,12.020674523978542,12.73458683728551,8.267083333333336,7.892499999999998,9.203307009924213,9.272053370533229,10.513560408793541,11.32607952846184,3.9603750000000004,2.8826249999999978,3.765949438059075,4.955949404666198,6.459146505880849,4.95708439963788,7.184222222222223,6.739243055555551,7.933282586282051,10.117257978033262,10.020649009376204,9.833156200379559
2001-08-31,MONSOON,3.58625,6.3,5.51,7.236666666666667,5.716666666666668,3.72,4.406666666666667,4.6214375,4.728569444444449,4.552422923200633,4.018958966188727,3.5972823310360402,4.151452356285281,7.1899999999999995,6.0695000000000014,6.512631127669575,5.6459953542683285,3.8287003704701608,3.5461600333483823,7.907916666666667,7.5537500000000035,7.355889800426121,7.1764457405318005,4.79211288045135,5.305089211530997,9.650773809523812,8.800714285714285,8.726848660874856,9.186778426764507,5.495601479050886,4.71353785544285,8.491666666666667,8.122499999999999,7.808650872621195,8.38729184042098,5.271975161342996,5.029691755774331,4.740937500000001,3.599499999999998,3.7475696628354447,4.714870902623002,0.9105918032537581,1.1120339100670629,7.297166666666668,7.141222222222218,6.522636218435897,8.042286837770472,4.249421634695573,3.729899257466914
2001-11-30,POMKH,3.4166666666666665,6.785,7.366666666666667,9.070000000000002,7.8066666666666675,4.905000000000001,6.5740000000000025,4.515479166666666,4.654923611111116,4.098120420587047,3.890730051673925,4.024150163506171,3.977796438662194,7.63,6.973750000000002,6.621578676601745,5.687385013574511,4.5338114974968144,4.309663008956926,8.000416666666666,7.820416666666668,7.36020054692234,7.126506337077859,6.490036920730585,6.035280483047754,9.916250000000002,9.311964285714286,8.864109196524915,9.312233277523847,7.439373997217094,7.3641571594767825,8.640833333333333,8.411666666666665,7.8078571902393845,8.281980877570206,7.325024257858479,6.7691576181556385,5.6087500000000015,4.321249999999998,4.210541797701268,5.331709019999316,2.1143799032698984,3.1080541210012584,7.467904761904763,7.2272222222222195,6.543181731061539,7.490653526119022,5.8009710780590655,5.622194486680714
2002-02-28,POMRB,4.981111111111111,8.55,8.49,11.333333333333336,9.253333333333334,7.1125000000000025,8.215555555555559,4.5333194444444445,4.587951388888893,4.451316696796672,3.9843340917739525,5.11290884235344,5.05448165902404,7.86875,7.406250000000002,7.392947205961047,5.856905373044095,7.728954557570564,7.722564336801193,8.197083333333333,7.995416666666669,7.812120328153405,7.14332936608153,8.095656317943364,7.95810195884159,9.848869047619049,9.989583333333334,9.851798851248283,10.543878727064657,10.469542843346456,10.601637642275058,8.974166666666667,8.571666666666664,8.386047647476964,8.686555525792082,9.211967853394619,9.267636037099917,5.865937500000002,5.160624999999999,5.371325078620762,7.584053450744718,4.804117699339723,4.936210094849598,7.64374007936508,7.367111111111108,7.212131260859147,8.000754079280343,8.084479947413124,7.408683826220822
2002-05-31,PREMON,5.787999999999999,9.78,10.655,11.731666666666667,12.063333333333333,8.49,11.078571428571427,4.714673611111111,4.443006944444448,4.985990018078003,4.191160908740373,5.777270632119309,5.924351709012308,7.959687499999999,7.853750000000002,8.347768323576627,6.115116575943124,10.571452945562733,10.010789411487222,8.249166666666667,8.005416666666669,8.949272196892043,7.284643809285792,10.64047500057783,10.266683407018727,9.766785714285716,9.842916666666667,10.603745977415636,11.689338699257036,13.913506111967864,14.331117958331273,9.211666666666666,8.709999999999997,9.856961921819511,10.066625096949487,11.202723091510823,11.632033852024259,5.4041250000000005,6.056874999999998,6.6187950471724575,10.074539842963128,8.002996568669495,7.735967389557223,7.682031746031747,7.568698412698409,8.758707327944059,10.191693980662366,10.7524879536456,10.287522631648415
2002-08-31,MONSOON,4.30875,6.419999999999999,7.043333333333334,7.284285714285715,7.83,2.1925,5.007,4.742576388888889,4.6236319444444485,4.715094010846801,4.194150075458267,3.501849450901159,3.86061123469887,7.990625,7.883750000000002,7.576660994145976,6.131380917240044,5.3937172769478074,4.68552823913988,8.029583333333333,8.388750000000003,8.186896651468558,7.224304279888803,4.815414274090415,5.217968059003156,9.583154761904762,9.85482142857143,9.275961872163668,10.16720167689072,6.373598059007808,5.8639576744876685,9.138749999999998,9.23833333333333,9.046177153091707,9.714161623024138,5.913479037715541,5.571855110913556,4.882687499999999,5.674999999999998,4.848277028303475,5.8013263629016,4.014313369332768,3.485105390198676,7.642962301587302,7.718781746031743,7.2580243967664355,7.987857951080205,5.019340260639422,4.406688433295095
2002-11-30,POMKH,4.145,7.3925,6.25,8.365714285714287,7.593333333333334,2.738,6.28,4.65625,4.805715277777781,4.4870564065080805,4.176127927919831,4.02907665945259,4.079963489545138,7.96875,8.035625000000003,7.502996596487586,6.217622974821478,5.622936670897541,4.7461720771066345,8.032083333333333,8.109583333333337,7.412137990881135,7.1225279341707175,6.513338323308753,6.535996996498627,10.150267857142858,9.678750000000003,8.911862837583914,9.367788289955445,7.977504966034975,8.089581932229136,8.973541666666666,9.184999999999997,8.465039625188357,9.227340925496035,8.48295285957225,8.048793928788188,4.298375,5.133249999999998,4.004166216982084,3.501014412382808,3.8409439341991924,3.2498606915881734,7.727540178571428,7.645281746031743,6.866814638059862,6.975070144592875,6.484220381565265,6.241390534380367
2003-02-28,POMRB,4.476,8.19,7.85,10.56857142857143,8.883333333333333,5.1080000000000005,8.197000000000001,4.55759375,4.679437500000003,4.482633843904848,4.2050756459689085,5.206759768538357,5.242134123178548,8.171874999999998,7.945625000000002,7.777797957892552,6.360763433511124,8.659464673528367,8.055219124111908,7.984166666666667,7.9495833333333366,7.587282794528681,7.114212925983872,8.118957713773128,8.2241018875382,11.070565476190476,9.487559523809526,9.574546273978921,9.838342096474227,10.499164502938932,10.703007367220254,8.654226190476189,9.092499999999998,8.632357108446348,9.206589351603526,9.888758123977762,9.16567545093536,4.247020833333334,4.632124999999997,4.445699730189251,4.09476336986925,5.2708221016769,4.751370843330539,7.925506944444445,7.640642857142852,7.398888782835917,7.410166549513237,8.268290095531134,7.467052658583199
2003-05-31,PREMON,5.6025,9.965,11.315,17.03333333333333,11.111666666666665,5.819999999999999,11.77375,4.588318181818182,4.633062500000003,4.930580306342909,4.389130995137151,5.79768763835212,5.731288302610368,8.0140625,7.991875000000002,8.65267877473553,6.630868866028062,11.07695551026672,9.836964234781297,7.869375,8.114583333333336,9.078369676717209,7.303435453319805,10.663776392480967,10.306316577431655,11.478482142857143,10.812976190476192,12.558061097720685,13.768273305535342,13.617994148428236,13.677077906732013,8.369880952380953,8.85458333333333,9.624080931734474,9.970084955186216,11.512223269839257,11.613900815902664,4.373208333333334,3.9646249999999967,4.99541983811355,5.262741526410828,7.338541159841548,6.207934286391763,7.902131944444445,7.814437499999995,9.148833269701552,10.104601183554148,10.832875816736495,10.463562408727352
2003-08-31,MONSOON,3.7050000000000014,7.8599999999999985,6.0,9.345,6.227142857142858,4.451666666666667,5.895555555555558,4.8995946969696975,4.4821250000000035,4.440348183805746,4.309156823297341,3.4970043900889545,3.846823420142137,7.441875,8.351875000000001,8.335607264841318,6.747331898997441,5.793667776062307,4.99891126324073,7.859999999999999,7.8537500000000025,7.847021806030326,7.194182157423223,4.8387156697627365,5.855322584748741,11.879821428571429,11.328154761904763,11.27283665863241,12.798354453065198,8.368957972707648,7.871876570840457,8.290059523809523,8.453869047619046,8.265305701897827,8.885006604706161,5.780470243798683,6.078426021656405,4.0880833333333335,4.5294166666666635,4.777918569534797,4.8699671246351635,2.250106733767563,3.124284777436036,7.6166736111111115,8.036576388888886,7.847522184043154,8.432328155392176,5.413926917018939,4.984513824366465
2003-11-30,POMKH,4.994545454545454,4.69,6.375,9.568333333333333,6.921428571428571,1.4883333333333333,5.204444444444444,5.126524621212122,4.694511363636367,4.66202709210163,4.406632436854204,3.950625266826095,3.8821060948522774,7.074375,7.676250000000001,6.877364358904791,6.633186499840018,6.3654097785005455,5.66967787363992,7.596874999999999,7.885000000000002,7.258213083618196,7.10903630128347,6.536639712666744,6.168657074040608,11.772083333333333,11.628809523809526,10.591035328512781,11.819963689036934,9.999613801659764,9.927670453876967,8.205684523809524,8.285892857142855,7.7277548497101245,8.15540979121786,7.83421445486344,7.214033435218985,4.001458333333333,4.216999999999997,3.4620844750542115,2.5133685640574557,3.426855843871827,4.788107595388219,7.272315972222222,7.767687499999997,6.79029108820367,6.672291443884083,7.131257880123693,6.830866047310859
2004-02-29,POMRB,6.116666666666667,6.315,7.65,12.576666666666664,8.916666666666668,4.076666666666667,6.988888888888887,4.796746212121213,5.104678030303034,5.243882921927645,4.656456534915281,5.24222531857393,5.371352636209184,6.630416666666667,7.207500000000001,6.652418615342874,6.634571049247373,8.267394498612186,7.022058650849631,7.348125,7.835000000000001,7.414927850170918,7.09848537518657,8.142259103733155,7.982690077967736,11.081666666666667,12.130833333333335,11.385287863774334,12.426355359730273,12.185863977562477,12.170484170533317,8.014642857142857,8.29422619047619,8.203319576492742,8.239087656489222,9.231891277672396,8.768642593225875,3.644077380952381,3.959166666666664,3.707917351699194,3.180969270771944,4.814697810564635,4.912971700482638,6.878027777777778,7.4656597222222185,6.8697302084777565,6.47384183301768,8.034968389370855,7.067766061498425
2004-05-31,PREMON,5.777272727272727,8.9,9.41,14.163333333333336,10.403333333333332,6.158333333333334,10.227,4.00230303030303,5.148371212121216,5.457238844065678,4.853336614842317,6.030505658319191,6.2036645917884075,6.378333333333334,6.941250000000001,7.551451169205725,6.820724848692592,10.196507627192306,9.125105604562558,7.41875,7.358750000000001,8.212956710102551,7.18917698181164,10.687077781119113,10.58680943030479,10.263958333333335,11.413333333333336,12.496506051597935,13.674721448213884,15.436237846620704,15.694358265443922,7.969464285714286,8.117142857142856,9.083325079228977,8.880044996826337,11.097528801027323,11.406005513363617,3.349791666666667,4.0437499999999975,4.68808374435285,5.700927332569249,6.415258023395477,6.2123833457161055,6.768333333333333,7.078972222222218,8.212638125086654,8.448950500869755,10.101372126840609,10.019672836514214
