Date,Season,Bhadravati,Shikaripur,Hosanagara,Sorab,Tirthahalli,Shimoga,Sagar,Bhadravati_Trend,Bhadravati_SMA,Bhadravati_EWMA,Bhadravati_DES,Bhadravati_TES,Bhadravati_ARIMA,Shikaripur_Trend,Shikaripur_SMA,Shikaripur_EWMA,Shikaripur_DES,Shikaripur_TES,Shikaripur_ARIMA,Hosanagara_Trend,Hosanagara_SMA,Hosanagara_EWMA,Hosanagara_DES,Hosanagara_TES,Hosanagara_ARIMA,Sorab_Trend,Sorab_SMA,Sorab_EWMA,Sorab_DES,Sorab_TES,Sorab_ARIMA,Tirthahalli_Trend,Tirthahalli_SMA,Tirthahalli_EWMA,Tirthahalli_DES,Tirthahalli_TES,Tirthahalli_ARIMA,Shimoga_Trend,Shimoga_SMA,Shimoga_EWMA,Shimoga_DES,Shimoga_TES,Shimoga_ARIMA,Sagar_Trend,Sagar_SMA,Sagar_EWMA,Sagar_DES,Sagar_TES,Sagar_ARIMA
1996-02-29,POMRB,6.684444444444447,7.638000000000001,9.625,11.621666666666668,11.04,7.065,6.775,,,6.684444444444447,6.2499618444230745,5.7793714168434684,0.0,,,7.638000000000001,6.965043263735336,7.534590643393145,0.0,,,9.625,9.261432974556103,7.9558480163468746,0.0,,,11.621666666666668,17.292875970492787,11.641426408088481,0.0,,,11.04,8.390185796690107,10.47710871217885,0.0,,,7.065,13.581736506872272,6.567089377479256,0.0,,,6.775,12.170758163917474,6.77470666548035,0.0
1996-05-31,PREMON,6.5524999999999975,10.075,11.84,15.045000000000002,13.95,11.656666666666665,10.0775,,,6.631666666666668,6.153647286823385,6.572360411176697,6.684438015156019,,,8.6128,7.1541808422967685,10.140747795300674,3.2928413154251603,,,10.511,9.381023069348604,10.500666706528019,-1.0707405697653254e-08,,,12.991000000000001,20.291876978708235,14.723760986593705,1.0835934181554504e-05,,,12.204,9.050484180590978,12.650853097636348,11.039949648426955,,,8.901666666666666,17.748952250151564,9.902216661479521,7.064977613774062,,,8.096,15.334552588971931,9.375876262280999,6.774972008063728
1996-08-31,MONSOON,4.425555555555556,6.388,6.54,8.375,6.036666666666666,2.71,2.4625,5.588125,,5.749222222222223,5.792739891989157,4.294606291472658,6.602510039260864,7.13325,,7.72288,7.0794662868337825,5.202010771027193,4.715649907756228,8.58875,,8.9226,9.202174647946647,4.675605987883115,-6.939584136321522e-08,11.014583333333334,,11.1446,18.03549581083053,8.20833909482235,2.093325737380209e-05,9.389583333333334,,9.737066666666667,7.295244616708542,7.515479576829704,12.896191975371949,5.758958333333333,,6.424999999999999,10.627462645232068,5.095781001812785,10.108746567508465,5.96125,,5.8426,11.463193589419252,3.834654530552992,8.88616898911508
1996-11-30,POMKH,4.9011111111111125,4.498,6.8100000000000005,9.158333333333333,7.4766666666666675,2.5966666666666667,4.60375,5.506979166666668,5.640902777777779,5.4099777777777796,5.527687755675067,4.7401785777507754,5.575334973663585,7.228625,7.14975,6.4329279999999995,6.872066524076027,5.483826787250783,4.486039985916791,8.400625,8.70375,8.077559999999998,9.04109430006922,6.3735300349495345,-5.1330880937914665e-08,11.038541666666665,11.05,10.350093333333334,15.627671712428917,9.50772294317699,1.973120150731482e-05,8.875833333333334,9.625833333333333,8.832906666666668,6.535416827072006,8.89362355127366,8.882724792197319,5.157916666666666,6.007083333333333,4.8936666666666655,5.469393769560866,4.459886123266108,5.0570968604329325,5.795,5.979687499999999,5.34706,8.862468596159228,4.60457944535447,4.973662815726296
1997-02-28,POMRB,6.262222222222222,7.506,8.705,11.338333333333333,9.15,5.08,6.627500000000001,5.543750000000001,5.535347222222223,5.750875555555556,5.473541330742336,5.924662382517497,6.121654950436167,6.90775,7.116750000000001,6.862156799999999,6.8836886864315865,7.6129139330784605,6.909936815330177,8.121875,8.473749999999999,8.328536,8.98954834559061,7.979149429556636,9.0202695970842,10.751041666666666,10.979166666666666,10.745389333333332,14.314257006180899,11.727490267083954,11.621670620964734,8.355,9.153333333333332,8.959744,6.6578638416409355,10.114400548681278,10.691963457027835,4.735,5.510833333333333,4.9681999999999995,4.409732320840464,6.084073067862477,6.252445050621052,5.6879687500000005,5.942812499999999,5.859236000000001,7.820953823902555,6.492595407018557,6.474517166211306
1997-05-31,PREMON,6.3255555555555585,10.97,11.255,15.52,11.73,8.833333333333334,8.895,5.473593750000002,5.478611111111113,5.980747555555557,5.447314837313706,6.648166205120131,6.213031445111504,6.351500000000001,7.340500000000001,8.50529408,7.145348903971318,10.149804687809894,9.179162432698572,7.796250000000001,8.3275,9.4991216,9.083822647614715,10.523968114153607,11.096103065925949,10.152291666666667,11.097916666666666,12.655233599999999,15.210800020682578,14.658634094796799,14.967754490619622,7.9816666666666665,8.598333333333333,10.0678464,7.827497532071265,11.752259976417982,12.860471150463312,4.567291666666667,4.805,6.5142533333333335,7.212345309482029,9.248821150994797,9.945207802287587,5.58859375,5.647187499999998,7.0735416,8.367114751949385,9.16256027762766,9.701487544546183
1997-08-31,MONSOON,4.946666666666667,2.926,4.895,5.6000000000000005,4.09,2.15,2.7887500000000003,5.134131944444445,5.608888888888892,5.567115200000001,5.253430351907878,4.33333986277052,4.952392525913068,5.85175,6.475000000000001,6.273576448,6.830900549087457,5.502837953574693,6.492763076903311,7.50375,7.91625,7.657472960000001,8.82087170052159,4.698907391907687,6.12909746939672,9.682625,10.404166666666667,9.83314016,10.996125446649708,8.364280992903751,8.460141387261817,7.720833333333333,8.111666666666666,7.676707840000001,6.350978100699852,6.153240899205293,5.7032145700679155,4.170520833333334,4.664999999999999,4.768552,3.921635793412466,2.8931933141097805,2.421328214613238,5.140625,5.728749999999998,5.35962496,5.367238916350303,3.126021286626804,2.300551319292146
1997-11-30,POMKH,3.818750000000001,3.51,5.85,7.1433333333333335,6.4366666666666665,1.815,3.4825000000000004,4.890243055555556,5.338298611111114,4.867769120000001,4.933139980543471,4.838264925556191,5.277141838377694,5.1189375,6.228000000000001,5.1681458688,6.5636585577587185,4.545430855591803,3.1017661416433437,7.074375,7.67625,6.934483776,8.615774197404548,6.3968314290980475,6.382133603575948,9.067020833333334,9.900416666666667,8.757217429333332,8.594544679289834,8.464058251620848,8.533743723387726,7.3583333333333325,7.851666666666667,7.180691370666667,5.967287016195999,7.326325067154599,6.994971190388872,3.5385416666666667,4.469583333333333,3.5871311999999995,2.0645814160543763,2.858619819152529,3.0143503651297334,4.6226562499999995,5.448437499999999,4.608774975999999,3.824935473222014,4.4248401199436795,4.760521379906454
1998-02-28,POMRB,4.628888888888889,4.496,7.325,9.596,8.103333333333332,2.6875,4.164999999999999,4.808125,4.9299652777777805,4.7722170275555555,4.7515439713954555,5.877847242871786,5.890022163883714,4.8968750000000005,5.4755,4.89928752128,6.372887459437534,6.658181745948767,6.888161769846468,6.755624999999999,7.331250000000001,7.090690265600001,8.497764073805552,8.002450817884199,8.652123374356124,8.601708333333333,9.464833333333333,9.092730457599998,8.171482788044736,10.286267289605643,10.594494156666387,7.22375,7.59,7.549748155733333,6.308882996580459,8.73211668975335,9.409732867182457,3.2462500000000003,3.8714583333333326,3.2272787199999993,1.9027459963261637,4.913774519666768,5.618711972621262,4.45328125,4.832812499999998,4.4312649855999995,3.3708280035168743,5.831681734125426,6.052689426526227
1998-05-31,PREMON,6.007777777777778,8.1175,9.2,12.3375,9.876666666666667,6.170000000000001,7.21375,4.830190972222223,4.850520833333336,5.266441327644445,4.77867031995244,6.406280183024526,5.723173141820601,5.019708333333333,4.7623750000000005,6.186572512768,6.445848571597625,8.518205014780532,8.867565305392342,6.589583333333334,6.817500000000001,7.93441415936,8.488759218702958,10.547269494173893,10.983042476831912,8.516291666666667,8.669208333333334,10.39063827456,9.461007910053299,13.094169517805257,14.217915179176728,7.399583333333332,7.126666666666666,8.480515560106667,7.323997464783997,10.48773501717589,11.778837160702658,3.4,3.205624999999999,4.404367232,5.349306698636352,7.8449478708109375,8.43770442080253,4.6161111111111115,4.412499999999999,5.5442589913599996,5.09451042230495,7.580916602383649,7.897047782375433
1998-08-31,MONSOON,4.6075,4.002,4.4,5.0600000000000005,4.866666666666666,2.475,3.115,4.965260416666667,4.76572916666667,5.0028647965866675,4.633061087577667,4.081685820828477,4.815105285895243,5.23375,5.031375000000001,5.3127435076608,6.227974439059107,3.469155527715996,3.77079326521974,6.4902083333333325,6.6937500000000005,6.520648495615999,8.212787582057242,4.722208759624811,5.245056132484224,8.60575,8.534208333333334,8.258382964736,7.158962272795237,6.137569935507137,5.543737357695958,7.561249999999999,7.320833333333332,7.034976002730667,6.4950685127811,4.6821191744915245,4.13530575401979,3.813854166666667,3.286874999999999,3.6326203392000003,4.2105140993574155,1.044220179295916,0.5318330695526701,4.951423611111111,4.494062499999998,4.572555394816,4.051496973684524,1.4934721784224498,1.5804753844585155
1998-11-30,POMKH,4.334444444444445,3.416666666666666,5.016666666666667,7.0,7.066666666666666,2.72,4.45888888888889,5.0822569444444445,4.894652777777781,4.735496655729778,4.47184823994001,4.575397736404679,4.607036538435133,5.603963541666666,5.008041666666667,4.554312771263146,5.975333386483056,3.535869430253179,3.8252026909829913,6.47,6.4854166666666675,5.919055764036266,7.9773406120644195,6.420132793746911,5.929559287688748,8.9371875,8.498375000000001,7.7550297788416,6.464408547163703,6.927701956917951,6.851130408345439,7.871250000000001,7.478333333333332,7.047652268305066,6.549350438401292,6.643890848593438,7.061741573640761,3.9302083333333337,3.513124999999999,3.2675722035200003,3.391308966157336,1.588446414309946,2.379166101434182,5.24859375,4.73815972222222,4.527088792445156,4.08694424462436,3.7933671628939694,4.3923086820830886
1999-02-28,POMRB,5.19375,6.301666666666668,7.363333333333332,10.454999999999998,8.766666666666667,5.093333333333333,5.871111111111111,4.964513888888889,5.035868055555559,4.918797993437867,4.446711784891158,5.710188239866193,5.657940913092347,5.56946875,5.459458333333334,5.253254329424555,5.935573561093234,5.95036445350586,6.060010680912821,6.435625,6.495,6.496766791755093,7.879455724706701,8.025752177461944,8.00422797483472,9.167250000000001,8.713125000000002,8.835017867304959,7.829214186418661,9.3200620185556,9.546024175172388,8.098333333333333,7.644166666666665,7.7352580276497065,7.235138658170327,8.510179764474405,9.06794014964004,3.5895833333333336,4.114583333333332,3.9978766554453333,4.833632433367277,4.029730539654522,4.38023695252409,5.18703125,5.1646874999999985,5.064697719911537,5.044644386422576,6.021932731095441,5.865703980254544
