Date,Season,Sagalee,Sagalee_Trend,Sagalee_SMA,Sagalee_EWMA,Sagalee_DES,Sagalee_TES,Sagalee_ARIMA
2002-05-31,PREMON,2.81,2.02625,2.0241666666666664,2.2106789266089697,1.9594931563985416,2.013666815888598,1.4222772032358657
2002-08-31,MONSOON,1.5533333333333337,2.134583333333333,2.0391666666666666,1.9477406892987152,1.9313409245837312,1.2470762314291681,1.9767500619576888
2002-11-30,POMKH,1.7799999999999998,2.2008333333333336,2.013333333333333,1.880644413579229,1.933189771295562,1.7379784569036807,1.5949894092147066
2003-02-28,POMRB,2.8800000000000003,2.1010416666666667,2.2558333333333334,2.2803866481475374,2.092673499979802,2.4525735495008965,2.134526352235462
2003-05-31,PREMON,2.37,2.02125,2.1458333333333335,2.3162319888885223,2.1730917885981524,2.0193614943172475,2.1417301526803065
2003-08-31,MONSOON,1.195,1.9429166666666668,2.0562500000000004,1.8677391933331133,2.0769735341619175,1.2527709072481303,1.6068240064749162
2003-11-30,POMKH,1.5,1.7333333333333334,1.9862500000000005,1.720643515999868,2.022113703577843,1.7436731305911404,1.5043647584794928
2004-02-29,POMRB,2.533333333333333,1.5760416666666668,1.8995833333333336,2.045719442933254,2.11500232518178,2.45826822151552,2.1810864079211956
2004-05-31,PREMON,1.04,1.63125,1.5670833333333338,1.6434316657599526,1.988269382324025,2.0250561642686815,2.051814793597851
2004-08-31,MONSOON,1.2666666666666668,1.7045833333333333,1.5850000000000004,1.4927256661226382,1.8948762724552688,1.258465569378635,0.9605366506820127
2004-11-30,POMKH,1.87,1.7962500000000001,1.6775000000000002,1.643635399673583,1.8896772250791143,1.7493677931079326,1.6459114805419652
2005-02-28,POMRB,2.75,1.8525,1.731666666666667,2.0861812398041497,2.0116176367234893,2.4639628861654392,2.4005936769235037
2005-05-31,PREMON,1.5566666666666666,1.861041666666667,1.8608333333333336,1.8743754105491566,1.9588433536511,2.0307508301539094,1.92203008198479
2005-08-31,MONSOON,1.2,1.8666666666666667,1.844166666666667,1.6046252463294939,1.8554958763597984,1.2641602382557715,1.2271180775349042
2005-11-30,POMKH,2.005,2.0083333333333333,1.877916666666667,1.7647751477976963,1.8700360000032041,1.7550624615613697,1.6085426369547213
2006-02-28,POMRB,2.66,2.3275,1.8554166666666667,2.122865088678618,1.979209866744314,2.469657555376001,2.5250583687475707
2006-05-31,PREMON,2.78,2.600625,2.16125,2.3857190532071706,2.103923402452858,2.0364454988041487,1.7996000099395415
2006-08-31,MONSOON,2.53,2.681875,2.49375,2.443431431924302,2.1889824412126826,1.2698549140356823,1.7731264173902688
2006-11-30,POMKH,2.86,2.511875,2.7074999999999996,2.610058859154581,2.3182825018417734,1.7607571450955208,2.164375568148202
2007-02-28,POMRB,2.455,2.195,2.6562499999999996,2.5480353154927484,2.383101149489159,2.475352243883112,2.8086679474135074
2007-05-31,PREMON,1.625,1.9125,2.3674999999999997,2.178821189295649,2.321146327369459,2.0421401860775736,1.809929972690011
2007-08-31,MONSOON,1.15,1.783125,2.0225,1.7672927135773893,2.186960257199811,1.275549594512861,1.410807650743657
2007-11-30,POMKH,1.98,1.8359375,1.8025000000000002,1.8523756281464336,2.1719668349495933,1.7664518174590045,1.7713294946714648
2008-02-29,POMRB,2.3,1.9006249999999998,1.7637500000000004,2.03142537688786,2.201810055489747,2.481046911060564,2.465649324077187
2008-05-31,PREMON,2.2025,1.884375,1.9081250000000005,2.099855226132716,2.2155569987644483,2.0478348523141054,1.7804483713529722
2008-08-31,MONSOON,1.09,1.90625,1.8931250000000004,1.6959131356796298,2.0681668534331163,1.2812442640975,1.6316621910738647
2008-11-30,POMKH,1.91,1.8646875,1.8756250000000003,1.7815478814077779,2.041306714645673,1.77214648665898,1.7271157829403285
2009-02-28,POMRB,2.545,1.80875,1.9368750000000003,2.0869287288446667,2.1067869837061615,2.4867415798173234,2.40377281830283
2009-05-31,PREMON,1.625,1.888125,1.7925000000000004,1.9021572373067999,2.0393512718627345,2.0535295224720755,1.9684498754920705
2009-08-31,MONSOON,1.22,2.091875,1.8250000000000006,1.6292943423840798,1.9167937938024704,1.2869389308406753,1.25218324524513
2009-11-30,POMKH,2.415,2.2842401960784313,1.9512500000000008,1.9435766054304477,1.9695832607722341,1.7778411541300039,1.863069474239654
2010-02-28,POMRB,3.67,2.3403553921568627,2.232500000000001,2.634145963258269,2.2044885958422507,2.4924362502119424,2.6371579944599257
2010-05-31,PREMON,2.0389215686274507,2.277230392156863,2.3359803921568636,2.3960562054059418,2.1994337052216824,2.0592241994205924,2.361469717491457
2010-08-31,MONSOON,1.255,2.123480392156863,2.344730392156863,1.939633723243565,2.080039112702277,1.292633610179493,1.3305261796329182
2010-11-30,POMKH,1.875,2.0798651960784316,2.209730392156863,1.913780233946139,2.051377957179148,1.7835358336404137,1.936094448101791
2011-02-28,POMRB,2.9800000000000004,2.143125,2.037230392156863,2.3402681403676837,2.182578022958931,2.498130926527132,2.571800671919554
2011-05-31,PREMON,2.38,2.216875,2.1225000000000005,2.35616088422061,2.224282918939426,2.064918871662263,2.039552884087919
2011-08-31,MONSOON,1.42,2.24875,2.1637500000000003,1.981696530532366,2.1254745063468774,1.2983282843849455,1.5266281390232515
2011-11-30,POMKH,2.3,2.17125,2.2700000000000005,2.1090179183194193,2.154022474673063,1.7892305087786506,1.9635536195809173
2012-02-29,POMRB,2.81,2.035625,2.2275000000000005,2.389410750991652,2.2551034192087474,2.5038256041205385,2.8133106051600096
2012-05-31,PREMON,1.93,1.8968749999999999,2.115,2.2056464505949913,2.2260490918830635,2.0706135482269197,1.9843164979693353
2012-08-31,MONSOON,0.7849999999999999,1.9275,1.9562500000000003,1.6373878703569948,2.0326504288741796,1.3040229582813612,1.318991644573551
2012-11-30,POMKH,1.825,2.07375,1.8375000000000001,1.7124327222141968,1.9929672997772232,1.7949251789235898,1.7738291580237648
2013-02-28,POMRB,3.53,2.0506249999999997,2.0175,2.439459633328518,2.2010276148558776,2.509520271450853,2.649169697435466
2013-05-31,PREMON,2.38,1.873125,2.13,2.4156757799971107,2.2395504582652928,2.076308219739725,2.3339477597649156
2013-08-31,MONSOON,0.15,1.51,1.97125,1.5094054679982665,1.9578644152629303,1.3097176323957194,1.3595238342690807
2013-11-30,POMKH,1.04,1.1325,1.7750000000000001,1.32164328079896,1.8123951078113336,1.800619849286472,1.4546865318358613
2014-02-28,POMRB,1.41,1.123125,1.245,1.356985968479376,1.72749446673917,2.51521493718396,2.5041386535200556
2014-05-31,PREMON,1.48,1.2762499999999999,1.0200000000000002,1.4061915810876255,1.6596855721561148,2.0820028730261964,1.4610730233936635
2014-08-31,MONSOON,0.975,1.6179166666666667,1.22625,1.2337149486525754,1.528665834055498,1.3154122803790527,0.9248828481275697
2014-11-30,POMKH,1.44,2.28625,1.3262500000000002,1.3162289691915452,1.473592757561425,1.8063145020671052,1.8216906985073043
2015-02-28,POMRB,3.7433333333333336,2.7122916666666668,1.9095833333333334,2.2870707148482605,1.7539500454506085,2.52090959227338,2.4088627859630933
2015-05-31,PREMON,4.493333333333333,2.796041666666667,2.662916666666667,3.1695757622422898,2.145269551889356,2.0876975417447,2.467631185118183
2015-08-31,MONSOON,1.37,2.6412500000000003,2.761666666666667,2.449745457345374,2.0763493585750292,1.3211069667082622,2.074160554788482
2015-11-30,POMKH,1.715,2.1708333333333334,2.8304166666666672,2.1558472744072246,2.054028701970289,1.8120091906758242,1.6624551907929273
2016-02-29,POMRB,2.23,1.8939583333333336,2.452083333333334,2.1855083646443347,2.1034749837124194,2.526604282458969,2.7279532400436652
2016-05-31,PREMON,2.2433333333333336,1.8706250000000002,1.889583333333334,2.2086383521199346,2.1512242300965188,2.0933922230358846,2.125329563228196
2016-08-31,MONSOON,1.405,1.77875,1.898333333333334,1.8871830112719608,2.0736924094099907,1.3268016347916185,1.0750792689923392
2016-11-30,POMKH,1.4933333333333334,1.6637500000000003,1.8429166666666674,1.7296431400965098,2.0076489606293695,1.817703858930773,1.878034041961164
2017-02-28,POMRB,1.7166666666666668,1.5635416666666668,1.714583333333334,1.7244525507245725,1.9736516096385914,2.5322989493826435,2.5300055902408367
2017-05-31,PREMON,1.836666666666667,1.4845833333333334,1.6129166666666674,1.7693381971014102,1.957015018951147,2.099086886920481,1.9319421292383394
2017-08-31,MONSOON,1.01,1.4870833333333333,1.5141666666666673,1.465602918260846,1.8229577425465575,1.3324962962617044,0.9959664147365414
2017-11-30,POMKH,1.2566666666666666,1.5445833333333332,1.4550000000000007,1.3820284176231743,1.729218151695497,1.823398518054661,1.6635785194943327
2018-02-28,POMRB,1.9733333333333332,1.5946875,1.5191666666666674,1.618550383907238,1.7423767095438476,2.5379936070874267,2.3070626220042953
2018-05-31,PREMON,2.04,1.6341666666666668,1.570000000000001,1.7871302303443428,1.767002726362974,2.104781546094787,2.0455068615214245
2018-08-31,MONSOON,1.2075,,1.6193750000000011,1.5552781382066057,1.674651359434563,1.33819095659325,1.065708665634598
2018-11-30,POMKH,1.375,,1.6489583333333344,1.4831668829239635,,1.829093179509289,1.6567830848780716
