Date,Season,Nilambazar,Nilambazar_Trend,Nilambazar_SMA,Nilambazar_EWMA,Nilambazar_DES,Nilambazar_TES,Nilambazar_ARIMA
1996-02-29,POMRB,2.378888888888889,,,2.378888888888889,2.27699862525206,2.4037551115721523,0.0
1996-05-31,PREMON,1.661,,,2.0917333333333334,2.263554044870648,1.695534045587503,2.378888354838853
1996-08-31,MONSOON,1.4760000000000002,1.7739027777777776,,1.84544,2.2501888481596284,1.395436111653046,1.9340506334998795
1996-11-30,POMKH,1.6616666666666664,1.7831666666666668,1.7943888888888888,1.7719306666666665,2.2369025666133844,1.759896586247404,1.8380224042321145
1997-02-28,POMRB,2.215,1.8385729166666667,1.7534166666666664,1.9491584,2.2236947344908438,2.3782406639034575,2.1330105678824713
1997-05-31,PREMON,1.899,1.9246458333333334,1.8129166666666667,1.92909504,2.210564888077526,1.635046418315576,1.7270919597083776
1997-08-31,MONSOON,1.68125,2.0162430555555555,1.8642291666666668,1.829957024,2.197512566962795,1.439590655573224,1.663291697000791
1997-11-30,POMKH,2.145,2.0558819444444447,1.9850625000000004,1.9559742144,2.1845373137955972,1.7858798624468901,1.7706298161895175
1998-02-28,POMRB,2.4644444444444447,2.072309027777778,2.0474236111111117,2.159362306417778,2.1716386734423936,2.4897713885467154,2.284697642071136
1998-05-31,PREMON,1.9666666666666668,2.112777777777778,2.064340277777778,2.0822840505173335,2.158816193063473,1.9108151129176998,1.9328068935810485
1998-08-31,MONSOON,1.745,2.2845436507936507,2.0802777777777783,1.9473704303104,2.1460694231322983,1.6603601852214096,1.737057292669754
1998-11-30,POMKH,2.405,2.5792261904761906,2.1452777777777783,2.1304222581862398,2.133397917130693,2.0067584474011064,1.9933030854000358
1999-02-28,POMRB,3.5785714285714287,2.6907366071428576,2.4238095238095245,2.7096819263403153,2.120801230961697,2.6005691507173,2.4321372660623397
1999-05-31,PREMON,3.21,2.588010912698413,2.7346428571428576,2.909809155804189,2.108278921948364,2.2786301507601685,2.328969667541096
1999-08-31,MONSOON,1.3937500000000005,2.49827628968254,2.646830357142858,2.3033854934825135,2.095830550082785,2.2394228793493713,2.1965599061765504
1999-11-30,POMKH,1.9344444444444444,2.2491468253968256,2.5291914682539693,2.1558090738672857,2.083455680179997,2.4680009093840227,2.098459041264534
2000-02-29,POMRB,3.3312500000000003,2.0717137896825397,2.4673611111111122,2.6259854443203716,2.0711538787469204,3.0261179375661715,2.7910862852636296
2000-05-31,PREMON,1.4642857142857142,2.108689484126984,2.0309325396825404,2.1613055523065086,2.0589247124407715,2.5342331170321706,2.675611935380969
2000-08-31,MONSOON,1.72,2.0350054563492064,2.1124950396825404,1.984783331383905,2.0467677536273974,1.4819125399717712,1.349867149848088
2000-11-30,POMKH,1.904,1.9525912698412697,2.104883928571429,1.952469998830343,2.034682575914356,2.057651543104628,2.0899221362338753
2001-02-28,POMRB,2.7722222222222217,1.9197777777777776,1.9651269841269845,2.2803708881870945,2.0226687558689136,2.963431596513153,2.8930749992015192
2001-05-31,PREMON,1.364,1.816361111111111,1.940055555555556,1.9138225329122567,2.0107258708271294,1.930774269274206,1.9321418044229306
2001-08-31,MONSOON,1.5577777777777777,1.6435694444444444,1.8995000000000004,1.7714046308584652,1.998853502888772,1.4000310846583446,1.5462134965019212
2001-11-30,POMKH,1.2388888888888892,1.5705595238095238,1.7332222222222229,1.5583983340706349,1.9870512353844698,1.8358227835135426,1.9476204279720009
2002-02-28,POMRB,2.055,1.6090873015873015,1.5539166666666673,1.757039000442381,1.9753186550686261,2.6275253147210083,2.5164492748267264
2002-05-31,PREMON,1.4971428571428569,1.716611111111111,1.5872023809523814,1.6530805431225712,1.9636553496684366,1.3903785151210721,1.5258191214211125
2002-08-31,MONSOON,1.7328571428571429,1.8862083333333335,1.6309722222222227,1.6849911830164,1.9520609106129279,1.2397805096307015,1.5558529189433148
2002-11-30,POMKH,1.9240000000000002,1.9392738095238096,1.8022500000000004,1.78059470980984,1.9405349312534037,1.5192261098901427,1.6792651295769947
2003-02-28,POMRB,2.7266666666666666,1.8941349206349205,1.970166666666667,2.1590234925525706,1.9290770077259107,2.549980957086215,2.4635806460595204
2003-05-31,PREMON,1.2499999999999998,1.9343888888888887,1.908380952380953,1.7954140955315423,1.9176867368605695,1.6964518286311892,1.7869269130718972
2003-08-31,MONSOON,1.6188888888888888,1.9460243055555555,1.8798888888888896,1.7248040128744808,1.906363720280225,1.5377080539636911,1.565828886450928
2003-11-30,POMKH,2.36,1.9220659722222222,1.9888888888888896,1.9788824077246885,1.8951075610983554,1.6946059999734078,1.7941592924608631
2004-02-29,POMRB,2.38375,1.9098611111111112,1.903159722222223,2.140829444634813,1.8839178641346823,2.714915247427708,2.694702706048715
2004-05-31,PREMON,1.40125,1.80625,1.9409722222222232,1.844997666780888,1.8727942363733376,1.5509442881732651,1.4920899056437158
2004-08-31,MONSOON,1.37,1.792388392857143,1.8787500000000013,1.6549986000685328,1.8617362882637525,1.624267447003521,1.6329957114482188
2004-11-30,POMKH,1.78,1.8885267857142856,1.7337500000000015,1.7049991600411198,1.850743632257223,1.8846645272676106,1.93995636038356
2005-02-28,POMRB,2.8528571428571428,1.9365625,1.8510267857142872,2.164142353167529,1.8398158832229279,2.4182318445624422,2.316900644494215
2005-05-31,PREMON,1.70125,2.0458482142857144,1.926026785714287,1.9789854119005175,1.8289526566155763,1.48746003821655,1.6585172260315395
2005-08-31,MONSOON,1.4542857142857142,2.1997098214285713,1.9470982142857156,1.7691055328545962,1.8181535719903086,1.6123802823571967,1.6185930808627234
2005-11-30,POMKH,2.5700000000000003,2.2965401785714286,2.144598214285716,2.089463319712758,1.807418251416464,1.9413571122203255,1.853633540978619
2006-02-28,POMRB,3.29375,2.3864732142857146,2.2548214285714305,2.5711779918276547,1.7967463181687804,2.811487680294111,2.7780357558178967
2006-05-31,PREMON,2.035,2.4750000000000005,2.3382589285714306,2.356706795096593,1.7861373968162444,1.8232983349999023,1.8837944786452308
2006-08-31,MONSOON,1.84,2.45265625,2.434687500000002,2.1500240770579557,1.7755911159260043,1.8325069416263993,1.7174639351678769
2006-11-30,POMKH,2.8925,2.2938392857142857,2.515312500000002,2.4470144462347734,1.7651071063657962,2.4435220975077216,2.3076900582090145
2007-02-28,POMRB,2.7925,2.091272321428572,2.3900000000000023,2.585208667740864,1.754684999779404,3.2267767910507725,3.0619868597697457
2007-05-31,PREMON,1.2657142857142858,1.7909598214285716,2.1976785714285736,2.057410914930233,1.7443244298251785,1.9429465198694484,1.86540582385641
2007-08-31,MONSOON,0.98875,1.5883482142857144,1.9848660714285735,1.6299465489581397,1.734025033889799,1.6834529092940675,1.5862018354752887
2007-11-30,POMKH,1.34125,1.6277232142857145,1.5970535714285736,1.514467929374884,1.723786451138222,2.2689891742831314,2.225957760205506
2008-02-29,POMRB,2.7228571428571438,1.7059598214285718,1.5796428571428596,1.997823614767788,1.7136083230996693,2.46041401783262,2.361637961224579
2008-05-31,PREMON,1.650357142857143,1.7925223214285717,1.6758035714285737,1.8588370260035298,1.703490291383006,1.2623118177445223,1.5772782568763908
2008-08-31,MONSOON,1.23,1.8113839285714288,1.7361160714285737,1.607302215602118,1.6934320015297326,1.2435847983080683,1.4340626559814713
2008-11-30,POMKH,1.7925,1.7257589285714285,1.8489285714285737,1.6813813293612707,1.6834331013676567,1.9143171155329823,1.8349505816626783
2009-02-28,POMRB,2.4225,1.7328571428571429,1.7738392857142875,1.9778287976167626,1.6734932402686988,2.660766184715327,2.6045458598280464
2009-05-31,PREMON,1.2657142857142858,1.7362946428571429,1.6776785714285731,1.692982992855772,1.6636120685906992,1.3858708103959319,1.5769301214463605
2009-08-31,MONSOON,1.6714285714285713,1.6267410714285715,1.7880357142857157,1.6843612242848918,1.6537892407146013,1.125255313611377,1.2733210895698144
