Date,Season,Daskroi,Viramgam,Bavla,Ranpur,Dholka,Dhandhuka,Sanand,Barwala,Mandal,Ahmadabad City,Daskroi_Trend,Daskroi_SMA,Daskroi_EWMA,Daskroi_DES,Daskroi_TES,Daskroi_ARIMA,Viramgam_Trend,Viramgam_SMA,Viramgam_EWMA,Viramgam_DES,Viramgam_TES,Viramgam_ARIMA,Bavla_Trend,Bavla_SMA,Bavla_EWMA,Bavla_DES,Bavla_TES,Bavla_ARIMA,Ranpur_Trend,Ranpur_SMA,Ranpur_EWMA,Ranpur_DES,Ranpur_TES,Ranpur_ARIMA,Dholka_Trend,Dholka_SMA,Dholka_EWMA,Dholka_DES,Dholka_TES,Dholka_ARIMA,Dhandhuka_Trend,Dhandhuka_SMA,Dhandhuka_EWMA,Dhandhuka_DES,Dhandhuka_TES,Dhandhuka_ARIMA,Sanand_Trend,Sanand_SMA,Sanand_EWMA,Sanand_DES,Sanand_TES,Sanand_ARIMA,Barwala_Trend,Barwala_SMA,Barwala_EWMA,Barwala_DES,Barwala_TES,Barwala_ARIMA,Mandal_Trend,Mandal_SMA,Mandal_EWMA,Mandal_DES,Mandal_TES,Mandal_ARIMA,Ahmadabad City_Trend,Ahmadabad City_SMA,Ahmadabad City_EWMA,Ahmadabad City_DES,Ahmadabad City_TES,Ahmadabad City_ARIMA
1996-02-29,POMRB,3.97,6.343999999999999,4.6225000000000005,14.5375,8.97125,6.687142857142858,11.55,14.183333333333332,7.278571428571429,33.766666666666666,,,3.97,11.686043793749356,12.626173996103653,0.0,,,6.343999999999999,7.596516199974874,8.225484472664009,0.0,,,4.6225000000000005,4.676275543483552,4.740843198768448,0.0,,,14.5375,15.498854506614615,15.337343196480608,0.0,,,8.97125,9.522452259253251,10.319986501047715,0.0,,,6.687142857142858,6.670272583551028,4.9934833262545615,0.0,,,11.55,10.711819518998114,13.56502511335902,0.0,,,14.183333333333332,13.2635675529662,13.669209771046809,0.0,,,7.278571428571429,6.785762553489017,7.654147064532795,0.0,,,33.766666666666666,28.77988454408458,21.485719640531965,0.0
1996-05-31,PREMON,24.36333333333333,9.529999999999998,5.266666666666667,16.549999999999994,9.9625,8.095,11.096666666666666,13.456666666666667,8.30875,15.425,,,12.127333333333333,16.11755919185692,16.12267537636454,3.540064206292878,,,7.618399999999999,8.158110339115545,9.341015999798127,4.562606651353035,,,4.880166666666668,4.903529117731468,4.854776820675789,4.622498415702918,,,15.342499999999998,15.465351606296949,16.9396906125041,14.537396133292358,,,9.367750000000001,9.592078849539947,9.692398423621345,3.583354784164838,,,7.250285714285715,6.784978627253879,6.853359690323633,-6.355325089041949e-09,,,11.368666666666666,10.339095079285405,14.095147739326361,11.54827284575673,,,13.892666666666665,13.230021331779286,14.2683242571736,14.183315061656863,,,7.690642857142858,6.811559197020598,7.8881070492757415,7.278548825618767,,,26.43,24.195941051457616,33.26809139224821,33.75978059700849
1996-08-31,MONSOON,31.38,8.58,4.795,16.169999999999998,9.1925,4.807142857142857,21.7,12.306363636363635,7.315,34.86,20.39520833333333,,19.8284,21.44143837441456,17.455127585570725,11.988335123346367,8.813833333333331,,8.003039999999999,8.243657001129687,4.183082658275182,6.634090207493879,4.846145833333333,,4.846100000000001,4.892164817226129,4.730187957195535,5.076877128341459,16.1140625,,15.673499999999999,15.431921124469294,12.623733251192391,15.903344689476333,9.29671875,,9.29765,9.496240485446632,7.516532221475602,4.475081404698139,6.6140952380952385,,6.273028571428571,6.508238489803306,4.244474060790589,-1.491959256415043e-08,13.37875,,15.501199999999999,11.226711709563057,19.904126421562466,11.300839042636452,13.177528409090908,,13.258145454545453,13.098062244542223,12.057698330854022,13.715283195750626,7.365321428571429,,7.540385714285715,6.837453900925222,6.060449995763652,7.923072866995491,25.05625,,29.802,28.2022202089661,25.631831981592,23.599645190816403
1996-11-30,POMKH,6.66,9.033333333333333,4.904999999999999,17.4,9.195,6.843999999999999,9.41,13.633333333333333,6.78125,13.955,21.906666666666663,16.59333333333333,14.561039999999998,16.080775518450583,20.650454764607165,24.975512231863302,9.124791666666667,8.371833333333333,8.415157333333333,8.443766533843652,7.778681569536177,7.498104640143438,4.771041666666667,4.897291666666667,4.86966,4.922383680860957,4.627580236360686,4.823268434611081,16.105312499999997,16.164375,16.3641,15.398562916867624,15.9001352864122,15.588789699258474,9.3628125,9.3303125,9.256590000000001,9.419938430023123,9.358112946659501,5.5317199880828145,6.542994047619047,6.608321428571429,6.501417142857143,6.494021904110938,4.999467481927166,-2.410277731363799e-08,13.075000000000001,13.439166666666665,13.064719999999998,10.721301690852643,12.718178484514969,15.309444178244881,13.068049242424241,13.394924242424242,13.408220606060604,13.095339931125432,13.192807905409037,13.068384645582457,7.21225,7.420892857142857,7.236731428571429,6.863447041451727,6.578853758619811,7.508911599183713,25.52958333333333,24.501666666666665,23.4632,23.29365390562013,32.46418105728286,28.594617268689078
1997-02-28,POMRB,34.385,9.88,4.213333333333334,14.135,8.702499999999999,6.7333333333333325,11.066666666666668,12.444166666666662,6.8340000000000005,38.20333333333333,19.71875,24.19708333333333,22.490623999999997,22.483635062037855,13.210776253156773,22.415747384586425,8.421875,9.255833333333333,9.0010944,8.84499094607426,9.963009569942448,7.089624819660925,4.533958333333333,4.795,4.607129333333333,4.705064998492201,5.137161789393728,4.883447655954849,15.529375,16.063750000000002,15.47246,15.365276792978472,16.513571831608253,15.576106280116843,9.6571875,9.263125,9.034953999999999,9.261814535881788,10.452221904814039,8.399536781457364,6.205404761904761,6.619869047619048,6.5941836190476195,6.470384511407878,4.993483326254562,6.102486146244702,13.169166666666666,13.318333333333332,12.265498666666666,10.455118658424693,16.690554054813855,12.804051312881382,13.262170454545453,12.960132575757575,13.022599030303027,12.987938078938152,13.776404370804267,13.727676464047677,6.730375,7.30975,7.075638857142858,6.889538997232173,8.23846613773232,7.216870306969664,22.793958333333336,25.61083333333333,29.359253333333335,28.817677491055743,19.038307917723532,22.634561190123463
1997-05-31,PREMON,6.04,8.481666666666667,5.075,16.8825,10.76,7.479999999999999,9.15,14.32,7.52875,14.775,19.40875,19.61625,15.910374399999998,16.527715175473244,27.62952500325931,14.30469372913362,7.7595833333333335,8.993750000000002,8.793323306666666,8.681000790258615,11.74428234089261,9.033904612595073,4.073645833333334,4.747083333333333,4.7942776,4.856826471579763,4.930928785649815,4.486674191097492,14.121562500000001,16.146875000000005,16.036476,15.332062642838224,17.64841526280595,15.912805575610246,10.015,9.4625,9.724972399999999,9.540277169321362,9.731434874178849,8.963741423532895,5.705440476190475,6.466119047619047,6.9485101714285715,6.538362645070433,6.853359690323634,7.3872543799883434,15.548333333333334,12.831666666666665,11.019299199999999,10.013702530189212,16.770438098516074,13.524459199243552,13.336916666666667,13.175965909090909,13.541559418181816,13.05594328809641,13.870178454667814,12.927499000531034,6.11459375,7.11475,7.256883314285714,6.915730148756084,8.156905449891529,7.159588787260467,20.145208333333333,25.44833333333333,23.525552,23.987063824262776,33.34160244686864,28.768892827659275
1997-08-31,MONSOON,32.2,4.005,3.09,11.23,10.75,2.7214285714285715,24.4,12.996,4.24,13.625,15.050625,19.821250000000003,22.42622464,21.994682136114204,18.039808484216405,18.090286896284265,7.872604166666666,7.850000000000003,6.877993984,7.168867841183027,5.308670752688919,7.853598316049009,3.7554166666666666,4.320833333333333,4.11256656,4.276212381145684,4.6998865924709285,4.923689949914642,13.2775,14.911875000000006,14.1138856,15.2989202468005,13.870310197154252,16.370775333056987,10.245312499999999,9.851875,10.13498344,9.76143738392195,7.7318544125890885,8.79261294395216,5.372023809523808,5.944690476190476,5.2576775314285715,6.047405435523953,4.24447406079059,4.386854492400415,17.276666666666667,13.506666666666664,16.371579519999997,11.366453666027141,22.74332207547124,11.579015250750746,13.465875,13.348374999999999,13.32333565090909,13.000860860043252,12.004813439928267,13.362187992905657,6.0910803571428564,6.345999999999999,6.050129988571429,6.942020843116982,6.007622746030853,7.389898552679433,18.60125,20.13958333333333,19.5653312,20.44252739865789,25.4403960971853,23.322961066416788
1997-11-30,POMKH,3.36,8.309999999999999,2.9275,11.0775,10.5,4.93,25.743333333333336,13.54166666666667,4.93,14.0,10.89,18.996250000000003,14.799734784,15.264400776201917,21.321296547126703,20.198139505243105,8.031145833333333,7.669166666666669,7.4507963904,7.4850350949820585,6.7940836376034195,5.873140269028305,3.6203125,3.8264583333333335,3.638539936,3.8359999434938783,3.9316147811432307,3.8504671586838484,13.136875,13.331250000000006,12.899331359999998,15.265849491705481,14.696654985702988,14.43463145771874,10.16875,10.178125,10.280990064,9.889420584801503,9.885390549699219,9.159320387719218,5.089419642857143,5.4661904761904765,5.126606518857143,5.856772327435991,4.999467481927167,6.24562927366518,17.218333333333334,17.59,20.120281045333332,12.877244909836051,14.830047687347172,15.572353420177164,13.523479166666668,13.325458333333332,13.41066805721212,12.998997630550427,13.343147592626611,13.543579351433777,6.326629464285714,5.883187499999999,5.602077993142857,6.9684114887050566,5.599243747916464,6.1340124232086435,17.073541666666667,20.15083333333333,17.33919872,18.27928224880487,24.56667369954876,19.566457821784933
1998-02-28,POMRB,2.82,11.5075,3.645,13.705,9.24,5.98,8.56,13.5675,8.497142857142856,25.80666666666667,10.833072916666666,11.105000000000002,10.007840870399999,10.766679940493203,12.427714651989923,17.273999306794494,8.727291666666668,8.076041666666669,9.07347783424,8.70073126993074,9.075123923832232,6.323973392101102,3.74125,3.684375,3.6411239616,3.7907047396101294,3.9318082510317343,3.63879192160605,13.5415625,13.223750000000008,13.221598815999998,15.232850243893207,12.913180335753491,11.952855204863743,9.809166666666666,10.3125,9.8645940384,9.743851323387576,11.160261482237223,8.895839696640259,5.147991071428572,5.277857142857144,5.4679639113142855,5.8070988908947765,4.993483326254562,6.4018961003690675,15.818958333333335,16.963333333333335,15.4961686272,12.374185425767505,19.579891308132904,15.280481530268258,13.34207575757576,13.606291666666667,13.473400834327272,12.999585406779499,13.860508056191122,13.331511565319769,6.725535714285714,6.298973214285714,6.760103938742857,6.994902487164956,6.991558065689429,6.151553556234286,17.20479166666667,17.051666666666666,20.726185898666667,21.11597478928562,14.049315916034768,17.414088043071036
1998-05-31,PREMON,4.32,8.1225,4.5625,16.1875,9.61,5.9725,11.19,13.6575,7.75,14.95,14.111562499999998,10.675000000000002,7.732704522239999,8.420900967449866,15.575814294010215,5.533539804860889,9.839583333333334,7.986250000000002,8.693086700544,8.47033565126283,11.787516704399613,9.234541077044174,3.9621875,3.5562500000000004,4.00967437696,4.0755296696191365,3.978779893593793,3.91565260614861,14.4796875,13.05000000000001,14.407959289599999,15.199922347684415,15.398983904340097,15.972010284100513,9.392395833333333,10.025,9.762756423039999,9.700068994366402,10.399836824029489,9.982508342538166,5.207968750000001,4.900982142857144,5.669778346788572,5.763520417716916,6.853359690323634,7.427777459458756,12.301666666666668,17.473333333333333,13.77370117632,12.188661525122859,18.9726123469134,15.085888451610268,13.210401515151517,13.440666666666667,13.547040500596363,13.00806053061991,14.238714411185931,13.734206705581775,7.1189285714285715,6.354285714285713,7.156062363245715,7.021494187497406,7.802396739902825,7.306866824762401,17.637083333333337,17.095416666666665,18.4157115392,19.05696215582911,25.63994874462807,20.657073471815
