Date,Season,Reasi,Akhnoor,Reasi_Trend,Reasi_SMA,Reasi_EWMA,Reasi_DES,Reasi_TES,Reasi_ARIMA,Akhnoor_Trend,Akhnoor_SMA,Akhnoor_EWMA,Akhnoor_DES,Akhnoor_TES,Akhnoor_ARIMA
2005-02-28,POMRB,9.763333333333334,8.162352941176469,9.240659722222219,10.499826388888891,10.60403991568406,10.324524463605865,11.120161426678122,11.90519209220462,7.598632575757575,7.578888440603512,7.507518563581809,7.440461025880828,7.700572519999486,7.434291458110253
2005-05-31,PREMON,8.395,9.114705882352943,8.854652777777778,9.50451388888889,9.720423949410437,9.457134562258238,10.276495529688804,10.2405034552477,7.67675623885918,7.570203654188948,8.150393491090263,7.895143917858211,8.97923624583702,8.484860680435567
2005-08-31,MONSOON,6.975,6.479333333333331,8.754166666666666,8.976805555555558,8.622254369646262,8.378788226007284,8.045699814726458,8.186386825599415,7.772406862745098,7.627061497326202,7.48196942798749,7.520180637430877,6.680996989369215,6.924712246126516
2005-11-30,POMKH,9.796666666666667,7.1494117647058815,8.882083333333334,8.732500000000003,9.092019288454424,8.85978198326706,8.725722984841497,8.602142774882795,7.8542450980392156,7.726450980392155,7.348946362674846,7.425650988874302,7.215463790493407,6.879357838749868
2006-02-28,POMRB,9.936666666666667,8.53,8.978645833333333,8.775833333333336,9.42987823973932,9.200648325485242,9.317080686630051,9.921500293191606,7.770799019607842,7.818362745098038,7.821367817604908,7.727256748846798,8.019195906364113,8.139918200914444
2006-05-31,PREMON,9.245,9.401764705882348,8.709999999999999,8.988333333333337,9.355926943843592,9.12813513974757,9.54493587605253,9.249042904228036,7.579926470588234,7.890127450980389,8.453526572915884,8.182203065818067,9.32913477055973,9.393358584090482
2006-08-31,MONSOON,6.8975,5.52470588235294,8.186770833333334,8.968958333333337,8.372556166306154,8.152887259482505,8.173420528803875,7.9595752121684225,7.292279411764705,7.651470588235291,7.281998296690706,7.473930617529063,6.990806303020594,6.681894392236958
2006-11-30,POMKH,7.725,6.577058823529412,7.864687499999999,8.45104166666667,8.11353369978369,7.9031015645803135,8.742159942620837,8.30816709854629,6.8484558823529404,7.508382352941174,7.0000225074261895,7.238064959050419,6.718613121044297,6.402865450480647
2007-02-28,POMRB,7.8225,6.801176470588236,7.880000000000001,7.922500000000003,7.997120219870215,7.793677116073787,8.196889404004855,8.45181099488978,6.66860294117647,7.0761764705882335,6.920484092691009,7.125586762172228,7.474177813385925,7.7331878006361885
2007-05-31,PREMON,8.7825,7.579999999999999,8.029375000000002,7.806875000000003,8.311272131922129,8.110015440751102,7.880895460187272,7.692255179984549,6.702205882352941,6.620735294117646,7.184290455614605,7.252425903743801,8.028896250490178,8.070966694887137
2007-08-31,MONSOON,7.4825,5.907647058823531,8.191875000000001,7.9531250000000036,7.9797632791532775,7.781373162217802,7.159424426184806,7.131998985139364,6.7646323529411765,6.716470588235293,6.673633096898175,6.896108915677379,5.357854976591715,4.893362468060271
2007-11-30,POMKH,8.335,6.462941176470588,8.213750000000001,8.105625000000003,8.121857967491966,7.925006528914049,8.596242318559261,8.129139470293817,7.038235294117648,6.687941176470586,6.589356328727141,6.784400234000467,6.371720424031142,6.355058695012914
2008-02-29,POMRB,8.5125,7.414705882352942,8.161875,8.278125000000005,8.27811478049518,8.080682066800069,8.462271663387233,8.478151143258136,7.175735294117649,6.8413235294117625,6.919496150177462,6.958252647916303,7.275786269656308,7.381594264573939
2008-05-31,PREMON,8.267499999999998,9.15529411764706,8.1071875,8.149375000000004,8.273868868297107,8.075715999676397,8.378255559144296,8.133733448932317,7.260735294117648,7.235147058823529,7.813815337165302,7.553028331055903,8.348477738386116,8.159640895246955
2008-08-31,MONSOON,7.5825,5.432352941176472,7.917812499999998,8.174375000000005,7.997321320978264,7.800742832321352,7.107040956801015,6.874377172199646,7.415892156862745,7.116323529411765,6.86123037876977,6.988516890776033,6.478530799263952,5.917107986805848
2008-11-30,POMKH,7.7975,7.618235294117647,7.824375,8.040000000000004,7.917392792586959,7.723041828339765,8.626819856447565,8.248975828196082,7.453769607843138,7.40514705882353,7.164032344908921,7.162348767344012,6.474231383759889,6.40565094360933
2009-02-28,POMRB,7.535,7.5006666666666675,7.872812500000001,7.795625000000006,7.764435675552176,7.572714395283008,8.18379333807932,8.101149347177516,7.612004901960785,7.426637254901962,7.29868607361202,7.258030803879676,8.04993069350799,7.489672099358756
2009-05-31,PREMON,8.4975,9.372352941176473,7.9803125,7.853125000000006,8.057661405331306,7.865786642024028,7.718651501361323,7.515160434331322,7.835313725490197,7.4809019607843155,8.128152820637801,7.830790553038663,8.68358857946272,8.516947688757385
2009-08-31,MONSOON,7.74,6.481176470588234,8.2765625,7.892500000000006,7.930596843198783,7.738783774261261,6.930213365268498,6.987996137767296,8.173139399509804,7.743107843137255,7.4693622806179745,7.473563605078517,6.738329183944208,6.58291474691448
2009-11-30,POMKH,8.5,8.355882352941176,8.612187500000001,8.068125000000006,8.15835810591927,7.96527243338204,8.631695552516225,8.144709969911899,8.52065257352941,7.927519607843138,7.823970309547255,7.715566906286318,7.237396190541802,7.4950786953973285
2010-02-28,POMRB,9.2025,9.465625,8.682500000000001,8.485000000000007,8.576014863551562,8.378576585993649,8.56861548017567,8.443373719984107,8.519508272058824,8.418759191176472,8.480632185728354,8.19079722549172,8.796816199564816,8.328909375913668
2010-05-31,PREMON,9.515,10.1875,8.5546875,8.739375000000006,8.951608918130937,8.747800718676872,8.802890472117006,8.664438890697497,8.188938419117646,8.622545955882353,9.163379311437012,8.732592751870706,10.20755573476717,10.524608044307783
2010-08-31,MONSOON,7.285,5.656875,8.317187500000001,8.625625000000005,8.284965350878561,8.081201616940183,7.9809988028924295,7.8707577627476235,7.694921875,8.416470588235295,7.760777586862208,7.912361207401948,7.810097523804473,6.93017631114626
2010-11-30,POMKH,7.9325,6.5356250000000005,8.095625,8.483750000000004,8.143979210527137,7.942988605890545,8.865503075280191,8.184518274419615,7.210625,7.961406250000002,7.2707165521173245,7.547904407251141,7.099547977090891,7.840208511836101
2011-02-28,POMRB,7.87,7.333750000000001,7.8629999999999995,8.150625000000003,8.034387526316282,7.836196704262087,8.366896425334613,8.39462633011589,7.119967830882353,7.428437500000002,7.295929931270395,7.495458156258066,7.585658378179689,7.244521565560923
2011-05-31,PREMON,9.075,8.445,7.5680625,8.040625000000002,8.450632515789769,8.251390990336418,7.985172231662902,7.969821465735403,7.281107536764706,6.992812500000003,7.755557958762237,7.75553148910523,8.409017251406354,8.627167719425405
2011-08-31,MONSOON,5.864,6.674117647058824,6.808562500000001,7.685375000000001,7.415979509473861,7.222480335279682,7.3669671153683804,7.503848754641353,7.348529411764707,7.2471231617647085,7.322981834080872,7.4702893212129515,6.047309346865735,5.330073762745794
2011-11-30,POMKH,6.9940000000000015,6.8075,5.3985625,7.450750000000002,7.2471877056843175,7.060997238720957,7.810722038086252,7.072964938539083,7.4064981617647065,7.315091911764708,7.116789100448523,7.297292955557386,7.110308055357359,7.558749262741168
2012-02-29,POMRB,2.7325,7.60125,4.670531250000001,6.166375000000001,5.441312623410591,5.27289321549528,7.372881455303715,7.5578178234223685,7.268982335789552,7.381966911764708,7.310573460269113,7.3838367770864295,7.762999312274704,8.070371945970923
2012-05-31,PREMON,2.9325,8.641250000000001,4.637729166666667,4.630750000000002,4.437787574046354,4.291822631662766,4.733020788383165,4.512362026465025,6.925516990583627,7.431029411764708,7.842844076161468,7.7265256416989025,8.643876056421526,8.523829533471943
2012-08-31,MONSOON,6.182250000000002,5.377741039257583,5.069208333333334,4.7103125000000015,5.135572544427813,5.0005098965928205,2.533193041543712,3.0115471965039142,6.536859138019525,7.106935259814398,6.856802861399913,7.100863417095716,6.257537281597636,5.391414175684679
2012-11-30,POMKH,6.413333333333334,5.3561538461538465,6.100666666666667,4.565145833333334,5.646676859990022,5.512588577496699,5.769698807939145,6.1360724757925595,6.113213304686191,6.74409872135286,6.256543255301487,6.637027973107238,6.3593826695409845,5.982987916915199
2013-02-28,POMRB,6.765,5.9433333333333325,6.546114583333334,5.573270833333334,6.094006115994013,5.955948146740695,6.121921716823914,5.52661751460633,5.7432432709328385,6.329619554686193,6.131259286514226,6.455170763754928,6.565233546062711,6.378616821735546
2013-05-31,PREMON,7.151666666666666,6.91,6.429166666666667,6.6280625,6.517070336263075,6.3724507873623795,6.355474729982934,6.2575041295030465,5.529188034188033,5.896807054686192,6.442755571908536,6.581671041706634,7.152552456434082,7.16849161095385
2013-08-31,MONSOON,5.526666666666666,4.149230769230769,6.374375,6.4641666666666655,6.120908868424511,5.974149979582942,5.573643933694415,5.612700444953139,5.410918803418803,5.589679487179489,5.525345650837429,5.932770436581178,4.613150253449261,4.933662431616669
2013-11-30,POMKH,6.133333333333333,4.872222222222222,6.225267857142858,6.394166666666665,6.125878654388039,5.978844454437816,6.80588386252896,6.149055893697406,5.272724358974359,5.468696581196584,5.264096279391346,5.651907422899582,4.980308346663806,4.647758815116655
2014-02-28,POMRB,6.606666666666667,5.481111111111113,6.161785714285714,6.354583333333332,6.31819385929949,6.169599269542697,6.444365666654313,6.022257170920722,5.30249643874644,5.353141025641029,5.350902212079253,5.609832309887216,5.757224392008904,5.569624694543638
2014-05-31,PREMON,6.117142857142857,6.2666666666666675,6.203809523809524,6.09595238095238,6.237773458436838,6.088332602421584,6.4171696959097435,6.430341279679152,5.426064814814816,5.192307692307696,5.717207993914219,5.790020572971888,6.565141507398911,6.623265985883032
2014-08-31,MONSOON,6.053333333333334,5.030740740740741,6.141666666666667,6.227619047619047,6.163997408395436,6.014794591643121,5.038874694229985,5.1064479780135414,5.456961805555556,5.41268518518519,5.442621092644828,5.5899786834887815,3.990063064319024,3.6592392393091346
2014-11-30,POMKH,5.942857142857143,4.9792592592592575,6.062797619047619,6.18,6.075541302180119,5.927308005820721,6.84779103275868,6.495811907664265,5.382534722222222,5.439444444444449,5.2572763592906,5.42970388405761,5.3170938488264845,4.82707818529137
2015-02-28,POMRB,6.3,5.62125,5.92077380952381,6.1033333333333335,6.165324781308071,6.01725008924506,6.360042061713235,5.891339675271601,5.204968839031338,5.474479166666671,5.40286581557436,5.484800248312148,5.947439580651332,5.56780828880423
2015-05-31,PREMON,5.792857142857143,5.531111111111108,5.868303571428572,6.022261904761905,6.016337725927699,5.869196172728994,6.211761280166298,6.242896448254309,5.074486289173789,5.290590277777781,5.45416393378906,5.500925199287386,6.723410023620753,6.38974925196541
2015-08-31,MONSOON,5.241428571428573,4.345769230769231,5.626071428571429,5.819285714285714,5.706374064128049,5.562403997193835,4.768403094338211,4.967521051001395,4.802309837153587,5.119347400284903,5.010806052581128,5.1943614302359595,3.57810764316876,3.832358530234992
2015-11-30,POMKH,6.335000000000001,4.620370370370371,5.104255952380952,5.917321428571428,5.95782443847683,5.814730820300497,6.282048527204332,5.871362219820374,4.726013014763016,5.029625178062681,4.854631779696826,5.043685528472118,4.730965104088251,4.524661539861423
2016-02-29,POMRB,3.97,3.802727272727273,4.864761904761905,5.334821428571428,5.162694663086098,5.025190533758309,6.314528100834152,6.074737460446241,4.947884453509454,4.5749944962445,4.433869976909005,4.713768978742571,5.506280757233657,5.217213093281176
2016-05-31,PREMON,3.9483333333333337,6.739259259259264,4.817351190476191,4.873690476190475,4.676950131184992,4.548323022540643,4.922613198742653,4.6058530395867665,5.1271170033670055,4.877031533281539,5.356025689849108,5.260959524990255,5.403548227776055,4.785820464892605
2016-08-31,MONSOON,5.17,4.912592592592592,5.06297619047619,4.855833333333333,4.874170078710995,4.750650297670875,3.173820608870436,3.7224607445894287,5.535109427609428,5.018737373737379,5.178652450946502,5.170928314964998,3.871014880941418,4.8299590982923775
2016-11-30,POMKH,6.027142857142858,5.4874074074074075,5.612760416666667,4.778869047619047,5.33535919008374,5.211036658877393,5.512840678604276,5.433980739599153,5.78398148148148,5.235496632996638,5.302154433530864,5.259406249290903,5.198619851643038,5.046011729175866
2017-02-28,POMRB,6.242857142857143,6.199629629629627,5.8115625,5.347083333333333,5.698358371193102,5.569748828758754,5.794735721778878,5.292099485992662,5.710742753623187,5.834722222222226,5.66114451197037,5.515473873621544,6.228725399950336,5.272825877087657
2017-05-31,PREMON,6.07375,6.33333333333333,5.660357142857143,5.8784374999999995,5.848515022715862,5.715339060227688,5.922056032250644,5.728742480164015,5.665374396135264,5.733240740740742,5.930020040515554,5.738848125379739,7.194229787983064,6.744898395910299
2017-08-31,MONSOON,4.635,4.732608695652172,5.499107142857143,5.7446874999999995,5.363109013629517,5.230328388323757,4.788988962125309,5.097897352008175,5.61755032206119,5.688244766505637,5.451055502570202,5.472441460997863,4.260348894739771,5.051418136989126
2017-11-30,POMKH,5.352500000000001,5.304444444444443,5.289348958333335,5.576026785714285,5.35886540817771,5.227610926355811,5.961718229806877,5.420308954811465,5.53842995169082,5.642504025764896,5.392411079319898,5.430997583520982,5.224751853922669,5.063401741947249
2018-02-28,POMRB,5.627500000000001,6.000000000000001,4.7383854166666675,5.4221875,5.466319244906627,5.3352075159966175,5.633279088152898,5.26754890327889,5.510961007591441,5.592596618357489,5.635446647591939,5.587475045279578,6.121463193925111,4.907487740243221
2018-05-31,PREMON,5.011041666666667,5.9,4.719635416666667,5.156510416666666,5.284208213610643,5.15421272403129,5.513265999132313,5.447184693836697,5.549093915343915,5.4842632850241575,5.741267988555164,5.675170912490573,7.028040867274781,7.236799184927696
2018-08-31,MONSOON,1.29,4.946190476190476,,4.320260416666667,3.686524928166386,3.56916398478338,4.023348482565723,4.379317541849957,,5.537658730158734,5.423236983609288,5.483189884738152,3.9237325448032907,4.731961152204033
2018-11-30,POMKH,8.5475,5.395925925925926,,5.119010416666667,5.630914956899831,,3.790095583244481,3.1859205063130243,,5.560529100529105,5.412312560535943,,5.239139861819892,5.250121818225164
