Date,Season,Reasi,Akhnoor,Reasi_Trend,Reasi_SMA,Reasi_EWMA,Reasi_DES,Reasi_TES,Reasi_ARIMA,Akhnoor_Trend,Akhnoor_SMA,Akhnoor_EWMA,Akhnoor_DES,Akhnoor_TES,Akhnoor_ARIMA
1996-02-29,POMRB,13.835,3.844,,,13.835,13.660658082957841,13.83138121022363,0.0,,,3.844,3.7299466244519066,3.6919914474424482,0.0
1996-05-31,PREMON,13.565,4.385,,,13.727,13.488855469340784,13.735349948787391,13.834991128728156,,,4.0604,3.9083930403923173,4.773033135482372,3.5289039445595654
1996-08-31,MONSOON,12.6,1.9,13.365625000000001,,13.2762,13.003740442683656,12.444986900818783,13.634022837700407,3.3047499999999994,,3.1962399999999995,3.3715896809313954,2.14082009004266,3.945895972386621
1996-11-30,POMKH,13.31,3.135,13.4625,13.3275,13.289719999999999,12.99798268225011,13.803524863396039,12.994549487108243,3.275583333333333,3.316,3.1717439999999995,3.3103106264710087,2.650306655590023,3.096660676430931
1997-02-28,POMRB,14.14,3.7539999999999996,13.645624999999999,13.40375,13.629832,13.32417826867497,13.55608068995076,13.443958697092695,3.2838125,3.2935000000000003,3.4046463999999994,3.4317051674413563,3.805392246014466,3.480529334408887
1997-05-31,PREMON,14.035,4.241666666666666,13.831249999999999,13.521250000000002,13.791899200000001,13.475941746650735,13.775275388650059,13.759010418796786,3.3014166666666664,3.2576666666666667,3.7394545066666662,3.6515575923322605,4.756672375868779,4.148815524667769
1997-08-31,MONSOON,13.595,2.1091666666666664,14.05375,13.770000000000001,13.71313952,13.391216909518368,12.719152965054356,13.55987363592893,3.532285714285714,3.3099583333333333,3.0873393706666663,3.23974418023336,2.0434559168776802,2.13164997889346
1997-11-30,POMKH,13.8,3.0666666666666664,14.175625,13.892500000000002,13.747883712,13.422377818740362,14.470816481092399,13.717201115478074,4.057113095238095,3.292875,3.0790702890666664,3.195435115792487,2.7484968739812716,3.156799627708911
1998-02-28,POMRB,15.43,5.6692857142857145,14.126875,14.215,14.4207302272,14.088166043486488,14.128541469786445,14.003338353856712,4.659866071428572,3.771696428571429,4.115156459154285,3.8620293643185373,3.7973471118412716,3.6352043469394593
1998-05-31,PREMON,13.72,6.525,14.162499999999998,14.13625,14.14043813632,13.803957089148371,14.739816713928935,14.830152678672194,5.291815476190477,4.342529761904762,5.079093875492571,4.57986701010588,5.975635244848371,5.415447622681192
1998-08-31,MONSOON,13.52,4.647857142857143,14.095624999999998,14.1175,13.892262881792,13.555973284162453,12.989530926438851,13.585606485911242,5.749813311688312,4.977202380952381,4.9065991824384,4.601206534505839,3.9414444871711867,3.7890781140437166
1998-11-30,POMKH,14.16,5.583571428571429,14.174375000000001,14.2075,13.9993577290752,13.663055641574552,14.553837284531774,13.931755462720595,5.995698051948052,5.606428571428571,5.177388080891612,4.868150478117554,5.055227583919972,5.106270475727044
1999-02-28,POMRB,14.535,6.816363636363636,14.360624999999999,13.983749999999999,14.21361463744512,13.8754847780199,14.362547360396654,14.59099292679849,6.168555194805195,5.893198051948052,5.832978303080422,5.394689079568737,6.238160444286301,6.384522593326762
1999-05-31,PREMON,15.245,7.3450000000000015,14.325624999999999,14.364999999999998,14.626168782467072,14.283428868772766,14.35975571717443,14.16032052702168,6.25721590909091,6.098198051948053,6.437786981848253,5.922145008566184,7.591097232229046,6.9164389514346
1999-08-31,MONSOON,13.485,5.2107142857142845,14.281875,14.35625,14.169701269480242,13.826440794172017,13.645626777586733,14.597807446431977,6.299456168831169,6.238912337662338,5.946957903394666,5.735043617704487,5.049433605020203,4.9797572883109975
1999-11-30,POMKH,13.915,5.73,14.196874999999999,14.295000000000002,14.067820761688147,13.726170785477903,14.835338140633393,13.947731964741541,6.396934523809523,6.275519480519481,5.8601747420368,5.7375435641356045,5.81544434805166,5.708773624040623
2000-02-29,POMRB,14.43,7.007857142857143,14.28,14.268750000000004,14.212692457012889,13.871219617467583,14.358108606593051,14.609250025548747,6.574553571428571,6.323392857142857,6.319247702364937,6.0825908130756,6.60680493924305,7.377697572074876
2000-05-31,PREMON,14.67,7.933333333333333,14.53375,14.125000000000005,14.395615474207734,14.0525547059272,14.300538284491306,14.313151867989317,6.803630952380952,6.47047619047619,6.964881954752295,6.58376621408868,7.846726495852925,7.58751716462588
2000-08-31,MONSOON,14.725,6.043333333333332,14.606874999999999,14.435000000000006,14.52736928452464,14.181943187659225,13.305441177050707,14.091507191031775,6.935603354978354,6.678630952380952,6.5962625061847096,6.443037474135728,5.517314731931472,5.747927386940603
2000-11-30,POMKH,14.704999999999998,6.729999999999998,14.476875,14.632500000000006,14.598421570714784,14.250738926245091,15.354541670404302,14.705072569969166,6.92715909090909,6.928630952380952,6.649757503710825,6.5244426152894786,6.516013651358327,6.494905953417364
2001-02-28,POMRB,14.225,7.0636363636363635,14.1825,14.581250000000006,14.449052942428871,14.100922462214015,15.026032201406379,15.060740616069737,6.833729603729603,6.942575757575758,6.8153090476810405,6.673648746294389,7.498399027301724,7.624615693448076
2001-05-31,PREMON,13.835,7.809999999999999,14.0925,14.372500000000006,14.203431765457323,13.857191622506841,14.494901367517649,14.402237219469939,6.650002497502497,6.911742424242424,7.213185428608623,6.983344493152778,8.205104194115025,7.758399267392683
2001-08-31,MONSOON,13.205,5.4192307692307695,14.493125000000003,13.992500000000005,13.804059059274394,13.462452690615454,12.939874041554509,13.798807045204947,6.567271166333666,6.755716783216783,6.495603564857482,6.567935938117176,5.568380096806166,5.741804098942952
2001-11-30,POMKH,15.505,5.8842857142857135,15.288750000000002,14.192500000000006,14.484435435564638,14.141717857978854,14.359537138694797,13.765329757447025,6.918646978021978,6.544288211788212,6.251076424628774,6.388730100519391,6.136348935094263,6.019292700842884
2002-02-28,POMRB,16.630000000000006,7.2475,15.806250000000004,14.793750000000008,15.342661261338785,14.991339849907577,15.00570577581815,15.312892354738418,7.413594322344322,6.590254120879122,6.6496458547772646,6.62367933244772,6.821413362757904,6.719622687615703
2002-05-31,PREMON,17.795,10.437142857142858,15.740625000000001,15.783750000000007,16.323596756803273,15.957882482900589,15.794879527005442,15.665635277518774,7.66074945887446,7.247039835164837,8.164644655723501,7.652381690364614,8.077305884733295,7.800545752312685
2002-08-31,MONSOON,13.385,6.751666666666668,15.676875,15.828750000000007,15.148158054081964,14.779819307646227,15.69126813254748,16.34222307556189,7.7524959415584425,7.580148809523812,7.599453460100769,7.41560372597343,7.198123846511405,7.3914084107483875
2002-11-30,POMKH,14.8,6.52909090909091,15.235624999999999,15.652500000000005,15.00889483244918,14.643055811044725,15.717971656775028,14.56163796048979,7.414519751082251,7.74135010822511,7.171308439696825,7.18248116200276,7.576422189752514,7.449534361552809
2003-02-28,POMRB,16.825,7.336666666666666,14.495416666666666,15.701250000000002,15.735336899469507,15.36611365080873,15.244177587350018,15.697706869918928,6.9985323426573425,7.763641774891778,7.237451730484762,7.228720980550367,7.754137465924596,7.272160354066953
2003-05-31,PREMON,14.07,7.644166666666666,14.041736111111112,14.77,15.069202139681703,14.700878922954622,16.010236011978797,16.365015504813,6.930646777242366,7.06539772727273,7.4001377049575225,7.345163223768566,8.471874149438927,8.73515147595662
2003-08-31,MONSOON,11.188333333333333,6.216743589743589,13.42060763888889,14.220833333333333,13.516854617142355,13.161968952640729,13.76194326260899,13.828520260670228,6.989934500854538,6.931666958041959,6.926780058871949,7.047020050679752,5.559166490445025,5.342824316425498
2003-11-30,POMKH,13.367222222222226,6.520929462694169,12.76685763888889,13.862638888888892,13.457001659174304,13.114549527342922,13.638166927009266,13.179172166619619,7.238402200434369,6.929626596442773,6.764439820400837,6.910454837536767,6.64179445918375,5.996183648447688
2004-02-29,POMRB,13.288750000000002,7.8191299019607845,12.292326388888888,12.978576388888893,13.389700995504583,13.055262887956214,13.511316996595017,14.39184149371643,7.430956791982526,7.050242405266303,7.186315853024816,7.1591586556237505,7.410558096274104,7.414973656019686
2004-05-31,PREMON,12.37625,9.149445028011202,11.705347222222224,12.555138888888893,12.984320597302752,12.65772806756841,13.291177608137563,13.355743186948887,7.464217134581104,7.4265619956024365,7.97156752301937,7.698537435025167,8.655276857773622,9.523091623575539
2004-08-31,MONSOON,9.085833333333332,6.251901960784313,10.940503472222222,12.029513888888893,11.424925691714984,11.115263260609977,11.594176746006088,11.864782041906363,7.535985560701551,7.435351588362617,7.283701298125347,7.315162817598957,6.585872890935963,6.576647324565021
2004-11-30,POMKH,10.773888888888886,6.751853832442068,10.002170138888888,11.381180555555558,11.164510970584544,10.870815303434501,11.50044736541663,11.043198396072018,7.574546047396231,7.493082680799592,7.0709623118520355,7.168781412510779,7.035932953427382,6.260738167128286
