Date,Season,Koregaon,Wai,Khandala,Mahabaleshwar,Satara,Jaoli,Man,Karad,Patan,Khatav,Phaltan,Koregaon_Trend,Koregaon_SMA,Koregaon_EWMA,Koregaon_DES,Koregaon_TES,Koregaon_ARIMA,Wai_Trend,Wai_SMA,Wai_EWMA,Wai_DES,Wai_TES,Wai_ARIMA,Khandala_Trend,Khandala_SMA,Khandala_EWMA,Khandala_DES,Khandala_TES,Khandala_ARIMA,Mahabaleshwar_Trend,Mahabaleshwar_SMA,Mahabaleshwar_EWMA,Mahabaleshwar_DES,Mahabaleshwar_TES,Mahabaleshwar_ARIMA,Satara_Trend,Satara_SMA,Satara_EWMA,Satara_DES,Satara_TES,Satara_ARIMA,Jaoli_Trend,Jaoli_SMA,Jaoli_EWMA,Jaoli_DES,Jaoli_TES,Jaoli_ARIMA,Man_Trend,Man_SMA,Man_EWMA,Man_DES,Man_TES,Man_ARIMA,Karad_Trend,Karad_SMA,Karad_EWMA,Karad_DES,Karad_TES,Karad_ARIMA,Patan_Trend,Patan_SMA,Patan_EWMA,Patan_DES,Patan_TES,Patan_ARIMA,Khatav_Trend,Khatav_SMA,Khatav_EWMA,Khatav_DES,Khatav_TES,Khatav_ARIMA,Phaltan_Trend,Phaltan_SMA,Phaltan_EWMA,Phaltan_DES,Phaltan_TES,Phaltan_ARIMA
1996-02-29,POMRB,9.333333333333334,6.2,8.95,14.05,2.7,1.2,7.1000000000000005,5.3,7.895652173913042,5.324999999999998,5.316666666666666,,,9.333333333333334,7.847860934162065,8.778397584850335,0.0,,,6.2,6.198711355960126,6.21,0.0,,,8.95,6.941956488985251,8.510237507900351,0.0,,,14.05,17.926245097617024,14.051875,0.0,,,2.7,2.6501218783192657,2.710618188159048,0.0,,,1.2,0.3587018772152686,1.2196874999999998,0.0,,,7.1000000000000005,5.356279548402726,5.9012959253860915,0.0,,,5.3,8.881633195746124,5.744515157662842,0.0,,,7.895652173913042,8.016422771207441,7.9678548764092865,0.0,,,5.324999999999998,4.3960576892661765,4.341810766100081,0.0,,,5.316666666666666,6.589387589766346,5.28476606479139,0.0
1996-05-31,PREMON,11.85,5.07,13.8,16.35,3.7,5.1,6.625,7.535000000000001,10.175454545454542,6.566666666666666,8.03888888888889,,,10.34,8.426587796707057,11.467328371791373,9.33328939011033,,,5.747999999999999,6.197315988113033,5.089445983379502,0.0,,,10.89,7.723788781398702,11.60606410668159,2.6755670542491803,,,14.97,19.821683297938957,16.35364612188366,14.049867690324241,,,3.1000000000000005,2.760457413610031,3.458559411663625,2.699998232094765,,,2.76,0.11575967818577539,5.138284279778393,1.1999972038403237,,,6.91,5.412131471687171,8.270367976872711,3.6520398383003543,,,6.194000000000001,10.898247591001095,6.879800229349316,5.299989250984656,,,8.807573122529643,8.283744907284623,11.106369056313806,7.895620873365807,,,5.821666666666665,4.6373455264003205,6.704288996476386,5.3249897167750255,,,6.405555555555556,9.118832026827688,7.04372654619281,2.948872203742774
1996-08-31,MONSOON,8.35,4.076666666666667,10.635,6.984999999999999,1.9075,0.32,6.569999999999999,5.297499999999999,6.308695652173915,3.1950000000000003,5.385,8.743333333333332,,9.544,8.135698572060155,8.3247906905236,10.682978336364544,4.7925,,5.079466666666667,6.1939661842703995,4.1050076094157255,0.0,10.208124999999999,,10.788,8.054451268922898,7.19141689532853,3.651977839315623,11.405625,,11.776,16.77503236851873,6.990313926765451,15.185476206840118,2.465,,2.623,2.6983066597285585,2.0596969328072037,3.3023217944143104,1.77375,,1.7839999999999998,0.017982251397373018,0.3757962310372083,3.4955956020710364,5.4978125,,6.774,5.462478867302372,5.4051292408996705,3.919984329383549,5.7034375,,5.8354,10.173848898511428,5.045730305078782,6.4716523644178645,9.56658308629776,,7.808022134387352,8.139669155540744,6.836336444231939,9.728447384469543,4.221354166666667,,4.770999999999999,4.517492682625729,4.051715435451775,6.097548851821929,5.0983680555555555,,5.997333333333334,8.916317605488226,5.427707306668774,4.588510166493483
1996-11-30,POMKH,5.813333333333333,4.413333333333333,7.55,8.985,1.855,0.16,2.6875,4.395,13.724583333333333,2.6425,2.36,8.508333333333333,8.836666666666666,8.051733333333333,7.331757488916217,8.026279075444096,9.63670576483209,4.60125,4.94,4.813013333333334,6.19128581039245,4.450022572929038,0.0,9.704374999999999,10.233749999999999,9.4928,7.993972424330976,5.499383816307054,3.918844141411883,11.131875,11.592500000000001,10.6596,14.52400375795792,8.991879232424198,12.531167408040359,2.3609375000000004,2.5406250000000004,2.3158000000000003,2.6366861327411515,2.5846323885898643,2.526825212861227,1.7674999999999998,1.695,1.1343999999999999,0.004843321813704882,0.2322319404540436,1.5480704199132462,5.141875000000001,5.745625,5.1394,5.319837040830085,4.557737759775676,4.848661907801625,5.76,5.631875,5.25924,8.292921159467639,5.021182257461289,6.019560975856007,9.513944746376813,9.52609642621871,10.174646613965745,8.7521850386235,7.00159937598339,6.331341668797844,4.043958333333333,4.432291666666666,3.919599999999999,4.353597027203095,3.288239001361341,4.480402982633594,4.779704861111111,5.275138888888889,4.542400000000001,6.635427437135083,4.161197755316247,3.981577498779984
1997-02-28,POMRB,8.586666666666666,5.02,8.745000000000001,12.555,2.095,1.83,5.1175000000000015,5.8725,8.219545454545456,3.6375,3.9025,8.3125,8.649999999999999,8.265706666666667,7.331398320829247,8.447242458509763,9.073970627689377,4.504166666666666,4.6450000000000005,4.895808000000001,6.1898055729286625,6.2444955201551435,0.0,8.896875,10.182499999999997,9.19368,8.077395141487031,8.510237507902671,8.217838319548605,11.0,11.21875,11.41776,13.91447564211767,14.057849676476465,13.454310610167678,2.276875,2.3893750000000002,2.22748,2.6021596938472786,2.6800320182561004,2.448457494517023,1.6775,1.8524999999999998,1.4126400000000001,0.15500087207280214,1.2834577872133328,1.1818365568801004,5.209375000000001,5.25,5.1306400000000005,5.303568430482102,5.528532725275312,5.979198762763415,5.739062499999999,5.7749999999999995,5.504543999999999,7.389534712144898,5.633785460233375,5.251798052500762,9.347389039855072,9.607069746376812,9.39260615019763,8.759386462587695,9.793318118559228,11.516645004150112,4.1984375,4.010416666666666,3.8067599999999993,4.305078033836014,4.293951656672654,4.5738452721590965,4.7830208333333335,4.921597222222222,4.286440000000001,5.889514656618299,5.190988867486787,4.465730555619423
1997-05-31,PREMON,10.716666666666667,4.72,9.975,15.655,3.4725,4.42,5.7600000000000025,7.415,9.430454545454547,6.834999999999999,6.9037500000000005,8.684166666666668,8.366666666666665,9.246090666666667,7.867013639564949,11.026105588052662,9.636145056456177,4.49125,4.5575,4.8254848,6.187737014080115,5.056393781737341,0.0,8.327916666666667,9.226249999999997,9.506208,8.292528912264256,11.606064106683851,12.385191207757929,11.2775,11.045,13.112656000000001,14.65745877438539,16.275949151851673,15.150381768637416,2.845625,2.3325000000000005,2.7254880000000004,2.695894090741723,3.338599779877314,2.8070821984096073,1.723125,1.6824999999999997,2.615584,0.6007124170718738,5.228994287327753,4.44061963253658,5.644687500000002,5.03375,5.382384000000002,5.319635674774991,7.364267396042551,5.263423359112677,5.8596875,5.744999999999999,6.2687264,7.5226004992428575,7.119241788357934,6.769248444387739,8.466102807971014,9.420819746376813,9.407745508300398,8.887073590429152,12.504889940504942,8.150109981794516,4.4078125,4.0775,5.018056,4.5819230416855055,6.222340882116251,5.253954941364876,5.306197916666666,4.637812499999999,5.333364,7.114596086163626,6.625963211806161,6.473506800124758
1997-08-31,MONSOON,7.916666666666668,3.65,8.0,6.625,1.4625,0.28,7.975,5.249999999999999,5.721249999999999,4.1625000000000005,6.546666666666665,9.09375,8.258333333333331,8.714321066666667,7.690738956628531,7.700230070260176,7.759558505690231,4.514166666666667,4.450833333333333,4.35529088,6.183564212036785,4.050769123116864,0.0,7.982708333333333,8.567499999999997,8.9037248,8.25686598536081,7.1914168953296995,8.627120602038794,11.663124999999999,10.955,10.517593600000001,11.611661044033312,6.873771552244045,8.101926976077733,3.5528125,2.2212500000000004,2.2202928,2.598773272128556,1.923005017300641,2.429884618975311,1.77,1.6724999999999997,1.6813504000000001,0.5114945762312525,0.4211741646665126,0.6550521978520565,6.019687500000001,5.385,6.419430400000001,5.443554289643209,4.512646088787096,5.798619249947997,6.0028125,5.733124999999999,5.861235839999999,6.31679966553904,5.126896586907774,5.643166487419055,7.550866600790513,9.273958333333333,7.933147304980238,8.630933743881153,7.625388649584098,8.618513541266863,4.505625,4.319375,4.6758336,4.564387673986878,3.768401625050947,4.040508376946209,5.813385416666666,4.928229166666666,5.818685066666666,7.599346222340719,4.833920351857024,4.715676068638684
1997-11-30,POMKH,9.22,4.736666666666667,5.633333333333333,11.565,6.8500000000000005,0.565,4.7650000000000015,5.4075,7.2617391304347825,3.35,5.383749999999999,9.016250000000001,9.109999999999998,8.916592640000001,7.870140564194999,7.452373942356426,6.745648820052178,4.7825,4.531666666666666,4.507841194666667,6.181539951002171,4.370646179524611,0.0,7.907708333333334,8.088333333333331,7.595568213333333,7.9537555991725375,5.499383816307471,6.468662599841527,11.90375,11.6,10.936556160000002,11.105255425189497,8.855520102959106,9.571739010914055,3.71375,3.4700000000000006,4.07217568,3.000052644383585,2.3999705955333237,2.050838577262164,2.01375,1.7737499999999997,1.23481024,0.4710068990233847,0.2683379825755976,0.3858414657078846,6.206406250000001,5.904375,5.757658240000001,5.403776927815303,4.426455846696402,3.7847518546312826,5.744999999999999,5.986249999999999,5.679741503999999,5.563278321624277,4.937006512520945,4.99899674739003,7.541206878568291,7.658247282608695,7.664584035162056,8.55073760730683,7.399271055567123,9.310913490689673,4.2625,4.49625,4.14550016,4.4670116502092565,3.3360736304945107,3.589869948904929,6.159913194444443,5.684166666666666,5.644711039999999,7.102200139574157,3.9981493445756717,3.2318822247257697
1998-02-28,POMRB,8.456666666666665,4.88,7.9,13.06,2.7575000000000003,1.8,6.04,6.005,7.360499999999997,3.7125,4.936249999999999,9.094583333333333,9.077499999999997,8.732622250666667,7.862508426659947,8.927777865774809,8.856436294861572,5.264583333333333,4.496666666666666,4.6567047168,6.179801793228123,6.181775545208949,0.0,7.919583333333333,7.8770833333333306,7.717340928,7.944824216295758,8.510237507902541,7.885422191622842,12.350000000000001,11.72625,11.785933696,11.4225913666811,13.671713651696523,13.13711693745346,3.8412500000000005,3.6356250000000006,3.5463054080000003,2.994771724232602,3.3012775379817545,3.6015537266105513,2.2275000000000005,1.7662499999999999,1.460886144,0.5881547961372202,1.4689512438063588,1.563582669046056,5.648125,6.135,5.8705949440000005,5.428544520386422,6.129063590646909,6.262730924932017,5.414999999999999,6.019374999999999,5.8098449024,5.466016997025749,5.97828890259668,5.838564215741843,7.702521588164251,7.44348591897233,7.542950421097233,8.486798270668725,8.240334881790611,7.370185853565779,3.8965625000000004,4.515,3.9723000959999997,4.415246504665798,4.516430310648259,4.2401442843706665,6.1485763888888885,5.9426041666666665,5.361326623999999,6.425990338539754,5.809890427388609,5.322732218390295
1998-05-31,PREMON,10.226666666666668,7.006666666666668,10.22,17.075,4.0975,6.4,6.331250000000002,5.22,10.212222222222222,4.815,8.642222222222221,8.715833333333334,8.954999999999997,9.330240017066668,8.295805492135274,11.3449121490296,10.094691243885908,5.439583333333333,5.068333333333333,5.5966894967466665,6.182256643356965,4.985061125444368,0.0,7.702916666666667,7.938333333333331,8.7184045568,8.203045176462668,11.60606410668348,10.444069400551447,12.365,12.08125,13.9015602176,13.50469442939723,16.17219589674326,15.472961080297303,3.3115625000000004,3.791875,3.7667832448000005,3.1118433278143223,3.9662641145670188,3.494338512729136,2.244375,2.26125,3.4365316864000004,1.3195901967304566,5.116876643194077,4.414457364091098,4.766875000000001,6.2778125,6.054856966400001,5.466355105238812,8.07147295192669,5.885549574057645,5.3640625,5.470624999999999,5.573906941440001,5.057559155406938,7.414100135056703,7.247131927372726,7.5854088164251205,7.63892783816425,8.610659141547227,8.71413628962278,11.149214482002941,9.181478053122936,3.7087499999999998,4.01,4.3093800576,4.478994039426833,6.405775095010403,5.857494841797866,5.676649305555555,6.377222222222221,6.673684863288889,8.118510386851597,7.346656816202503,7.0435562574503106
