Date,Season,Kot Ishe Kahn,Bagha Purana,Nihal Singh Wala,Moga- Ii,Moga - I,Kot Ishe Kahn_Trend,Kot Ishe Kahn_SMA,Kot Ishe Kahn_EWMA,Kot Ishe Kahn_DES,Kot Ishe Kahn_TES,Kot Ishe Kahn_ARIMA,Bagha Purana_Trend,Bagha Purana_SMA,Bagha Purana_EWMA,Bagha Purana_DES,Bagha Purana_TES,Bagha Purana_ARIMA,Nihal Singh Wala_Trend,Nihal Singh Wala_SMA,Nihal Singh Wala_EWMA,Nihal Singh Wala_DES,Nihal Singh Wala_TES,Nihal Singh Wala_ARIMA,Moga- Ii_Trend,Moga- Ii_SMA,Moga- Ii_EWMA,Moga- Ii_DES,Moga- Ii_TES,Moga- Ii_ARIMA,Moga - I_Trend,Moga - I_SMA,Moga - I_EWMA,Moga - I_DES,Moga - I_TES,Moga - I_ARIMA
1998-08-31,MONSOON,8.076666666666666,7.843333333333334,13.516666666666666,13.98,15.845,7.435625,7.1664583333333365,7.436082324650666,7.629351495604586,7.312549430587228,7.101338002453087,7.295249999999999,7.345250000000002,7.516556401493334,7.750762447434761,8.444417569044656,7.476724337203781,12.756041666666665,12.814999999999998,13.010065658538664,13.335448767375063,13.164288723023123,12.963224465711255,11.530625,10.855000000000002,11.536222818816,11.51267966564995,10.744304827737388,10.30017477344601,14.182916666666667,14.080416666666665,14.544397371392,14.804914972245902,14.84894666845463,14.406228288671702
1998-11-30,POMKH,7.863333333333334,6.888333333333333,12.246666666666668,12.45,13.76,7.806979166666666,7.215625000000004,7.606982728123734,7.807255682602656,7.686687116202387,7.821147810717638,7.273666666666667,7.308583333333336,7.265267174229333,7.658491933340164,7.7860147848624575,7.346313165706096,12.669583333333334,12.754999999999999,12.704706061789866,13.02512484401627,12.80237860610258,12.579206430975033,11.589375,11.49125,11.9017336912896,12.177250622021678,11.310255082121136,11.20863716825727,14.063541666666667,14.155416666666666,14.230638422835199,14.557401258261246,14.653325085350335,14.746080456440533
1999-02-28,POMRB,7.81,6.830000000000001,12.165,9.91,13.466666666666667,7.965416666666667,7.655625000000003,7.68818963687424,7.848510092761467,8.011056181726211,7.671310093249663,7.274583333333334,7.281916666666669,7.091160304537601,7.5723978619646175,7.686573252333266,7.159701982558914,12.595,12.757083333333332,12.488823637073919,12.717006629648909,12.464677042768379,12.50206122170084,11.284375,11.57,11.10504021477376,11.82618514244686,11.383591067146961,11.496370749711494,13.828541666666666,14.210416666666664,13.925049720367786,14.291146207771522,14.064174998622175,13.525006897614588
1999-05-31,PREMON,8.083333333333334,7.5,12.4,10.095,12.595,8.066666666666666,7.958333333333337,7.846247115457878,8.028027025100677,7.8595431241655085,7.846238580234037,7.3825,7.2654166666666695,7.254696182722561,7.647478996192936,7.9268515581975425,7.343174311637285,12.751666666666665,12.582083333333332,12.453294182244353,12.531199633798913,13.11455477271954,13.196978943844968,11.126249999999999,11.60875,10.701024128864256,11.493003631981233,11.532195406976607,11.141722965179246,13.856666666666667,13.916666666666664,13.393029832220671,13.803688656030776,14.334067206305992,13.920946657871411
1999-08-31,MONSOON,8.133333333333333,7.916666666666668,13.62,11.385,15.14,8.314583333333333,7.972500000000004,7.9610816026080595,8.131411298870963,8.438882370345517,7.966486665181509,7.594375000000001,7.283750000000003,7.519484376300204,7.796739163175774,8.455340991655778,7.539060586132353,13.043541666666666,12.607916666666664,12.919976509346611,12.790350248185058,13.370665985924047,13.069552371640665,11.4275,10.96,10.974614477318553,11.584527970812085,12.04109532395908,12.213002835587133,14.212083333333332,13.740416666666665,14.091817899332403,14.408197231037537,14.673597047361014,14.085942579718314
1999-11-30,POMKH,8.616666666666667,7.678333333333333,13.396666666666668,13.78,14.69,8.629166666666666,8.160833333333336,8.223315628231504,8.461334597687088,8.187658829717407,7.92225916521191,7.784791666666666,7.481250000000004,7.583023959113455,7.86463468301046,7.763940851173285,7.238449128263796,13.324583333333335,12.895416666666664,13.110652572274635,12.964670767670961,12.38603153383702,12.52133561821487,12.003125,11.2925,12.096768686391133,12.460019041094297,11.414600109573838,11.298793912624019,14.733958333333334,13.972916666666665,14.331090739599443,14.636811299906526,13.524333665885596,13.7903080381705
2000-02-29,POMRB,9.04,7.7349999999999985,13.35,10.99,15.38,8.419583333333334,8.468333333333335,8.549989376938901,8.848497626984091,8.659566595858745,7.90381759547453,7.89175,7.707500000000002,7.6438143754680725,7.9309337188701985,7.855233128695438,7.313666741845979,13.608333333333333,13.191666666666665,13.20639154336478,13.107893423728258,12.463480595273161,12.365338238271624,13.189374999999998,11.5625,11.65406121183468,12.256223669921017,11.727007945468408,11.237092743697275,15.241041666666668,14.451249999999998,14.750654443759666,15.03423050088319,14.28999857126143,14.26829670177021
2000-05-31,PREMON,9.37,8.118333333333334,13.463333333333333,13.62,14.856666666666667,7.679583333333333,8.790000000000001,8.87799362616334,9.203621838278943,8.848011008785333,8.716128954914334,7.953291666666667,7.862083333333336,7.833621958614177,8.066039704601947,8.330849295634511,7.79206982292865,13.955416666666666,13.457499999999998,13.309168259352202,13.268553651182835,13.074323641259165,12.765284410388078,14.348125,12.44375,12.440436727100808,12.914577482401915,12.03725705908977,11.284992581994127,15.725416666666668,15.016666666666666,14.793059332922468,15.102287269386157,15.208398523285819,14.919318759685556
2000-08-31,MONSOON,5.17,8.154,14.826666666666668,17.35,16.935000000000002,6.8925,8.049166666666668,7.394796175698003,6.850912889284086,9.60168683142495,9.173898184651346,8.050291666666668,7.92141666666667,7.961773175168506,8.181429602312527,8.890177573217546,8.0876319746357,14.264166666666668,13.759166666666667,13.916167622277989,13.859935512076776,14.176665608136727,13.66528405913729,15.475000000000001,13.935,14.404262036260485,14.773449731855049,13.51789499996891,13.302612474925057,15.981666666666666,15.465416666666666,15.649835599753482,15.89767132749974,17.13029041534986,16.344675304254913
2000-11-30,POMKH,5.66,7.933333333333334,14.966666666666667,17.085,16.77,6.085,7.3100000000000005,6.700877705418802,6.177261671533233,6.938190738438111,6.291164977917656,8.222291666666667,7.98516666666667,7.950397238434437,8.226105812190466,8.226008058470503,7.753593563782935,14.553333333333333,14.151666666666666,14.33636724003346,14.418089890499065,13.809316929465673,13.869579336930954,16.582968750000003,14.76125,15.476557221756291,16.308665520936945,14.560564684468282,15.11788549579131,16.142083333333336,15.985416666666666,16.097901359852088,16.352866551311276,15.810718284025164,15.721361663659785
2001-02-28,POMRB,5.7,8.256000000000002,14.25,16.7,15.35,5.745,6.475000000000001,6.300526623251281,5.924710190063962,6.412015437550065,6.464063686406605,8.429916666666667,8.11541666666667,8.072638343060664,8.330954125080892,8.264827563184642,7.783942795668391,14.857083333333334,14.376666666666663,14.301820344020076,14.63314124057609,13.90840107531875,13.962295493418106,16.604375,16.188750000000002,15.965934333053774,17.424471899115556,15.413290733283509,14.350491523672003,16.466875,15.977916666666664,15.798740815911254,16.134170048542487,16.425226543483376,16.501521722109302
2001-05-31,PREMON,6.25,8.973333333333333,14.876666666666665,16.77375,16.17,5.836250000000001,5.695000000000002,6.280315973950769,6.1482782404139185,5.961779203592483,6.449705442255282,8.663166666666667,8.329166666666671,8.432916339169731,8.568453938733775,8.751041995650645,8.264875410531598,15.100416666666668,14.729999999999999,14.531758873078712,14.979589651723915,14.182260611235417,14.230326757756117,16.6571875,16.9771875,16.289060599832265,18.266815616190392,16.895251375160036,16.025062811544526,16.666249999999998,16.306249999999995,15.947244489546751,16.28904564271647,15.541584170141657,14.969623341735433
2001-08-31,MONSOON,5.57,8.96,15.843333333333335,14.3675,18.22,5.93,5.795000000000002,5.996189584370461,5.835489522854934,6.578786638493773,6.387819941918315,8.919604166666666,8.530666666666672,8.643749803501839,8.754984297268924,9.325742785215166,8.621439537705555,15.4025,14.984166666666667,15.056388657180563,15.56093535891883,15.568546695137524,15.297310165394046,17.4803125,16.231562500000003,15.520436359899358,17.96976038352891,18.448532875696152,17.74838706149893,16.83625,16.627499999999994,16.85634669372805,17.130383933030213,18.11362630456805,17.671000502366844
2001-11-30,POMKH,5.99,8.993333333333332,15.896666666666668,20.49,17.08,6.06125,5.877500000000002,5.993713750622277,5.957015949120242,5.916427830851923,6.206188519638986,9.015208333333334,8.795666666666673,8.783583215434437,8.910881240608152,8.816105737898921,8.402660322766272,15.669166666666666,15.216666666666669,15.392499860975006,16.03755669936953,15.52391698870342,15.298591060385803,18.38109375,17.082812500000003,17.508261815939612,19.631380020504757,17.381573224065974,17.022899757688,17.182499999999997,16.704999999999995,16.94580801623683,17.262855731078194,17.363391292917168,17.313457463833185
2002-02-28,POMRB,6.12,9.2475,15.736666666666665,19.88,16.4,6.114999999999999,5.982500000000003,6.044228250373367,6.084199665981345,6.180536500528786,6.414871247216143,9.2359375,9.043541666666673,8.969149929260663,9.089725552135954,9.006637100614979,8.620977984782279,15.984166666666667,15.588333333333335,15.530166583251669,16.333066040581265,15.025877818865057,15.100708281704996,19.257187499999997,17.8778125,18.456957089563765,20.764253797655897,18.40119485727763,17.485659847739,17.3171875,16.967499999999994,16.727484809742098,17.10277873158931,16.540842957613673,16.372957339848522
2002-05-31,PREMON,6.88,8.746666666666668,15.523333333333332,20.8,17.89,6.25375,6.140000000000002,6.378536950224021,6.5884623566281375,6.111175757531335,6.4987625486367175,9.598333333333334,8.986875000000008,8.880156624223066,9.124898197212662,9.586231101836717,9.201881505601587,16.416666666666664,15.75,15.527433283284335,16.441820217697874,15.632032181383902,15.641853192292675,19.938750000000002,18.884375,19.394174253738257,21.901518596298214,19.960207324229366,18.84137168479161,17.217499999999998,17.397499999999994,17.19249088584526,17.5378076731288,16.795767030817547,16.41923580743032
2002-08-31,MONSOON,5.37,10.9525,17.716666666666665,17.35,17.5775,6.391249999999999,6.0900000000000025,5.975122170134412,5.8970912781389915,7.0091593883978005,5.782481999833084,9.830729166666668,9.485000000000008,9.70909397453384,9.626165175261146,9.826590321690235,9.198024627464633,16.775833333333335,16.218333333333334,16.403126636637268,17.20415747444132,16.65764355674043,16.11653511738425,20.512500000000003,19.629999999999995,18.576504552242955,21.49535785082436,21.859277267784464,19.469697469114465,17.1325,17.236874999999994,17.346494531507155,17.706426518515002,19.477765579179795,19.31657014883042
2002-11-30,POMKH,7.3,9.9,17.483333333333334,22.96,16.924999999999994,6.325625,6.417500000000002,6.505073302080647,6.761545452199368,5.978264444030822,5.662047512308552,10.113958333333333,9.711666666666675,9.785456384720304,9.80009962135092,9.74161901874028,9.444011150948594,17.13125,16.615000000000002,16.835209315315694,17.737115411775285,16.849417775637004,16.60171737347691,21.0,20.2475,20.329902731345776,22.84343328767524,20.74389776760037,20.69913389209996,16.959374999999998,17.198124999999994,17.17789671890429,17.57968856436893,17.373300595395918,16.827323159152655
2003-02-28,POMRB,5.91,10.2,17.023333333333333,22.0,15.875,6.31125,6.365000000000002,6.2670439812483885,6.289314887250824,6.9720894801762645,6.819600002494042,10.575729166666669,9.949791666666673,9.951273830832182,10.003160335887037,9.9379923393103,9.664286819331215,17.589375,16.93666666666667,16.91045892252275,17.965785037484164,16.663330527888096,16.300560382295114,21.786875000000002,20.7775,20.997941638807468,23.548866831638456,21.53029602185041,21.17568539555146,16.932187499999998,17.066874999999996,16.656738031342574,17.118070269459913,16.497720291216044,16.37633786191076
2003-05-31,PREMON,6.565,10.06,17.080000000000002,22.58,17.03,6.254375,6.286250000000002,6.386226388749034,6.485225742404237,6.317188727873198,6.164566631491414,10.983333333333334,10.278125000000006,9.994764298499309,10.135053842121819,10.350614568253127,10.027560248582995,18.04375,17.32583333333334,16.978275353513652,18.09156006056472,16.744997867017872,16.723792367362723,22.196875,21.2225,21.63076498328448,24.17815275547969,22.755570629069336,21.76411194422754,17.031875,16.851874999999996,16.806042818805544,17.236809884811617,16.87084532637209,16.6869946749459
2003-08-31,MONSOON,5.57,13.333333333333336,19.825,21.865,18.22,6.1987499999999995,6.3362500000000015,6.05973583324942,5.973712353529704,6.9105714582364035,6.191019136212504,11.082083333333333,10.87333333333334,11.33019191243292,10.942461031011556,11.02796309965536,10.554187861695873,18.267916666666668,17.852916666666673,18.11696521210819,19.048661692229015,18.637709117144553,18.04630337613741,21.909999999999997,22.35125,21.724458989970685,24.295375995995986,24.24846710346153,20.42604275412568,17.116875,17.012499999999996,17.371625691283327,17.743861889074367,17.98306671846111,17.922225336688967
2003-11-30,POMKH,6.645,10.78,19.01,21.725,17.08,6.264375,6.172500000000001,6.293841499949652,6.403347406413938,6.054240598803555,5.964017345095592,11.108333333333334,11.09333333333334,11.110115147459751,11.038547640497221,11.056703365104534,10.927271308442485,18.401249999999997,18.23458333333334,18.474179127264915,19.549926865173227,18.64397819354628,18.21617900221653,21.66625,22.042499999999997,21.724675393982412,24.163914303642514,23.701959990139077,23.971889205301178,17.29,17.051249999999996,17.254975414769994,17.6599536440783,17.666959349693652,17.471157784353547
2004-02-29,POMRB,6.12,10.11,17.29,20.94,16.4,7.217017045454545,6.225000000000001,6.224304899969791,6.267294056300056,6.620713519618568,6.431649642242507,11.348333333333333,11.07083333333334,10.710069088475851,10.971434910295317,11.170863562270291,11.022500951627975,18.491041666666668,18.301250000000003,18.000507476358948,19.30859138312438,18.298646644732415,17.86408474567397,21.555,21.777499999999996,21.41080523638945,23.626991734060436,23.103150022275713,22.787740254842134,18.185208333333332,17.182499999999997,16.912985248861997,17.35981608876811,16.648582154791924,16.383605196768997
2004-05-31,PREMON,6.88,10.36,17.88,21.69,17.89,8.21215909090909,6.303750000000001,6.486582939981875,6.663571460453013,6.294011167049236,6.38361745408032,11.781458333333333,11.14583333333334,10.570041453085512,10.97154952654062,11.195569323978733,10.914801466607814,18.167083333333334,18.501250000000002,17.952304485815368,19.186792596138314,18.17035232628966,18.310481714497044,21.709375,21.554999999999996,21.522483141833668,23.293733043836355,23.171573140247055,22.54772528134059,19.695807291666664,17.397499999999997,17.3037911493172,17.704185286363558,17.510880142369714,17.290145655975554
2004-08-31,MONSOON,12.876136363636364,14.953333333333333,19.743333333333336,21.865,24.521666666666665,9.092353687978688,8.130284090909091,9.042404309443672,10.39296040197915,7.0851033507670484,6.280268184381784,12.263333333333334,11.550833333333339,12.32335820518464,11.95705213928685,12.162022173049076,11.784415744333742,17.836666666666666,18.480833333333337,18.668716024822555,19.632131716648058,20.508951261339348,19.883461632902005,21.996250000000003,21.554999999999996,21.6594898851002,22.993960912066623,23.76618723214881,21.328827322005274,21.07053125,18.972916666666663,20.190941356256985,20.324484442867472,18.78324843792712,18.764635574985718
2004-11-30,POMKH,7.3,12.625,16.5,22.96,22.863125,10.543364257270508,8.29403409090909,8.345442585666202,8.605843905132675,10.398137301017115,11.055938581405126,12.766458333333333,12.012083333333338,12.444014923110785,12.243427768706864,11.89048395448981,11.864639598472671,17.77,17.853333333333335,17.801229614893533,18.8876333486338,19.645822810118176,19.062484291509882,22.240000000000002,21.863749999999996,22.17969393106012,23.06264124256911,22.82565652920302,22.601687162159,22.09276388888889,20.418697916666662,21.25981481375419,21.421002808855043,21.548389070883076,22.45683490419256
2005-02-28,POMRB,12.506556776556776,12.12,17.156666666666666,22.0,21.614666666666665,11.196055229492728,9.890673285048285,10.009888262022432,10.969874686780857,8.80796284197843,7.040812642955483,12.722291666666667,12.514583333333338,12.31440895386647,12.363455819504077,12.10934667843134,12.049903369333709,17.725104166666668,17.82,17.543404435602785,18.3927912811114,17.74787766740582,17.632842156717825,22.35125,22.128749999999997,22.10781635863607,22.78293610934578,22.407665402291446,22.270928453838284,22.463163194444444,21.72236458333333,21.40175555491918,21.679441596831605,21.80307118972633,21.183444294601752
2005-05-31,PREMON,12.101527777777779,12.375,17.48,22.58,20.85319444444444,11.872154130591632,11.19605522949273,10.846544068324572,11.698715723455424,10.93631037271452,10.879728182393443,12.372499999999999,13.018333333333338,12.338645372319881,12.513875780537992,12.412916468003639,12.224513589515688,17.887083333333333,17.720000000000002,17.51804266136167,18.051600867875827,18.019660633523138,18.44271064134196,21.9575,22.351249999999997,22.296689815181644,22.717365019970423,22.684930198691656,22.542213934710187,22.46316319444444,22.46316319444444,21.182331110729287,21.571448960595564,22.91155861085331,21.862929213479113
2005-08-31,MONSOON,12.876136363636364,12.585,19.784166666666668,21.865,24.521666666666665,12.548253031690534,11.19605522949273,11.65838098644929,12.45848066485981,12.066038165728258,10.899830765617256,12.394375,12.426250000000007,12.437187223391929,12.678877444446323,14.13690341726709,13.916120139222201,18.060625,17.730208333333334,18.42449226348367,18.52691239357988,19.893018731855058,18.31103531893851,21.195,22.351249999999997,22.124013889108987,22.419803674593933,23.48391748077765,22.466390575485864,22.46316319444444,22.46316319444444,22.51806533310424,22.827724076710364,24.485446690266915,23.672837642288965
2005-11-30,POMKH,12.70879120879121,12.195,17.755000000000006,19.81,22.863125,12.548253031690532,12.548253031690534,12.078545075386057,12.670605957460252,12.467057797045946,11.424524382815706,12.610625,12.318750000000007,12.340312334035158,12.726788629094788,12.55322485759897,12.51828869282668,18.127291666666668,18.043958333333336,18.156695358090204,18.290032588287268,17.520967905212586,17.02018519580879,20.7225,21.56375,21.19840833346539,21.479683287819537,22.479562000696326,22.593428468805886,22.46316319444444,22.46316319444444,22.656089199862542,23.041323840026077,22.295663141325335,22.878971596923282
2006-02-28,POMRB,12.506556776556776,12.725,17.29,19.05,21.614666666666665,12.548253031690532,12.548253031690534,12.249749755854344,12.637324107160445,12.82947892503141,11.792293200993953,12.780625,12.470000000000008,12.494187400421094,12.878695999602074,12.409146273099907,12.319821901944001,18.172187500000003,18.077291666666667,17.81001721485412,17.925535779422297,17.745050456893765,17.228928081051432,20.466875,20.826249999999998,20.339045000079235,20.43305307357923,20.99116312051091,21.195034918745698,22.463163194444444,22.46316319444444,22.239520186584194,22.728258581254575,21.5928374585926,21.605389601253677
2006-05-31,PREMON,12.101527777777779,13.5,17.88,21.75,20.85319444444444,12.548253031690532,12.548253031690535,12.190460964623718,12.382737945108499,12.606719112926601,11.861022131338132,12.898125,12.751250000000008,12.896512440252657,13.166093646437302,12.77422133466474,12.597556429857574,18.010208333333335,18.177291666666665,17.83801032891247,17.809725659107468,18.04921252322459,17.80431626151448,20.339999999999996,20.61875,20.903427000047543,20.47569284478837,20.42622180433732,20.821469647819143,22.46316319444444,22.46316319444444,21.684989889728293,22.25033730781346,22.205532282525436,21.620034769173234
2006-08-31,MONSOON,12.876136363636364,12.82,19.743333333333336,20.65,24.521666666666665,12.548253031690534,12.548253031690535,12.464731124228777,12.739080720247815,12.759872357051094,13.164367039694591,12.99625,12.810000000000008,12.865907464151594,13.249393810084754,14.430737279282585,14.158640949247719,17.952147435897434,18.167083333333334,18.600139530680817,18.3493291917039,20.240709539320125,19.139948470945008,20.40875,20.315,20.802056200028524,20.23072796114456,21.261287092296453,20.93395738219187,22.46316319444444,22.46316319444444,22.819660600503642,23.26716145695246,24.909142520414036,24.087209852122353
2006-11-30,POMKH,12.70879120879121,12.9,16.5,20.01,22.863125,12.548253031690532,12.548253031690535,12.56235515805375,12.785713900727751,12.755254256666639,11.327542188134933,12.943125,12.986250000000007,12.879544478490956,13.332982772205176,13.023486521779855,12.920695411659706,17.970336538461538,17.85333333333333,17.76008371840849,17.76777496338905,18.0017425038885,18.061333973375326,20.339375,20.365000000000002,20.485233720017114,19.870444889445945,20.25202769020379,20.394180303511657,22.46316319444444,22.46316319444444,22.837046360302185,23.325767094863767,22.63816895737923,23.078561632310745
2007-02-28,POMRB,12.506556776556776,12.805,18.08051282051282,19.4,21.614666666666665,12.548253031690532,12.548253031690535,12.54003580545496,12.684543764993201,12.949186486833078,13.44618038864924,13.0725,13.006250000000007,12.849726687094574,13.379259152405881,13.039818376699543,12.927911363062348,17.538878205128206,18.050961538461536,17.888255359250223,17.77689510580554,17.451142481836214,17.442429950910892,20.259375,20.452500000000004,20.05114023201027,19.4176752034278,19.3006731393554,19.824262925087773,22.463163194444444,22.46316319444444,22.348094482847976,22.912375747568657,21.54430694329591,21.80670429934866
2007-05-31,PREMON,12.101527777777779,12.995,17.235,20.845,20.85319444444444,12.548253031690532,12.548253031690535,12.364632594384087,12.4021084248734,12.65644179297394,12.430448747324164,13.44625,12.880000000000006,12.907836012256745,13.456922419226315,13.345157911989643,13.168973351671685,17.597631181318683,17.889711538461537,17.626953215550135,17.52492276883405,18.068690659453118,18.432394730686386,20.2675,20.226250000000004,20.36868413920616,19.569352638561302,19.312486076037153,20.67804422719549,22.46316319444444,22.46316319444444,21.75013446748656,22.36951443841855,21.728018410427975,21.45676429413725
2007-08-31,MONSOON,12.876136363636364,14.36,16.936666666666667,20.915,24.521666666666665,12.548253031690534,12.548253031690535,12.569234102084998,12.74702689147276,12.780525562862636,12.485848706889037,13.670625000000001,13.265000000000006,13.488701607354045,13.811688325035185,14.386162204946487,14.015870175146663,18.007217490842493,17.18804487179487,17.35083859599675,17.222260898042812,19.893075418732383,18.37802870457636,20.19875,20.292500000000004,20.587210483523695,19.793464815941505,20.256203077599032,20.23098730500394,22.46316319444444,22.46316319444444,22.858747347158605,23.34430357652556,25.04493307302921,24.287350448367754
2007-11-30,POMKH,12.70879120879121,14.35,19.77669047619048,19.81,22.863125,12.548253031690532,12.548253031690535,12.625056944767483,12.788973584426993,12.763832935649486,12.757539475635495,13.814374999999998,13.627500000000007,13.833220964412426,14.092445923864858,13.574777410020106,13.444872331171128,18.007217490842493,18.00721749084249,18.321179348074242,17.924397833367152,16.51526457377537,16.940579351379416,20.268124999999998,20.242500000000003,20.276326290114216,19.666437135427795,19.72308332220906,19.83334120864165,22.46316319444444,22.46316319444444,22.860498408295165,23.37570038812244,22.89550193740854,23.16183860088016
