Date,Season,Kot Ishe Kahn,Bagha Purana,Nihal Singh Wala,Moga- Ii,Moga - I,Kot Ishe Kahn_Trend,Kot Ishe Kahn_SMA,Kot Ishe Kahn_EWMA,Kot Ishe Kahn_DES,Kot Ishe Kahn_TES,Kot Ishe Kahn_ARIMA,Bagha Purana_Trend,Bagha Purana_SMA,Bagha Purana_EWMA,Bagha Purana_DES,Bagha Purana_TES,Bagha Purana_ARIMA,Nihal Singh Wala_Trend,Nihal Singh Wala_SMA,Nihal Singh Wala_EWMA,Nihal Singh Wala_DES,Nihal Singh Wala_TES,Nihal Singh Wala_ARIMA,Moga- Ii_Trend,Moga- Ii_SMA,Moga- Ii_EWMA,Moga- Ii_DES,Moga- Ii_TES,Moga- Ii_ARIMA,Moga - I_Trend,Moga - I_SMA,Moga - I_EWMA,Moga - I_DES,Moga - I_TES,Moga - I_ARIMA
2008-02-29,POMRB,12.506556776556776,13.15,18.08051282051282,19.05,21.614666666666665,12.548253031690532,12.548253031690535,12.5776568774832,12.685880954630614,12.952749794813538,12.629148727343784,13.7825,13.713750000000006,13.559932578647455,14.058895091452655,13.77725892330084,13.681713256246113,18.007217490842493,18.00721749084249,18.224912737049674,18.006372244901378,18.065220226876285,18.273672959964273,20.348125,20.155,19.785795774068532,19.330305529893522,19.022978896707254,19.472967738227087,22.463163194444444,22.46316319444444,22.362165711643765,22.944697049983663,21.593060925003265,21.89226940185511
2008-05-31,PREMON,12.101527777777779,13.8,17.235,21.75,20.85319444444444,12.548253031690532,12.548253031690535,12.387205237601032,12.40265696770497,12.657921876771088,12.41359830010508,13.6875,13.915000000000008,13.655959547188473,14.171585451708808,13.975246428717483,13.785883955541514,18.007217490842493,18.00721749084249,17.828947642229807,17.790964974203618,17.648971265213227,16.68671125105396,20.365,20.38125,20.57147746444112,19.97172106161294,19.175552186548508,20.350144412736505,22.46316319444444,22.46316319444444,21.758577204764038,22.390435681974232,21.431601424077428,21.34270073728904
2008-08-31,MONSOON,12.876136363636364,13.3,16.936666666666667,20.65,24.521666666666665,12.548253031690534,12.548253031690535,12.582777688015165,12.747251915081716,12.781140342179643,12.471580131622181,13.868749999999999,13.65000000000001,13.513575728313084,14.154183367152516,15.107434267338213,14.735888854083987,18.007217490842493,18.00721749084249,17.472035252004552,17.495526879291837,18.196628397525615,17.877033070150894,20.502499999999998,20.315000000000005,20.602886478664672,20.198721681529424,20.62517504031819,20.615612166707372,22.46316319444444,22.46316319444444,22.863812989525087,23.35784568031508,25.046668679253166,24.374583469448822
2008-11-30,POMKH,12.70879120879121,14.65,19.77669047619048,20.21,22.863125,12.548253031690532,12.548253031690535,12.633183096325583,12.78906589376306,12.76408829525096,12.745457170766745,14.083750000000002,13.72500000000001,13.96814543698785,14.429922831492142,14.0194184309914,13.83156758639297,18.007217490842493,18.00721749084249,18.393897341678922,18.185819654928668,19.053689715810236,19.03824039423037,20.36375,20.415000000000006,20.445731887198804,20.2494045415521,20.113061490759627,20.1380177370161,22.46316319444444,22.46316319444444,22.863537793715054,23.384466051337338,23.059999268852884,23.185784042318282
2009-02-28,POMRB,12.506556776556776,14.3,18.08051282051282,19.75,21.614666666666665,12.548253031690532,12.548253031690535,12.58253256841806,12.685918821828484,12.952855862998089,12.618917706496912,14.54375,14.012500000000012,14.10088726219271,14.574721492500053,13.966123227089875,13.823967779151143,18.007217490842493,18.00721749084249,18.26854353321248,18.241085758087664,18.129325744877907,18.22342600401369,20.20375,20.590000000000007,20.16743913231928,20.129079497313366,19.604179669409355,19.791130743498424,22.463163194444444,22.46316319444444,22.3639893428957,22.95037097279442,21.675221317970998,21.918512744926694
2009-05-31,PREMON,12.101527777777779,14.37,17.235,19.94,20.85319444444444,12.548253031690532,12.548253031690535,12.390130652161947,12.402672501612326,12.657965934091447,12.404934904450066,15.11125,14.155000000000012,14.208532357315626,14.705206228502027,14.453981589973495,14.265231148964345,18.007217490842493,18.00721749084249,17.855126119927487,17.9894980516478,17.406916448632153,17.4015526432505,20.3925,20.137500000000006,20.07646347939157,20.077864302579414,19.985088945474214,20.948252327281967,22.46316319444444,22.46316319444444,21.759671383515197,22.394108353313893,21.263402249109173,21.259926819021914
2009-08-31,MONSOON,12.876136363636364,16.41,16.936666666666667,21.18,24.521666666666665,12.548253031690534,12.548253031690535,12.584532936751714,12.747258287411627,12.781158642176791,12.464244165308344,15.39625,14.932500000000012,15.089119414389375,15.246902097487883,15.347382921288935,14.934526914297964,18.007217490842493,18.00721749084249,17.48774233862316,17.65357506216064,17.439593207777264,17.649318255578766,20.62375,20.270000000000003,20.51787808763494,20.448675446256804,20.76051705716131,20.26928967668193,22.46316319444444,22.46316319444444,22.864469496775783,23.360222962350637,24.998902367530373,24.403605920623946
2009-11-30,POMKH,12.70879120879121,16.08,19.77669047619048,21.19,22.863125,12.548253031690532,12.548253031690535,12.63423624556751,12.78906850782452,12.76409589648254,12.739245241415242,15.6375,15.290000000000012,15.485471648633624,15.60807443596869,15.297964754024951,15.182665016117259,18.007217490842493,18.00721749084249,18.403321593650087,18.302945839294303,19.66856742754289,18.91192535857208,20.81125,20.515,20.786726852580966,20.777712985970258,20.395007057615246,20.20513476497211,22.46316319444444,22.46316319444444,22.86393169806547,23.38600484132259,23.150876347380667,23.180804887889543
2010-02-28,POMRB,12.506556776556776,15.15,18.08051282051282,20.62,21.614666666666665,12.548253031690532,12.548253031690535,12.583164457963218,12.685919894170532,12.952859020305752,12.613657586067434,15.662916666666664,15.502500000000012,15.351282989180174,15.69657246752718,15.231852409731747,15.182961760233738,18.007217490842493,18.00721749084249,18.27419808439518,18.319795803283142,18.144310532843683,18.153358150662402,20.947499999999998,20.7325,20.72003611154858,20.85725634391255,20.160909391591773,20.22927178986125,22.463163194444444,22.46316319444444,22.36422568550595,22.951367015579116,21.75615136992725,21.91563240283582
2010-05-31,PREMON,12.101527777777779,15.45,17.235,20.57,20.85319444444444,13.27965413059163,12.548253031690535,12.390509785889043,12.402672941509202,12.657967245535705,12.400480754159386,15.622083333333332,15.772500000000013,15.390769793508104,15.831503157233666,15.55898141888781,15.429492548399455,18.719506181318682,18.00721749084249,17.858518850637108,18.034580828372828,17.3260663464933,17.36268550405625,21.050000000000004,20.89,20.660021666929147,20.882316909863434,20.737015210334043,20.96968884507942,23.25402256944444,22.46316319444444,21.759813189081346,22.394753081469425,21.178273762739188,21.19776702560325
2010-08-31,MONSOON,12.876136363636364,15.533333333333333,16.936666666666667,21.64,24.521666666666665,15.258152299089799,12.548253031690535,12.584760416987972,12.74725846786642,12.781159186908624,12.460472492191894,15.813333333333333,15.553333333333349,15.447795209438198,15.956979233106264,16.629000114116714,16.309887429212665,20.06548076923077,18.00721749084249,17.48977797704893,17.671093716718364,17.14874628230114,17.62775837559256,21.161250000000003,21.005000000000003,21.052013000157487,21.24078432333227,21.58473688108667,21.015970612400622,24.854715277777775,22.46316319444444,22.864554580115474,23.360640288193387,24.94333812099793,24.403780479388324
2010-11-30,POMKH,18.56,16.63,25.475,21.55,29.19,17.56964172979798,14.011055229492733,14.974856250192783,16.269685544458312,12.764096122746633,12.736051474440115,15.977083333333333,15.690833333333348,15.92067712566292,16.29230701792721,16.045422700712745,15.922511319004727,21.76979166666667,19.43179487179487,20.68386678622936,20.242584636684395,19.80311716573631,18.899965939004396,21.26875,21.095000000000002,21.25120780009449,21.50395078963472,21.202527188497886,21.137653145738394,26.506649305555555,24.04488194444444,25.394732748069288,25.673483263511404,23.19244431935245,23.162950647281214
2011-02-28,POMRB,22.48333333333333,16.13,23.15,21.15,28.09333333333333,19.033267045454544,16.505249368686872,17.978247083449002,20.04846981995538,16.37366352471472,16.42673683716389,16.187916666666666,15.935833333333347,16.004406275397752,16.452443906030513,15.797179902419039,15.753647243869574,22.840416666666666,20.699166666666667,21.670320071737613,21.7736466288232,19.181023225927063,19.178016372810916,21.12125,21.2275,21.210724680056693,21.566550404568744,20.898745678473,20.99632889711967,28.172291666666666,25.66454861111111,26.474172982174906,26.774110064200507,25.680903919202315,26.957249539158614
2011-05-31,PREMON,20.616666666666667,15.78,25.8,20.9,27.59,19.176874999999995,18.634034090909093,19.03361491673607,20.488210470530852,19.911603376986573,19.216278920374734,16.42,16.018333333333345,15.914643765238651,16.505056975770835,16.214053839176614,16.1089291157293,22.840416666666666,22.840416666666666,23.32219204304257,23.96878878378684,19.215106795676014,18.095849439530824,21.29828125,21.310000000000002,21.086434808034014,21.498922041697394,21.45381976675231,21.069864728415133,29.183333333333334,27.34875,26.920503789304945,27.30457594851132,26.599780477579365,26.385108862034777
2011-08-31,MONSOON,16.07,16.89,16.936666666666667,20.13,31.11,18.371666666666666,19.432500000000005,17.848168950041643,17.9639967617944,20.772310308919167,18.80741798947446,16.47625,16.357500000000012,16.304786259143192,16.785141627132564,17.053473415134476,16.714079726866633,22.840416666666666,22.840416666666666,20.76798189249221,22.74650737115804,20.41468902457425,21.173749044610283,21.896562499999998,20.9325,20.703860884820408,21.147859738940657,22.20671060695306,21.612869489407178,29.474375000000002,28.995833333333334,28.596302273582964,28.920444920810862,31.135012309809344,29.887640870016355
2011-11-30,POMKH,16.515,17.13,25.475,24.47625,30.69,17.993072916666666,18.921250000000004,17.314901370024987,17.19322230081611,17.950599047339086,16.325859881432837,16.509999999999998,16.482500000000012,16.634871755485918,17.059978432744483,16.94846808768029,16.826744064020158,22.784166666666668,22.84041666666667,22.650789135495327,24.331506106751387,26.587382003189447,24.483722128118476,22.351125,21.664062500000004,22.212816530892248,22.290450085101973,21.122779438886433,21.09180227400165,29.572708333333335,29.370833333333337,29.43378136414978,29.814547280643126,31.768338022787077,31.164074534200235
2012-02-29,POMRB,18.086666666666666,16.08,23.15,23.01,28.92166666666667,18.68390625,17.822083333333335,17.62360748868166,17.81194742629941,17.332397798217304,16.617942794293448,17.10075,16.470000000000013,16.41292305329155,17.05388576146398,16.568779939521125,16.536936717605645,24.195208333333333,22.84041666666667,22.850473481297193,24.824342240106162,23.967242393289837,26.092192968210018,23.0494375,22.129062500000003,22.53168991853535,22.796939995582175,21.677501822836323,21.973196977592174,29.506666666666668,29.577916666666674,29.228935485156537,29.754025944873394,28.743690480972198,28.935305230732276
2012-05-31,PREMON,21.98458333333333,16.1,25.35,22.6765,27.548333333333336,19.459375,18.1640625,19.36799782654233,20.38445392174382,17.739398419051035,17.302136441065368,18.1461875,16.55000000000001,16.287753831974932,17.053317864323184,16.67737600818255,16.545526612340723,25.6625,22.72791666666667,23.850284088778317,25.835786143253216,24.927114527047085,24.616829327184867,23.70990625,22.573187500000003,22.58961395112121,23.07559502735645,22.65937648915782,22.2271113146441,29.258333333333336,29.56750000000001,28.55669462442726,29.21838178327494,27.824809001876105,27.84573153822393
2012-08-31,MONSOON,20.22875,21.296000000000006,28.675,23.94,30.62333333333333,20.26458333333333,19.20375,19.712298695925398,20.395284180548735,20.669774046634718,19.973303098456597,19.194312500000002,17.651500000000013,18.291052299184962,18.167566744598936,17.527303859753854,17.168896998556885,25.662499999999998,25.6625,25.78017045326699,27.722116257663256,18.67394872156899,20.917464665820308,24.16475,23.525687500000004,23.129768370672725,23.685790028440316,23.74424658766141,22.34399143549912,28.967291666666668,29.445833333333344,29.38335010798969,29.983298266236737,31.248484234459923,30.50228185265772
2012-11-30,POMKH,18.56,21.0875,25.475,25.95,29.19,20.643177083333335,19.715,19.25137921755524,19.407063791324653,20.33934746831739,20.63810810636006,20.2436875,18.640875000000015,19.409631379510977,19.01137863096406,18.369060883868684,18.37823337715545,25.71875,25.6625,25.658102271960196,28.134590028744,28.680774690048942,26.1033772124412,24.742062500000003,23.894125000000003,24.257861022403635,24.850567883293618,23.598130588135945,24.269357410453384,28.868958333333335,29.070833333333347,29.306010064793814,29.960261029011498,31.164175631395903,30.77837479477338
2013-02-28,POMRB,22.48333333333333,20.5075,23.15,25.175,28.09333333333333,19.952343749999997,20.814166666666665,20.544160863866473,21.335487232512943,19.520179862239466,19.84702017263374,21.212625000000003,19.747750000000014,19.84877882770659,19.55983630295489,18.45823860625448,18.62725172235836,25.775000000000002,25.6625,24.654861363176117,27.474007824041003,26.07608307161339,23.629973015774787,25.545,24.435375,24.62471661344218,25.538494146146004,24.158967841620434,24.271423702825206,28.935000000000002,28.863750000000014,28.82093937220962,29.548896814733446,28.012278904119444,27.990024002563068
2013-05-31,PREMON,20.616666666666667,20.0675,25.8,25.13000000000001,27.59,18.921249999999997,20.4721875,20.57316318498655,21.016171618307922,21.2185652995238,21.454502197492534,21.962604166666665,20.73962500000001,19.936267296623953,19.902802361041218,19.128439823760772,19.241048417571072,26.06458333333333,25.775000000000006,25.11291681790567,27.57290572889308,27.593223753144596,27.68787147983573,26.449375000000003,25.048750000000002,24.82682996806531,26.014160087825008,25.305409571877217,24.41320467949475,29.370833333333334,28.874166666666678,28.32856362332577,29.100666609636356,26.882609479345913,27.28652736215537
2013-08-31,MONSOON,16.07,25.08,28.675,27.91,31.11,17.310833333333335,19.4325,18.77189791099193,18.18057733859341,21.315180354305873,19.249633491074942,22.4478125,21.68562500000001,21.993760377974372,21.25163100074799,21.01327768415218,21.00231455201828,26.619791666666668,25.77500000000001,26.5377500907434,28.49757175793403,27.091269320614046,28.502935130195326,27.065625000000004,26.041250000000005,26.06009798083919,27.26669466214613,26.574276451178914,24.906003399791935,29.952916666666667,28.995833333333344,29.441138173995462,30.083035762201096,30.790134972516377,30.645678355620053
2013-11-30,POMKH,14.47,23.30333333333333,27.79166666666667,29.215,32.19,16.553645833333334,18.41,17.051138746595157,16.065590998650286,18.176089844810825,17.121165632082366,22.601604166666664,22.239583333333343,22.517589560117955,21.946085140397784,21.75566298014274,22.138421829798382,26.77291666666667,26.35416666666668,27.03931672111271,28.90699971659147,27.269796805776025,26.072769821450855,27.145750000000003,26.857500000000005,27.32205878850351,28.71305905033082,27.04195792673391,27.442540298368883,30.149583333333332,29.745833333333344,30.54068290439728,31.109340454122957,30.83213742449333,30.656418121515447
2014-02-28,POMRB,13.69,22.173333333333336,25.275,26.84,29.75,17.9353125,16.211666666666666,15.706683247957095,14.733993493415248,16.230486820949253,16.56383014453061,22.15191666666667,22.656041666666674,22.379887069404106,22.257447743140556,21.47289465567057,21.971410849327537,26.66041666666667,26.88541666666668,26.333590032667622,28.290502064621997,25.365166328189584,25.041571083040186,26.789,27.273750000000003,27.129235273102108,29.02414098903369,27.85680903582857,27.483146335635148,30.017500000000005,30.16000000000001,30.224409742638365,30.89158025295561,30.398836713495214,30.632185772866258
2014-05-31,PREMON,23.3525,19.632,24.9,24.106,27.50666666666667,20.037083333333335,16.895624999999995,18.765009948774257,19.9355247615436,14.71126754504882,16.26430997647991,21.666562500000005,22.547166666666676,21.280732241642465,21.960545188638683,21.660648241420937,22.026830094035983,26.786458333333332,26.66041666666668,25.760154019600574,27.50068998970916,28.05111330644246,26.529463852752997,26.220875,27.017750000000003,25.919941163861267,28.170714494985898,28.628603433817272,27.186574149715714,29.550208333333337,30.139166666666675,29.13731251224969,29.93964609595215,29.03291683281345,28.95005615562194
2014-08-31,MONSOON,24.3875,21.918000000000006,28.675,26.08,30.13666666666667,22.105416666666667,18.974999999999994,21.014005969264552,22.684974658714072,20.211713623400865,21.010177424578476,21.40154166666667,21.75666666666668,21.535639344985483,22.21420184831509,23.369577064909986,23.50053242299825,27.178124999999998,26.66041666666668,26.926092411760344,27.996227110098154,29.43925525681992,28.176005796915643,25.757749999999998,26.560250000000003,25.98396469831676,27.919835870433754,28.613001207414012,27.320551094166376,29.119583333333335,29.895833333333346,29.537054174016482,30.274231863086676,31.448476764979752,30.84224742969032
2014-11-30,POMKH,22.96666666666667,22.5825,28.8,26.5,29.425,22.305104166666666,21.09916666666666,21.7950702482254,22.967666963653002,22.5804225607445,21.889246977624502,21.274410714285715,21.576458333333346,21.95438360699129,22.559032337225656,22.45979357332041,22.77180220971361,27.706249999999997,26.912500000000012,27.675655447056208,28.453383485057145,28.489548807755533,27.99460971412838,25.463785714285716,25.881500000000003,26.190378818990055,27.746435707055085,27.654138697344614,27.73976511690195,29.178333333333338,29.204583333333346,29.49223250440989,30.23353342271496,30.84147289854038,30.681102574220883
2015-02-28,POMRB,21.74,20.774,27.4,25.85,29.070000000000004,20.842604166666668,23.11166666666666,21.77304214893524,22.35394519657262,23.027329277543437,22.5362635109621,22.072446428571425,21.226625000000013,21.482230164194775,22.446033540891822,21.719114199451532,22.13809566895803,27.96875,27.44375000000001,27.565393268233723,28.348672237616565,26.072866062811773,26.049790818802073,26.171071428571427,25.634,26.054227291394035,27.31173809301279,26.954137573254755,26.39776868675196,29.723750000000003,29.034583333333345,29.323339502645936,30.07885483316987,28.046000334247353,28.255581773011755
2015-05-31,PREMON,16.900000000000002,20.01428571428571,27.0,22.744285714285716,28.656666666666666,19.549583333333334,21.49854166666666,19.823825289361146,19.223088819654443,22.240746112301764,21.499962571711414,22.738812499999998,21.322196428571438,20.89505238423115,22.1929422256754,21.09974161782842,21.300405421736812,28.006249999999998,27.968750000000007,27.339235960940233,28.072342980535907,26.99258077840651,26.303322902148377,27.050863095238093,25.293571428571433,24.73025066055071,25.85547277567746,27.05758861859943,25.317908924515294,30.327291666666667,29.322083333333342,29.056670368254228,29.829310179924054,27.407787749802317,27.968879926368615
2015-08-31,MONSOON,19.14,27.92,28.675,33.1,33.35,18.02875,20.18666666666666,19.55029517361669,19.27122054180888,19.56687887248908,17.229670097058293,23.32817857142857,22.822696428571437,23.70503143053869,23.68713700243049,23.114353316176803,23.02077914426507,28.192916666666665,27.96875000000001,27.873541576564136,28.352276088030067,30.408885419254442,28.561401773914618,27.858154761904764,27.04857142857143,28.07815039633043,28.066641863521568,26.466747080617132,25.66695507529132,30.85166666666667,30.125416666666677,30.77400222095254,31.36445439838479,31.587887631303325,31.468279866958
2015-11-30,POMKH,17.87,21.91142857142857,29.1,26.51833333333333,31.04000000000001,16.953750000000003,18.912499999999994,18.878177104170014,18.5355001533081,19.244722016861424,18.681041560929003,24.480059523809523,22.65492857142858,22.98759028689464,23.589637577911652,23.87414417777754,24.232693103942864,28.210833333333333,28.043750000000014,28.36412494593848,28.724116865467394,29.98262556718135,28.79598603367378,29.426369047619044,27.053154761904764,27.45422357113159,27.831315762799193,27.924452999607418,28.544065162006095,31.523333333333333,30.52916666666668,30.880401332571527,31.523056624054654,32.82121200313997,32.824727109746085
2016-02-29,POMRB,14.67,26.16,28.59333333333333,32.29,31.65,16.963984375,17.144999999999996,17.19490626250201,16.33015854283556,18.66211143315295,17.89401752155111,24.64285714285714,24.00142857142858,24.256554172136784,24.42333726744286,22.490676034567638,22.819494749151442,28.079583333333336,28.342083333333342,28.45580830089642,28.856532356499745,27.987717531686403,28.21727233307053,29.858333333333327,28.663154761904764,29.388534142678953,29.531088167761762,27.144967147341934,27.17569767542328,31.885000000000005,31.174166666666675,31.188240799542914,31.846237342209875,30.617668147871917,30.066751089096307
2016-05-31,PREMON,15.37,23.84333333333333,25.95,28.85,31.45,17.463147321428572,16.762499999999996,16.464943757501203,15.84187986579396,16.29422582984853,18.04258100148439,24.350734126984126,24.958690476190487,24.091265836615403,24.591162724637933,22.89565994415866,23.216848946721584,28.12333333333333,28.07958333333334,27.45348498053785,28.05792237106473,27.910056146034016,28.003913564314402,29.37104166666667,30.18958333333333,29.17312048560737,29.822438563265443,29.31220000430031,27.31445131031085,31.900000000000002,31.87250000000001,31.292944479725747,31.983127507814523,30.0595857589247,30.50756338096425
2016-08-31,MONSOON,20.751875,25.39333333333333,28.675,30.45,33.45,18.44475446428571,17.165468749999995,18.17971625450072,18.843009577285713,16.20239806257179,17.338338082293475,23.77986111111111,24.32702380952382,24.612092835302576,25.057515343905273,26.308011582539727,26.452181084843524,28.202166666666667,28.079583333333343,27.94209098832271,28.229353301746805,29.81693664271159,28.4762997324584,28.24703125,29.52708333333333,29.68387229136442,30.517073359809586,30.422188154175185,31.591520978469546,31.798,31.897500000000015,32.15576668783545,32.79474867725116,34.49730694266367,34.530832552432535
2016-11-30,POMKH,20.25142857142857,22.101111111111113,29.45,25.27,31.06,19.178683035714286,17.760825892857135,19.008401181271857,19.776442292520525,18.789578492598707,19.906493685970627,23.408611111111107,24.374444444444453,23.60770014562599,24.723118570073353,24.69424768723659,24.968900566847395,28.368499999999997,28.167083333333345,28.545254592993626,28.64524562767646,29.937539127334027,29.233179267475446,27.6165625,29.215,27.91832337481865,29.275722681437493,30.369672691255495,29.158268566548077,31.814750000000004,31.902500000000014,31.71746001270127,32.45610140006449,32.83425109882554,32.34595104025665
2017-02-28,POMRB,20.141428571428573,21.40333333333333,28.874000000000002,24.54625,30.814000000000004,18.944698660714284,19.12868303571428,19.46161213733454,20.093921710418854,19.865318974743687,19.413108240824208,23.78611111111111,23.185277777777785,22.725953420708926,24.30676394629238,24.063174467036784,24.37031239998715,27.032458333333334,28.23725000000001,28.676752755796176,28.81655482329871,28.87056381797273,28.174275296916353,28.437812499999996,27.279062500000002,26.569494024891192,27.844848559656107,28.59191816645817,29.606489662866306,32.191,31.693500000000014,31.356076007620764,32.14796786162671,31.573894802436104,30.933238705047284
2017-05-31,PREMON,15.77,25.63,27.0,31.55,32.42,18.675892857142856,19.228683035714276,17.984967282400724,17.62379505871352,19.99277234233365,18.561727905993116,24.251567460317457,23.63194444444445,23.887572052425355,24.881497954793854,22.599855848657747,22.749268216504387,25.605416666666667,28.49975000000001,28.006051653477705,28.324012331566802,26.987993002968416,27.077119445773125,29.015520833333337,27.954062500000006,28.561696414934715,28.919300091494073,27.67657506662764,26.172563730832074,32.562562500000006,31.936000000000018,31.78164560457246,32.52909613034049,30.04195856853388,30.4224528818527
2017-08-31,MONSOON,18.48,26.626666666666665,16.936666666666667,34.32,35.49,18.695535714285715,18.660714285714278,18.182980369440436,18.22255331403412,17.97250844150838,17.444883448265067,24.699940476190474,23.940277777777784,24.983209898121878,25.55362686255918,26.188483744139095,26.192323683114328,25.724666666666668,25.565166666666673,23.57829765875329,24.609578401059043,29.68271990572181,28.643750352526045,29.19953125,28.921562500000004,30.86501784896083,30.85052129729844,29.564391619271568,30.5872819453324,32.764875,32.44600000000001,33.264987362743476,33.88562235731128,34.268664162344294,34.88082520240589
2017-11-30,POMKH,20.372857142857143,24.59142857142857,29.772,26.02166666666667,31.9925,18.674999999999997,18.69107142857142,19.05893107880712,19.594150620407184,18.196614521510703,18.150989257230627,23.48702380952381,24.562857142857148,24.826497367444553,25.652985132857346,24.614738310604658,24.771828779539458,24.583041666666666,25.645666666666674,26.055778595251972,25.598740532483163,28.054858802611626,27.04840519475176,29.120833333333337,29.10947916666667,28.927677376043164,29.718643934467803,30.719758150162754,28.81023986891025,32.79,32.67912500000001,32.755992417646084,33.499317694368855,33.74700415807567,33.61919590987282
2018-02-28,POMRB,20.17714285714285,22.5,29.506,25.266666666666666,31.5,18.964999999999996,18.69999999999999,19.50621579014141,20.040386696168127,19.69001180713321,18.802951530603835,22.29660714285714,24.837023809523814,23.89589842046673,25.283541213124554,24.555960318900325,24.730393394741984,23.362416666666665,25.80366666666668,27.435867157151183,26.525676352141524,27.371506566048343,29.198593330341406,28.258958333333336,29.289583333333336,27.463273092292567,28.37827269970903,29.039842623135158,28.819003299294838,32.761875,32.850625000000015,32.25359545058765,33.07122460032305,32.83720739889341,31.79202985408841
2018-05-31,PREMON,15.57,14.83,17.235,30.200000000000006,31.935,19.272410714285712,18.649999999999988,17.931729474084847,17.482863020548912,19.94083508750294,19.20935096561592,22.300545634920635,22.137023809523814,20.269539052280038,23.343482738150033,24.134218961636257,24.27384493020314,23.342291666666664,23.36241666666668,23.355520294290706,23.407283454246656,25.609386456541305,23.49165110299946,27.518854166666667,28.952083333333338,28.55796385537554,28.83320532248056,28.207925245956623,29.21257076865965,32.73609375,32.72937500000002,32.12615727035259,32.95137983917786,32.0002775770027,31.964651086567347
2018-08-31,MONSOON,21.0,27.903333333333336,16.936666666666667,28.775,35.75,,19.279999999999987,19.159037684450908,19.663773023584955,17.834008954877618,17.930334222445808,,22.456190476190482,23.323056764701356,24.60104327006058,24.51303572484658,23.975808127871595,,23.36241666666668,20.787978843241092,20.693584704133674,18.4916994915392,18.87023229333797,,27.565833333333337,28.644778313225324,28.784554984430613,29.481377542069033,30.76648031778089,,32.79437500000002,33.57569436221156,34.2529539849073,34.350410461151014,34.792196090581335
2018-11-30,POMKH,20.312142857142856,23.34626984126984,29.611,25.645833333333336,31.52625,,19.264821428571416,19.62027975352769,,19.612359139558897,20.348161649174337,,22.1449007936508,23.332341995328747,,23.535533826281537,23.466931409873375,,23.322166666666682,24.317187305944657,,27.613967012436962,27.48563437819118,,27.471875000000004,27.44520032126853,,28.700821169852844,26.354657426976434,,32.677812500000016,32.75591661732693,,32.944391909739984,33.346753485319134
