Date,Season,Parliament Street,Darya Ganj,Chanakya Puri,Connaught Place,Parliament Street_Trend,Parliament Street_SMA,Parliament Street_EWMA,Parliament Street_DES,Parliament Street_TES,Parliament Street_ARIMA,Darya Ganj_Trend,Darya Ganj_SMA,Darya Ganj_EWMA,Darya Ganj_DES,Darya Ganj_TES,Darya Ganj_ARIMA,Chanakya Puri_Trend,Chanakya Puri_SMA,Chanakya Puri_EWMA,Chanakya Puri_DES,Chanakya Puri_TES,Chanakya Puri_ARIMA,Connaught Place_Trend,Connaught Place_SMA,Connaught Place_EWMA,Connaught Place_DES,Connaught Place_TES,Connaught Place_ARIMA
1998-08-31,MONSOON,3.44,4.6,12.286,3.51,4.51375,4.66,4.556202764288,4.674551483017614,4.591009543536851,4.895229081057143,4.90875,5.0024999999999995,4.9106155171840005,5.001519594207515,4.899899290496073,3.7286635080322683,11.822375,11.766749999999998,11.904782878719999,13.215895701577008,11.120819114596895,11.468309364904362,3.985625,3.9856249999999993,3.86696512896,3.7220001399928924,3.5436110316901273,3.51
1998-11-30,POMKH,3.565,4.7,10.894000000000002,3.58,4.58375,4.45125,4.1597216585728,4.365262757029677,4.292311151308332,4.485471133629028,4.8950000000000005,4.9025,4.8263693103104,4.984796946425474,5.156084881121945,3.8808538552988914,11.57075,11.95375,11.500469727232,11.001476714146209,11.493927059481456,11.687921263598442,3.985625,3.9856249999999993,3.7521790773759998,3.7342203419616844,3.6133016033223457,3.58
1999-02-28,POMRB,5.005,5.0,10.794,4.9575,4.639375,4.57625,4.49783299514368,4.576801364839153,4.503907779005375,4.376394491880522,4.98125,4.915,4.895821586186241,4.968132770173512,5.187131377895371,3.766711094848924,11.218500000000002,11.690999999999999,11.217881836339199,10.184366237464754,10.866738051193327,11.4749383978824,3.9856250000000006,3.9856249999999998,4.2343074464256,4.203980541000944,4.990461551853167,4.9575
1999-05-31,PREMON,6.355,5.2,11.828,3.895000000000001,4.973750000000001,4.5912500000000005,5.240699797086208,5.129243495698176,6.1576656894536335,5.060665570968132,5.1625,4.875,5.017492951711745,4.951526058935919,5.4802402261815635,4.078701306745502,11.380999999999998,11.4505,11.46192910180352,11.407165341356212,12.506147490233166,11.292377714821441,3.9856249999999998,3.9856249999999993,4.0985844678553605,4.251190969039487,3.9276232459250027,3.895000000000001
1999-08-31,MONSOON,3.825,5.45,10.43,3.51,5.269375,4.6875,4.674419878251725,4.763964688255713,4.551564775156169,4.665716115876168,5.26875,5.0875,5.190495771027047,4.934977025449577,4.864033797605978,3.500377987132333,12.065624999999999,10.9865,11.04915746108211,10.39745095549498,11.063809192911222,11.435931458784586,3.985625,3.9856249999999993,3.863150680713216,4.132087117039318,3.5422892163639386,3.51
1999-11-30,POMKH,5.855,5.3,14.05,3.58,5.3306249999999995,5.26,5.146651926951035,5.112122011026467,4.393774888317991,4.46847199178912,5.325,5.237500000000001,5.234297462616228,4.918482234082876,5.091926363536789,3.5764731607656453,12.609,11.775499999999997,12.249494476649268,14.54042223516028,10.884423812478222,11.166376490549583,3.985625,3.9856249999999993,3.7498904084279294,4.023869549637047,3.611962846823101,3.58
2000-02-29,POMRB,5.08,5.25,13.115,4.9575,5.590625,5.27875,5.119991156170621,5.1265778212559665,5.331928649325323,5.299923697892171,5.38625,5.300000000000001,5.240578477569737,4.902042313645361,5.286232497763518,3.8047586816655796,13.280687500000003,12.355749999999997,12.59569668598956,14.592314748735886,11.41366998123187,11.939014863845607,3.9856250000000006,3.9856249999999998,4.232934245056757,4.378500858656517,4.9891378539053495,4.9575
2000-05-31,PREMON,6.77,5.4,13.854000000000005,3.895000000000001,5.963125,5.382499999999999,5.779994693702372,5.6413660153326814,6.735696329447428,5.792179602416653,5.4315625,5.3500000000000005,5.304347086541842,4.885658701436794,5.544502101674306,3.956949028932203,13.440687500000001,12.86225,13.099018011593738,14.794923214343711,13.597918871358928,12.254092405706237,3.9856249999999998,3.9856249999999993,4.097760547034055,4.326396057980017,3.926315918926739,3.895000000000001
2000-08-31,MONSOON,5.49,5.74,13.7775,3.51,6.343125,5.798749999999999,5.663996816221424,5.622708806010158,5.075471992008282,5.096843679579061,5.515625000000001,5.4225,5.478608251925106,4.869332748894419,5.347446999667922,4.147186963015482,13.272125000000003,13.699125,13.370410806956244,14.330453364108193,12.442494372102125,12.682738302912211,3.985625,3.9856249999999993,3.8626563282204325,4.129539044232727,3.5409971938675335,3.51
2000-11-30,POMKH,7.17,5.3725000000000005,11.9825,3.58,6.844375,6.127499999999999,6.266398089732855,6.111129038392509,5.296505666696594,5.536558726787682,5.596875000000001,5.440625,5.436164951155064,4.853058527886215,5.387321317465802,4.033044202565515,13.43,13.18225,12.815246484173745,11.941035787219736,12.86775771142559,12.976041648785989,3.985625,3.9856249999999993,3.7495937969322597,3.965469056499379,3.6106820486358373,3.58
2001-02-28,POMRB,6.805,5.85,13.834,4.9575,7.37125,6.558749999999998,6.4818388538397125,6.347042473121146,6.371525857332327,6.332459767395812,5.548125,5.590624999999999,5.601698970693038,4.836842714522462,5.454717878301968,3.994996615748859,13.3925625,13.362,13.222747890504246,13.34363566669127,12.152939936999688,12.709858782085263,3.9856250000000006,3.9856249999999998,4.232756278159355,4.2787613603394465,4.987870005476134,4.9575
