Date,Season,Thasra,Mahudha,Nadiad,Virpur,Mehmedabad,Matar,Kheda,Balasinor,Kapadvanj,Kathlal,Thasra_Trend,Thasra_SMA,Thasra_EWMA,Thasra_DES,Thasra_TES,Thasra_ARIMA,Mahudha_Trend,Mahudha_SMA,Mahudha_EWMA,Mahudha_DES,Mahudha_TES,Mahudha_ARIMA,Nadiad_Trend,Nadiad_SMA,Nadiad_EWMA,Nadiad_DES,Nadiad_TES,Nadiad_ARIMA,Virpur_Trend,Virpur_SMA,Virpur_EWMA,Virpur_DES,Virpur_TES,Virpur_ARIMA,Mehmedabad_Trend,Mehmedabad_SMA,Mehmedabad_EWMA,Mehmedabad_DES,Mehmedabad_TES,Mehmedabad_ARIMA,Matar_Trend,Matar_SMA,Matar_EWMA,Matar_DES,Matar_TES,Matar_ARIMA,Kheda_Trend,Kheda_SMA,Kheda_EWMA,Kheda_TES,Kheda_ARIMA,Balasinor_Trend,Balasinor_SMA,Balasinor_EWMA,Balasinor_DES,Balasinor_TES,Balasinor_ARIMA,Kapadvanj_Trend,Kapadvanj_SMA,Kapadvanj_EWMA,Kapadvanj_DES,Kapadvanj_TES,Kapadvanj_ARIMA,Kathlal_Trend,Kathlal_SMA,Kathlal_EWMA,Kathlal_DES,Kathlal_TES,Kathlal_ARIMA
1996-02-29,POMRB,6.246,13.885000000000002,6.6,5.02,19.9125,5.385,4.95,4.595,11.77,12.915,,,6.246,6.1058545901040135,6.238591205597725,0.0,,,13.885000000000002,12.960542124774888,12.67193919451811,0.0,,,6.6,6.440929530365677,5.837691839516022,0.0,,,5.02,4.218181964230336,5.1724514844580085,0.0,,,19.9125,19.825052152224373,20.86719135039465,0.0,,,5.385,6.334083570413397,5.623825316334039,0.0,,,4.95,4.96,0.0,,,4.595,8.18036121893175,4.697002115085995,0.0,,,11.77,10.632124952552626,10.57154998599593,0.0,,,12.915,21.15027923989793,20.728573207900983,0.0
1996-05-31,PREMON,6.5740000000000025,13.47,8.555,9.62,22.2225,6.165,4.57,6.795,14.37,25.07,,,6.377200000000002,6.175531546386212,6.845277098218794,6.245991797641548,,,13.719000000000001,12.921397465522421,14.550596163089633,13.884971909863038,,,7.382,7.1244069508813,7.810261262016577,6.1986462820840265,,,6.859999999999999,5.229094906030147,7.380658973721204,3.3442615756644507,,,20.8365,19.8199743878869,22.508539159852376,9.930409368752727,,,5.697,6.282478516757893,6.507088864341171,5.384941577689444,,,4.798,4.588836565096954,4.949992228956078,,,5.475,10.27159638955412,5.566725154955064,4.594995947348163,,,12.809999999999999,10.695949647890586,15.458221540227775,10.822472217775225,,,17.777,21.557723689603236,25.523880538558146,1.094063271301429e-13
1996-08-31,MONSOON,5.42,9.485,4.9,2.1,22.84,10.55,1.49,1.65,7.1,19.88,5.9609375,,5.994320000000001,5.93649674901531,4.819137158876943,6.445192513689274,11.084375,,12.025400000000001,11.172803051454528,11.6664791595668,13.629278965165845,5.999583333333334,,6.3892,6.406917058216973,6.785284178326481,7.392514152004413,4.586249999999999,,4.9559999999999995,3.446348473055702,4.503338738501813,6.143134118279997,22.5109375,,21.637900000000002,19.81489792881793,19.51246639633119,8.159358700952001,6.88,,7.638200000000001,7.0573661873258615,9.178686761544824,5.779373900581593,2.725,,3.4748,1.5165342500441223,4.666305418053692,4.011875,,3.945,7.643354895323914,3.190871685257966,6.425791930771665,9.759999999999998,,10.526,8.221875204009818,8.099764314900314,12.592264072417866,20.183541666666667,,18.6182,21.36872167334063,17.269443257162266,3.6269777348347147e-13
1996-11-30,POMKH,5.507999999999999,10.95,4.633333333333334,2.5,24.25,5.35,1.5,2.8,6.8,17.186666666666664,6.009125,5.937,5.799792,5.781707544714258,5.696258761029419,5.892409200689595,9.759375,11.947500000000002,11.59524,10.852135399104071,11.380430686684612,11.350536640067606,5.811145833333334,6.172083333333333,5.6868533333333335,5.834928406110176,5.597318873584147,6.363081251583866,3.6475,4.81,3.9736,2.4943419894816934,4.12711617629768,2.7707970350122406,23.2571875,22.306250000000002,22.682740000000003,19.8098227806695,19.91012809842948,17.526486560932547,6.946875,6.862500000000001,6.72292,6.7169554615684905,5.3212475943995186,7.428840297548222,2.165,3.1275,2.68488,1.5331276440545354,2.8874110373826647,3.955,3.96,3.487,5.724920591045938,3.7557610365880745,1.7722629967959063,9.44125,10.01,9.0356,6.592385141303368,9.287275316357245,10.17409811901469,21.621041666666663,18.762916666666666,18.045586666666665,20.913042993678438,18.4525661812878,5.27217375877119e-13
1997-02-28,POMRB,6.4375,6.98,5.22,3.23,21.55,5.525,1.73,5.01,9.77,24.28,6.055875000000001,5.984875000000001,6.0548752,5.901199861555035,6.307516667111243,5.688502403864207,8.686874999999999,10.221250000000001,9.749144000000001,8.956185324354752,11.327461056557098,11.360600939067732,5.494270833333334,5.8270833333333325,5.500112,5.637042555936713,5.5544980335629095,5.751225217078865,2.91625,4.3625,3.6761599999999994,2.241709726070528,4.249293181327024,4.292412310539149,23.273333333333333,22.715625000000003,22.229644,19.80474891205982,24.1789613650931,20.06426742566833,6.75625,6.897500000000001,6.243752000000001,6.473622197897165,5.660163430815871,6.391084680109106,2.0075,2.3225,2.302928,4.982870457597875,4.161309629290678,3.7537500000000006,4.063750000000001,4.0962,5.418218246793299,4.134178740470776,5.007019498440211,8.681249999999999,9.510000000000002,9.32936,6.860043377932282,9.196903543278026,9.12849809933913,20.517916666666665,21.604166666666664,20.539352,21.261719046009162,20.045867767833833,11.155507002878382
1997-05-31,PREMON,6.7680000000000025,9.775,8.4275,3.9,26.555,6.56,3.31,5.9250000000000025,13.82,25.205,6.1239375,6.033375,6.340125120000001,6.072887135660638,6.938103042925413,6.23575172197118,7.9575,9.297500000000001,9.7594864,9.131441437294873,10.190927341529429,8.860641769026012,5.105833333333333,5.795208333333333,6.6710671999999995,6.538853473658623,7.147489395003108,5.744121653177518,2.9300000000000006,2.9324999999999997,3.7656959999999997,2.4606713857191296,6.0426090672888915,7.624898839245693,21.891666666666666,23.798750000000005,23.9597864,19.799676380862984,24.95753064066586,16.803327101384497,6.464375,6.996250000000002,6.3702512,6.469154386683876,6.517713967558095,6.515050475798333,2.0075000000000003,2.0075,2.7057568,4.228323656597442,3.507295937220924,3.7487500000000007,3.8462500000000017,4.827720000000001,5.718984681006056,5.40550563253452,5.208622454468156,7.661250000000001,9.372500000000002,11.125616,9.121206279973814,13.775282756098363,10.460397772960786,20.031145833333333,21.637916666666662,22.405611200000003,21.671620000736322,26.362248374133756,21.654553663349677
1997-08-31,MONSOON,5.6,4.6,2.4925,1.97,18.636666666666667,8.63,1.49,0.91,1.57,10.92,6.1704375,6.078374999999999,6.044075072,5.905841933875345,5.05902311829017,5.968612511178714,7.875625,8.076250000000002,7.695691839999999,6.984244128218905,7.6672267320371255,8.363306320736125,5.056770833333333,5.193333333333333,4.999640319999999,5.232922263757123,6.307756941151779,6.219265069273333,2.9612499999999997,2.9,3.0474176,1.9914796539216029,1.0679805155140425,-0.5024251302712983,20.62604166666667,22.747916666666672,21.830538506666667,19.794605089116494,22.93206041220826,24.91254335848421,6.429375,6.516250000000002,7.27415072,6.85107561488539,9.963922682780645,7.979917751964419,2.11375,2.0075,2.2194540799999998,1.0100026444139938,2.3258947021806495,4.047500000000001,3.6612500000000012,3.2606320000000006,3.19221696824962,2.7385474728635826,2.8517043132864397,6.77625,7.990000000000002,7.303369600000001,5.935044256288521,6.975351737854757,9.06288100454882,21.411875,19.397916666666664,17.811366720000002,20.515992335472404,18.019007957322344,17.171620535596
1997-11-30,POMKH,5.872499999999999,10.0,3.9333333333333336,2.74,17.4,4.9350000000000005,1.5,3.5,4.17,22.2525,5.9885,6.169499999999999,5.9754450432,5.850807598412117,5.8175713809644245,5.878322706801155,7.319375000000001,7.838750000000002,8.617415103999999,8.151263214969857,6.900882003733157,6.720750219189808,4.942395833333333,5.0183333333333335,4.573117525333333,4.813863290294523,4.451874803710382,4.976261959849848,3.3625,2.96,2.9244505600000004,2.0124469646828023,2.2737831115568246,2.434558274794946,19.133541666666666,21.03541666666667,20.058323104,19.78953508697468,19.40150383061024,11.013941767610609,6.3975,6.412500000000001,6.3384904319999995,6.472447273670541,5.102007886429777,6.347611330645867,2.32,2.0075,1.9316724479999998,1.034831174311147,2.0331037397376175,4.22125,3.8362500000000006,3.3563792,2.9195339802236,3.1852849090338404,2.227922431669356,5.619999999999999,7.332500000000002,6.050021760000001,4.674538263953284,5.990957189083831,6.167323133363672,23.422500000000003,20.664374999999996,19.587820032000003,20.691178824951972,17.97625766791291,14.845217216890163
1998-02-28,POMRB,6.445,7.275,5.5275,3.24,18.275,5.66,2.58,6.7,5.32,30.26,5.325625,6.171374999999999,6.16326702592,5.954241349792582,6.576891112473028,6.357568712545397,6.986250000000001,7.912500000000002,8.0804490624,7.607973866126766,8.761808689486735,7.725111446879513,5.396770833333334,5.095208333333334,4.9548705152,5.0448965674209685,4.563211368407723,4.741344304673363,3.8337499999999998,2.9625,3.0506703360000005,2.312799977511327,3.3978804379541208,3.4499602059316246,17.872083333333332,20.216666666666672,19.3449938624,19.784466390058277,20.40252317651031,18.966585914692907,6.538749999999999,6.446250000000001,6.067094259199999,6.300574759935714,5.34052987236801,6.1988658498189455,2.8737500000000002,2.2199999999999998,2.1910034688,2.637219157073347,2.7030927023942786,4.546250000000001,4.258750000000001,4.69382752,4.875202340994507,4.08550248005215,4.975447754218353,5.73625,6.2200000000000015,5.758013056,4.3470134844266255,6.2290728343457635,6.921225578595969,26.873125,22.159374999999997,23.856692019200004,21.70059689703685,20.269277876796234,20.972180412689678
1998-05-31,PREMON,5.3050000000000015,5.03,7.205,7.1,17.89,6.17,4.11,5.625,9.02,35.31,4.490729166666667,5.805624999999999,5.819960215552,5.74372137256786,7.052960960220484,6.629281144043577,6.771875,6.726250000000002,6.8602694374399995,6.338016533864729,9.176462539262559,7.952808974362138,6.125729166666666,4.789583333333333,5.85492230912,5.743073046050631,6.605681340350376,5.549768307001587,3.88625,3.7624999999999997,4.6704022016,4.530608157668497,5.603489497512259,4.7418869015087575,17.5,18.05041666666667,18.76299631744,19.779398988515215,21.439491696449377,16.457407958628124,6.813125,6.348750000000002,6.108256555519999,6.256248470753871,6.34689619727741,6.464973456576686,3.436875,2.4199999999999995,2.95860208128,3.5702998472070933,3.3993492365197584,4.873333333333333,4.18375,5.066296512,5.762570618814689,6.070924679907731,6.203920291640411,6.62,5.020000000000001,7.0628078336,5.860197759216574,10.076759088294224,8.459841417706427,30.169062500000003,24.685624999999998,28.438015211520003,23.139944912921237,27.312452069281623,21.771161750487778
