Date,Season,Khedbrahma,Modasa,Idar,Malpur,Prantij,Bayad,Bhiloda,Vijaynagar,Meghraj,Vadali,Dhansura,Himatnagar,Talod,Khedbrahma_Trend,Khedbrahma_SMA,Khedbrahma_EWMA,Khedbrahma_DES,Khedbrahma_TES,Khedbrahma_ARIMA,Modasa_Trend,Modasa_SMA,Modasa_EWMA,Modasa_DES,Modasa_TES,Modasa_ARIMA,Idar_Trend,Idar_SMA,Idar_EWMA,Idar_DES,Idar_TES,Idar_ARIMA,Malpur_Trend,Malpur_SMA,Malpur_EWMA,Malpur_DES,Malpur_TES,Malpur_ARIMA,Prantij_Trend,Prantij_SMA,Prantij_EWMA,Prantij_DES,Prantij_TES,Prantij_ARIMA,Bayad_Trend,Bayad_SMA,Bayad_EWMA,Bayad_DES,Bayad_TES,Bayad_ARIMA,Bhiloda_Trend,Bhiloda_SMA,Bhiloda_EWMA,Bhiloda_DES,Bhiloda_TES,Bhiloda_ARIMA,Vijaynagar_Trend,Vijaynagar_SMA,Vijaynagar_EWMA,Vijaynagar_DES,Vijaynagar_TES,Vijaynagar_ARIMA,Meghraj_Trend,Meghraj_SMA,Meghraj_EWMA,Meghraj_DES,Meghraj_TES,Meghraj_ARIMA,Vadali_Trend,Vadali_SMA,Vadali_EWMA,Vadali_DES,Vadali_TES,Vadali_ARIMA,Dhansura_Trend,Dhansura_SMA,Dhansura_EWMA,Dhansura_DES,Dhansura_TES,Dhansura_ARIMA,Himatnagar_Trend,Himatnagar_SMA,Himatnagar_EWMA,Himatnagar_DES,Himatnagar_TES,Himatnagar_ARIMA,Talod_Trend,Talod_SMA,Talod_EWMA,Talod_DES,Talod_TES,Talod_ARIMA
1996-02-29,POMRB,10.541428571428572,10.69,17.293333333333333,18.835,15.075,13.29,8.421428571428573,7.721666666666668,10.59,27.105,9.93,11.626,9.49,,,10.541428571428572,10.464957511763025,10.68214134953502,0.0,,,10.69,10.503958893297241,10.372233902953607,0.0,,,17.293333333333333,17.346679944817488,17.352102491614282,0.0,,,18.835,18.539302062724925,15.908662343485291,0.0,,,15.075,16.840881764816395,15.411984242548815,0.0,,,13.29,13.662948939035742,14.449311571279013,0.0,,,8.421428571428573,7.985203476535891,8.431428571428572,0.0,,,7.721666666666668,8.887768307188159,7.4275015894356216,0.0,,,10.59,10.237253126546118,10.412748096860227,0.0,,,27.105,27.117065666235078,26.77538483433598,0.0,,,9.93,8.329925446184873,8.604359795323946,0.0,,,11.626,10.707861205581192,10.751564628313389,0.0,,,9.49,8.126016927338178,8.506131302409935,0.0
1996-05-31,PREMON,13.091428571428569,12.81,21.906666666666666,18.37,16.105,23.115,10.676666666666668,10.454,13.44,29.03,10.615,11.476666666666668,9.355,,,11.561428571428571,10.92656580761618,12.907480870551977,3.77145677812532e-05,,,11.538,11.129748515676585,12.773974778762344,10.689967065672425,,,19.138666666666666,18.442820653403903,20.632195172724163,17.293177146860835,,,18.649,18.394788923464127,20.52763761502025,18.834728304192055,,,15.487,17.652303504745497,15.84571986842307,15.074734130761579,,,17.22,15.305493993593013,17.90103565092127,13.289839171831378,,,9.32352380952381,8.608460726611733,10.692234533702678,6.562145454998375e-05,,,8.8146,8.85425636078662,11.13376139690672,7.721629284918496,,,11.73,10.844000232738018,13.716815222506575,10.589936643392054,,,27.875,27.601301278968624,29.42591248217382,27.104776238269757,,,10.204,8.567789246323736,10.309254936072488,3.883437800928193,,,11.566266666666667,10.887408836368193,12.82285925300899,7.9786235310410785,,,9.436,8.47772821042608,10.569512455292731,9.489918197598438
1996-08-31,MONSOON,8.133333333333335,11.0,16.240000000000002,5.51,15.3325,10.133333333333333,5.57,5.08,12.1,22.75,1.8,6.24,6.05,10.062395833333332,,10.190190476190477,10.335910127040478,7.475100821818448,6.634947922737519e-05,10.241875,,11.3228,10.993254334832896,10.703733070040824,11.922339107583612,17.24191666666667,,17.9792,17.76803853062722,16.184893656246363,19.898139251473822,14.646875,,13.393400000000002,18.243992035223528,9.977013582029242,18.49293784044043,15.754999999999999,,15.4252,17.90626845144094,15.062775618805489,15.612739171421426,13.782708333333332,,14.385333333333332,14.268693123776913,13.00270770880016,19.884600010765027,7.709702380952382,,7.822114285714285,7.85535397456054,5.588446374720881,0.00011557456446297471,7.058708333333334,,7.32076,8.820870714432713,4.964630027374794,9.588635958982888,11.806250000000002,,11.878,11.009726067009398,11.251422548907286,12.115191440765624,26.588750000000005,,25.824999999999996,25.88763071481809,24.67752312658365,28.468893177355177,7.0093749999999995,,6.8424,7.786450302826697,2.8681776624736735,4.668749943815353,9.936375000000002,,9.435760000000002,9.972860546827269,6.855580844856237,9.66218675687399,7.722916666666667,,8.0816,7.864821745158277,4.907736854842152,9.415211482937545
1996-11-30,POMKH,8.99625,8.255,14.763333333333335,15.665,14.765,10.145,6.954285714285714,5.34,10.8,28.68,6.82,10.64,7.046666666666668,9.939315476190476,10.19061011904762,9.712614285714286,10.029584307707443,9.441171126642043,4.152279169605577e-05,9.633125000000001,10.68875,10.095680000000002,10.04739526654628,10.51465802168402,11.468261762266502,16.598416666666665,17.550833333333337,16.692853333333332,16.887631548673298,16.50157502286796,18.204986148855014,14.89,14.594999999999999,14.30204,18.100370693573492,12.284117544071282,10.889805045638937,16.41375,15.319375,15.16112,17.72795353569206,14.123618054143767,15.49190490336058,13.164583333333333,14.170833333333334,12.689199999999998,13.42955221552802,13.660052729221432,12.08362406773966,7.4677976190476185,7.905595238095239,7.474982857142857,7.617124617178481,6.973989809528399,9.271599075000604e-05,6.918749999999999,7.1489166666666675,6.528456,8.787610954286054,5.960507545796087,6.35614553406667,11.915,11.732500000000002,11.4468,10.761479501551745,10.966940504014111,12.017917102354845,26.664375,26.89125,26.967,26.663499501929884,25.63855012778167,24.54629973087127,6.756875,7.291250000000001,6.8334399999999995,7.659700231774806,8.51163197620906,3.0974946931646183,10.145416666666668,9.995666666666667,9.917456000000001,10.130203320383101,9.78363449128176,8.383109998579158,7.359791666666666,7.985416666666667,7.667626666666667,7.67498190404466,7.482347054364612,7.925300059122068
1997-02-28,POMRB,9.515714285714283,7.115,14.822,19.25,18.56,10.185,6.854285714285713,7.0,11.18,24.685,7.675,11.151666666666666,7.3900000000000015,9.956354166666666,9.934181547619048,9.633854285714285,9.884657155341364,10.810704041416606,10.54143537407753,8.763750000000002,9.795000000000002,8.903408,9.049384136341889,9.716107249251696,9.807320695420067,15.976333333333333,16.933000000000003,15.944512,16.25707604397646,17.15542148661091,16.450190099430102,14.56125,14.698749999999999,16.281223999999998,17.960039963630855,15.829659078005628,18.44666357784182,16.5284375,16.190625,16.520671999999998,18.688716818498214,16.377354716149366,15.114738601896748,12.317916666666667,13.394583333333335,11.68752,12.755966309085828,13.420195950202892,12.683935357076239,7.159702380952381,7.513809523809524,7.226704,7.412725682558002,8.4356346911231,8.421501124247676,6.819625,6.9685000000000015,6.717073600000001,8.754476621184299,6.8929419184708065,7.12610196394436,11.36125,11.880000000000003,11.34008,10.718260364721369,10.584274429653288,10.77586957860246,27.636874999999996,26.28625,26.0542,25.88697906820029,27.318130909048,27.716374775810362,6.658124999999999,6.727500000000001,7.170064,7.643712391597577,8.366990953548585,8.468300708117443,10.510750000000002,9.877083333333333,10.411140266666667,10.359502831321581,10.947838098904189,10.04680960378432,6.727916666666667,7.460416666666667,7.5565760000000015,7.625327433370098,9.032456518490173,7.951261487889521
1997-05-31,PREMON,13.1325,11.515,19.23,19.9,17.89,21.275,10.308571428571428,10.056000000000001,13.72,32.055,10.85,13.623333333333333,8.55,9.824441964285715,9.944449404761905,11.03331257142857,10.46929289033947,12.457602376011543,12.621480993699965,7.7675,9.471250000000001,9.948044800000002,9.737328276829327,10.79425790231414,9.40282572375574,15.330916666666667,16.263833333333338,17.2587072,16.944919257967744,19.47841251618097,17.50456935935916,13.401875,15.081249999999997,17.728734399999997,17.821263320584684,20.57158346518547,17.61963174955939,16.181874999999998,16.636875,17.0684032,19.18535398129868,17.58763249350873,16.684822619695844,11.408125,12.934583333333336,15.522511999999999,14.233699245954543,15.954953516293866,19.8756374629928,6.6101190476190474,7.421785714285713,8.459450971428572,8.08662232387854,9.995362350902735,9.80029364780651,6.671749999999999,6.8690000000000015,8.05264416,8.721467257652124,10.486912460934654,9.538718414578739,10.375,11.950000000000003,12.292048000000001,11.61404015413022,13.893481258410137,13.083003335016663,27.763125000000002,27.042499999999997,28.454520000000002,27.758485457759228,28.462732876206033,26.88124312322364,6.37875,6.786250000000001,8.6420384,7.9868201251774025,9.635755846393813,8.408790548828621,10.5015,10.41375,11.696017493333333,11.042454941074215,12.834732596460453,10.495944321273853,5.6539583333333345,7.259166666666666,7.953945600000001,7.894994879093438,10.068044850422213,7.672082686875775
1997-08-31,MONSOON,8.22857142857143,5.34,13.94,1.35,14.465,5.2,3.473333333333333,4.685,7.39,27.50500000000001,0.7749999999999999,7.016,1.7999999999999998,9.630379464285713,9.968258928571428,9.911416114285714,9.987765150514985,7.271251366665805,8.116235523676314,7.619375000000001,8.056250000000002,8.104826880000001,8.286796043368547,9.064775522093143,9.549487590401302,14.845458333333331,15.688833333333337,15.93122432,16.068914165706865,14.390329644660168,16.04996443380919,12.643749999999999,14.041249999999998,11.177240639999997,17.67284005526241,10.390813350761572,9.118518651150065,15.4175,16.42,16.02704192,18.31207940847666,16.818128077334546,16.405189747857413,10.966875,11.701250000000003,11.393507199999998,12.498533839310108,11.103484525527403,10.78242905057385,6.3270833333333325,6.897619047619047,6.465003916190476,6.957178575178243,4.999391822214341,5.436956287475204,6.52025,6.7702500000000025,6.705586496,8.688582299170713,4.467123792411688,5.638315403511758,9.651250000000001,10.772500000000003,10.3312288,10.231890425830272,11.681819245073537,12.200254564862187,27.1725,28.231250000000003,28.074712000000005,27.536334636539987,25.389642103195015,26.639292239977074,6.37125,6.53,5.49522304,7.156860837073356,2.391059329300626,2.4867226138552216,10.335875,10.60775,9.824010496,10.253738443311477,7.454469049942767,7.706656680131017,4.88125,6.196666666666666,5.49236736,6.311564341068725,4.287484106866928,6.786071796413215
1997-11-30,POMKH,7.845714285714287,5.945,11.9,10.55,12.86,7.8,4.654285714285714,4.5520000000000005,7.62,24.935,5.61,9.79,2.705,9.431785714285716,9.680625,9.085135382857143,9.527534326202773,9.387202991869364,9.390098987276133,7.450625,7.478750000000002,7.240896128,7.487516720289135,6.714360692482211,6.289472032156649,14.562916666666666,14.973000000000003,14.318734592000002,14.893868858881715,14.494339556730178,14.592880736203716,12.500000000000002,12.762499999999998,10.926344384,17.531014798284343,11.559575370556708,12.502249750420509,14.03,15.943750000000001,14.760225151999999,16.869191144254085,15.713298787799342,15.558628201148396,10.239791666666667,11.115000000000002,9.956104319999998,11.565188420640357,10.420592375569239,8.018962988437535,6.128869047619048,6.322619047619047,5.740716635428571,6.385172914248098,5.687065105199874,5.871587352872832,6.483750000000001,6.5732500000000025,5.8441518976,8.65582133466008,5.524518785029406,5.346174253803172,9.0625,9.977500000000003,9.24673728,9.133442910890857,10.004040154035042,9.721926870945369,26.900000000000002,27.295,26.8188272,26.55326249336944,28.963754228772494,30.289754872958774,6.40375,6.2275,5.541133824,6.9662570239767225,7.916083787211831,5.695085018828808,10.144416666666666,10.395249999999999,9.8104062976,10.183189375891732,10.431224017781727,10.405053142776904,4.376875,5.11125,4.3774204160000005,5.380080761449007,5.441619741908927,5.222493284998485
1998-02-28,POMRB,9.11375,8.24,13.801666666666666,18.3,14.35,9.0,6.8900000000000015,6.5760000000000005,8.57,23.705,8.825,10.676666666666668,5.55,9.329709821428573,9.580133928571428,9.096581229714285,9.40427109625667,10.207214549116234,9.281830328361597,7.493125,7.760000000000002,7.6405376768,7.656633763129083,6.515940838371205,5.6431428084537725,14.392291666666669,14.717916666666667,14.111907421866668,14.5281607172278,14.787967154331875,13.402639092211487,13.3125,12.524999999999999,13.8758066304,17.394890590561108,14.012405692312253,17.08017930852838,13.385625000000001,14.89125,14.596135091199999,16.030916488672375,18.423768525417874,17.512921651156432,10.255833333333335,10.818750000000001,9.573662591999998,11.026901929294215,10.575839582268433,9.77926954164612,6.135565476190476,6.33154761904762,6.200429981257143,6.488348135586568,5.733233401124029,5.786518099181254,6.563375,6.4672500000000035,6.13689113856,8.623183920474851,6.245699253618025,6.677196625016313,9.253749999999998,9.325000000000003,8.976042368,8.578759646056623,9.259173226797634,9.792071685004743,26.678125,27.049999999999997,25.57329632,25.49499881938429,26.496513048859917,23.89985914785884,6.248749999999999,6.515,6.8546802944,7.159301672540048,7.638623136164436,7.621487679809425,10.172625,10.2765,10.156910445226668,10.305913847032196,11.183627897943682,10.460428325357837,4.3275,4.65125,4.8464522496,5.442913709283285,6.091273719703082,4.572587529140813
1998-05-31,PREMON,11.945714285714288,9.04,17.990000000000006,19.7,11.0,16.643333333333334,8.687142857142858,10.187999999999999,11.62,30.855,9.96,12.566666666666668,6.355,9.423549107142858,9.2834375,10.236234452114285,9.854200032599127,11.955102924953222,12.360846459909297,7.819375,7.141250000000001,8.20032260608,8.02032446759684,10.008170567619015,9.057816627614514,14.351458333333335,14.407916666666669,15.663144453120005,15.352966414190771,17.677784031027297,16.094450818495265,13.745833333333334,12.475,16.20548397824,17.260722204351072,18.97017488105934,18.568470851773938,13.443750000000001,13.16875,13.15768105472,14.231710909233708,17.446969681926653,16.405571310677594,10.9425,9.660833333333334,12.401530888533333,11.98528891542598,13.843573531297206,19.514110584620354,6.379196428571429,5.926190476190477,7.195115131611429,6.997617834257187,9.518571319280941,10.257189990541729,6.7325,6.500250000000004,7.7573346831359995,8.590669608342012,9.973645303821538,9.516519768607658,9.847499999999998,8.800000000000002,10.0336254208,9.233983066178967,12.10780611699071,12.276448612025275,26.547500000000003,26.749999999999993,27.685977792000003,27.106221680639962,28.439312176690272,28.83135013907293,6.336875,6.292499999999999,8.09680817664,7.457891369054991,9.313415175502687,9.884780003397351,10.390416666666667,10.012333333333334,11.120812933802668,10.786044275094362,12.875072948006638,11.359983160656574,4.69875,4.1025,5.44987134976,5.701973636499338,7.557801741890852,5.262684329824583
