Date,Season,Akbarpur,Maitha,Derapur,Jhinjhak,Sandalpur,Rasulabad,Amrodha,Sarbankhera,Kakwan,Malasa,Rajpur,Akbarpur_Trend,Akbarpur_SMA,Akbarpur_EWMA,Akbarpur_DES,Akbarpur_TES,Akbarpur_ARIMA,Maitha_Trend,Maitha_SMA,Maitha_EWMA,Maitha_DES,Maitha_TES,Maitha_ARIMA,Derapur_Trend,Derapur_SMA,Derapur_EWMA,Derapur_DES,Derapur_TES,Derapur_ARIMA,Jhinjhak_Trend,Jhinjhak_SMA,Jhinjhak_EWMA,Jhinjhak_DES,Jhinjhak_TES,Jhinjhak_ARIMA,Sandalpur_Trend,Sandalpur_SMA,Sandalpur_EWMA,Sandalpur_DES,Sandalpur_TES,Sandalpur_ARIMA,Rasulabad_Trend,Rasulabad_SMA,Rasulabad_EWMA,Rasulabad_DES,Rasulabad_TES,Rasulabad_ARIMA,Amrodha_Trend,Amrodha_SMA,Amrodha_EWMA,Amrodha_DES,Amrodha_TES,Amrodha_ARIMA,Sarbankhera_Trend,Sarbankhera_SMA,Sarbankhera_EWMA,Sarbankhera_DES,Sarbankhera_TES,Sarbankhera_ARIMA,Kakwan_Trend,Kakwan_SMA,Kakwan_EWMA,Kakwan_DES,Kakwan_TES,Kakwan_ARIMA,Malasa_Trend,Malasa_SMA,Malasa_EWMA,Malasa_DES,Malasa_TES,Malasa_ARIMA,Rajpur_Trend,Rajpur_SMA,Rajpur_EWMA,Rajpur_DES,Rajpur_TES,Rajpur_ARIMA
1996-02-29,POMRB,4.001428571428572,4.785,11.115,4.12,5.86,4.21,20.85,7.09,1.65,19.27,7.789999999999999,,,4.001428571428572,3.172044000825331,3.622609036809713,0.0,,,4.785,3.9534426200855126,4.542533055837404,0.0,,,11.115,10.286273516001222,10.976155899147688,0.0,,,4.12,5.057659028531715,4.12,0.0,,,5.86,4.421501939060681,5.131495405534653,0.0,,,4.21,3.4539397478660523,3.33972156986382,0.0,,,20.85,20.62098977233736,21.197186023972982,0.0,,,7.09,6.283039094274295,6.099519402323662,0.0,,,1.65,5.20319985685695,1.6959451247055957,0.0,,,19.27,17.00720522728626,16.027142679865424,0.0,,,7.789999999999999,6.270943455540383,7.089487826408084,0.0
1996-05-31,PREMON,5.791666666666668,5.085,11.75,4.63,5.59,4.51,21.33,7.13,3.81,20.443333333333328,9.83125,,,4.71752380952381,3.336493922909442,5.1907185170606125,4.001424795978592,,,4.905,4.200280548939626,5.889268264038238,3.844768200295392,,,11.369,10.5998305637209,12.579765604383232,10.66874141122258,,,4.324,5.534476405049214,4.63,-5.8342575844688256e-08,,,5.752000000000001,4.438156938627862,5.873791558471573,5.859996804606303,,,4.33,3.7011748812147944,4.8199081171506,4.209997460741294,,,21.042,20.83710685413598,20.74930762098443,20.849945794128853,,,7.106,6.485201443005689,7.979009326073907,7.089989896549804,,,2.514,8.055229712940761,3.6782278966184165,3.369920610291852e-07,,,19.73933333333333,17.78107666293515,17.730720100595725,19.269898722197855,,,8.6065,6.7570491591178445,10.470399626747406,2.7247609874130027e-10
1996-08-31,MONSOON,2.95,1.91,10.435,1.57,4.59,1.995,20.72,4.925,0.91,13.48,5.16375,4.002738095238096,,4.010514285714286,2.7484386946537787,3.067367610204747,5.121850973557368,3.2768749999999995,,3.707,3.7044393429229645,3.145918135550634,4.240708091823683,10.496875000000001,,10.9954,10.542381263708315,7.346209112646675,11.22562006091839,2.70375,,3.2224,5.069905705688289,1.57,-4.919140661763085e-08,4.87625,,5.2872,4.453770013163501,4.344953648001049,5.686726932550551,2.9799999999999995,,3.396,3.3365442564484065,3.4944605559077697,4.381160466283035,20.0775,,20.913200000000003,20.75335860259794,19.35679928253945,21.19197401648969,5.726875000000001,,6.233599999999999,6.090360546240378,5.492264718444803,7.112050828238849,1.99125,,1.8723999999999998,5.837584333527318,1.100904326178614,1.0095154288025179e-06,16.27708333333333,,17.235599999999998,16.81053564589071,17.54241201153524,19.877675382807357,7.0482812500000005,,7.2294,6.092892900358611,4.765855916889426,3.3656499156359886e-09
1996-11-30,POMKH,3.33,2.2,9.285,1.62,4.11,1.815,17.25,4.67,1.39,14.25,5.609999999999999,3.9669940476190475,4.01827380952381,3.738308571428571,2.5124151162852355,3.1173576848230353,3.737358390033193,3.0393749999999997,3.495,3.1041999999999996,3.379022555985266,2.698116003797453,2.739517346846865,10.34125,10.646250000000002,10.311240000000002,10.236539044331222,10.851006738195155,10.61589115505428,2.40625,2.9850000000000003,2.5814399999999997,4.544301584672737,1.62,2.1694416885492355e-08,4.70375,5.0375,4.81632,4.4689012410621,4.808921714171841,5.175247939140054,2.80125,3.1325,2.7636,3.011506037447208,2.6539970223868794,3.251510223312162,20.095000000000002,20.0375,19.447920000000003,19.383875865919766,20.011820528037845,20.742184633116757,5.448125000000001,5.953749999999999,5.60816,5.730677660023741,5.329559112288118,6.15335617494878,2.00125,1.94,1.6794399999999996,3.7499610035312334,1.1329657118639187,8.620216135259601e-07,15.048541666666667,16.860833333333332,16.041359999999997,16.23245112232297,16.90007023406749,17.497601339963627,6.941718750000001,7.09875,6.581639999999999,5.667968449417576,6.101078043495622,4.7303483011596305e-09
1997-02-28,POMRB,3.8771428571428577,3.04,9.92,1.87,4.57,2.99,21.17,5.275,2.06,14.6,7.38625,4.041785714285714,3.9872023809523816,3.7938422857142857,2.59467509849451,3.862913945242178,3.8837730749691555,3.143125,3.05875,3.07852,3.306474615084188,2.754226078321287,3.7968978153018167,9.326875000000001,10.347500000000002,10.154744,10.145267635161675,11.241597149810294,10.537283216314268,2.36625,2.4225000000000003,2.296864,4.056600354986363,4.12,4.119999512306866,4.53125,4.715,4.717792,4.484566434279851,5.1677075916432935,5.27274131826972,3.0131249999999996,2.8274999999999997,2.8541600000000003,3.0180275667758854,2.707092300706105,2.810577106781421,19.645000000000003,20.1175,20.136752,19.955122239662654,20.722829104065255,19.082411804987142,5.395625000000001,5.499999999999999,5.474896,5.6105931143214,5.693530521152037,5.906082058160859,1.91625,2.0425,1.8316639999999997,2.684690864922087,1.7927193960044376,1.6500006829365421,14.50375,15.693333333333332,15.464815999999997,15.863633624721066,15.88936475471381,16.49516512599633,6.7696875,6.9978125,6.903484,5.7936040927368335,7.107700785582784,7.621746300637123
1997-05-31,PREMON,5.63,4.93,11.7,4.5,5.5,4.3,21.15,6.715,3.48,15.285,9.3825,4.068392857142858,3.9467857142857143,4.528305371428571,3.3484887812062984,5.377642060591221,5.20382029275998,3.2725,3.0199999999999996,3.819112,3.659901319237427,4.13469461500682,3.7225801866486847,8.35875,10.335,10.772846399999999,10.47978950799689,12.14822120177028,10.850711859133355,2.4825,2.3900000000000006,3.1781184,4.248932143396677,4.218642659279778,4.823430254333304,4.37875,4.6925,5.0306752,4.501275357770736,5.545175876574093,5.012030570585431,3.305,2.775,3.432496,3.313745992086158,3.9556695302043976,2.992808921769467,19.6025,20.0725,20.5420512,20.337487489927867,20.596047500449906,21.175329974109616,5.416874999999999,5.396249999999999,5.9709376,5.87741343709896,7.031874507764658,5.658708708846517,1.8625,1.96,2.4909983999999996,3.151540699069431,3.9346428875374606,3.9854196561062,14.613750000000001,14.403749999999999,15.392889599999998,15.73242000742984,16.540928668995498,15.97019567142293,6.654531250000001,6.885625,7.8950904,6.480201820504594,10.425951016452338,9.618907999739369
1997-08-31,MONSOON,3.71,2.895,2.37,1.38,3.3,3.9,17.3,4.92,0.56,14.28,4.23625,3.8648214285714286,4.136785714285715,4.200983222857142,3.3980617330798344,3.203252481702777,3.41002993687893,3.2449999999999997,3.2662499999999994,3.4494672,3.4949973214122223,2.6373086817744698,2.422127003075185,8.31875,8.31875,7.411707839999999,8.615482162974548,8.2647458449735,10.545952138441502,2.7424999999999997,2.3425000000000002,2.4588710399999996,3.620204051428491,1.1539877686635311,1.5430519313363147,4.2625,4.37,4.33840512,4.515644228678878,4.081978782435699,4.8450017188612815,3.0687500000000005,3.2512499999999998,3.6194976,3.456230444710081,2.888198305674848,2.7228379999567682,19.732499999999998,19.2175,19.24523072,19.138111565536352,19.186573897722482,19.073418359440925,5.338125,5.394999999999999,5.5505625599999995,5.632762857717976,4.749502020964018,5.066009290191727,1.7500000000000002,1.8725,1.7185990399999997,1.401856766717635,1.0584431318497844,0.8434945184399754,14.1125,14.603749999999998,14.947733759999998,15.404214974192985,15.431447783765769,15.79200045693866,6.50796875,6.6537500000000005,6.4315542400000005,5.82559637141462,4.6613684831500395,5.052219828020574
1997-11-30,POMKH,2.782857142857144,2.25,9.605,2.74,4.18,2.245,20.33,4.8450000000000015,1.31,14.33,5.61625,3.6671428571428577,4.0,3.6337327908571426,3.1406676325732787,3.3446220799427566,3.7065746400495727,3.301875,3.2787499999999996,2.9696803199999997,3.225831310218884,3.3529315053383586,3.083804319390516,8.12875,8.39875,8.289024704,8.824326214435365,7.897520115868047,5.662668362493681,2.94625,2.6225000000000005,2.5713226239999996,3.374817727039301,1.1962288305324758,1.5403470643702493,4.2425,4.3875,4.275043072,4.530999625914585,4.263422382205372,4.007576260593147,2.70875,3.35875,3.06969856,3.200483131729776,3.037964111222944,3.173645365419975,19.748749999999998,19.9875,19.679138432,19.48576674618,18.450417661195168,19.157382468246997,5.334375000000001,5.438749999999999,5.268337536000001,5.430473740824758,4.87014213903946,4.89328986341031,1.6112499999999998,1.8525000000000003,1.5551594239999997,1.0421893940025486,0.9337622342884673,1.2256158843153246,13.666875,14.623749999999998,14.700640256,15.161293073589954,15.464795245225623,15.412983789511141,6.362968749999999,6.655312500000001,6.105432544,5.605304525005487,5.874373107093583,5.4888314180967335
1998-02-28,POMRB,2.795714285714286,2.77,9.28,2.83,3.57,0.67,19.13,4.4700000000000015,1.24,10.51,6.2075,3.33,3.7296428571428573,3.2985253888,2.9379073563705402,3.9767938659814415,3.735303994021865,3.4537499999999994,3.2112499999999997,2.889808192,3.127881270815803,2.937929505661268,3.4192174487452194,7.78625,8.23875,8.685414822399999,8.911353989619945,9.236438286160055,9.877119131677754,3.00625,2.8625000000000007,2.6747935743999998,3.1801777579714137,2.750813936719087,3.4628788310152125,4.225,4.1375,3.9930258432,4.54573191384018,4.791526044060352,4.919681260561487,2.41875,2.77875,2.1098191359999996,2.651104915216628,3.1092108770266176,3.402511253126696,20.236250000000002,19.4775,19.4594830592,19.269455341076327,21.085043713740436,21.01500792441612,5.3075,5.237499999999999,4.949002521600001,5.18561970067826,5.477768233883688,5.426462058122495,1.6175,1.6475,1.4290956543999997,0.9290457105183068,1.654269959426135,1.8479912809907497,13.560625,13.601249999999999,13.0243841536,14.111920083460124,14.805813429876652,15.147261594561463,6.675225694444444,6.360625,6.1462595264,5.588439108395233,6.915589695899862,7.421962135014867
1998-05-31,PREMON,5.13,5.654999999999999,10.82,5.17,6.34,3.74,23.32,7.49,3.19,15.81,9.40125,2.9658928571428578,3.6046428571428573,4.0311152332799995,3.6014137346046065,5.316511449466393,4.996388372937059,3.6756249999999997,3.3925,3.9958849151999996,3.6773898276640176,3.9649924795204172,4.091630132929502,7.363125,8.01875,9.53924889344,9.328697009730478,10.784365907982849,10.772499439741813,2.9125,3.030000000000001,3.67287614464,3.6081955654938858,4.602626794301082,4.708022399052965,4.07625,4.3475,4.9318155059199995,4.563496354581849,4.997388036802406,4.7852574505687535,2.278125,2.63875,2.7618914816,2.902613871386478,3.2844148757760645,2.4469586054060297,20.1775,20.019999999999996,21.00368983552,20.724680316574553,19.94925235898184,18.736495568451794,5.068125000000001,5.4312499999999995,5.965401512960001,5.750449611723275,6.589809119197148,5.480852983284408,1.6675,1.5749999999999997,2.13345739264,2.8751785538916357,3.4488298322789364,3.2640027657045794,13.295,13.732499999999998,14.13863049216,14.494081996450815,14.759524379214952,14.023539769978282,6.92546875,6.3653125,7.44825571584,6.441248509382001,10.087323884858689,9.405638688407562
