Date,Season,Dari- Ii,Tosham,Kairu,Bawani Khera,Loharu,Bhiwani,Siwani,Badhra,Dadri - I,Dari- Ii_Trend,Dari- Ii_SMA,Dari- Ii_EWMA,Dari- Ii_DES,Dari- Ii_TES,Dari- Ii_ARIMA,Tosham_Trend,Tosham_SMA,Tosham_EWMA,Tosham_DES,Tosham_TES,Tosham_ARIMA,Kairu_Trend,Kairu_SMA,Kairu_EWMA,Kairu_DES,Kairu_TES,Kairu_ARIMA,Bawani Khera_Trend,Bawani Khera_SMA,Bawani Khera_EWMA,Bawani Khera_DES,Bawani Khera_TES,Bawani Khera_ARIMA,Loharu_Trend,Loharu_SMA,Loharu_EWMA,Loharu_DES,Loharu_TES,Loharu_ARIMA,Bhiwani_Trend,Bhiwani_SMA,Bhiwani_EWMA,Bhiwani_DES,Bhiwani_TES,Bhiwani_ARIMA,Siwani_Trend,Siwani_SMA,Siwani_EWMA,Siwani_DES,Siwani_TES,Siwani_ARIMA,Badhra_Trend,Badhra_SMA,Badhra_EWMA,Badhra_DES,Badhra_TES,Badhra_ARIMA,Dadri - I_Trend,Dadri - I_SMA,Dadri - I_EWMA,Dadri - I_DES,Dadri - I_TES,Dadri - I_ARIMA
1996-02-29,POMRB,9.196,9.056000000000001,12.31,13.24,29.655,4.401666666666666,18.166666666666668,47.08,6.093333333333334,,,9.196,8.975166759867404,8.435144855075562,0.0,,,9.056000000000001,8.848616064024238,8.661123985796538,0.0,,,12.31,12.01278956139675,11.529226237262618,0.0,,,13.24,8.84149293179125,13.25,0.0,,,29.655,37.55247320309822,29.665,0.0,,,4.401666666666666,5.051967815781083,4.99648652864011,0.0,,,18.166666666666668,18.04321422094644,18.2271875,0.0,,,47.08,58.14601363172474,47.089999999999996,0.0,,,6.093333333333334,6.609757123424115,6.409567836968306,0.0
1996-05-31,PREMON,9.443999999999999,9.3775,12.224,7.4700000000000015,34.115,4.862,20.9825,54.57,5.5675,,,9.2952,9.10389422344873,9.50374332620272,9.195914344460546,,,9.1846,8.840279675425732,8.865785677400511,9.055985487256866,,,12.2756,12.072805865778731,12.555176357859876,12.309889515744597,,,10.932,8.603322751824173,7.489445983379503,13.23998507340927,,,31.439,41.51304235946721,34.133836565096956,29.652539588318852,,,4.5858,5.056021243535309,5.485153092352137,4.401660683074743,,,19.293,18.80523718456207,21.09650046168052,18.166646237767136,,,50.076,63.35538534336524,54.587673130193906,0.0002263555253219983,,,5.883,6.485882718033857,6.83542462469694,6.093315105014826
1996-08-31,MONSOON,8.52,8.842500000000003,11.58,6.96,34.415000000000006,3.9466666666666654,21.215,48.80166666666667,5.3525,8.833749999999998,,8.98512,9.015998106446833,9.624980967536152,9.266163468748067,9.207,,9.04776,8.729910070359587,8.269821095499506,9.178028823174465,11.814,,11.99736,11.97695167389486,12.166293006435357,12.276317492143392,7.94,,9.3432,8.340380830463312,6.988340942749059,10.294989186034377,33.00687500000001,,32.629400000000004,44.37644741104193,34.44153425004413,31.963260989671603,4.433624999999999,,4.330146666666666,4.943780907060276,4.950045365099418,4.633903035047272,21.020520833333332,,20.061799999999998,19.455733127668378,21.37558749245453,19.977421934610675,50.64060897435897,,49.56626666666667,61.40527058514505,48.825005882909636,0.00035437505879948566,5.680416666666666,,5.6708,6.354277530370006,5.284829031104282,5.7843861039038185
1996-11-30,POMKH,8.563999999999998,9.636,11.595999999999998,7.03,32.12,4.423333333333333,21.255,52.110769230769215,6.25,8.57025,8.931,8.816672,8.95498646161877,8.784592219671898,9.231730600659988,9.0490625,9.228000000000002,9.283056,8.83163539278232,10.08334192399964,9.177972415264543,11.774249999999999,11.927499999999998,11.836815999999999,11.905767109939543,12.009463823202521,12.10914236012548,7.1468750000000005,8.675,8.417919999999999,8.099067184593046,7.066689239595706,9.107613016522453,33.579375,32.57625,32.42564,45.18107170416932,32.153127644054535,32.74261244517175,4.587583333333333,4.408416666666666,4.367421333333333,4.890846040242044,5.25330454308265,4.398000770076353,21.598125000000003,20.404791666666668,20.53908,19.958912503424138,21.45549126245505,19.93994832294646,50.640608974358976,50.640608974358976,50.584067692307684,60.03346867631661,52.138064460292064,0.00037867886665112556,5.525625000000001,5.815833333333333,5.90248,6.316738436180203,6.397884925446332,5.633362875291156
1997-02-28,POMRB,8.418,8.888,11.402000000000001,7.3599999999999985,33.1,4.6033333333333335,23.0925,47.08,5.01,8.906916666666666,8.7365,8.6572032,8.876231477121154,8.723615837461178,8.800007054171672,8.7348125,9.186,9.1250336,8.769060303539547,8.789535591000094,9.097051788177996,11.763749999999998,11.700499999999998,11.6628896,11.80730102808771,11.738676026549843,11.976874006106732,7.0962499999999995,7.205,7.994751999999998,7.899537435428275,13.279233362260408,9.112949835372396,33.362187500000005,33.4375,32.695384000000004,45.2612292774707,29.688923089176832,31.328688038573105,4.89075,4.458833333333332,4.461786133333333,4.860384792730136,4.626777719842323,4.404726114066046,21.5234375,21.63625,21.560448,20.93140412231797,18.387898564376606,20.743844380721228,50.64060897435897,50.64060897435898,49.18244061538461,54.81216714958203,47.10191878062696,47.08040446762871,5.443125,5.545,5.545488,6.170132565097237,6.189666798692011,5.967635045599115
1997-05-31,PREMON,8.113999999999999,8.282,12.813999999999998,7.005,35.25,5.892,20.6775,54.57,5.4125,9.374958333333332,8.404,8.43992192,8.750747425067775,9.367332632967647,8.841168923773179,9.176124999999999,8.912125,8.787820159999999,8.582623157769161,9.008007614590777,9.287856777158632,11.826999999999998,11.847999999999999,12.12333376,12.043288276096623,12.289707938840317,11.827592212874078,7.769375,7.08875,7.598851199999999,7.687553265221396,7.186064718900196,7.9404235747485945,31.501875,33.72125,33.717230400000005,45.23095898223501,34.55061334897243,33.49589720154171,6.251416666666667,4.716333333333331,5.03387168,4.989971653862717,5.184674108102194,4.448613522160636,21.066875,21.56,21.2072688,20.876875402506805,21.794408986838572,21.18057165111087,48.655512820512826,50.64060897435898,51.337464369230766,54.90051498588221,54.58902548343692,54.57,6.3875,5.5062500000000005,5.4922927999999995,6.074055493083032,6.501444802109057,5.495511658911593
1997-08-31,MONSOON,12.543333333333333,7.423999999999999,10.905999999999999,7.02,31.5425,5.3420000000000005,20.9225,48.80166666666667,4.8475,9.151583333333331,9.409833333333335,10.081286485333333,9.564065563683641,8.979144266355025,8.535447353514828,9.4803125,8.5575,8.242292096,8.224393102025385,8.375444110816831,9.164834695851763,11.917750000000002,11.679499999999999,11.636400255999998,11.804651455512074,12.020665751569775,11.667600643043025,8.348125,7.10375,7.367310719999999,7.492426994492073,6.654693399824836,7.677980034518085,30.006875,33.003125,32.84733824,43.24626545702332,34.97515143491067,33.81898304216163,7.247666666666668,5.065166666666665,5.157123008,5.048241528014,4.810771806352461,4.727181166421449,20.084062499999998,21.486874999999998,21.09336128,20.913678645773587,21.993870855509172,20.748464239222756,45.25666666666666,50.64060897435898,50.323145288205126,51.48037372500531,48.81957085928537,48.80166666666667,8.52375,5.380000000000001,5.234375679999999,5.935805424518739,4.974496459950028,5.528793477945331
1997-11-30,POMKH,8.285,14.585,12.776,12.355,20.11,13.913333333333336,17.895,36.23,14.31,9.054583333333332,9.340083333333334,9.3627718912,9.334461168465308,9.275031755880807,9.1307973733836,9.201625,9.79475,10.7793752576,9.605335296939133,9.914007240464477,9.223101342972043,11.7039375,11.9745,12.092240153599999,12.032805815396538,11.793179163759492,11.822757915149035,8.238125,8.434999999999999,9.362386432,7.729392298761802,6.733378112721667,7.556813788335507,29.875937500000003,30.000625,27.752402944,37.171429595140516,32.332226309615905,32.461185195458725,6.942916666666667,7.437666666666665,8.659607138133335,6.189514894823931,5.299969251641045,4.834376537303182,19.843645833333333,20.646874999999998,19.814016768,19.964725472419925,21.995162068742836,21.1328365142003,43.84291666666667,46.670416666666675,44.685887172923074,41.9975022564526,52.12874148243243,52.11076923076922,9.4259375,7.395000000000001,8.864625408,6.670306405205401,6.061832417992592,5.554312499566002
1998-02-28,POMRB,6.9099999999999975,6.3725,10.948,6.665,33.15,3.083333333333333,18.59,35.77,14.04,8.633916666666666,8.963083333333334,8.38166313472,8.867844508002774,9.043035838742613,10.01416154200316,9.123125,9.165875000000002,9.01662515456,8.97537943969895,8.93903541759191,8.249870079842085,12.069125,11.861,11.634544092159999,11.805782088246332,11.826643505183373,11.761205061625688,8.1775,8.261249999999999,8.2834318592,7.525641377985078,10.147338186939294,9.918024143835346,30.036250000000003,30.013125000000002,29.911441766399996,35.85576670946907,30.08850810615663,30.825421891093193,6.714666666666667,7.057666666666666,6.429097616213334,5.953908872744554,5.817629523308057,6.300130678065307,20.062916666666666,19.52125,19.3244100608,19.484279653424394,19.532179322224383,19.647994817241194,43.84291666666667,43.84291666666668,41.11953230375384,35.73515246468211,43.401852459834586,40.62471235944192,9.196354166666667,9.652500000000002,10.9347752448,7.3103134079945065,6.962921261280792,7.891166634730617
1998-05-31,PREMON,8.846,8.568000000000001,11.5575,6.82,34.1525,4.974,23.256666666666664,54.57,3.6,8.213312499999999,9.146083333333335,8.567397880832,8.895005929271882,9.081236076972655,8.354118811638424,8.224,9.237375000000004,8.837175092736,8.885140930388411,8.882272417475829,9.748475367362886,12.305374999999998,11.546875,11.603726455295998,11.763794700853083,12.455817482416123,12.164651101281596,7.36375,8.214999999999998,7.6980591155199996,7.347542778219716,7.208952303000565,7.501191439682775,31.50375,29.738750000000003,31.607865059839998,35.039525881419415,33.49712561839295,33.06800624941091,5.4954375,6.828166666666667,5.847058569728,5.943579458047436,6.047069751323058,5.810310106052428,20.722916666666666,20.166041666666665,20.897312703146664,20.63599117850534,21.03859294180938,20.47266902365472,43.842916666666675,43.84291666666668,46.49971938225231,43.33170587054978,48.76688005220909,49.972659521510955,7.983958333333334,9.199375000000002,8.00086514688,6.94097615921865,8.365600657511479,8.691039262321558
