Date,Season,Dari- Ii,Tosham,Kairu,Bawani Khera,Loharu,Bhiwani,Siwani,Badhra,Dadri - I,Dari- Ii_Trend,Dari- Ii_SMA,Dari- Ii_EWMA,Dari- Ii_DES,Dari- Ii_TES,Dari- Ii_ARIMA,Tosham_Trend,Tosham_SMA,Tosham_EWMA,Tosham_DES,Tosham_TES,Tosham_ARIMA,Kairu_Trend,Kairu_SMA,Kairu_EWMA,Kairu_DES,Kairu_TES,Kairu_ARIMA,Bawani Khera_Trend,Bawani Khera_SMA,Bawani Khera_EWMA,Bawani Khera_DES,Bawani Khera_TES,Bawani Khera_ARIMA,Loharu_Trend,Loharu_SMA,Loharu_EWMA,Loharu_DES,Loharu_TES,Loharu_ARIMA,Bhiwani_Trend,Bhiwani_SMA,Bhiwani_EWMA,Bhiwani_DES,Bhiwani_TES,Bhiwani_ARIMA,Siwani_Trend,Siwani_SMA,Siwani_EWMA,Siwani_DES,Siwani_TES,Siwani_ARIMA,Badhra_Trend,Badhra_SMA,Badhra_EWMA,Badhra_DES,Badhra_TES,Badhra_ARIMA,Dadri - I_Trend,Dadri - I_SMA,Dadri - I_EWMA,Dadri - I_DES,Dadri - I_TES,Dadri - I_ARIMA
1998-08-31,MONSOON,8.446,6.51,15.083999999999998,6.72,33.9225,4.433999999999998,20.0975,48.80166666666667,4.823333333333333,8.409125,8.121750000000002,8.518838728499201,8.8341792540006,10.176964693194023,8.820854265673324,7.6303125000000005,9.008875000000003,7.9063050556416,8.321820371418296,8.220252444804192,8.844529208357704,12.007375,12.591375,12.995835873177597,12.512165821655746,11.53295964268485,11.353611744854804,6.5175,8.139999999999997,7.306835469312,7.174770875320907,6.960063877343279,7.217506418293183,33.35,30.33375,32.533719035904,34.3085290572055,31.827472499872123,31.941970701705127,4.596791666666666,6.601166666666666,5.281835141836799,5.854827645907019,5.457448568909544,5.688523326483932,21.720104166666665,19.959791666666664,20.577387621887997,20.476260787231073,21.555527627485525,20.950057088061648,43.84291666666666,43.84291666666668,47.42049829601805,46.29935718592235,43.830776107170415,48.801666666691474,5.869583333333333,9.193333333333335,6.7298524214613336,6.717949817041673,6.352883561140304,6.165618166580982
1998-11-30,POMKH,9.0175,8.306000000000001,10.488,6.145,29.47,5.0675,24.0,36.23,4.635,8.721062499999999,8.304875000000003,8.718303237099521,8.903527650229087,8.23500232673125,8.504470451019658,7.784000000000001,7.439125000000002,8.066183033384961,8.22278473342559,10.89840396037549,10.42688050979703,12.023937499999999,12.019375,11.992701523906558,12.077605947227973,12.727686383917515,12.002098507471842,6.39625,6.587499999999996,6.8421012815872,6.9702946235930865,9.777552282751875,7.655321893788442,34.540104166666666,32.67375,31.3082314215424,32.30111850602983,25.531896864385438,27.799539164461507,4.811874999999999,4.389708333333331,5.19610108510208,5.836955488622539,5.758276012120336,5.511955229565784,21.641458333333333,21.486041666666665,21.9464325731328,21.619538175221034,20.831028617131267,20.124978611981547,43.84291666666667,43.84291666666668,42.94429897761083,41.026784010702606,35.3700218164227,36.23,5.445833333333334,6.774583333333334,5.8919114528768,6.499060110627695,7.254910688734053,8.466466949123538
1999-02-28,POMRB,7.744,7.901999999999999,10.852,6.105,38.56,4.739999999999998,20.4625,35.77,6.8,9.024750000000001,8.513375000000003,8.328581942259714,8.696214504727198,8.03910428991689,8.74410468802781,7.921,7.821500000000003,8.000509820030977,8.053481706409347,8.122686779296822,8.345387979348308,11.54475,11.995375000000001,11.536420914343935,11.819444945118542,11.687923190488547,12.357181732232835,6.315625,6.447499999999996,6.54726076895232,6.776853997381183,7.891441359789562,6.535041513136395,35.100520833333334,34.02625,34.20893885292544,33.63921031269218,32.33695516883493,32.91348379217962,4.902625,4.803874999999998,5.013660651061247,5.77067347517478,5.148614559417524,5.451008013131674,21.4184375,21.954166666666666,21.35285954387968,21.32616344777964,19.83115144548458,22.18512388335204,43.84291666666667,43.84291666666668,40.0745793865665,37.000252657190345,36.78646563566797,35.769999999999996,6.0294791666666665,4.964583333333334,6.2551468717260805,6.497691820650004,6.720082478621477,7.6945977843049835
1999-05-31,PREMON,10.5075,8.267999999999999,11.786,6.41,38.26333333333333,5.037999999999999,20.755,54.57,7.45,8.9760625,8.928750000000004,9.200149165355828,9.100773352020349,8.938799592913766,8.555413716988248,8.0781875,7.746500000000002,8.107505892018587,7.998455220946527,8.618791156062304,8.428498470708838,11.249999999999998,12.052500000000002,11.636252548606361,11.825058122224952,12.32155422936144,12.071274331197904,6.323125,6.344999999999997,6.492356461371392,6.621239494366099,6.653657547433431,6.830048693111862,35.68052083333333,35.05395833333333,35.830696645088594,34.86763345378965,35.081692117137386,33.92088807737504,4.941937499999999,4.819874999999998,5.023396390636748,5.73589338369417,5.659842400222071,5.35542987010803,20.7271875,21.32875,21.113715726327808,21.197269804906323,22.21904638095141,19.803570992629332,43.842916666666675,43.84291666666668,45.8727476319399,45.887046257776625,54.38605477721561,54.57,5.940416666666667,5.927083333333333,6.733088123035649,6.55550043096,7.198279839750979,5.49479194623636
1999-08-31,MONSOON,9.214,7.9060000000000015,11.022,6.485,34.295,5.096000000000001,20.815,48.80166666666667,5.6425,9.137125,9.120750000000005,9.205689499213497,9.15661959776114,9.982397552564755,8.656844994827614,8.076125000000001,8.095500000000003,8.026903535211153,7.880953889875035,7.657556087773003,8.000834287289964,11.21275,11.037000000000003,11.390551529163817,11.66021144090138,12.453541985144774,12.029345544947637,6.438125000000001,6.286249999999997,6.4894138768228355,6.484583044033321,6.474427532200915,6.7858357117941335,35.693645833333335,35.14708333333333,35.216417987053156,34.688945249059664,34.53095891472141,33.27208938481276,4.91325,4.985374999999999,5.052437834382049,5.703502912462557,5.124893480951313,5.313402987259943,19.8684375,21.508125,20.994229435796683,21.117209954137135,21.584204659195443,21.98295220960648,43.84291666666666,43.84291666666668,47.04431524583061,49.24268710445803,47.72071020025739,48.80166666666667,5.654895833333333,6.131875,6.29685287382139,6.443607463179272,5.848463427855049,6.54286064894017
1999-11-30,POMKH,7.8599999999999985,8.1675,12.191999999999998,6.44,33.7375,4.7200000000000015,17.7525,36.23,3.103333333333333,9.6313125,8.831375000000005,8.667413699528097,8.921940440318451,8.89778602047054,9.399599076387117,8.052125,8.060875000000003,8.083142121126691,7.849495535524671,10.22454386114835,8.343507652672345,11.183250000000001,11.463000000000003,11.71113091749829,11.79084601057763,11.347225513902929,11.529765178916977,6.670625000000001,6.359999999999998,6.469648326093702,6.356950787704883,7.503930383060746,8.315945680402045,34.34291666666667,36.21395833333333,34.62485079223189,34.34543297834235,29.008280151747105,29.158140348973433,5.2429375,4.898499999999999,4.91946270062923,5.620470544606447,5.546224651044234,5.284952005493509,19.841250000000002,19.94625,19.69753766147801,20.0687591053206,21.923682028815964,19.917971755826787,43.84291666666667,43.84291666666668,42.71858914749836,43.59783095666784,35.22012847373492,36.23,5.370833333333334,5.7489583333333325,5.019445057626167,6.111713085419162,6.9253660771704,5.52465310795078
2000-02-29,POMRB,10.19,8.024000000000001,8.85,6.73,34.3975,4.8580000000000005,19.84,35.77,6.0475,9.771999999999998,9.442875000000004,9.276448219716858,9.21528654176117,8.063029114380454,8.657139385282166,8.0736875,8.091375000000003,8.059485272676016,7.803302410645536,7.959357492822193,8.260921765905772,11.56275,10.962500000000002,10.566678550498974,11.152450722768766,11.251450242509241,11.004388455639528,6.835625,6.516249999999997,6.573788995656221,6.264059318894773,6.716105982631635,5.692190657921907,33.82875,35.17333333333333,34.533910475339134,34.26981511933108,37.13294857515217,36.63045852601244,5.6255625,4.928,4.894877620377539,5.552628198202994,4.920151773786801,5.211671925922328,19.8321875,19.790625,19.754522596886805,19.96149009281563,19.552953049256086,20.694657678265585,43.84291666666667,43.84291666666668,39.93915348849902,38.87120344921821,35.21461070350013,35.77,5.351770833333333,5.560833333333332,5.4306670345757,6.078884871414205,6.231710564181413,5.488879535568028
2000-05-31,PREMON,12.015,7.953999999999999,13.552,7.645,31.620000000000005,7.557500000000001,21.16,54.57,5.93,10.1305,9.819750000000004,10.371868931830114,9.825522962530403,9.927714041696722,9.019843463444994,8.1328125,8.012875000000003,8.01729116360561,7.758733940243116,8.436371004520716,8.317105826506182,11.772749999999998,11.404000000000002,11.760807130299384,11.696226956832177,11.629089109555423,11.315794069111098,6.825,6.824999999999997,7.002273397393733,6.2535554608602375,6.381513790963425,6.570394267330827,33.93239583333334,33.5125,33.368346285203486,33.30591666582734,37.548752134807884,35.290676281997946,6.0673125,5.557875,5.959926572226523,5.8197011577992654,5.473358241416512,5.166107340473306,19.887812500000003,19.891875,20.316713558132083,20.309592602984484,21.395687263083943,19.99574363814552,43.842916666666675,43.84291666666668,45.79149209309941,47.00750025083152,54.15552773867476,54.57,5.754791666666667,5.180833333333332,5.63040022074542,6.038509999522825,6.675010677344027,6.715624474397081
2000-08-31,MONSOON,8.831999999999997,8.3925,12.291999999999998,6.569999999999999,36.825,5.6374999999999975,20.3375,48.80166666666667,7.009999999999999,10.232999999999999,9.724250000000005,9.755921359098068,9.655734026238752,10.446563252648069,9.73177806182684,8.171125,8.134500000000003,8.167374698163366,7.833283615243052,7.59117297624478,8.225249615793405,12.200499999999998,11.7215,11.97328427817963,11.841073494428882,12.069608269471132,11.663719309629492,6.818124999999999,6.846249999999996,6.82936403843624,6.167635255883754,6.416032962928281,6.795858902825545,33.422604166666666,34.144999999999996,34.75100777112209,34.20866702209633,34.373951539508994,33.50315788700547,6.671625000000001,5.69325,5.830955943335913,5.84075646980316,5.266275701764301,5.472603889678676,20.0496875,19.7725,20.325028134879247,20.30523748960541,20.982256924516367,20.99483259702344,43.84291666666666,43.84291666666668,46.99556192252631,49.6998235430984,48.31470885635974,48.80166666666667,5.875937499999999,5.522708333333332,6.182240132447252,6.100089279439788,5.193503752029237,5.995379806878744
2000-11-30,POMKH,11.11,8.154,12.602,6.2700000000000005,32.03666666666667,7.7125,18.675,36.23,4.96,9.9083125,10.536750000000005,10.29755281545884,9.990098095778189,9.126865004996166,10.058301377455951,8.299375,8.131125,8.16202481889802,7.858629194724314,9.69782459652397,8.181335124160231,12.490749999999998,11.824,12.224770566907779,12.022660393466914,11.805120898509509,11.525129587619224,6.6825,6.803749999999996,6.605618423061744,6.068210277581627,6.888572855431403,6.176695051403041,32.80541666666667,33.719791666666666,33.665271329339916,33.46636758800118,31.4695999763181,33.44275247602861,6.722187499999999,6.441375,6.583573566001548,6.116484998467733,5.736086522876674,5.493654487044033,19.930312500000003,20.003125,19.66501688092755,19.767781442068134,20.565835171599375,19.939034648933657,43.84291666666667,43.84291666666668,42.68933715351579,43.6124749243232,35.68761860172175,36.23,5.8549999999999995,5.9868749999999995,5.693344079468351,5.969578886663585,6.5376187148730915,5.887100077014349
2001-02-28,POMRB,7.7600000000000025,8.344,11.862,6.8450000000000015,32.02,6.7,20.2125,35.77,5.16,10.1443125,9.929250000000007,9.282531689275306,9.565902302633903,9.720250839602986,9.562556144855565,8.327062499999998,8.211125000000001,8.23481489133881,7.934953398981693,7.892180139039115,8.217149858281415,12.47425,12.577,12.079662340144669,12.000319766066474,10.984345771989975,11.093106600342773,6.44125,6.832499999999997,6.701371053837047,6.023716806500663,6.693715777757236,6.765969889427849,32.485416666666666,33.125416666666666,33.007162797603954,32.81930023374494,35.55769094088907,35.76135652345909,6.4396875,6.9018749999999995,6.6301441396009295,6.257235175259207,5.449590953739478,5.776055670040391,19.645625,20.096249999999998,19.88401012855653,19.8652800937239,19.346191104468748,20.283923512623474,43.84291666666667,43.84291666666668,39.921602292109476,38.65670377107671,35.269183714925184,35.77,5.98875,5.765,5.48000644768101,5.869668798690508,6.140500666815468,6.112254781636416
2001-05-31,PREMON,11.8475,8.66,12.862,6.444999999999999,29.06,6.12,19.8325,54.57,6.65,10.49625,9.887375000000006,10.308519013565183,10.070549920552638,10.786602995021347,10.16168661748287,8.30875,8.387625000000002,8.404888934803287,8.08653949841048,8.269426482707926,8.168563491498197,12.57,12.4045,12.3925974040868,12.204398623331487,12.989435521875262,12.481841468659415,6.313125,6.532499999999996,6.5988226323022285,5.956393983434181,7.026666785320307,6.782688185460841,32.49395833333334,32.485416666666666,31.428297678562373,31.323220549349205,34.30498084320805,33.4042202059292,6.0750625,6.5424999999999995,6.4260864837605585,6.316638320247438,6.161831820257918,5.893378085250871,19.690312499999997,19.764374999999998,19.863406077133916,19.818168254195466,21.118743245710256,20.11625202343042,43.842916666666675,43.84291666666668,45.78096137526569,46.670723723978554,54.13045564801341,54.57,5.953125000000001,5.945,5.948003868608605,5.914628809281074,6.478592986167404,5.76833621791402
2001-08-31,MONSOON,10.8875,7.907999999999999,12.85,5.84,36.825,4.815,19.3875,48.80166666666667,7.36,11.022083333333333,10.401250000000008,10.54011140813911,10.274974142252658,10.11815095656939,9.1554575029214,8.4145,8.266500000000002,8.20613336088197,8.053611772257732,7.725540811739343,8.25040210710267,12.798750000000002,12.544,12.575558442452081,12.360841760518744,12.633397624144612,12.228309266934872,6.171250000000001,6.349999999999996,6.295293579381337,5.850436422348911,6.377635990671475,6.606819055682623,32.513125,32.485416666666666,33.586978607137425,32.641558085190454,35.10766219900023,34.050587048128904,5.764187499999999,6.336875000000001,5.7816518902563345,6.204721232668623,5.697158984597805,5.922103739413321,20.055104166666666,19.526874999999997,19.673043646280348,19.642415477830845,20.4758599226722,20.137417593929204,43.84291666666666,43.84291666666668,46.98924349182609,49.341882952531506,48.39579039205633,48.80166666666667,6.07625,6.032500000000001,6.5128023211651636,6.019803040002649,5.1181654051504255,6.511747148452029
2001-11-30,POMKH,11.87,8.492,12.81,5.9750000000000005,32.105000000000004,5.6179999999999986,19.9825,36.23,4.325,11.352604166666667,10.591250000000008,11.072066844883466,10.6405755807157,10.219548696728001,11.046592733231549,8.46425,8.351000000000003,8.320480016529183,8.159094317750046,9.319461048832801,8.352425349277574,12.928,12.596,12.669335065471248,12.473945927339777,12.494278514994647,12.675725688595799,6.005625,6.2762499999999966,6.167176147628802,5.764406608147545,6.402780790343867,5.912576688593876,33.72,32.502500000000005,32.99418716428246,32.33507830090393,31.161662555681865,35.36266193923473,5.7635625,5.81325,5.716191134153799,6.187639561756686,6.015105561464778,5.7819610955937435,20.299270833333335,19.853749999999998,19.79682618776821,19.706135583327118,19.71274737062492,19.867985953952576,43.84291666666667,43.84291666666668,42.68554609509565,43.3138379064898,35.83723884195709,36.23,6.479583333333334,5.87375,5.637681392699098,5.839256590445392,6.518477109546355,6.258168340190373
2002-02-28,POMRB,11.206666666666667,8.852,13.484000000000002,6.005,32.105,6.307499999999999,21.82333333333333,35.77,6.78,11.265354166666667,11.452916666666674,11.125906773596746,10.795305584687267,9.694768654239095,10.021330792493357,8.571000000000002,8.478000000000003,8.53308800991751,8.342256064260852,7.957193804514245,8.261310677259385,12.7865,13.0015,12.99520103928275,12.71141073643232,11.5922826758321,11.90772752340189,5.98125,6.066249999999996,6.102305688577282,5.689511520880985,6.619286855746325,6.844035346740398,35.23354166666667,32.52375,32.638512298569474,32.09457684586169,33.277168333422054,32.234367922570364,5.992625,5.715125,5.95271468049228,6.251336299460443,5.441026234083751,5.761227475219158,20.362708333333334,20.256458333333327,20.60742904599426,20.35038090198079,19.28726152777422,20.16824434685236,43.84291666666667,43.84291666666668,39.919327657057394,38.44788379979634,35.39302774750639,35.77,6.754166666666667,6.2787500000000005,6.094608835619459,5.8989229129937355,6.039990345754314,5.554029702060115
2002-05-31,PREMON,11.045000000000002,8.55,12.274000000000001,5.96,38.63,6.5075,20.175,54.57,8.256666666666668,11.303666666666668,11.252291666666675,11.09354406415805,10.88534385679091,12.237842117558797,11.512650960876126,8.74325,8.450500000000005,8.539852805950506,8.43866277895903,8.340047581954906,8.334106040793461,12.725,12.8545,12.70672062356965,12.628529859649865,13.584630992638372,13.33213647709183,6.016875,5.944999999999996,6.045383413146369,5.61945152786058,6.520193784802864,6.725692794411955,36.31520833333333,34.91625,35.035107379141685,34.10007029774259,31.42312136610655,30.31873926890103,6.26125,5.811999999999999,6.174628808295368,6.334036635522936,6.106748176991835,5.830251732091873,20.44708333333333,20.342083333333328,20.434457427596556,20.299517933089973,20.787187388996088,20.558870197761134,45.828012820512825,43.84291666666668,45.779596594234434,46.55320519837272,54.215647561178415,54.57,7.253229166666667,6.680416666666668,6.959431968038342,6.087047225306056,6.605400692177764,6.498461377071407
2002-08-31,MONSOON,10.992,8.872,12.306,6.13,39.363333333333344,6.2600000000000025,19.5525,48.80166666666667,7.95,11.274583333333334,11.278416666666676,11.05292643849483,10.946207678900114,11.057100354633484,10.458865903939559,8.8215,8.691500000000005,8.672711683570302,8.597368487708032,7.746511592816295,8.296239328357261,12.621250000000002,12.718499999999999,12.546432374141789,12.571003300886103,13.060899665767423,13.299568447219876,6.024375,6.017499999999996,6.079230047887821,5.570729580229966,5.8895395568342135,6.129451728330757,37.953541666666666,35.55083333333333,36.76639776081835,36.16739886593333,36.93081294481439,36.006741719054446,6.3635625000000005,6.1732499999999995,6.208777284977222,6.379390962333358,5.6957003030018925,5.915773975790396,20.286354166666666,20.383333333333326,20.081674456557934,20.060740253448984,20.269163798919507,19.991970191851404,49.22685897435897,43.84291666666668,46.98842462320733,49.3014659492986,48.47037208233761,48.80166666666667,7.371041666666667,6.827916666666669,7.355659180823006,6.229393365868963,5.440495692549903,6.895471569014555
