Date,Season,Sirathu,Sarsawan,Chail,Kara,Manjhanpur,Muratganj,Newada,Koshambhi,Sirathu_Trend,Sirathu_SMA,Sirathu_EWMA,Sirathu_DES,Sirathu_TES,Sirathu_ARIMA,Sarsawan_Trend,Sarsawan_SMA,Sarsawan_EWMA,Sarsawan_DES,Sarsawan_TES,Sarsawan_ARIMA,Chail_Trend,Chail_SMA,Chail_EWMA,Chail_DES,Chail_TES,Chail_ARIMA,Kara_Trend,Kara_SMA,Kara_EWMA,Kara_DES,Kara_TES,Kara_ARIMA,Manjhanpur_Trend,Manjhanpur_SMA,Manjhanpur_EWMA,Manjhanpur_DES,Manjhanpur_TES,Manjhanpur_ARIMA,Muratganj_Trend,Muratganj_SMA,Muratganj_EWMA,Muratganj_DES,Muratganj_TES,Muratganj_ARIMA,Newada_Trend,Newada_SMA,Newada_EWMA,Newada_DES,Newada_TES,Newada_ARIMA,Koshambhi_Trend,Koshambhi_SMA,Koshambhi_EWMA,Koshambhi_DES,Koshambhi_TES,Koshambhi_ARIMA
2003-11-30,POMKH,13.6875,5.63,16.2,13.79,6.125,15.76,11.005,18.32,11.476666666666667,10.774791666666665,12.358181142332196,13.214208537901559,11.827735722468095,13.341191558161821,7.963125,6.9875000000000025,6.724015610652518,6.695786865076949,6.8975527958591725,6.745041751352401,16.919375000000002,15.003750000000004,15.93011138656068,15.703176713051155,16.193422104048857,16.007015198235937,14.751249999999999,14.423333333333328,14.100021735155371,13.82220449727071,13.829855729676154,13.544663263285537,7.560625000000001,7.521250000000003,7.155370372785995,6.805484888071849,6.674843595645028,6.682836387399672,14.22875,15.36625,15.260729124696779,15.230205952976608,14.12300411646591,14.446713939370495,12.199375000000002,12.047500000000001,11.734896943332274,11.813487217190232,11.928175019058097,12.319343754561922,19.316249999999997,19.197499999999994,18.73757832499321,18.746931679156553,19.117662954184794,19.384904743338563
2004-02-29,POMRB,5.64,10.83,17.32,15.835,7.725,10.16,12.03,20.02,11.425833333333333,11.422291666666666,9.670908685399317,8.718807881500398,4.327765156658447,5.004011543326548,7.81875,7.977500000000002,8.366409366391512,8.33842272179269,7.068051227583649,6.93826929558829,17.0225,16.892500000000002,16.48606683193641,16.05825247799864,11.515734662706024,12.983836136286953,14.57125,14.698749999999993,14.794013041093223,14.240518005904743,14.636915115270785,13.975647382755481,7.2925,7.465000000000003,7.383222223671597,7.00545019733645,8.558935343971092,8.550542630125609,14.184999999999999,14.216249999999999,13.220437474818066,13.359908529389186,15.770491308499803,15.089865909277615,11.941250000000002,12.265,11.852938165999365,11.940658090965744,12.303726446554146,11.95402741766475,19.37125,19.322499999999994,19.250546994995926,19.110204795422632,18.64585517177405,17.906563033655765
2004-05-31,PREMON,16.205,7.9849999999999985,17.665,15.73,7.615,15.385,12.325,19.92,10.8346875,11.531041666666667,12.284545211239589,13.248633374275247,15.879864408430283,14.658725760707089,7.686249999999999,7.94875,8.213845619834906,8.184436777983125,9.592998188550167,9.524181746731212,17.296875,16.946250000000003,16.957640099161846,16.41203094534705,17.765203593289772,17.469536765442022,14.5075,14.803749999999996,15.168407824655933,14.543018330753652,16.35416069300694,15.1940911264689,6.9725,7.6562500000000036,7.475933334202958,7.11580911998412,8.227976667552042,7.309035184589382,14.049375,14.24125,14.086262484890838,14.13107117531409,14.968879095722048,13.264150461918831,11.7375,12.133750000000001,12.041762899599618,12.129120804229036,13.054707241546604,12.562769495333724,19.5825,19.309999999999995,19.518328196997555,19.349151466744626,20.10479162257207,19.789436033820444
2004-08-31,MONSOON,9.75,6.3100000000000005,17.21,12.0,6.25,15.21,11.635,19.47,10.185833333333335,11.320625,11.270727126743754,11.779195932550179,11.830261294437754,11.523840848046634,7.215,7.688750000000001,7.452307371900943,7.422595612912255,7.479807799092154,6.603526653760454,17.661875,17.098750000000003,17.058584059497107,16.604782873908473,16.987702999289837,16.561143828721246,14.5425,14.338749999999994,13.90104469479356,13.958232176573093,13.322322612170497,12.884482594961975,7.0675,6.9287500000000035,6.985560000521775,6.807152823869848,7.162049587705001,8.744969016592963,14.666875,14.128750000000004,14.535757490934504,14.550641347322717,13.541012214133854,14.606741598983652,11.736875,11.748750000000001,11.87905773975977,12.000292121591826,11.265656863985372,12.59117010532978,19.7175,19.432499999999994,19.498996918198532,19.40287875260234,18.684524748794203,18.77764466146128
2004-11-30,POMKH,9.8,5.61,17.785,15.14,6.475,15.125,10.915,19.52,10.042291666666667,10.348749999999999,10.682436276046253,10.601981810255442,12.76522138451536,12.619754801155828,7.217291666666666,7.683750000000001,6.715384423140566,6.686637514327012,6.8268525166318454,7.349958434679483,17.9875,17.495,17.349150435698263,16.87436734471362,16.744519555683116,16.4778858390572,14.248750000000001,14.676249999999994,14.396626816876136,14.193561916798423,13.551732795138557,12.699756273290351,7.060624999999999,7.016250000000003,6.781336000313065,6.6524516577241695,5.56400190803887,6.752422004963855,15.455000000000002,13.970000000000004,14.771454494560702,14.782724416162356,13.940169533736773,14.838617209377237,11.865,11.72625,11.49343464385586,11.656883055048713,11.584061012895988,11.50788348469241,19.717499999999998,19.732499999999995,19.50739815091912,19.455661407261342,19.632757892781534,19.730315178900202
2005-02-28,POMRB,4.336666666666667,7.08,18.655,14.765,8.135,15.735,12.115,19.9,9.549166666666668,10.022916666666665,8.14412843229442,6.475523697251357,3.528960187147625,5.74692796796013,8.235416666666666,6.746250000000002,6.8612306538843395,6.833724341327405,7.0212083880650145,6.675921049950741,18.26375,17.82875,17.87149026141896,17.264569340725256,15.799124057920176,16.885516341315082,14.169375,14.408749999999992,14.543976090125682,14.294265183619503,14.933249454545713,15.813677042323432,7.060625,7.118750000000002,7.322801600187839,7.0133107097167855,7.8345750559605545,7.268724419081991,15.596250000000001,15.363750000000003,15.156872696736421,15.15591156257493,13.766169195494847,13.169052305447622,12.049375,11.7475,11.742060786313516,11.870886192578885,12.061380671661578,11.652613093064554,19.776249999999997,19.702499999999997,19.66443889055147,19.59659668658721,19.392371946914512,18.7452099370282
2005-05-31,PREMON,16.36,11.753333333333332,18.935,14.45,7.15,16.115000000000002,13.265,20.04,8.344166666666668,10.061666666666666,11.430477059376653,12.705655861235867,14.261709588423432,13.443476271149184,9.412083333333335,7.688333333333334,8.818071725663938,8.790145416875248,7.8036039115047755,7.651070795802834,18.41125,18.146250000000002,18.296894156851373,17.63352153532666,18.17861702189934,17.798808586520824,14.309999999999999,14.08874999999999,14.506385654075409,14.303377431802549,16.16840569894995,14.215980150066299,7.298125000000001,7.002500000000001,7.253680960112703,6.989617846270893,7.938815388653724,7.065590751101229,15.6875,15.546250000000006,15.540123618041854,15.53210072471514,17.01886675336067,15.876156790691278,12.29875,11.982500000000002,12.35123647178811,12.424674163531638,12.943457745158806,11.916658071537139,20.355,19.732499999999998,19.81466333433088,19.73743452390462,20.55852197428571,19.97535091783108
2005-08-31,MONSOON,5.65,10.686666666666667,18.15,12.645,6.715,15.61,12.17,19.82,7.7195833333333335,9.036666666666665,9.118286235625991,9.334036070617053,9.517763639336936,10.62277793542681,10.579166666666666,8.7825,9.565509702065029,9.53498207004178,8.305648525229316,8.565001585254365,18.495625,18.38125,18.238136494110822,17.772449131235046,17.663159620715902,17.53595172344777,14.620624999999999,14.24999999999999,13.761831392445245,13.913546883177519,12.750480677344507,12.477159995145081,7.51125,7.118750000000002,7.038208576067622,6.849594773518539,6.724407235677415,7.403229049239373,15.779375,15.646250000000004,15.568074170825112,15.58041668848595,15.412935104029305,15.725988104507007,12.68125,12.116250000000003,12.278741883072865,12.383763482901553,11.575414471792437,12.152710740918188,21.3775,19.82,19.81679800059853,19.781280348502264,19.025491310064137,19.109186526430435
2005-11-30,POMKH,4.26,10.646666666666668,18.025,15.62,7.91,15.455,12.375,23.8,7.023124999999999,7.651666666666665,7.174971741375594,6.066059228389139,9.337761513968186,8.017505230452219,11.228750000000002,10.041666666666668,9.997972487905685,9.964913570854,9.323563955229991,8.830986200667537,18.583125000000003,18.441250000000004,18.152881896466493,17.858876608925982,17.964419391640302,17.61324287586056,15.240624999999998,14.36999999999999,14.505098835467148,14.26433450092241,13.409234177565628,13.948739931691437,8.085625,7.477500000000001,7.386925145640573,7.089087736687821,5.976615898651989,6.045338405216777,16.004375,15.728750000000005,15.522844502495067,15.553034979242149,15.182107868137079,15.729184317412063,13.07,12.481250000000003,12.31724512984372,12.431722038857648,11.984024273692688,11.910810083513361,22.335,20.89,21.41007880035912,20.8848819976932,19.976776753026122,20.05347579534855
2006-02-28,POMRB,4.88,11.38,19.09,16.77,8.405000000000001,16.14,13.715,23.8,6.25875,7.787499999999998,6.256983044825356,4.6063106786432995,0.7159200298413726,3.238225659802976,11.455416666666668,11.116666666666669,10.550783492743411,10.515488446120456,10.713116909064697,10.684977279451164,18.7225,18.550000000000004,18.527729137879895,18.141176221926436,18.124609408534518,19.01236098987675,15.991875,14.87124999999999,15.41105930128029,14.790253656604522,15.010389569362829,15.464000952469624,9.09625,7.545000000000002,7.794155087384345,7.39884525069324,8.391700870483632,7.734756397789054,16.338124999999998,15.830000000000005,15.76970670149704,15.791060222560125,14.86638249550416,14.323079103028833,13.496875,12.881250000000003,12.876347077906232,12.947694748536035,12.88587017427328,12.48717886450011,23.045,21.865000000000002,22.366047280215472,21.692576126820512,21.066315252108133,20.87368254170738
2006-05-31,PREMON,10.245,12.65,19.200000000000006,17.405,11.475,17.509999999999998,14.775,23.8,6.2325,6.258749999999997,7.852189826895213,7.762830167163139,12.689515331378278,13.805277356767913,11.6275,11.340833333333336,11.390470095646048,11.352845960066071,11.781654943010517,10.934428708061454,19.063125000000003,18.616250000000004,18.796637482727938,18.389589499991594,19.08606754446075,18.024896691993618,16.549375,15.609999999999989,16.208635580768174,15.339235156670348,16.925760500747614,15.286661559737386,9.924375000000001,8.626250000000002,9.266493052430608,8.487941737426159,8.069650770056674,7.52423298525682,16.48875,16.17875,16.465824020898225,16.451166843816875,17.21517358137572,16.203923763677192,13.991249999999999,13.258750000000003,13.63580824674374,13.662776647666922,14.07852568790201,13.3146035928794,23.037499999999998,22.805,22.939628368129284,22.28370410012953,22.98462518840144,22.290491776788542
2006-08-31,MONSOON,5.65,11.603333333333332,19.0,15.7,10.475,16.884999999999998,14.075,21.74,6.13625,6.258749999999997,6.9713138961371275,6.772693708985984,3.7376586504837976,4.509953898847293,11.702083333333333,11.570000000000002,11.47561539072096,11.435710901129024,10.833728487250424,11.038723049918431,19.492500000000003,18.828750000000007,18.877982489636764,18.548830031650567,18.37122781700842,18.097549598571565,16.79875,16.37374999999999,16.005181348460905,15.391596492800197,14.283239622631092,13.53046627941043,10.63,9.566250000000004,9.749895831458364,8.975413248682305,8.452848671226477,8.206746257275068,16.433124999999997,16.4975,16.633494412538933,16.633248956900417,16.284339544819964,16.293593784301137,14.419999999999998,13.735000000000003,13.811484948046242,13.868445032979674,12.86063616988836,13.450537125439382,22.6575,23.284999999999997,22.45977702087757,22.1617317970778,21.902303478740095,21.561342418872602
2006-11-30,POMKH,4.05,11.106666666666667,19.9,17.025,10.775,15.385000000000002,14.425,21.82,5.301875000000001,6.206249999999997,5.802788337682276,4.996297722511294,4.469135497013404,4.781471952795,11.409791666666665,11.685000000000002,11.328035901099243,11.286757506453291,11.09337997401304,10.712814629220944,19.70625,19.297500000000007,19.28678949378206,18.85653140278291,18.415849728726307,18.263981974619004,16.906249999999996,16.724999999999987,16.413108809076544,15.72372145126316,15.479091660581522,15.602582498666063,11.03375,10.282500000000002,10.159937498875019,9.405427176254738,8.957782500241775,9.314076119089881,16.38625,16.48,16.13409664752336,16.18879561952691,16.21319658805892,16.19098671974725,14.835,14.247500000000002,14.056890968827744,14.127221502209988,13.517456381422518,13.740525267292428,22.525000000000002,22.789999999999996,22.203866212526542,22.094001728936625,22.53029268512482,21.931531758578657
2007-02-28,POMRB,4.32,11.516666666666666,20.65,17.36,11.185,15.765,15.095,22.74,4.496875,6.0662499999999975,5.209673002609366,4.131475326966557,1.187040936654066,4.953559545750521,11.157083333333333,11.719166666666668,11.403488207326212,11.361496018597329,11.866588094267378,11.970801866649392,19.747500000000002,19.687500000000007,19.832073696269234,19.25330671698171,19.23071437190024,18.638424921711614,16.41,16.872499999999988,16.791865285445926,16.05589464923692,16.845662667710997,16.106287904653936,11.16375,10.977500000000003,10.569962499325012,9.825942900378275,10.747786904904764,10.399787335061268,16.43,16.38625,15.986457988514017,16.050990332472658,15.738759469274779,17.102622887052576,14.978749999999998,14.592500000000001,14.472134581296647,14.535960272678496,14.626178721127978,14.442501081523243,22.404999999999998,22.524999999999995,22.418319727515925,22.292118278462667,22.08800634992341,20.9662639195927
2007-05-31,PREMON,4.13,10.175,19.35,17.674999999999994,11.925,17.509999999999998,16.715,23.8,4.50875,4.537499999999998,4.77780380156562,3.6494931965462887,10.257805954620181,8.72921250134834,11.365,11.10041666666667,10.912092924395727,10.869853026885297,12.456660295893476,11.84973634504677,19.65,19.725000000000005,19.63924421776154,19.31155850611696,19.688809033791294,19.34447828937149,15.288124999999997,16.939999999999987,17.145119171267552,16.383707355451445,18.32165879886707,16.260946066399438,11.294375,11.090000000000002,11.111977499595007,10.33323947689495,11.600882214847184,11.088035231896558,16.490000000000002,16.386250000000004,16.595874793108408,16.614567062278297,17.423299136609945,16.062884344960466,14.776875,15.077500000000002,15.369280748777987,15.384954319700656,15.674536940490476,15.036808666591769,21.548750000000002,22.524999999999995,22.970991836509555,22.72249166120352,23.302935914573435,22.454636627959328
2007-08-31,MONSOON,5.325,12.056666666666667,19.18,11.46,11.065,17.235,13.285,20.78,4.60625,4.456249999999997,4.996682280939372,4.32984984424593,2.0671364768245786,3.51719538187852,11.644583333333335,11.213750000000003,11.369922421304103,11.327788986426288,10.026472592916535,10.136020674587412,19.56625,19.770000000000003,19.455546530656925,19.324281654475254,19.28388362666378,18.865933502620535,14.45,15.879999999999985,14.871071502760532,15.27216655149691,15.281882620214802,14.346700709982288,11.369375,11.2375,11.093186499757003,10.44860657516113,10.562403734201474,10.70944502765728,16.515,16.473750000000003,16.851524875865046,16.866381159968483,16.489223750742525,16.433748048315294,14.7325,14.880000000000003,14.535568449266792,14.688136263372614,14.594408921456154,15.385298852289433,20.075,22.284999999999997,22.094595101905732,22.224412528641572,22.113060535168792,22.049211282979414
2007-11-30,POMKH,4.47,12.316666666666668,18.94,12.29,11.23,15.515,13.6,15.93,4.636875,4.561249999999997,4.786009368563623,4.315243105386569,2.1602120884437137,4.196762174167466,12.202291666666666,11.516250000000003,11.748620119449129,11.70589475565391,10.879304836676239,11.406042755091041,19.939375,19.53,19.249327918394155,19.286490294177923,19.83657175948878,19.17552389415558,14.306875,14.696249999999987,13.83864290165632,14.589528770079228,14.629362825392729,13.901433409222866,11.403749999999999,11.351250000000002,11.1479118998542,10.577009980612651,10.51221585731195,11.148826930215634,16.6225,16.50625,16.31691492551903,16.383789208223735,16.14156370379624,16.101795484179327,14.81125,14.673750000000002,14.161341069560077,14.354795302952839,14.240502125338898,14.767972001362343,19.1025,20.8125,19.62875706114344,20.554145638982607,22.345463895736216,21.90603805172166
2008-02-29,POMRB,4.68,12.543333333333333,20.94,15.39,11.33,15.835,15.565,16.84,4.581875,4.6512499999999966,4.743605621138174,4.4888897240758325,1.270046089234449,4.52791111484539,12.164583333333333,11.77291666666667,12.066505405002811,12.022880909864426,12.322623370223237,12.102703602817977,20.23375,19.6025,19.925596751036494,19.65614530326057,20.48552756105389,19.2502965320018,14.542499999999999,14.203749999999989,14.459185740993792,14.739900623377194,14.625077717667294,15.242356509188504,11.191875,11.387500000000001,11.22074713991252,10.696222603013139,11.523738084759911,11.276353975791706,16.575625,16.523750000000003,16.12414895531142,16.199652157605264,15.93416418476775,15.995790917855162,14.82125,14.791250000000002,14.722804641736047,14.852250217319623,14.729259120904217,14.588398116879224,19.11625,19.337500000000002,18.513254236686066,19.576719595150635,19.97546338046676,18.62047307423892
2008-05-31,PREMON,4.015,13.61,22.045,18.5,12.055,18.3,16.875,21.92,4.522916666666666,4.622499999999997,4.452163372682904,4.164207333372297,6.711789535305665,4.406821586001183,11.5275,12.631666666666671,12.683903243001687,12.63910107110628,13.1812109237491,12.746427854124939,20.06125,20.276249999999997,20.773358050621898,20.173603640823497,19.780985013794933,19.343516431199518,15.139999999999997,14.40999999999999,16.075511444596273,15.540835997145177,16.18948876087652,16.418757778815944,10.801875,11.420000000000002,11.554448283947512,10.986019907901717,12.137768049669383,12.430819994881823,16.404374999999998,16.721250000000005,16.994489373186852,17.002382902465737,17.58835557611743,16.682606764767414,14.669999999999998,14.83125,15.583682785041628,15.645961491291084,15.92456224620359,15.48943767268424,20.348750000000003,18.867500000000003,19.87595254201164,20.22902847704845,19.910653151622036,19.46571803072193
2008-08-31,MONSOON,5.0,8.32,18.84,12.52,9.24,16.07,13.205,22.77,4.482083333333334,4.541249999999997,4.671298023609742,4.653488270146402,3.810839491622527,5.045619554784517,11.231666666666666,11.697500000000005,10.938341945801012,10.893122583234696,12.026447742589182,12.246902347834082,19.576874999999998,20.191249999999997,20.00001483037314,19.947681081058477,19.66593834219256,19.923264992627846,15.706875,14.674999999999988,14.653306866757763,14.849222318745284,14.19310297908289,13.865158420148635,10.514375000000001,10.963750000000003,10.628668970368507,10.3935145538999,11.022039208456116,11.473026443556265,16.392500000000002,16.430000000000003,16.624693623912112,16.676083038131114,17.025761130982648,17.243982803457996,14.259999999999998,14.811250000000001,14.632209671024976,14.826750880711694,14.8083806610111,14.79488513353109,22.2025,19.365000000000002,21.033571525206984,20.93527501821034,19.231761371822447,20.499480024434376
2008-11-30,POMKH,4.323333333333333,10.956666666666665,17.9,16.009999999999998,9.935,15.31,12.47,23.8,4.445208333333333,4.504583333333331,4.532112147499179,4.516132469650281,3.2520274038314887,4.466792315633229,10.770208333333333,11.357500000000003,10.945671834147273,10.901948708601337,10.179855413804832,9.675204090355928,18.840000000000003,19.93125,19.160008898223886,19.57849884453919,19.683180415212618,19.101719527855384,15.598749999999999,15.604999999999988,15.195984120054657,15.07836962523894,14.298745893143902,13.51824904333574,9.825625,10.640000000000004,10.351201382221104,10.171088787187887,10.297332476699847,10.652318037732508,16.279375,16.378750000000004,16.098816174347267,16.18777667307276,15.763474646013375,15.76524492292787,13.831874999999998,14.52875,13.767325802614984,14.03464838514375,14.33674330596507,14.344820828848086,23.189999999999998,21.332500000000003,22.14014291512419,21.729457321090678,21.11012278018135,22.00163633330076
2009-02-28,POMRB,4.5,11.536666666666667,18.105,16.205,10.325,15.945,13.415,23.8,4.430833333333334,4.459583333333331,4.519267288499507,4.5239434473379845,2.7051029944231,4.58704522515072,10.850833333333334,11.105833333333337,11.182069767155031,11.139112267960888,11.312346372735725,12.388405878547866,18.580625,19.2225,18.738005338934332,19.32339685552892,21.138395850599668,19.767109628944805,16.205,15.808749999999986,15.599590472032792,15.299604955098637,15.723656524192613,17.073646577677316,9.68875,10.388750000000005,10.340720829332662,10.124169440691128,10.679960942385861,10.436073226160488,16.403125000000003,16.40625,16.037289704608362,16.11741969442473,15.738049454991968,15.20336904940232,14.028125,13.99125,13.62639548156899,13.868237056305256,14.334412077213837,14.362929121722372,23.3,23.0725,22.804085749074517,22.310696379553047,21.816716206156695,21.693681777126024
2009-05-31,PREMON,3.9,10.925,18.985,16.82,7.55,17.285,15.6,22.86,4.446666666666667,4.4308333333333305,4.271560373099704,4.111583235700146,5.2446551327602915,4.107494738181452,10.946250000000001,10.434583333333336,11.079241860293019,11.036559173472519,12.172632797285512,11.175067678390205,19.011250000000004,18.4575,18.8368032033606,19.29477986689135,21.38300994171508,19.679854923106472,17.093125,15.388749999999987,16.087754283219677,15.607040887370816,17.18801129803743,16.65690620611692,10.979375000000001,9.262500000000005,9.224432497599597,9.304684534878264,11.275695844532821,10.769217204616709,16.97875,16.1525,16.536373822765018,16.572489262857534,17.686110039306584,16.83653957058952,14.771875,13.6725,14.415837288941393,14.55252630483219,14.826807028868073,14.481081901259413,23.292500000000004,23.3075,22.82645144944471,22.483017725338758,23.481473969191253,22.897398013209123
2009-08-31,MONSOON,5.0,11.65,19.825000000000006,19.05,12.65,18.075000000000006,16.05,22.71,4.485,4.4308333333333305,4.562936223859822,4.620878269493559,4.523441606110521,4.761962951267904,10.269583333333333,11.267083333333336,11.307545116175811,11.265011436938451,10.229015343559874,10.786332724391377,19.534375000000004,18.70375,19.232081922016363,19.439813295273904,19.050633717917027,18.33423983860764,16.916875,17.021249999999988,17.272652569931807,16.336711781842425,14.246551454011959,12.747783216065452,11.659374999999999,10.115000000000004,10.594659498559759,10.169739501216606,8.459568236181408,8.30581896346391,17.505625000000002,16.653750000000002,17.151824293659015,17.152922619385706,16.348807559223253,16.251288353598568,15.189375000000002,14.38375,15.069502373364838,15.154810608909672,13.63964199688768,13.610194567051046,22.9075,23.2925,22.77987086966683,22.56875111045685,21.91365696643658,21.745001213873458
2009-11-30,POMKH,4.45,8.39,20.36,16.585,16.85,17.91,15.575,23.8,4.507499999999999,4.462499999999997,4.517761734315894,4.590144070187339,3.8658526707841454,4.434279893789836,10.488750000000001,10.62541666666667,10.140527069705486,10.09845997230712,10.795179024359955,10.902140232151753,20.047500000000003,19.31875,19.683249153209818,19.66312638268473,18.53015049397459,18.418184954577015,16.81625,17.164999999999992,16.997591541959082,16.362585391434862,16.637342530544853,18.100345442380494,11.818750000000001,11.843750000000004,13.096795699135857,11.9720290193171,10.104636287127837,10.081969856076674,17.834375000000005,17.30375,17.45509457619541,17.45632048459497,16.147281041546282,16.636258595287682,15.362499999999999,15.16,15.271701424018902,15.369523791228954,14.775437033272595,14.214198191171864,22.5225,23.2925,23.187922521800097,22.924951230278438,22.865562214372158,22.68517900598906
2010-02-28,POMRB,4.68,8.690000000000001,19.83,14.22,8.85,17.56,13.65,20.72,4.5075,4.507499999999997,4.582657040589536,4.704515096448389,3.6000348165953913,4.54123311078151,11.306666666666667,9.913750000000002,9.560316241823292,9.519999742289842,10.430357963481827,10.229788362949396,20.466250000000002,19.75,19.74194949192589,19.736241343675452,19.378595233726667,18.97997725183261,16.6675,16.668749999999992,15.88655492517545,15.862655798816895,17.439996147407616,15.125973523252766,11.766250000000001,11.475000000000005,11.398077419481513,10.98086470862868,12.792824587292788,12.544999564887933,17.989375000000003,17.707500000000003,17.497056745717245,17.516632195642238,17.054669855344937,17.400984154579838,15.38625,15.218750000000002,14.623020854411342,14.810386474981252,15.84091500359024,15.017737355521739,22.65875,22.5225,22.20075351308006,22.356433382172657,22.979012093505975,22.34318204857845
2010-05-31,PREMON,3.9,15.525,21.365,18.0,10.3,18.3,16.75,22.86,4.5075,4.507499999999997,4.309594224353722,4.221979459264604,4.684656058007708,4.154851742484924,12.132083333333334,11.063750000000002,11.946189745093976,11.906263534776341,10.366148674526418,10.24841325639486,20.63,20.345,20.391169695155533,20.101855611893395,20.209248983656533,19.61611140240982,16.010625,16.96374999999999,16.73193295510527,16.304770004574696,17.598392124795947,16.49595701857823,10.3075,12.162500000000005,10.958846451688908,10.690209748563618,11.194632655781161,10.385739887479906,17.963749999999997,17.961250000000003,17.818234047430344,17.830277854678044,18.96848274666406,17.859760658226243,15.227500000000001,15.50625,15.473812512646806,15.573823321480033,15.824095190488102,15.289762583601844,22.683333333333334,22.5225,22.464452107848036,22.516491314769166,23.21034505043469,22.035004356246397
2010-08-31,MONSOON,5.0,13.593333333333335,20.795,16.68,9.48,18.3,15.09,23.8,5.3545454545454545,4.507499999999997,4.5857565346122335,4.668152783121577,4.971544302451612,4.803639537361537,13.222083333333334,11.549583333333336,12.605047180389722,12.562620691420967,11.43715566858576,12.418142883222881,20.878125,20.5875,20.552701817093322,20.281102314440993,20.077344956719752,20.087525735983853,15.636249999999999,16.371249999999993,16.71115977306316,16.358614519685485,14.92848016299114,15.773636332273933,9.2375,11.370000000000006,10.367307871013345,10.252155468438145,11.717814229058554,10.79104903596391,17.93625,18.017500000000002,18.010940428458206,18.027445351830156,18.024768223520685,17.707738098205496,15.36625,15.26625,15.320287507588084,15.46294601034057,14.698088588619976,15.95775255792811,22.696041666666666,22.795,22.998671264708822,22.88670379725106,21.734139507086685,21.89977617418669
2010-11-30,POMKH,4.45,13.05,20.7,13.7,8.35,17.48,15.265,22.906666666666666,6.201590909090909,4.507499999999997,4.5314539207673405,4.5933455204205424,4.304209012059403,4.53329530912936,13.349895833333333,12.714583333333337,12.783028308233833,12.738352020261441,12.349270540397939,11.489754163890218,20.88515625,20.6725,20.611621090255994,20.405866750355674,20.231436088669565,20.222866680430528,15.405624999999999,15.649999999999993,15.506695863837896,15.745216110864197,16.242446750252974,15.925752381191321,9.0434375,9.245000000000006,9.560384722608006,9.621942013242931,12.061421498161572,11.743122039582925,17.8990625,17.910000000000004,17.798564257074922,17.845850351513562,17.320056347734965,17.916145519159834,15.44046875,15.188749999999999,15.298172504552852,15.455119973894101,15.02553093853398,15.489302185456522,22.799791666666668,22.57166666666667,22.96186942549196,22.91714468945142,23.11500064738685,23.376547169308356
2011-02-28,POMRB,11.456363636363635,12.75,21.475,14.11,8.79,17.77,15.07,21.715,6.201590909090909,6.201590909090905,7.301417807005858,10.539461647387757,4.164317353681419,4.636944892947029,12.864791666666665,13.729583333333338,12.769816984940299,12.723622222544654,13.445960578526725,13.698896311438778,20.4746875,21.08375,20.956972654153596,20.66091913957849,20.146145541032734,19.684221420347864,14.940833333333334,15.622499999999995,14.948017518302738,15.35794354275806,16.166506710515307,14.101570744962483,8.657291666666667,9.230000000000006,9.252230833564804,9.300575583595483,8.09103414985885,8.0284621325008,17.69041666666667,17.962500000000002,17.787138554244954,17.839751106508878,17.374000831512358,17.66685081066908,15.122812500000002,15.543749999999998,15.206903502731711,15.379490578074178,15.866701060005052,14.747513264364308,22.506666666666668,22.82041666666667,22.463121655295176,22.618598040283672,22.842320600356008,22.160239323847538
2011-05-31,PREMON,3.9,12.4875,19.77625,16.265,8.807500000000003,17.7925,15.923750000000002,22.695,6.201590909090909,6.201590909090905,5.9408506842035145,8.530802895675809,6.561310336065448,7.155850086141538,12.638125,12.970208333333337,12.65689019096418,12.609858245061098,13.873201177581787,12.983804261629874,20.024062500000003,20.6865625,20.484683592492157,20.5257606180874,21.47757468105692,20.671437082463108,14.798541666666667,15.188749999999995,15.474810510981643,15.530402560405436,16.735421425287026,17.31512105495954,8.673958333333333,8.856875000000006,9.074338500138882,9.078085023057142,8.929622627171614,7.69527284394945,17.536875,17.835625000000004,17.789283132546974,17.844300667783394,18.980076254311086,17.69584600931176,14.7253125,15.337187499999999,15.493642101639029,15.640054125069755,16.4082396356935,15.928476932711588,22.010833333333334,22.779166666666672,22.555872993177104,22.663940059361117,23.456039581796222,22.59683169176089
2011-08-31,MONSOON,5.0,12.75,19.1,14.696666666666667,7.883333333333334,17.138333333333335,13.375,21.62,6.201590909090909,6.201590909090905,5.564510410522109,7.177486259901689,7.029460065915683,5.077874717936192,12.096458333333334,12.759375000000006,12.694134114578508,12.646694813299073,11.864614498175081,12.359683864430362,19.419687500000002,20.2628125,19.930810155495294,20.28212004947713,20.921211339836713,20.399817908414768,14.854791666666667,14.692916666666664,15.163552973255653,15.31975474903981,13.757827799489307,15.045278731598163,8.503958333333335,8.45770833333334,8.597936433416663,8.658759596620115,9.292205599609607,9.595531645370459,17.36541666666667,17.54520833333334,17.52890321286152,17.603411246326797,18.069768434901885,18.256314508367254,14.505937500000002,14.908437499999998,14.646185260983419,14.884510814472097,14.71739463610248,15.35509692014025,21.706875,22.234166666666674,22.181523795906266,22.40770859936651,21.841064903859127,22.035929986089823
