Date,Season,Sirathu,Sarsawan,Chail,Kara,Manjhanpur,Muratganj,Newada,Koshambhi,Sirathu_Trend,Sirathu_SMA,Sirathu_EWMA,Sirathu_DES,Sirathu_TES,Sirathu_ARIMA,Sarsawan_Trend,Sarsawan_SMA,Sarsawan_EWMA,Sarsawan_DES,Sarsawan_TES,Sarsawan_ARIMA,Chail_Trend,Chail_SMA,Chail_EWMA,Chail_DES,Chail_TES,Chail_ARIMA,Kara_Trend,Kara_SMA,Kara_EWMA,Kara_DES,Kara_TES,Kara_ARIMA,Manjhanpur_Trend,Manjhanpur_SMA,Manjhanpur_EWMA,Manjhanpur_DES,Manjhanpur_TES,Manjhanpur_ARIMA,Muratganj_Trend,Muratganj_SMA,Muratganj_EWMA,Muratganj_DES,Muratganj_TES,Muratganj_ARIMA,Newada_Trend,Newada_SMA,Newada_EWMA,Newada_DES,Newada_TES,Newada_ARIMA,Koshambhi_Trend,Koshambhi_SMA,Koshambhi_EWMA,Koshambhi_DES,Koshambhi_TES,Koshambhi_ARIMA
1998-11-30,POMKH,12.28,9.313333333333334,16.285,11.626666666666665,7.129999999999999,11.925,11.2,18.49,15.0925,15.95,15.189600512512001,11.61084097161641,12.20688863009171,11.768745557676343,9.846874999999999,10.199166666666667,9.793368767010133,9.75634283586127,9.603286601390659,9.501101832962688,16.733125,17.377499999999998,16.5640273537024,16.349959106045738,16.971696608511813,15.916313933413088,12.237083333333334,12.500416666666666,12.243972264618666,12.78307898691193,12.35569590608105,11.841354775837662,8.289375,8.943750000000001,7.936354802892799,7.918969638418848,7.684333948445497,7.732562936407956,13.008750000000001,13.542499999999999,12.9222922589184,13.051780605249089,13.33819866576484,13.358065113273216,11.46125,11.825000000000003,11.601473614336,11.779944887336876,11.570428362461422,10.979875390139828,18.867083333333333,18.96,18.863285819391997,19.121930728769176,19.378459066753337,19.74800352219279
1999-02-28,POMRB,12.51,10.37,16.23,12.953333333333333,8.575,13.405,11.15,18.52,14.763124999999999,15.092500000000001,14.1177603075072,10.661428676669889,14.511947215976992,14.71036392400141,9.315833333333334,10.265833333333333,10.02402126020608,9.9868299578349,10.233802630826261,10.157710755794447,15.8675,16.5475,16.43041641222144,16.35901594224794,19.468344142332914,17.645107191159664,11.917083333333332,12.4725,12.527716692104534,12.798041282535577,12.919591383649342,13.842679016451823,7.8062499999999995,8.343750000000002,8.191812881735679,8.03436761867066,9.36886902087406,8.615338749308233,12.501249999999999,13.107499999999998,13.11537535535104,13.199603359233963,13.463500402681266,13.09848289648357,10.860625,11.656250000000004,11.4208841686016,11.600495955369244,12.167345193735585,11.637544574075969,19.034166666666664,18.689999999999998,18.7259714916352,18.980819513715122,18.875972283471288,18.36695876212738
1999-05-31,PREMON,23.2,8.475,19.21,12.496666666666668,10.795,14.605,11.55,20.486666666666668,14.004999999999997,15.092500000000001,17.75065618450432,18.584047068445503,20.779028573953227,19.635409515332277,9.047916666666666,9.427916666666668,9.404412756123648,9.36721310303933,11.052622080690771,10.127229868901784,13.848125000000001,16.918750000000003,17.542249847332865,16.962227933347517,15.098591624424397,16.778902007938964,11.82625,12.001666666666667,12.515296681929389,12.709265153001317,14.226017084019336,14.969684496209739,6.875625,8.235000000000003,9.233087729041408,8.745063208710123,11.069851995681017,9.811825394429768,11.75375,12.91,13.711225213210625,13.739662069070004,14.286853376834417,13.296120674073086,9.880625,11.266250000000003,11.47253050116096,11.630110168244789,12.620519638809673,11.908822189863569,18.952916666666667,19.044166666666662,19.430249561647788,19.407018478632153,19.75032131961542,19.464891111786407
1999-08-31,MONSOON,9.745,8.656666666666666,7.54,10.253333333333332,3.01,8.435,7.92,18.6,13.188125,14.433750000000002,14.548393710702591,14.397146205449197,11.94907963397049,14.098178473385918,8.69,9.203750000000001,9.105314320340856,9.068886157734589,8.483167095839494,8.808253195832945,12.705,14.816250000000004,13.541349908399718,15.112230661532577,16.869566746915105,16.704086644589204,11.685,11.8325,11.610511342490966,12.146853846548003,10.804230390263353,10.657547116140282,5.811250000000001,7.377500000000002,6.743852637424844,7.04223537556767,5.945146206925642,6.651869581589194,11.009999999999998,12.092500000000001,11.600735127926376,11.78015265744096,12.37476877666973,13.219007608286502,8.853125,10.455000000000004,10.051518300696577,10.334791186261121,10.694979835147063,11.112884186882612,18.79166666666667,19.02416666666666,19.098149736988674,19.21100492547786,18.64129642838719,19.12218538232182
1999-11-30,POMKH,8.85,8.066666666666668,8.540000000000001,11.576666666666668,3.115,9.215,6.605,17.92,11.631875,13.576250000000002,12.269036226421555,10.752070960771846,9.12037872861182,11.588635736022713,8.290416666666665,8.892083333333336,8.68985525887118,8.654404622291215,8.462316281775443,9.147116983810067,12.39875,12.880000000000006,11.54080994503983,13.828443950825186,16.347089077819028,13.4682700398761,11.516666666666667,11.82,11.596973472161247,12.000110323957932,11.305825806219135,11.912466111206609,4.748125,6.373750000000002,5.292311582454906,5.866799542953303,6.037618797607138,5.690902120018237,10.329375,11.415000000000003,10.646441076755824,10.838979840498778,11.32590531410775,11.217080343125035,8.512500000000001,9.306250000000002,8.672910980417946,9.026997924902734,9.754137427201238,10.003218301127498,18.464583333333334,18.88166666666666,18.626889842193204,18.884475845898784,19.31017257662445,19.628820963434602
2000-02-29,POMRB,9.405,8.753333333333332,14.83,11.873333333333335,4.075,10.165,7.525,17.8,10.60875,12.800000000000002,11.123421735852933,8.979893865073706,10.318993219686057,11.241377785481852,7.625208333333333,8.487916666666669,8.715246488656042,8.68078436359068,9.043096014840149,8.590013539037443,13.1625,12.530000000000005,12.856485967023898,14.05668777912452,16.8140861652168,13.49029216476834,11.456666666666667,11.55,11.707517416630083,11.951131579860462,12.222509540363289,13.357142091648022,4.11125,5.248750000000002,4.805386949472944,5.306887099658978,6.88140863974567,6.72706910730594,10.151875,10.605000000000002,10.453864646053495,10.601309139753107,11.515891547529897,11.40055548901842,8.618125000000001,8.400000000000002,8.213746588250768,8.520433529886304,9.238229699927073,8.792143983959253,18.19625,18.70166666666666,18.296133905315923,18.613191757051364,18.638162353673074,18.044220624029787
2000-05-31,PREMON,13.855,6.895,18.16,12.23,6.790000000000001,12.4,12.45,18.59,11.154374999999998,10.463750000000001,12.21605304151176,11.24424971180985,18.667659783561767,19.002698498679393,6.799166666666666,8.09291666666667,7.987147893193625,7.953630349158575,9.661476415156251,9.011623967216002,14.790625000000002,12.267500000000004,14.97789158021434,14.905690104969944,17.106875981194747,16.935093588506597,11.508333333333335,11.483333333333334,11.91651044997805,11.99144116334871,13.393828660804274,13.477468206851386,4.210625,4.247500000000002,5.599232169683767,5.679882480738385,8.089001843380142,6.561578374466006,10.439375,10.05375,11.232318787632098,11.284686520898108,11.969965614249798,11.647893661131477,8.801874999999999,8.625000000000004,9.908247952950461,9.978412218171169,9.412714526779066,8.484738359945485,18.28,18.227499999999996,18.413680343189554,18.627333865080985,19.349584704193354,19.03454752087195
2000-08-31,MONSOON,10.905,4.915,14.7,10.04,1.92,9.22,7.865,18.35,11.419583333333334,10.753750000000002,11.691631824907056,10.964731930170187,5.418789762744714,7.6178943729497455,6.429722222222221,7.157500000000002,6.758288735916175,6.726704927185413,7.003154451033332,7.1146820358512475,15.371041666666667,14.057500000000003,14.866734948128602,14.894683076596653,10.185074071170975,11.184677339933373,11.750833333333333,11.430000000000001,11.16590626998683,11.541230499642564,10.171577321501985,10.601896630626193,4.795208333333333,3.9750000000000028,4.12753930181026,4.563990749153999,1.818514840537408,2.510848115404519,10.955208333333335,10.25,10.427391272579259,10.52937734220112,9.120859927717959,9.31190360449959,9.295000000000002,8.611250000000004,9.090948771770277,9.254398199305134,9.132279087726456,8.627596067347405,18.49666666666667,18.165,18.388208205913735,18.573070266447623,17.735101612621587,18.155477825518947
2000-11-30,POMKH,12.055,5.2,14.405,12.203333333333333,5.0,10.73,8.13,18.84,11.414791666666668,11.555000000000001,11.836979094944233,11.611498375774103,5.392663754936897,9.777754524666234,6.932361111111111,6.440833333333336,6.134973241549705,6.106102778042909,5.918063504804944,6.525760889624352,15.100208333333335,15.523750000000001,14.682040968877162,14.826860156471687,11.339735258500047,12.79444091339083,12.0875,11.586666666666668,11.580877095325432,11.666534812457364,10.82112303478553,11.598229157160985,5.024166666666667,4.446250000000003,4.4765235810861554,4.6469086468654615,2.898864255759464,2.611652625589579,11.461041666666667,10.62875,10.548434763547556,10.617208275570862,9.91539948172527,9.772677173379131,8.80875,8.992500000000003,8.706569263062168,8.88549221039844,8.795244555876083,7.90678510433675,18.66125,18.395,18.56892492354824,18.66527614657709,18.625698722966895,19.14452091515126
2001-02-28,POMRB,8.321666666666667,8.664444444444444,13.608333333333334,13.186666666666667,6.866666666666666,12.776666666666666,9.945,18.613333333333333,11.716666666666667,11.284166666666668,10.430854123633207,9.520921347425185,8.589410813414453,11.027631910756146,7.932152777777778,6.4186111111111135,7.1467617227076,7.119614938746116,6.347128696898199,6.2180139015377165,15.015833333333333,15.218333333333337,14.252557914659633,14.613144106981695,16.07150431372463,14.981241663807808,12.404166666666665,11.915000000000001,12.223192923861927,11.980301030822405,12.129935792586112,13.18163058139349,4.907916666666667,5.14416666666667,5.43258081531836,5.234501652517459,5.406194710762193,4.329196192551883,11.942291666666668,11.281666666666666,11.4397275247952,11.435031199825689,11.31111904530187,10.828537773117251,8.1275,9.597500000000004,9.201941557837301,9.305801188297984,9.274092639166351,8.302060747901228,18.770416666666666,18.598333333333333,18.58668828746228,18.67173482048667,18.495822449000702,18.232734394407313
2001-05-31,PREMON,14.9,11.005,17.215,13.61,5.83,13.835,6.1400000000000015,19.093333333333334,11.859166666666667,11.545416666666668,12.218512474179924,12.878894699873143,15.956082662664812,12.495201472236804,8.864027777777778,7.446111111111114,8.69005703362456,8.662126243273006,8.192291558617818,7.6834641893607785,15.073958333333334,14.982083333333339,15.43753474879578,15.163006048170658,18.272807524025936,15.682862387717917,12.586666666666668,12.260000000000002,12.777915754317156,12.317609561815992,13.797306857793515,13.450562308407342,4.392916666666667,4.90416666666667,5.591548489191016,5.3566417392162435,8.457683978911287,6.892648523905828,12.313541666666666,11.640416666666667,12.39783651487712,12.343486529560394,13.166599165000198,12.806229455457348,8.146875,8.020000000000003,7.977164934702381,8.197966086550817,10.403382812805855,10.575468362420787,18.739166666666666,18.724166666666665,18.789346305810703,18.80568933410192,19.530156204628184,19.21486332594441
2001-08-31,MONSOON,12.275,8.803333333333333,14.97,11.193333333333333,1.95,11.635,8.725,18.72,11.544166666666666,11.887916666666667,12.241107484507953,13.296608920700958,8.781786219332655,11.79747469904011,9.329027777777778,8.418194444444447,8.73536755350807,8.705396799642926,8.159301483654794,8.299183085158251,15.14375,15.049583333333338,15.250520849277468,15.155055697517652,13.43580632594853,14.6012188130314,12.745069444444445,12.548333333333336,12.144082785923626,12.04872054504542,10.919605700268885,10.846997753339307,3.8387499999999997,4.911666666666671,4.13492909351461,4.343715423173682,2.185095828192821,2.144895992654001,12.247708333333332,12.244166666666667,12.092701908926273,12.094826772059829,10.325649711617823,11.282690136643568,8.095416666666667,8.235000000000003,8.276298960821428,8.422640748801227,7.199156946892157,7.4380977428718555,18.72416666666667,18.816666666666663,18.76160778348642,18.80321641523575,18.024730762539104,18.364820837830333
2001-11-30,POMKH,11.825,8.766666666666667,14.6,12.51,0.85,11.285,7.425,18.22,11.401666666666666,11.830416666666666,12.074664490704771,12.973304330001023,9.33801359163254,12.484105178177982,9.25173611111111,9.309861111111113,8.747887198771508,8.716643223127296,8.359863551377762,8.155247350919385,15.037291666666667,15.098333333333336,14.99031250956648,15.074685658259698,13.521885075401146,14.344147822928273,12.91513888888889,12.625000000000002,12.290449671554175,12.12897107181253,11.712156818839537,12.160531976084739,3.743333333333333,3.874166666666671,2.820957456108766,3.3151330458640462,3.7681519254807165,3.061747055439114,12.10625,12.382916666666667,11.769621145355764,11.808097749025023,11.710947182204185,11.982329724362856,8.661458333333334,8.058750000000002,7.935779376492857,8.096196224643885,7.980719159403105,7.981476469230936,18.74,18.66166666666666,18.54496467009185,18.666794477255063,18.94248429323988,19.26811189824478
2002-02-28,POMRB,6.031666666666666,8.817777777777778,13.971666666666666,14.147222222222226,6.583333333333332,11.695,10.238333333333337,19.113333333333333,11.742291666666667,11.257916666666667,9.657465361089528,8.775206543602756,8.840519321714567,9.244075543180024,8.848611111111111,9.348194444444447,8.775843430374016,8.743810122246039,9.318244099050377,9.197275549421349,15.107916666666666,15.189166666666669,14.582854172406554,14.884570067123118,14.657899130743742,14.611912132069593,13.276805555555557,12.865138888888893,13.033158691821395,12.551461563120776,12.81478493675855,13.141908282955733,4.364583333333333,3.8033333333333372,4.325907806998592,4.21164870006481,4.4529365626663955,3.184515560805028,12.4125,12.1125,11.739772687213458,11.780621229450135,12.818571491912762,12.180858269470564,9.509583333333335,8.132083333333336,8.856800959229048,8.905239464887481,8.503430255389798,8.411079781059087,17.99083333333333,18.78666666666666,18.772312135388443,18.807458122980627,18.49607854794023,18.033438287073125
2002-05-31,PREMON,16.05,10.233333333333334,16.0,14.01,5.35,13.785,10.375,18.72,12.404791666666666,11.545416666666666,12.214479216653718,13.132642682046832,15.35303288585455,12.61264675199125,8.202986111111112,9.15527777777778,9.358839391557744,9.326002647364643,9.837476146814796,8.729668621668083,15.631666666666666,14.885416666666668,15.149712503443933,15.137721331331482,17.84190929271661,15.642999175910424,13.78013888888889,12.965138888888895,13.423895215092838,12.850127270897692,14.579434622272872,13.998499354898096,5.8620833333333335,3.6833333333333367,4.735544684199155,4.496706523528618,6.470778977751156,5.072368913396975,12.99375,12.1,12.557863612328074,12.542104731044457,13.578401676546198,12.534823070302433,10.260208333333333,9.190833333333336,9.46408057553743,9.474172313755286,10.058832172496537,7.742547281580155,17.445833333333333,18.693333333333328,18.751387281233065,18.804510940659885,19.699270234157225,19.333881864075526
2002-08-31,MONSOON,13.85,6.35,16.75,13.686666666666667,7.4,14.135,11.275,13.1,12.497708333333334,11.939166666666667,12.86868752999223,14.65468651218641,10.823447396502369,12.941901809837326,7.620555555555556,8.541944444444447,8.155303634934647,8.122026671708014,8.667216589809165,9.17641150344563,15.407083333333334,15.330416666666668,15.789827502066359,15.490745352408972,14.599599682808343,16.330811518524424,14.045069444444445,13.588472222222228,13.52900379572237,13.011489037564445,11.566905763101111,10.90782722602021,6.849166666666665,5.045833333333337,5.801326810519493,5.279311562730483,1.4185099264301546,2.167790698335335,13.645625,12.725,13.188718167396843,13.151210841694553,10.721624676040493,12.909289220938032,10.807291666666668,9.828333333333335,10.18844834532246,10.16532543994224,8.688636534627769,9.5576698413216,17.65416666666667,17.288333333333327,16.490832368739838,17.289314201896442,18.01055783456605,18.303053180539568
2002-11-30,POMKH,15.55,6.0550000000000015,17.01,14.043333333333335,7.38,13.435,10.88,19.48,12.089999999999998,12.870416666666667,13.941212517995337,16.626825528120293,11.068766082800483,12.571672039516578,7.1104166666666675,7.86402777777778,7.315182180960789,7.283284549391927,7.474338547526538,6.990072029652828,15.062500000000002,15.932916666666669,16.277896501239816,15.825879723461576,14.432209904609579,16.069608420000247,14.280833333333334,13.97180555555556,13.734735610766755,13.215514999190242,13.010800350351554,13.586245182147243,7.207499999999999,6.678333333333336,6.432796086311695,5.827538227723858,4.1952380562754445,4.7694492651082125,14.216249999999999,13.2625,13.287230900438106,13.27328664125585,12.450777278638583,13.427207791036585,11.231874999999999,10.692083333333336,10.465069007193476,10.466063196471794,9.89491869158119,9.71326459791049,17.86125,17.603333333333328,17.6864994212439,17.89803567383453,17.034164469651742,16.73747207101597
2003-02-28,POMRB,3.05,6.87,9.765,14.733333333333334,7.9499999999999975,14.760000000000002,11.16,19.52,11.647708333333334,12.125,9.584727510797203,9.182617451630795,9.239924167992697,9.35580271044593,6.968750000000001,7.377083333333335,7.137109308576473,7.106972133833885,7.573412929940755,8.033849827375262,15.225000000000001,14.881250000000001,13.67273790074389,14.645796716276282,14.539774139657666,15.053863148125291,14.465,14.118333333333336,14.134174699793387,13.52604884061999,14.196235031181889,13.610005300693402,7.614999999999998,7.020000000000002,7.0396776517870165,6.377054659785583,8.402286019027196,8.065160939698105,14.594375,14.02875,13.876338540262864,13.843736330097684,13.895595668851335,13.766136174022144,11.77875,10.922500000000001,10.743041404316084,10.760534048892971,11.034693524891921,11.09209628008057,18.752499999999998,17.704999999999995,18.419899652746338,18.354310280367237,17.658298910174473,17.966547700134484
2003-05-31,PREMON,15.77,8.100000000000001,17.45,15.309999999999995,6.85,15.285,12.85,19.97,11.007604166666667,12.055,12.058836506478322,12.86403334339065,16.478347837004925,13.025011403979622,7.040625000000001,6.843750000000002,7.522265585145885,7.49316079988302,7.997146760943879,7.090969851278555,15.105,15.243750000000002,15.183642740446334,15.236190606202372,16.774259489047243,14.131946994654111,14.454999999999998,14.443333333333333,14.60450481987603,13.894559779265608,15.680262010066235,14.227782540044226,7.678124999999999,7.395000000000001,6.96380659107221,6.4543007464300475,8.58851656558869,7.113957921913901,15.075625,14.403750000000002,14.439803124157718,14.397959446027086,15.661370369299869,14.613547571058042,12.031875,11.541250000000002,11.585824842589652,11.561507213860121,11.945480051447099,11.16302125654145,19.342499999999998,18.017499999999995,19.039939791647804,18.809395340865915,19.281975222960703,19.38531294015524
2003-08-31,MONSOON,10.591666666666667,7.35,16.6,13.86,9.16,15.66,13.175,18.98,11.098541666666666,11.240416666666667,11.47196857055366,11.836714763453386,12.602030870962256,13.688806359926408,7.4825,7.093750000000002,7.453359351087531,7.424522343693585,6.689011755664972,7.287058539276022,15.948125000000001,15.206250000000004,15.7501856442678,15.53972412940061,16.185451021878045,15.909920225852183,14.561041666666664,14.486666666666665,14.30670289192562,13.862528696533426,12.738008039277863,12.470626957465344,7.493125,7.835000000000003,7.842283954643326,7.163494989398773,5.5089517795544385,6.128016906044731,14.79125,14.785000000000002,14.92788187449463,14.886090442988133,13.334468585176001,14.848671181498947,12.15625,12.016250000000001,12.221494905553792,12.193449465983713,10.81090918541808,12.065653413107025,19.26,19.487499999999997,19.01596387498868,18.875927016098014,18.156623345945977,18.459276187434444
