Date,Season,Bhikhi,Sardulgarh,Jhunir,Mansa,Budhlada,Bhikhi_Trend,Bhikhi_SMA,Bhikhi_EWMA,Bhikhi_DES,Bhikhi_TES,Bhikhi_ARIMA,Sardulgarh_Trend,Sardulgarh_SMA,Sardulgarh_EWMA,Sardulgarh_DES,Sardulgarh_TES,Sardulgarh_ARIMA,Jhunir_Trend,Jhunir_SMA,Jhunir_EWMA,Jhunir_DES,Jhunir_TES,Jhunir_ARIMA,Mansa_Trend,Mansa_SMA,Mansa_EWMA,Mansa_DES,Mansa_TES,Mansa_ARIMA,Budhlada_Trend,Budhlada_SMA,Budhlada_EWMA,Budhlada_DES,Budhlada_TES,Budhlada_ARIMA
1998-08-31,MONSOON,3.4400000000000004,3.4000000000000004,1.58,2.58,4.993333333333333,3.1149999999999998,2.8925,3.0732364398592003,3.3402570474750823,3.3329234917581383,2.659220129118019,3.00375,2.8750000000000004,3.0379749806080003,3.0014059298438496,3.5329827982045394,3.874024214667705,1.6437500000000003,1.6225,1.678179379712,1.9966350888678233,1.9791067891974694,1.9123393261154773,2.36125,2.3124999999999996,2.335915401216,1.6240910643994861,15.527030192584853,2.1486056500822253,4.070119047619048,4.144619047619049,4.3251079795321905,4.338259971690858,4.559048586597113,4.267923016912422
1998-11-30,POMKH,3.3666666666666667,3.0,1.955,2.65,4.292857142857144,3.1241666666666665,3.099166666666667,3.1906085305821867,3.4265800970372364,3.4501480780269382,3.1524303652175667,3.070625,2.9537500000000003,3.0227849883648004,2.9394730184446365,2.631861681242481,2.407008603156012,1.7181250000000001,1.6025,1.7889076278272,2.0033277788739716,2.0036514520776056,1.872026892953661,2.15875,2.5074999999999994,2.4615492407296,1.7220677714302772,2.4333965056420084,2.3926050006026727,4.01342261904762,4.153333333333335,4.312207644862172,4.367686802006603,4.134161434960705,4.364465644083741
1999-02-28,POMRB,2.853333333333333,2.89,1.5499999999999998,1.38,3.0785714285714283,3.23,3.130833333333334,3.0556984516826455,3.357628357953778,3.493599799959558,3.150510928094782,3.0968750000000003,3.0537500000000004,2.9696709930188803,2.8709209437166483,2.460470126066145,3.1985868299845808,1.8543749999999999,1.685,1.6933445766963198,1.9404992428656003,1.8311047083255354,1.7235317040377243,2.1425,2.214999999999999,2.02892954443776,1.307300030546994,-1.5007029066597113,2.695389724469271,4.029315476190477,3.986904761904764,3.8187531583458743,3.9826089914213214,3.64242017330891,4.013377359081946
1999-05-31,PREMON,2.81,3.06,1.92,1.8,3.795,3.483333333333333,3.1175000000000006,2.9574190710095873,3.2734236071165843,3.7136646159111395,3.3005719630363872,3.2037500000000003,3.0875000000000004,3.0058025958113284,2.8418359910173865,3.069621052663864,2.904441257697483,2.03375,1.75125,1.7840067460177917,1.950377468516793,2.271696779618612,1.7923786829420405,2.2449999999999997,2.102499999999999,1.9373577266626558,1.267598988799479,3.5281914269130326,2.0552135766240083,4.071190476190476,4.039940476190479,3.8092518950075247,3.876434742440775,4.104817646440058,3.964833075480604
1999-08-31,MONSOON,4.34,3.475,2.405,2.9,4.908333333333333,3.763125,3.3425000000000002,3.5104514426057523,3.593894535381725,3.62286562904033,3.068114868555581,3.36875,3.10625,3.193481557486797,2.890441205127292,3.5453046135397477,2.7184578255759364,2.295,1.9575,2.032404047610675,2.0406090117361875,1.871837643409503,1.8280405883545037,2.475,2.182499999999999,2.3224146359975935,1.6636330910068935,15.23185507486209,1.8935016248497438,4.359619047619048,4.0186904761904785,4.248884470337848,4.164642641182216,4.422727786278435,4.207493975605579
1999-11-30,POMKH,4.493333333333333,3.78,2.565,3.15,4.7128571428571435,4.1066666666666665,3.6241666666666665,3.903604198896785,3.9198270510629847,3.8531624289262254,3.3457297703554008,3.565,3.3012500000000005,3.428088934492078,2.9946235444983693,2.869732391041528,3.21888737256666,2.670625,2.11,2.245442428566405,2.143250327963178,2.112135587345698,2.081403916598382,2.82375,2.307499999999999,2.653448781598556,1.957360988332368,2.41659051743121,2.3780218148756864,4.791172619047619,4.123690476190478,4.434473539345566,4.365496550376165,3.989504770598246,4.107770929859855
2000-02-29,POMRB,3.965,3.43,3.03,2.72,4.966,4.425625,3.902083333333333,3.9281625193380707,4.062131838053146,3.955786539084804,3.680644739789586,4.165625,3.4362500000000002,3.428853360695247,3.0416289275972606,2.795215951325564,2.856195619559127,3.014375,2.4799999999999995,2.559265457139843,2.3078282207017318,1.9734766519355607,2.0360318660017773,3.08,2.642499999999999,2.6800692689591337,1.945955601527081,-1.283652178432824,2.4900953302550786,5.040339285714286,4.595547619047621,4.64708412360734,4.626823498636843,3.6556543059393585,3.7265946353687447
2000-05-31,PREMON,4.446666666666666,4.09,3.4450000000000003,3.25,5.360000000000001,4.584583333333333,4.31125,4.135564178269509,4.3021734799306826,4.282513691017345,3.8174440276071517,4.69625,3.69375,3.6933120164171482,3.2005752910411327,3.257301010230778,3.1080707134025696,3.341875,2.8612499999999996,2.913559274283906,2.515853660298532,2.6116981603031233,2.3473605114395735,3.28625,3.004999999999999,2.90804156137548,2.1474663459182146,4.2533810610610985,2.6511550390079606,5.185845238095238,4.986797619047621,4.932250474164404,4.984265145482907,4.775223975193281,4.188546444108946
2000-08-31,MONSOON,5.255,7.25,3.63,3.5,5.336666666666667,4.760729166666667,4.54,4.583338506961705,4.720457102682055,4.832529169755815,4.636269311442647,4.755,4.637499999999999,5.115987209850289,3.9004677309396074,3.8216661348040932,3.9253635233866784,3.550625,3.1675,3.2001355645703438,2.721418600353694,2.5718531860628575,2.6587142741911065,3.4399999999999995,3.154999999999999,3.1448249368252883,2.349365915049057,16.285024214017348,3.3268506437995575,5.417059523809524,5.093880952380955,5.09401695116531,5.275830010500183,5.564990346514684,4.806926550240321
2000-11-30,POMKH,4.8500000000000005,4.25,3.96,4.2,5.448571428571428,5.062291666666666,4.629166666666667,4.690003104177023,4.971547769055234,4.9699107959085165,4.865323349436279,4.8256250000000005,4.754999999999999,4.769592325910173,4.073203668359407,3.9915775080456983,5.313184088559234,3.63875,3.51625,3.504081338742206,2.9494237878835574,2.8794493587357235,2.8231140234675447,3.684375,3.417499999999999,3.566894962095173,2.7254849485727197,3.2646988614501,3.4287398824176103,5.709309523809525,5.277809523809526,5.235838742127758,5.542148556332599,5.1154487687847485,5.045652886219886
2001-02-28,POMRB,5.0175,3.43,3.305,2.9,6.08,5.384166666666667,4.892291666666668,4.821001862506214,5.216721401409055,4.734862568506505,4.540885938094075,4.495625,4.754999999999999,4.233755395546104,4.088263377950702,3.7895634006650347,2.1162133540919377,3.67,3.5850000000000004,3.4244488032453235,3.029787700287572,2.957831269069635,3.128463666966268,4.04375,3.462499999999999,3.300136977257104,2.4227457441194855,-0.3441870761314618,3.3450472002692617,6.02147619047619,5.556309523809526,5.573503245276655,5.959820102926428,4.831042631252315,5.209985630928626
2001-05-31,PREMON,5.8066666666666675,4.655,3.875,5.025,6.5840000000000005,5.618541666666667,5.232291666666669,5.215267784170395,5.623448204955812,5.1667358293541765,4.815546071379495,4.130625,4.896249999999999,4.402253237327662,4.297630109725582,4.276405899339016,4.4470150704558264,3.57375,3.692500000000001,3.604669281947194,3.193442171806243,3.4403671590983436,3.133921392497839,4.23375,3.906249999999999,3.9900821863542624,3.0986802307890766,4.84918525554658,3.3925902306696596,6.372071428571429,5.862309523809525,5.977701947165993,6.468446198060103,6.055122922629227,5.850964061989805
2001-08-31,MONSOON,6.4700000000000015,4.045,3.45,4.6,6.609999999999999,5.789765625,5.536041666666669,5.717160670502238,6.1450671762190385,5.897155100420575,5.915085850897341,4.363125,4.094999999999999,4.259351942396598,4.384757174165432,5.92693075661961,5.0750325017882005,3.3068750000000002,3.647500000000001,3.542801569168317,3.2587518797579453,3.3814039405269445,3.344690224510022,4.505,4.181249999999999,4.234049311812557,3.2838477302018285,17.41441908934887,4.182863313976974,6.667750000000001,6.180642857142859,6.230621168299596,6.881625353035801,6.9450778498829475,6.461923300576397
2001-11-30,POMKH,5.509999999999999,4.535,3.37,4.62,6.98,5.8589062499999995,5.701041666666669,5.634296402301343,6.3241896959971,5.950136869399487,6.059124427409797,4.735,4.166249999999999,4.369611165437959,4.538180912988701,4.18538923617592,3.704410851694655,3.23625,3.500000000000001,3.47368094150099,3.2999564064026368,3.5369770342085287,3.369054079727239,4.670625,4.286249999999999,4.3884295870875345,3.394071496976087,4.380792441552977,4.595670462026838,6.872333333333333,6.563500000000001,6.530372700979758,7.313893761388995,6.603826677035335,6.642203199925949
2002-02-28,POMRB,5.727291666666668,5.005,1.76,4.65,6.914,6.135572916666668,5.8784895833333355,5.6714945080474735,6.499082878346401,5.724294138051475,5.722193071216004,5.444375,4.559999999999999,4.6237666992627755,4.754101663136945,3.7160015594925264,4.387924275969967,3.425625,3.113750000000001,2.788208564900594,3.0624260587068584,3.275031093129915,3.1615631187261566,4.70078125,4.723749999999999,4.493057752252521,3.4704213663888988,0.4569214560237711,4.441003203042608,7.251416666666666,6.772000000000002,6.683823620587854,7.60335809345262,6.477927154607349,6.7707279265829206
2002-05-31,PREMON,5.65,6.055,4.855,4.6,7.386666666666666,6.573072916666667,5.839322916666668,5.662896704828484,6.591884899054033,6.165512658047208,6.098866913695313,6.267708333333333,4.909999999999998,5.196260019557665,5.132174879103713,4.6886789068080645,4.970592702679032,3.6706250000000002,3.3587500000000006,3.6149251389403565,3.386388756066288,3.4803235792542475,2.9222028539895124,4.850312499999999,4.6175,4.535834651351513,3.498335965267469,6.079670861474021,5.076541567914671,7.715375,6.972666666666668,6.964960839019379,7.943874875321589,7.542013510163755,7.230875221382991
2002-08-31,MONSOON,8.84,8.32,3.985,5.2662499999999985,8.84,6.794244791666667,6.431822916666667,6.93373802289709,7.501194905374295,6.5847797085317055,6.401424272190738,6.798125,5.978749999999998,6.445756011734599,5.887039654355277,5.503818294762179,7.933767756716472,4.2325,3.4925000000000006,3.762955083364214,3.510824791129685,3.4984805586489545,3.5099726572855285,5.0321875,4.784062499999999,4.828000790810908,3.7828428930301055,17.89579103029663,4.7671843562642175,8.08675,7.530166666666668,7.714976503411627,8.679004798103298,8.254978557675924,7.63832260552734
2002-11-30,POMKH,6.6400000000000015,6.846666666666668,4.795,5.15,8.461666666666668,7.01125,6.714322916666669,6.8162428137382545,7.699249441258109,6.839111582844318,6.860336436583081,7.144791666666667,6.556666666666665,6.606120273707426,6.3612314724049766,5.260911213844995,4.836978894554394,4.468125000000001,3.84875,4.175773050018528,3.7519620217489784,3.6741208436774193,3.41856637740033,5.3515625,4.916562499999999,4.956800474486545,3.8919247856335426,4.945822422108613,5.03636950665786,8.388125,7.900583333333334,8.013652568713644,9.131345821511303,8.259799676122425,7.898440437667448
2003-02-28,POMRB,6.366666666666667,6.936666666666667,4.83,5.575,8.403333333333334,6.9714583333333335,6.874166666666669,6.636412354909619,7.747685247079637,6.775427969624096,6.899169072544177,7.1000000000000005,7.039583333333332,6.738338830891123,6.815675939465258,5.395372434127863,5.4328861433895295,4.42875,4.61625,4.437463830011117,3.959924448514464,3.352572868350845,3.2713847456477407,5.65578125,5.147812499999999,5.204080284691926,4.124972692940588,1.0061002343555714,4.754946479020637,8.483125,8.272916666666667,8.16952487456152,9.415199534007849,8.163946083922115,7.900686520771272
2003-05-31,PREMON,6.746666666666666,6.8966666666666665,3.67,6.23,8.308333333333332,6.8525,7.148333333333335,6.680514079612438,7.837943313701446,6.993674759279973,6.975188143764419,6.729166666666667,7.249999999999998,6.80166996520134,7.221824207579089,6.508156410918163,6.298149925005421,4.30625,4.319999999999999,4.13047829800667,3.9381604121818086,4.5948982021693245,4.376540535927229,5.864375000000001,5.555312499999999,5.614448170815156,4.514557433872502,6.798910201935136,5.402611333384072,8.537916666666668,8.503333333333334,8.225048258070244,9.530270771563371,9.224559883889176,8.43772418578247
2003-08-31,MONSOON,7.425,7.12,4.855,6.07,8.678333333333333,7.059583333333334,6.7945833333333345,6.978308447767462,8.052404164158203,8.109625425573862,7.95285464548468,6.417916666666666,6.9499999999999975,6.9290019791208035,7.620946552318077,7.900993770599456,5.623198425349579,3.8606250000000006,4.5375,4.420286978804002,4.12016399685487,4.076240908957841,3.72707779463135,6.013750000000001,5.75625,5.796668902489094,4.662479176630168,19.027153105708543,5.854892278710598,8.569583333333334,8.462916666666668,8.40636228817548,9.66025218342779,9.759285745057255,9.023663249659059
2003-11-30,POMKH,7.1033333333333335,5.08,2.945,6.0150000000000015,9.061666666666667,7.368333333333332,6.910416666666668,7.028318401993811,8.11600708546943,7.054754415295796,6.860245076277902,6.150416666666667,6.50833333333333,6.189401187472482,7.61252597174241,6.791662330216806,6.682456009023856,3.67875,4.074999999999999,3.8301721872824013,3.949915194711447,4.421898325082755,4.31211764699363,6.101250000000001,5.9725,5.884001341493457,4.727036270992602,5.928938761269663,5.868937716632938,8.528541666666667,8.612916666666669,8.668484039571954,9.822032685046398,9.205273892764872,9.094689894806985
2004-02-29,POMRB,7.56,6.213333333333334,3.115,5.905,8.056666666666667,7.715208333333333,7.208750000000002,7.240991041196287,8.251342357346395,7.007001570996696,6.952236125117068,5.871250000000001,6.327499999999997,6.198974045816822,7.748092910841861,6.554069844991159,5.328312613075221,3.605,3.6462499999999998,3.544103312369441,3.8359905808825303,3.7593765959441767,3.814953837873494,6.250624999999999,6.055000000000001,5.892400804896074,4.726217835979174,1.9357684713971537,6.316098057689048,8.630416666666667,8.526250000000001,8.42375709040984,9.550096217623379,8.885148148211911,9.048953044444303
2004-05-31,PREMON,8.023333333333332,5.48,3.93,6.6,8.326666666666666,8.080208333333333,7.527916666666669,7.553927958051105,8.457690983455938,7.508245200790576,7.234358685971881,6.015000000000001,5.973333333333331,5.911384427490093,7.709072920490251,6.956272486106947,8.006524820197612,3.6975000000000002,3.71125,3.698461987421665,3.8782510172481195,4.197412907223053,3.443246465830713,6.444999999999999,6.1475,6.175440482937644,5.013723984179635,7.457226233186653,6.049599200614584,8.769375,8.530833333333335,8.38492092091257,9.334483993177246,9.429837008898687,9.11267594577729
2004-08-31,MONSOON,8.923333333333334,6.303333333333333,4.005,6.895,9.475,8.383229166666666,7.9025000000000025,8.101690108163996,8.847457562676862,8.720221152190536,8.822304423435192,6.333333333333334,5.769166666666664,6.068163989827389,7.768973640778925,7.612641655789014,7.565148645201237,4.09,3.4987500000000002,3.821077192452999,3.926334305497604,4.115229739521724,4.010014158413837,6.637499999999999,6.35375,6.463264289762586,5.292532936173243,19.55500501327942,6.3842200959388045,8.908630952380951,8.730000000000002,8.820952552547542,9.49031619290287,9.689908170033972,9.29670025361763
2004-11-30,POMKH,8.525,7.046666666666668,4.535,6.745,9.376666666666663,8.6078125,8.25791666666667,8.271014064898399,9.057031308686838,8.058891015902478,7.989749320339943,6.6225,6.260833333333331,6.459565060563101,7.91848125969909,6.002231288442033,6.813734292735526,4.653124999999999,3.89625,4.106646315471799,4.056181794073731,3.880071998292748,3.444707913838525,6.945,6.536249999999999,6.575958573857552,5.388281059004338,6.591251334499184,6.598639386633807,9.12392857142857,8.808750000000002,9.04323819819519,9.572234314433574,9.224400676049925,9.165870116677187
2005-02-28,POMRB,8.5625,6.793333333333334,4.665,6.715,8.855714285714285,8.718541666666667,8.50854166666667,8.38760843893904,9.215239343636542,8.232394851140022,8.196353420337056,6.829375000000001,6.40583333333333,6.593072369671194,7.988054530157372,6.6089183311215285,8.124085455486565,5.1049999999999995,4.2837499999999995,4.32998778928308,4.186947837341774,3.7169920821907336,3.7891453731573943,12.286041666666666,6.73875,6.631575144314531,5.436280773980137,2.6287098680725194,6.4683543154618866,9.306011904761904,9.008511904761907,8.968228633202829,9.444726559987615,8.828151593756179,8.732061341016795
2005-05-31,PREMON,8.8175,7.213333333333334,6.885,8.25,9.25,8.675625,8.707083333333337,8.559565063363424,9.385370778222471,8.667956478510385,8.57883283493682,6.723750000000001,6.839166666666663,6.8411767551360505,8.095633894516642,6.5710305780497125,6.230795507663595,5.108124999999999,5.022499999999999,5.351992673569848,4.671648748473156,4.480286025089871,4.126430095230304,22.350625,7.151249999999999,7.278945086588719,6.093350525236567,8.203137102408284,7.069038368872385,9.38028273809524,9.23934523809524,9.080937179921698,9.441377285051098,9.513946461608207,8.857386813032642
2005-08-31,MONSOON,9.015,6.225,4.665,47.973333333333336,10.008333333333336,8.568437500000002,8.730000000000004,8.741739038018055,9.552642065353965,9.715603055745438,9.135648841352793,6.622916666666667,6.819583333333329,6.59470605308163,8.00242686160579,7.526933795656687,7.944436703141078,4.885625,5.187499999999999,5.077195604141909,4.702645789431728,4.851109525945569,4.790507443213872,35.37666666666667,17.420833333333334,23.556700385286565,23.426174001197413,20.71001972478198,7.487880443375693,9.43623511904762,9.372678571428574,9.451895641286352,9.680276512200559,9.99419615918994,9.337348182711539
2005-11-30,POMKH,8.09,6.28,3.9,46.18333333333334,9.4375,8.522187500000001,8.621250000000005,8.481043422810833,9.421562722739667,8.882401173860362,8.876318516538772,6.510000000000001,6.627916666666662,6.468823631848979,7.892897348430531,6.914656813024454,4.665075420304689,4.368125,5.028749999999999,4.606317362485145,4.599349512056318,4.753320665178299,4.553213060065888,48.59291666666666,27.280416666666667,32.607353564505274,32.386494190023974,25.811722745757542,24.09387770976252,9.495333333333333,9.387886904761908,9.446137384771813,9.688845122022254,9.59223629415694,9.405803452653162
2006-02-28,POMRB,8.14,6.753333333333333,3.52,71.485,9.2425,8.671458333333334,8.515625000000005,8.3446260536865,9.281982673489125,8.702735508331543,8.774708807079511,6.681875,6.617916666666662,6.582627512442721,7.843759158376025,6.9701857066010176,8.103895438963068,3.908125,4.742499999999999,4.171790417491087,4.448586007839594,4.409075508928853,4.364563891412188,53.566250000000004,43.47291666666667,48.15841213870317,48.45657845474259,30.997842305600486,33.28311132956742,9.871916666666667,9.484583333333337,9.364682430863088,9.61244702338269,9.085524208381603,9.245847769076837
2006-05-31,PREMON,8.87,6.3500000000000005,3.89,49.21,9.336000000000002,8.948229166666666,8.528750000000004,8.5547756322119,9.321238293058098,8.868690444508623,8.7843024975734,7.0041666666666655,6.402083333333327,6.489576507465633,7.710094946424251,7.066110189795225,5.049476328405298,3.82,3.993749999999999,4.0590742504946515,4.384783782090444,5.166376550323134,4.808355584873085,50.95468749999999,53.71291666666667,48.5790472832219,47.89417765312646,53.043803457554965,49.27210920633025,10.3086875,9.506083333333336,9.353209458517853,9.561557527155763,9.782061977807786,9.634033459273377
2006-08-31,MONSOON,10.156666666666666,8.463333333333333,3.98,46.8,12.935,9.280208333333333,8.81416666666667,9.195532045993808,9.674155520279806,9.685706869708149,9.186147001527058,7.0406249999999995,6.961666666666661,7.279079237812713,7.922661040211369,7.028601051881704,7.170535828248974,3.8737500000000002,3.822499999999999,4.02744455029679,4.346532156063371,4.449673562156246,4.055494766230252,40.422916666666666,53.41958333333334,47.86742836993314,46.54604079517265,63.79466948548738,59.95826537222349,10.443687500000001,10.237750000000002,10.785925675110711,10.73293373904549,10.189761656769093,10.10876659592987
2006-11-30,POMKH,9.1625,6.62,3.88,26.46416666666667,10.005,9.559687499999999,9.08229166666667,9.182319227596285,9.709610630179396,9.131779238108132,9.14449012159989,7.055208333333333,7.04666666666666,7.015447542687628,7.8068918503380385,6.983880478977097,8.029677648020755,3.9362500000000002,3.8174999999999986,3.9684667301780743,4.297583373936344,4.176826017367135,3.9519555404845184,29.796041666666667,48.489791666666676,39.30612368862655,37.00357202054151,48.86946330140808,54.062564422200026,10.614250000000002,10.379625000000003,10.473555405066428,10.773590706554009,10.669557729762161,10.546955599436272
2007-02-28,POMRB,9.723333333333334,6.705,3.97,6.95,9.755,9.665416666666665,9.478125000000004,9.398724869891105,9.864729436958807,9.214990965774312,9.17701492723695,7.0372916666666665,7.034583333333326,6.891268525612577,7.696400759645078,7.245357662012042,6.160598780989096,3.92375,3.929999999999999,3.9690800381068447,4.271777404662502,3.913554180192538,3.8575825442223737,27.309375000000003,32.35604166666667,26.36367421317593,23.28284833169016,34.69886623920972,49.3489523846324,10.570437499999999,10.507750000000003,10.186133243039857,10.666118403723113,10.160147489612214,10.186899854936954
2007-05-31,PREMON,9.5225,6.5150000000000015,3.94,28.73,10.187999999999999,9.749895833333333,9.641250000000005,9.448234921934663,9.92919107605768,9.783111268045545,9.646323603044342,7.194375000000001,7.0758333333333265,6.740761115367547,7.548793449209326,7.094958451904857,8.014808274861926,3.92875,3.942499999999999,3.957448022864107,4.245085301724904,4.744690306728755,4.0037914749409715,34.16739583333334,27.236041666666665,27.310204527905558,24.974775032769593,25.86776159879171,26.30238392113884,10.577,10.720750000000002,10.186879945823915,10.668383938402231,10.78130593692228,10.710755070348474
2007-08-31,MONSOON,10.35,8.155,3.83,47.38666666666667,11.732499999999998,9.836041666666667,9.689583333333339,9.808940953160796,10.182514531970366,10.639474003651463,10.004625049808052,7.579375000000001,6.998749999999994,7.306456669220529,7.6753160181879085,7.9768508774915725,6.091130346256362,3.9899999999999998,3.9049999999999985,3.906468813718464,4.204132424307464,4.260007622375381,3.999570745065309,48.354375000000005,27.38270833333333,35.34078938341,34.0347226078614,39.648612568734755,32.25901548120316,10.907,10.420125000000002,10.805127967494348,11.159445354984419,11.293484502694202,11.596290435880519
2007-11-30,POMKH,9.645,8.185,4.07,80.74166666666667,11.260000000000002,9.9340625,9.810208333333337,9.743364571896478,10.203557754812467,9.79100492384953,9.539236436910869,7.621875000000001,7.389999999999994,7.657874001532317,7.799322324503882,7.028076317034194,8.044369093741697,4.11,3.952499999999999,3.9718812882310783,4.2103729857520795,4.027169651695749,3.930634755228345,58.31666666666667,40.95208333333333,53.50114029671268,53.842295692955524,35.91505984401913,32.81486990691014,11.234958333333333,10.733875000000003,10.98707678049661,11.407999549477644,11.004075266294013,11.311658103191558
