Date,Season,Khandapada,Bhapur,Gania,Ranapur,Nayagarh,Odagaon,Nuagaon,Dasapalla,Khandapada_Trend,Khandapada_SMA,Khandapada_EWMA,Khandapada_DES,Khandapada_TES,Khandapada_ARIMA,Bhapur_Trend,Bhapur_SMA,Bhapur_EWMA,Bhapur_TES,Bhapur_ARIMA,Gania_Trend,Gania_SMA,Gania_EWMA,Gania_DES,Gania_TES,Gania_ARIMA,Ranapur_Trend,Ranapur_SMA,Ranapur_EWMA,Ranapur_DES,Ranapur_TES,Ranapur_ARIMA,Nayagarh_Trend,Nayagarh_SMA,Nayagarh_EWMA,Nayagarh_DES,Nayagarh_TES,Nayagarh_ARIMA,Odagaon_Trend,Odagaon_SMA,Odagaon_EWMA,Odagaon_DES,Odagaon_TES,Odagaon_ARIMA,Nuagaon_Trend,Nuagaon_SMA,Nuagaon_EWMA,Nuagaon_DES,Nuagaon_TES,Nuagaon_ARIMA,Dasapalla_Trend,Dasapalla_SMA,Dasapalla_EWMA,Dasapalla_DES,Dasapalla_TES,Dasapalla_ARIMA
1996-02-29,POMRB,2.570694444444444,3.915,5.175000000000002,0.96,1.89,3.565,2.9679999999999995,2.5,,,2.570694444444444,6.399723995612606,2.5009999514003303,0.0,,,3.915,4.5224143943431505,0.0,,,5.175000000000002,8.032044669967098,5.523628897856362,0.0,,,0.96,2.3163734140823284,1.1775660400115475,0.0,,,1.89,0.0004802570195209882,2.884901072988487,0.0,,,3.565,2.690248796681996,3.877286981856433,0.0,,,2.9679999999999995,5.960123501142971,3.1666598546085885,0.0,,,2.5,5.640316664236772,3.3062493912774014,0.0
1996-05-31,PREMON,4.868,6.26,6.88,2.75,4.91,5.32,4.88,4.44,,,3.4896166666666666,9.09121755586489,4.895343234379479,1.9101398003383934e-07,,,4.853,6.5299643160245,3.9149953150002244,,,5.857000000000001,9.583579520900324,7.186063131875523,2.3379200489671845e-06,,,1.6760000000000002,2.3261025162873463,2.4444059568851015,4.4468767903489997e-07,,,3.098,0.22440981360291987,4.832040581558344,0.5650001908752265,,,4.2669999999999995,2.967014412792588,5.413503323828866,3.564995392922039,,,3.7327999999999997,7.838628299683895,4.175316473008895,7.529650873961932e-07,,,3.2760000000000002,7.736411734059649,4.063578541787735,2.499996282458173
1996-08-31,MONSOON,1.400555555555555,5.09,5.359999999999999,1.125,3.18,1.24,1.352,1.8,2.7275625,,2.6539922222222216,7.072374743765532,1.4441263709014198,3.6171394088780893e-07,5.224375,,4.9478,3.137638446689804,5.74398334389608,5.754375,,5.658200000000001,9.507636767415912,3.6309090509227873,3.4358518613712335e-06,1.72,,1.4556,2.3358724690355754,0.7560842888716326,1.5705722303077674e-06,3.20125,,3.1308,0.24589463625368627,1.2646703769503707,1.422505623220724,3.6081249999999994,,3.0561999999999996,2.2335313968979267,1.9221000060178222,4.89459025838696,3.01825,,2.78048,5.583630006022819,1.8304586063221138,1.2380286588737317e-06,3.1616666666666666,,2.6856,6.218390683610839,1.4202535158771972,3.5190454056571516
1996-11-30,POMKH,2.0709999999999997,5.615,5.135,1.6,2.13,4.14,2.768,2.44,2.7275624999999994,2.7275625,2.420795333333333,5.136583995960511,2.098316088625451,3.591681860056024e-08,5.18,5.220000000000001,5.2146799999999995,3.2615313229909497,4.213240242133311,5.90375,5.637499999999999,5.44892,8.768809762204178,4.443766011147944,1.86528618726329e-06,1.8324999999999998,1.6087500000000001,1.51336,2.345683460699577,1.5136978964502068,1.4616006715729946e-06,3.33,3.0275,2.7304799999999996,0.21921643729719467,1.8536537127675445,0.7248322762769966,3.5774999999999997,3.56625,3.4897199999999993,2.4372749440510186,2.824430124098902,1.7884859894803058,2.947,2.992,2.7754879999999997,4.415638022832612,2.362211587032852,-3.3382653654138545e-08,3.5512500000000005,2.795,2.58736,4.82988489109258,2.5589109646712567,2.8534646256571303
1997-02-28,POMRB,2.570694444444444,3.95,6.11,1.85,3.28,3.9,3.178,5.433333333333334,2.7275625,2.7275625,2.480754977777777,3.802406138158227,2.514192173265414,2.5706942822506176,4.84375,5.228750000000001,4.708807999999999,4.646209283162299,4.65092222563613,5.676875000000001,5.871249999999999,5.713352,8.293547134107223,5.7696502568322865,5.174996938360944,1.82625,1.83125,1.6480160000000001,2.355535661848881,1.3602191990704289,0.9600011521509381,2.96625,3.3749999999999996,2.9502879999999996,0.35266513322166354,2.884895050944123,1.7749144276277902,3.496875,3.65,3.6538319999999995,2.6108537186570526,3.8821414273967574,3.8304204425071564,2.822,3.0445,2.9364928,3.7284979796476443,3.284854163086138,2.96799910733897,3.527083333333333,3.5283333333333333,3.725749333333333,5.735649479148372,3.2641115640778597,2.5026209756740174
1997-05-31,PREMON,4.868,5.87,7.1400000000000015,2.76,4.55,4.74,4.1,4.623333333333333,2.7275624999999994,2.7275625,3.4356529866666667,4.439345148936424,4.9054510126696655,4.867999599662528,4.18875,5.131250000000001,5.173284799999999,6.654746491798193,5.605840954245974,5.311250000000001,5.936249999999999,6.284011200000001,8.21981971270461,7.528086021399266,7.1156264186166425,1.8187499999999999,1.8337500000000002,2.0928096,2.3654292508472348,3.0696068657978466,3.1046731904606646,2.6075,3.2849999999999993,3.5901727999999995,0.6158188876150759,4.832072554379186,4.923658883185105,3.3843750000000004,3.505,4.0882992,3.0481341692750363,5.4273226320132455,5.016189496465504,2.71975,2.8495,3.40189568,3.8865947801673166,4.318335373045683,4.960977194754547,3.4575000000000005,3.574166666666666,4.084782933333333,5.5858406175517406,4.8613611997166934,4.744464895442146
1997-08-31,MONSOON,1.400555555555555,2.79,3.285,1.065,0.63,1.175,1.1320000000000001,1.4233333333333336,2.7275625,2.7275624999999994,2.6216140142222217,2.617089969761178,1.4518708723969198,1.4005554379212486,3.8362500000000006,4.556250000000001,4.21997088,3.2478548939430483,5.208419642806614,5.021875,5.4174999999999995,5.0844067200000005,6.142553414951236,3.9615029607150136,5.399344443979882,1.7912499999999998,1.81875,1.6816857599999997,2.3753643806956513,1.1888669735447797,1.2417966012946013,2.4837499999999997,2.6474999999999995,2.4061036799999993,0.3747027478803611,1.264744669556699,2.6785343752103437,3.2525,3.48875,2.92297952,2.479550464511163,1.9204490241769974,1.5324072879984323,2.58025,2.7944999999999998,2.493937408,2.161275677219988,1.723889911296272,0.9620015813961622,3.1445833333333333,3.479999999999999,3.0202030933333335,3.2277242609054744,2.0445884925661746,3.0450585139725153
1997-11-30,POMKH,2.0709999999999997,2.675,4.285,1.6,1.81,3.305,2.1700000000000004,2.26,2.7275624999999994,2.7275624999999994,2.401368408533333,1.9611232302451216,2.104249865731711,2.0709998413123376,3.6999999999999997,3.8212500000000014,3.6019825279999997,3.2878319078893323,4.26622925495764,4.74625,5.205,4.7646440320000005,5.022244092246733,4.439167095691266,4.495145830617923,1.829375,1.81875,1.649011456,2.385341243705751,1.6685693657118128,1.5132740408864935,2.07,2.5675,2.1676622079999994,0.38915229597906115,1.853666420552964,0.8508400219815488,3.22625,3.2800000000000002,3.0757877120000003,2.5805326735834515,2.821064150584922,3.834576684784838,2.4362500000000002,2.6449999999999996,2.3643624448000002,1.8143570880963065,2.224970670990033,2.724840045675969,2.8041666666666667,3.434999999999999,2.716121856,2.306867518021852,2.9006816881817845,2.9688656503435524
1998-02-28,POMRB,2.570694444444444,4.07,4.645,1.63,2.61,3.68,2.66,3.11,2.7275625,2.7275624999999994,2.4690988228977773,2.0013391701488463,2.518738587358944,2.570694301186804,3.686875,3.851250000000001,3.7891895168,4.565476100668586,3.478486383979411,4.574375,4.83875,4.7167864192,4.447420639039897,5.647254078569587,5.513591588478975,1.8931250000000002,1.7637500000000004,1.6414068735999998,2.395360011123687,1.6105611695486026,1.6055738519681007,1.7387499999999998,2.4,2.3445973247999996,0.5266147680796236,2.884908030721778,2.7318919508914785,3.354375,3.225,3.3174726272000004,2.8025933761949293,3.856513835592346,3.665573357428932,2.3777500000000007,2.5154999999999994,2.48261746688,2.0499275589276786,3.0230223515761137,2.873970607741624,3.0041666666666664,2.854166666666666,2.8736731135999998,2.4134025806492425,3.4585960654904033,4.018799364005669
1998-05-31,PREMON,4.868,4.66,6.4,3.285,1.91,4.75,3.466,4.223333333333334,2.7275624999999994,2.7275624999999994,3.428659293738667,3.948525255117205,4.908934439960495,4.8679997650327245,3.883125,3.548750000000001,4.13751371008,6.578160116070599,6.0005425803202606,4.436875,4.6537500000000005,5.39007185152,4.986067306418065,7.2186128945422965,6.750049774541785,1.856875,1.8950000000000005,2.29884412416,2.4054208719495747,2.8580129911363126,2.7621707378747646,1.6575,1.74,2.17075839488,0.5545839527606544,4.832063273444737,4.532497205647543,3.3862499999999995,3.2274999999999996,3.8904835763200003,3.337390267072966,5.395877846369279,4.962548830793912,2.351,2.3569999999999998,2.875970480128,2.9083122864320226,3.987234773174282,4.394132269023615,3.2187500000000004,2.754166666666666,3.4135372014933334,3.4316526014717477,4.345112284330881,4.11878626143011
