Date,Season,Handwara,Kupwara,Handwara_SMA,Handwara_EWMA,Handwara_TES,Handwara_ARIMA,Kupwara_SMA,Kupwara_EWMA,Kupwara_TES,Kupwara_ARIMA
2000-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.398431254534308,2.629664054923158,2.454975473092442,4.762291666666668,4.65584713428364,4.717511837768639,3.828648118526942
2000-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6860087527205847,3.164046273822433,2.100999844681167,4.778583333333334,4.897841613903516,4.6077493341287,4.254754177562596
2001-02-28,POMRB,,,,,,,,,,
2001-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.420565251632351,2.421349321459693,2.6264076715348015,4.312625000000001,4.29750496834211,4.5612328661444455,4.783037456996548
2001-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.3988391509794105,2.389879947797172,2.454975473092442,4.762291666666668,4.656769647671933,4.612975583313033,3.807954153793058
2001-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6862534905876463,2.638361846969193,2.100999844681167,4.778583333333334,4.898395121936492,4.719927549851532,4.1144001344042875
2002-02-28,POMRB,,,,,,,,,,
2002-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.420712094352588,3.2346612549069844,2.6264076715348015,4.312625000000001,4.297837073161896,4.610168634542528,4.838642733404721
2002-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.398927256611553,2.3903338238130662,2.454975473092442,4.762291666666668,4.656968910563805,4.563545502746905,3.9107153617568557
2002-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6863063539669314,2.4159381863859326,2.100999844681167,4.778583333333334,4.8985146796716155,4.61539088657213,4.094004796357688
2003-02-28,POMRB,,,,,,,,,,
2003-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.420743812380159,2.7553364600349672,2.6264076715348015,4.312625000000001,4.297908807802969,4.722346441441586,4.7051157046725125
2003-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.3989462874280956,3.106308125936673,2.454975473092442,4.762291666666668,4.657011951348448,4.612480862321236,3.9692691100168047
2003-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6863177724568574,2.409700806299359,2.100999844681167,4.778583333333334,4.898540504142401,4.565960397182275,4.182677150947292
2004-02-29,POMRB,,,,,,,,,,
2004-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.4207506634741147,2.550012379332986,2.6264076715348015,4.312625000000001,4.297924302485441,4.617809369338484,4.68535532762512
2004-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.3989503980844686,2.67015566174584,2.454975473092442,4.762291666666668,4.657021248157932,4.724658260396621,3.8552354151736963
2004-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.686320238850681,3.040565166677778,2.100999844681167,4.778583333333334,4.898546082228092,4.614895347932963,4.235705457318769
2005-02-28,POMRB,,,,,,,,,,
2005-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.4207521433104087,2.539213485151492,2.6264076715348015,4.312625000000001,4.297927649336856,4.5683784711250155,4.76651338250468
2005-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.398951285986245,2.481525951907068,2.454975473092442,4.762291666666668,4.657023256268781,4.6201207794699375,3.8385144276898044
2005-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.686320771591747,2.64453921250253,2.100999844681167,4.778583333333334,4.898547287094601,4.727072337184798,4.125204389076489
2006-02-28,POMRB,,,,,,,,,,
2006-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.4207524629550483,3.0956767853900655,2.6264076715348015,4.312625000000001,4.297928372256761,4.617313013052187,4.812188724539034
2006-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.398951477773029,2.467893352361048,2.454975473092442,4.762291666666668,4.657023690020724,4.570689472432987,3.9184296714217774
2006-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6863208866638173,2.472059831538081,2.100999844681167,4.778583333333334,4.898547547345768,4.622534447434668,4.10872022972635
2007-02-28,POMRB,,,,,,,,,,
2007-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.4207525319982905,2.7368534472653754,2.6264076715348015,4.312625000000001,4.297928528407461,4.729489593480614,4.705932894594819
2007-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.3989515191989743,2.959307275979018,2.454975473092442,4.762291666666668,4.657023783711143,4.619623605536789,3.9657846572828968
2007-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6863209115193847,2.456959860198669,2.100999844681167,4.778583333333334,4.898547603560019,4.573102731574389,4.179760957662012
2008-02-29,POMRB,,,,,,,,,,
2008-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.420752546911631,2.5798569618892113,2.6264076715348015,4.312625000000001,4.297928562136011,4.624951294907198,4.6898754018479325
2008-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.3989515281469784,2.634876532132736,2.454975473092442,4.762291666666668,4.657023803948274,4.7317997771419735,3.8722474215635763
2008-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.686320916888187,2.891471746625332,2.100999844681167,4.778583333333334,4.898547615702297,4.622036455854993,4.223458056408371
2009-02-28,POMRB,,,,,,,,,,
2009-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.4207525501329124,2.5643388370957516,2.6264076715348015,4.312625000000001,4.297928569421378,4.575519170223766,4.7560279514339605
2009-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.3989515300797475,2.492593322434415,2.454975473092442,4.762291666666668,4.657023808319494,4.627261069745451,3.858233176664121
2009-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6863209180478487,2.59873674321007,2.100999844681167,4.778583333333334,4.898547618325029,4.73421221863712,4.132329441117529
2010-02-28,POMRB,,,,,,,,,,
2010-05-31,PREMON,2.0224,3.397,2.3821062499999996,2.420752550828709,2.949033958227449,2.6264076715348015,4.312625000000001,4.297928570995017,4.624452485681363,4.7947103456995865
2010-08-31,MONSOON,2.36625,5.195666666666667,2.4680687499999996,2.3989515304972255,2.477434333131985,2.454975473092442,4.762291666666668,4.657023809263677,4.577828536239064,3.92359226536964
2010-11-30,POMKH,3.117375,5.260833333333332,2.655849999999999,2.6863209182983354,2.4703188510895915,2.100999844681167,4.778583333333334,4.89854761889154,4.629673102417693,4.118499311865503
2011-02-28,POMRB,,,,,,,,,,
2011-05-31,PREMON,1.43,4.523333333333333,2.2340062499999993,2.183792550979001,2.6854145324758214,2.6264076715348015,4.594208333333334,4.7484619046682575,4.736627839640638,4.706474729061254
2011-08-31,MONSOON,2.7175,5.810000000000001,2.4077812499999993,2.3972755305874003,2.7856465844969818,2.454975473092442,5.197458333333335,5.173077142800955,4.626825818541457,5.075181930551151
2011-11-30,POMKH,4.205,6.201666666666667,2.8674687499999996,3.12036531835244,2.442885343205707,2.100999844681167,5.448958333333335,5.584512952347239,4.58033964802396,4.784081050862037
2012-02-29,POMRB,,,,,,,,,,
2012-05-31,PREMON,1.4659999999999995,4.473333333333333,2.454624999999999,2.4586191910114636,2.6171865614817125,2.6264076715348015,5.252083333333335,5.140041104741677,4.632241575933524,5.621352514151663
2012-08-31,MONSOON,2.90375,6.2200000000000015,2.8230624999999994,2.636671514606878,2.5354037652729637,2.1693262745187423,5.676250000000002,5.572024662845006,4.7391511672570115,4.347862535503495
2012-11-30,POMKH,3.4945000000000004,5.951666666666666,3.0173124999999996,2.9798029087641273,2.8485963833483985,2.270368988838851,5.711666666666668,5.723881464373671,4.629445982993633,5.490927710544643
2013-02-28,POMRB,,,,,,,,,,
2013-05-31,PREMON,1.43,4.523333333333333,2.3235624999999995,2.3598817452584764,2.740577687590593,3.150849281255801,5.292083333333334,5.243662211957536,4.582967773166754,5.252727674384053
2013-08-31,MONSOON,2.7175,5.810000000000001,2.6364374999999995,2.502929047155086,2.442485234854148,2.186685104951985,5.6262500000000015,5.470197327174522,4.6347736395272285,4.905194459631503
2013-11-30,POMKH,4.205,6.201666666666667,2.9617499999999994,3.1837574282930516,2.59565744803817,2.0789689095854156,5.621666666666668,5.76278506297138,4.741759491856934,4.51701784409819
2014-02-28,POMRB,,,,,,,,,,
2014-05-31,PREMON,1.5019999999999998,4.423333333333333,2.463624999999999,2.511054456975831,3.006760852226522,2.9749892632789683,5.239583333333334,5.227004371116161,4.632053123470052,5.992186277314199
2014-08-31,MONSOON,3.09,6.63,2.878624999999999,2.7426326741854985,2.5770249938853453,2.6856138521834176,5.76625,5.788202622669697,4.585487425353758,4.629872122375823
2014-11-30,POMKH,2.7840000000000003,5.701666666666665,2.8952499999999994,2.7591796045112993,2.5442859645710065,2.0062500064574,5.739166666666666,5.753588240268485,4.637413562127393,5.7753652888970635
2015-02-28,POMRB,,,,,,,,,,
2015-05-31,PREMON,1.2299999999999998,1.97,2.1514999999999995,2.1475077627067796,2.8384305123136597,3.4059965728266666,4.681249999999999,4.240152944161091,4.744393086374471,4.73523671289779
2015-08-31,MONSOON,1.4875,4.696666666666666,2.147875,1.883504657624068,2.745838293500937,2.3830623955408803,4.749583333333332,4.422758433163321,4.6344447204729695,2.6737653771939467
2015-11-30,POMKH,1.2625000000000002,4.286666666666667,1.6909999999999998,1.6351027945744407,2.5356091151278486,2.1687767475907354,4.163749999999999,4.368321726564659,4.587894508462671,3.2872600460694628
2016-02-29,POMRB,,,,,,,,,,
2016-05-31,PREMON,2.24,3.1650000000000005,1.5549999999999997,1.8770616767446646,2.3692975675997263,2.632393457089546,3.529583333333333,3.8869930359387954,4.639686575559152,4.335196443165751
2016-08-31,MONSOON,2.2491666666666665,4.990888888888889,1.8097916666666667,2.0259036727134654,2.437652949801358,2.5891759053320675,4.284805555555556,4.328551377118833,4.746520980149108,4.372114383823687
2016-11-30,POMKH,2.754833333333333,4.947222222222221,2.1266249999999998,2.317475536961412,2.4487538429274736,1.4302455681989006,4.347444444444445,4.5760197151601885,4.636745137104255,3.660077319526123
2017-02-28,POMRB,,,,,,,,,,
2017-05-31,PREMON,2.393333333333333,2.6794444444444445,2.4093333333333327,2.3478186555101805,2.3157485792273773,2.0755647831344524,3.94563888888889,3.817389606873891,4.590209109336472,4.433930137177598
2017-08-31,MONSOON,1.82875,4.171333333333333,2.3065208333333325,2.1401911933061086,2.3411098924064246,2.4016493019133387,4.197222222222223,3.958967097457668,4.641909179244961,3.0755274935835177
2017-11-30,POMKH,4.218,4.8533333333333335,2.798729166666666,2.9713147159836653,2.382195088201726,1.668397018940381,4.162833333333333,4.316713591807934,4.748800964615364,3.2598364564512643
2018-02-28,POMRB,,,,,,,,,,
2018-05-31,PREMON,3.71,2.9033333333333333,3.037520833333333,3.2667888295901992,2.556626012801999,2.0344576481991536,3.6518611111111112,3.7513614884180937,4.639017123294122,4.360030423961865
2018-08-31,MONSOON,2.17,3.646,2.9816874999999996,2.8280732977541194,2.4512390294906843,1.7533402162821847,3.8935,3.7092168930508564,4.592364140623284,3.5250424915648018
2018-11-30,POMKH,4.218,4.8533333333333335,3.5789999999999997,3.3840439786524716,2.4016973828949193,1.9451159799987596,4.064,4.1668634691638475,4.644119317812302,2.884146748056522
