Date,Season,Sukinda,Korai,Rasul Pur,Danagadi,Dasarathapur,Jajapur,Badachana,Binjharpur,Bari,Dharmasala,Sukinda_Trend,Sukinda_SMA,Sukinda_EWMA,Sukinda_DES,Sukinda_TES,Sukinda_ARIMA,Korai_Trend,Korai_SMA,Korai_EWMA,Korai_DES,Korai_TES,Korai_ARIMA,Rasul Pur_Trend,Rasul Pur_SMA,Rasul Pur_EWMA,Rasul Pur_DES,Rasul Pur_TES,Rasul Pur_ARIMA,Danagadi_Trend,Danagadi_SMA,Danagadi_EWMA,Danagadi_DES,Danagadi_TES,Danagadi_ARIMA,Dasarathapur_Trend,Dasarathapur_SMA,Dasarathapur_EWMA,Dasarathapur_DES,Dasarathapur_TES,Dasarathapur_ARIMA,Jajapur_Trend,Jajapur_SMA,Jajapur_EWMA,Jajapur_DES,Jajapur_TES,Jajapur_ARIMA,Badachana_Trend,Badachana_SMA,Badachana_EWMA,Badachana_DES,Badachana_TES,Badachana_ARIMA,Binjharpur_Trend,Binjharpur_SMA,Binjharpur_EWMA,Binjharpur_DES,Binjharpur_TES,Binjharpur_ARIMA,Bari_Trend,Bari_SMA,Bari_EWMA,Bari_DES,Bari_TES,Bari_ARIMA,Dharmasala_Trend,Dharmasala_SMA,Dharmasala_EWMA,Dharmasala_DES,Dharmasala_TES,Dharmasala_ARIMA
1996-02-29,POMRB,1.97,1.62,3.74,4.245,0.75,2.73,3.995,1.935,2.79,1.7662500000000003,,,1.97,5.1321519660253,2.694897381520537,0.0,,,1.62,2.179518897858865,2.323571955776692,0.0,,,3.74,3.6450669822604738,3.8823628687520824,0.0,,,4.245,6.306410379742845,5.076169716151088,0.0,,,0.75,1.5467390962377285,1.5871819875133522,0.0,,,2.73,2.3003530631207334,3.023154634488255,0.0,,,3.995,3.3117924916101322,4.812288436980576,0.0,,,1.935,1.7692840202453768,2.4480074235208047,0.0,,,2.79,2.9416116689922425,2.8601370938460455,0.0,,,1.7662500000000003,5.793548055219426,2.493655269981412,0.0
1996-05-31,PREMON,4.200000000000001,3.6133333333333333,3.78,6.49,4.215,3.85,6.485,2.96,3.87,4.184285714285715,,,2.8620000000000005,7.938005391881864,3.181986935833913,1.9699958870582255,,,2.4173333333333336,2.3885643747155254,3.2882918655547826,1.619997476062517,,,3.7560000000000002,3.632913772089608,4.253490585982612,3.7399958223771987,,,5.143000000000001,5.913515463428044,5.944962115617179,1.165240802228802,,,2.136,1.8209325436866386,2.779772688081188,0.7499991230571267,,,3.178,2.3084858447449044,3.3606529705799097,2.7299970666462294,,,4.991,2.424086353346062,5.676136683336878,3.9949905140888737,,,2.3449999999999998,1.8414643529492574,2.647967061706047,1.9349978368022824,,,3.222,3.2587245684400186,4.070678463066696,2.7899952074802883,,,2.7334642857142866,9.085307511020591,3.8347859297437012,2.2614975827487928e-07
1996-08-31,MONSOON,0.645,1.46,2.0,1.62,0.53,1.985,2.425,0.74,2.34,1.4374999999999998,2.7300000000000004,,1.9752000000000003,5.624957104017158,0.6600042320849782,3.0411569052392657,2.39875,,2.0344,2.26275844475311,1.167239545100502,2.640596925535839,3.27875,,3.0536000000000003,3.62080092495381,2.0753457330892693,3.761267979588736,4.393750000000001,,3.7338000000000005,4.794599949719732,1.7799041044932253,1.580738366024656,1.77125,,1.4936,1.7043463037423234,0.8789450934163978,2.9862438020408892,3.07,,2.7008,2.3166473651300494,1.6516393479295224,3.4799251230537322,4.3625,,3.9646,1.5095031788217632,2.0638861010588814,5.45121952706246,2.1975000000000002,,1.7029999999999998,1.3928972055960183,0.7740315335546217,2.471087619416728,2.9375000000000004,,2.8691999999999998,2.956488036500495,1.6215065040869883,3.413272069078797,2.7215848214285723,,2.215078571428572,7.126765495628224,0.988088187041354,6.270203640221078e-07
1996-11-30,POMKH,3.1475,2.2466666666666666,3.1,4.255,1.16,3.095,3.99,2.92,2.37,2.4685714285714293,2.8206249999999997,2.4906250000000005,2.4441200000000003,5.115861581205404,2.073648507384679,2.3935389247862733,2.5220833333333332,2.235,2.1193066666666667,2.266175855924986,1.701151444748203,2.216203938191775,3.5725000000000002,3.155,3.0721600000000002,3.6087285631239574,2.30419707282497,3.0563232262280433,4.446875,4.1525,3.9422800000000002,4.303381276591486,3.3224147760423044,0.6978947891100322,1.700625,1.66375,1.36016,1.6610436498928085,0.9366804663971957,0.9978723535696805,3.198125,2.915,2.85848,2.324837748488129,2.5990417720138006,2.391877626058101,4.22875,4.223750000000001,3.97476,1.2903137259452755,3.3416232033394753,3.802305960356596,2.1525,2.13875,2.1898,1.6079992275752495,1.3649994444657678,1.8088954003608548,3.0475000000000003,2.8425000000000002,2.66952,2.765192622755514,2.63300467200289,2.8927284822837693,2.8779464285714287,2.4641517857142863,2.316475714285715,5.392274711360287,1.5979395914800139,4.5626432239735866e-07
1997-02-28,POMRB,3.885,2.93,4.73,6.1750000000000025,1.61,3.97,5.105,2.405,3.55,3.825714285714286,2.7324999999999995,2.9693750000000003,3.0204720000000003,4.933325466788031,3.190147601306874,1.992074806685665,2.5075000000000003,2.5625,2.4435840000000004,2.366127026217914,2.476186331290316,1.9574088080494785,3.7437499999999995,3.4025000000000003,3.7352960000000004,3.596696598879855,3.9148550006189695,3.359850862054498,4.202500000000001,4.635000000000001,4.835368000000001,4.25008416338935,4.985055762108507,4.120554248922431,1.54875,1.8787500000000001,1.460096,1.666373709649952,1.7631085919824692,0.9444054837059707,3.0568750000000002,3.225,3.303088,2.333057095076519,3.465500432228999,2.814210690448575,3.9243750000000004,4.501250000000001,4.426856,1.4365628650714983,4.772052222186103,4.025231109703807,2.04,2.2562499999999996,2.27588,1.6958040743661564,2.8672658935524016,2.060926659384804,3.02625,3.0325000000000006,3.021712,3.0337846173836787,3.15459856749765,2.5927087292395297,2.68671875,2.979017857142858,2.9201711428571437,4.844507579688697,2.8181721242208693,1.7662499939199723
1997-05-31,PREMON,3.01,3.2900000000000005,5.14,4.984999999999999,2.79,3.635,4.305,2.13,3.99,3.375714285714285,2.7631249999999996,2.671875,3.0162832,3.929538523918532,4.445056878783268,4.65207941464636,2.4920833333333334,2.481666666666667,2.782150400000001,2.503248232532978,3.680775553658733,3.024720168864148,3.78875,3.7425,4.2971776,3.5847047887210493,4.5834048959590135,3.914701147608594,4.0287500000000005,4.258750000000001,4.895220800000001,4.051506444507802,6.3587511419881455,6.651422141390483,1.5612500000000002,1.5225,1.9920576,1.788188073843631,3.121228229328458,3.727976611799342,2.915,3.17125,3.4358527999999997,2.3413054980977406,4.332771945091574,4.289033596427907,3.803125,3.9562500000000007,4.3781136,1.511947497396851,6.149145289192413,6.263635287976842,1.9399999999999997,2.048749999999999,2.2175279999999997,1.723371989235736,3.080980223751004,2.7148258026421646,3.0387499999999994,3.062500000000001,3.4090271999999997,3.360410011150469,4.57709219926055,3.454137879102841,2.4963839285714284,2.7768750000000004,3.1023884000000006,3.9554681093370276,4.635103940714369,4.552487900950506
1997-08-31,MONSOON,1.13,1.6666666666666667,2.01,1.17,0.74,1.0699999999999998,2.17,0.67,2.05,0.71625,2.653,2.793125,2.26176992,2.0573610690203825,0.8238584774822675,0.8284919023300223,2.4487500000000004,2.533333333333333,2.3359569066666674,2.390789752240207,1.4113694492624729,2.1334096126622866,3.77125,3.745,3.38230656,3.572752683051117,2.7252264275527294,3.238563471859764,3.828125,4.146250000000001,3.4051324800000002,3.2751802200945868,1.8244068428467513,1.0228018705197734,1.530625,1.575,1.49123456,1.6954614936387629,0.7929618400773972,0.49130645308631093,2.824375,2.9425000000000003,2.4895116799999997,2.3495830433325495,2.033796504507439,2.0337955243763153,3.6575,3.892500000000001,3.49486816,1.276371099127336,2.0759121529544258,2.3999336134574576,1.9062499999999998,2.031249999999999,1.5985167999999998,1.3809205928042618,0.8646751065097313,1.3546931668016997,3.07,2.990000000000001,2.8654163199999996,2.926903321642383,1.951992233197204,3.131958698806477,2.296949404761905,2.5965625000000006,2.1479330400000003,1.6904962469071745,1.347175852301171,1.3844380618393228
1997-11-30,POMKH,2.9075,1.9166666666666667,3.45,3.315,1.05,2.875,3.275,2.19,2.76,1.667142857142857,2.6713750000000003,2.7331250000000002,2.520061952,2.2271358619973607,2.4910347782801217,2.8251498555976693,2.3575000000000004,2.450833333333333,2.168240810666667,2.329504778264476,1.9375170559767882,2.3855481694351335,3.6850000000000005,3.8325,3.4093839360000002,3.560840557058364,2.7553173025003783,3.518495274099397,3.9412499999999997,3.9112500000000017,3.369079488,2.9913985464509447,3.504840868887193,3.7451852505047496,1.4325,1.5474999999999999,1.314740736,1.6420792034885199,0.9223178805887775,1.0996694640982514,2.7975,2.8875,2.643707008,2.357889867020298,2.402091347535509,2.3226386811545483,3.6325000000000003,3.7137500000000006,3.406920896,1.3516898236134665,3.378827084571484,3.805005611855094,2.0143750000000002,1.848749999999999,1.8351100799999998,1.4992614730533422,1.4120967780012827,2.3400895141238274,3.0675,3.0875000000000012,2.8232497919999995,2.8763771400380196,2.6809931481646037,2.654664181855037,2.2646577380952384,2.396205357142857,1.955616966857143,1.2557194094811073,1.6607497441949222,2.3678488136543496
1998-02-28,POMRB,3.2440000000000007,2.9133333333333336,4.24,5.51,1.475,3.465,4.655,2.865,3.41,3.0316666666666667,2.7736250000000005,2.5728750000000002,2.8096371712000003,2.7342926537132346,3.3012154902742283,2.9577256176785554,2.23875,2.4466666666666668,2.4662778197333335,2.4182588526782083,2.595172110796452,2.3180436313685213,3.7875000000000005,3.71,3.7416303616000004,3.5489682194708667,4.334565150044822,4.448440401446667,4.254375,3.7450000000000014,4.2254476927999995,3.1565695443285424,5.073981006885123,4.9644406897658655,1.434375,1.5137499999999997,1.3788444416,1.6357874451061256,1.725604104163243,1.1428892877664738,3.0479166666666666,2.76125,2.9722242048,2.36622606343996,3.2593719513222257,3.3508966602554335,3.65875,3.6012500000000003,3.9061525376,1.7424481584504046,4.6361998240329205,4.391283167497026,2.14625,1.9637499999999992,2.2470660479999998,1.8148123213919491,2.7037126152384676,1.8843213493956552,3.15,3.052500000000001,3.0579498752,3.06087296407023,3.358299433992217,3.0587245173326822,2.3540550595238097,2.1976934523809524,2.3860368467809527,2.2810977211222703,2.6439688802657235,2.6356166312234963
1998-05-31,PREMON,3.7980000000000014,2.5766666666666667,4.94,6.555,2.14,3.925,4.555,2.535,4.11,3.911428571428572,2.700437500000001,2.7698750000000008,3.2049823027200004,3.5820480214817656,4.010679810192004,3.5735474661725704,2.1858333333333335,2.268333333333333,2.510433358506667,2.4468411691011682,3.771647229856286,3.1630066115139335,3.84875,3.66,4.220978216960001,3.5371355295977263,4.720539847900447,4.538117139442114,4.28875,4.137500000000001,5.15726861568,3.532869447393967,5.884248660243367,5.680652078414951,1.5112500000000002,1.3512499999999996,1.6833066649600001,1.6960048722415142,3.0601322254863867,3.4767058809772116,3.1345833333333335,2.8337499999999998,3.35333452288,2.374591735449059,3.749245479369114,3.68062011234127,3.5193749999999997,3.6637500000000003,4.1656915225599995,2.119243630446231,5.494956091806044,5.189879370601956,2.05625,2.0649999999999995,2.3622396288,2.024863535447364,3.086455809010583,2.469418346903853,3.175,3.082500000000001,3.47876992512,3.4187330123915243,4.6243115442326115,3.639359477809456,2.313452380952381,2.3316220238095244,2.9961935366400008,3.916330121199325,4.290911296665717,3.8045544727638325
