Date,Season,Guma,Rayagada,Kashinagara,Nuagada,R.udaygiri,Mohana,Parlakhemundi,Guma_Trend,Guma_SMA,Guma_EWMA,Guma_DES,Guma_TES,Guma_ARIMA,Rayagada_Trend,Rayagada_SMA,Rayagada_EWMA,Rayagada_DES,Rayagada_TES,Rayagada_ARIMA,Kashinagara_Trend,Kashinagara_SMA,Kashinagara_EWMA,Kashinagara_DES,Kashinagara_TES,Kashinagara_ARIMA,Nuagada_Trend,Nuagada_SMA,Nuagada_EWMA,Nuagada_DES,Nuagada_TES,Nuagada_ARIMA,R.udaygiri_Trend,R.udaygiri_SMA,R.udaygiri_EWMA,R.udaygiri_DES,R.udaygiri_TES,R.udaygiri_ARIMA,Mohana_Trend,Mohana_SMA,Mohana_EWMA,Mohana_DES,Mohana_TES,Mohana_ARIMA,Parlakhemundi_Trend,Parlakhemundi_SMA,Parlakhemundi_EWMA,Parlakhemundi_DES,Parlakhemundi_TES,Parlakhemundi_ARIMA
1998-08-31,MONSOON,8.924999999999997,4.036666666666666,1.8,1.76,8.04,4.2283333333333335,2.7575,8.045,9.828750000000001,9.623446339584,9.462548884027012,9.021887423372572,8.561113762161591,4.9554166666666655,5.073333333333332,4.931960710826667,5.1023068913789995,4.4552276389756775,3.013689447910033,2.523125,2.7681250000000013,2.738250920448,2.2349706533524385,2.5243418674977773,2.3691483855486073,3.1393750000000002,3.29,3.011410112,3.2071657830087505,1.1664724574833194,1.0000314045530614,7.7524999999999995,8.16875,8.232349773312,8.218489182931354,6.99274314394593,6.862548690494711,4.775208333333334,5.219583333333334,5.016962062677335,4.738529453952844,3.3443079173306796,3.373544071028871,3.7381249999999997,3.9537500000000008,3.7753769262079997,3.6394924502507116,2.51287068216601,3.208138949232223
1998-11-30,POMKH,2.82,4.5,1.34,2.105,5.75,3.7366666666666655,2.7350000000000003,7.7749999999999995,8.10125,6.902067803750399,9.408260753283113,9.778544377862106,9.589354423524512,4.724583333333333,5.0683333333333325,4.759176426496,5.087541964767973,4.136993189371212,0.763595025918177,2.5428124999999997,2.4706250000000014,2.1789505522688,1.9265480957751486,2.3466959319627567,2.7667860372174586,3.1400000000000006,3.20875,2.6488460672,2.5112600852062426,2.5139909641606373,2.310005517599173,7.889374999999999,7.758749999999999,7.2394098639872,6.854887990663142,6.348517501268306,7.644307198481917,4.712083333333333,5.044166666666667,4.504843904273067,3.991610700847578,3.795729577914803,4.407154471988596,3.5362500000000003,3.8643750000000012,3.3592261557247998,3.4238954367779666,2.818599655004244,2.9429079177853676
1999-02-28,POMRB,9.64,4.55,2.7,3.415,7.51,4.043333333333334,3.56,7.588125,7.9887500000000005,7.99724068225024,9.39239593332608,9.625499282453633,9.984629323466569,4.590416666666666,4.842499999999999,4.6755058558976,5.0728197647971465,4.600896759859797,2.789907862937332,2.46125,2.575625000000002,2.38737033136128,1.941638898125617,2.06234336900773,2.8530359371226104,3.1793750000000003,3.07,2.95530764032,2.66509307717046,3.740493453461589,3.59045395234383,8.135,7.746249999999999,7.34764591839232,6.924031993908153,7.74776197876441,7.69602092745402,5.113333333333333,4.5062500000000005,4.320239675897174,3.7196734639539972,5.3849475083485885,5.171920259656158,3.4778125,3.6118750000000013,3.4395356934348795,3.478798975007579,3.9893413362110195,3.7879598883024332
1999-05-31,PREMON,8.86,5.34,4.2,5.5600000000000005,10.83,7.663333333333334,4.79,8.3271875,7.561249999999999,8.342344409350144,9.372284210693524,10.47711344661628,10.621249158389304,4.573333333333333,4.6066666666666665,4.941303513538561,5.058140170984553,5.327504293087795,1.3144640031295782,2.4825,2.510000000000002,3.112422198816768,2.286626205128931,3.6625248400473844,4.523747874845642,3.1959375000000003,3.21,3.9971845841920004,3.9659464025773543,5.026924148101433,4.8043832661264805,8.3409375,8.032499999999999,8.740587551035393,9.152386427628548,9.768188007490323,9.012320601257532,5.3815625,4.917916666666667,5.657477138871638,5.923672865928133,7.021659293183974,5.886073960176331,3.498984375,3.460625000000001,3.9797214160609276,3.9224498898672815,5.679714833994897,4.995763859579033
1999-08-31,MONSOON,9.14,3.9066666666666654,1.41,1.515,8.86,5.791666666666668,2.895,9.069374999999999,7.615,8.661406645610086,9.353874781046411,8.502949955385173,8.681294113166631,4.657083333333333,4.574166666666667,4.527448774789803,5.043503050544783,4.455227638974318,3.006631215771781,2.6037500000000002,2.412500000000002,2.4314533192900605,2.0510304936395714,1.8111904967031385,2.3562825764334923,3.2956250000000002,3.14875,3.0043107505152,3.0020600665340704,1.5779620753837658,1.4408615465063377,8.43125,8.237499999999999,8.788352530621236,9.589770315618514,7.136469516697263,7.363965545054372,5.687916666666667,5.30875,5.71115294998965,6.435368454157183,3.3647149855316973,4.238878930941345,3.5438020833333335,3.495000000000001,3.5458328496365565,3.7113578381199046,2.3301048891148595,2.8660786952830177
1999-11-30,POMKH,8.5175,4.493333333333333,1.9,2.4825,6.5775000000000015,4.319166666666667,2.766875,9.463125,9.039375,8.603843987366051,9.332105774963695,7.831725403747946,7.329468807120673,4.745833333333334,4.5725,4.513802598207215,5.028908289193788,4.136993189367975,0.6722644341017812,2.6937499999999996,2.552500000000002,2.2188719915740363,1.94463400978949,1.6193227536791066,2.1369192946280733,3.1831250000000004,3.243125,2.79558645030912,2.6981667663966076,2.3097907170284655,2.1496117729712116,8.29375,8.444374999999999,7.904011518372743,8.345834150086283,6.5686102845747545,7.415217885036869,5.922791666666667,5.454375000000001,5.154358436660457,5.7258428802204095,4.067984387841014,4.7875977747789795,3.682135416666666,3.502968750000001,3.234249709781934,3.462116051099354,2.686379882511855,2.9246688615416407
2000-02-29,POMRB,9.88,5.226666666666667,3.11,3.835,7.4049999999999985,5.911666666666666,3.8866666666666654,9.824375,9.099375,9.114306392419632,9.318109475253957,9.548247343439224,9.89548587310028,4.785833333333334,4.741666666666666,4.798948225590996,5.014355764979951,4.600896759856463,2.854163305197216,2.6487499999999997,2.655000000000002,2.5753231949444215,2.1078321781941716,1.9107115558537582,3.0912437741371415,3.0193749999999997,3.3481250000000005,3.2113518701854717,3.149436475491065,3.6161287022785493,3.4282990755563243,7.998125,8.418125,7.7044069110236455,7.8136474859973415,8.036444615457484,8.027914792407104,5.635999999999999,5.921458333333334,5.457281728662941,6.02858192451651,5.7078428137197195,5.104475035212692,3.6530729166666664,3.5846354166666674,3.4952164925358264,3.5843051317636467,3.8830198579575392,3.738893656210367
2000-05-31,PREMON,11.77,5.373333333333334,4.51,4.24,9.835,7.673999999999999,5.57,10.185937500000001,9.826875000000001,10.17658383545178,9.314827957429344,10.073165037285314,10.171461774314727,4.845416666666667,4.75,5.0287022686879315,4.999845353173551,5.327504293094238,1.7721818281793955,2.5725000000000002,2.7325000000000017,3.349193916966653,2.5735988463940416,3.6187752283732246,4.2979728253492,3.0765625,3.018125,3.6228111221112833,3.7407115749196875,5.4306635782202175,5.176870361403373,7.968437500000001,8.169375,8.556644146614188,8.907049532945019,10.01241507411061,9.696167664178635,5.480062499999999,5.924125,6.343969037197764,7.319179086441475,7.5968123286322085,7.01258066708248,3.5200260416666667,3.779635416666668,4.325129895521496,4.244733725168924,5.641729806744367,5.045583329310723
2000-08-31,MONSOON,9.12,4.193333333333333,0.74,1.525,7.49,3.4866666666666664,1.8825,10.799999999999999,9.821875,9.753950301271068,9.29679354175517,8.757264308854747,8.796799155731048,4.849166666666667,4.821666666666667,4.694554694546092,4.985376926246348,4.455227638981242,2.6899673980572025,2.5925000000000002,2.5650000000000017,2.3055163501799916,2.2261636732592898,1.6747958369627924,2.0098740403320425,3.160625,3.020625,2.7836866732667698,2.852311029013287,1.5435158516322574,1.461821503162182,8.34625,7.826875000000001,8.129986487968512,8.30184588600254,7.240760145160623,7.808870804845723,5.5876666666666654,5.347874999999999,5.201048088985325,5.636173251681508,3.8477284155919236,4.660538979658635,3.4898958333333328,3.5265104166666683,3.3480779373128975,3.6615279235196114,2.4212185321336266,3.1292434211892086
2000-11-30,POMKH,11.43,4.683333333333334,1.96,2.93,7.71,5.376666666666666,2.715,10.897499999999999,10.55,10.42437018076264,9.291834870636558,8.090383776927158,7.630792562280438,4.842083333333334,4.8691666666666675,4.690066150060988,4.970950369833542,4.136993189379041,1.1229816544087685,2.6062499999999997,2.5800000000000014,2.167309810107995,2.1515902953831665,1.578036115271742,2.2796858783229994,3.354375,3.1325,2.842212003960062,2.8220551733309094,2.4118602641865885,2.3131804932137436,8.36875,8.110000000000001,7.961991892781107,7.9426903369853585,6.50642054383851,7.175115714376068,5.611958333333333,5.612249999999999,5.271295520057862,5.4151938419033305,4.095917816913781,3.8704776156482135,3.4228125,3.513541666666668,3.0948467623877383,3.3775325554203035,2.603315454979849,2.555554239626569
2001-02-28,POMRB,11.88,5.066666666666666,3.21,4.06,9.295,5.715,3.6975,10.4846875,11.05,11.006622108457584,9.28950182308488,9.887925835805559,9.890850877653182,4.780416666666667,4.8291666666666675,4.84070635670326,4.956565562315724,4.600896759870274,2.6595132348189403,2.8387499999999997,2.6050000000000013,2.584385886064797,2.347896366039152,2.117144919650805,3.129017428630462,3.5681249999999998,3.1887499999999998,3.329327202376037,3.385834243499604,3.7617962308505524,3.614869512820117,8.0525,8.582500000000001,8.495195135668663,8.649276144104387,8.109162053338459,7.995004116191012,5.581666666666666,5.563083333333332,5.448777312034717,5.482711905735565,5.903829649947069,5.663905076048326,3.3996874999999998,3.466250000000002,3.335908057432643,3.431911586566934,3.804877908814501,3.7544238763666247
2001-05-31,PREMON,10.55,5.476666666666668,4.52,5.565,8.125,8.065,5.2225,10.056875,10.745000000000001,10.823973265074551,9.279811721300474,10.808089028138808,10.50219294219449,4.654166666666667,4.855,5.095090480688623,4.942222382994695,5.327504293105737,1.7980996523523494,3.0462499999999997,2.6075000000000013,3.3586315316388777,2.8247899176619518,3.7792298948011904,4.45312530841005,3.558125,3.52,4.223596321425623,4.66953787812709,4.76337180474356,4.53688175527435,7.66875,8.155000000000001,8.347117081401198,8.47233977370123,10.290344338154311,10.06114051482072,5.2960416666666665,5.660833333333333,6.4952663872208305,7.0431523941041085,7.728707380165107,7.101821237562528,3.3962499999999998,3.3793750000000014,4.090544834459585,3.9798060316667514,5.546065356674923,5.093238207267189
2001-08-31,MONSOON,7.0375,3.5966666666666662,2.59,1.91,6.67,2.853333333333333,2.045,9.850625,10.224375000000002,9.30938395904473,9.250544324241,9.123493664209022,8.862702986924822,4.554583333333333,4.705833333333334,4.4957209550798405,4.927920701630412,4.455227638994234,2.747824942989804,3.065,3.070000000000001,3.0511789189833265,2.86501230968427,1.4590002453869357,1.6432272662761969,3.4075,3.61625,3.298157792855373,3.7703339906374587,1.6641240072457033,1.4758635063303989,7.056875000000001,7.950000000000001,7.676270248840718,7.461134530760332,7.294207755967035,7.815887009807453,5.053541666666666,5.5024999999999995,5.038493165665832,5.062367407974696,4.021916477242005,4.587980868934562,3.3473958333333336,3.4200000000000013,3.2723269006757514,3.4713047324900645,2.2858080799495495,2.748652925697153
2001-11-30,POMKH,10.09,4.27,1.77,2.465,5.46,3.725,2.525,9.264375,9.889375000000003,9.62163037542684,9.238533923733039,8.962720252419064,8.419202229125998,4.510833333333333,4.602500000000001,4.4054325730479045,4.913660409038559,4.1369931893834115,0.6340701872017712,3.1637499999999994,3.022500000000001,2.538707351389996,2.714813046503747,2.0490643103782884,2.1868854101044346,3.3406249999999997,3.5,2.9648946757132237,3.2520819585986462,2.8622421331309575,2.642547187155751,7.0356250000000005,7.387500000000001,6.789762149304431,6.0976305303871605,6.461236393764281,7.2192055524775665,4.918333333333333,5.089583333333334,4.513095899399499,4.1125409992181305,4.1382963136370225,3.9782657714872736,3.3607291666666668,3.3725000000000014,2.973396140405451,3.157653471964971,2.514922786687341,2.642770758830415
2002-02-28,POMRB,11.57,4.683333333333334,3.55,3.3200000000000003,6.65,5.426666666666666,3.4966666666666666,7.924687500000001,9.811875000000002,10.400978225256104,9.234934446579711,10.362278050107227,10.242267377098049,4.614583333333332,4.506666666666668,4.516592877162076,4.899441384339113,4.6008967598686725,2.7159779055691393,3.3637500000000005,3.107500000000001,2.9432244108339973,2.9415890998872025,2.7004145812785785,3.157751026667005,3.305625,3.3150000000000004,3.1069368054279343,3.2498953981647287,4.0392960867237795,3.821216045860599,7.173125000000001,6.72625,6.733857289582659,5.925641303537492,7.815004905738514,7.831623884279952,5.033333333333333,5.0175,4.878524206306366,4.506415132919462,5.669693669976492,5.099010565310031,3.342604166666667,3.322291666666668,3.1827043509099373,3.1884118169229105,3.700449040620331,3.681503362570691
2002-05-31,PREMON,6.17,5.51,4.97,5.77,10.6,7.271666666666667,5.53,6.232500000000001,8.716875000000002,8.708586935153662,9.201166010563465,10.76741582503346,10.509169103306185,5.569166666666667,4.515000000000001,4.913955726297246,4.885263509876684,5.327504293098597,1.4695813768412016,3.69125,3.2200000000000006,3.753934646500398,3.4676176086707593,4.310853545041658,4.436157643040522,3.5006250000000003,3.36625,4.17216208325676,4.54206438635977,5.278584053311874,5.074775995098144,7.15625,7.345000000000001,8.280314373749595,8.422683211082179,9.730724479822594,9.08665948873663,5.334999999999999,4.819166666666668,5.835781190450486,6.072770996348744,7.4857249106632855,7.175314763123723,3.429583333333333,3.399166666666668,4.121622610545963,3.885948502123384,5.426421432161307,5.048169328356346
2002-08-31,MONSOON,0.7,4.3933333333333335,3.74,1.425,5.295,4.566666666666666,1.5925,5.2790625,7.132500000000002,5.505152161092197,9.13689343471398,8.45756736062139,8.53768175044772,6.50875,4.714166666666667,4.70570676911168,4.871126658274449,4.455227638987576,3.0181249491187065,3.8925,3.507500000000001,3.748360787900239,3.6990764072172357,2.1187427630872575,2.290342860588861,3.894375,3.245,3.073297249954056,3.3714172929076347,1.8402074765171794,1.7100690674675036,7.574375,7.001250000000001,7.086188624249758,7.082718289861503,7.077264317170213,7.382427386416408,5.603541666666667,5.247500000000001,5.328135380936958,5.5681241402935955,3.689101703148057,3.9928245819361163,3.756041666666667,3.2860416666666676,3.1099735663275774,3.2777441373103344,2.2335782410519247,2.7164655572898257
2002-11-30,POMKH,2.89,11.11,3.24,4.51,6.7,4.425,3.6733333333333333,5.3343750000000005,5.332500000000002,4.459091296655318,9.085110240889843,8.647012501673599,8.714360691704915,6.517708333333333,6.424166666666667,7.267424061467008,4.857030744266119,4.1369931893882645,1.0272576510582903,4.04625,3.875000000000001,3.545016472740144,3.789986963265615,2.5604359991413994,2.082378497580762,4.168125,3.7562500000000005,3.6479783499724334,3.9283337510319956,2.628318389172904,2.4945738400885813,7.829999999999999,7.311250000000001,6.931713174549854,6.833033875681318,6.11352248098038,6.558365595560017,5.866666666666667,5.422500000000001,4.966881228562174,5.018384280993447,4.1394688412930485,4.552857461091918,4.020208333333334,3.5731250000000006,3.33531747312988,3.370472861501294,2.3995202199120165,2.474189119109525
2003-02-28,POMRB,11.142500000000002,5.359999999999999,3.69,4.425000000000002,8.755,6.875,4.96,6.5043750000000005,5.225625000000003,7.132454777993191,9.079773609200796,9.654348085795078,10.448280904462836,6.4054166666666665,6.593333333333334,6.504454436880204,4.842975596160353,4.600896759972355,7.531640027926153,4.0375,3.910000000000001,3.603009883644086,3.949274735288328,3.695734112576705,3.2923519562381873,4.281875,4.032500000000001,3.9587870099834603,4.32565773708318,3.7422944170831154,3.4620005518460535,7.83125,7.837500000000002,7.661027904729913,7.920739242519556,7.646579386269343,7.463614901900465,5.939791666666666,5.784583333333335,5.730128737137305,6.097404385970169,5.78493394328092,5.422830037051466,4.243645833333333,3.938958333333334,3.9851904838779277,3.8746767979211243,3.7844958754955282,4.016892359581206
2003-05-31,PREMON,7.04,4.905,6.06,6.855,10.54,7.928333333333334,6.18,7.974375,5.443125000000002,7.095472866795914,9.051546566950682,8.806061635387277,9.829597628270859,5.420625,6.4420833333333345,5.864672662128122,4.82896111859691,5.327504293212057,-1.6221788330542968,3.60875,4.182500000000001,4.585805930186451,4.606584548207119,5.204681463296542,4.628542942699494,3.8562500000000006,4.303750000000001,5.117272205990076,5.932019911619576,5.763625160319895,5.406224117886733,7.5625,7.822500000000002,8.812616742837948,9.900658428499032,9.819019523118541,9.385641823669369,5.680208333333334,5.948750000000001,6.609410575615716,7.604737886770175,7.818562410915592,7.743187708900396,4.1163541666666665,4.101458333333333,4.863114290326756,4.749852492494561,5.728154467776058,5.604590499165681
2003-08-31,MONSOON,9.19,4.1000000000000005,2.58,1.25,5.365,4.495,2.73,8.301562500000001,7.565625000000002,7.933283720077548,9.035517214927657,5.941730410075258,7.311692313484684,4.585625,6.368750000000001,5.158803597276873,4.814987192389906,4.455227639092294,4.875693622893649,3.8425000000000002,3.8925000000000005,3.7834835581118704,4.455561638359195,3.3246368282814465,2.6514085169507324,3.256875,4.260000000000001,3.5703633235940457,4.27765544485116,1.8409147277740816,1.5132118936834338,7.173958333333333,7.840000000000002,7.433570045702769,8.055523925621094,7.148813535068163,7.182886002114277,5.211666666666667,5.930833333333335,5.7636463453694295,6.465038488788876,4.0747969750964925,4.373094542571378,3.661875,4.385833333333333,4.009868574196053,4.402003515633175,2.5902765883602803,2.7367123650811926
2003-11-30,POMKH,6.16,3.5250000000000004,0.97,1.28,4.48,2.42,1.5175,8.81625,8.383125000000001,7.223970232046529,9.002629040494552,7.123880312090006,7.8029605511177484,4.725625,4.472500000000002,4.505282158366124,4.801053701174697,4.136993189488744,-0.5794301896269162,4.26125,3.3250000000000006,2.658090134867122,3.9236131089995885,3.2140750967847618,2.620065149822525,2.92,3.452500000000001,2.6542179941564275,2.9490535377197875,3.9580456647697577,3.6518532048871215,6.794166666666667,7.285000000000001,6.252142027421662,6.083415934891876,6.1848967576128375,6.658003047029318,4.7325,5.429583333333334,4.426187807221657,4.347760375450318,4.45051014305889,4.552489282816677,3.2590625,3.8468750000000003,3.012921144517632,3.6575328462023293,2.8794487630739143,3.0513248657854852
2004-02-29,POMRB,10.49,6.2650000000000015,7.83,2.8600000000000003,7.866666666666667,5.131666666666667,3.48,8.45125,8.220000000000002,8.530382139227918,8.994166151304476,9.914341898332006,10.544648630093018,4.676666666666668,4.698750000000002,5.2091692950196755,4.787160542094922,4.600896759963241,3.06594085523949,4.035,4.36,4.7268540809202735,4.881862661427842,3.690142648737491,3.354991223796822,2.848125,3.061250000000001,2.7365307964938568,2.7031764096277358,4.133751088692377,3.9784641410929567,6.679375,7.062916666666668,6.897951883119664,6.677248685751701,7.459206284122055,7.419349500499612,4.478125000000001,4.993750000000001,4.70837935099966,4.407552769073262,5.717933996561139,4.95875726265253,3.0278125,3.4768749999999997,3.199752686710579,3.5829695035812197,3.8484347097905,3.475783007312918
2004-05-31,PREMON,11.81,5.12,5.27,5.725,8.39,5.838333333333334,4.4375,7.9350000000000005,9.412500000000003,9.84222928353675,8.993211339460855,8.335962299826996,9.434941631092109,4.680208333333333,4.752500000000002,5.173501577011805,4.7733075818511255,5.32750429321602,2.389643797567086,4.10875,4.1625000000000005,4.944112448552164,5.2422205982462105,6.084953961923327,5.046069283285893,3.03125,2.7787500000000014,3.931918477896314,4.028044753533861,6.279147929606112,6.180032127354718,7.0827083333333345,6.525416666666668,7.494771129871799,7.557147522647176,9.55249234092847,9.230209519058128,4.7787500000000005,4.471250000000001,5.16036094393313,4.992189733208605,7.477939033616012,7.144518806912739,3.17,3.04125,3.6948516120263477,3.8230930181923988,5.548420809520897,5.213865554721338
