Date,Season,Jaitaran,Bali,Desuri,Sojat,Marwar Junction,Rani,Pali,Rohat,Raipur,Sumerpur,Jaitaran_Trend,Jaitaran_SMA,Jaitaran_EWMA,Jaitaran_DES,Jaitaran_TES,Jaitaran_ARIMA,Bali_Trend,Bali_SMA,Bali_EWMA,Bali_DES,Bali_TES,Bali_ARIMA,Desuri_Trend,Desuri_SMA,Desuri_EWMA,Desuri_DES,Desuri_TES,Desuri_ARIMA,Sojat_Trend,Sojat_SMA,Sojat_EWMA,Sojat_DES,Sojat_TES,Sojat_ARIMA,Marwar Junction_Trend,Marwar Junction_SMA,Marwar Junction_EWMA,Marwar Junction_DES,Marwar Junction_TES,Marwar Junction_ARIMA,Rani_Trend,Rani_SMA,Rani_EWMA,Rani_DES,Rani_TES,Rani_ARIMA,Pali_Trend,Pali_SMA,Pali_EWMA,Pali_DES,Pali_TES,Pali_ARIMA,Rohat_Trend,Rohat_SMA,Rohat_EWMA,Rohat_DES,Rohat_TES,Rohat_ARIMA,Raipur_Trend,Raipur_SMA,Raipur_EWMA,Raipur_DES,Raipur_TES,Raipur_ARIMA,Sumerpur_Trend,Sumerpur_SMA,Sumerpur_EWMA,Sumerpur_DES,Sumerpur_TES,Sumerpur_ARIMA
1998-08-31,MONSOON,14.31,15.45,12.05,11.83,12.42590909090909,13.72125,2.6425000000000005,4.3,11.601666666666668,4.350769230769231,14.041666666666668,13.367083333333332,13.520636027904,13.470486572082205,11.973906172955639,13.022357999709069,13.255562500000002,13.098250000000004,13.9402791923712,12.973646871530923,9.72127817492607,11.054576176941225,11.013125,9.17875,9.979178153984,10.212183745159006,8.632261561646539,8.764172766311049,10.5778125,9.511249999999999,9.954104886784,9.712688529289743,9.108661132251285,8.86579206116534,12.308634178321679,12.308634178321679,12.686850477567999,12.360658057889678,12.44033325438111,12.108322316096285,14.8390625,14.889062500000001,13.913536694015999,14.876265656570105,9.916023177158257,12.306328814463965,3.855684523809524,3.6083928571428574,3.6381247378651427,4.495514045545572,1.71058016842668,1.8791868157083333,5.425624999999999,5.391250000000001,5.2640603392,5.320156459587257,5.507821291747498,6.763902995600361,11.47529761904762,10.997559523809525,11.170395078139125,10.776352164654282,9.414366442880546,9.81012959922174,5.401076923076924,5.646846153846153,5.398153203161128,5.632693250076612,5.164499515316623,5.2845118944037335
1998-11-30,POMKH,14.21,9.858,12.96,11.368,10.42125,16.67,3.68125,4.72,9.865,5.16769230769231,14.847499999999998,13.974583333333332,13.796381616742401,13.70007683436649,13.098905662680796,13.398678662982775,13.637833333333333,13.424750000000005,12.30736751542272,12.00248162828549,12.664132562334252,13.15843970804102,12.32875,10.42125,11.1715068923904,11.334537482300247,8.51446844752855,9.097052729701343,11.77525,10.235125,10.5196629320704,10.15818959526419,10.00736941531145,9.711987328863417,12.308634178321679,12.308634178321679,11.7806102865408,11.416724337882602,10.634397669479643,9.974525724431185,15.600937499999999,15.086562500000001,15.0161220164096,16.38185734451189,13.775454580138243,14.371219070719851,4.343623511904762,3.692455357142857,3.6553748427190857,4.42299431089995,2.723395135938821,3.4329054611134855,5.439375,5.308750000000001,5.04643620352,5.154769973991336,5.152120022657348,3.994142887104994,12.217142857142857,10.948809523809524,10.648237046883475,10.611150341458048,10.136714419384008,9.718921627439103,5.566820512820512,5.3905,5.3059688449736,5.498767508808104,4.96550730064661,4.6434075527032626
1999-02-28,POMRB,16.08,10.0125,13.005,13.024000000000001,12.105454545454545,16.875,5.093333333333334,6.8,14.753333333333332,5.8261538461538445,15.78725,14.108749999999997,14.70982897004544,14.381895055934326,14.227689655393036,13.635648369996616,13.797729166666667,13.086375000000004,11.389420509253632,11.366216980946154,14.217630191150922,11.703760406712842,13.274375000000001,11.605,11.90490413543424,12.328152537136303,9.869649846847379,10.394017833212914,12.722750000000001,10.9205,11.521397759242241,10.949096686366758,10.461769623474284,10.17048132405653,12.308634178321677,12.308634178321679,11.910547990106298,11.569580689053206,12.350267989747097,11.481863689706827,16.87453125,14.591562499999998,15.75967320984576,17.660266538661922,17.109885137165783,16.097179876668395,4.926302083333333,4.0189136904761895,4.230558238964785,4.474185679101019,4.609451082156928,4.629469943565326,5.33,5.5425,5.747861722112,5.48358942484687,6.076881162195723,5.619535634664938,12.50875,12.001785714285713,12.290275561463417,11.504174954800042,11.158770915218414,10.560199613320133,5.901266025641025,5.411653846153845,5.514042845445697,5.580929624937326,5.6556576563812255,4.823313211553855
1999-05-31,PREMON,17.744999999999994,21.436666666666667,14.195,14.298000000000002,14.281923076923077,19.175,7.25625,5.525,13.509999999999998,7.543333333333332,16.256749999999997,15.586249999999994,15.92389738202726,15.335803908478171,16.03635059029601,14.349374729769226,13.821666666666667,14.189291666666671,15.408318972218847,14.276096754514159,15.477715036689537,13.623570441188525,13.853124999999999,13.0525,12.820942481260545,13.564536550462364,11.466253124532498,11.639543658615436,13.2029375,12.63,12.632038655545344,11.876043520156893,11.450722239145032,10.979620266797962,12.308634178321677,12.308634178321679,12.85909802483301,12.556794039987265,13.809537256043486,13.371208452009554,17.21375,16.6103125,17.125803925907455,19.429878197362218,16.747890269427348,18.103672261606626,5.465052083333334,4.668333333333333,5.440834943378871,4.701184194669359,6.664621297977443,6.130919600713407,5.315,5.33625,5.6587170332672,5.458081292898577,5.424314124879874,5.720671488787321,12.501624999999997,12.4325,12.77816533687805,11.951803264908497,13.92430091331527,12.89783755919251,6.27625,5.7219871794871775,6.325759040600751,6.108509480289527,6.744775174535104,5.80971364498269
1999-08-31,MONSOON,15.918,12.3175,13.825,12.572,12.42590909090909,15.835,4.70625,4.25,12.211666666666664,5.785,16.445249999999998,15.988249999999994,15.921538429216357,15.525656632831124,14.432488874748197,15.34071257382112,14.902166666666668,13.406166666666671,14.17199138333131,13.639278776627954,13.419401284201975,15.573884774841847,14.68625,13.49625,13.222565488756327,14.442951280994116,14.045498775300068,13.891694444461539,13.736125000000001,12.8155,12.608023193327206,12.040384355629795,11.882058118534523,11.922945173596151,12.308634178321679,12.308634178321679,12.68582245126344,12.357847030231836,12.440333642617832,12.112684724876006,17.958750000000002,17.13875,16.609482355544472,19.632307342569945,12.53848896904368,14.255245044537023,5.947447916666667,5.184270833333333,5.147000966027322,4.696681361639732,3.5487268784230808,3.6476164986254216,5.369375000000001,5.3237499999999995,5.09523021996032,5.158303742490003,5.135618793732809,5.1902332773975095,11.718874999999999,12.584999999999999,12.551565868793496,12.034753365192026,11.110402744997247,12.394885928778898,6.6910817307692305,6.08054487179487,6.10945542436045,6.012528729697094,5.331575007945938,6.493828533931977
1999-11-30,POMKH,16.357999999999997,13.182000000000002,15.815,14.4675,10.42125,17.27,5.927500000000001,4.65,9.198,6.7333333333333325,16.712124999999997,16.525249999999993,16.096123057529812,15.784767881908683,15.291270021456391,15.509236228917105,14.803333333333335,14.23716666666667,13.775994829998787,13.446292491667718,10.97630930072869,10.230128923198382,15.688749999999999,14.209999999999999,14.259539293253797,15.788608039965007,13.616487941496999,13.986417922191897,13.8105625,13.590375,13.351813915996324,12.700090691770875,12.360541391752474,12.078687265974077,12.308634178321679,12.308634178321679,11.779993470758065,11.415107207589726,10.634397780458645,9.970331393993973,18.881874999999997,17.28875,16.873689413326684,20.023570913707594,16.18474710420057,18.120038080372588,6.210625,5.745833333333334,5.459200579616393,4.794261787877853,4.698687243937945,4.701870502146015,5.485625000000001,5.30625,4.917138131976192,5.014112543636215,4.966879094150276,4.228105184442857,11.361107142857142,12.418249999999999,11.210139521276098,11.469218393785246,11.515548878837418,10.511573358689711,6.946770833333333,6.471955128205125,6.359006587949604,6.201234304535982,5.5968722335882095,5.835062837826607
2000-02-29,POMRB,15.44,15.3325,16.815,14.189999999999998,12.105454545454545,22.235,6.7062500000000025,7.305,9.158333333333333,7.5791666666666675,17.06525,16.365249999999993,15.833673834517887,15.720188849240124,16.40616870230269,15.75700067180396,14.0418125,15.567166666666669,14.398596897999273,13.942662698005888,14.288690685160638,12.731031278637536,16.511875,15.1625,15.28172357595228,17.20394813768779,13.649384738868363,14.627458075633378,13.5743125,13.881875,13.687088349597794,13.089412116091651,13.098591891674834,12.745416141637401,12.308634178321677,12.308634178321679,11.910177900636658,11.568650385014095,12.350268021470884,11.48619069166388,19.433125,18.62875,19.01821364799601,21.869421572520746,18.770984089292234,19.67898214958595,6.26125,6.149062500000001,5.958020347769837,4.94846659949887,6.749459883220725,6.02523049249467,5.593125000000001,5.4325,5.872282879185716,5.485627648614828,6.076051960530198,5.999100120207559,11.481005952380952,11.019499999999999,10.389417046098991,11.012493735235424,11.940072438566604,11.736679288925144,7.095902777777777,6.9102083333333315,6.84707061943643,6.568757645143353,6.629344112331168,6.684533899798016
2000-05-31,PREMON,20.52,15.325999999999999,18.405,13.7275,14.281923076923077,21.2,7.74875,5.95,16.242857142857144,7.835833333333331,17.11675,17.058999999999994,17.708204300710733,17.07235696839468,17.332692227033455,15.66446610567133,14.321625,14.0395,14.769558138799564,14.289153458168512,20.719603819045105,19.643528655377636,16.6303125,16.215000000000003,16.53103414557137,18.86100154703838,15.017297291780478,15.880765429520302,13.095937499999998,13.739249999999998,13.703253009758676,13.233601971467257,13.799036061984998,13.13259471833942,12.308634178321677,12.308634178321679,12.858875971151225,12.556258853917845,13.809537265111855,13.36715983733594,19.875,19.135,19.890928188797606,22.97506658170047,19.598205809249368,17.705741438789325,6.1921875,6.272187500000001,6.6743122086619024,5.176485537157539,8.484208086593783,7.3503309105594745,5.663125,5.53875,5.903369727511429,5.553003267684179,5.470582857928391,5.839719608072491,11.832583333333334,11.702714285714285,12.730793084802253,12.134429168876098,12.843257146143927,11.153126085218975,7.29469017094017,6.983333333333332,7.24257570499519,6.905602853108176,8.004009114921205,7.889837889667434
2000-08-31,MONSOON,15.968,12.336,16.2,11.2525,12.42590909090909,18.22,4.61875,4.6850000000000005,10.438,6.685555555555558,17.351583333333334,17.071499999999993,17.01212258042644,16.8010567069929,16.19162616736552,17.08181451550707,14.6695625,14.044125,13.796134883279738,13.653878614082672,11.748996859175424,12.128167141890994,16.656250000000004,16.808750000000003,16.39862048734282,19.354028956045454,16.047480610439955,17.132574419409032,12.8675,13.409374999999997,12.722951805855207,12.627161560428418,13.54507194202693,13.268849963909954,12.308634178321679,12.308634178321679,12.685689219054371,12.35753914795157,12.44033364521006,12.117034503657193,19.670624999999998,19.731250000000003,19.222556913278563,22.677581723933933,15.256793977451181,18.17266146633505,6.151138392857144,6.250312500000001,5.852087325197141,5.124615697353253,4.5615707996746675,4.177775452891525,5.115625,5.647500000000001,5.416021836506858,5.3273192850270545,5.147484495805056,4.960385556056516,12.989113095238096,11.259297619047619,11.813675850881351,11.808008465875806,11.143296324152777,10.966205971176624,7.883512286324787,7.208472222222221,7.0197676452193365,6.836792836022209,6.236594773952994,6.869141772520625
2000-11-30,POMKH,16.72,15.402000000000001,14.3875,11.96,10.42125,18.42,5.4625,4.775,13.784285714285714,7.423076923076922,17.300541666666668,17.161999999999992,16.89527354825586,16.811062101751503,16.51547555838397,16.75668948316503,14.596499999999999,14.599124999999997,14.438480929967842,14.108786075328156,10.980320190509554,11.224707116522994,16.67125,16.451875000000005,15.594172292405691,18.885955779286974,17.11711422977731,17.91195422136646,12.823229166666666,12.782499999999999,12.417771083513124,12.39885569751175,13.287099189120445,12.637072128886429,12.308634178321679,12.308634178321679,11.779913531432623,11.414930088819416,10.634397781199644,9.966136961813923,19.115625,20.018750000000004,18.901534147967137,22.211114623519006,18.61627106508613,21.20258681936109,6.167537202380952,6.134062500000001,5.696252395118284,5.1473858402641826,5.042626449881093,4.916229770014123,4.458125,5.678750000000001,5.159613101904116,5.172394249937179,5.164021736422203,4.566028672972854,13.333964285714286,12.405869047619047,12.601919796243097,12.25017192873231,11.020795050866681,10.6559452097134,8.57559561965812,7.380908119658118,7.181091356362371,6.987786833632113,6.5002562996868445,6.762437511289808
2001-02-28,POMRB,16.956666666666667,15.896,18.450000000000006,14.87,12.105454545454545,19.45,6.8428571428571425,2.8,13.824285714285715,11.6,17.009666666666668,17.54116666666666,16.919830795620186,16.883511658222368,17.360518140702474,16.74597976411193,14.064750000000002,14.739999999999998,15.021488557980707,14.573223438228807,14.914880107238698,14.678664076509412,16.3334375,16.860625000000006,16.73650337544342,19.61718778461015,16.481472156515387,17.276848920368852,12.591145833333332,12.9525,13.398662650107873,13.070116567131977,13.135156764694308,12.400861033696904,12.308634178321677,12.308634178321679,11.910129937041392,11.568548491982872,12.350268021682702,11.490507930556532,18.0625,19.322500000000005,19.120920488780282,21.94568204519078,21.09126323167629,20.98080222262858,6.163266369047619,6.168214285714285,6.154894294213827,5.283189590553802,6.6016407946833215,5.8738735973998715,4.246875,4.552500000000001,4.215767861142469,4.6186972470318395,6.461585085296667,6.503171855569237,12.942607142857144,13.572357142857143,13.090866163460145,12.609144586934603,12.92935289407669,11.717744585174792,8.920726495726495,8.386116452991452,8.948654813817422,8.235605722487232,7.454449676160545,7.438047611066361
2001-05-31,PREMON,18.595,14.178,16.89,12.693333333333333,14.281923076923077,19.545,7.743333333333332,5.195,14.335714285714285,9.351666666666668,16.70733333333333,17.05991666666666,17.58989847737211,17.387361560542406,18.463037674338334,16.807479534685147,12.977500000000003,14.452999999999998,14.684093134788425,14.394454231942381,19.47615645474824,18.16527296608798,16.3634375,16.481875000000006,16.79790202526605,19.55720659130767,17.67953537042111,18.579525548437665,12.265583333333334,12.693958333333333,13.116530923398058,12.92367732666481,13.973505932144521,13.090235195081435,12.308634178321677,12.308634178321679,12.858847192994066,12.556200236811407,13.809537265172404,13.363100389190377,17.32125,18.908750000000005,19.29055229326817,21.606506296772935,20.442200649084022,20.052279487903625,6.091860119047619,6.166860119047618,6.79026990986163,5.482531657560091,8.509293163133266,7.502359976945794,4.070625,4.363750000000001,4.607460716685482,4.716127162994903,4.494559985916982,3.5715479253349542,12.694821428571428,13.095571428571429,13.5888054123618,13.000910298078427,14.906394071594407,15.470845876167763,9.179166666666667,8.765074786324785,9.10985955495712,8.529165076309285,10.000038783223369,11.156846711330195
2001-08-31,MONSOON,15.565999999999999,9.23,15.0125,10.43,12.42590909090909,11.45,4.59,3.75,9.214285714285714,7.93076923076923,16.655666666666665,16.95941666666666,16.780339086423265,16.91919680389476,16.36569893170602,17.32925867855892,11.3505625,13.676499999999997,12.502455880873054,12.815232049933037,12.258545012717036,11.039887188818867,16.439687499999998,16.185000000000006,16.08374121515963,18.690098569099483,15.787021095769074,16.975562731211625,11.511333333333333,12.488333333333333,12.041918554038833,12.171335130819106,13.379736550722782,12.935052867089937,12.308634178321679,12.308634178321679,12.685671952160074,12.357505426654578,12.44033364522737,12.12137303481882,17.415,17.216250000000006,16.1543313759609,18.568837498432192,15.585257796300443,18.131469186440505,5.931659226190475,6.159672619047617,5.910161945916978,5.402459987830119,4.56811371039111,4.250593182974842,4.468125,4.130000000000001,4.264476430011289,4.474172845459921,4.102333955568364,4.426815420671494,12.620892857142858,12.789642857142857,11.838997533131366,12.238700148748094,12.046821862330397,12.062122746098812,9.014166666666666,9.076378205128202,8.638223425281964,8.35517888524692,8.056679085189211,8.526068761757346
2001-11-30,POMKH,14.703333333333333,9.81,15.815,10.178,10.42125,19.26,4.92,4.3,13.025714285714285,8.245384615384616,16.608375000000002,16.455249999999992,15.949536785187293,16.341481191936506,16.50924705812457,16.814561733283846,10.566625,12.278499999999998,11.425473528523831,11.877188209759153,11.029747507129311,11.983310704737221,16.4321875,16.541875000000005,15.976244729095779,18.06032765347132,14.950595681298793,15.875668148513599,10.696083333333334,12.042833333333332,11.2963511324233,11.564521393504787,12.91219233954886,12.16059525589614,12.308634178321679,12.308634178321679,11.779903171296045,11.414910689604069,10.63439778120459,9.961942439341492,18.450625000000002,17.426250000000007,17.39659882557654,18.436747420524547,16.840130365974563,18.07636110860523,5.795282738095238,6.024047619047618,5.514097167550187,5.356622244996966,5.027714619251892,4.987349216229262,4.485625,4.01125,4.2786858580067735,4.407685109700442,4.157114318374754,4.13289101664644,12.741904761904761,12.599999999999998,12.313684234164533,12.43276286706765,11.303011346795085,10.28129290316265,8.768201121794872,9.281955128205126,8.481087901323026,8.314553853379776,8.109706309999906,7.8728474771145995
