Date,Season,Jaitaran,Bali,Desuri,Sojat,Marwar Junction,Rani,Pali,Rohat,Raipur,Sumerpur,Jaitaran_Trend,Jaitaran_SMA,Jaitaran_EWMA,Jaitaran_DES,Jaitaran_TES,Jaitaran_ARIMA,Bali_Trend,Bali_SMA,Bali_EWMA,Bali_DES,Bali_TES,Bali_ARIMA,Desuri_Trend,Desuri_SMA,Desuri_EWMA,Desuri_DES,Desuri_TES,Desuri_ARIMA,Sojat_Trend,Sojat_SMA,Sojat_EWMA,Sojat_DES,Sojat_TES,Sojat_ARIMA,Marwar Junction_Trend,Marwar Junction_SMA,Marwar Junction_EWMA,Marwar Junction_DES,Marwar Junction_TES,Marwar Junction_ARIMA,Rani_Trend,Rani_SMA,Rani_EWMA,Rani_DES,Rani_TES,Rani_ARIMA,Pali_Trend,Pali_SMA,Pali_EWMA,Pali_DES,Pali_TES,Pali_ARIMA,Rohat_Trend,Rohat_SMA,Rohat_EWMA,Rohat_DES,Rohat_TES,Rohat_ARIMA,Raipur_Trend,Raipur_SMA,Raipur_EWMA,Raipur_DES,Raipur_TES,Raipur_ARIMA,Sumerpur_Trend,Sumerpur_SMA,Sumerpur_EWMA,Sumerpur_DES,Sumerpur_TES,Sumerpur_ARIMA
1996-02-29,POMRB,15.176666666666668,9.974,8.27,11.71,12.105454545454545,16.735,5.348333333333333,6.05,10.04,7.317142857142858,,,15.176666666666668,14.258218563921549,13.896340632379992,0.0,,,9.974,9.935721903917894,9.389074521109963,0.0,,,8.27,8.389542928635809,8.275555621223411,0.0,,,11.71,10.750446485112237,9.934832120175047,0.0,,,12.105454545454545,12.363678931341745,12.242976827450489,0.0,,,16.735,7.815469229243642,14.766062708638973,0.0,,,5.348333333333333,5.0193937408885265,5.0548423403581735,0.0,,,6.05,5.844000402442301,6.464630227983206,0.0,,,10.04,9.955330511706652,9.564589847823376,0.0,,,7.317142857142858,6.927005594486178,6.839651275634776,0.0
1996-05-31,PREMON,18.62,10.342,9.18,10.47,14.281923076923077,10.4,6.51625,4.925,10.264,8.106923076923076,,,16.554000000000002,15.486935489976329,15.525979921293331,15.17659059482421,,,10.1212,10.012374237414061,12.471591741995953,9.97393534165712,,,8.634,8.931055694106352,9.301722388438103,8.269952684918731,,,11.214000000000002,10.638436869959936,10.741549064086156,11.151513194220309,,,12.976041958041957,13.013623527076799,13.778867653273577,9.541257215461533,,,14.200999999999999,5.628338166878307,15.844155663880079,16.734678401273964,,,5.8155,5.138791256863282,6.994272734077473,3.7581148697046105,,,5.6,5.605279446706541,5.3812758616389,3.5035736690202586,,,10.1296,10.043741552577373,11.41909979587858,7.0186950159497705,,,7.633054945054945,7.2396421107366375,8.041252813104643,7.076158673201056
1996-08-31,MONSOON,9.88,7.044,8.68,5.96,12.42590909090909,10.58,2.144285714285714,6.8,8.651999999999997,5.567692307692307,12.728333333333335,,13.884400000000001,13.972526802890679,14.355716353449592,16.99599984737788,9.1375,,8.89032,9.09720896883485,6.55769064932561,10.234018549965281,8.90625,,8.6524,9.189668926715118,8.723358931452484,8.755167685213284,10.146875000000001,,9.112400000000001,9.26705645310154,10.370351867075744,10.766753192999882,12.308634178321679,,12.75598881118881,12.620652271650135,12.431566615456138,11.185652393894964,11.868749999999999,,12.752599999999997,4.871831096537633,8.349940920149715,13.300941016966535,4.446949404761905,,4.347014285714286,4.884030978770823,3.2281317174315474,4.739242017287905,5.8149999999999995,,6.08,5.832309019620435,4.6877384808134845,3.373213820127627,9.097571428571428,,9.538559999999999,9.77615938777733,8.388834301593167,8.96513506722417,6.629546703296704,,6.806909890109891,6.7747776317424,6.359520354656426,7.817189049190699
1996-11-30,POMKH,9.85,8.34,9.18,12.0725,10.42125,12.05,3.8516666666666666,5.31,8.195714285714287,5.92,11.643124999999998,13.381666666666668,12.27064,12.864025864779451,13.34873171585101,14.19611424424513,9.86125,8.925,8.670192,8.835628352098706,6.253711200421891,8.209914883677387,9.2125,8.8275,8.86344,9.523168249469409,8.541363638937682,8.724840263330071,10.249375,10.053125,10.29644,10.043299109187979,9.490262158852241,8.86493200271602,12.308634178321679,12.308634178321679,11.822093286713287,11.566294022077019,10.631891691096142,10.078177975452416,12.273125,12.44125,12.471559999999998,5.236803008769342,11.71975024283944,12.156610847067553,4.495952380952381,4.465133928571428,4.148875238095238,4.792941247948852,3.015552291125732,3.0301616372308087,5.834375,5.771249999999999,5.772,5.68078859252945,5.697496663741345,4.957563385834803,9.177785714285713,9.287928571428571,9.001421714285714,9.468409003778223,8.549194602554355,8.898331929488489,6.408356643356643,6.727939560439561,6.452145934065934,6.533178708774148,6.1685531845971475,5.482811685178713
1997-02-28,POMRB,9.95,11.674,8.9,12.46,12.105454545454545,12.155,5.202857142857141,6.4,8.517142857142856,6.53,11.6625,12.075000000000001,11.342384,12.086225830642306,13.03471625956713,12.721007297950475,10.4305,9.350000000000001,9.8717152,9.631570076083904,10.042915564123438,9.171719835268728,9.571250000000001,8.985,8.878064000000002,9.656564854220868,8.3891774616883,8.615736376578592,10.40625,10.240625,11.161864000000001,10.705907933682237,10.270512746470274,9.923120271041086,12.308634178321677,12.308634178321679,11.93543779020979,11.655625259455178,12.349551645922249,11.057240099825023,13.208749999999998,11.29625,12.344935999999999,5.966626152407393,14.711305608636557,13.173341689391382,4.7677604166666665,4.4287648809523805,4.570467999999999,4.82205749938766,4.827601570219365,4.903544224712837,5.71,5.85875,6.023200000000001,5.802903897188728,6.629305323564784,5.617797358199066,9.611440476190475,8.907214285714286,8.807710171428571,9.291725571494572,9.54736949029784,9.379702136736713,6.215118735431236,6.531153846153846,6.48328756043956,6.523940106641424,6.693551734089198,5.8225150338002125
1997-05-31,PREMON,15.165,14.432000000000002,11.0,10.54,14.281923076923077,18.215,7.053750000000001,4.73,12.428571428571427,7.124545454545455,12.355,11.21125,12.8714304,12.957409564973807,13.29816937490752,11.848289513779505,10.515,10.372500000000002,11.69582912,11.000551587765727,12.7991713563854,10.985944143212933,9.553749999999999,9.44,9.726838400000002,10.430580776181035,9.476777230832202,9.225609550026205,10.104375,10.258125,10.913118400000002,10.626836450776592,11.181964364017135,10.693294500860585,12.308634178321677,12.308634178321679,12.874031904895105,12.606293830907706,13.809332486330076,12.80712657952213,13.646249999999998,13.250000000000002,14.6929616,8.87406850815381,13.955800726373532,10.976744815977025,4.909047619047619,4.563139880952381,5.5637808,5.002857605176094,6.816737071017241,6.037512254513536,5.5775,5.81,5.505920000000001,5.53063989726103,5.588166677571016,4.834146574099734,10.007559523809523,9.448357142857144,10.256054674285714,9.971003192445792,10.962123638516927,9.220504706728772,6.178812645687646,6.285559440559441,6.7397907180819185,6.679237408693327,7.660273105165767,6.592395270616089
1997-08-31,MONSOON,13.49,7.507999999999999,9.73,7.1450000000000005,12.42590909090909,10.25,3.78125,6.0,9.956666666666667,5.004166666666666,13.295416666666668,12.11375,13.11885824,13.129023765514278,11.74381576829291,12.854149310628719,10.503,10.488500000000002,10.020697472,9.92713244256217,9.255066003341902,10.634006102294672,9.32625,9.702499999999999,9.72810304,10.624379094561608,9.354653905694022,9.547756949994596,9.3821875,10.554375,9.405871040000001,9.59822826633913,10.71476598197582,10.615198376715739,12.308634178321679,12.308634178321679,12.694782779300699,12.3863233104866,12.440275108385979,12.014915477018763,14.962500000000002,13.167500000000002,12.915776959999999,9.014517525652778,9.644225309419001,13.551879414075703,4.668794642857143,4.972380952380952,4.85076848,4.895883549099547,3.485269902441998,2.7756675729857836,5.478125,5.609999999999999,5.703552,5.598826951701725,5.134929670677659,6.083732870388371,10.493630952380952,9.77452380952381,10.136299471238095,9.991787939491745,8.69754132007533,8.763976733850745,6.114389568764568,6.14467803030303,6.045541097515818,6.214240683927108,5.7581866725386694,5.92226530918532
1997-11-30,POMKH,11.78,8.552,7.99,8.4725,10.42125,15.88,3.345,5.05,10.060000000000002,6.19307692307692,13.578333333333333,12.59625,12.583314944,12.782751763159947,12.6841832937545,13.043350522871707,10.788625,10.541500000000003,9.433218483200001,9.480435254217348,8.44681718335196,8.440987346400972,8.923124999999999,9.405,9.032861824000001,10.117429201380999,9.673457992711294,9.884424136290274,8.725,9.654375,9.032522624,9.24750323406217,10.051626127541638,9.546314408967088,12.308634178321679,12.308634178321679,11.785369667580419,11.43148906541315,10.634381048217136,10.069681163144445,14.910625,14.125000000000004,14.101466175999999,11.118592004871221,12.425226858377476,12.831502362513993,4.192477678571429,4.845714285714285,4.248461088,4.761600031127425,4.111493843589075,4.579457613618558,5.6137500000000005,5.545,5.4421312,5.442955646035732,5.488325747950384,4.709832797698866,10.666488095238096,10.240595238095239,10.105779682742858,10.029914649171074,9.148794508323974,9.165521452458632,5.9130136946386935,6.2129472610722605,6.104555427740259,6.2005100938330875,5.581072480534726,4.956379062442612
1998-02-28,POMRB,15.543333333333333,11.366,8.27,10.2825,12.105454545454545,18.855,3.7875,5.865,10.541428571428574,5.741538461538463,13.264583333333333,13.994583333333331,13.767322299733333,13.567642177192441,13.182218659045564,12.671009414222551,12.1055,10.464500000000003,10.20633108992,9.993665967793284,11.25217157360438,10.421057996281899,8.88875,9.2475,8.727717094399999,9.687633451758204,8.867229518565452,9.076446163913472,8.925625,9.11,9.5325135744,9.516700676619216,9.748065648449515,9.19989358355756,12.308634178321677,12.308634178321679,11.913403618730069,11.57807455359742,12.35026323849352,11.561728494489179,14.45515625,15.800000000000004,16.002879705599998,14.167258897009175,15.953444183060466,16.084184471173664,3.750736607142857,4.491875,4.0640766528,4.675490699247174,4.949309363349731,4.806031276208121,5.60375,5.411250000000001,5.61127872,5.501303889742468,6.428209112695439,5.859059777380482,10.791934523809525,10.746666666666668,10.280039238217144,10.160995720120075,10.516349929727983,9.834646321637475,5.7285208333333335,6.0158318764568754,5.95934864125954,6.067499596452063,6.421381889269514,6.176713803452576
1998-05-31,PREMON,11.835,17.025,8.405000000000001,7.46,14.281923076923077,11.1,4.658571428571428,6.35,11.787142857142856,6.302000000000001,13.670833333333334,13.162083333333333,12.994393379840002,13.116561618551467,15.150126949064092,13.513502627173198,13.261500000000002,11.112750000000002,12.933798653952,12.016540502696673,13.355221444154655,12.1847258719357,9.8,8.59875,8.59863025664,9.318440566551034,10.26640294930964,9.926216480094974,9.8731875,8.34,8.70350814464,8.899560762049964,10.183311580349029,9.492414008462273,12.308634178321677,12.308634178321679,12.860811402007272,12.561680397337659,13.809535897878874,13.375244887037464,14.9878125,14.021250000000002,14.041727823359999,14.17295058067605,17.215776121538973,14.640133109468046,3.650424107142857,3.893080357142857,4.301874563108571,4.669183902820247,6.004055202859949,5.695401072360459,5.35,5.816250000000001,5.906767232,5.652990992952226,5.2167540094505895,4.47294849741879,10.973184523809524,10.586309523809526,10.882880685787429,10.52588420611495,12.239330218366206,11.83304417841048,5.518673076923077,5.810195512820512,6.096409184755725,6.123622541249862,7.198932457126411,5.761230327008874
