Date,Season,Gaugaha,Chirgawan,Bhathat,Pipraich,Kauri Ram,Bansgaon,Barhalganj,Campierganj,Khajani,Pali,Sahjanawa,Jangal Kodia,Brahmpur,Uruwa,Gaugaha_Trend,Gaugaha_SMA,Gaugaha_EWMA,Gaugaha_DES,Gaugaha_TES,Gaugaha_ARIMA,Chirgawan_Trend,Chirgawan_SMA,Chirgawan_EWMA,Chirgawan_DES,Chirgawan_TES,Bhathat_Trend,Bhathat_SMA,Bhathat_EWMA,Bhathat_DES,Bhathat_TES,Bhathat_ARIMA,Pipraich_Trend,Pipraich_SMA,Pipraich_EWMA,Pipraich_DES,Pipraich_TES,Pipraich_ARIMA,Kauri Ram_Trend,Kauri Ram_SMA,Kauri Ram_EWMA,Kauri Ram_DES,Kauri Ram_TES,Kauri Ram_ARIMA,Bansgaon_SMA,Bansgaon_EWMA,Bansgaon_TES,Bansgaon_ARIMA,Barhalganj_Trend,Barhalganj_SMA,Barhalganj_EWMA,Barhalganj_DES,Barhalganj_TES,Barhalganj_ARIMA,Campierganj_Trend,Campierganj_SMA,Campierganj_EWMA,Campierganj_DES,Campierganj_TES,Campierganj_ARIMA,Khajani_Trend,Khajani_SMA,Khajani_EWMA,Khajani_DES,Khajani_TES,Khajani_ARIMA,Pali_Trend,Pali_SMA,Pali_EWMA,Pali_DES,Pali_TES,Pali_ARIMA,Sahjanawa_Trend,Sahjanawa_SMA,Sahjanawa_EWMA,Sahjanawa_DES,Sahjanawa_TES,Sahjanawa_ARIMA,Jangal Kodia_Trend,Jangal Kodia_SMA,Jangal Kodia_EWMA,Jangal Kodia_DES,Jangal Kodia_TES,Jangal Kodia_ARIMA,Brahmpur_Trend,Brahmpur_SMA,Brahmpur_EWMA,Brahmpur_DES,Brahmpur_TES,Brahmpur_ARIMA,Uruwa_Trend,Uruwa_SMA,Uruwa_EWMA,Uruwa_DES,Uruwa_TES,Uruwa_ARIMA
1996-02-29,POMRB,5.15,4.825,1.62,2.42,6.29,4.87,3.83,3.13,5.92,5.348333333333333,4.61,4.47,3.96,4.08,,,5.15,6.282758065726131,5.15,0.0,,,4.825,5.5415295217433025,4.824244354078789,,,1.62,4.019863682752587,1.7462500000000003,0.0,,,2.42,4.131674448363072,2.1508153014105744,0.0,,,6.29,8.405341541210174,5.445151509251814,0.0,,4.87,4.87,0.0,,,3.83,2.9402069793385883,3.5268246130707706,0.0,,,3.13,2.413587675992122,2.6224079389624966,0.0,,,5.92,5.673282712209884,5.978194813779384,0.0,,,5.348333333333333,5.019393696123689,5.054838016943178,0.0,,,4.61,5.820098599019165,4.854375,0.0,,,4.47,4.41819077200368,3.967505837805958,0.0,,,3.96,4.913696172248805,4.221585084904274,0.0,,,4.08,6.024797764637275,3.961035514653089,0.0
1996-05-31,PREMON,5.83,5.24,3.19,3.415,7.53,,4.71,3.89,6.7,6.51625,5.33,5.12,4.53,5.19,,,5.422000000000001,6.820259216378434,5.83,2.278539869655221e-22,,,4.991,5.877218539228531,5.333779238963267,,,2.248,5.745212606251624,3.410325484764543,5.2905104495920714e-08,,,2.818,5.11857843320153,3.6655758320443192,1.0086902863149712,,,6.7860000000000005,9.472226968071398,6.926666170847585,2.2028684208664426,,,,,,,4.182,3.070735705573209,5.1197399558095045,1.8986996767675532,,,3.434,2.415264658126111,4.015037749499518,1.5211892719949094,,,6.232,5.742648524331151,7.4797394098580305,2.1791577913042928,,,5.8155,5.138791323512742,6.99427204564086,3.7594695413478085,,,4.898,6.407653457617471,5.774072022160665,-1.0395531068407164,,,4.73,4.420607401737266,5.514426847565234,1.1034142524515138,,,4.188000000000001,5.371414502959555,4.553702172905669,1.7457479470211048,,,4.524,7.073149170441683,5.335457196061677,1.819577204834566
1996-08-31,MONSOON,4.5,3.765,1.09,1.265,2.21,4.206666666666667,1.15,0.79,5.3,2.144285714285714,2.9,2.85,5.05,2.17,4.8500000000000005,,5.0532,6.532819166062858,4.499999999999999,5.892319175565584e-23,4.526875,,4.5006,5.583206544533857,3.6530493789638623,2.24875,,1.7848000000000002,4.09755289405752,1.3748304858771798,1.0417733366854144e-07,2.19125,,2.1968,4.394951769952023,1.290623069704322,1.2138754806162175,4.81625,,4.9556000000000004,7.725636282821996,3.9161090440164137,2.126471707434526,,4.604666666666667,4.206666666666667,2.4334112716709337,3.1887499999999998,,2.9692000000000003,2.4586828612306197,1.682330288870674,2.553324641924858,2.2075,,2.3764000000000003,2.4074551790356784,1.5371393796931088,2.047385839987741,5.8412500000000005,,5.8591999999999995,5.463515666140491,4.554089445413741,1.9249543843739194,4.446949404761905,,4.347014285714286,4.884030938362537,3.2281336451214235,4.740534774840946,4.168749999999999,,4.0988,5.667188352622355,3.501166887915225,-1.5132821025344092,4.03625,,3.978,4.202698683087313,3.6569856298878127,1.055825511503984,4.31875,,4.5328,5.871218636961274,4.376778522742452,2.0782405080167043,3.63,,3.5824,6.314031582222857,2.578653243652579,2.5242595804649333
1996-11-30,POMKH,4.42,4.33,2.54,1.75,4.43,4.525,3.02,1.29,5.36,3.8516666666666666,3.88,3.79,3.465,3.09,4.7325,4.975,4.79992,6.091637925937293,4.42,5.545428041940785e-23,4.514374999999999,4.540000000000001,4.432360000000001,5.4262277448809675,4.074075547544225,2.39,2.1100000000000003,2.08688,3.6468360807195013,2.863131420899525,1.9223299809180827e-08,2.17,2.2125,2.01808,3.7322310599990693,1.8537243840474824,0.5025499998459568,4.47375,5.115,4.74536,6.887995356016763,4.659801238703146,1.4139977969183306,,4.5728,4.525,1.1808854679192966,3.21,3.1774999999999998,2.9895200000000006,2.3631986380835284,2.4340309422735746,1.750339870958934,2.08875,2.275,1.9418400000000002,2.4012076911980267,2.1232804624760484,1.2385443516199186,5.890000000000001,5.82,5.65952,5.262706609406943,4.8538474039728285,3.10227559950508,4.495952380952381,4.465133928571428,4.148875238095238,4.792941199329879,3.015554965580519,3.029773466759343,4.16125,4.180000000000001,4.011279999999999,5.284773729844101,4.598469761040292,-2.470186292306158,4.00125,4.0575,3.9028,4.0911229444257,3.380637647991292,1.2550030663329474,4.395,4.25125,4.1056799999999996,5.461836428230904,3.7621551693203297,3.042847708790481,3.6462499999999998,3.6325,3.38544,5.744275167772787,2.9818970086918712,2.007813405178781
1997-02-28,POMRB,4.15,4.72,2.73,2.25,3.9,4.87,3.92,2.59,6.09,5.202857142857141,4.52,4.3,4.5,4.06,4.79,4.725,4.5399519999999995,5.508749687068705,5.15,5.149999922874325,4.476875000000001,4.513750000000001,4.547416,5.363975511068726,4.897307474473485,2.5087499999999996,2.3875,2.344128,3.2753827590033135,1.8793105448523675,1.6199999988990037,2.195,2.17,2.110848,3.2891179978063416,2.1501740733500956,2.3934358572838654,4.916250000000001,4.5175,4.407216,5.860042881829685,5.457612796994681,6.101414892022602,4.617916666666667,4.69168,4.87,4.315344266142277,3.2824999999999998,3.1999999999999997,3.3617120000000007,2.5160497116376437,3.5163322138516073,3.7056399094726533,2.3237500000000004,2.1399999999999997,2.201104,2.3989618686830037,2.2926427679430694,2.614749006206842,6.0875,5.862500000000001,5.831712,5.315958063013465,6.077162203091064,5.775432294660513,4.7677604166666665,4.4287648809523805,4.570467999999999,4.822057509994042,4.827604580090046,4.901988967204135,4.49625,4.157500000000001,4.214767999999999,5.147727958055107,5.332168086748485,4.509555966299838,4.2925,4.015000000000001,4.06168,4.0399391612742885,3.9445874579078004,4.14140178653086,4.395,4.3862499999999995,4.263408,5.4149854098337356,4.10038678475504,3.8922223000674117,3.8925,3.6275,3.655264,5.4883747380929355,3.879090621996008,3.7656243424687657
1997-05-31,PREMON,5.89,5.245,3.21,3.415,7.18,,4.79,3.48,6.92,7.053750000000001,5.36,5.01,4.6000000000000005,5.34,4.856249999999999,4.74,5.079971199999999,5.6993021865875315,5.713656509695291,5.82999991269074,4.5181249999999995,4.515000000000001,4.8264496,5.450055594478272,5.359508259690301,2.62,2.3925000000000005,2.6904768,3.3362043839144615,3.6906342874634657,3.5407918968811054,2.193125,2.17,2.6325088,3.461181828008278,3.6163242288963993,3.1319398151949365,5.63,4.43,5.5163296,6.326769360562369,6.92633297890454,6.316961970070856,,,,,3.3674999999999997,3.2199999999999998,3.9330272000000006,2.8887625403493518,5.1291699076687305,4.586942860480777,2.835,2.0374999999999996,2.7126624,2.399447048149109,3.6273961879844556,3.23462647691456,6.3637500000000005,5.917500000000001,6.267027199999999,5.626461665815739,7.595681976343962,6.532412861572741,4.909047619047619,4.563139880952381,5.5637808,5.002857755400778,6.81673924681584,6.036152018701922,4.992500000000001,4.165000000000001,4.6728608,5.344663380138411,6.034932817242221,5.259123929990444,4.57625,3.9875,4.441008,4.066969018001588,5.476935220196703,4.619655068879922,4.521875,4.40375,4.3980448,5.333219373494744,4.637542337104023,4.673082229502205,4.28125,3.665,4.3291584,5.714179761317064,5.269033406597773,4.764543837819708
1997-08-31,MONSOON,4.9,3.46,2.02,1.465,6.1,4.206666666666667,1.65,3.08,6.66,3.78125,5.55,5.29,4.98,3.99,4.9475,4.84,5.007982719999999,5.437649063486318,4.393092594439882,4.499999932608632,4.6325,4.438750000000001,4.27986976,4.907487011079738,3.673268056055587,2.575,2.6250000000000004,2.42228608,2.4237596062233555,1.5490530916667409,0.9738608252637838,2.098125,2.2199999999999998,2.16550528,2.6070378688371534,1.2555079584258497,1.327462075474458,6.164999999999999,5.4025,5.74979776,6.28234739726744,3.9138347274472083,2.4302218454341293,4.452083333333333,4.497674666666667,4.87,3.8204997468863726,3.3375000000000004,3.3449999999999998,3.0198163200000003,2.5404021557278145,1.705750565336727,1.2418903201918163,3.1412500000000003,2.6099999999999994,2.85959744,2.3987070301418303,1.1433426710676433,0.8414213978188527,6.52125,6.257500000000001,6.424216319999999,5.860663650464389,4.694899371081774,5.239693797883787,4.668794642857143,4.972380952380952,4.85076848,4.895883667082633,3.485272856031276,2.7771322977706516,5.2675,4.8275000000000015,5.02371648,5.565501352903184,3.605993007118152,2.8387522365023687,4.5490625,4.597499999999999,4.7806048,4.126610458013656,3.6123096754973396,2.652090436874054,4.670000000000001,4.3862499999999995,4.63082688,5.36379346187535,4.812589327125281,4.936821955138714,4.47875,4.119999999999999,4.19349504,5.265390571792204,2.5664572658169975,2.24783116332878
1997-11-30,POMKH,4.55,4.965,2.5,1.535,6.25,4.525,3.2,3.09,6.21,3.345,5.2,3.62,4.55,4.38,5.02,4.8725000000000005,4.824789632,5.064774794967764,4.362941583344989,4.419999933806702,4.493125,4.5975,4.5539218560000005,4.9077464453327195,4.0078421145097165,2.5375,2.615,2.453371648,2.2787903376267433,3.1952277088408456,2.779177588858945,2.005625,2.16625,1.913303168,1.9976485959168897,1.8860934285012445,1.7379904985392622,6.5225,5.8575,5.949878655999999,6.296161093645649,4.678142650710817,6.025379113199761,4.531666666666667,4.5086048000000005,4.12949215143121,3.212650000741054,3.2487500000000002,3.3899999999999997,3.0918897920000004,2.587468515175993,2.5519318836731317,3.1123964604808276,3.2475,3.0599999999999996,2.951758464,2.398000723636996,2.4683168906867987,2.2416284774487,6.5975,6.4700000000000015,6.338529791999999,5.957622392987976,5.286016012012448,5.737653445975161,4.192477678571429,4.845714285714285,4.248461088,4.761600103391309,4.111496732814949,4.579027776708756,5.42625,5.1575000000000015,5.094229888,5.570522454193471,5.0616014498272435,3.1797699742918586,4.623125,4.555,4.31636288,4.022772726598645,3.5821501527349446,4.1267279847118346,4.71625,4.6575,4.598496128,5.166428069929457,3.640948741713887,3.3306440967606123,4.538749999999999,4.442499999999999,4.268097024,4.992925316504539,3.4287817012728343,3.6038285401864387
1998-02-28,POMRB,4.75,5.0,2.41,1.7049999999999998,6.36,4.87,3.5,3.24,6.5,3.7875,5.4,4.2525,4.6,4.35,4.964583333333334,5.022500000000001,4.7948737792,4.846031737044862,4.690142295486179,4.483733597701233,4.386875,4.6675,4.7323531136,4.923520675136861,5.017481261174632,2.50125,2.535,2.4360229888,2.2061038754148186,2.880892239248084,2.296288183389451,1.9668750000000002,2.03,1.8299819008,1.6727038887307653,2.1115417643483085,2.120706017304154,6.2631250000000005,6.4725,6.1139271936,6.346929756363534,5.485557098512388,5.014321206226793,4.617916666666668,4.65316288,4.486490294477994,4.308434424781889,3.18,3.2849999999999997,3.2551338752000003,2.717099985321494,3.6465441286596008,3.8771433392359467,2.9525,3.2224999999999997,3.0670550784,2.397756086116243,3.0382219460141595,3.239646399022365,6.1525,6.5725000000000025,6.4031178751999995,6.127565842180813,6.609183004997753,6.0466149317508755,3.750736607142857,4.491875,4.0640766528,4.675490755604465,4.9493126751797485,4.805078502198242,5.125,5.377500000000002,5.2165379328,5.621374712042299,5.915847216975838,4.452630177108954,4.293125000000001,4.543125,4.290817728,3.989717717874239,4.109289492092276,4.032549182913017,4.285,4.682499999999999,4.5990976768,4.990618931173825,4.486617555748617,4.746723529753124,4.1925,4.515,4.3008582144,4.73515251192966,4.5372288841985355,4.31713835153921
1998-05-31,PREMON,5.87,3.85,3.23,3.22,7.58,,4.5,3.68,7.12,4.658571428571428,5.75,5.65,4.87,5.53,4.867916666666667,5.017500000000001,5.2249242675200005,5.151454985135969,5.870971856056749,5.8699759228848025,4.36125,4.3187500000000005,4.37941186816,4.563056943012008,5.522168271886823,2.4887500000000005,2.54,2.75361379328,2.9108803376582597,3.5210388646156616,3.2438321231856806,1.9975,1.98125,2.3859891404800004,2.234327289152562,3.4323512144870394,3.0568044242593335,5.64875,6.5725,6.700356316160001,6.9001066546068115,6.967284264674307,7.669901533066373,,,,,3.12875,3.2125000000000004,3.75308032512,3.0869725949362756,5.150303771264602,4.504421148978056,2.4324999999999997,3.2725,3.3122330470400003,2.3988579420614795,4.346662992945911,3.620224963810678,5.4,6.622500000000002,6.6898707251200005,6.455473850660734,8.09854258322222,6.840941444758475,3.650424107142857,3.893080357142857,4.301874563108571,4.669183988714744,6.004057705898502,5.694166463156273,4.57875,5.475000000000002,5.42992275968,5.782617503184941,6.730965797553461,5.107383103300432,3.815625,4.703125,4.8344906368,4.101904347258856,5.620611698973837,4.837583983172391,3.54875,4.749999999999999,4.707458606079999,4.9436261098880525,4.765395624863845,4.574528932790434,3.46375,4.5625,4.79251492864,5.0116825072504145,5.834929811344932,5.138432384092617
