Date,Season,Gaurnagar,Pecharthal,Kumarghat,Panisagar,Dasda,Damcherra,Gaurnagar_Trend,Gaurnagar_SMA,Gaurnagar_EWMA,Gaurnagar_DES,Gaurnagar_TES,Gaurnagar_ARIMA,Pecharthal_Trend,Pecharthal_SMA,Pecharthal_EWMA,Pecharthal_DES,Pecharthal_TES,Pecharthal_ARIMA,Kumarghat_Trend,Kumarghat_SMA,Kumarghat_EWMA,Kumarghat_DES,Kumarghat_TES,Kumarghat_ARIMA,Panisagar_Trend,Panisagar_SMA,Panisagar_EWMA,Panisagar_DES,Panisagar_TES,Panisagar_ARIMA,Dasda_Trend,Dasda_SMA,Dasda_EWMA,Dasda_DES,Dasda_TES,Dasda_ARIMA,Damcherra_Trend,Damcherra_SMA,Damcherra_EWMA,Damcherra_DES,Damcherra_TES,Damcherra_ARIMA
1996-02-29,POMRB,3.75,5.844666666666668,4.13,3.3689583333333326,3.415555555555556,2.3440000000000003,,,3.75,0.3668485901734947,3.592079296149886,0.0,,,5.844666666666668,5.648314657973021,5.844666666666668,0.0,,,4.13,8.031440605598696,6.2421305842662385,0.0,,,3.3689583333333326,3.5850958329984297,3.3689583333333326,0.0,,,3.415555555555556,4.496880849348391,3.9648231142193757,0.0,,,2.3440000000000003,1.6217688467497033,2.8915039882200984,0.0
1996-05-31,PREMON,0.93,5.202999999999999,6.87,3.4860606060606063,4.02,1.825,,,2.622,0.1262277990488623,1.1691751767236394,3.7499911928753775,,,5.588000000000001,5.49712886912939,5.202999999999999,6.1938906424951175e-12,,,5.226,10.539494301116976,6.363401977000183,4.129991796756631,,,3.4157992424242423,3.6878954301403017,3.4860606060606063,3.3689555788569354,,,3.6573333333333338,5.054017515717981,3.7888988517344924,3.4155477888072037,,,2.1364,1.6272026334002294,2.202816096683015,1.3156132212602163
1996-08-31,MONSOON,0.81,2.2749999999999995,7.12,2.3435416666666664,4.85,1.38,1.8275000000000001,,1.8972,0.0736204225542837,0.7774282293513184,2.337540640167516,4.200166666666666,,4.2628,5.0291243230763385,2.2749999999999995,1.7497741819377986e-13,6.6025,,5.9836,11.298159486998289,5.677180055362099,5.225306442075785,3.039321524064171,,2.986896212121212,3.558317738735406,2.3435416666666664,3.4237315803466566,3.5031944444444445,,4.1344,5.765014030950001,4.603923581331415,3.7532889382732977,1.9777500000000001,,1.83384,1.6326546253001255,0.8421718927792019,1.4880989915124414
1996-11-30,POMKH,1.82,3.478,6.88,2.9587254901960787,1.3,2.148,1.8125000000000002,1.8275000000000001,1.86632,0.1747763496455063,1.6723500179301385,1.8254046694670483,4.200166666666666,4.200166666666667,3.94888,4.728065681750013,3.478,-3.128441405083532e-12,7.08125,6.25,6.34216,10.342930772014268,6.075770654698748,6.334408101415017,3.039321524064171,3.039321524064171,2.9756279233511584,3.5311521225227342,2.9587254901960787,3.1401852280206537,3.61,3.396388888888889,3.00064,5.008108777468776,1.154160443179061,4.126057984869844,2.234375,1.9242500000000002,1.959504,1.6381248856535504,1.4184900780146676,1.4479682561216842
1997-02-28,POMRB,3.75,5.844666666666668,6.95,3.3689583333333326,4.27,2.7720000000000007,1.7975,1.8275000000000001,2.619792,0.5584547880140155,3.743154511901256,3.3772071305884053,4.200166666666667,4.200166666666667,4.707194666666667,4.720635030090061,5.844666666666668,5.5867324067683715,7.2175,6.955,6.585296,8.967496322836853,6.009764363224404,5.281380986151155,3.039321524064171,3.039321524064171,3.132960087344028,3.569773478870589,3.3689583333333326,3.3044575397908584,3.6099999999999994,3.6099999999999994,3.508384,5.19875061116852,3.719450471586215,3.305833790074904,2.3254166666666674,2.03125,2.2845024,1.6436134754074903,2.933795188537852,1.926174370970237
1997-05-31,PREMON,0.81,5.202999999999999,7.88,3.4860606060606063,4.02,3.45,1.7975000000000003,1.7975000000000003,1.8958751999999999,0.45693254579214665,1.100291526831601,1.11239929056718,4.200166666666667,4.200166666666667,4.9055168,4.6536330877748115,5.202999999999999,4.9733834913453885,7.335,7.2075000000000005,7.1031775999999995,8.50213738241022,7.207144708598624,6.937581819901532,3.039321524064171,3.039321524064171,3.2742002948306594,3.619603859556112,3.4860606060606063,3.269422975126273,3.61,3.6099999999999994,3.7130304,5.1965078284367365,4.021761430538712,4.026438391777244,2.269333333333334,2.4375,2.7507014400000003,1.6491204560733783,2.2928009589614535,1.7759760808780696
1997-08-31,MONSOON,0.81,2.2749999999999995,7.2,2.3435416666666664,4.85,0.4833333333333333,1.72625,1.7975000000000003,1.46152512,0.39917071492005163,0.8427440663093342,0.9976641966803518,4.200166666666666,4.200166666666667,3.8533100799999995,4.270328495639288,2.2749999999999995,2.174600700136558,7.52125,7.2275,7.141906560000001,7.580583278563053,6.716206201650929,7.214690597394614,3.039321524064171,3.039321524064171,2.9019368435650623,3.448139582048143,2.3435416666666664,2.5611131311984967,3.709375,3.61,4.16781824,5.401871213704426,4.818634653012359,4.586866647729155,2.4300833333333336,2.213333333333333,1.8437541973333336,1.6546458826393486,1.121964436862333,1.747549482322259
1997-11-30,POMKH,1.82,3.478,7.74,2.9587254901960787,1.3,2.596,1.755,1.7975000000000003,1.604915072,0.5285442012648325,1.7898815413217815,1.8057071219486356,4.200166666666666,4.200166666666667,3.703186048,4.052150254866418,3.4780000000000006,3.3245104329998045,7.57375,7.4425,7.381143936,7.47617031658583,6.8084139378238735,6.998016280134301,3.039321524064171,3.039321524064171,2.924652302217469,3.3884351033624354,2.9587254901960787,3.0263461318376255,3.8087500000000003,3.61,3.020690944,4.333003186987466,1.2995402523293027,1.7735774318961601,2.2506666666666666,2.325333333333333,2.1446525184,1.6601898261503178,1.552811095797866,1.9186085488262896
1998-02-28,POMRB,3.18,5.844666666666668,7.58,3.3689583333333326,5.065,3.61,1.8562500000000002,1.6550000000000002,2.2349490432000003,0.9033451637874642,3.775932886015037,3.4654055660146303,4.200166666666667,4.200166666666667,4.559778295466668,4.124361446309336,5.844666666666668,5.684347501223107,7.527500000000001,7.6000000000000005,7.4606863616,7.374045353410438,6.791912708754419,6.251012860663188,3.039321524064171,3.039321524064171,3.1023747146638145,3.4025191604779224,3.3689583333333326,3.3255254384780852,3.80875,3.80875,3.8384145664,4.589778088396429,4.035828589462051,3.8485087722570315,1.9685833333333334,2.534833333333333,2.7307915110399996,1.6657523466489184,3.106903237359423,2.3001791623829204
1998-05-31,PREMON,1.61,5.202999999999999,7.67,3.4860606060606063,4.02,1.1766666666666667,1.8068750000000002,1.855,1.9849694259200004,0.9868140244721957,0.9167301942368269,0.9462017080831497,4.200166666666667,4.200166666666667,4.8170669772800006,4.133464664979028,5.202999999999999,5.060281746697415,7.452916666666666,7.5475,7.54441181696,7.4550306848606525,7.912085741078123,7.682318964515533,3.039321524064171,3.039321524064171,3.2558490712225314,3.435124509605503,3.4860606060606063,3.342855223018174,3.80875,3.80875,3.91104873984,4.464054334132762,4.134930614282634,4.120579424220936,1.7964791666666666,1.9664999999999997,2.109141573290666,1.671333500105766,2.5481242233646055,2.480965809218864
