Date,Season,Pernem,Satari,Ponda,Bicholim,Tiswadi,Bardez,Pernem_Trend,Pernem_SMA,Pernem_EWMA,Pernem_DES,Pernem_TES,Pernem_ARIMA,Satari_Trend,Satari_SMA,Satari_EWMA,Satari_DES,Satari_TES,Satari_ARIMA,Ponda_Trend,Ponda_SMA,Ponda_EWMA,Ponda_DES,Ponda_TES,Ponda_ARIMA,Bicholim_Trend,Bicholim_SMA,Bicholim_EWMA,Bicholim_DES,Bicholim_TES,Bicholim_ARIMA,Tiswadi_Trend,Tiswadi_SMA,Tiswadi_EWMA,Tiswadi_DES,Tiswadi_TES,Tiswadi_ARIMA,Bardez_Trend,Bardez_SMA,Bardez_EWMA,Bardez_DES,Bardez_TES,Bardez_ARIMA
1996-02-29,POMRB,3.736440476190477,4.640531746031747,5.225238095238095,8.207738095238097,2.12654761904762,5.476855029890745,,,3.736440476190477,4.671113501732013,3.746439682202816,0.0,,,4.640531746031747,5.884602291675746,4.578218762949299,0.0,,,5.225238095238095,4.861950333992881,5.178308214269813,0.0,,,8.207738095238097,7.576223270210696,8.20446238008755,0.0,,,2.12654761904762,1.74517345017876,2.1586173101555026,0.0,,,5.476855029890745,4.826978651506615,5.490153637890683,0.0
1996-05-31,PREMON,4.293987179487179,5.342847402597402,5.727423076923076,9.032782051282053,3.1129230769230767,6.017182983682983,,,3.959459157509158,5.121958300607936,4.313432253468886,3.7364391260036984,,,4.921458008658009,6.50910953027315,5.401275848408077,4.64052698689668,,,5.426112087912087,4.9523169577426005,5.7024620191821525,5.225234904870899,,,8.53775567765568,7.822166888410336,8.880521599076493,8.207728580970524,,,2.5210978021978026,1.8050944800379156,3.0989741883794277,0.5619519988373128,,,5.69298621140764,4.904855987494034,6.0517125243841186,-2.9731072071092108e-21
1996-08-31,MONSOON,2.917282051282051,2.617172494172494,3.855230769230768,6.060679487179487,1.4444871794871794,3.0877811077811077,3.6010137362637367,,3.542588315018315,4.766113684305146,2.945621986203764,4.046234859478243,4.157691482128982,,3.9997438028638026,5.960185645384102,2.6440039368651944,5.068290064973268,4.879353937728937,,4.79775956043956,4.829270051099523,3.9982778437159174,5.540761801865166,7.683186813186814,,7.546925201465203,7.601430315300437,6.265976201644879,8.846028066639489,2.032690857753358,,2.0904535531135533,1.4844985440046012,1.4109557684098397,0.7247158937006052,4.746782818372104,,4.650904169957027,4.361644887192457,2.9969209751256467,-2.493102155085957e-21
1996-11-30,POMKH,3.4563452380952384,4.030214285714285,4.709523809523809,7.431547619047617,1.4468055555555557,4.40531215213358,3.6010137362637367,3.601013736263736,3.5080910842490844,4.558786246483673,3.49303337902139,3.5489674467045615,4.157691482128982,4.157691482128982,4.011931996003995,5.791882507207017,4.0538791647801595,3.8316369401635275,4.879353937728936,4.879353937728937,4.7624652600732595,4.805612510599173,4.731446705821276,4.615900053992053,7.683186813186815,7.683186813186814,7.500774168498168,7.597200547967301,7.566190815740833,6.670171832999928,2.032690857753358,2.032690857753358,1.8329943540903542,1.2717929464352753,1.446522202121783,0.5719947007136437,4.746782818372104,4.746782818372104,4.552667362827648,4.1842607797062845,4.390341924134361,3.477746106431605e-21
1997-02-28,POMRB,3.736440476190477,4.640531746031747,5.225238095238095,8.207738095238097,2.12654761904762,5.476855029890745,3.601013736263736,3.601013736263736,3.5994308410256415,4.421850121878027,3.774620924420344,3.70293838163711,4.157691482128982,4.157691482128982,4.263371896015096,5.750490268556329,4.567999334641895,4.561908457140139,4.879353937728937,4.879353937728937,4.947574394139194,4.841877744988304,5.150354289797454,4.985620961444102,7.683186813186813,7.683186813186813,7.78355973919414,7.708854975935124,8.138420626793959,8.049598611649428,2.032690857753358,2.032690857753358,1.9504156600732605,1.3176596337415183,2.1656582863545486,2.045901223734764,4.746782818372103,4.746782818372104,4.922342429652887,4.291445247593446,5.51474539953817,5.47685329281815
1997-05-31,PREMON,4.293987179487179,5.342847402597402,5.727423076923076,9.032782051282053,3.1129230769230767,6.017182983682983,3.601013736263736,3.601013736263736,3.877253376410257,4.493581200771845,4.333824697108807,4.162280043381626,4.157691482128982,4.157691482128982,4.6951620986480185,5.883141569701924,5.393296984714959,5.211499199929037,4.879353937728937,4.879353937728938,5.259513867252746,4.935529894622376,5.682903346314623,5.353260439572064,7.683186813186813,7.683186813186813,8.283248664029305,7.937663166551635,8.838131823177198,8.311691363841893,2.032690857753358,2.032690857753358,2.415418626813187,1.6755070385981,3.105020762886151,2.976882270016079,4.746782818372104,4.746782818372104,5.360278651264926,4.541528019872507,6.071617572192508,6.017181075236694
1997-08-31,MONSOON,2.917282051282051,2.617172494172494,3.855230769230768,6.060679487179487,1.4444871794871794,3.0877811077811077,3.6010137362637367,3.601013736263736,3.493264846358975,3.954686565527012,2.9589270752081065,3.072208757816209,4.157691482128982,4.157691482128982,3.8639662568578084,5.0359170117363075,2.637774403869964,2.8608453405106675,4.879353937728937,4.879353937728938,4.6978006280439555,4.815572067913937,3.9845931217471895,4.56861509829147,7.683186813186814,7.683186813186812,7.394220993289378,7.700569751117514,6.238767761360075,7.4892670183439,2.032690857753358,2.032690857753358,2.027046047882784,1.5475210160653237,1.4161483812227518,1.4100622505128397,4.746782818372104,4.746782818372104,4.4512796338713985,4.139902706652866,3.0130325060493752,3.087780128441704
1997-11-30,POMKH,3.4563452380952384,4.030214285714285,4.709523809523809,7.431547619047617,1.4468055555555557,4.40531215213358,3.6010137362637367,3.601013736263736,3.47849700305348,3.711014559542668,3.4999325250979023,3.4691652650533356,4.157691482128982,4.157691482128982,3.9304654684003992,4.716736784419802,4.049015429437478,3.9976862890967277,4.879353937728936,4.879353937728938,4.7024899006358964,4.794818255229243,4.721871842709153,4.648668800762099,7.683186813186815,7.683186813186812,7.409151643592674,7.680864636668225,7.548726717216451,6.9319290531261455,2.032690857753358,2.032690857753358,1.7949498509518924,1.4494276701142217,1.4509814588065195,1.3926302570272058,4.746782818372104,4.746782818372104,4.432892641176271,4.079108364979085,4.40338290907464,4.40531075491803
1998-02-28,POMRB,3.736440476190477,4.640531746031747,5.225238095238095,8.207738095238097,2.12654761904762,5.476855029890745,3.601013736263736,3.601013736263736,3.5816743923082788,3.6370048933890096,3.779762194663506,3.712235321634297,4.157691482128982,4.157691482128982,4.214491979452938,4.637818522529161,4.56420195183619,4.598799968920021,4.879353937728937,4.879353937728938,4.911589178476776,4.833810379389867,5.143654993763133,5.078665506941369,7.683186813186813,7.683186813186811,7.728586224250843,7.777957237847651,8.127211063361552,8.046153703773415,2.032690857753358,2.032690857753358,1.9275889581901833,1.5706793610803549,2.1694877592748103,2.0831789650225785,4.746782818372103,4.746782818372104,4.85047759666206,4.2841215130802395,5.5253010251343,5.476855029890745
1998-05-31,PREMON,4.293987179487179,5.342847402597402,5.727423076923076,9.032782051282053,3.1129230769230767,6.017182983682983,3.601013736263736,3.601013736263736,3.866599507179839,3.827393073256839,4.337182307836539,4.190565944458698,4.157691482128982,4.157691482128982,4.665834148710724,4.813042080706051,5.390332161352446,5.264770547491844,4.879353937728937,4.879353937728938,5.237922737855296,4.930025997625448,5.678216013782563,5.514129300985242,7.683186813186813,7.683186813186811,8.250264555063326,7.9930874569033445,8.830936816107709,8.482174373134526,2.032690857753358,2.032690857753358,2.4017226056833407,1.991743904303212,3.1083093968145796,3.044047237985981,4.746782818372104,4.746782818372104,5.317159751470429,4.616932073739543,6.080161499835622,6.017182983682983
