Date,Season,Barshitakli,Akot,Akola,Telhara,Balapur,Murtijapur,Patur,Barshitakli_Trend,Barshitakli_SMA,Barshitakli_EWMA,Barshitakli_DES,Barshitakli_TES,Barshitakli_ARIMA,Akot_Trend,Akot_SMA,Akot_EWMA,Akot_DES,Akot_TES,Akot_ARIMA,Akola_Trend,Akola_SMA,Akola_EWMA,Akola_DES,Akola_TES,Akola_ARIMA,Telhara_Trend,Telhara_SMA,Telhara_EWMA,Telhara_DES,Telhara_TES,Telhara_ARIMA,Balapur_Trend,Balapur_SMA,Balapur_EWMA,Balapur_DES,Balapur_TES,Balapur_ARIMA,Murtijapur_Trend,Murtijapur_SMA,Murtijapur_EWMA,Murtijapur_DES,Murtijapur_TES,Murtijapur_ARIMA,Patur_Trend,Patur_SMA,Patur_EWMA,Patur_DES,Patur_TES,Patur_ARIMA
1996-02-29,POMRB,9.45,9.65,10.022222222222222,16.25,13.500000000000002,11.066666666666668,5.9499999999999975,,,9.45,19.94475766979776,10.92791878967478,0.0,,,9.65,9.034802836497335,8.462421806697687,0.0,,,10.022222222222222,9.596929614965333,9.222679813698777,0.0,,,16.25,15.879834638270736,15.451475937078158,0.0,,,13.500000000000002,14.649086332811114,14.396353208030817,0.0,,,11.066666666666668,11.19150445808967,10.741750278298321,0.0,,,5.9499999999999975,5.8066471576196825,5.9341225112082,0.0
1996-05-31,PREMON,16.65,10.0,7.952857142857141,20.52,14.5675,11.673333333333336,7.6,,,12.329999999999998,26.949679425286565,13.712905971901053,6.794762090238883,,,9.79,9.35117545835668,11.754732233078027,9.649950615068924,,,9.19447619047619,9.193588280481983,10.257302175035539,5.891586885289462,,,17.958,16.39237830251096,16.750557680806168,16.249792639268986,,,13.927000000000003,14.605409129688615,15.290666089544308,13.499977027717836,,,11.309333333333335,11.26865203145057,12.381805579537216,11.066634071083275,,,6.6099999999999985,5.8834939888408355,7.8755854169248085,5.949991572177934
1996-08-31,MONSOON,12.513333333333335,8.146666666666668,9.54857142857143,15.64,15.394,10.263333333333334,5.4,12.080000000000002,,12.403333333333332,24.388589065390796,9.451084297720724,11.440733283824844,8.578333333333333,,9.132666666666667,9.117079344700358,7.447128583948751,9.835674975072994,9.04454117063492,,9.336114285714284,9.268740708045824,8.4905503521046,5.560553040393902,16.9275,,17.0308,16.409439620002004,15.714273502342358,18.44062354831989,14.827083333333333,,14.513800000000002,14.771273748408234,13.187869903888776,14.240785611031875,10.627500000000001,,10.890933333333333,10.97218650160712,10.382599660973321,11.499974846284989,6.0075,,6.1259999999999994,5.731903632692476,4.886267597181661,7.1075156762566065
1996-11-30,POMKH,8.615,7.716666666666666,9.01,15.475,14.376,8.94,5.25,12.306041666666665,11.807083333333333,10.888,16.641642182008074,11.416227325028226,9.630981323558736,8.515833333333333,8.878333333333334,8.566266666666667,8.831234464647654,8.199777387497445,9.163632704029284,9.279776785714285,9.133412698412698,9.205668571428571,9.197043823496097,8.609307707291585,7.533309979354258,16.38125,16.971249999999998,16.40848,16.40923946350978,16.805573299294167,17.427636301879975,15.649895833333334,14.459375,14.458680000000001,14.651884818673874,14.316047421397116,14.751802545761048,11.074583333333331,10.485833333333334,10.11056,10.419111895579594,10.184138623256514,10.602073019455766,5.999375,6.049999999999999,5.775599999999999,5.580351713140235,5.032336179245511,5.709759038173935
1997-02-28,POMRB,11.633333333333333,7.25,9.31125,15.9,16.441666666666666,12.199999999999998,5.61,12.390625,12.352916666666665,11.186133333333334,13.280970266458409,11.96906045787365,8.956688881371761,8.768333333333333,8.278333333333334,8.039760000000001,8.4970811566485,8.901879634204995,8.914030474377666,9.64015625,8.955669642857142,9.247901142857142,9.21461170724879,9.37794926557135,9.338147953238686,15.882083333333334,16.88375,16.205088,16.447985466910847,16.397320796343873,16.85464949809586,16.3245,15.194791666666667,15.251874666666666,15.058681128430782,14.64001430191293,14.114287241457335,11.778333333333332,10.769166666666665,10.946335999999999,10.825378890288475,10.101631408068076,10.032154313943412,6.1775,5.965,5.709359999999999,5.482072914536678,6.267317196025735,5.691432799270805
1997-05-31,PREMON,16.275,11.9,10.545714285714283,16.5,18.20833333333333,14.116666666666665,7.875,13.113958333333333,12.259166666666667,13.22168,14.967785968806798,15.445354142133578,16.29870154266014,8.804583333333333,8.753333333333334,9.583856,9.430499638108955,10.912676756852171,8.534850768804112,9.723616071428571,9.603883928571427,9.767026399999999,9.523177052346357,9.75315512588709,7.2398446329574515,16.01354166666667,15.87875,16.3230528,16.538767203111338,17.52793074720119,16.60869358428621,16.86075,16.105,16.43445813333333,15.792159632100594,16.551085964390627,15.651882661150973,12.74333333333333,11.379999999999999,12.214468266666666,11.609203762741842,12.289803775167927,11.926880732427938,6.365,6.0337499999999995,6.575616,5.6327899283951846,7.8600336623337625,6.804321604659124
1997-08-31,MONSOON,13.565,8.266666666666667,9.83875,15.666666666666664,17.15,13.449999999999998,6.55,14.021666666666667,12.522083333333333,13.359008,13.963624732413415,9.908008694449773,11.850238207759805,8.93,8.783333333333333,9.056980266666667,9.207387556931996,7.7875296446258115,8.778088950001644,9.794218749999997,9.67642857142857,9.79571584,9.5885554900524,9.356824510285035,10.176713630509035,16.106041666666666,15.885416666666668,16.060498346666662,16.54421886161497,15.867943788434562,16.582892933278703,17.040104166666666,16.543999999999997,16.720674879999997,16.09310737161857,15.34536216187122,16.727983937333057,12.84125,12.176666666666664,12.708680959999999,12.025851179530731,11.372940399451174,12.185076649590517,6.21125,6.321249999999999,6.5653696,5.641006022449669,5.021235288159999,6.1599854638087015
1997-11-30,POMKH,13.35,7.886666666666668,9.3875,16.5,16.91,13.473333333333334,5.6,14.218750000000002,13.705833333333333,13.355404799999999,13.222867013793552,12.233116875408228,8.91524415707914,8.596666666666668,8.825833333333334,8.588854826666667,8.942555234636353,8.304887096287445,8.436387375912727,9.88924107142857,9.770803571428571,9.632429504,9.530314965267793,9.216595102755319,8.85220716277456,16.360416666666666,16.14166666666667,16.236299007999996,16.62608251536167,16.94273194256687,16.376378660610698,16.673541666666665,17.177499999999995,16.796404927999998,16.26334366594775,16.32223503518269,15.699988450568112,11.884166666666665,13.309999999999999,13.014541909333332,12.342136191400748,11.875689909847202,11.52488983850602,5.716875,6.4087499999999995,6.17922176,5.554214420643978,5.693138240626742,6.1010108082066905
1998-02-28,POMRB,14.16,8.083333333333334,9.498571428571427,15.615,15.3425,8.45,4.03,13.248125000000002,14.3375,13.677242879999998,13.557016353514816,15.15736919487837,12.791018403534919,7.8883333333333345,9.034166666666668,8.386646229333333,8.793269029161285,8.86035613021669,8.34656827719728,10.270290178571427,9.817633928571428,9.57888627382857,9.51262644480646,9.855746564252241,9.396194829101479,16.700416666666666,16.070416666666667,15.987779404799998,16.61854319351832,16.64990701112182,16.403346019094784,16.1975,16.90270833333333,16.2148429568,16.014990551167873,16.84511102425028,16.307965234724584,11.120833333333334,12.3725,11.1887251456,11.31680582733008,13.394086654568284,13.398651275159468,5.1606250000000005,6.01375,5.319533056,5.313495833321462,6.767109203304939,5.866539118498295
1998-05-31,PREMON,15.325,8.4,11.118571428571427,18.82,16.375,10.21,5.5,11.186874999999999,14.1,14.336345727999998,14.836799532122104,18.23320691434413,17.717688730472446,7.571250000000001,8.159166666666668,8.391987737600001,8.761564314628934,11.512603289659925,9.886200536058652,10.62893353174603,9.960848214285715,10.19476033572571,9.886603548932145,10.252323861267275,8.860465404284554,16.369166666666665,16.650416666666665,17.12066764288,16.908766980006305,17.710625791922304,16.234887035596326,15.467624999999998,16.444374999999997,16.278905774080002,16.075373532847525,17.510952193903517,16.08496859705046,10.222083333333334,11.395833333333334,10.79723508736,10.994676022030237,12.773166260721327,10.705553709636574,4.60125,5.42,5.3917198336,5.246484166112244,7.282395808606412,6.347238509182217
