Date,Season,Bass,Uklana,Hissar - Ii,Hansi,Barwala,Adampur,Narnaud,Hisar - I,Agroha,Bass_Trend,Bass_SMA,Bass_EWMA,Bass_TES,Bass_ARIMA,Uklana_Trend,Uklana_SMA,Uklana_EWMA,Uklana_DES,Uklana_TES,Uklana_ARIMA,Hissar - Ii_Trend,Hissar - Ii_SMA,Hissar - Ii_EWMA,Hissar - Ii_DES,Hissar - Ii_TES,Hissar - Ii_ARIMA,Hansi_Trend,Hansi_SMA,Hansi_EWMA,Hansi_DES,Hansi_TES,Hansi_ARIMA,Barwala_Trend,Barwala_SMA,Barwala_EWMA,Barwala_DES,Barwala_TES,Barwala_ARIMA,Adampur_Trend,Adampur_SMA,Adampur_EWMA,Adampur_DES,Adampur_TES,Adampur_ARIMA,Narnaud_Trend,Narnaud_SMA,Narnaud_EWMA,Narnaud_DES,Narnaud_TES,Narnaud_ARIMA,Hisar - I_Trend,Hisar - I_SMA,Hisar - I_EWMA,Hisar - I_DES,Hisar - I_TES,Hisar - I_ARIMA,Agroha_Trend,Agroha_SMA,Agroha_EWMA,Agroha_DES,Agroha_TES,Agroha_ARIMA
1996-02-29,POMRB,-0.675,5.859999999999999,9.612,5.228,14.183333333333332,10.155714285714286,4.36,5.91,10.51,,,-0.675,1.6686636102049321,0.0,,,5.859999999999999,4.329982494878289,4.2449081158175375,0.0,,,9.612,9.60150401117954,9.760593683929399,0.0,,,5.228,5.378933137791788,5.366320433263011,0.0,,,14.183333333333332,13.2635675529662,13.669209771046809,0.0,,,10.155714285714286,9.856902845983385,10.157719494047619,0.0,,,4.36,4.29632253514975,4.4391097653897305,0.0,,,5.91,5.802588766772944,5.92,0.0,,,10.51,11.322504739687236,10.52,0.0
1996-05-31,PREMON,1.055,5.98,11.1625,5.956,13.456666666666667,9.2675,5.252000000000002,6.2675,11.245,,,0.01699999999999996,2.5985331886464627,-0.6749967637494673,,,5.9079999999999995,4.363409849385903,5.112035355749458,5.859986783046052,,,10.232199999999999,10.032195797042759,10.981963960878183,9.509470116879228,,,5.5192,5.521431060712958,5.77635091242553,5.047520944335872,,,13.892666666666665,13.230021331779286,14.2683242571736,14.183315061656863,,,9.800428571428572,9.549570148886918,9.271399324792245,10.155698310146851,,,4.716800000000001,4.289481997890795,5.407029792362147,2.1596663009188016e-06,,,6.053,5.9754572480627015,6.273372576177286,0.0,,,10.804,11.774887806007962,11.258019390581717,0.0
1996-08-31,MONSOON,1.0,5.8,10.5425,5.7040000000000015,12.306363636363635,8.5575,4.9060000000000015,6.04,11.005,1.4087500000000002,,0.4102,2.4389419279658644,-0.010454042315266143,5.8375,,5.864799999999999,4.396859116040401,4.317567192326106,5.920636362308344,10.6430625,,10.35632,10.194547433982313,10.682261004452503,10.261154577686444,5.587000000000001,,5.593120000000001,5.5523839807490445,5.055311993535877,5.495045076470866,13.177528409090908,,13.258145454545453,13.098062244542223,12.057698330854022,13.715283195750626,9.354568452380953,,9.303257142857143,9.122719066226267,8.563182949457495,9.632530647873356,4.896250000000001,,4.792480000000001,4.240656547288059,5.132545185739884,7.263553170967049e-07,6.0275,,6.0478000000000005,6.053843935815008,6.041343451937909,0.0,10.626875,,10.8844,11.56945944682006,11.016687295217196,0.0
1996-11-30,POMKH,0.785,5.82,10.535,5.362,13.633333333333333,9.63125,4.526,5.89,10.1875,2.2506250000000003,0.54125,0.5601200000000001,2.2507225115508476,0.42530512794514885,5.8,5.865,5.84688,4.430539258448864,4.445537012836075,5.879000800749217,10.985729166666667,10.463000000000001,10.427792,10.336987138084638,10.29757893515605,10.657288878562872,5.586500000000001,5.5625,5.500672,5.478267624465053,5.773910323250749,5.74166801929163,13.068049242424241,13.394924242424242,13.408220606060604,13.095339931125432,13.192807905409037,13.068384645582457,9.355208333333332,9.402991071428572,9.434454285714285,9.03650185614887,9.638606956898101,9.425080557670494,5.1375,4.761000000000001,4.685888,4.1338879140167775,4.81991774504525,-8.710286183984422e-07,5.995937499999999,6.026875,5.98468,6.078121548792761,5.889552620557792,0.0,10.3696875,10.736875,10.60564,10.557482745339513,10.195863835295167,0.0
1997-02-28,POMRB,6.2650000000000015,5.6400000000000015,11.0525,5.424,12.444166666666662,9.768333333333333,5.4419999999999975,5.915,9.63,3.3293750000000006,2.2762500000000006,2.842072000000001,1.450879427700435,0.5991473033738407,5.7512500000000015,5.8100000000000005,5.764128,4.464242899996476,4.39795488403766,5.863039489650939,11.227395833333333,10.823125000000001,10.6776752,10.658033707662222,10.021131868385702,10.294429432044256,5.424125,5.6114999999999995,5.470003200000001,5.442730706953113,5.458938904514179,5.372776550417328,13.262170454545453,12.960132575757575,13.022599030303027,12.987938078938152,13.776404370804267,13.727676464047677,9.466369047619049,9.306145833333332,9.568005904761904,9.030369226838038,10.164214615893428,9.661559567712576,5.055000000000001,5.0315,4.988332799999999,4.345808010341254,4.6419790196035855,4.3599990578400645,5.833125,6.028125,5.9568080000000005,6.102828319387905,5.907349177869725,5.91,10.221458333333334,10.516875,10.215384,9.534101615506337,10.509474837943106,10.51
1997-05-31,PREMON,0.85,5.9,12.463333333333333,5.756,14.32,9.66,6.1,6.01,10.0675,4.214375,2.2250000000000005,2.0452432000000003,3.60052084113499,0.8517142023816335,5.63375,5.79,5.818476800000001,4.498429605505599,5.2650821239334205,5.816610419454606,11.194895833333332,11.148333333333333,11.391938453333331,11.482536839206448,11.740890431479226,11.066327046483384,5.21675,5.5615,5.58440192,5.51075587516149,5.903398801033679,5.417334703169181,13.336916666666667,13.175965909090909,13.541559418181816,13.05594328809641,13.870178454667814,12.927499000531034,9.469739583333334,9.404270833333332,9.604803542857143,9.031010599205281,9.255621818452752,9.2686962959965,4.839499999999999,5.243499999999999,5.43299968,4.766594366444338,5.584589803369964,5.486996161583515,5.624375,5.963750000000001,5.9780847999999995,6.144702594021867,6.276075376056831,6.267500000000001,10.214479166666667,10.222500000000002,10.1562304,9.540730885424434,10.629294628577984,11.245
1997-08-31,MONSOON,9.835,5.49,11.175,4.605,12.996,9.054285714285717,3.398,4.995,10.996666666666664,3.1743750000000004,4.433750000000001,5.161145920000001,3.2279146954241993,2.2280350429066775,5.312500000000001,5.7124999999999995,5.68708608,4.532402840386595,4.470613960487478,5.829128318703806,10.881458333333333,11.306458333333332,11.305163072,11.652500279770027,11.536939371255619,11.448767743799154,5.06475,5.28675,5.192641152,5.235476687231835,5.073442280064714,5.499738885676745,13.465875,13.348374999999999,13.32333565090909,13.000860860043252,12.004813439928267,13.362187992905657,9.374501488095238,9.528467261904762,9.384596411428571,8.906893320407898,8.56850564848787,9.212927869096067,4.682249999999999,4.8664999999999985,4.618999808,4.362154974336303,5.2798422147585224,4.868038093429069,5.398125,5.7025000000000015,5.584850879999999,5.932808074145599,5.677950059383974,6.04,10.316041666666665,10.220416666666667,10.492404906666666,10.5796696083858,9.800831131723681,11.005
1997-11-30,POMKH,-0.97,5.19,9.642499999999998,4.8020000000000005,13.54166666666667,9.161428571428573,4.3100000000000005,5.265,10.14,2.310625,3.995000000000001,2.7086875520000007,4.539399412981749,1.904922714837685,4.965625,5.555,5.488251648,4.5662761188033825,4.598583780952564,5.769359488911843,10.325729166666665,11.083333333333332,10.6400978432,11.131605844574912,11.182430480545605,11.540497303139325,4.821375,5.146749999999999,5.0363846912,5.094122548069628,5.419999827730672,4.94615776586679,13.523479166666668,13.325458333333332,13.41066805721212,12.998997630550427,13.343147592626611,13.543579351433777,9.414241071428572,9.411011904761905,9.295329275428571,8.843698051949517,9.670792516682635,9.424205432576178,4.417,4.812499999999999,4.495399884799999,4.273060477444895,4.81388406044459,3.907633531787801,5.140625,5.5462500000000015,5.456910528,5.8345941985394,4.4019752735506374,5.89,10.439270833333332,10.208541666666667,10.351442943999999,10.373509871955504,9.496795046388469,10.1875
1998-02-28,POMRB,-0.30000000000000004,3.7,9.4375,4.768000000000002,13.5675,9.47625,4.4,4.73,10.49,1.0350000000000001,2.3537500000000007,1.5052125312000002,3.5145547024039834,3.9292080458207987,4.811250000000001,5.069999999999999,4.7729509888,4.598806298274448,4.551001652078248,5.669443951370496,9.766874999999999,10.679583333333332,10.15905870592,10.556545585869422,10.519481744631047,10.946373969643439,4.667625000000001,4.982749999999999,4.929030814720001,4.983502436074301,5.036393889603426,4.59062867433334,13.34207575757576,13.606291666666667,13.473400834327272,12.999585406779499,13.860508056191122,13.331511565319769,9.491919642857143,9.337991071428572,9.367697565257142,8.8879038933915,10.088142368172301,9.61360985508489,4.377875,4.5520000000000005,4.45723993088,4.235152092828273,5.658292672981553,5.756587066852425,5.090937499999999,5.250000000000002,5.166146316800001,5.630287209464977,5.053437429193787,5.915,10.339166666666667,10.423541666666667,10.4068657664,10.529363321828539,9.749814983065896,9.63
1998-05-31,PREMON,0.505,5.065,9.6325,4.465,13.6575,10.27,5.02,5.135,10.193333333333333,-0.2275,2.267500000000001,1.10512751872,3.693046037670482,2.710575794186823,4.595,4.86125,4.88977059328,4.632965938649709,5.418128891771123,5.363317360990779,9.493749999999999,9.971874999999999,9.948435223552,10.134009138859723,11.425839192048283,10.581437702781585,4.598000000000001,4.659999999999999,4.743418488832001,4.819152824455315,5.403105669988951,4.765869808395285,13.210401515151517,13.440666666666667,13.547040500596363,13.00806053061991,14.238714411185931,13.734206705581775,9.428883928571429,9.490491071428572,9.728618539154285,9.15042818705615,9.336016082032028,9.46153429494801,4.250624999999999,4.282,4.682343958528,4.40039537057653,6.214273384133426,5.871138010172207,5.0490625,5.031250000000002,5.15368779008,5.5703871283977815,4.847961622446668,6.01,10.1225,10.455,10.321452793173332,10.310847073632733,11.256706729360436,10.067499999999999
