Date,Season,Kukshi,Bagh,Sardarpur,Dhar,Nalchha,Umarban,Tirla,Nisarpur,Badnawar,Dharampuri,Manawar,Gandhwani,Kukshi_Trend,Kukshi_SMA,Kukshi_EWMA,Kukshi_DES,Kukshi_TES,Kukshi_ARIMA,Bagh_Trend,Bagh_SMA,Bagh_EWMA,Bagh_DES,Bagh_TES,Bagh_ARIMA,Sardarpur_Trend,Sardarpur_SMA,Sardarpur_EWMA,Sardarpur_DES,Sardarpur_TES,Sardarpur_ARIMA,Dhar_Trend,Dhar_SMA,Dhar_EWMA,Dhar_DES,Dhar_TES,Dhar_ARIMA,Nalchha_Trend,Nalchha_SMA,Nalchha_EWMA,Nalchha_DES,Nalchha_TES,Nalchha_ARIMA,Umarban_Trend,Umarban_SMA,Umarban_EWMA,Umarban_DES,Umarban_TES,Umarban_ARIMA,Tirla_Trend,Tirla_SMA,Tirla_EWMA,Tirla_DES,Tirla_TES,Tirla_ARIMA,Nisarpur_Trend,Nisarpur_SMA,Nisarpur_EWMA,Nisarpur_DES,Nisarpur_TES,Nisarpur_ARIMA,Badnawar_Trend,Badnawar_SMA,Badnawar_EWMA,Badnawar_DES,Badnawar_TES,Badnawar_ARIMA,Dharampuri_Trend,Dharampuri_SMA,Dharampuri_EWMA,Dharampuri_DES,Dharampuri_TES,Dharampuri_ARIMA,Manawar_Trend,Manawar_SMA,Manawar_EWMA,Manawar_DES,Manawar_TES,Manawar_ARIMA,Gandhwani_Trend,Gandhwani_SMA,Gandhwani_EWMA,Gandhwani_DES,Gandhwani_TES,Gandhwani_ARIMA
1998-08-31,MONSOON,6.875,7.99,5.581666666666666,10.1,4.91,2.65,5.53,9.615454545454547,9.86,9.326666666666666,6.28,4.07,6.75125,6.1674999999999995,6.520457546239999,5.885632110119883,4.928138089987301,5.692058519134044,9.758125,9.643750000000002,9.528784821759999,9.548462111576763,7.439551497853151,8.252716855133993,7.187702380952381,6.825916666666666,6.695991773457067,6.886217157485917,2.800860106847268,2.0411736058982166,11.759374999999999,12.130625,11.800267555328,12.052865703689637,5.105223896018481,3.451213952112644,5.873125,5.822499999999999,5.783116547072,5.7260171828944495,3.9779623595595726,4.410064667932364,4.92625,3.9475000000000007,4.1623797299200005,4.65501448682239,4.750760386361764,3.29177383975375,10.416875000000001,8.881249999999998,8.811941502976,6.229844548905811,1.3875828393957796,2.3209511278254933,12.555113636363636,11.167613636363638,12.039378581554127,12.282919235091397,10.117736399928132,10.575258061790654,7.1434375,7.367916666666666,8.09189938688,7.014863468401705,3.6027858636958943,2.9234650454222475,9.891458333333334,10.127500000000003,10.129220357802666,10.019511128602785,8.154617177071454,10.057863402769073,6.114375,6.108750000000001,6.15374781952,6.516424327475437,4.000539492865842,3.8185990738298736,5.965,5.747500000000002,5.397243438079999,6.672716702929142,2.400717360574304,2.6590023695314238
1998-11-30,POMKH,5.625,8.21,5.89,7.314999999999999,5.395,1.54,4.92,13.47,3.773333333333333,8.35,5.09,5.33,7.611666666666667,6.536249999999999,6.162274527744,5.815416021946093,5.568074329471547,6.184690498629615,9.4925,9.721250000000003,9.001270893055999,9.524755242162428,8.4420588562453,8.828676516562835,8.084988095238096,6.8429166666666665,6.37359506407424,6.315336598714791,5.04262014149838,6.1713158917052695,12.7221875,11.955625,10.0061605331968,11.881218874352873,7.276038399453686,7.891717314061185,6.13875,5.801249999999999,5.6278699282432,5.567672510783525,5.303208646250616,5.5401950174356545,6.09375,3.8775000000000004,3.1134278379520004,4.174024051097151,2.3948467413222287,1.8913760826749701,11.293750000000001,9.121249999999998,7.2551649017856,5.949093793043906,4.661571582397129,5.034151072044028,12.690738636363637,12.555113636363638,12.611627148932477,12.953029137890482,10.361108717662063,9.517173982960193,7.205208333333333,7.040416666666666,6.364472965461333,6.354585088430252,6.723423450324864,6.514702107447414,9.711666666666668,9.87916666666667,9.4175322146816,9.43972769596883,9.488712304164544,9.909936746067478,6.364375000000001,6.05625,5.728248691712,6.4960345425611665,5.286313491197891,5.70406938426227,5.98125,5.8675000000000015,5.370346062848,5.856154005507784,4.564005506840019,4.7374063289244255
1999-02-28,POMRB,6.665,8.41,9.274285714285714,10.739999999999998,6.2,11.760000000000002,19.9,6.4,5.8275000000000015,10.135000000000002,6.234999999999999,6.7,8.520625,6.966249999999999,6.3633647166464,5.949790818501242,6.783448071435684,6.209821317123842,9.063125,9.795000000000003,8.764762535833599,9.501107232502667,9.631344242089641,8.965248877869968,9.057529761904762,7.5324880952380955,7.53387132415883,7.278656033528049,7.576228681147953,7.399384896399305,13.860624999999999,11.563125,10.29969631991808,11.832898441749759,11.412322335873954,11.681590231415205,6.318125,5.9449999999999985,5.85672195694592,5.6701318033080765,6.399102240488158,6.230637709826018,6.796250000000001,5.9750000000000005,6.572056702771201,5.325516830529585,3.795383285575678,1.800256869691323,10.53375,11.712499999999999,12.31309894107136,7.768360882408497,10.207604730234548,9.36386853848461,13.346931818181819,12.555113636363638,10.126976289359487,9.994674356841522,11.412092707010983,8.8977191315861,6.8289583333333335,7.246458333333334,6.149683779276801,6.242564263913072,7.576808094517709,4.969478339846009,9.084999999999999,9.903750000000004,9.70451932880896,9.598678597601895,10.798731027914785,9.422633286396488,6.47125,6.1725,5.9309492150272,6.475708648775537,6.364577361451517,6.75139646147972,5.8475,6.062500000000002,5.9022076377088,6.606906533808472,6.508238029174172,5.48705162028297
1999-05-31,PREMON,13.863333333333335,12.15,13.803999999999998,27.37,8.825,8.9,13.15,21.82,9.195,10.266666666666666,8.620000000000001,7.5,9.235208333333334,8.257083333333334,9.363352163321174,7.383716738182033,9.781988580155435,8.375281273792279,8.65375,9.190000000000003,10.11885752150016,9.47751794399552,12.452207411917882,11.475390182909067,9.390607142857142,8.637488095238094,10.041922794495298,10.137049486268465,12.735463773685899,10.644085401862265,13.93,13.881250000000001,17.127817791950847,12.381756970698671,17.957042153748972,14.272531670513343,6.358124999999999,6.332499999999998,7.044033174167552,6.555108888840462,8.380299532537496,7.874164425768438,7.6625,6.212500000000001,7.5032340216627205,5.863795163631734,8.813010509883085,9.160632221742384,10.1921875,10.874999999999998,12.647859364642816,8.537038793835041,18.73627053062971,15.888641337635477,13.17375,12.826363636363638,14.804185773615693,15.796237996012303,15.844272823047605,16.852597250784672,6.7169791666666665,7.163958333333335,7.367810267566081,6.832673369138021,9.231585219085261,8.874502016938084,8.344166666666666,9.519583333333337,9.929378263952042,9.748183359962853,11.574239885506836,10.14922593321089,6.35625,6.55625,7.0065695290163195,6.45544654428064,7.776795576777513,7.251488891901921,5.69125,5.900000000000002,6.54132458262528,7.754489094313728,8.35048439239393,7.58747516323442
1999-08-31,MONSOON,8.983333333333333,6.975,8.942000000000002,9.935,4.795,7.32,2.8,13.78,7.18,5.849999999999999,5.6,3.65,10.081458333333334,8.784166666666668,9.211344631326037,7.65019986400457,9.11681330187787,9.350932712825827,8.462499999999999,8.936250000000003,8.861314512900096,9.453987211872914,6.930326466517824,7.123554771965465,9.696142857142856,9.477571428571428,9.60195367669718,10.434940595128642,5.035743139836244,5.414826846303619,14.333750000000002,13.840000000000002,14.250690675170508,12.304301824308636,7.82171316966625,6.734924549259717,6.507499999999999,6.303749999999998,6.144419904500531,6.185501685473399,4.398164209855825,5.139112878226736,7.773750000000001,7.380000000000001,7.429940412997633,6.078353482922571,5.794129182542579,4.3857329945246075,9.641875,10.192499999999997,8.70871561878569,7.817185432296566,4.084201507891111,5.379720585874289,13.537083333333333,13.867500000000001,14.394511464169415,16.281898368482317,10.48383235598725,10.84211226190957,7.3813125,6.493958333333335,7.292686160539648,6.896647268212944,4.190274151196103,5.933560468223402,8.261041666666667,8.65041666666667,8.297626958371225,8.477141482113769,7.457244568374991,9.284472611594472,6.37,6.38625,6.443941717409791,6.4352476019574185,4.765890467916976,5.13489767962023,5.8100000000000005,5.795000000000002,5.384794749575168,4.815609243070701,2.7007951990111927,3.23213278148953
1999-11-30,POMKH,9.233333333333333,5.95,5.194285714285714,8.035,5.83,3.8,4.9175,7.92,5.557500000000001,5.9,4.85,4.5,10.265416666666667,9.686250000000001,9.220140112128956,7.91264204832742,7.873510579362785,7.205925680070119,8.81625,8.371250000000003,7.696788707740058,9.430514899584463,7.719125400012711,8.209526824134002,11.920017857142856,9.303642857142856,7.838886491732593,8.94637317042408,7.6437319829176715,8.22879083008686,14.16625,14.020000000000003,11.764414405102306,12.158524443802532,9.459372801744136,7.6007431694261856,6.5825,6.412499999999999,6.018651942700319,6.126400969135949,5.575977203305235,5.683975187008988,7.95875,7.945,5.97796424779858,5.7231286917381405,4.047537624713482,4.23930133188051,8.781458333333333,10.191874999999996,7.192229371271414,7.437380957915825,5.293544007604592,5.84440177083776,14.322916666666668,12.480000000000002,11.804706878501648,13.283186030902694,11.116701033212273,13.138226518683641,8.762416666666667,6.940000000000002,6.59861169632379,6.620300203215148,6.362822325772395,4.5053660865939085,9.768645833333334,8.03791666666667,7.338576175022736,7.624520168705376,7.79121766748231,8.064483420215467,6.2456249999999995,6.326250000000001,5.806365030445875,6.415111803718825,5.656137066532324,5.72199777628904,6.232916666666667,5.587500000000002,5.0308768497451,4.0571307025023255,4.743713698222321,4.962499351816322
2000-02-29,POMRB,9.826666666666666,9.14,12.414285714285713,13.25,6.96,10.39,15.5,14.856666666666667,9.358,11.920000000000002,6.585000000000001,8.48,9.673749999999998,10.476666666666668,9.46275073394404,8.234989729752078,9.743115749304557,8.586658823422946,9.30625,8.553750000000004,8.274073224644034,9.407100871057173,8.25894394708823,7.8633399967483575,13.690517857142856,10.088642857142855,9.669046180753842,10.638706907177632,9.104531973160203,8.114607406460017,13.580625,14.647500000000004,12.358648643061384,12.199876931523303,13.32489957375607,10.895147771598708,6.698125,6.602499999999998,6.395191165620192,6.3953735082067125,6.716561068764968,6.343074547642833,8.39375,7.6025,7.742778548679148,6.427483650043883,5.550110146080974,6.463715286017893,8.492291666666667,9.091874999999996,10.515337622762848,8.55470030057543,14.01492892890727,15.04512800851709,13.971666666666666,14.594166666666668,13.025490793767656,14.173266023484622,11.521104028837168,8.813436752365936,9.921791666666667,7.822625000000002,7.702367017794273,7.166746686063405,7.8385295172065526,5.399759954736637,12.631250000000001,8.48416666666667,9.171145705013643,8.913791194909859,8.830449214944636,7.5473561535410045,6.19625,6.413750000000001,6.117819018267525,6.395039148540286,6.567519717638758,6.379518272766656,6.6083333333333325,6.032500000000002,6.41052610984706,7.912893627659566,6.519161386312943,5.915560696205311
2000-05-31,PREMON,12.173333333333332,14.25,28.455,23.52,8.665,11.75,10.666666666666666,19.65,16.713333333333335,20.542500000000004,7.275,9.103333333333332,8.979791666666666,10.054166666666667,10.546983773699758,8.928676867228372,15.182164872607961,12.287385897769235,10.5775,9.078750000000005,10.664443934786421,9.383744985671017,11.968148144800256,11.9473194362218,14.276607142857141,13.751392857142854,17.183427708452307,19.869522165842607,14.788223600772914,12.155005678927289,14.071874999999999,13.685000000000002,16.82318918583683,12.609908410790437,19.98015905554581,18.98045660811431,7.069999999999999,6.562499999999997,7.303114699372115,7.146079780841749,8.819666202376158,8.409078331431873,9.01,8.315,9.345667129207488,7.2309205162205785,10.042741861994656,6.835085333577682,8.311354166666666,8.471041666666663,10.575869240324376,8.927328135793749,16.17135135116483,13.518542540960949,15.279166666666667,14.051666666666668,15.675294476260593,17.42173292339465,16.809260081475657,17.94034028708976,11.324604166666667,9.702208333333337,11.306753544009897,9.086469525937954,10.44177044235449,9.924008103881624,15.256250000000003,11.053125000000005,13.719687423008189,12.475177774467287,10.956567162505124,9.523439199085402,6.680625000000002,6.0775000000000015,6.580691410960515,6.375029356187909,8.019980980236578,7.624878966372126,6.814583333333333,6.433333333333335,7.487648999241569,10.804264243091195,8.65713012792621,7.52215046700199
2000-08-31,MONSOON,5.94,8.795,8.455,9.1,5.88,7.95,2.97,13.14,8.936666666666667,18.475,6.5500000000000025,5.05,8.281666666666666,9.293333333333333,8.704190264219854,8.344884855431808,8.897800442903739,8.134698294148418,12.360000000000001,9.533750000000005,9.916666360871853,9.360447076581005,7.538126761499035,8.018446216431293,14.960535714285712,13.629642857142853,13.692056625071384,18.671150709817354,11.188051818999252,13.801248343415438,14.8175,13.476250000000002,13.733913511502099,12.501596583942295,8.758141699973855,7.107816734595189,7.4799999999999995,6.833749999999997,6.733868819623268,6.993964892230905,4.672421955223813,5.121854787655836,9.708437499999999,8.4725,8.787400277524492,7.331318997959598,7.296087132531906,7.651847455164292,7.746249999999999,8.513541666666663,7.533521544194626,8.201156918222052,3.0166917190042106,4.968602062436346,17.499583333333334,13.891666666666666,14.661176685756356,16.479887014715047,11.127355257788928,13.397211360295696,13.524645833333334,10.141375000000004,10.358718793072605,9.04812925355368,7.230821997573528,10.329044756232177,17.998541666666668,14.209375000000005,15.621812453804914,14.264936809521364,10.759572803060315,12.132057414710538,7.170000000000001,6.315000000000001,6.56841484657631,6.355082118038752,4.574461128525689,4.973666488060674,6.473333333333333,6.783333333333336,6.512589399544941,7.7104042575896345,3.224197818537669,3.37397087974134
2000-11-30,POMKH,6.725,14.3,10.37,12.8,7.72,8.1,3.3,19.02,15.023333333333332,14.275,7.775,4.75,7.2716666666666665,8.66625,7.912514158531913,8.01521377613594,6.9898422948064685,6.482496495499352,13.136249999999999,11.621250000000003,11.669999816523113,9.337207023171963,8.839124411143935,8.464456029362964,13.55125,14.923571428571424,12.36323397504283,17.71728293738613,11.63556666724744,9.598916167596018,14.055,14.667500000000004,13.36034810690126,12.52566740559945,10.068038269099498,7.891940708133082,7.7453125,7.306249999999997,7.128321291773961,7.358829179712428,6.07357199499349,6.03782079414528,11.318125,9.547500000000001,8.512440166514695,7.439152999146789,5.402995087559886,4.430127078840749,6.737499999999999,8.109166666666663,5.840112926516776,7.56690034980893,4.704617655691087,5.761988418313756,17.8675,16.666666666666664,16.40470601145381,18.493372176761405,11.628610365378652,10.037426389930696,13.676041666666666,12.507833333333338,12.224564609176895,10.245607710434276,9.03084116956048,4.580230206198471,19.16239583333333,16.303125000000005,15.08308747228295,14.181609063009248,14.44828606196981,14.337197865915037,7.625625,7.046250000000001,7.051048907945786,6.335197392597092,5.77706547666665,5.425945755994735,6.0841666666666665,6.845833333333336,5.807553639726965,5.390877307771341,5.413650083394805,4.7686898460465725
