Date,Season,Kukshi,Bagh,Sardarpur,Dhar,Nalchha,Umarban,Tirla,Nisarpur,Badnawar,Dharampuri,Manawar,Gandhwani,Kukshi_Trend,Kukshi_SMA,Kukshi_EWMA,Kukshi_DES,Kukshi_TES,Kukshi_ARIMA,Bagh_Trend,Bagh_SMA,Bagh_EWMA,Bagh_DES,Bagh_TES,Bagh_ARIMA,Sardarpur_Trend,Sardarpur_SMA,Sardarpur_EWMA,Sardarpur_DES,Sardarpur_TES,Sardarpur_ARIMA,Dhar_Trend,Dhar_SMA,Dhar_EWMA,Dhar_DES,Dhar_TES,Dhar_ARIMA,Nalchha_Trend,Nalchha_SMA,Nalchha_EWMA,Nalchha_DES,Nalchha_TES,Nalchha_ARIMA,Umarban_Trend,Umarban_SMA,Umarban_EWMA,Umarban_DES,Umarban_TES,Umarban_ARIMA,Tirla_Trend,Tirla_SMA,Tirla_EWMA,Tirla_DES,Tirla_TES,Tirla_ARIMA,Nisarpur_Trend,Nisarpur_SMA,Nisarpur_EWMA,Nisarpur_DES,Nisarpur_TES,Nisarpur_ARIMA,Badnawar_Trend,Badnawar_SMA,Badnawar_EWMA,Badnawar_DES,Badnawar_TES,Badnawar_ARIMA,Dharampuri_Trend,Dharampuri_SMA,Dharampuri_EWMA,Dharampuri_DES,Dharampuri_TES,Dharampuri_ARIMA,Manawar_Trend,Manawar_SMA,Manawar_EWMA,Manawar_DES,Manawar_TES,Manawar_ARIMA,Gandhwani_Trend,Gandhwani_SMA,Gandhwani_EWMA,Gandhwani_DES,Gandhwani_TES,Gandhwani_ARIMA
1996-02-29,POMRB,8.125,10.285,7.682,12.93,6.9700000000000015,7.45,8.76,11.470769230769227,6.8,11.909999999999998,7.45,3.95,,,8.125,6.717358254047494,8.135,0.0,,,10.285,9.788800467851452,9.09972511924416,0.0,,,7.682,10.145644801036024,6.9959835520410145,0.0,,,12.93,12.994005518866718,9.825574845754002,0.0,,,6.9700000000000015,6.213382407197384,6.547308807033641,0.0,,,7.45,6.310972482236982,4.965026337135332,0.0,,,8.76,3.6755704472691586,10.027836682078785,0.0,,,11.470769230769227,18.620588423330457,11.5347760755151,0.0,,,6.8,6.443592710045918,6.381173678465354,0.0,,,11.909999999999998,11.857753938833714,12.290222623154557,0.0,,,7.45,6.723875134259757,6.276704377648586,0.0,,,3.95,12.919806647830349,6.250797246471118,0.0
1996-05-31,PREMON,8.6,11.385,11.028,10.775,7.975,11.5,17.975,15.685454545454547,8.683333333333332,14.033333333333333,7.5,9.9,,,8.315,7.038448645150078,8.615013850415512,8.12498742020203,,,10.725000000000001,9.764496894001061,12.937472899676374,10.284952106733623,,,9.0204,13.06179564996588,11.825894091127163,4.449221833145703,,,12.068,12.947824068755759,17.069096960295184,1.657591441130623e-07,,,7.372,6.600706861217153,8.699792976261225,6.969975662571079,,,9.07,7.094201909458639,9.062000935438654,4.673144889244601,,,12.446000000000002,5.166973718584088,15.561193877400655,8.759776117803248,,,13.156643356643356,22.61447715435922,16.474337277062958,11.470550669129029,,,7.553333333333333,6.889728533241429,8.665053374452174,2.2259813683787626,,,12.759333333333332,12.462283005937103,13.167751272393588,11.9098716520544,,,7.47,6.702836416978248,8.045460189806125,7.449972633005505,,,6.33,20.60737573742455,7.676382441693166,7.58891509461042e-11
1996-08-31,MONSOON,4.275,6.315,2.768,2.9,4.94,2.3,1.415,9.615454545454547,2.59,11.01,3.875,3.45,5.761875,,6.699,6.503253396356247,4.292278412535203,8.454740234040788,8.651250000000001,,8.961,9.74025365018374,6.887309052508545,11.007225988907326,6.709,,6.5194399999999995,11.363540048362117,3.5188249577784783,6.904070235528369,8.359375,,8.400799999999998,12.617767471702587,4.027530267340065,3.027395202271141e-07,6.268750000000001,,6.3991999999999996,6.099289517692385,4.395494585869401,7.482046715648783,5.4875,,6.362,6.354017410357363,6.4381203623638745,7.234364491095892,8.12375,,8.033600000000002,4.353912654403727,2.370157885591209,13.377330950638779,11.174073426573429,,11.740167832167831,21.190221248759855,10.420247747717646,13.60233755095626,5.507916666666666,,5.568,6.016059281309145,3.639661902821336,3.1247275846684017,11.845416666666667,,12.0596,11.935231578220591,9.83276045719947,13.062135572609213,5.5493749999999995,,6.031999999999999,6.68186324407136,4.65454018304514,7.4707258470667375,5.8725,,5.178,14.195172218785938,2.540566258774234,2.1446420654225532e-10
1996-11-30,POMKH,3.785,7.55,5.516,8.635,5.5,2.5,4.05,10.46,4.283333333333333,11.0,4.335,4.89,4.98375,6.19625,5.5334,5.978399095452603,3.803039523587624,5.90914527310286,8.2375,8.883750000000001,8.3966,9.716070600032383,7.415410274942375,8.308952691990287,6.65075,6.7485,6.1180639999999995,10.546361694044624,4.6113692499758745,5.913699064811052,7.9025,8.809999999999999,8.49448,12.493019410533114,5.065549484787667,3.5773823391762877e-07,6.3256250000000005,6.34625,6.0395199999999996,5.820247240384856,5.613986472929938,6.5677039521877285,4.66,5.9375,4.8172,5.758155858866782,3.7399032507713335,2.4296221214399054,8.131875,8.049999999999999,6.4401600000000006,4.0090839665694595,4.2023559916071855,9.360952917514034,11.307045454545456,11.807919580419581,11.228100699300699,19.082390175432337,10.63260028521869,12.208406541314613,5.515416666666667,5.5891666666666655,5.054133333333333,5.661090118845369,4.640147495515844,2.339259261848048,11.339166666666667,11.988333333333333,11.63576,11.572127793247747,11.168723211981028,12.196816190054003,5.3125,5.79,5.353199999999999,6.660955733559144,5.103203604850722,6.423196509885305,5.6325,5.5475,5.062799999999999,9.139771903725782,4.576836548375993,2.847696998281392e-10
1997-02-28,POMRB,4.65,8.425,7.366000000000001,9.325,6.35,3.85,9.35,6.4,6.15,10.766666666666666,5.525,6.55,4.559375,5.327500000000001,5.18004,5.711319256865735,8.137727211642115,6.484504559549197,7.9506250000000005,8.418750000000003,8.40796,9.691947593332122,8.759618097956285,9.55798156030604,6.582000000000001,6.669499999999999,6.6172384,10.308082359737408,7.163607600091085,6.788054262125795,8.03125,7.9087499999999995,8.826687999999999,12.392633635883907,9.855071099495156,12.121914671397812,6.374375000000001,6.191249999999999,6.163711999999999,5.836114560409748,6.653193973050538,6.5959447322505405,4.19125,5.0375000000000005,4.43032,5.459795037953556,5.075745200276795,3.340246124764511,7.954999999999999,8.1975,7.604096,4.418278245321094,9.727386016846726,8.497881447625671,12.073863636363637,10.540227272727273,9.296860419580419,14.5135731275261,11.347097236955724,11.603208891605846,5.65125,5.426666666666665,5.4924800000000005,5.7546763758866515,6.245993130812002,5.962881319650148,10.661666666666667,11.7025,11.288122666666666,11.251570835170222,12.82779008888249,11.71024226183306,5.230624999999999,5.308750000000001,5.42192,6.640113737721825,6.024966934292588,6.50147018746477,4.9025,6.197500000000001,5.657679999999999,7.175275510368616,6.4453729310932495,3.7590043278454797
1997-05-31,PREMON,5.85,9.935,10.878,10.725,9.05,8.48,17.45,21.82,9.393333333333333,11.126666666666667,7.5299999999999985,5.38,4.524375,4.640000000000001,5.448024,5.7152521105675795,6.879551267726955,6.292651018736372,7.88875,8.056250000000004,9.018775999999999,9.667884482358883,11.955155499034912,10.11978154474043,6.570250000000001,6.632,8.32154304,11.410172342023348,11.836143745308867,9.877177475613193,8.088750000000001,7.89625,9.586012799999999,12.342220758836268,16.426111313675502,10.101595561896893,6.286249999999999,6.459999999999999,7.3182272,6.667660868665809,8.605716874373622,7.4167293594496675,4.015,4.282500000000001,6.050192000000001,5.913375753358223,8.549269870625098,5.0485311695227875,7.8325,8.066249999999998,11.5424576,5.889983649191394,16.651471083928406,15.116004570865453,11.756363636363638,12.073863636363637,14.30611625174825,18.513287403321215,15.785942045778187,13.604678388388642,5.798333333333335,5.604166666666666,7.052821333333334,6.4836735983544855,8.380493600630192,7.447963855815972,10.140416666666667,10.975833333333334,11.223540266666667,11.144544513187805,13.100450782109764,11.693171042369153,5.265625000000001,5.31625,6.265152,6.6193371160251075,7.335826222167195,6.4623829884999635,4.7325,5.067500000000001,5.546607999999999,5.279099180400482,8.27305365050833,9.421301986226807
1997-08-31,MONSOON,3.63,5.47,2.3679999999999994,3.98,4.255,1.57,0.525,9.615454545454547,2.966666666666667,8.496666666666668,3.1900000000000004,2.13,4.6068750000000005,4.47875,4.7208144,5.309874925182457,1.961553965851008,3.8630109585566013,7.89375,7.845000000000003,7.599265599999999,9.643881105686091,5.707378646382871,6.700034562955784,6.502249999999999,6.531999999999999,5.940125823999999,8.600348167949676,3.4769283378116196,3.289325097967984,8.384375,8.16625,7.34360768,12.04978942557131,3.494263296070516,2.7187589189010035,6.193125,6.2887499999999985,6.09293632,6.0475567257828065,4.6234665853090835,5.693144887857911,3.8700000000000006,4.1000000000000005,4.258115200000001,5.243452818438804,5.504134900583558,3.1991351526065936,7.844374999999999,7.843749999999998,7.1354745600000005,4.977405876452977,2.0812388957002366,3.475866396064477,11.438863636363639,12.073863636363637,12.429851569230769,15.323805365393499,10.431482868031216,10.820550430831492,5.755,5.698333333333333,5.418359466666667,5.7682893363306835,3.6436820742772387,2.8817209211617,9.842083333333333,10.347500000000002,10.132790826666668,10.253764484576102,8.743721137094907,11.051108472214821,5.416874999999999,5.1450000000000005,5.0350912,6.598625162039647,4.147310686504189,4.3576970781245095,4.64875,4.737500000000001,4.1799648,2.378856380334332,2.281924507707635,3.2831809952089226
1997-11-30,POMKH,4.15,7.9,5.822,8.015,5.48,1.82,3.96,7.92,5.083333333333333,9.343333333333334,5.300000000000002,4.85,5.0,4.569999999999999,4.4924886399999995,5.07633764591665,2.198942283451262,4.098201065241199,8.434375,7.932500000000004,7.719559359999999,9.619937329681528,6.3770002167540865,7.47088789322086,6.20925,6.608499999999999,5.8928754944,7.571616599057486,4.452943473524485,5.314618065522137,9.6790625,8.01125,7.6121646080000005,11.902592610992063,4.830781332305447,8.095339002946359,5.880625,6.283749999999999,5.847761792,5.832569761444564,5.590459961357527,5.636325621612947,3.74375,3.9300000000000006,3.2828691200000004,4.7146730395989085,2.8401900489334313,1.367277946663556,7.74875,7.821249999999998,5.8652847359999996,4.632100681698313,4.110803805615185,5.159915511052335,11.303238636363636,11.438863636363637,10.62591094153846,11.838525394644057,10.642683346392781,11.129023526489215,5.628125,5.898333333333333,5.284349013333333,5.624940071933993,4.752294204990557,4.0497665489028645,9.835416666666667,9.933333333333335,9.817007829333335,9.908562226333302,9.56715524710302,10.159148378049908,5.391875000000001,5.38625,5.1410547200000005,6.577978183593103,4.547326336154933,4.704554920532049,4.91625,4.727500000000001,4.447978879999999,3.535261107396041,4.140776036475449,4.653552193202775
1998-02-28,POMRB,4.945,8.115,6.516,12.31,5.625,3.37,9.535,6.4,5.003333333333333,10.036666666666667,5.77,5.92,5.761875,4.643749999999999,4.673493184,5.032976380969602,5.6178266329321325,5.439533993711251,9.32875,7.855000000000003,7.877735616,9.596053001654283,8.307862075698253,9.15035921435599,6.424208333333333,6.395999999999999,6.14212529664,7.017204493309073,7.156308975733465,7.1551528847947985,11.365625,8.7575,9.4912987648,11.909850271998733,9.549024446001521,10.15306053284525,5.740625,6.102499999999999,5.7586570752,5.692833928293994,6.63063891772953,6.429672892734978,3.8125,3.810000000000001,3.3177214720000006,4.503577707005965,4.2129467270692995,1.9962257612926675,8.255625,7.867499999999998,7.333170841599999,5.080599915149504,9.558283153752386,8.783459663483502,11.167613636363637,11.438863636363637,8.935546564923076,8.666992163178268,11.09569253341871,8.61711356333039,6.50625,5.611666666666666,5.171942741333333,5.494500225595481,6.557726300715551,6.241303957295195,10.023750000000001,9.750833333333336,9.904871364266668,9.888336928526865,11.20639499372504,9.835953833306897,5.7225,5.4475,5.392632832,6.557395847654939,5.885285206531646,6.179181077944558,5.505,4.570000000000001,5.036787327999999,5.5934495892559815,6.07551868393623,5.219207964299128
1998-05-31,PREMON,8.7,14.57,9.384,18.0975,7.274999999999999,7.95,16.5,20.735,9.525,11.803333333333333,7.085,8.15,6.351875,5.356249999999999,6.2840959104,5.688833827585774,7.034596841243108,6.112263397055637,9.682500000000001,9.013750000000002,10.554641369599999,9.572227987288862,11.563296581434724,9.88242034465509,6.834416666666667,6.022499999999999,7.438875177984,7.771740414239704,11.55462464176197,10.099608290126481,12.043125000000002,10.600624999999999,12.933779258880001,12.124894175784098,16.728998925952386,10.297379168214354,5.811874999999999,5.658749999999999,6.36519424512,6.060924620942099,8.389657683653082,7.912428553183011,3.9125,3.677500000000001,5.170632883200001,5.023379616614208,7.750786612162935,4.40335701955758,9.00125,7.629999999999998,10.99990250496,6.453956846520566,16.935845832223222,15.554493669288263,11.861363636363636,11.167613636363638,13.655327938953846,13.73999670133682,15.560316602127509,17.262951598778848,7.204166666666667,5.644583333333333,6.9131656448,6.302788239655309,8.269059700927933,7.979396856535644,10.003333333333332,9.920000000000003,10.664256151893333,10.423785900588367,11.799821986491171,10.219442029303325,6.0825,5.336250000000001,6.0695796992,6.53687801879281,7.3014145403214785,7.216959254268897,5.807499999999999,5.262500000000002,6.282072396799999,9.281506721484266,7.8597129205502325,7.24286731382935
