Date,Season,Kalkaji,Defence Colony,Vasant Vihar,Preet Vihar,Hauz Khas,Gandhi Nagar,Kalkaji_Trend,Kalkaji_SMA,Kalkaji_EWMA,Kalkaji_DES,Kalkaji_TES,Kalkaji_ARIMA,Defence Colony_Trend,Defence Colony_SMA,Defence Colony_EWMA,Defence Colony_DES,Defence Colony_TES,Defence Colony_ARIMA,Vasant Vihar_Trend,Vasant Vihar_SMA,Vasant Vihar_EWMA,Vasant Vihar_DES,Vasant Vihar_TES,Vasant Vihar_ARIMA,Preet Vihar_Trend,Preet Vihar_SMA,Preet Vihar_EWMA,Preet Vihar_DES,Preet Vihar_TES,Preet Vihar_ARIMA,Hauz Khas_Trend,Hauz Khas_SMA,Hauz Khas_EWMA,Hauz Khas_DES,Hauz Khas_TES,Hauz Khas_ARIMA,Gandhi Nagar_Trend,Gandhi Nagar_SMA,Gandhi Nagar_EWMA,Gandhi Nagar_DES,Gandhi Nagar_TES,Gandhi Nagar_ARIMA
1998-08-31,MONSOON,8.48,14.64,16.009999999999998,4.2,19.023333333333333,4.232777777777779,9.06875,9.437500000000002,9.382718265344,8.84242021523587,6.9338832975857585,10.015715084897776,16.16375,17.205000000000002,17.094169261056,16.893410053348845,18.877504144383288,19.274080092527306,16.037916666666668,15.75708333333333,15.638630461952,15.903514836609316,16.292431776112174,15.614659126518823,4.2675,4.2524999999999995,4.24787808768,4.335980940050439,4.127023316232943,4.269828476101891,21.361041666666665,21.206249999999997,20.904292400878937,20.590084193178456,23.182629629299452,23.10038886206134,4.548079365079365,4.548079365079365,4.529391045904254,4.483775392522634,4.180411273569174,4.31608488660385
1998-11-30,POMKH,8.18,11.43,15.3,4.35,19.92,4.352047619047618,8.69625,9.2375,8.9016309592064,8.281390951981194,10.576748391959233,7.9395172738830535,14.44375,16.62,14.8285015566336,14.377969675385772,17.35741338322022,17.19595839848962,16.324583333333333,15.936249999999996,15.5031782771712,15.700449873836536,15.832791074532743,15.797646420596882,4.2825,4.29,4.288726852608,4.392051073971284,4.247231622359802,4.286571015870907,20.88583333333333,21.536249999999995,20.51057544052736,20.207200381360504,19.183540639752678,19.337046641767603,4.548079365079365,4.548079365079365,4.4584536751616,4.406531879216455,4.408989798270432,4.211580861970922
1999-02-28,POMRB,8.38,11.88,16.673333333333336,4.02,21.265,4.507277777777778,8.555,8.900000000000002,8.69297857552384,8.296359559589948,8.829345843171152,8.223654583769902,13.041250000000002,15.7075,13.649100933980161,13.176751782547372,13.660433775135779,14.610264031103604,16.739583333333336,16.13958333333333,15.971240299636055,16.202883204334178,14.450755103012295,15.567306569130746,4.29125,4.245,4.181236111564799,4.226304542821168,4.671364814423427,4.304977418989932,20.963229166666668,21.185833333333328,20.812345264316416,20.998343630258308,21.870922838850568,20.69594128912844,4.5480793650793645,4.548079365079365,4.477983316208071,4.441231325176706,4.508307727723703,4.354710420181922
1999-05-31,PREMON,8.93,14.77,18.055,4.71,22.135,5.100214285714285,8.813749999999999,8.492500000000001,8.787787145314304,8.713351822511752,10.37770956390455,8.454949102240088,13.201249999999998,13.18,14.097460560388097,13.77124717455681,14.602041499399917,13.385902154665741,17.400208333333335,16.509583333333328,16.804744179781633,17.101414747546844,18.667956018718154,16.079240057315737,4.2325,4.32,4.392741666938879,4.551768391265459,4.616449490873844,4.28690748469776,21.731250000000003,20.58583333333333,21.341407158589853,21.845931250773727,22.443293959101744,21.482879682771497,4.5480793650793645,4.548079365079365,4.726875704010556,4.744053469418355,5.111448470116107,4.834259746902543
1999-08-31,MONSOON,8.98,13.53,17.85,3.97,22.0425,4.232777777777779,9.11625,8.6175,8.864672287188583,8.851533856325975,5.34077454356013,7.961870365262545,13.39375,12.9025,13.870476336232858,13.56011849624542,13.305935431450472,14.006587913161182,18.149791666666665,16.969583333333333,17.22284650786898,17.509277569594605,17.670686246302516,16.993736445914763,4.2250000000000005,4.2625,4.2236450001633274,4.266959449877801,4.282000247106572,4.366279389494303,22.5384375,21.340624999999996,21.621844295153913,22.057031937731953,21.312935741607024,20.970683293721667,4.548079365079365,4.548079365079365,4.5292365335174445,4.483629003918519,4.180411287131853,4.31608488660385
1999-11-30,POMKH,9.75,13.82,18.745,4.11,23.045,4.352047619047618,9.324375,9.01,9.21880337231315,9.463604512522924,10.846312351995033,8.607918856991121,13.4075,13.500000000000002,13.850285801739716,13.569436284174605,13.89649318725497,13.792866536672381,18.730625,17.830833333333334,17.83170790472139,18.137146147327318,17.42586089772831,17.390064900004397,4.22125,4.202500000000001,4.178187000097997,4.223755032792426,4.167482966681536,4.286804941201312,22.889875,22.121874999999996,22.19110657709235,22.807225404940457,20.74004749568749,21.779042958179616,4.548079365079365,4.548079365079365,4.458360967729514,4.4064562851528954,4.408989802701977,4.211580861970922
2000-02-29,POMRB,9.23,11.03,19.225,4.2,24.597500000000004,4.507277777777778,9.413749999999999,9.222499999999998,9.22328202338789,9.220437375728379,10.256177299874137,9.51620427553839,13.73375,13.2875,12.72217148104383,12.356322238136544,12.967427026007345,13.805034283210519,19.320625,18.468750000000004,18.389024742832838,18.701416596620643,16.90538829604762,18.01720746875289,4.237500000000001,4.2475000000000005,4.1869122000587975,4.256819156373753,4.493908768699629,4.0234506033044495,22.674125000000004,22.954999999999995,23.153663946255413,24.1058408821997,24.5266576879397,22.697530458433775,4.5480793650793645,4.548079365079365,4.477927691748819,4.44119228892467,4.508307729168193,4.354710420181922
2000-05-31,PREMON,9.745,15.73,20.15,4.5,21.614,5.100214285714285,9.4875,9.426249999999998,9.431969214032733,9.548846742294632,11.291214509050743,9.14657755946084,15.151250000000001,13.5275,13.925302888626298,13.734568640569856,13.83476545320422,12.560596261077137,20.443125,18.9925,19.093414845699705,19.429714076886032,21.16773156516192,18.576243917810693,4.32625,4.195,4.312147320035279,4.444046411015391,4.656939180105379,4.3387134073314755,22.453187500000006,22.824749999999995,22.537798367753247,22.496171231596144,25.57331790632606,23.90902041718067,4.5480793650793645,4.548079365079365,4.726842329335005,4.74403331136756,5.111448470583339,4.834259746902543
2000-08-31,MONSOON,8.88,15.18,20.475,4.31,20.8375,4.232777777777779,9.6175,9.401249999999997,9.21118152841964,8.977941954149694,6.166619221091924,9.470074267910343,18.045,13.939999999999998,14.427181733175779,14.260232877442995,13.355787364194121,13.981885551602431,21.690625,19.64875,19.646048907419825,19.980385272275345,19.982150274206973,19.304669527273642,4.425,4.28,4.311288392021167,4.41600361035766,4.169763020234683,4.266891286549802,22.009437500000004,22.523499999999995,21.857679020651947,21.447558599600896,21.88425693530856,21.713903778317636,4.548079365079365,4.548079365079365,4.529216508712114,4.483618594440389,4.180411287279445,4.31608488660385
2000-11-30,POMKH,10.44,23.51,25.1,4.48,22.4825,4.352047619047618,9.559375,9.573749999999997,9.702708917051783,10.012706489734086,10.848241112601494,8.899607262783602,21.09625,16.362499999999997,18.06030903990547,18.189728748724928,14.70333226115707,14.51916870418988,22.875,21.237499999999997,21.827629344451896,22.359029203445616,19.883189554908768,19.8463663614804,4.490625,4.3725000000000005,4.3787730352127,4.501754300947836,4.330980828821929,4.3700280730253445,21.824875,22.382874999999995,22.107607412391168,22.227546452691264,20.066491089295862,21.305779121192806,4.548079365079365,4.548079365079365,4.4583489528463165,4.406450909770323,4.408989802744846,4.211580861970922
2001-02-28,POMRB,9.58,24.49,22.85,4.62,21.61,4.507277777777778,9.463750000000001,9.661249999999995,9.65362535023107,9.61597223157973,10.870425664267925,9.945004580485964,22.976250000000004,19.727499999999996,20.63218542394328,20.801102353423733,17.976651323813968,18.551022412341744,24.333125,22.143749999999997,22.23657760667114,22.67372809745852,21.17600932175677,22.278052774906545,4.4825,4.477500000000001,4.47526382112762,4.619710282978695,4.783313747345167,4.411348324598345,22.069375,21.635999999999996,21.9085644474347,21.886201607962114,23.93093159342861,22.61031459089743,4.5480793650793645,4.548079365079365,4.4779204828189005,4.441189513114256,4.508307729176951,4.354710420181922
2001-05-31,PREMON,8.93,26.68,26.0,4.605,23.125,5.100214285714285,9.426874999999999,9.457499999999996,9.364175210138642,9.031716480937352,11.670306330744584,9.482004956261974,23.889999999999997,22.464999999999993,23.05131125436597,23.208417979942173,22.84182512029943,21.214301036914424,25.3975,23.606249999999996,23.741946564002685,24.260212134433754,25.13799384435008,22.54278312957269,4.438125,4.503750000000001,4.527158292676572,4.662368252214844,5.025969690961809,4.738052820100588,22.092812499999997,22.013749999999995,22.395138668460817,22.806415873733947,23.30139396514055,21.28795460763344,4.5480793650793645,4.548079365079365,4.726838003977054,4.744031877958244,5.1114484705808785,4.834259746902543
2001-08-31,MONSOON,8.93,19.270000000000003,26.29,4.14,21.2825,4.232777777777779,9.361875,9.469999999999995,9.190505126083185,8.890761194257676,5.483080039941186,8.379779680562127,23.377916666666664,23.48749999999999,21.538786752619586,21.31037699072598,23.282000001034064,23.665342314837513,26.32875,25.059999999999995,24.761167938401613,25.272482442450396,24.826912675182705,24.14298365174581,4.38875,4.4612500000000015,4.372294975605943,4.4130073362523135,4.377810595673557,4.523924850080368,22.402708333333333,22.124999999999993,21.950083201076488,21.850568820081147,22.26347361801342,22.617153388069422,4.548079365079365,4.548079365079365,4.529213913497344,4.483617854237724,4.1804112872733805,4.31608488660385
2001-11-30,POMKH,10.095,26.73,27.8,4.295,22.225,4.352047619047618,11.177076822916668,9.383749999999996,9.55230307564991,9.732370972407773,10.817483787528028,9.225890329341945,22.194583333333334,24.29249999999999,23.61527205157175,23.513232059027164,21.86858920298681,21.69429240565571,27.276249999999997,25.735,25.976700763040967,26.512064839766047,25.179330299318057,25.136747367015996,4.349375,4.415000000000002,4.341376985363565,4.3938620149701775,4.308527738450586,4.333295122258114,23.15166666666667,22.06062499999999,22.060049920645895,22.182675865762217,20.491809895147487,21.693332651079043,4.548079365079365,4.548079365079365,4.458347395717453,4.406450527534781,4.408989802737448,4.211580861970922
2002-02-28,POMRB,9.405,17.173333333333332,27.6,4.41,24.34666666666667,4.507277777777778,13.007903645833332,9.339999999999996,9.493381845389946,9.416809250588052,10.56002149568785,9.505690476820641,22.675833333333333,22.463333333333324,21.038496564276386,20.56421032595913,23.27551300220438,23.952508099799065,28.1375,26.9225,26.62602045782458,27.11184414420889,25.264361675249972,26.369455181937557,4.3575,4.362500000000002,4.368826191218139,4.451793642426102,4.661753630493253,4.2627349374781245,26.43697916666667,22.74479166666666,22.974696619054207,23.733297345171287,23.877718791519516,22.013919979817743,4.5480793650793645,4.548079365079365,4.477919548541584,4.441189315730463,4.508307729169263,4.354710420181922
2002-05-31,PREMON,23.626614583333332,24.53,28.83,4.5,26.38000000000001,5.100214285714285,13.044778645833334,13.01415364583333,15.146674940567301,20.029669282503924,11.48039931726894,8.907273563738132,23.175833333333333,21.925833333333323,22.435097938565832,22.13796098904498,22.17261863578502,20.912450955065886,28.9825,27.629999999999995,27.507612274694747,27.996555469419718,29.534160921697822,26.939022708145995,4.544375,4.3362500000000015,4.421295714730884,4.528842927629912,4.850486593370773,4.495519165066751,30.676666666666673,23.558541666666663,24.33681797143253,25.6177737234048,25.203378494685346,23.95264657437016,4.5480793650793645,4.548079365079365,4.726837443410664,4.744031776030617,5.111448470573038,4.834259746902543
2002-08-31,MONSOON,8.88,25.27,30.35,4.31,44.31,4.232777777777779,15.280611979166665,13.001653645833331,12.640004964340381,11.506504735379876,18.54079694105296,22.71646687420999,22.9715625,23.425833333333323,23.569058763139502,23.33555418612718,21.91226981320037,22.53470678993178,29.64625,28.644999999999996,28.644567364816847,29.169676539334354,28.494460389990465,27.814276695183597,4.853645833333334,4.378750000000001,4.376777428838531,4.452882534239148,4.245301985785524,4.331386236869171,33.30083333333334,29.315416666666664,32.32609078285952,38.423803918109364,25.1136755407587,25.047958066337245,4.695919642857143,4.548079365079365,4.52921357715751,4.483617801603002,4.180411287265556,4.31608488660385
2002-11-30,POMKH,10.44,24.73,30.5,5.62,33.115,4.352047619047618,20.18916015625,13.08790364583333,11.760002978604229,10.622737783947262,12.210548019071096,9.038860869732122,22.57604166666667,22.925833333333323,24.033435257883703,23.76520423823008,23.985280740839013,23.761323296020652,30.259999999999998,29.319999999999997,29.386740418890106,29.889322549560248,29.029456449083334,28.98795653900061,5.355505952380952,4.710000000000001,4.874066457303119,5.174613118865886,4.360462676110664,4.3832738303546686,35.765,32.03791666666667,32.64165446971571,34.94863000949633,37.48262247848797,38.80240748698006,4.981233134920635,4.548079365079365,4.4583471939135535,4.406450500354575,4.408989802729474,4.211580861970922
2003-02-28,POMRB,26.946666666666665,17.539166666666667,30.21,5.559166666666667,34.45,5.69,27.177083333333336,17.473320312499997,17.834668453829202,22.8159640932987,11.020405739664858,9.890174220334815,21.863541666666666,23.017291666666654,21.43572782139689,20.86396598754361,23.44470816641633,24.195717250493708,30.5875,29.972499999999997,29.71604425133406,30.159610736519543,28.579420912804533,29.687817967011892,5.939761904761905,4.997291666666667,5.148106541048538,5.453451977153254,5.489893372275766,5.1236567729965286,35.32208333333334,34.563750000000006,33.36499268182943,34.73323991745629,36.592973015940686,31.662313385208634,5.270859126984127,4.843759920634922,4.951008316348132,5.009482538379253,4.508307729161389,4.354710420181922
2003-05-31,PREMON,45.35333333333333,21.0,31.13,7.3657142857142865,35.99,6.2,35.84375,22.904999999999998,28.84213440563085,39.592138743859685,27.14154110847251,30.9384142310241,20.251041666666666,22.134791666666654,21.26143669283813,20.7630990581088,22.43483804477271,21.210649766801847,31.06625,30.547499999999996,30.28162655080044,30.722169018837917,32.521209297799516,29.9295141038725,6.273053571428572,5.713720238095239,6.035149638914837,6.615578333263085,5.874360747315396,5.7006107291871055,31.819166666666668,36.96625,34.41499560909766,35.71118120152757,36.08815193546438,33.00218215093408,5.585255952380952,5.1187063492063505,5.45060498980888,5.565937049658006,5.9072493334933585,5.893170404634579
2003-08-31,MONSOON,43.05666666666667,23.1,30.67,6.118333333333332,31.156666666666666,5.45,42.52791666666666,31.44916666666667,34.52794731004518,41.91331505064736,39.59973981376281,38.48027353049111,18.717395833333335,21.592291666666657,21.99686201570288,21.624045481346904,20.380491911690935,21.1161858606978,32.0175,30.627499999999998,30.436975930480262,30.828918345600858,31.16187699942452,30.485168617279065,6.5126994047619045,6.165803571428572,6.068423116682235,6.402311541137183,6.3921707160572065,6.496739564262623,27.88479166666667,33.67791666666667,33.11166403212526,32.73949940428088,35.105065000083236,37.198185645459176,5.735000000000001,5.423011904761905,5.450362993885328,5.4929143521329244,5.180749955364311,5.300741124727505
2003-11-30,POMKH,45.59666666666666,14.0,34.01,6.478,18.245,5.65,44.962291666666665,40.23833333333334,38.95543505269377,44.38238167723535,44.94304876812362,41.83450229910706,17.825,18.909791666666656,18.79811720942173,18.128795488916815,22.151577079053286,22.005808647506782,34.72,31.504999999999995,31.866185558288155,32.384886749355246,30.604797239583643,30.570719303346564,6.668019345238095,6.3803035714285725,6.232253870009341,6.516784220679834,6.300921846620117,6.8104416634569525,24.01604166666667,29.960416666666667,27.164998419275157,22.995671364107984,31.253777066800126,29.777003935002135,5.753333333333333,5.7475000000000005,5.530217796331197,5.551305125566845,5.555259710499058,5.301379937122826
2004-02-29,POMRB,45.26333333333334,16.0,34.31,6.618333333333332,17.845000000000006,5.59,45.03062500000001,44.81750000000001,41.4785943649496,44.72752522285973,45.91018938212323,49.58526581902635,16.26625,18.52499999999999,17.678870325653037,17.059970300825796,17.402405269491922,18.41567907913925,36.92452380952381,32.529999999999994,32.843711334972895,33.38466656849414,31.05481264955825,32.16261792384031,6.768458333333333,6.645095238095238,6.386685655338938,6.647423759486516,6.770362700789649,6.433711696219456,21.229270833333338,25.809166666666666,23.436999051565095,19.573414435646118,24.30825222288768,21.81175574778445,5.8202083333333325,5.7225,5.554130677798718,5.552627960518335,5.7566379867012625,6.050777787501365
2004-05-31,PREMON,46.51166666666667,15.4,48.65,7.549107142857144,21.645,6.446666666666666,44.946250000000006,45.10708333333334,43.49182328563643,45.74904281254606,47.28278733337756,50.20070483808358,15.9925,17.124999999999993,16.76732219539182,16.204074276348145,18.52284814259051,17.332390523097438,37.81404761904762,36.91,39.166226800983736,40.3662162669234,35.752408671084766,33.15655091920119,6.881223214285714,6.690943452380952,6.85165425034622,7.240512804761385,7.019898883248792,6.899037882520685,20.6321875,22.222916666666663,22.720199430939054,21.05193485447901,20.77570235660349,21.101815967909438,5.889374999999999,5.784166666666667,5.911145073345898,5.96493592640549,6.248348491780811,5.822093508245571
2004-08-31,MONSOON,42.44500000000001,16.23,30.78619047619048,6.73845238095238,23.2075,5.738333333333332,44.819583333333334,44.95416666666668,43.073093971381866,42.93897618280633,42.84795369692717,44.34369797915734,16.0934375,15.407499999999994,16.552393317235094,16.09092235087907,15.669949697793047,16.465828173175943,37.94929761904762,36.939047619047614,35.81421227106644,36.244536134999485,41.04057711172972,40.32781793512484,6.901473214285714,6.8459732142857135,6.806373502588684,7.031388676421402,6.951075998868721,7.006374637482642,23.004609375,20.235624999999995,22.915119658563434,22.59281935065025,20.47062135505331,22.431549183233976,5.935,5.85625,5.842020377340871,5.837497613497113,5.4583097155367035,5.626587457187734
2004-11-30,POMKH,45.53333333333333,18.68,41.01,6.76,21.4175,5.915,44.55604166666667,44.93833333333335,44.057189716162455,44.58222727421763,44.75632685739821,42.13648594826438,15.295937499999999,16.577499999999993,17.403435990341055,17.097874826568223,16.41945329442103,16.3600732476149,34.907297619047625,38.689047619047614,37.89252736263986,38.5333785296701,35.94173826964439,35.91139923341123,6.863549107142857,6.916473214285713,6.787824101553211,6.952853153620138,6.897149981504916,7.1778192654808874,27.00931743421053,21.028749999999995,22.316071795138058,21.873346512952395,21.304494861073838,21.750894043543116,5.916666666666667,5.922499999999999,5.871212226404523,5.856576967035529,5.84006852611724,5.653509000190635
2005-02-28,POMRB,44.31333333333333,12.1275,28.392000000000003,6.498333333333334,33.651875000000004,5.69,44.48770833333333,44.70083333333334,44.15964716303081,44.06171748234319,45.83327186445339,44.10879585230929,14.3815625,15.609374999999993,15.293061594204634,14.796154388366269,16.595978036572586,17.400422573573174,32.32844047619048,37.20954761904761,34.092316417583916,34.152402300099645,37.1654495285929,38.27132744010825,6.763110119047619,6.886473214285713,6.672027794265261,6.767935939799101,7.175001736656103,6.86885240832655,30.74433388157895,24.980468749999993,26.850393077082835,29.963108113340606,23.554949213079933,21.866172149776055,5.8497916666666665,5.9475,5.798727335842713,5.7583178248099145,6.028118336755124,6.071536812031264
2005-05-31,PREMON,45.35333333333333,12.8925,30.23200000000001,7.3657142857142865,37.87578947368422,6.2,44.57208333333333,44.41125000000001,44.637121631151814,44.717807179961284,46.428907360300826,43.498567589726434,13.0140625,14.982499999999993,14.33283695652278,13.85124004886953,16.26594410316164,15.035830053741574,30.80754761904762,32.60504761904761,32.54818985055036,32.54038827327793,36.26702845731394,33.698601596993086,6.615095238095238,6.8406249999999975,6.949502390844871,7.187261651602965,7.104658478952854,6.993839885530393,34.40384046052632,29.03816611842105,31.260551635723388,35.451805421488444,31.628067698153828,31.494796399006997,5.780625,5.885833333333333,5.959236401505628,5.952630416814556,6.4044473872214835,6.075626617172841
2005-08-31,MONSOON,43.05666666666667,11.4225,28.57333333333333,6.118333333333332,36.856842105263155,5.45,44.817499999999995,44.56416666666668,44.00493964535775,43.14991402813506,41.7231384627162,42.627627986837894,12.183562499999999,13.78062499999999,13.168702173913669,12.684298326839171,13.294495429381563,14.07467385584709,29.994619047619054,32.05183333333332,30.958247243663546,30.900642185958567,32.74727751351169,32.09405727892553,6.574595238095238,6.685595238095235,6.617034767840256,6.65094281071179,6.872339454830536,6.831925000267828,37.14902823464913,32.45050164473684,33.49906782353929,36.53315644913519,35.09228233419787,34.82411540659622,5.722500000000001,5.81375,5.755541840903376,5.692600134724205,5.34340568587791,5.505688372301487
2005-11-30,POMKH,45.59666666666666,12.5475,31.055714285714284,6.1960000000000015,37.04421052631579,5.65,45.34458333333333,44.58000000000001,44.64163045388131,44.6807187722283,45.17681950506649,42.90570187633691,12.0713125,12.24749999999999,12.920221304348201,12.52712813589668,12.893463407965633,12.885331442161839,30.957511904761905,29.563261904761895,30.99723406048384,31.101008813340542,30.477209732869394,30.464461998266685,6.650443452380952,6.544595238095235,6.448620860704153,6.462440183351426,6.4883252801663325,6.6661753370403565,38.510316552250195,36.35717927631579,34.917124904649896,37.01021129422578,35.24473741725008,34.080602570635754,5.759166666666667,5.7475000000000005,5.713325104542026,5.654421483787048,5.608471677977204,5.460634558439181
2006-02-28,POMRB,46.21333333333333,11.616,31.842857142857145,6.738333333333332,39.98666666666667,5.49,45.481249999999996,45.055000000000014,45.270311605662116,45.513522596236555,45.935925838853926,43.853956893746144,11.899687499999999,12.11962499999999,12.398532782608921,12.033043595920274,11.836918111394498,12.733834110283043,32.111309523809524,30.425976190476185,31.335483293433164,31.565148970314816,29.612175761534377,30.73812785568491,6.8513214285714295,6.604595238095234,6.564505849755825,6.692927872424936,6.671564578286185,6.212681676730342,39.342704996186114,37.940877192982455,36.944941609456606,39.1660315746583,38.67709862686452,36.89539271396145,5.892916666666666,5.697500000000001,5.623995062725216,5.557826940417621,5.774046002224054,5.3952825654785554
