Date,Season,Mandu,Patratu,Ramgarh,Gola,Mandu_Trend,Mandu_SMA,Mandu_EWMA,Mandu_DES,Mandu_TES,Mandu_ARIMA,Patratu_Trend,Patratu_SMA,Patratu_EWMA,Patratu_DES,Patratu_TES,Patratu_ARIMA,Ramgarh_Trend,Ramgarh_SMA,Ramgarh_EWMA,Ramgarh_DES,Ramgarh_TES,Ramgarh_ARIMA,Gola_Trend,Gola_SMA,Gola_EWMA,Gola_DES,Gola_TES,Gola_ARIMA
1996-02-29,POMRB,5.737,7.84,7.6657142857142855,7.19,,,5.737,4.710357070788616,5.717349803642447,0.0,,,7.84,6.8605028934191985,6.535565484681911,0.0,,,7.6657142857142855,6.830484474248199,6.791517931229464,0.0,,,7.19,6.178284784563037,6.581972832066927,0.0
1996-05-31,PREMON,7.754999999999999,8.54,8.163999999999998,8.445,,,6.5442,5.309482513192203,7.812053329710308,1.2029493731731566e-06,,,8.12,6.905671799753724,8.13577645324523,-5.58121423686959e-14,,,7.86502857142857,7.240134423282921,8.302403066955868,7.665699193276612,,,7.692,6.525822048985513,8.481544071832712,7.189964341387112
1996-08-31,MONSOON,4.01875,2.79,2.9311111111111114,4.4,5.5445625000000005,,5.53402,4.642316558233854,3.992031043541106,2.476458313592566e-06,6.3,,5.9879999999999995,5.700706675730982,5.377108665757127,3.7082875426989196e-13,6.040855699855699,,5.8914615873015865,5.952103039074464,5.85803697885252,7.953251492439514,6.715,,6.3751999999999995,5.772672287313015,4.379936346469328,7.817556220521225
1996-11-30,POMKH,4.6675,6.2,6.31,6.59,5.5445625,5.5445625,5.187412,4.36134640853409,4.654203389112293,2.1389198630277083e-06,5.8774999999999995,6.342499999999999,6.0728,5.533319453657859,5.396506688920188,1.346482947995416e-13,5.693348800505051,6.267706349206349,6.0588769523809525,6.06706130834816,5.317898967134258,5.517837676263921,6.755625,6.656250000000001,6.461119999999999,5.746568318576475,5.778011638606264,6.677896507539234
1997-02-28,POMRB,5.737,7.5,5.850909090909092,7.66,5.5445625,5.5445625,5.4072472000000005,4.558033841662585,5.737931460623397,5.737000525953281,5.521249999999999,6.257499999999999,6.64368,5.6951541807854,6.513357131723961,7.206864896070581,5.581303661616162,5.814005050505051,5.975689807792208,6.009393521942607,6.384067630515225,6.1279446354610005,6.745,6.773750000000001,6.940671999999999,6.072031192631575,6.6546269955683846,6.957469309291815
1997-05-31,PREMON,7.754999999999999,5.5,7.19875,8.3,5.5445625,5.5445625,6.346348320000001,5.516503802600057,7.821058107833846,7.75499851963031,5.335000000000001,5.4975,6.186208,5.389930434291807,8.019412764366336,7.85033497607688,5.560192550505051,5.572692550505051,6.464913884675325,6.374657810097245,7.260297896990781,6.153575412358698,6.828750000000001,6.737500000000001,7.4844032,6.589557571514859,8.563562262810446,7.713216191182803
1997-08-31,MONSOON,4.01875,2.98,3.0,4.46,5.5445625000000005,5.5445625,5.415308992,5.058023034693536,3.9959707666206175,4.018748484202697,4.7837499999999995,5.545,4.9037248,4.618341591728823,4.394529764661489,2.5646878903108314,5.467023358585859,5.5899147727272736,5.078948330805195,5.366779771797272,4.85059009016131,4.997047907760488,6.7875,6.752500000000001,6.27464192,5.993644438030975,4.456816193564767,5.462693511875504
1997-11-30,POMKH,4.6675,4.52,6.072222222222222,7.2,5.5445625,5.5445625,5.1161853952000005,4.879146228579438,4.655927075994525,4.667498531283555,4.35,5.125,4.75023488,4.372897855405949,4.761339563288481,5.699306422912959,5.445607638888889,5.53047032828283,5.476257887372006,5.585622909829765,4.795831957013469,5.151409048817574,6.706249999999999,6.905000000000002,6.644785152,6.232695052297457,5.854626529002431,6.6421150019991195
1998-02-28,POMRB,5.737,4.77,5.343333333333334,6.72,5.5445625,5.5445625,5.36451123712,5.1131438677729175,5.73868559902394,5.737000105944444,4.2075,4.4425,4.7581409279999995,4.246223906171296,5.568626834176169,6.894322285781805,5.736388888888889,5.40357638888889,5.423088065756537,5.519502761149565,5.990202499416386,5.605828383833902,6.646249999999999,6.670000000000003,6.6748710912,6.331345322909443,6.743785275637969,7.246420862316087
1998-05-31,PREMON,7.754999999999999,4.76,7.535,8.59,5.5445625,5.5445625,6.320706742272,6.075096714932059,7.821388054490802,7.754999165804866,4.104583333333333,4.2575,4.7588845568,4.152956264803421,6.545742609184948,5.055836342906655,5.928298611111111,5.48763888888889,6.267852839453923,6.132806249299098,6.815154298587638,5.920086047372349,6.046250000000001,6.742500000000002,7.44092265472,6.969059921881778,8.628932574537648,7.916018446254534
1998-08-31,MONSOON,4.01875,2.58,4.99,3.69,5.5445625000000005,5.5445625,5.3999240453632,5.569077344760502,3.996115123140849,4.018749165992945,3.6679166666666663,4.1575,3.88733073408,3.61498823337855,3.1382314647791905,2.7393440548839707,5.845902777777777,5.985138888888891,5.756711703672353,5.796332448556813,4.75782047300595,4.415328761408326,5.422499999999999,6.5500000000000025,5.940553592832,6.1562080569835755,4.527502002625564,5.087191348621213
1998-11-30,POMKH,4.6675,4.096666666666667,5.6175,3.17,5.5445625,5.5445625,5.10695442721792,5.3144267881563945,4.655990234095904,4.667499167436598,3.1424999999999996,4.051666666666667,3.9710651071146668,3.540450568020955,3.7587453957336026,4.154978230897834,5.685472222222223,5.871458333333335,5.701027022203412,5.749566871145724,5.642299406007014,6.207436235169091,5.328749999999999,5.542500000000003,4.8323321556992,5.27704509099133,5.905846427774759,6.830610864065047
1999-02-28,POMRB,5.737,1.7,5.138888888888889,5.76,5.5445625,5.5445625,5.358972656330751,5.460854353056697,5.7387132316209035,5.7369999483502525,2.7645833333333334,3.2841666666666667,3.0626390642688,2.9702603679918287,4.737656115315418,4.384788973757228,5.618454365079366,5.820347222222224,5.476171768877603,5.572776018378808,6.249890902489965,5.8367263263150155,5.1975,5.302500000000004,5.20339929341952,5.2283722895909515,6.700033907516035,7.0056590089493325
1999-05-31,PREMON,7.754999999999999,3.6266666666666665,6.456,8.8,5.5445625,5.5445625,6.31738359379845,6.329558925438668,7.821400144156229,7.7549993664332355,2.2125,3.000833333333333,3.288250105227947,2.9595567892026167,5.051392106545464,4.375596544042852,5.641499007936508,5.5505972222222235,5.868103061326562,5.845375093223439,6.865539298909479,6.2866824040073075,5.12,5.355000000000004,6.642039576051712,6.088914818988268,8.563555987628103,7.982518633647882
1999-08-31,MONSOON,4.01875,0.69,5.532857142857144,2.43,5.5445625000000005,5.5445625,5.39793015627907,5.737056568903452,3.9961204125448004,4.018749398793885,2.2929166666666667,2.528333333333333,2.248950063136768,2.322073103451943,1.7508431594336828,2.371646866308941,5.839186507936508,5.686311507936509,5.734004693938795,5.7584351910481555,4.298902743837162,4.06410147848981,5.022499999999999,5.040000000000004,4.957223745631027,5.103026115502954,4.468165746759552,4.605606314354006
1999-11-30,POMKH,4.6675,1.57,5.258999999999999,3.81,5.5445625,5.5445625,5.1057580937674425,5.40827955268928,4.655992548285254,4.667499391242067,2.3133333333333335,1.8966666666666663,1.977370037882061,2.0348956236632927,2.2224432552133444,3.7658320396559284,6.379408730158731,5.596686507936509,5.544002816363276,5.615134793953334,5.635137876181191,6.084013081687247,4.795,5.200000000000003,4.498334247378616,4.612639107006994,5.818211883332342,5.734382009537318
2000-02-29,POMRB,5.737,4.87,7.07888888888889,4.34,5.5445625,5.5445625,5.358254856260466,5.493256339056318,5.738714244110036,5.736999907200494,2.2487500000000002,2.6891666666666665,3.134422022729237,2.5353165674617135,2.9079286896702925,1.562713051443876,6.87864880952381,6.081686507936509,6.157957245373522,6.062501930672361,6.084291246353574,5.550545141376131,5.25875,4.845000000000002,4.43500054842717,4.354573105953038,6.628892642479195,6.664411024531315
2000-05-31,PREMON,7.754999999999999,0.62,8.837777777777779,8.4,5.5445625,5.5445625,6.316952913756279,6.30882240167759,7.821400587132324,7.754999487203617,2.57125,1.9374999999999996,2.1286532136375422,1.9984738757686358,4.702984343182138,3.3337878430802683,7.422791666666667,6.677130952380954,7.229885458335225,6.905129586074934,7.649472044292849,7.1176477773864635,6.083749999999999,4.745000000000002,6.021000329056302,5.3151015440518234,8.46062810708321,8.057262536396813
2000-08-31,MONSOON,4.01875,3.18,7.145,6.54,5.5445625000000005,5.5445625,5.397671748253767,5.682345139083011,3.996120606350596,4.0187495233398005,2.40125,2.5599999999999996,2.5491919281825255,2.1489942103686315,0.614846224569269,0.6342776502919261,7.903680555555557,7.080166666666668,7.195931275001135,6.985726674787457,5.8033929941909195,5.818139936686709,6.69,5.772500000000002,6.2286001974337815,5.694069914309124,4.357826290519426,4.045057963298799
2000-11-30,POMKH,4.6675,1.66,8.0,6.3,5.5445625,5.5445625,5.10560304895226,5.335105274388254,4.6559926330753445,4.667499513276529,2.625,2.5824999999999996,2.1935151569095153,1.9366533308355975,2.160756997254035,1.4432114651569916,8.313472222222222,7.765416666666667,7.517558765000681,7.299486382162459,7.188174693356669,7.510224823836607,7.0975,6.395000000000002,6.257160118460268,5.967687155175486,5.805598347078638,5.295142157615931
2001-02-28,POMRB,5.737,3.42,8.184999999999999,6.7,5.5445625,5.5445625,5.358161829371356,5.412170331737947,5.738714281204149,5.736999896330349,2.7137499999999997,2.2199999999999998,2.6841090941457093,2.160038796635298,2.891184048981655,4.476713270900985,8.416041666666667,8.041944444444445,7.784535259000409,7.574876473665879,8.173046966469014,7.904205735127276,7.10125,6.985000000000002,6.434296071076161,6.318670550907229,6.674360982360926,6.265583801322576
2001-05-31,PREMON,7.754999999999999,3.86,11.010000000000002,9.3,5.5445625,5.5445625,6.316897097622814,6.225801564159964,7.821400603358732,7.754999568428606,2.40875,3.03,3.1544654564874257,2.428702848878724,4.261594684057914,0.569930642291296,8.177458333333334,8.584999999999999,9.074721155400246,8.617933079246194,9.295098468692762,9.019635397354003,7.00625,7.210000000000003,7.580577642645697,7.397718361995124,8.560003452351015,8.16089436214799
2001-08-31,MONSOON,4.01875,0.65,5.793333333333332,5.67,5.5445625000000005,5.5445625,5.3976382585736875,5.605665506414874,3.9961206134471174,4.018749602846913,2.4496875,2.3975,2.1526792738924554,1.9380520629019378,1.2641790033577203,2.9231926491714857,8.103458333333332,8.247083333333332,7.76216602657348,7.778331405714978,7.686490854383498,7.893996054243002,7.15125,6.992500000000003,6.816346585587418,7.294779123546854,4.476054347943118,4.541289780837216
2001-11-30,POMKH,4.6675,1.75,7.443,6.41,5.5445625,5.5445625,5.105582955144213,5.269417534717992,4.655992636177379,4.667499592178309,2.8843750000000004,2.42,1.9916075643354731,1.8066750967873166,1.8681167928743108,1.525943332586373,7.67601515151515,8.107833333333332,7.634499615944088,7.686878550538328,7.612536692664952,8.012407877423069,7.145,7.020000000000002,6.653807951352451,7.342749276637859,5.901101195225103,5.515953720674716
2002-02-28,POMRB,5.737,3.6575,8.149999999999999,7.75,5.5445625,5.5445625,5.358149773086527,5.359383256627749,5.7387142825585356,5.73699989566087,3.4231249999999998,2.479375,2.6579645386012842,2.124783150500705,2.7119125165464584,3.143810962316503,7.414155303030302,8.099083333333333,7.840699769566452,7.835616954925795,8.154858068449574,7.936404463934059,7.14875,7.282500000000003,7.092284770811471,7.724754675024623,6.770400879372532,6.3783939439949355
2002-05-31,PREMON,7.754999999999999,7.1,7.625454545454545,8.2,5.5445625,5.5445625,6.316889863851916,6.186655294102879,7.821400603948481,7.754999627037346,3.5650000000000004,3.2893749999999997,4.43477872316077,3.132638998817198,4.205804256313662,3.548277869749035,7.678738636363636,7.252946969696969,7.75460167992169,7.781904728186766,9.269328508848838,9.244702031178353,7.063750000000001,7.007500000000003,7.535370862486882,8.16466062646596,8.67845150796908,8.396412480197355
2002-08-31,MONSOON,4.01875,1.72,7.082999999999998,6.8,5.5445625000000005,5.5445625,5.397633918311149,5.579236875755749,3.99612061370237,4.0187496586642615,3.3184375,3.556875,3.348867233896462,2.7259678715291846,2.184865640809437,0.597507931434423,7.774792207792207,7.575363636363634,7.485961007953013,7.581035098259796,6.146061562208628,6.102312858152484,6.800000000000001,7.290000000000003,7.24122251749213,8.10649273098797,4.5664162527802015,4.758569305440476
2002-11-30,POMKH,4.6675,1.815,8.270000000000001,4.6,5.5445625,5.5445625,5.105580350986689,5.25392207738235,4.655992636286257,4.667499648074959,3.0637499999999998,3.573125,2.735320340337877,2.436332285114865,2.833042005943384,1.6086752000157545,8.091538961038962,7.7821136363636345,7.799576604771809,7.797614565172272,7.34835562075732,7.676278771572423,6.84125,6.837500000000003,6.184733510495278,7.3604468605582305,6.015844263259477,5.717848592853752
