Date,Season,Mandu,Patratu,Ramgarh,Gola,Mandu_Trend,Mandu_SMA,Mandu_EWMA,Mandu_DES,Mandu_TES,Mandu_ARIMA,Patratu_Trend,Patratu_SMA,Patratu_EWMA,Patratu_DES,Patratu_TES,Patratu_ARIMA,Ramgarh_Trend,Ramgarh_SMA,Ramgarh_EWMA,Ramgarh_DES,Ramgarh_TES,Ramgarh_ARIMA,Gola_Trend,Gola_SMA,Gola_EWMA,Gola_DES,Gola_TES,Gola_ARIMA
2003-02-28,POMRB,5.737,1.62,8.09142857142857,7.45,5.5445625,5.5445625,5.358148210592013,5.3529753853289455,5.73871428260337,5.736999898771259,3.2516666666666665,3.06375,2.2891922042027266,2.173227992638152,3.4102078117803303,3.3621311680329273,7.9273154761904765,7.767470779220778,7.9163173914345135,7.895532955199392,8.382751441909162,8.180675799024458,6.8190625,6.762500000000003,6.690840106297166,7.451726833294872,6.84060128367488,6.5967587552829805
2003-05-31,PREMON,7.754999999999999,7.1,10.218,8.83,5.5445625,5.5445625,6.316888926355208,6.188135546411477,7.821400603965282,7.754999671426412,3.447708333333333,3.06375,4.213515322521635,3.1878111182126374,4.09353789132337,6.526625097206775,6.713711309523809,8.41560714285714,8.83699043486071,8.60411450354721,9.368038912942174,9.162204853380311,6.545624999999999,6.920000000000003,7.5465040637783,7.9224094394812035,8.740141205787982,8.403712252892204
2003-08-31,MONSOON,4.01875,3.223333333333333,3.1766666666666667,5.9925,5.5445625000000005,5.5445625,5.397633355813125,5.585861775166624,3.9961206137069505,4.018749700268129,3.843333333333333,3.439583333333333,3.8174425268463144,3.1165077406709307,2.105861563880988,1.5810979108726275,5.610720238095238,7.439023809523809,6.5728609275830925,6.981142149676492,7.36938137761865,7.428304163625462,6.019374999999999,6.718125000000003,6.9249024382669795,7.52287364252136,4.641412901344545,5.07321278057886
2003-11-30,POMKH,4.6675,1.88,2.4675,3.22,5.5445625,5.5445625,5.105580013487875,5.263470138759042,4.65599263628546,4.667499690021459,4.333333333333333,3.455833333333333,3.0424655161077885,2.765367886227966,3.2228529900438065,1.668425993159197,4.693291666666667,5.988398809523808,4.930716556549855,5.6312133536138615,6.258428540479598,6.659072491981848,5.629375,6.3731250000000035,5.442941462960188,6.367588529855492,6.0704204779066915,5.604148756781825
2004-02-29,POMRB,5.737,4.72,5.07,4.62,5.5445625,5.5445625,5.358148008092725,5.363932801883973,5.738714282600222,5.736999903243361,4.199166666666667,4.230833333333333,3.713479309664673,3.1257850725691894,3.7037837701857192,1.4891736137288702,4.268958333333333,5.233041666666665,4.986429933929913,5.469165316823464,5.167662216489768,4.960338877072498,5.506562499999999,5.665625000000004,5.113764877776113,5.731742270328238,6.861833334769712,6.699794971500611
2004-05-31,PREMON,7.754999999999999,7.92,5.9,8.54,5.5445625,5.5445625,6.316888804855635,6.199648400051723,7.8214006039610915,7.754999706260993,4.25125,4.435833333333333,5.396087585798804,4.127272828932931,5.218601400870628,6.526625097206775,4.7221875,4.153541666666665,5.351857960357949,5.6054870617140855,6.240282085307853,6.140369456643771,5.73,5.593125000000004,6.484258926665667,6.2941172457447685,8.69493383656636,8.394452026844347
2004-08-31,MONSOON,4.01875,1.33,4.1000000000000005,5.3,5.5445625000000005,5.5445625,5.397633282913381,5.596691936278837,3.9961206137023444,4.018749732591356,4.8575,3.9624999999999995,3.769652551479282,3.4388020753770885,3.1405408311544214,2.9630265112671132,5.755624999999999,4.384374999999999,4.85111477621477,5.159218840034323,3.7048774668472633,3.3490101785621005,6.225,5.420000000000004,6.010555355999401,5.930848258827337,4.590210021539218,5.119435201404277
2004-11-30,POMKH,4.6675,4.19,5.17,5.7,5.5445625,5.5445625,5.105579969748028,5.272896212009826,4.655992636280646,4.667499722783164,5.277500000000001,4.54,3.9377915308875693,3.5416625610789847,3.3900204376838508,1.7281767863026392,6.80475,5.059999999999999,4.978668865728862,5.168743865700284,4.66283649435093,4.643686875037659,6.329999999999999,6.0400000000000045,5.886333213599641,5.736250517377734,6.00397187915708,5.251244867592147
2005-02-28,POMRB,5.737,7.26,10.635,6.1,5.5445625,5.5445625,5.358147981848816,5.371634148240847,5.738714282595316,5.736999908080926,6.175,5.175000000000001,5.266674918532541,4.314218350319511,4.505829826709904,4.3388268251853495,7.693375,6.451249999999998,7.241201319437318,6.820161696423083,5.510319759469315,5.299762078280041,6.362500000000001,6.410000000000005,5.971799928159784,5.699815442362243,6.854294983136133,6.453423963474423
2005-05-31,PREMON,7.754999999999999,8.74,8.728,7.9,5.5445625,5.5445625,6.3168887891092895,6.205486756866162,7.821400603956128,7.754999734351912,7.25875,5.380000000000001,6.656004951119525,5.260343598236267,6.5355685979772336,7.280404333785587,8.70509090909091,7.158249999999999,7.8359207916623905,7.402647416645529,8.937985306225295,8.815381311456791,6.675,6.250000000000005,6.743079956895871,6.205625637282168,8.72186225236175,8.41552698010041
2005-08-31,MONSOON,4.01875,7.69,8.381,6.2,5.5445625000000005,5.5445625,5.397633273465574,5.600746348775345,3.9961206136974017,4.018749758485256,7.195625000000001,6.970000000000001,7.069602970671715,5.772660180753471,4.310266545291267,1.2225931520119735,9.200715909090908,8.228499999999999,8.053952474997434,7.706103926172657,6.461338779291948,6.1722308006646225,7.1125,6.475000000000005,6.525847974137522,6.200963473609073,4.601571948885239,5.130733957795995
2005-11-30,POMKH,4.6675,6.5,8.98272727272727,7.3,5.5445625,5.5445625,5.105579964079344,5.275384596115553,4.655992636275684,4.667499749139346,6.843750000000001,7.5475,6.8417617824030295,5.9095647090884915,6.097521053878593,3.8516280503234355,9.657083333333334,9.181681818181815,8.425462394089369,8.099697482589455,8.106797388094362,8.13091309309643,7.62625,6.875000000000004,6.8355087844825135,6.512826270301263,6.035925399265425,5.312963352215727
2006-02-28,POMRB,5.737,4.445,10.787272727272727,8.0,5.5445625,5.5445625,5.358147978447606,5.3727986752329855,5.738714282590345,5.736999912857736,6.330312500000001,6.843750000000002,5.883057069441818,5.553285189035848,7.0955589268992565,6.673703972636788,10.073041666666665,9.219749999999998,9.370186527362712,8.918410622402371,9.120578002172985,9.379959268633556,7.463749999999999,7.350000000000003,7.301305270689508,7.00255121205409,6.922728436590748,6.474428374828285
2006-05-31,PREMON,7.754999999999999,8.74,12.226666666666668,10.11,5.5445625,5.5445625,6.316888787068564,6.20548778787605,7.82140060395114,7.754999757498718,5.597812500000001,6.843750000000002,7.025834241665091,6.2463293803723,7.523984105680022,8.034183570364398,10.145388257575759,10.094416666666664,10.512778583084295,9.924920642726295,10.988844880022125,10.871133060331086,6.8125,7.902500000000003,8.424783162413704,8.07258446325266,8.83303769061161,8.468384781898646
2006-08-31,MONSOON,4.01875,3.5825,8.21,2.69,5.5445625000000005,5.5445625,5.397633272241138,5.599967427621185,3.9961206136924483,4.01874977972509,5.2231250000000005,5.816875000000001,5.648500544999054,5.6271896417262175,5.005834223220448,7.068978450354945,10.241811868686868,10.051666666666664,9.591667149850577,9.420879287392726,9.165095378434053,9.062219240224199,6.4375,7.025000000000003,6.130869897448221,6.883721901462629,4.761859870201515,5.393560254667642
2006-11-30,POMKH,4.6675,4.7475000000000005,9.7325,5.6,5.5445625,5.5445625,5.105579963344683,5.274142528386243,4.655992636270717,4.667499770833286,4.6275,5.378750000000002,5.288100326999433,5.401538717176,5.370035436122749,5.975079314344232,10.092305555555557,10.239109848484848,9.648000289910346,9.526132791129141,9.514165792928829,9.617231216924404,6.21125,6.600000000000002,5.918521938468933,6.574645170471758,6.11119625759341,5.571629528308758
2007-02-28,POMRB,5.737,3.2,10.808888888888893,6.7,5.5445625,5.5445625,5.3581479780068095,5.371313102757071,5.738714282585373,5.736999917394821,4.1909374999999995,5.067500000000002,4.45286019619966,4.874441896473049,6.064381961739127,4.0860350080400165,10.210665404040405,10.24451388888889,10.112355729501765,9.923787585873823,10.231399816402009,10.613386743086458,6.111249999999999,6.275000000000002,6.23111316308136,6.598160303241329,6.956798201131806,6.635833872970031
2007-05-31,PREMON,7.754999999999999,5.22,11.009000000000002,9.6,5.5445625,5.5445625,6.3168887868040855,6.203883665607247,7.8214006039461506,7.754999776909265,3.9753125,4.187500000000002,4.759716117719796,4.915362173576508,6.429455633771701,8.034183570364398,10.977706800144302,9.940097222222223,10.47101343770106,10.262473646435836,11.608483075515853,11.601564274714754,6.225,6.147500000000003,7.578667897848815,7.4637224913012625,8.836032791132046,8.603693555975369
2007-08-31,MONSOON,4.01875,3.61,10.374545454545457,2.4,5.5445625000000005,5.5445625,5.397633272082452,5.598430924018672,3.9961206136874923,4.018749797479354,3.6812500000000004,4.194375000000002,4.299829670631878,4.58514269663624,3.1926868429205273,3.293187945175109,11.31342604617605,10.481233585858586,10.432426244438819,10.30869533248201,8.956190266821997,8.796133394516438,6.53125,6.075000000000002,5.5072007387092885,6.206612557376011,4.752785763268331,5.13031138040542
2007-11-30,POMKH,4.6675,2.995,13.704285714285716,6.8,5.5445625,5.5445625,5.105579963249471,5.2727854104978205,4.655992636265751,4.66749978901959,3.5912499999999996,3.756250000000002,3.777897802379127,4.187439253926364,4.102235216506209,4.364106006899883,11.032172077922079,11.474180014430015,11.741170032377578,11.343181914109561,10.37558200783943,10.485982711406296,6.6875,6.375000000000002,6.024320443225573,6.289215131435924,6.095413606290694,5.541487855603105
2008-02-29,POMRB,5.737,2.6,9.522857142857145,7.95,5.5445625,5.5445625,5.358147977949683,5.370187790862055,5.738714282580398,5.736999921625789,3.3375,3.606250000000002,3.306738681427476,3.7870154224129142,4.652974850412983,2.941577508600237,10.529853896103898,11.152672077922078,10.853844876569404,10.80914455559292,12.495455232250713,12.886187082700443,6.5874999999999995,6.687500000000003,6.794592265935344,6.709308750200918,6.9691263129275995,6.640417057742831
2008-05-31,PREMON,7.754999999999999,5.1,10.045000000000002,9.6,5.5445625,5.5445625,6.316888786769809,6.20301375287187,7.821400603941159,7.754999793425566,3.1574999999999998,3.5762500000000017,4.024043208856486,4.0359054924886655,5.25845228965131,4.798448310904137,9.161750000000001,10.911672077922079,10.530306925941643,10.592325393333567,12.271606055095338,12.2206991246747,6.4375,6.687500000000002,7.916755359561206,7.588618605206927,8.877080101557803,8.722310491162213
2008-08-31,MONSOON,4.01875,1.7,7.32,1.6,5.5445625000000005,5.5445625,5.397633272061885,5.597811914373218,3.996120613682539,4.018749812551184,3.2471875,3.0987500000000017,3.0944259253138915,3.468743670642728,2.333074858014597,3.3184671268896424,7.943678571428572,10.148035714285715,9.246184155564986,9.620379519714636,8.885552686450017,8.839489971610845,6.39375,6.4875000000000025,5.390053215736723,6.111364116080417,4.792885385055163,4.940558299136267
2008-11-30,POMKH,4.6675,3.4650000000000003,5.814,6.4,5.5445625,5.5445625,5.1055799632371315,5.272390845603779,4.655992636260784,4.667499804496052,2.868125,3.2162500000000014,3.242655555188335,3.420926718457777,2.931414182121566,2.7531326994555343,7.625017857142858,8.175464285714286,7.873310493338991,8.48652142192717,8.95933383459042,9.305622734809768,6.39625,6.387500000000002,5.794031929442034,6.101707204873256,6.115960915640456,5.656757632588731
2009-02-28,POMRB,5.737,2.8475,7.668571428571428,8.0,5.5445625,5.5445625,5.358147977942279,5.369985756700817,5.738714282575426,5.736999925536617,2.395625,3.2781250000000015,3.084593333113001,3.245946348853161,3.9682964101321256,2.3900317257376926,7.541111607142858,7.711892857142856,7.791414867431966,8.250681628057087,8.159702199813099,8.328663579854119,6.99,6.400000000000003,6.6764191576652205,6.567362410878676,6.979819825243328,6.74176089610338
2009-05-31,PREMON,7.754999999999999,1.82,9.35,9.57,5.5445625,5.5445625,6.316888786765367,6.202982730178563,7.821400603936169,7.754999807653142,2.08875,2.4581250000000017,2.5787559998678007,2.880033858283168,4.849959756079152,4.688139154331627,7.723892857142857,7.538142857142855,8.414848920459178,8.591576347058398,9.054885129263155,8.859890152906251,7.5375,6.392500000000004,7.833851494599132,7.469697969625429,8.888590637465063,8.791503385993748
2009-08-31,MONSOON,4.01875,1.2,7.34375,6.38,5.5445625000000005,5.5445625,5.39763327205922,5.597898337781332,3.9961206136775838,4.018749825512108,1.8721875000000001,2.3331250000000017,2.02725359992068,2.457191352563387,1.0738118507184036,1.5627130514438758,7.792455357142856,7.544080357142855,7.986409352275507,8.22648873409887,6.806016465764503,6.654869242474196,7.42625,7.587500000000003,7.252310896759479,7.366331271856322,4.803334786751459,4.682263019963452
2009-11-30,POMKH,4.6675,1.51,7.252499999999999,6.0,5.5445625,5.5445625,5.105579963235533,5.272549679576244,4.655992636255817,4.667499817832979,1.9587499999999998,1.8443750000000017,1.8203521599524082,2.1980432136751102,1.8971056825021164,3.1851768960311944,7.667276785714285,7.903705357142854,7.692845611365303,7.94337094081662,7.828286754497788,7.935887307779613,7.456249999999999,7.4875000000000025,6.751386538055687,7.12414162128692,6.2373433840908294,5.855459356115773
2010-02-28,POMRB,5.737,3.07,6.7785714285714285,7.51,5.5445625,5.5445625,5.35814797794132,5.3701853057364195,5.738714282570453,5.73699992913739,2.045,1.9000000000000017,2.320211295971445,2.3451728955123987,2.661205355324147,2.617544361168492,7.8197544642857135,7.681205357142853,7.327135938247753,7.602482044893482,8.187407310474478,8.303650718483917,7.8175,7.365000000000002,7.0548319228334115,7.31003512891369,7.089354634309386,6.9658638205800205
2010-05-31,PREMON,7.754999999999999,2.29,9.238571428571428,10.3,5.5445625,5.5445625,6.316888786764792,6.203204848119474,7.821400603931179,7.754999820038923,2.62,2.017500000000002,2.308126777582867,2.2869722290158845,3.9960560676679746,1.6730222080163855,8.055848214285714,7.65334821428571,8.091710134377223,8.104134457099962,8.668745788507788,8.49856387676693,8.46875,7.547500000000001,8.352899153700047,8.28620219147394,8.984416063680854,8.96023961128692
2010-08-31,MONSOON,4.01875,1.42,8.675,8.54,5.5445625000000005,5.5445625,5.397633272058875,5.59811521814269,3.9961206136726286,4.018749836780614,3.0987500000000003,2.072500000000002,1.9528760665497202,2.048883073114441,0.6121544584873176,1.1030915657250888,8.279776785714285,7.98616071428571,8.325026080626333,8.285807478966042,6.543759542958837,6.432029646744333,9.06375,8.0875,8.427739492220027,8.655902864204164,4.914121821285787,4.940605167158614
2010-11-30,POMKH,4.6675,5.8900000000000015,7.81,9.05,5.5445625,5.5445625,5.105579963235325,5.272744171496209,4.65599263625085,4.667499829449613,3.5250000000000004,3.1675000000000026,3.527725639929833,2.8680507407345193,1.637409799786538,1.3880568868707368,8.417807539682538,8.12553571428571,8.1190156483758,8.152694658528295,8.284631036789719,8.343888569550305,9.3275,8.850000000000001,8.676643695332016,9.095137690645606,6.396084539279382,6.060636177294872
2011-02-28,POMRB,5.737,2.52,8.0125,9.22,5.5445625,5.5445625,5.358147977941195,5.3703489890238645,5.73871428256548,5.736999932448603,4.23625,3.0300000000000025,3.1246353839578997,2.755114075496803,3.776158959062423,2.8220759223133522,8.122936507936508,8.434017857142855,8.07640938902548,8.12042592402967,8.689368350439493,8.71122500128214,8.684999999999999,9.277500000000002,8.89398621719921,9.494070439654086,7.3158187006144315,7.295033207507464
