Date,Season,Nawada,Akbarpur,Gobindpur,Warisaliganj,Rajauli,Pakribarwan,Hisua,Sirdauli,Harnaut,Maskaur,Roh,Kawakol,Nawada_Trend,Nawada_SMA,Nawada_EWMA,Nawada_DES,Nawada_TES,Nawada_ARIMA,Akbarpur_Trend,Akbarpur_SMA,Akbarpur_EWMA,Akbarpur_DES,Akbarpur_TES,Akbarpur_ARIMA,Gobindpur_Trend,Gobindpur_SMA,Gobindpur_EWMA,Gobindpur_DES,Gobindpur_TES,Gobindpur_ARIMA,Warisaliganj_Trend,Warisaliganj_SMA,Warisaliganj_EWMA,Warisaliganj_DES,Warisaliganj_TES,Warisaliganj_ARIMA,Rajauli_Trend,Rajauli_SMA,Rajauli_EWMA,Rajauli_DES,Rajauli_TES,Rajauli_ARIMA,Pakribarwan_Trend,Pakribarwan_SMA,Pakribarwan_EWMA,Pakribarwan_DES,Pakribarwan_TES,Pakribarwan_ARIMA,Hisua_Trend,Hisua_SMA,Hisua_EWMA,Hisua_DES,Hisua_TES,Hisua_ARIMA,Sirdauli_Trend,Sirdauli_SMA,Sirdauli_EWMA,Sirdauli_DES,Sirdauli_TES,Sirdauli_ARIMA,Harnaut_Trend,Harnaut_SMA,Harnaut_EWMA,Harnaut_DES,Harnaut_TES,Harnaut_ARIMA,Maskaur_Trend,Maskaur_SMA,Maskaur_EWMA,Maskaur_DES,Maskaur_TES,Maskaur_ARIMA,Roh_Trend,Roh_SMA,Roh_EWMA,Roh_DES,Roh_TES,Roh_ARIMA,Kawakol_Trend,Kawakol_SMA,Kawakol_EWMA,Kawakol_DES,Kawakol_TES,Kawakol_ARIMA
1996-02-29,POMRB,5.776249999999997,4.001428571428572,5.5,0.66,5.165,4.453333333333333,2.79,2.44,1.23,3.1900000000000004,2.06,2.51,,,5.776249999999997,5.6518050325213,5.656559989500907,0.0,,,4.001428571428572,3.1712371555225785,3.622830682604576,0.0,,,5.5,6.520304576601413,5.548837084173156,0.0,,,0.66,4.938001829050088,0.6696875000000002,0.0,,,5.165,7.5049523199075505,5.151050828458288,0.0,,,4.453333333333333,3.7786567423320387,4.463345554401636,0.0,,,2.79,5.603472027826885,2.9365625,0.0,,,2.44,3.203405475026806,2.4499999999999997,0.0,,,1.23,1.854972216495552,1.5008008291765005,0.0,,,3.1900000000000004,8.44532462896837,3.1999862123289513,0.0,,,2.06,6.532699687877885,2.4609519579846473,0.0,,,2.51,5.82993735317756,2.8109353379778588,0.0
1996-05-31,PREMON,6.657619047619046,5.791666666666668,6.06,3.42,6.8,5.5150000000000015,5.52,4.95,2.5,6.285,4.343333333333333,4.3966666666666665,,,6.128797619047617,5.878980567849086,6.595550437003112,5.77624295217265,,,4.71752380952381,3.3360574915785697,5.19091906383106,4.001424795884936,,,5.724,7.026376353640653,6.259264876906855,6.137286441614478e-12,,,1.7640000000000002,10.762768698410083,3.438838296398892,0.6599991727352609,,,5.819,8.743459150848043,6.837090538032609,2.2747847202783307e-21,,,4.878,4.054718466830239,5.53168829665852,0.0,,,3.8819999999999997,4.104309464397797,5.786329639889196,-4.1595781856702654e-11,,,3.444,2.1696756703138202,4.969445983379502,7.972917014338848e-08,,,1.738,1.9046192312810444,2.6205557682656604,0.39490482734045684,,,4.428000000000001,12.260698738007433,6.304451487085954,7.052609964830738e-07,,,2.973333333333333,6.4446562130444764,4.177862887248553,2.059996832509078,,,3.2646666666666664,8.089839863319442,4.8896743766746695,2.5099939240585702
1996-08-31,MONSOON,5.0605128205128205,2.95,1.05,0.15,5.576666666666667,3.536666666666666,1.57,1.74,0.82,1.3866666666666667,1.2933333333333332,1.0166666666666668,5.746869276556775,,5.701483699633698,5.684201847684299,4.928990406382152,6.337283157407265,4.002738095238096,,4.010514285714286,2.7480384476511954,3.067603557070484,5.121851444770812,3.6887499999999998,,3.8544,6.07180197022438,1.617908780566009,1.3988870224562352e-11,1.5175,,1.1184,5.203083065345142,0.17745528828815038,1.6441476926109977,5.810416666666667,,5.722066666666667,8.113974925332755,5.527327587670945,9.778815458305338e-22,4.07875,,4.341466666666666,3.7475234677673375,3.5570542848139177,0.0,3.4043749999999995,,2.9572,2.518996668110271,1.9305463816269055,-1.1828596155901985e-10,2.8600000000000003,,2.7624,1.254288859293322,1.7683409427490584,1.3607694588752278e-07,1.70625,,1.3708,1.6512293184227582,0.9365353660841507,0.7535383954995651,3.419166666666667,,3.2114666666666674,9.407753128381424,1.4150100795546288,1.3876449509711212e-06,2.7312499999999997,,2.301333333333333,4.627179628421248,0.9768025148206183,3.5998310054967417,2.8441666666666667,,2.3654666666666664,6.68572779864616,1.2814804405249047,3.6654101605070775
1996-11-30,POMKH,5.493095238095238,3.33,2.17,1.83,5.7,2.81,3.165,2.31,1.43,2.815,2.405,2.9333333333333336,5.746869276556775,5.746869276556776,5.618128315018314,5.634641446069443,5.489670548454762,5.531243600494303,3.9669940476190475,4.01827380952381,3.738308571428571,2.5121742398992435,3.1176388514703293,3.7373611143825474,3.7325,3.695,3.18064,5.3693159015564715,2.897150119831031,1.5654891013829237e-11,1.559375,1.5150000000000001,1.40304,2.996552492489674,1.8655427008583392,2.089014911674039,5.810416666666666,5.810416666666667,5.713240000000001,7.287056432620339,5.7103826179190955,-5.029395484534408e-22,4.07875,4.078749999999999,3.7288799999999998,3.3015681324313593,2.8318181392355153,0.0,3.7199999999999998,3.2612499999999995,3.04032,1.921358225837187,3.595898104767131,-8.776014026418739e-11,2.86,2.8600000000000003,2.58144,0.9214266093290444,2.346689239595705,-2.0730446109814305e-08,1.98,1.4949999999999999,1.39448,1.5514584751576068,1.2414540042029425,0.147977172755525,3.419166666666667,3.419166666666667,3.0528800000000005,7.008531351940849,2.851679970251307,-3.247386450015574e-07,3.265416666666667,2.525416666666666,2.3427999999999995,3.6168493881792805,1.5429970591739517,1.7919170033182295,2.974375,2.7141666666666664,2.5926133333333334,6.013546803554497,1.8565660759690328,2.103288330710229
1997-02-28,POMRB,5.776249999999997,3.8771428571428577,5.45,0.68,5.165,4.453333333333333,3.935,2.44,2.92,3.1900000000000004,3.706666666666667,3.55,5.746869276556775,5.746869276556776,5.681376989010987,5.662045368921105,5.774969044754508,5.706273215024537,4.041785714285714,3.9872023809523816,3.7938422857142857,2.5946857171592006,3.86305820032244,3.88376545289535,3.7600000000000002,3.6825,4.088384,5.511996071813534,5.539645502218665,5.245097177773247,1.725,1.52,1.1138240000000001,0.9322280940949123,0.6980073196897691,0.846944852750413,5.810416666666667,5.810416666666667,5.493944000000001,6.138042156631841,5.174517362247546,5.164999155704283,4.07875,4.078749999999999,4.018661333333333,3.447198725621779,4.474635703342217,4.453332288200173,3.935,3.5474999999999994,3.398192,1.800885633103105,3.207688522749747,2.7657174439786125,2.86,2.8600000000000003,2.524864,0.8290126251272798,2.4844955201551437,2.4399991000931847,2.03625,1.9174999999999995,2.004688,1.736249042413645,1.4989588043646327,1.1700527641756078,3.419166666666667,3.4191666666666665,3.1077280000000007,5.089610363391003,3.2344821428506547,3.189998010979567,3.549583333333334,2.937083333333333,2.888346666666666,3.456007593593367,3.005740169837518,2.19767943932089,2.9745833333333334,2.9741666666666666,2.975568,5.435340272037948,2.9043726662754854,2.5944641645440285
1997-05-31,PREMON,6.657619047619046,5.63,6.46,3.735,6.8,5.5150000000000015,6.9,4.95,3.0,6.285,6.9700000000000015,4.398333333333333,5.746869276556775,5.746869276556776,6.071873812454211,5.886843840685695,6.679083068210835,6.310925394627365,4.068392857142858,3.9467857142857143,4.528305371428571,3.3490116185457155,5.377751530355813,5.203779503663162,3.895,3.7825000000000006,5.0370304,5.889414588135172,6.1815666669323335,5.77914343587377,1.7025000000000001,1.59875,2.1622944,4.531314757150274,3.4616274471270816,2.994314945540709,5.810416666666668,5.810416666666667,6.016366400000001,6.456426364810668,6.852590395282591,6.799998888439327,4.07875,4.078749999999999,4.6171968,3.9499360500587755,5.534452860136107,5.514998705708974,3.9125,3.892499999999999,4.7989152,2.5504536829693976,6.136768813882183,5.471957093462459,2.86,2.8600000000000003,3.4949184000000004,1.3741806772605347,5.0017677429561775,4.949998152689603,1.9799999999999998,2.0424999999999995,2.4028128,1.9086446232629892,2.9201581189232235,2.5785182169065317,3.419166666666667,3.4191666666666665,4.378636800000001,5.8277876509489035,6.336773537956281,6.284997282613654,3.482291666666667,3.59375,4.521008,5.048385735502237,5.232220564868741,4.552713564058609,2.8295833333333333,2.974583333333334,3.5446741333333334,5.275177225698459,4.983111704974273,4.272875655148638
1997-08-31,MONSOON,5.0605128205128205,3.71,0.87,1.16,5.576666666666667,3.536666666666666,1.91,1.74,0.77,1.3866666666666667,0.94,1.0166666666666668,5.4123380265567755,5.746869276556776,5.667329415677655,5.690239838751089,4.987919180550095,5.461712183731659,3.8648214285714286,4.136785714285715,4.200983222857142,3.3986977763858452,3.2033867682330834,3.410066744747783,4.04,3.7375000000000007,3.37021824,4.794934622830299,1.4485138830490243,1.0013367339390802,1.54875,1.8512499999999998,1.76137664,2.3051359356425447,0.21162157176216256,0.3282889935225781,5.810416666666667,5.810416666666667,5.840486506666667,5.859420511535952,5.537565383202547,5.576665755077938,4.07875,4.078749999999999,4.184984746666666,3.8074493166895977,3.5533456628398756,3.5366658366619634,3.68625,3.977499999999999,3.64334912,2.0602107869440704,2.4213066246809296,1.5563356225876106,2.8600000000000003,2.8600000000000003,2.79295104,1.194650253483039,1.7985138713411182,1.7399993675796068,1.69375,2.0299999999999994,1.74968768,1.657606761640487,1.271843617984712,0.803925887849284,3.419166666666667,3.4191666666666665,3.181848746666667,3.181176823154772,1.4451831815663703,1.3866657936734492,3.2733333333333334,3.5054166666666666,3.0886047999999997,3.4293402878296497,2.7582827265012817,3.193662640713832,2.4625000000000004,2.974583333333334,2.533471146666667,3.1487950072445803,1.3749177688243166,1.5709913309404775
1997-11-30,POMKH,5.493095238095238,2.782857142857144,3.43,0.64,5.7,2.81,2.645,2.31,1.03,2.815,2.22,1.7733333333333334,4.730604395604396,5.746869276556776,5.597635744644688,5.639277853438257,5.531242331537908,5.500978898899209,3.6671428571428577,4.0,3.6337327908571426,3.1412115275840007,3.344859312299244,3.706584343110306,4.0024999999999995,4.0525,3.3941309439999996,4.415933292957905,2.662916141019144,2.069429250140103,1.504375,1.55375,1.3128259839999998,0.7995090732416112,1.9500481344326854,1.7176747270522623,5.810416666666666,5.810416666666667,5.784291904,5.577007735096508,5.717144774218761,5.699999068250613,4.07875,4.078749999999999,3.6349908479999997,3.4640665240687047,2.8235968482404736,2.809999340533493,3.386875,3.8474999999999993,3.244009472,1.902026104133115,4.046902795560452,3.137453659572036,2.86,2.8600000000000003,2.599770624,1.2230486688208466,2.3747429067173673,2.309999139028534,1.48625,1.9299999999999993,1.4618126080000002,1.4965175668087414,1.5081098620569264,0.9449503326542794,3.419166666666667,3.419166666666667,3.0351092480000004,2.502883294448158,2.879733693756412,2.814999313835288,2.9462500000000005,3.459166666666667,2.74116288,2.742788789091388,2.3372215788084203,1.923879604806301,2.2402083333333334,2.6845833333333338,2.2294160213333334,2.1437237132921325,1.9500034042682497,2.6966094207784996
1998-02-28,POMRB,3.1,2.795714285714286,5.35,0.64,5.165,4.453333333333333,2.645,2.44,1.03,3.1900000000000004,2.22,1.7733333333333334,4.383402014652014,5.077806776556777,4.598581446786813,5.0469074637086635,5.804296197289257,5.730625500154044,3.33,3.7296428571428573,3.2985253888,2.9383468341881747,3.9768474729805634,3.7353001338409273,4.040416666666666,4.027500000000001,4.1764785664,4.5611608609170835,5.663608761668487,5.347253080445803,1.4649999999999999,1.54375,1.0436955904,0.4292262405852436,0.7243681956771459,1.0763835892458893,5.810416666666667,5.810416666666667,5.5365751424,5.103311783846007,5.1789838274821705,5.165000317827364,4.07875,4.078749999999999,3.962327842133333,3.6781078724839142,4.463658822592825,4.453332810767396,3.2649999999999997,3.524999999999999,3.0044056832,1.8305629414808948,3.982506477475376,3.2250400600489213,2.86,2.8600000000000003,2.5358623743999997,1.320196643331275,2.51046380909617,2.4400003537850146,1.5112500000000002,1.4574999999999991,1.2890875648000002,1.3646333455564794,1.6468330881870064,1.8644048168405556,3.419166666666667,3.4191666666666665,3.0970655488000003,2.4986033116548483,3.2604503713373867,3.190000335763966,2.8541666666666665,3.0875000000000004,2.532697728,2.282220584718054,3.34711718698583,2.862023699833494,2.271875,2.2404166666666674,2.0469829461333333,1.6074942956099885,2.9978099945720844,2.782403629959398
1998-05-31,PREMON,3.88,5.13,6.26,3.42,6.8,5.5150000000000015,5.795,4.95,3.23,6.285,5.84,4.3966666666666665,4.383402014652014,4.383402014652015,4.311148868072088,4.772363682194683,5.911504478525172,5.292806686496505,2.9658928571428578,3.6046428571428573,4.0311152332799995,3.6021035979611464,5.316461512678331,4.996357383648913,4.012083333333333,3.977500000000001,5.00988713984,4.9442731551001575,6.412278920054997,6.1107860095252295,1.53875,1.4649999999999999,1.9942173542400001,6.559675562820083,3.637375175729836,3.302338260875508,5.810416666666668,5.810416666666667,6.04194508544,6.019138217505639,6.855540535860249,6.8000004184368,4.07875,4.078749999999999,4.58339670528,4.22842454147151,5.522205855223934,5.514999352855284,3.2168749999999995,3.248749999999999,4.1206434099199996,2.6663900809910763,6.538672114658001,6.0369736675596215,2.86,2.8600000000000003,3.5015174246400003,2.0781301836245665,5.025688529550296,4.950000331740802,1.5350000000000001,1.5149999999999992,2.0654525388800002,1.6502842244399387,2.7049336430727697,2.140311812596529,3.419166666666667,3.4191666666666665,4.37223932928,5.081013804896375,6.360694146895957,6.285000251881604,2.9264583333333336,2.8049999999999997,3.8556186368,3.812156072518648,4.728209207968743,4.836547359498022,2.299583333333333,2.2400000000000007,2.9868564343466666,2.9417107219321394,5.076549033266966,3.7403365212797266
