Date,Season,Nampally,Bandlaguda,Bahadurpura,Golconda,Asifnagar,Himayatnaga,Charminar,Musheerabad,Khairatabad,Maredpally,Shaikpet,Tirumalgiri,Amberpet,Nampally_Trend,Nampally_SMA,Nampally_EWMA,Nampally_DES,Nampally_TES,Nampally_ARIMA,Bandlaguda_Trend,Bandlaguda_SMA,Bandlaguda_EWMA,Bandlaguda_DES,Bandlaguda_TES,Bandlaguda_ARIMA,Bahadurpura_Trend,Bahadurpura_SMA,Bahadurpura_EWMA,Bahadurpura_DES,Bahadurpura_TES,Bahadurpura_ARIMA,Golconda_Trend,Golconda_SMA,Golconda_EWMA,Golconda_DES,Golconda_TES,Golconda_ARIMA,Asifnagar_Trend,Asifnagar_SMA,Asifnagar_EWMA,Asifnagar_DES,Asifnagar_TES,Asifnagar_ARIMA,Himayatnaga_Trend,Himayatnaga_SMA,Himayatnaga_EWMA,Himayatnaga_DES,Himayatnaga_TES,Himayatnaga_ARIMA,Charminar_Trend,Charminar_SMA,Charminar_EWMA,Charminar_DES,Charminar_TES,Charminar_ARIMA,Musheerabad_Trend,Musheerabad_SMA,Musheerabad_EWMA,Musheerabad_DES,Musheerabad_TES,Musheerabad_ARIMA,Khairatabad_Trend,Khairatabad_SMA,Khairatabad_EWMA,Khairatabad_DES,Khairatabad_TES,Khairatabad_ARIMA,Maredpally_Trend,Maredpally_SMA,Maredpally_EWMA,Maredpally_DES,Maredpally_TES,Maredpally_ARIMA,Shaikpet_Trend,Shaikpet_SMA,Shaikpet_EWMA,Shaikpet_DES,Shaikpet_TES,Shaikpet_ARIMA,Tirumalgiri_Trend,Tirumalgiri_SMA,Tirumalgiri_EWMA,Tirumalgiri_TES,Tirumalgiri_ARIMA,Amberpet_Trend,Amberpet_SMA,Amberpet_EWMA,Amberpet_DES,Amberpet_TES,Amberpet_ARIMA
2012-11-30,POMKH,5.265,6.075,5.175,15.6225,15.36,3.345,3.7,13.86,4.05,17.0,5.1,10.935,4.94,9.263125,9.624583333333332,8.215687607264616,7.299717792211683,7.628095211413806,7.105021050347085,5.75125,3.4968749999999975,4.103140154017055,3.9838623686318195,2.228495498388315,3.332673105069374,6.7134374999999995,6.311249999999976,5.882916307164706,5.709227666458929,4.503904962760343,4.813514519241036,20.663125,20.608125,18.47082908246046,17.5652529308994,15.678388507380003,14.05103799440754,16.59,17.276249999999997,16.265481010362258,16.23960793904483,14.047204775392444,12.07541355980117,3.81125,3.7075000000000027,3.5259085336597593,3.6569887278715223,3.555930912702542,3.399875790523056,4.520625000000001,4.4825,4.16877237699857,4.452128569073096,4.009308440410991,3.9851816274692635,13.66302083333333,14.526458333333322,13.894161103808177,13.302254979114425,11.570469801478101,13.100761310220669,12.5540625,14.845312500000006,11.315318016456814,12.321184220963486,11.282287865708568,10.021763915288997,19.46875,20.561249999999998,18.455698355770785,23.143116848692923,13.008544072067878,9.861593522237213,8.635625000000001,8.689166666666662,7.283173678915284,9.08858246569903,6.859521677434694,4.852119347477149,12.819062500000001,13.779062499999995,12.527529040969911,8.890801561628304,8.544888603022745,5.1771875,5.7009375,5.352643735029097,5.185817250773906,4.844603700460543,4.319292634094772
2013-02-28,POMRB,7.625,7.38,6.4425,15.4,15.1,3.8,5.21,12.95,14.875,14.9,10.35,13.5,4.505,9.13,9.064583333333331,7.979412564358769,7.3141614051794885,8.39425483411678,6.950994644446537,6.781145833333333,4.886874999999997,5.413884092410233,5.222959077538291,4.775816629068381,4.540766205423986,6.745937499999999,6.546874999999976,6.106749784298824,5.7338680901107635,7.066263737346925,7.742987475994845,20.544375,20.263125000000002,17.242497449476275,17.200030914558127,18.41853920320696,16.37349333967424,16.192500000000003,16.756249999999994,15.799288606217356,16.037834841903297,15.563248631508868,14.284008877216673,3.9293750000000003,3.7575000000000025,3.6355451201958555,3.695956492328877,3.744965295429954,3.6446769775838392,4.5475,4.41,4.585263426199142,4.612892836301471,4.268790905296423,4.410437172232279,13.590416666666666,13.77645833333332,13.516496662284906,13.262413488550004,13.223205871360717,12.399348066273058,12.415781250000002,13.301562500000006,12.739190809874088,12.66131199283379,14.747832580944626,11.556951753272049,18.384375,20.4425,17.03341901346247,21.69432660055864,17.62924367653197,16.32741536965328,8.1575,8.672499999999996,8.50990420734917,9.143509798869038,7.270805319678509,6.4115522736118535,12.653281250000001,12.954062499999996,12.916517424581947,14.609875300750303,12.90446518883452,4.971718750000001,5.352187499999999,5.0135862410174585,5.032179685255397,4.960270596891031,4.759052972495928
2013-05-31,PREMON,15.973333333333334,9.765,10.4,36.0,19.87,4.98,6.4350000000000005,14.85,16.495,27.08,12.905,11.42,5.55,8.922291666666666,9.461666666666666,11.176980871948595,11.651562637684213,11.330140481743546,10.595877115274734,6.649791666666667,6.615624999999997,7.15433045544614,6.889031951269679,6.295188694605676,5.422884480810389,6.3725,6.879999999999976,7.8240498705792945,6.883190450378591,8.390108797232898,8.886993028369904,19.3078125,21.063125000000003,24.745498469685764,21.093441340381336,26.127489035718355,24.71592114364509,14.996250000000002,16.423749999999995,17.427573163730415,17.156264674791796,19.566002233611503,17.525430968884187,3.9318750000000002,3.865000000000003,4.173327072117513,3.92526432468874,4.509503677860934,4.5065720132600315,4.365,4.6312500000000005,5.325158055719486,5.033731253033877,5.589198513813762,5.560659312856331,13.00375,13.549583333333318,14.049897997370945,13.428815570601575,18.073232620676905,15.546438922847056,13.43625,11.806562500000007,14.241514485924453,13.194327050937543,17.989413460374433,17.43597261995353,17.280625,18.494999999999997,21.05205140807748,25.277023438647145,25.3924047985975,21.399295813596964,8.125625,8.598749999999995,10.267942524409502,9.198769101101227,13.120016610584074,14.114026962523688,11.218125,12.684062499999996,12.317910454749168,15.272567189598286,13.043816368816508,4.86375,5.0021875,5.228151744610475,5.066776224804364,7.515213890244602,7.033885605716743
2013-08-31,MONSOON,6.33,4.566666666666666,4.43,13.08,13.515,3.85,2.51,12.864999999999998,16.68,14.115000000000002,2.51,14.635,4.77,9.503541666666667,8.798333333333332,9.238188523169157,8.64467872297607,10.458994144146386,11.72001213129271,6.0929166666666665,6.946666666666664,6.11926493993435,6.141503003818,6.3112317152103286,6.4081311147604785,6.0153125,6.6118749999999755,6.466429922347577,6.3212945376616,7.020410247951993,7.751299514309331,18.415,20.025625000000005,20.079299081811456,19.55486944441285,20.753331877955496,21.299598318928613,13.43125,15.961249999999994,15.862543898238249,16.30337123421978,15.595774537643905,15.46841707334401,3.9074999999999998,3.993750000000003,4.043996243270508,3.928961581222063,3.4684544261271197,3.1454711902896353,3.9650000000000003,4.463750000000001,4.199094833431691,4.386478626086845,4.786157058699549,4.758501835159126,11.948125000000001,13.631249999999985,13.575938798422566,13.3664590303145,10.552813454425035,10.370101997197766,14.735625,13.025000000000007,15.216908691554671,13.672488975500839,9.94238716837662,9.061974666933637,16.001875000000002,18.27375,18.27723084484649,22.651863485822766,16.59656387797958,14.310077624374422,7.603749999999999,7.716249999999995,7.164765514645701,9.254362312198884,7.979307270817988,7.485515464519738,9.35125,12.622499999999997,13.2447462728495,13.789135665050766,12.89618350153107,4.798125,4.94125,5.044891046766285,4.974088258717699,3.8220204059455614,3.44477613658073
2013-11-30,POMKH,6.256666666666668,3.7,3.26,9.88,7.64,2.85,2.91,8.84,7.34,9.055,8.375,-0.3,4.32,9.545416666666668,9.046249999999999,8.045579780568161,7.22315287798164,5.688734899397113,4.698994878132036,5.469791666666667,6.352916666666664,5.1515589639606105,5.340313133290677,5.466558813638906,5.328401141676554,5.564375,6.133124999999976,5.183857953408546,5.489697522467711,4.452781348703777,4.479016038109367,17.99875,18.590000000000003,15.999579449086873,17.672142473148313,16.19101385215614,14.75875969944755,12.525625,14.031249999999993,12.573526338942948,14.099200120938935,14.174777038911195,12.461948966428213,3.8162499999999997,3.870000000000003,3.5663977459623046,3.7653852873932454,3.7028487399810537,3.0710383316793473,3.256875,4.266250000000001,3.683456900059015,3.999688417716765,3.7163764453304564,3.4084797688421626,11.41375,12.376249999999985,11.681563279053538,12.88282084093012,12.281149419917607,12.84449771322206,14.87625,13.847500000000007,12.066145214932803,12.659105381338513,10.477169338963446,9.853134380008681,14.348125,16.2875,14.588338506907894,18.336356970690943,13.135014450636898,10.57721771815731,7.298124999999999,8.534999999999995,7.64885930878742,9.310291533612617,5.121392502913833,3.5524986109155767,11.098749999999999,9.813749999999997,7.8268477637097,9.094850851114053,9.960509141685078,4.80875,4.78625,4.754934628059771,4.8265570570476735,4.240509964607381,4.090186051101603
2014-02-28,POMRB,11.283333333333333,5.3,5.5,14.0,10.3,4.1,2.8,9.525,21.98,12.615,2.9,9.8,4.6,9.991666666666665,9.960833333333332,9.34068120167423,9.176719185962401,8.711374576319574,7.828356925535115,5.223749999999999,5.832916666666664,5.210935378376366,5.379629255025292,6.029476178838682,4.596167004657994,5.499375000000001,5.897499999999976,5.310314772045127,5.348520507972487,6.692987299920834,7.003820308121718,19.672500000000003,18.240000000000002,15.199747669452123,17.001171587001185,16.706513695478918,14.747944377443396,12.71125,12.831249999999992,11.664115803365767,13.151124123902319,13.963986282598343,11.2760270891406,3.7337499999999997,3.945000000000003,3.7798386475773826,3.836736616506104,3.9405922203093047,2.3037312926358444,2.84,3.663750000000001,3.330074140035409,3.682954296880355,3.793497806890823,4.0079635638374365,11.418125,11.519999999999985,10.818937967432124,12.52351465873023,12.739881688478059,11.922210889465424,13.639999999999999,15.623750000000008,16.031687128959682,14.024701537457611,15.71349576919991,14.4832270718839,14.011875,15.71625,13.799003104144735,16.25048984874513,15.575648020284191,13.377690490217729,8.964375,6.672499999999994,5.749315585272452,9.36655873783275,7.758850836209325,7.87627871361245,14.306875000000002,8.888749999999998,8.61610865822582,8.484466594484003,8.771666327643722,4.956875,4.81,4.6929607768358625,4.747015148970317,4.349199288904545,4.3007910588643945
2014-05-31,PREMON,12.65,6.859999999999999,7.735,34.07,17.425,3.95,3.18,14.0,10.515,16.134999999999998,17.91,29.1,5.54,11.624375,9.129999999999997,10.664408721004538,10.784533471826323,14.806423232319158,14.478428503018108,5.166458333333333,5.106666666666664,5.870561227025819,5.959485445695548,6.370289195274083,5.903168850617684,6.24625,5.231249999999976,6.280188863227076,5.854968346154042,7.9184476282896,8.676759119258667,24.55625,17.7575,22.747848601671272,20.54196337959004,28.057938430757943,27.60627577952465,14.555,12.219999999999992,13.968469482019461,14.333420253373104,17.26242721736019,15.970940045259704,3.95875,3.6875000000000027,3.8479031885464297,3.8714899741524045,4.912697905794491,4.13385927754133,2.79625,2.850000000000001,3.2700444840212457,3.5388633689667923,4.404112628343305,4.318799890445421,11.955,11.307499999999985,12.091362780459274,12.67823771469012,16.575354358202894,13.112501258682878,14.730625,14.128750000000007,13.825012277375809,13.438264951312902,21.609804539279388,21.005985623808442,14.859374999999998,12.98,14.73340186248684,15.99231664721552,23.276307921805653,21.402723556639575,10.721250000000001,7.923749999999995,10.613589351163473,9.423166072616299,10.083023092586817,11.121894050520423,16.516875000000002,13.30875,16.80966519493549,9.350413881229134,10.181122798604662,5.25625,4.807499999999999,5.031776466101517,4.827113521545125,7.21387360588042,6.8246350255067725
2014-08-31,MONSOON,13.223333333333334,5.503333333333333,6.575,28.4,17.445,4.22,2.43,13.75,12.77,22.37,10.835,22.62,5.965,12.78375,10.853333333333332,11.687978565936056,11.821718215828426,7.872193937161766,8.083781956162937,5.1795833333333325,5.340833333333331,5.723670069548825,5.85997869903122,5.3327679991640995,5.738562916635524,6.960624999999999,5.767499999999976,6.398113317936247,6.025177176619395,6.169651890825818,6.613580584774082,29.80875,21.587500000000002,25.008709161002763,22.226169296375172,16.95508825642531,18.112777539537248,17.0275,13.20249999999999,15.359081689211678,15.22671139953812,13.261079378546427,13.934032194211106,4.1537500000000005,3.7800000000000025,3.996741913127858,3.945596306051766,3.659656468030574,3.0623909712530377,2.74625,2.830000000000001,2.934026690412747,3.2469987077750795,2.841674434863575,2.5896087348785635,12.976875,11.528749999999985,12.754817668275564,12.789904375872904,10.211817283156181,11.689512044420505,16.616875,13.151250000000006,13.403007366425486,13.285213132331917,9.411446150701211,9.252862263759836,15.106874999999999,15.043750000000001,17.788041117492106,18.2858218362146,12.095821958713977,10.516852997467405,12.971874999999999,10.004999999999995,10.702153610698083,9.480115480204422,8.513512860627127,8.016342049747967,19.39875,15.305000000000001,19.133799116961292,20.322551875728234,21.39268062002789,5.564375,5.106249999999999,5.40506587966091,4.960236144101829,3.6484818371833656,3.374852759990239
2014-11-30,POMKH,12.425,2.305,7.09,33.63,18.46,4.28,2.64,12.25,19.975,7.58,14.105,9.395,5.52,13.673333333333334,12.395416666666664,11.982787139561633,11.884791629973481,10.325517466340713,10.474043559727761,5.6525,4.992083333333331,4.356202041729295,4.65922657878183,5.165157109793601,6.386679208973765,7.3774999999999995,6.7249999999999766,6.674867990761748,6.32788909741569,4.119810555258098,5.116435984562912,33.265,27.525000000000006,28.45722549660166,24.63805815465325,17.060348322591032,18.71907293657285,17.90625,15.907499999999988,16.599449013527007,16.168042218776726,13.21860915445904,12.97358765223327,4.032500000000001,4.137500000000002,4.110045147876715,4.0176581320938975,3.3354016053206994,2.709118982517359,2.74375,2.762500000000001,2.8164160142476486,3.0798497273014287,2.4559231741043406,2.676065607691296,12.709999999999999,12.381249999999984,12.552890600965338,12.730204826612058,10.794894273944493,10.914534115087593,20.371875,16.310000000000006,16.03180441985529,14.249185173488204,8.485079926991343,6.488865218480853,18.501875,14.675000000000002,13.704824670495263,14.398396929142,12.079538189616036,13.182417270878087,14.002499999999998,11.437499999999996,12.06329216641885,9.537409081027393,9.115247492403945,7.974852872736621,22.78125,17.72875,15.238279470176774,12.879407428861448,9.979263067991772,5.769374999999999,5.406249999999999,5.451039527796546,5.0020295077899775,4.667305734580458,4.547317079346882
2015-02-28,POMRB,14.39,6.8,7.385,32.27,19.26,4.23,2.67,14.29,24.435,16.07,15.175,23.16,5.865,14.604166666666668,13.172083333333331,12.945672283736979,12.933169389925233,14.718409227119778,13.338219040446614,6.010416666666666,5.367083333333331,5.333721225037577,5.4629942102791125,5.3414512614447975,5.109134229776218,7.834999999999999,7.196249999999976,6.958920794457049,6.687063579760633,7.079545336190744,8.189679455316291,36.45,32.09250000000001,29.982335297960997,26.293755229667294,23.709065025321785,23.76293429920979,17.058125,18.14749999999999,17.663669408116206,17.08861710576312,15.599128630522923,15.864021263210429,3.7237500000000003,4.170000000000002,4.158027088726029,4.069673767870526,4.2621384828781625,3.837222377038799,2.7325000000000004,2.7300000000000013,2.7578496085485895,2.9619889741141447,2.896415639508352,2.9992431776909463,10.36625,13.572499999999984,13.247734360579202,12.893747907251393,11.807826688547213,10.573286986674683,25.302500000000002,16.923750000000005,19.393082651913176,15.73990327645023,20.046347211866077,19.76622450824975,20.962500000000002,15.538750000000002,14.650894802297158,14.659193405265956,14.406860378397775,12.744840022439812,13.882500000000002,14.506249999999996,13.30797529985131,9.59504894394161,12.523673807541398,13.21857903207193,24.107499999999998,21.06875,18.406967682106064,18.570614956882473,13.270599514280388,5.770625,5.722499999999998,5.616623716677927,5.090699330675758,5.115175160006327,4.853038924424984
2015-05-31,PREMON,16.66,9.143333333333333,9.185,43.45,15.495,2.85,3.29,7.1,38.1,39.84,13.88,42.8,5.915000000000001,15.136875,14.174583333333333,14.431403370242187,14.593111906652025,18.06621340442114,16.422247125394982,6.536458333333332,5.9379166666666645,6.8575660683558795,6.826656435063722,6.4558035453341684,7.615733865100303,8.210625,7.558749999999977,7.8493524766742295,7.517882865941076,8.563996718318231,9.246565178946561,36.07031250000001,34.437500000000014,35.3694011787766,29.891862248742786,40.00500416485092,36.51895874933596,15.58125,17.664999999999992,16.796201644869726,16.776814694979695,20.50938240520666,20.360746275049923,4.0,3.8950000000000022,3.634816253235617,3.8832268373217516,4.6843630237260845,3.074120934692182,2.75,2.757500000000001,2.9707097651291536,3.025736193629205,3.7884526159917096,3.542103681671755,8.865,11.847499999999984,10.788640616347521,12.27546145873804,16.431921509748168,14.07881064472579,25.98,23.820000000000004,26.875849591147905,19.072092155109974,25.130648960306715,23.600527171620577,22.050000000000004,21.465000000000003,24.726536881378294,24.919703326518658,23.356383487914307,21.804970245179405,14.283750000000001,13.498749999999998,13.536785179910787,9.65303714945981,18.18288201541863,16.947122105860238,24.8425,24.49375,28.16418060926364,27.100180271137326,23.331285946415445,5.845625,5.816249999999998,5.735974230006757,5.172529313157104,8.198755489052457,7.397521166337789
2015-08-31,MONSOON,16.66,6.083333333333332,8.785,44.5,12.59,2.85,2.23,1.9,24.63,18.35,13.905,19.53,5.6,14.555572916666666,15.03375,15.322842022145313,15.356860502267693,12.868398898751812,12.412456349761428,7.265,6.082916666666664,6.547872974346861,6.639199358456525,6.195284143305178,6.184575606966644,8.505625,8.111249999999977,8.223611486004538,8.162520929510732,6.954242461214882,7.099853221893828,31.573750000000004,38.46250000000001,39.02164070726596,32.98750199307551,29.831706027118294,29.000802514769966,13.8371875,16.451249999999995,15.113720986921834,15.7676843039209,15.368861191896702,14.374527760319218,4.53375,3.552500000000003,3.3208897519413703,3.7270840340678295,4.043284257875346,2.9246396425751433,2.82125,2.7075000000000014,2.674425859077492,2.8135503295442645,2.4922398850643956,2.2051232195934345,8.135,8.884999999999984,7.233184369808512,11.170176163676468,10.623657085458364,9.961132937679151,24.69171875,26.785000000000004,25.977509754688743,19.842079927275968,23.337939738625572,21.76948905201789,22.979687499999997,20.46,22.175922128826976,24.377391722789895,18.55687805474163,20.34266157924436,14.241875,14.266249999999998,13.684071107946473,9.711375809582142,11.226878836642754,7.2424569421505245,24.98625,23.721249999999998,24.710508365558184,30.37855888368179,28.041894523510884,5.709375,5.724999999999999,5.681584538004055,5.191757333174234,4.365827937748085,3.8123720442097824
2015-11-30,POMKH,13.25,5.933333333333334,7.8850000000000025,14.4925,11.5,7.86,2.98,12.09,13.535,20.3,14.245,18.365,6.484999999999999,13.303645833333334,15.239999999999998,14.493705213287187,13.939304311146364,13.728759422723662,13.63864032103824,7.057083333333333,6.9899999999999975,6.30205711794145,6.4617806797165365,5.927794441101407,5.118212603752891,7.984375000000001,8.309999999999977,8.088166891602723,8.461695201949661,5.150769219406465,5.999531093759876,28.476458333333333,33.678125000000016,29.209984424359575,29.36967472194201,32.08048147070856,33.71419381973078,12.719999999999999,14.711249999999994,13.6682325921531,14.718591380236568,13.794251827706908,12.655356942987941,4.975,4.4475000000000025,5.136533851164822,4.431349693236446,3.6912810954679527,2.522829169428087,2.86625,2.7925000000000013,2.796655515446495,2.838514657499713,2.1613122072018927,2.2477952145730393,8.25625,8.844999999999985,9.175910621885109,11.26596039663383,9.321036120517627,7.111925268352116,21.6209375,25.175000000000004,21.000505852813244,18.808835992248778,21.517995212904903,19.699835738122953,20.474375000000002,23.64,21.42555327729619,24.404277154474247,15.709710526935627,10.990596060558119,15.645416666666664,14.301249999999996,13.908442664767884,9.770067043914441,11.98698354238404,9.726426018349237,21.216250000000002,25.963749999999997,22.17230501933491,14.941393945060925,7.947008836195311,5.738125,5.966249999999999,6.002950722802432,5.345753106597791,4.9098610288173585,4.5522640269242425
2016-02-29,POMRB,8.914583333333333,9.0,8.95,15.435,12.2675,4.92,2.9,8.61,20.56875,10.7875,14.7,15.34,3.81,11.498645833333333,13.871145833333333,12.262056461305646,11.038051608179073,15.969311832817969,14.169311529284958,7.388750000000001,7.539999999999998,7.381234270764869,7.434736749550493,7.117207030548178,6.680376596654422,7.2925,8.701249999999979,8.432900134961635,8.978578535215437,8.069720850541488,8.401304327054694,26.477291666666666,29.469375000000014,23.699990654615743,26.66311911128579,28.844956125376882,23.9458534987498,12.339374999999999,12.963124999999994,13.107939555291859,14.134094075968724,14.516575857151597,13.877338501501484,7.26,4.620000000000002,5.049920310698893,4.531130131529515,4.542070382512154,6.649789008794032,3.11875,2.8500000000000014,2.837993309267897,2.837598162240572,2.8346266493674364,2.83856178052869,10.536249999999999,7.424999999999985,8.949546373131065,10.98156392438692,10.546616681112944,12.063845285461602,17.861979166666668,24.208437500000002,20.827803511687947,19.00356696573717,24.658924453631556,20.462218457581514,17.914375,22.319375,17.170331966377713,20.37681872977797,20.492152244197353,17.568611676276888,16.58770833333333,14.182499999999997,14.22506559886073,9.82911298384595,14.182330871245389,11.97793726406288,16.70125,24.00875,19.439383011600945,26.514233148455254,21.1692341522034,5.91875,5.452499999999999,5.12577043368146,5.057394947657741,5.674643966667084,5.456348055267478
2016-05-31,PREMON,12.12,5.28,3.45,35.50666666666667,13.55,5.69,3.42,13.75,17.400000000000002,25.08,25.58333333333333,20.46,8.2,9.674270833333331,12.736145833333335,12.205233876783387,11.366001495083818,14.559897314749458,12.108858783713584,8.439166666666665,6.574166666666665,6.540740562458922,6.754646637524425,8.38154369943523,8.569512958307474,7.1275,7.267499999999979,6.43974008097698,7.863831249541987,9.653525029019626,9.769734369588567,24.75197916666667,27.483541666666678,28.422661059436113,28.573636838405807,38.79296693580386,33.5274572704059,11.928125,12.476874999999994,13.284763733175115,14.035476189546305,18.126363560812276,15.877834226203339,8.77375,5.330000000000002,5.3059521864193355,4.743030684718454,4.1663609028961766,3.097036568916231,3.39125,2.882500000000001,3.0707959855607383,2.9644299556443574,3.8337132879455784,3.3797695897539772,11.982500000000002,9.087499999999984,10.86972782387864,11.273919332259496,12.027558727477007,8.644446458871103,15.654895833333333,19.033437500000005,19.456682107012767,18.687209195471503,26.07687267742852,22.327010632593904,15.436250000000001,18.629375,20.334199179826626,22.707333604653435,26.371288450858394,22.543637975008295,14.896458333333332,17.10833333333333,18.76837269264977,9.888515826581559,18.894048362397708,19.034127636285646,13.755625,18.423750000000002,19.84762980696057,31.481130363103556,29.53648978158969,5.58375,6.023749999999998,6.355462260208876,5.500873721201239,7.611339992989013,6.475066618099088
2016-08-31,MONSOON,6.76,12.6,8.985,36.45,11.49,18.29,4.12,13.49,15.258333333333333,12.63,9.74,5.75,4.76,8.664322916666666,10.261145833333334,10.027140326070032,8.736355959034341,9.506472553381581,9.834143707124584,8.696875,8.203333333333333,8.964444337475353,8.910001276576551,6.074395107260373,5.670049602729588,7.13125,7.317499999999979,7.457844048586187,8.298593395277775,6.864217728572957,5.277968836318372,23.303541666666668,25.47104166666668,31.633596635661668,30.295751945112794,30.219476714775045,33.62930629419109,11.5296875,12.201874999999994,12.56685823990507,13.41357523578043,13.082227074861752,13.059024080347116,8.40375,9.190000000000001,10.4995713118516,7.020564986867767,4.225237824306621,4.552541662866907,3.4225,3.3550000000000013,3.490477591336443,3.2311037684443034,2.5685891750750818,2.181287861991799,12.3225,11.984999999999985,11.917836694327185,11.50749790753019,7.442613991591818,8.74972350561637,14.110677083333334,16.690520833333338,17.777342597540994,18.095113785984832,14.924059002909106,12.615365930015912,13.3121875,17.199374999999996,17.252519507895975,19.546128896462648,16.770865122411482,14.980184142674139,12.599583333333333,16.06708333333333,15.157023615589862,9.948277591902318,16.81932453888104,13.26315102853452,11.84625,14.978750000000002,14.208577884176341,13.571587906306354,15.043899179375565,5.4399999999999995,5.813749999999997,5.717277356125326,5.334988318989215,5.038449752110828,4.991526333205929
2016-11-30,POMKH,8.555,7.82,6.365,8.74,9.31,4.53,3.27,12.07,5.25,6.195,4.88,8.58,4.645,7.6000000000000005,9.087395833333334,9.43828419564202,8.457610383984823,5.216712422012748,5.864023724836683,9.223125,8.675,8.506666602485211,8.633514540706871,8.153501156834324,8.206489236331974,8.89375,6.937499999999978,7.020706429151712,7.95220932929088,5.110872428280384,6.194110197186889,21.760833333333334,24.03291666666668,22.476157981397,26.04451553782572,21.635772168770032,23.63627784640012,13.803125,11.654374999999995,11.264114943943042,12.368367451370458,11.768732970010191,11.877913367563101,8.26375,8.357500000000002,8.111742787110959,6.634505337774163,8.20419096152863,15.879081398638055,3.3524999999999996,3.427500000000001,3.402286554801866,3.2224356461311188,2.903041968962622,3.164711430024299,13.052500000000002,11.979999999999986,11.978702016596312,11.565232446543003,10.209653771303785,12.328614731953468,12.664583333333335,14.619270833333339,12.766405558524596,16.07657071983629,12.689955570105614,10.108317497713795,12.224375,13.673124999999995,12.829511704737584,14.617796908994052,12.861146264364933,10.350982935445902,9.181666666666667,13.725833333333329,11.046214169353917,10.008400505347279,13.24645119529654,11.51756257870144,13.175,12.532500000000002,11.957146730505805,4.294883357773891,6.661983705278389,5.53875,5.353749999999997,5.288366413675195,5.178554330419235,4.918943767702326,4.391652161736176
2017-02-28,POMRB,5.53,9.175,10.5,9.6,11.27,5.29,2.86,11.35,16.5,7.899999999999999,5.69,9.85,4.5,6.508125,8.24125,7.874970517385211,6.760118357613627,8.983667384366854,9.348271616837149,9.05875,8.71875,8.773999961491127,8.932438577857955,9.223051861210317,9.187106289243584,10.651875,7.324999999999979,8.412423857491028,8.751129710384674,7.774002680265477,7.923788962983673,21.95375,22.574166666666677,17.3256947888382,22.813800964207815,20.610999855832507,18.47571974757843,16.515,11.404999999999994,11.266468966365824,12.104823081449785,12.454863420137105,12.404078385327995,7.1125,8.450000000000001,6.9830456722665755,6.437865032004293,6.342754451981819,2.4950370146743928,3.22875,3.417500000000001,3.185371932881119,3.115398696275822,3.410628711869449,3.039577496667137,12.50375,12.664999999999987,11.727221209957786,11.54027089294482,10.434188996660712,10.350376984234067,10.866666666666667,13.602083333333338,14.259843335114759,16.079019882039105,16.065702109454765,14.781707149468637,10.79375,12.951249999999995,10.85770702284255,11.607682533577016,14.603277843141274,11.7404881389187,6.367500000000001,11.47333333333333,8.90372850161235,10.068886778634289,10.723803002514058,8.069184186859605,16.05125,11.160000000000004,11.114288038303483,11.392225940598674,15.238266336735379,5.503125,5.526249999999997,4.9730198482051176,5.025336031813646,4.8725929248476,4.564134475202777
2017-05-31,PREMON,6.99,9.315,16.0,29.0,32.735,4.2,2.9,16.85,9.9,19.265,7.25,36.58,8.3,5.385625,6.958750000000002,7.520982310431127,6.736478124300397,10.780204133685919,9.356219188038876,8.23125,9.7275,8.990399976894675,9.17942516111343,9.80477094013017,9.30662177297584,10.545625000000001,10.462499999999977,11.447454314494617,11.088484299371583,9.676821211939115,9.872399216614038,22.5825,20.947500000000012,21.995416873302922,24.167954807935708,33.902863272622966,30.133430362209594,16.593125,16.201249999999995,19.853881379819494,17.632342241981064,16.29882785967131,14.640095492081851,6.13125,8.077500000000002,5.869827403359945,6.091512479616163,6.335358973000598,4.650402509475057,3.08625,3.287500000000001,3.071223159728671,3.0450224005767503,4.18372048899785,3.5470802699144484,11.70625,13.439999999999987,13.776332725974672,12.102706274222273,13.102567592989825,9.546925507610725,10.273125,11.727083333333336,12.515906001068856,15.07967151434012,19.44009013951569,17.996684025441056,10.355625,11.497499999999995,14.22062421370553,13.740818122815165,21.293071102640678,21.88287775352288,5.775,6.889999999999997,8.242237100967412,10.12973861159529,12.970284445187522,11.224799598115512,16.79625,15.190000000000003,21.30057282298209,20.853277801544934,24.458757332731878,5.715625000000001,5.551249999999998,6.303811908923071,5.489692010767347,7.463804283059346,6.8383301752694425
