Date,Season,Nathusari Chopra,Rania,Dabwali,Sirsa,Elllenabad,Odhan,Baragudha,Nathusari Chopra_Trend,Nathusari Chopra_SMA,Nathusari Chopra_EWMA,Nathusari Chopra_DES,Nathusari Chopra_TES,Nathusari Chopra_ARIMA,Rania_Trend,Rania_SMA,Rania_EWMA,Rania_DES,Rania_TES,Rania_ARIMA,Dabwali_Trend,Dabwali_SMA,Dabwali_EWMA,Dabwali_DES,Dabwali_TES,Dabwali_ARIMA,Sirsa_Trend,Sirsa_SMA,Sirsa_EWMA,Sirsa_DES,Sirsa_TES,Sirsa_ARIMA,Elllenabad_Trend,Elllenabad_SMA,Elllenabad_EWMA,Elllenabad_DES,Elllenabad_TES,Elllenabad_ARIMA,Odhan_Trend,Odhan_SMA,Odhan_EWMA,Odhan_DES,Odhan_TES,Odhan_ARIMA,Baragudha_Trend,Baragudha_SMA,Baragudha_EWMA,Baragudha_DES,Baragudha_TES,Baragudha_ARIMA
1996-02-29,POMRB,11.218571428571426,12.163999999999998,14.39818181818182,11.82,9.43,12.522,2.474,,,11.218571428571426,11.202924276767526,11.26953305445998,0.0,,,12.163999999999998,12.219453526397501,11.972135149749882,0.0,,,14.39818181818182,14.22085431760885,14.092091521563455,0.0,,,11.82,11.99679896432243,11.189905875487312,0.0,,,9.43,8.1844526306276,9.525659351862227,0.0,,,12.522,12.284944583620483,12.385303552739163,0.0,,,2.474,2.6050733998360514,2.7009819990184023,0.0
1996-05-31,PREMON,11.29857142857143,12.35,14.288181818181815,12.25,7.339999999999999,12.258,2.685,,,11.250571428571428,11.213607033357015,11.251142383441621,10.980665900088528,,,12.238399999999999,12.293440266295988,12.856325741595501,12.163940976227604,,,14.354181818181818,14.056742632552222,14.380011719242264,14.288713214824387,,,11.992,12.169062996547234,12.74701420372568,11.81942506870705,,,8.594,7.3731233588316565,7.278528762959839,9.439960169017705e-06,,,12.4164,12.12583064232498,12.219160533614918,12.521983586371343,,,2.5584000000000002,2.646121977383871,2.65748978426592,2.473997420470068
1996-08-31,MONSOON,10.97285714285714,12.366,13.95909090909091,11.89,7.798333333333333,11.4725,2.524,11.07392857142857,,11.139485714285714,11.161821571833935,11.02523069903869,11.149540015878772,12.155249999999999,,12.289439999999999,12.351014189153897,11.982259281664733,12.288246727827852,14.05909090909091,,14.196145454545455,13.826822741645675,14.071471662513481,14.274749766606567,11.93875,,11.9512,12.16747200632215,12.988926794800914,11.997500750264924,8.358177083333333,,8.275733333333333,6.889900488645059,8.159650532032078,2.2370749582544202e-05,12.079874999999998,,12.03884,11.750720243417533,12.395727631174708,12.43611701023528,2.661,,2.5446400000000002,2.62268024281888,2.290911456982229,2.5878938593323295
1996-11-30,POMKH,11.031428571428574,12.095999999999998,13.861818181818185,11.94,7.725,12.04,2.3680000000000003,11.005178571428571,11.130357142857143,11.096262857142857,11.130559649691097,11.07116504622543,11.057047142402004,12.194833333333333,12.243999999999998,12.212063999999998,12.31479256070052,11.211671188446402,12.27830025567713,13.889204545454547,14.126818181818184,14.062414545454548,13.65361717772734,14.38211885537926,14.1166470680824,12.18375,11.975,11.94672,12.182844345682334,10.681992132125298,12.050086508010827,8.683020833333332,8.073333333333332,8.05544,6.558570100686054,7.27235865216231,2.2457225211158565e-05,12.032875,12.073125,12.039304,11.69584782856943,12.062502222841278,12.002465574035938,2.865625,2.5127500000000005,2.473984,2.5566296921838148,2.4511128977118477,2.5613060424581295
1997-02-28,POMRB,10.767142857142858,11.454,13.856363636363636,11.53,11.708749999999998,12.576,3.66,11.44125,11.017500000000002,10.964614857142857,11.056050125424228,11.251653578997786,10.897007696826797,12.298916666666665,12.066499999999998,11.9088384,12.104689314227887,12.634243938789535,12.197149107826405,13.76073051948052,13.991363636363639,13.979994181818183,13.55453184583543,13.991855189020402,13.994652274067377,12.725,11.9025,11.780031999999999,12.05836922820483,13.087541986731125,11.911366114844984,9.04876488095238,8.643020833333333,9.516764,7.34201700525197,9.899550555401026,9.43000432520656,12.0175625,12.086625,12.2539824,11.852600384547443,12.107911432737453,11.657115896542685,2.9717500000000006,2.8092500000000005,2.9483904,2.9252885972941467,2.9306330768106466,2.489650153372697
1997-05-31,PREMON,11.2,13.376666666666665,13.470909090909087,14.5,7.6599999999999975,11.828,3.136,11.827321428571429,10.992857142857146,11.058768914285714,11.075794405573236,11.149821629482732,10.818360361416685,12.332666666666666,12.323166666666664,12.495969706666667,12.50576323444508,13.123663474642491,11.988710843898192,13.610779220779222,13.787045454545456,13.776360145454545,13.34081342089911,14.098897608617069,13.923866478717272,12.36375,12.465,12.868019199999999,12.951154877627895,13.667299237714346,11.990553755963326,9.456919642857141,8.723020833333333,8.7740584,7.130304168854272,8.084900124413906,7.6999078579364815,11.9855,11.979125,12.08358944,11.70908198587846,12.041856527386647,12.214368494355266,3.0905000000000005,2.922,3.0234342400000003,3.0101368774417927,3.1872687148499743,2.9018019920274587
1997-08-31,MONSOON,14.56,12.172,13.748571428571427,13.97,10.404285714285717,11.78,2.9219999999999997,11.730714285714287,11.88964285714286,12.45926134857143,11.715737617999384,10.924439082903927,10.851634083927262,12.468291666666667,12.274666666666665,12.366381824000001,12.447414416417569,12.46806444773737,12.677041234145335,13.348733766233766,13.734415584415585,13.765244658701299,13.335606321244786,13.570739876394475,13.724192688524102,11.87,12.985,13.308811519999999,13.382417159785195,14.019567046712421,12.289778462698637,9.132700892857144,9.37450892857143,9.426149325714286,7.679200548155606,8.616997678603148,8.366246980291429,11.7645,12.056000000000001,11.962153663999999,11.59997260330005,11.967625005604388,12.332664862353765,3.0441875,3.0214999999999996,2.9828605440000002,2.9997411509871044,2.7959674535738857,2.9824344766678488
1997-11-30,POMKH,10.532857142857145,12.56,12.872727272727273,6.9700000000000015,8.384285714285713,11.475999999999999,2.92,11.623035714285717,11.765000000000004,11.688699666285714,11.488702210261232,11.680156867134391,12.51972653764001,12.474458333333335,12.390666666666666,12.443829094400002,12.51693054524992,11.50188879948944,11.95945387499607,13.088165584415584,13.487142857142855,13.408237704311688,12.972678599315344,14.000261876021286,13.721065963838406,11.79125,11.7425,10.773286912,11.371748325232623,12.86408146734037,13.124354238416075,8.916071428571428,9.539330357142857,9.009403881142857,7.718025808996905,8.614529969153297,8.083981960004069,11.216750000000001,11.915000000000001,11.767692198399999,11.425623706305506,12.043501789133016,11.812384910953183,2.9440625000000002,3.1594999999999995,2.9577163264,2.9919736822121736,2.9225718612167197,2.961832910181086
1998-02-28,POMRB,10.492857142857146,12.075,12.74909090909091,12.55,8.455714285714286,11.372,2.7375,11.041428571428572,11.696428571428577,11.210362656914286,11.296538545995686,11.64748270527274,12.721561771695216,12.484625,12.545916666666665,12.296297456640001,12.427586293603454,12.974460688198487,12.51671035795536,12.781866883116884,13.210324675324674,13.144578986223376,12.70415983434929,13.361267143916653,13.360364768400302,11.477500000000001,11.997499999999999,11.4839721472,11.843749770004779,12.401085716364776,12.011562711342556,9.174285714285714,8.72607142857143,8.78792804297143,7.795991297401738,11.967632817267914,11.74658710348527,10.710249999999998,11.614,11.60941531904,11.275468502745197,11.958393906871095,11.681104436036824,2.974,2.9288749999999997,2.86962979584,2.928178241985676,3.4273679702473703,2.947634395125387
1998-05-31,PREMON,10.612857142857145,12.805,12.493636363636364,12.85,9.18,8.65,3.2575000000000003,10.594732142857143,11.549642857142864,10.97136045129143,11.162458139052369,11.416679805164001,10.419313278860876,12.4746875,12.402999999999999,12.499778473984001,12.57301160831521,13.544664707925474,12.302276913596554,12.482386363636364,12.966006493506494,12.884201937188571,12.439310492684552,13.273053199824865,13.097231276410158,12.149999999999999,11.584999999999999,12.03038328832,12.262656849728481,14.311135635279985,12.06474631602305,9.376651785714285,9.10607142857143,8.944756825782857,8.071080829953521,7.825566059959343,7.452040565499536,10.514,10.819500000000001,10.425649191424,10.235547495793401,11.379485695699788,11.442167307065228,2.9859375000000004,2.95925,3.024777877504,3.051044797731772,3.2386097658511797,2.876448563415011
