Date,Season,Kattumannarkoil,Parangipettai,Keerapalayam,'0006,Kurinjipadi,Panruti,Nallur,Cuddalore,'0005,Kammapuram,Annagramam,Bhuvanagiri,Komaratchi,Mangalur,Kattumannarkoil_Trend,Kattumannarkoil_SMA,Kattumannarkoil_EWMA,Kattumannarkoil_DES,Kattumannarkoil_TES,Kattumannarkoil_ARIMA,Parangipettai_Trend,Parangipettai_SMA,Parangipettai_EWMA,Parangipettai_DES,Parangipettai_TES,Parangipettai_ARIMA,Keerapalayam_Trend,Keerapalayam_SMA,Keerapalayam_EWMA,Keerapalayam_TES,Keerapalayam_ARIMA,'0006_Trend,'0006_SMA,'0006_EWMA,'0006_DES,'0006_TES,'0006_ARIMA,Kurinjipadi_Trend,Kurinjipadi_SMA,Kurinjipadi_EWMA,Kurinjipadi_DES,Kurinjipadi_TES,Kurinjipadi_ARIMA,Panruti_Trend,Panruti_SMA,Panruti_EWMA,Panruti_DES,Panruti_TES,Panruti_ARIMA,Nallur_Trend,Nallur_SMA,Nallur_EWMA,Nallur_DES,Nallur_TES,Nallur_ARIMA,Cuddalore_Trend,Cuddalore_SMA,Cuddalore_EWMA,Cuddalore_DES,Cuddalore_TES,Cuddalore_ARIMA,'0005_Trend,'0005_SMA,'0005_EWMA,'0005_DES,'0005_TES,'0005_ARIMA,Kammapuram_Trend,Kammapuram_SMA,Kammapuram_EWMA,Kammapuram_DES,Kammapuram_TES,Kammapuram_ARIMA,Annagramam_Trend,Annagramam_SMA,Annagramam_EWMA,Annagramam_DES,Annagramam_TES,Annagramam_ARIMA,Bhuvanagiri_Trend,Bhuvanagiri_SMA,Bhuvanagiri_EWMA,Bhuvanagiri_DES,Bhuvanagiri_TES,Bhuvanagiri_ARIMA,Komaratchi_Trend,Komaratchi_SMA,Komaratchi_EWMA,Komaratchi_DES,Komaratchi_TES,Komaratchi_ARIMA,Mangalur_Trend,Mangalur_SMA,Mangalur_EWMA,Mangalur_DES,Mangalur_TES,Mangalur_ARIMA
2003-05-31,PREMON,8.56,3.525,2.46,8.65,24.16,26.46,9.595,17.163333333333334,15.08,24.525,31.748,16.701999999999998,4.56,9.255,10.04125,15.668750000000003,13.877334076766562,13.526039670750093,19.777529844552365,16.115761011056357,3.2475000000000005,3.1262500000000006,3.126631066255774,2.8406788306994293,3.7799225424185656,2.6968665929777496,1.61875,1.4425000000000006,1.5395531212002174,1.7990487867660463,1.6811123063946525,6.116545138888889,6.452951388888889,6.663343016965255,7.426700754586539,7.8110000000000035,7.811000000000003,23.253359375000002,20.77395833333333,21.699922213898134,17.76246179638248,17.242742300531802,7.238384621914035,21.988124999999997,21.433958333333344,21.431298046577968,14.828209042538797,20.418878198489466,17.37428544828146,8.459375,10.068750000000001,9.197423465885368,9.148632356517492,9.662616841074724,9.028573109683744,15.043645833333333,14.311666666666666,14.3751781184722,12.65464805152206,13.878612342246768,8.103001187495291,13.502916666666668,13.965000000000005,13.870839444767345,12.315472517083565,12.25508118559977,10.39002884737139,17.996499999999997,19.996125000000006,20.876562712301535,18.458682875913514,19.341372217759,16.5060374895522,25.446,25.445999999999994,27.289437115124123,25.42678899763634,31.748,31.498374269167854,12.99625,14.383999999999999,13.95230142002178,13.777435925756855,14.017762656976078,13.475764084995841,3.21375,3.1224999999999996,3.18269374280191,3.7467787870086586,4.02527575509572,3.560297099314665,7.571875,8.118749999999993,8.11401242134149,8.025363444090562,8.077584834953456,7.575920289449058
2003-08-31,MONSOON,4.9,3.8100000000000014,2.85,7.942222222222222,27.31,27.1,7.79,17.19,17.9875,17.599999999999994,21.976,14.924000000000001,5.13,7.3,6.17625,12.012500000000005,10.286400446059938,10.715398885581475,16.26568377273381,11.418432648340659,3.3150000000000004,3.280000000000001,3.3999786397534653,3.05523163981284,3.026068825391085,3.2889782235415788,1.77875,1.5575000000000006,2.0637318727201306,3.1281250487594403,2.3830418458571625,5.505347222222222,6.45295138888889,7.174894699068043,8.636910257805187,7.988704216682056,8.20182934881345,22.877447916666664,24.195624999999996,23.94395332833888,17.749835337727422,20.738472982671368,2.2216103261612594,21.5990625,21.655625000000008,23.698778827946782,14.675969118127409,19.693530802953322,25.932595816983387,7.808125,8.986250000000002,8.63445407953122,8.612038125780229,10.715588794993884,9.315919105137532,16.081458333333334,14.975,15.501106871083321,13.502039209927279,18.011753819923232,13.16120377137045,12.405208333333333,14.67020833333334,15.517503666860406,13.35143339702786,11.29633002049988,10.355620867746973,16.485,20.339250000000007,19.56593762738092,18.666189625005924,19.177608065329295,18.20278382044804,25.446,25.445999999999994,25.16406226907447,25.425542669641427,21.976,21.803208798640316,11.42325,14.152499999999998,14.340980852013068,14.309238645396874,15.145058588483753,11.030959124550346,3.405,3.2149999999999994,3.961616245681146,5.06948782051254,4.2773063191531975,3.9735166015859,7.628125000000001,7.643749999999993,7.788407452804894,7.977567382842361,8.50002537161519,8.33570297835923
2003-11-30,POMKH,0.67,2.71,0.75,2.68,18.511875,18.45,6.885,13.839166666666667,3.125,3.34,24.7875,5.9,1.6,6.4700000000000015,3.5625,8.070000000000004,6.4398402676359625,7.534368787105275,8.550395216815776,8.547927732593743,3.2806250000000006,3.215000000000001,3.123987183852079,2.8978013671996297,2.4107886331338166,2.2488009979032597,1.7637500000000002,1.6800000000000006,1.5382391236320783,0.832464711172898,1.2127213225736724,5.155555555555555,5.780138888888889,5.376936819440825,4.993385333734078,5.4174809144343605,5.290921203603156,20.895052083333336,22.311093749999998,21.771121997003327,17.73680781466556,15.426276620370292,12.174468054956382,18.445,22.320625000000007,21.59926729676807,14.524317560006194,15.818946008244357,18.927835819630374,7.110625,7.932500000000001,7.934672447718732,7.934022291138322,7.805692227650405,7.748094391546508,16.834244791666666,15.112291666666666,14.83633078931666,13.406641637645075,9.735585745546512,8.334855596678896,11.030416666666667,12.335625000000007,10.560502200116243,11.287615235853291,16.484747062572282,10.534166610052395,14.675625,15.653750000000008,13.07556257642855,18.804806338246948,17.604146356955475,16.409881860976554,25.445999999999998,25.445999999999998,25.01343736144468,25.42429641748338,24.7875,24.592602752834768,9.56875,11.839999999999998,10.96458851120784,13.82051859359884,13.868371193484826,12.9444293922327,3.43375,3.2124999999999995,3.0169697474086874,3.7130219778078746,2.1636849461217995,1.7049402650793848,7.443125,7.499999999999993,7.261044471682937,7.706955886753908,7.688996504314513,6.912086665072499
2004-02-29,POMRB,3.0,3.615,1.45,1.65,23.79333333333333,11.5,6.465,20.01,13.706666666666667,23.8,23.2725,6.5,3.1,8.0,3.47125,4.282500000000004,5.063904160581577,6.049168527201021,6.094892115536197,6.758799601196481,3.03375,3.4150000000000014,3.3203923103112474,3.040692097749168,2.5914332975537224,2.0226537522864683,1.65875,1.8775000000000004,1.502943474179247,0.7579439079227361,1.0141052462188527,5.3227777777777785,5.230555555555555,3.886162091664495,2.390585253985107,3.745098596013822,3.0404504353315147,18.996302083333333,23.443802083333328,22.580006531535325,17.724037190685035,16.382171221677034,3.8797749582453283,13.41,20.87750000000001,17.55956037806084,14.373446121684625,16.053628545448348,18.48814939034542,6.521874999999999,7.683750000000002,7.346803468631239,7.356477455285667,6.724029295751697,6.470836387179931,17.926614583333336,17.050624999999997,16.905798473589996,14.703696628678335,13.591918918443454,9.038780695003531,8.990104166666667,12.474791666666674,11.818967986736412,11.696167197830137,12.301760040926524,4.598655050873055,13.052499999999998,17.31625000000001,17.36533754585713,19.04512098055423,22.62390489379001,14.771944468067911,25.446,25.445999999999998,24.317062416866808,25.423050218474494,23.2725,23.089514778228832,8.753,11.006499999999999,9.178753106724704,13.360984142791601,12.694368305484073,15.396915192622465,3.27875,3.5974999999999993,3.0501818484452126,3.450782365320865,1.9556376482340476,1.531003746320524,7.270625000000001,7.7562499999999925,7.556626683009762,7.868157381893987,5.983124637097873,7.299070124484313
2004-05-31,PREMON,2.8,2.45,1.55,8.05,3.77,7.0,5.01,15.432291666666664,3.525,3.4,31.748,5.2,3.25,6.75,4.084999999999999,2.8425000000000042,4.158342496348946,4.973036221116777,8.92293606925291,4.968017471731878,2.8687500000000004,3.1462500000000015,2.9722353861867483,2.814890812904243,4.136968140505711,2.800728670046744,1.599375,1.6500000000000006,1.5217660845075482,2.575381741533839,2.3105834572462047,5.66,5.080555555555556,5.551697254998698,6.572313701147039,8.116200346256194,7.957891340657016,18.519817708333335,18.346302083333327,15.056003918921196,17.710341268938766,17.242748537493352,10.61098630359559,8.901250000000001,16.01250000000001,13.335736226836504,14.223631864539557,21.761864158386775,19.595405166867224,5.754375,6.537500000000001,6.412082081178744,6.44115249040569,7.89259245511077,7.498006987135972,19.62046875,16.61786458333333,16.31639575082066,14.680062261465126,17.576726719910006,15.155018397251887,10.610416666666667,9.586041666666674,8.501380792041846,10.041458893172553,12.308877057177796,10.089897415314214,15.625,12.035000000000013,11.779202527514277,19.186513229034876,20.222136079729825,15.248832631516098,25.446,25.445999999999994,27.289437450120083,25.421804124992708,31.748,31.498374269167854,9.536666666666665,8.131,7.5872518640348225,12.73484259722939,13.966085185077729,12.69744493409345,3.16,3.2699999999999996,3.130109109067128,3.327540937478288,4.835661962175645,4.150947266598399,7.32734375,7.129999999999992,7.233976009805858,7.669368159574931,8.333157649046708,7.917750176187872
2004-08-31,MONSOON,9.93,2.91,2.92,9.88,32.51,6.28,7.665,27.66,13.22,25.74,21.976,19.9,5.2,8.425,5.791875,4.100000000000005,6.467005497809367,6.355129013285733,7.070920718923718,4.662290465038723,2.674375,2.9212500000000015,2.9473412317120493,2.7854211638919923,3.167466420264307,3.35412074056331,1.39375,1.6675000000000009,2.0810596507045287,2.8912230210386998,2.0456247323098733,5.858125000000001,5.565000000000001,7.283018352999219,11.594596326264845,7.673311867185136,7.970722894911379,16.628541666666667,19.646302083333325,22.037602351352717,17.697998504821616,20.738473917622485,15.732100822544739,7.566875,10.80750000000001,10.513441736101903,14.075303789259236,18.505516229560456,17.616930719845968,4.67875,6.506250000000001,6.913249248707246,6.904655748757152,7.642023901136453,6.398272618506825,19.928697916666668,19.23536458333333,20.853837450492396,17.376810272219814,20.16360609357784,6.373167383710847,13.32375,8.394166666666674,10.388828475225107,10.604688611825503,9.153172373978204,6.329345325869287,17.058125,14.070000000000014,17.363521516508566,19.438882890209122,20.05837183506429,14.836147663294586,25.446,25.445999999999994,25.164062470072047,25.420558041360568,21.976,21.803208798640316,10.699583333333333,9.375,12.512351118420893,13.686135897768276,13.325754982083257,11.295059853454795,2.8825,3.2874999999999996,3.958065465440277,4.474514827692107,4.882979846395299,4.5293374744637065,6.8715625000000005,7.411249999999991,7.7103856058835145,7.931597464992905,8.090511232594364,7.642708498845901
2004-11-30,POMKH,0.55,2.29,0.205,3.4400000000000004,9.5,3.2,0.87,16.92,20.855,15.78,24.7875,7.1933333333333325,0.58,5.79875,9.489375,4.070000000000005,4.10020329868562,4.513868694643516,3.9900936655291313,7.262956778206737,2.619375,2.816250000000001,2.6844047390272294,2.5913543382446624,2.3722566675336543,2.306548237343635,1.22125,1.5312500000000009,1.3306357904227173,0.7902913125429354,1.4075731495784567,6.036250000000001,5.755000000000002,5.745811011799532,8.200918838210171,3.513640883331174,4.110771911284283,18.266875,17.393333333333324,17.02256141081163,17.684590617504696,15.426278907477062,3.973978653436084,9.7125,6.995000000000011,7.588065041661142,13.928171562420356,12.194591317321928,10.782157326905404,4.1375,5.002500000000001,4.495949549224347,4.566878549766191,6.097529490046916,6.2366360899927775,19.999453125000002,20.00557291666666,19.28030247029544,17.056282829835393,14.25650542116431,18.093250010905162,16.09645833333333,12.826666666666675,14.575297085135066,12.541080721378094,13.844935135111086,3.862146816743101,19.77375,17.180000000000014,16.730112909905138,19.64383892984076,18.4849099536233,19.25050350432966,24.765,25.445999999999998,25.01343748204323,25.419312033553318,24.7875,24.592602752834768,13.456666666666667,9.698333333333334,10.384744004385869,13.239825395362375,11.767641934421336,6.522605859592517,2.9387499999999998,3.0324999999999998,2.6068392792641664,2.6061546055505667,2.0712570274404425,2.088495676789316,6.5746875000000005,7.243437499999991,6.9457313635301094,7.461942314937475,7.64918293136818,7.086585038989149
2005-02-28,POMRB,16.775,2.48,0.35,2.475,17.675,16.075,3.875,19.395,17.683333333333334,22.825,23.2725,14.51,1.9,5.025,12.870624999999999,7.513750000000005,9.170121979211372,8.074876472044195,2.9812513290853637,3.822968208802214,2.7668749999999998,2.532500000000001,2.6026428434163376,2.5085852733753216,2.467660892359357,2.2022788712388315,0.96125,1.2562500000000008,0.9383814742536304,0.8535421150501865,1.0461405444743745,6.0218750000000005,5.961250000000002,4.437486607079719,4.698637867930246,2.387097560750129,2.128592122854705,19.5875,15.86374999999999,17.283536846486978,17.6715750671128,16.382171165426517,12.489776631991234,12.987499999999999,8.13875000000001,10.982839024996686,13.784080183724878,10.930978378390858,8.660486761845352,3.783125,4.355000000000001,4.247569729534608,4.2937443717142045,3.0214845105704233,3.1744060253104354,19.484583333333333,19.85182291666666,19.32618148217726,17.360469349275455,17.702691801559236,8.613682145173232,19.210833333333333,13.820833333333344,15.818511584414374,13.47269603564496,13.516915542656747,14.684504703231838,22.624999999999996,16.936250000000015,19.168067745943084,19.884841642962954,23.504668701090804,14.508125115214675,24.622,25.445999999999998,24.31706248922594,25.41806607888325,23.2725,23.089514778228832,13.695416666666665,11.700833333333334,12.034846402631523,13.566555716746132,10.994039101711927,12.844027982625814,3.1225,2.7325,2.3241035675585,2.0206991533270484,2.3956522566595235,2.5468447737686657,6.5340625,6.499687499999991,6.177438818118066,6.863778381491708,5.7911831696494,6.867814554582004
2005-05-31,PREMON,18.605,3.145,1.27,8.65,22.995,19.59,3.27,16.613333333333333,21.73,26.1,26.3,19.246666666666666,4.9,7.35,15.35375,11.465000000000007,12.944073187526822,11.056385076860144,11.311654461557552,11.068820842316777,2.9437499999999996,2.7062500000000007,2.8195857060498026,2.6366323247984313,3.8033089153947577,2.7607517275444393,0.6881250000000001,1.186250000000001,1.0710288845521783,1.5139147146418306,0.9452329472035846,5.8374999999999995,6.111250000000003,6.122491964247832,7.57006883256475,8.160472357965428,8.344459498843278,19.919687500000002,20.66999999999999,19.568122107892187,17.658818205064037,17.242746890293024,-4.290664142743535,15.085,11.28625000000001,14.425703414998011,13.64190806508079,17.735667722788993,14.336566954817538,3.955625,3.9200000000000013,3.8565418377207648,3.892931001255875,4.705237634787333,4.520568998856763,18.501666666666665,20.147083333333327,18.24104222263969,16.9756888507387,20.34156600641364,11.057994049511766,30.190625,18.372083333333343,18.18310695064862,15.005408744315435,14.046645906252024,6.883403887526045,23.906875,22.611250000000013,21.94084064756585,20.143555041359953,21.10289964150222,19.927546207047673,25.1665625,24.084,25.110237493535564,25.41682020116425,31.748,31.498374269167854,13.155000000000001,15.212499999999999,14.919574508245582,14.391352863098334,12.981175695540868,9.759863727378608,3.09,3.145,3.3544621405351,3.5443645800697574,3.7860796502869567,4.003075948466732,6.291718749999999,6.649687499999992,6.646463290870839,6.9637694097025,7.470711889261434,7.030792399221542
2005-08-31,MONSOON,21.175,3.395,1.12,9.165,23.85,19.89,6.57,22.36,19.93,25.85,26.28,7.7633333333333345,5.02,7.5,15.787500000000001,14.276250000000006,16.236443912516094,13.861094866621656,13.83069544325095,14.042181292745848,3.005625,2.8275000000000006,3.049751423629882,2.7962415277633883,2.971653011694505,3.3035232026291244,0.635,0.736250000000001,1.090617330731307,2.557507050176932,2.174844141313102,5.639375,5.932500000000003,7.339495178548699,9.939943237677456,9.18984948093452,9.369721128520665,20.865625,18.504999999999995,21.280873264735312,17.646111276742243,20.738477269497672,10.523092313960166,13.771249999999998,14.68875000000001,16.611422048998808,13.501260792722883,16.449617283384402,15.737076678004229,3.94125,3.646250000000002,4.941925102632458,4.920598217694156,5.124900689274469,4.399583816742277,17.074375,18.822083333333328,19.888625333583818,17.957084616241048,22.477368597617172,17.351787946354857,41.006562499999994,20.049583333333345,18.88186417038917,15.881077904700572,14.007348972021628,14.798115581180369,25.01875,22.638750000000012,23.50450438853951,20.4027300619497,20.939135703829024,16.586081855498204,25.4090625,25.16,25.578142496121338,25.415574384414388,21.674171745152353,21.803208798640316,14.107916666666668,12.178333333333333,12.057078038280682,13.948648266241802,15.668429965661339,10.040455023964736,3.0737500000000004,3.1000000000000005,4.02067728432106,4.9038990905749325,5.0469159676069655,5.0005545337885735,5.905625000000001,6.418437499999992,6.987877974522503,7.088494556628725,7.580403069883319,7.263565279267982
2005-11-30,POMKH,9.17,3.22,-0.18,2.68,20.8175,6.37,3.345,14.356666666666666,101.98333333333332,25.925,24.84,15.006666666666668,0.5,4.785,15.07875,16.431250000000006,13.409866347509656,12.213643157234841,12.211165410525041,12.912054818961046,2.97875,3.0600000000000005,3.117850854177929,2.859073755916171,2.2763392393118806,2.3043854678442472,0.6612500000000001,0.6400000000000009,0.5823703984387842,-0.33998386521118307,0.08227167494905041,5.3862499999999995,5.742500000000002,5.4756971071292195,5.769206439220376,3.4738480521345294,3.1394425338652168,19.228333333333335,21.334374999999994,21.095523958841188,17.63327265667407,15.426280007492974,3.4659185958719303,11.805,15.48125000000001,12.514853229399284,13.360513418406455,12.031539533278831,13.30668096380164,3.7306250000000003,4.2650000000000015,4.303155061579475,4.30600726320363,4.238953797279766,4.232621618193448,16.12833333333333,18.181249999999995,17.675841866816956,16.931286106918694,14.401814424734969,10.689180427082364,40.51562499999999,40.33166666666668,52.122451835566835,32.550252793520386,19.05032453739396,15.353264125774265,24.7175,25.17500000000001,24.472702633123706,20.663970751731114,19.365673707980505,20.7364081181397,25.55125,25.173125,25.2828854976728,25.41432862118558,24.72575087284475,24.592602752834768,13.6825,14.131666666666666,13.236913489635075,14.26951118771092,11.382749511662883,14.97240438209546,2.98625,3.0800000000000005,2.612406370592636,3.0184886135343016,1.3970722773339044,1.1655991747464705,5.5287500000000005,6.164999999999992,6.106726784713501,6.494763942532775,7.039117561071509,6.4702236539261015
2006-02-28,POMRB,11.625,2.045,0.31000000000000005,1.65,13.925,2.395,1.285,10.54,23.0825,21.575,25.16,14.32,1.85,2.95,14.746875,15.143750000000006,12.695919808505794,11.815405516227061,11.332294844654289,12.2673573165209,3.02625,2.9512500000000004,2.6887105125067574,2.574405658160437,2.5517064416439457,2.230529312212777,0.76125,0.6300000000000009,0.4734222390632705,0.03204118625232333,0.2925924835905802,5.3256250000000005,5.536250000000002,3.945418264277532,2.7238326166983104,2.4107581198289134,2.075337652939197,16.877291666666668,20.396874999999994,18.227314375304715,17.62012213761602,16.3821752083312,3.252440836226509,11.7425,12.061250000000008,8.46691193763957,13.220778250411453,11.181249297712444,13.160134821557186,3.740000000000001,3.6175000000000015,3.095893036947685,3.1345444015435846,3.1696727225336696,3.5507674577051924,15.453333333333333,15.967499999999998,14.821505120090173,15.298783983035818,17.076560278338967,8.787893428013895,39.233958333333334,41.681458333333346,40.5064711013401,30.528239263703078,33.09064948463337,49.7899434952434,24.613125,24.86250000000001,23.313621579874223,20.9054920468899,24.38543248307611,19.24003484473124,25.377499999999998,25.644999999999996,25.23373129860368,25.41308292070293,23.214747578656254,23.089514778228832,14.565416666666668,14.084166666666667,13.670148093781044,14.49615795347084,12.38466997334721,11.48175774735973,2.7424999999999997,3.0675000000000003,2.3074438223555815,2.3290771127948946,2.2268663280149967,2.5601347462278237,5.345,5.646249999999991,4.844036070828101,5.5422717022368175,5.083860671691679,6.2494027968440555
2006-05-31,PREMON,18.085,3.365,1.52,7.45,13.646666666666668,17.54,4.175000000000002,17.9,12.40333333333333,24.94,25.55,16.03333333333333,4.25,6.41,15.180625000000001,15.013750000000005,14.851551885103476,13.46245548814765,15.264026014710996,12.08913090275696,2.936875,3.0062500000000005,2.9592263075040544,2.744268943313288,3.8104357256720673,2.7998747680740883,0.8512500000000001,0.6925000000000009,0.8920533434379624,1.0887405650509558,1.0257320766278484,5.605,5.236250000000002,5.347250958566519,5.836170400087742,8.390105403475102,8.331117697466205,14.994166666666668,18.059791666666662,16.395055291849495,17.60696890177232,17.242749958085412,17.11498271201774,12.76375,11.548750000000005,12.09614716258374,13.084270692313071,16.28413381566059,10.413925658033559,3.7068750000000006,3.8437500000000018,3.5275358221686117,3.531759043486583,3.5854435478950593,3.4519343006025913,14.444583333333332,16.289166666666663,16.052903072054104,15.683411752971713,17.37179444400084,8.946464059146207,29.524270833333333,39.34979166666668,29.26521599413739,26.832567640422557,30.937856545422047,16.295819810713795,24.550625,24.572500000000012,23.964172947924535,21.165170782251938,21.983663500928866,19.78608615617378,25.2975,25.4575,25.36023877916221,25.41183728333038,31.79600138976118,30.248042575916088,15.857916666666668,13.280833333333334,14.615422189601958,14.888377669595602,14.538279519329922,12.5822322104255,2.7425,2.9050000000000007,3.084466293413349,3.31565955881108,4.309103766219113,4.225025882574428,5.2925,5.411249999999992,5.470421642496861,5.645691072489503,6.433883695692256,5.476634405515259
2006-08-31,MONSOON,19.04,3.555,1.67,9.88,14.39,21.44,5.74,15.673333333333332,19.003333333333334,26.175,25.64,18.04,3.72,6.97,16.388125,14.480000000000008,16.526931131062085,14.8737398346038,16.325957748984003,15.518177180619936,2.8393750000000004,3.0462500000000006,3.197535784502433,2.9163811616093365,3.0227342874823178,3.3125005270174084,0.83875,0.8300000000000007,1.2032320060627775,1.8832657040594247,1.2838097016387042,6.00125,5.415000000000003,7.160350575139912,10.63150001284176,9.012389526560511,9.115526935742306,14.614166666666666,15.694791666666662,15.593033175109698,17.593860673575136,20.73847790644352,8.359327207796307,14.103750000000002,11.936250000000005,15.833688297550244,12.949647741122293,14.902771522331824,15.928557163808634,3.9825000000000004,3.636250000000002,4.412521493301167,4.379020017782221,4.942735012643445,4.497408502597894,14.11125,14.617499999999996,15.901075176565794,15.483421349997565,20.71986079736918,10.89231311109506,18.450937500000002,39.11812500000001,25.160462929815765,25.160955523106725,25.93685140119669,9.903285361200883,24.77125,24.65375000000001,24.84850376875472,21.432632914180324,21.81989956207922,19.772347248567222,25.103125,25.2975,25.472143267497323,25.41059170749193,21.681334636321075,22.79098919653966,16.430833333333332,15.849999999999998,15.985253313761174,15.478007853214883,15.222314610922508,12.689024936792652,2.9450000000000003,2.580000000000001,3.33867977604801,3.7630316843995106,4.870468837297158,4.9241338824285386,5.369375,5.278749999999992,6.070252985498117,5.885967266536092,6.566903065474318,7.3416788798846015
2006-11-30,POMKH,14.775,2.345,-0.009999999999999998,4.2,15.2125,12.99,3.91,12.973333333333334,25.2325,25.1,24.84,15.070000000000002,1.8,4.895,17.428125,15.881250000000009,15.82615867863725,14.572445289254622,13.197877287591545,13.226767028080005,3.860208333333334,2.8275000000000006,2.85652147070146,2.6984578910896864,2.3576765428922224,2.398154295526101,0.67625,0.8725000000000008,0.7179392036376665,0.10336095360194664,0.6559997368702886,6.3775,5.795000000000003,5.976210345083947,8.052098535899688,2.853169160911505,3.1537584096873075,16.536208333333335,14.293541666666663,15.440819905065819,17.580801117391797,15.426278184555645,10.88381115461316,15.03375,13.591250000000006,14.696212978530149,12.815451820488642,10.842409711587521,11.520662961021756,4.3075,3.777500000000002,4.2115128959807,4.192128655237159,3.756793236374963,3.7619685897252078,13.610416666666666,14.271666666666661,14.72997843927281,14.73089208266043,11.240447258952376,7.270985262234488,18.851354166666667,19.93041666666668,25.18927775788946,25.03616365522803,28.546809258544254,48.075739875844086,24.7025,24.44750000000001,24.949102261252833,21.696549782864718,20.246437588718695,21.356149656111132,25.0025,25.2975,25.219285960498393,25.409346188518256,24.6982214387786,24.60465165406379,17.139166666666668,15.865833333333333,15.619151988256704,15.721437096255114,13.388313343270221,13.168624650352085,3.0000000000000004,2.905000000000001,2.723207865628806,2.8767723667340896,0.6149246663298524,0.8842488384178311,5.43375,5.3062499999999915,5.60015179129887,5.56326368092395,6.142104084327112,5.581996137346529
2007-02-28,POMRB,15.68,2.14,0.04,3.3,16.49,6.494999999999999,2.9250000000000003,9.256666666666666,11.246666666666668,24.165,23.605,18.84,2.17,3.455,19.83125,16.89500000000001,15.767695207182351,14.635124292138661,13.82365593326346,13.232210635101412,4.8360416666666675,2.8512500000000007,2.569912882420876,2.4884906610229476,2.4712592485946625,2.2127286768099275,0.35125,0.8050000000000008,0.4467635221825999,0.4238571401410163,0.469703077370067,6.36875,6.207500000000003,4.905726207050368,5.159730157750281,1.9250680964400761,2.231232331483655,19.526625000000003,14.934791666666662,15.860491943039492,17.567811450372126,16.38217192792611,6.6946013954986645,15.119999999999997,14.616250000000004,11.41572778711809,12.681906062580225,10.936695880331104,11.428353708074965,4.364375,4.187500000000002,3.69690773758842,3.697544231027973,3.172424428794697,3.4194294082337287,13.180416666666668,13.950833333333327,12.540653730230353,13.32974371738592,14.421589744429355,6.0514442197115965,20.982708333333335,16.97145833333335,19.612233321400343,22.214503049892148,26.26491173563314,1.5998202202637106,23.208958333333335,25.09500000000001,24.635461356751698,21.957587858586145,25.266196235993846,22.388509028081753,25.17625,24.90875,24.573571576299035,25.408100724125852,23.18811220055614,23.52270146527228,16.993750000000002,16.99583333333333,16.907491192954023,16.34991731611151,14.095906806988078,15.118657158998495,3.15,2.985000000000001,2.5019247193772833,2.4166769407671933,1.9825066553570805,2.2347686109301876,5.491874999999999,5.432499999999991,4.742091074779323,4.941611329287342,4.429460437664456,4.681855977943051
2007-05-31,PREMON,22.35,11.436666666666667,0.49,8.81,26.45800000000001,20.88,5.135,15.176666666666668,27.44250000000001,21.8,26.3,17.18,4.37,6.42,22.275625,17.961250000000007,18.400617124309413,16.660100625308782,18.264824365035924,14.97063653426209,4.759375,4.869166666666667,6.116614396119193,4.941918989499798,3.75128088099408,2.8528755248362447,0.14,0.5475000000000009,0.4640581133095599,1.3005917963500648,1.0435355213479707,6.06625,6.547500000000004,6.467435724230222,7.8716665979229425,7.910886841542414,8.15524771781602,21.877312500000002,18.137625,20.099495165823697,17.55529756092472,17.242747344657136,-2.175578798012318,14.11375,15.451250000000003,15.201436672270855,12.551434569870773,16.57660978353446,15.441162473703338,4.300625,4.427500000000001,4.272144642553052,4.247177756160864,4.346361492156875,4.241095426156776,12.617291666666667,13.269999999999994,13.59505890480488,13.57172850631606,15.10747590211025,8.47326193880389,21.246354166666674,20.731250000000017,22.74433999284021,23.109474669369007,23.16396299785491,5.922648752265772,19.13791666666667,24.31000000000001,23.501276814051018,22.20868378696856,22.864427332515778,22.00996241952648,25.25625,25.09625,25.26414294577942,25.40685533491717,31.684137209773212,25.92108322383367,16.791249999999998,17.2825,17.016494715772414,16.771744244028827,16.61781712984686,14.304873192320326,3.3187499999999996,3.0150000000000015,3.2491548316263703,3.469943780299793,4.291711892474346,4.129623433876676,5.547499999999999,5.434999999999991,5.413254644867593,5.1942430440831835,6.0588102604855365,6.184341353096668
