Date,Season,Bangana,Haroli,Una,Amb,Bangana_Trend,Bangana_SMA,Bangana_EWMA,Bangana_DES,Bangana_TES,Bangana_ARIMA,Haroli_Trend,Haroli_SMA,Haroli_EWMA,Haroli_DES,Haroli_TES,Haroli_ARIMA,Una_Trend,Una_SMA,Una_EWMA,Una_DES,Una_TES,Una_ARIMA,Amb_Trend,Amb_SMA,Amb_EWMA,Amb_DES,Amb_TES,Amb_ARIMA
2004-05-31,PREMON,3.0636666666666668,12.34,9.337142857142855,6.64,1.7926825396825399,1.7926825396825397,2.249042380722502,2.0673040493642003,3.152765668979673,3.06366663098128,18.485,15.210000000000004,14.334199134816286,18.803629357323118,19.27496402729402,18.137834590940717,8.104607142857143,8.273571428571422,8.813807912331336,7.534953179743635,10.667465368494527,9.87618681797692,5.55125,5.482222222222224,5.813107173311101,5.801114130085705,6.333154835243847,6.17921224860232
2004-08-31,MONSOON,0.8816666666666666,31.915,6.022,5.196666666666666,1.7926825396825397,1.7926825396825394,1.702092095100168,1.8200638594965468,0.9683252324280811,0.8816666505887698,24.544999999999998,14.948750000000006,21.36651948088977,21.638517015127835,18.884077541337746,16.910349979125495,7.9153988095238095,8.163535714285707,7.697084747398802,7.512118457455295,6.355135828012697,6.90418414322399,5.737135416666667,5.4605555555555565,5.566530970653327,5.7148835334390204,4.513727782393578,5.1267294266178265
2004-11-30,POMKH,1.2309523809523808,31.93,7.19,5.6688888888888895,1.7926825396825397,1.7926825396825392,1.5136362094410531,1.673077924189148,1.3150592020324532,1.230952360963476,27.04,22.021250000000006,25.591911688533862,24.388534801729882,14.847631042148747,20.08704900801175,7.90110119047619,8.045678571428564,7.494250848439282,7.489352946219588,7.156435635889248,7.279686127910599,5.870451388888889,5.641944444444446,5.607474137947552,5.739998827263058,5.677848470653294,5.458718283535109
2005-02-28,POMRB,1.9944444444444445,32.09,8.591333333333333,5.823750000000001,1.7926825396825394,1.7926825396825394,1.7059595034424095,1.728726104209308,2.0759001298425366,1.9944444229623761,27.777500000000003,27.068750000000005,28.191147013120318,27.035012969534346,22.660662131332753,22.59437100284449,7.967333333333333,7.785119047619039,7.933083842396902,7.466656438314612,8.315470379515233,8.734653912183175,5.9496875000000005,5.832326388888891,5.693984482768531,5.791254411883533,6.372205357419135,5.8861047369713955
2005-05-31,PREMON,3.0636666666666668,12.11,10.265,6.945000000000001,1.7926825396825399,1.7926825396825397,2.2490423687321126,2.059488181477546,3.1423854440838896,3.0636666350105997,25.213125,27.011250000000004,21.75868820787219,25.15859438256064,25.601935866205473,24.604731318522205,7.76425,8.017083333333325,8.865850305438142,7.444028726986108,10.167482079919356,9.324554268331777,6.038854166666667,5.908576388888891,6.19439068966112,6.057148810265591,6.647800599502024,6.537260385225333
2005-08-31,MONSOON,0.8816666666666666,38.045,5.624,5.525555555555553,1.7926825396825397,1.7926825396825394,1.7020920879059342,1.8174674279712748,0.9575748483165709,0.881666652364278,22.098125,28.54375000000001,28.273212924723317,28.764285408762575,23.905556347962573,21.95941824687332,7.4525,7.917583333333326,7.569110183262885,7.421469548994335,6.384777633105193,7.16585427585631,6.209565972222222,5.990798611111113,5.9268566360188935,5.987049627880443,4.825591295644097,5.448444730024472
2005-11-30,POMKH,1.2309523809523808,5.285,5.963333333333334,6.053333333333334,1.7926825396825397,1.7926825396825392,1.513636205124513,1.6744312972153141,1.303987931357387,1.230952363105096,25.5725,21.882500000000007,19.07792775483399,25.125386126999512,20.141820001161676,25.36496559943952,7.150333333333333,7.610916666666658,6.926799443291064,7.3989787398297,7.027453391709979,7.092899213864565,6.412152777777777,6.086909722222224,5.977447314944669,6.036290297628707,5.99462283049491,5.796277723553279
2006-02-28,POMRB,1.9944444444444445,33.815,7.323999999999999,6.8050000000000015,1.7926825396825394,1.7926825396825394,1.7059595008524855,1.7332198803356613,2.064555539649338,1.9944444250812114,28.03875,22.313750000000006,24.972756652900394,27.529230241465985,21.378814131766994,21.11375018036391,6.9910000000000005,7.294083333333326,7.085679665974638,7.376556101154966,7.779326941352192,8.174090551054245,6.560972222222222,6.3322222222222235,6.308468388966802,6.226529928595339,6.708498664234471,6.219595549976814
2006-05-31,PREMON,3.0636666666666668,38.18,9.115,7.584444444444445,1.7926825396825399,1.7926825396825397,2.249042367178158,2.0668365944893923,3.130813353645184,3.0636666382220428,30.616249999999997,28.831250000000008,30.255653991740235,30.738578712405467,24.93551227060713,23.80278610304103,7.121583333333333,7.006583333333326,7.897407799584784,7.354201430109738,9.36012029821448,8.925621492261639,6.625833333333334,6.492083333333335,6.81885881115786,6.535936109558353,7.17012700452497,7.097602121078523
2006-08-31,MONSOON,0.8816666666666666,31.705,5.4993333333333325,6.076666666666667,1.7926825396825397,1.7926825396825394,1.7020920869735614,1.8264386173019873,0.9458192943504526,0.8816666537859821,34.57125,27.246250000000007,30.83539239504414,32.329880256760454,28.778496565565014,26.846647539823092,7.3815,6.97541666666666,6.938178013084203,7.3319144738391495,5.4503219587019025,6.424337982778651,6.58951388888889,6.629861111111114,6.521981953361383,6.48320014089671,5.381699552936873,6.016539938754923
2006-11-30,POMKH,1.2309523809523808,32.245,7.132666666666665,6.021111111111113,1.7926825396825397,1.7926825396825392,1.513636204565089,1.6841017779592276,1.2920911399039339,1.2309523648309664,32.0775,33.986250000000005,31.399235437026483,33.79655226834057,22.73152066778399,27.87523011355333,7.537958333333332,7.267749999999993,7.015973474517187,7.309695072643725,6.39337062275149,6.840921204895857,6.4700000000000015,6.621805555555559,6.321633616461275,6.4295826023740155,6.549289697076956,6.375604652900512
2007-02-28,POMRB,1.9944444444444445,38.49500000000001,8.234,6.546666666666668,1.7926825396825394,1.7926825396825394,1.705959500516831,1.7430835687968493,2.0525579045438898,1.9944444268194323,26.471875,35.15625000000001,34.23754126221589,36.375404419426665,29.042972982224185,28.800372780377934,7.575166666666666,7.495249999999993,7.503184084710313,7.28754301718426,7.814180561183258,8.516184455852011,6.310972222222223,6.557222222222226,6.411646836543433,6.491657341397448,7.093881613542414,6.653880298421355
2007-05-31,PREMON,3.0636666666666668,13.55,9.456666666666667,6.886666666666668,1.7926825396825399,1.7926825396825397,2.2490423669767656,2.0766718225534135,3.1187534208899494,3.063666640841754,21.445625,28.99875000000001,25.962524757329536,33.28984165347684,32.043881956086736,30.85286375968894,7.447916666666667,7.5806666666666604,8.284577117492855,7.265458104420627,9.719589661715826,9.330412300834924,6.26888888888889,6.3827777777777825,6.601654768592727,6.609776253842861,7.369834643084413,7.332544136418716
2007-08-31,MONSOON,0.8816666666666666,11.49,5.455333333333334,5.502222222222222,1.7926825396825397,1.7926825396825394,1.702092086852726,1.835680207295231,0.9337337527501546,0.8816666549501985,15.765625000000002,23.945000000000007,20.173514854397723,29.677089250949912,29.365601138521445,27.189600494053813,7.256,7.569666666666661,7.152879603829047,7.243440085581729,5.803187814759561,6.4336456204857635,6.825416666666667,6.239166666666671,6.161881750044525,6.427625736032956,5.322534007666134,5.959349024728441
2007-11-30,POMKH,1.2309523809523808,12.25,6.158666666666666,6.2588888888888885,1.7926825396825397,1.7926825396825392,1.513636204492588,1.6924061765886482,1.2800148172280374,1.2309523662517183,15.77,18.946250000000006,17.004108912638635,26.32110310285831,19.012084172370155,23.86577095009335,7.2739166666666675,7.326166666666662,6.755194428964094,7.221488798736086,6.599028071363868,6.868610315309366,7.555416666666668,6.298611111111116,6.200684605582271,6.432435840874289,6.341495676332945,6.136289147700716
2008-02-29,POMRB,1.9944444444444445,13.05,7.672666666666667,10.761111111111116,1.7926825396825394,1.7926825396825394,1.7059595004733306,1.7503066786211328,2.040523769146244,1.9944444282711868,21.345,12.585000000000003,15.42246534758318,23.352718078234364,21.921044250557244,21.406546419635962,7.407916666666668,7.185833333333328,7.122183324045123,7.19960404868034,7.5822707768859505,8.03988708987741,7.425476190476193,7.3522222222222275,8.02485520779381,7.338152920674939,7.014609558736311,6.562304402325214
2008-05-31,PREMON,3.0636666666666668,39.03,10.161333333333337,8.512222222222224,1.7926825396825399,1.7926825396825397,2.2490423669506647,2.0827225720643985,3.1067925880833096,3.063666643019523,23.5,18.955000000000002,24.86547920854991,25.997417579672252,21.068210531117053,19.637346249346837,7.484583333333334,7.361999999999996,8.337843327760408,7.177785642224644,9.365487667236104,9.09292960167057,6.817167658730161,7.758611111111116,8.219802013565175,7.617410368952973,8.529054089523587,8.474462283647604
2008-08-31,MONSOON,0.8816666666666666,30.61,5.822666666666668,2.8371428571428567,1.7926825396825397,1.7926825396825394,1.7020920868370655,1.8405333880738797,0.9218754963004905,0.8816666559211538,23.0075,23.735000000000003,27.163287525129945,26.825475719269445,25.861272010584276,23.743047886471054,7.269285714285716,7.453833333333328,7.331772663322912,7.156033319117998,5.8418120933462125,6.590407702847308,6.0629662698412705,7.092341269841274,6.066738350996248,6.705630136982553,6.616264735408032,7.234523451062643
2008-11-30,POMKH,1.2309523809523808,10.37,6.4046666666666665,4.0575,1.7926825396825397,1.7926825396825392,1.5136362044831917,1.6961176052703546,1.2682865852337026,1.230952367441854,22.002499999999998,23.265000000000004,20.445972515077965,23.45684217566227,20.172014990983556,25.196879677413612,6.927892857142858,7.515333333333328,6.960930264660414,7.134346921758192,6.759579534539357,6.905188376838092,5.505882936507937,6.541994047619051,5.263043010597749,6.215462100052135,6.4933362359981235,6.297211713955329
2009-02-28,POMRB,1.9944444444444445,10.99,5.704285714285715,6.928888888888888,1.7926825396825394,1.7926825396825394,1.7059595004676926,1.7529486010525401,2.0289512042382993,1.9944444295019255,21.326875,22.750000000000004,16.663583509046777,20.49790062644258,22.4624780218612,22.05781759010128,6.899446428571428,7.0232380952380895,6.458272444510534,7.112726239237606,7.774517441021137,8.073294998604245,5.800684523809523,5.583938492063493,5.929381361914205,6.395704252302456,6.487678086521385,6.323767284161019
2009-05-31,PREMON,3.0636666666666668,33.05,9.398571428571428,7.887777777777778,1.7926825396825399,1.7926825396825397,2.2490423669472825,2.084302255625786,3.095399551252883,3.063666644858509,21.43125,21.255000000000003,23.218150105428066,22.34381590714605,21.077036242688145,19.71460260881541,6.8779047619047615,6.832547619047611,7.634392038134892,7.091171110510164,8.756298415877417,8.406942722394215,6.221979166666666,5.427827380952381,6.712739928259634,6.733000074242054,7.048735381857897,6.978169157457415
2009-08-31,MONSOON,0.8816666666666666,31.185,6.357857142857143,5.819999999999999,1.7926825396825397,1.7926825396825394,1.7020920868350362,1.841255487912535,0.9106840947290566,0.8816666567433329,21.608749999999997,21.398750000000003,26.40489006325684,23.80394918155796,24.631019428050656,22.53789660455226,6.900892857142857,6.966345238095229,7.123778080023793,7.069681278518952,5.1756585417100185,6.152695496574118,5.957118055555555,6.173541666666667,6.355643956955779,6.590560910834982,5.382816775104857,5.688318780242977
2009-11-30,POMKH,1.2309523809523808,10.63,5.6971428571428575,4.445,1.7926825396825397,1.7926825396825392,1.513636204481974,1.6961719705513223,1.2573172034049518,1.2309523684534056,19.205,21.46375,20.094934037954104,21.0007996239495,19.30847825469314,24.368611834180076,6.941057692307693,6.789464285714277,6.553123990871418,7.048256566016957,6.539037361476293,7.046138471745739,5.391597222222222,6.270416666666667,5.591386374173467,6.2003714742112805,6.476051019050882,6.128868667012885
