Date,Season,Raghunathpur-i,Jaipur,Santuri,Balarampur,Hura,Puruliya-i,Jhalida-ii,Puncha,Baghmundi,Manbazar-ii,Arsa,Barabazar,Kashipur,Puruliya-ii,Raghunathpur-ii,Neturia,Manbazar-i,Para,Jhalida-1,Banduan,Raghunathpur-i_Trend,Raghunathpur-i_SMA,Raghunathpur-i_EWMA,Raghunathpur-i_DES,Raghunathpur-i_TES,Raghunathpur-i_ARIMA,Jaipur_Trend,Jaipur_SMA,Jaipur_EWMA,Jaipur_DES,Jaipur_TES,Jaipur_ARIMA,Santuri_Trend,Santuri_SMA,Santuri_EWMA,Santuri_DES,Santuri_TES,Santuri_ARIMA,Balarampur_Trend,Balarampur_SMA,Balarampur_EWMA,Balarampur_DES,Balarampur_TES,Hura_Trend,Hura_SMA,Hura_EWMA,Hura_DES,Hura_TES,Hura_ARIMA,Puruliya-i_Trend,Puruliya-i_SMA,Puruliya-i_EWMA,Puruliya-i_DES,Puruliya-i_TES,Puruliya-i_ARIMA,Jhalida-ii_Trend,Jhalida-ii_SMA,Jhalida-ii_EWMA,Jhalida-ii_DES,Jhalida-ii_TES,Jhalida-ii_ARIMA,Puncha_Trend,Puncha_SMA,Puncha_EWMA,Puncha_DES,Puncha_TES,Puncha_ARIMA,Baghmundi_Trend,Baghmundi_SMA,Baghmundi_EWMA,Baghmundi_DES,Baghmundi_TES,Baghmundi_ARIMA,Manbazar-ii_Trend,Manbazar-ii_SMA,Manbazar-ii_EWMA,Manbazar-ii_DES,Manbazar-ii_TES,Manbazar-ii_ARIMA,Arsa_Trend,Arsa_SMA,Arsa_EWMA,Arsa_DES,Arsa_TES,Arsa_ARIMA,Barabazar_Trend,Barabazar_SMA,Barabazar_EWMA,Barabazar_DES,Barabazar_TES,Barabazar_ARIMA,Kashipur_Trend,Kashipur_SMA,Kashipur_EWMA,Kashipur_DES,Kashipur_TES,Kashipur_ARIMA,Puruliya-ii_Trend,Puruliya-ii_SMA,Puruliya-ii_EWMA,Puruliya-ii_DES,Puruliya-ii_TES,Puruliya-ii_ARIMA,Raghunathpur-ii_Trend,Raghunathpur-ii_SMA,Raghunathpur-ii_EWMA,Raghunathpur-ii_DES,Raghunathpur-ii_TES,Raghunathpur-ii_ARIMA,Neturia_Trend,Neturia_SMA,Neturia_EWMA,Neturia_DES,Neturia_TES,Neturia_ARIMA,Manbazar-i_Trend,Manbazar-i_SMA,Manbazar-i_EWMA,Manbazar-i_DES,Manbazar-i_TES,Manbazar-i_ARIMA,Para_Trend,Para_SMA,Para_EWMA,Para_DES,Para_TES,Para_ARIMA,Jhalida-1_Trend,Jhalida-1_SMA,Jhalida-1_EWMA,Jhalida-1_DES,Jhalida-1_TES,Jhalida-1_ARIMA,Banduan_Trend,Banduan_SMA,Banduan_EWMA,Banduan_DES,Banduan_TES,Banduan_ARIMA
1996-02-29,POMRB,2.205,4.54,2.095,3.2,3.5980000000000003,1.805,2.35,3.7,3.0825,5.669375,3.6225000000000014,3.67,4.28625,3.2350000000000003,4.99,2.5933333333333333,3.225,4.0600000000000005,5.712025641025642,5.32,,,2.205,0.0035435479529237882,2.205,0.0,,,4.54,6.974064456294923,5.1682744023755225,0.0,,,2.095,3.46800984215141,2.8044599699699,0.0,,,3.2,9.978137598638648,3.4228125,,,3.5980000000000003,7.255075041689828,3.7313177681816962,0.0,,,1.805,0.8513926431756452,1.9128125,0.0,,,2.35,5.941958240919679,3.6499408544618843,0.0,,,3.7,2.8813280111341784,3.219221338750193,0.0,,,3.0825,7.337922706380772,4.1274863121160195,0.0,,,5.669375,9.355051837123781,5.352378826695108,0.0,,,3.6225000000000014,7.978368061498241,4.098028584723123,0.0,,,3.67,4.195696775194437,4.214364833111537,0.0,,,4.28625,4.458785837314219,4.908569262771425,0.0,,,3.2350000000000003,7.468167023189333,3.3661721101069535,0.0,,,4.99,16.173346813177307,6.026136401682873,0.0,,,2.5933333333333333,6.565935783494513,2.642416256186318,0.0,,,3.225,8.633835985312116,3.5390625000000004,0.0,,,4.0600000000000005,6.968534270155448,3.982577696535378,0.0,,,5.712025641025642,5.928100782605896,5.779554559812182,0.0,,,5.32,2.1793499624735073,6.946407367566033,0.0
1996-05-31,PREMON,6.654999999999999,5.996666666666667,5.795,7.335,5.764000000000001,3.31,4.34,4.88,5.67,7.832222222222222,6.3325000000000005,5.89,6.9825,5.6450000000000005,11.73,4.793333333333334,6.17,6.195,7.313819444444443,12.61,,,3.985,0.5991920385283848,6.654999999999999,0.0,,,5.1226666666666665,8.28732721545165,6.150203193612065,1.9687053425822263e-06,,,3.575,3.6936808029242343,4.717162444176366,1.4636949094764493,,,4.854,15.390597148884138,7.739889196675899,,,4.464400000000001,9.54850344233768,5.596858759436634,2.352729284389068e-06,,,2.407,1.1209926484440862,3.5130817174515236,1.8049976847905118,,,3.146,8.510021185443032,5.164529923192858,1.4103735644962339,,,4.172000000000001,2.908617562124968,5.098724381750664,1.845177149836685,,,4.1175,10.259596816793009,5.959573777592634,0.8886213352772138,,,6.534513888888888,11.435153414181203,7.595351521006343,1.609923524645039,,,4.706500000000001,10.84923531141285,5.802249522961056,3.622492233227616,,,4.558,5.972319744551662,6.311233601214589,0.8715376207861997,,,5.36475,4.524371421383767,6.600373565727189,1.916213028973816e-20,,,4.199000000000001,10.339550414122968,5.9165002502997375,1.5333033320257619e-06,,,7.686,25.263961563184694,11.558407347001225,4.3472672957060565e-06,,,3.4733333333333336,9.408317470372065,6.108200636223193,7.941181245619662e-07,,,4.4030000000000005,12.630467834256581,6.740706371191136,2.2877598006154557e-12,,,4.914000000000001,9.110873168906881,6.182140063943106,2.185028295962472,,,6.352743162393162,6.014057984075484,7.183933259354977,5.712017376905773,,,8.236,4.1664289222422255,10.507244269951629,5.319952862472132
1996-08-31,MONSOON,0.88,4.193333333333333,0.855,0.895,2.092,0.2,2.06,0.73,1.925,2.7218749999999994,1.7075,1.33,2.7275,1.15,4.35,0.9266666666666666,1.585,1.75,4.141428571428572,2.38,3.2018750000000002,,2.743,0.34457033060746844,0.8800000000000008,0.0,4.904583333333334,,4.750933333333333,7.92456572742604,3.9154056530321393,2.6003669225887504e-06,3.0862499999999997,,2.487,3.0000709200017193,1.0603902800290292,3.1914965353099385,3.803125,,3.2704,10.281423732057487,1.4431227507462334,3.8150000000000004,,3.515440000000001,7.955555256517871,2.0854510757844906,4.760507853262006e-06,1.7537500000000001,,1.5242,0.9416630079222117,0.48607238328818836,2.8935335371798776,3.195,,2.7116,8.103219460881554,0.7463148377929478,2.5620201827208016,2.5675000000000003,,2.7952,2.902387563483817,1.3093685810288012,2.938040000821648,3.6503125,,3.2405,8.086842533924845,2.239718990956512,1.5033053245059995,4.928090277777778,,5.009458333333333,9.589085033690978,2.667150382720315,1.9219159961024481,4.15125,,3.506900000000001,7.967207902555256,2.216299308341954,5.3918714713293445,3.85625,,3.2668,5.29180054763068,1.7573081065236797,1.2629920771010226,4.7690624999999995,,4.30985,3.469528908544086,2.8281532466295882,4.478293679421892e-20,3.2181250000000006,,2.9794000000000005,8.411060942513553,0.967451797424995,3.041985436217865e-06,7.247500000000001,,6.3516,20.064348339377336,5.075589823835795,1.0696895681752808e-05,2.73375,,2.4546666666666668,7.928441406566489,0.2471163058498731,1.6412617127919892e-06,3.66125,,3.2758000000000003,11.21078735718819,2.3575993892005123,6.415338587381345e-12,3.7495833333333337,,3.6484000000000005,7.4333606696753485,2.099877047987468,3.4511072392091147,5.489758890415141,,5.468217326007326,5.854153875190453,4.16397155083285,6.780073234725471,6.595,,5.8936,3.4339742358823173,3.52765033842733,10.003210711162387
1996-11-30,POMKH,2.595,4.373333333333333,3.08,2.685,3.216,1.545,2.5,1.47,3.1875,3.488888888888889,4.0975,3.81,4.205,2.37,6.42,1.7966666666666666,2.96,2.6333333333333333,4.7917619047619056,3.46,3.239375,3.08375,2.6837999999999997,0.4624671742689012,2.595000000000001,0.0,5.045416666666666,4.775833333333333,4.599893333333333,7.263811245834254,3.951453075413796,1.3789200126837544e-06,3.4656249999999997,2.9562500000000003,2.7242,2.831165592699399,1.7292016646337673,2.7585168320567637,4.234999999999999,3.52875,3.0362400000000003,6.619935868727717,3.3400753703602653,4.04025,3.6675000000000004,3.395664000000001,6.616847117298678,2.5017017501726,2.9060730876350345e-06,1.7956250000000002,1.715,1.5325199999999999,0.9715801648355548,1.9021574124629526,0.7216505583702768,3.9000000000000004,2.8125,2.6269599999999995,7.048186764854509,1.7079846405541708,1.7014993198813246,2.36625,2.6950000000000003,2.26512,2.9020241106099327,1.5414178197536552,2.509846748157808,3.9556249999999995,3.46625,3.2193,6.38359469742701,3.141880719317588,0.5747509274409024,4.928090277777777,4.928090277777777,4.401230555555555,7.82015217849008,3.677530982514651,1.2761562953334542,4.43375,3.9400000000000004,3.743140000000001,6.679952562136393,2.48900641054654,2.875560682456793,4.130000000000001,3.675,3.4840799999999996,5.5298910671330175,2.411812594703853,0.5534299362693126,5.0346875,4.5503125,4.26791,3.1890720538833097,3.5837266008352637,4.23197115065811e-20,3.3853125000000004,3.1000000000000005,2.7356400000000005,6.656223602406642,1.8394551878832188,7.703075491272538e-07,7.96375,6.8725000000000005,6.37896,14.715856049270267,5.102823767429603,3.2213588276842354e-06,3.307083333333333,2.5275,2.191466666666667,6.266530555691196,0.92428639416933,4.149485336917605e-07,4.121875,3.4850000000000003,3.14948,9.451228554436728,3.883353081643852,7.430735894514793e-12,3.774791666666667,3.6595833333333334,3.242373333333334,5.969120732069605,2.8812937285785774,2.139422132994902,5.48975889041514,5.489758890415141,5.197635157509158,5.755818956634827,4.8596965430125465,4.972014621101909,7.324999999999999,5.9425,4.92016,3.137041372197424,4.4577035409884065,4.567041209233647
1997-02-28,POMRB,3.1500000000000004,5.57,3.135,5.395,4.7780000000000005,2.115,5.41,2.68,4.555,5.669375,5.3125,5.12,6.036250000000001,4.18,7.99,4.243333333333333,4.635,4.78,5.712025641025642,10.54,3.14875,3.3200000000000003,2.87028,0.6839427547723256,2.205000000000001,2.204999406823098,5.187083333333334,5.033333333333333,4.9879359999999995,7.058949190401103,5.037434558706868,4.540000038883277,3.8425000000000002,3.21625,2.8885199999999998,2.714995460140702,3.601661106137726,1.9921551494911443,4.456874999999999,4.0775,3.979744,5.9726770256456065,3.870174346896064,4.215562500000001,3.9625,3.9485984000000007,6.166973558196897,4.191975788218974,3.598001491102591,1.9681250000000001,1.7925000000000004,1.765512,1.0887466315531982,2.2104536999244404,1.879196115214929,4.04875,3.5775,3.740176,7.480664244538734,3.6614825753537144,2.251736376005261,2.3362499999999997,2.4400000000000004,2.4310720000000003,2.9113472853206495,3.1438589399986374,3.1939214855231324,4.107083333333333,3.8343750000000005,3.75358,5.715681339347893,4.154433930104062,3.0105565732586235,4.928090277777777,4.928090277777777,4.908488333333333,7.206357906125547,5.431891863282209,5.443171639083695,4.534479166666666,4.3625,4.370884,6.267179330161907,4.683309397786186,3.7517008998133257,4.23375,4.0375,4.138448,6.152180986096242,4.224259509669667,3.545816065090169,5.0715625,4.987812500000001,4.975246,3.649634576332106,5.007198130527996,4.286249069133969,3.5209375000000005,3.3362500000000006,3.313384,5.948239689071045,3.5085541171566086,3.234998899564803,8.610000000000001,7.6225000000000005,7.023376000000001,11.149582468309793,5.551716849678243,4.9899921534378056,3.772083333333333,2.9399999999999995,3.0122133333333334,5.983003215734814,2.6995317171493007,2.5933327615197594,4.4643749999999995,3.837500000000001,3.743688,8.249088483740245,4.202694860779532,3.0058614517836237,3.7493750000000006,3.839583333333333,3.8574240000000004,5.739771848220281,3.805356333701927,3.8664693785582056,5.48975889041514,5.489758890415141,5.403391350915751,5.734566119966512,5.76861007116459,5.5178126082005825,7.2275,7.2475000000000005,7.168096,4.653243968960258,6.452275674850203,5.071193185056227
1997-05-31,PREMON,6.01,6.093333333333334,7.79,8.594999999999999,6.386,3.335,6.92,4.29,6.639999999999999,7.832222222222222,6.9025,6.63,7.3575,6.0375000000000005,14.46,7.729999999999999,8.445,5.676666666666668,7.313819444444443,13.23,3.089375,3.15875,4.126168,1.4522324517887837,6.7073545706371185,6.654998209708715,5.410416666666667,5.0575,5.430094933333333,6.994054553205021,6.3278920117342,6.351095386442213,3.95875,3.7150000000000003,4.849112,3.5153902753560975,5.632813596120484,5.603256631158723,4.470625,4.392499999999999,5.8258464,8.243582962094449,8.413203214099962,4.3416250000000005,4.118,4.923559040000001,6.64830137705318,6.483126963856093,6.384703514956059,2.1418749999999998,1.7987500000000005,2.3933071999999997,1.3897970782918208,3.7915604334070028,3.087203329100566,3.88875,4.2225,5.0121056,8.40999109621695,5.8010330415732545,5.2852470823829485,2.56625,2.2925000000000004,3.1746432,2.9336256061432087,4.758107903563532,4.12172966153553,4.117916666666666,4.076874999999999,4.908148,6.605943198955282,5.986522123736719,5.801236410661215,4.928090277777778,4.928090277777777,6.077981888888889,7.71583256868077,7.659809593797505,7.472724157959909,4.466145833333333,4.505,5.3835304,6.979178531547691,6.855627142383208,6.41557330978025,4.17375,4.222499999999999,5.135068800000001,7.23073102591276,6.608397238128269,5.895308418320652,4.996875,5.0815625,5.9281476,4.594622571305829,7.167034862183421,6.9824984835760775,3.6525,3.434375000000001,4.4030304000000005,6.359522011218573,6.3508485692113545,5.980642219742958,8.83,8.305,9.998025600000002,13.919325671496424,12.09472076365943,12.28054870822715,3.9591666666666665,3.6741666666666655,4.899328,7.808092064467727,6.280472023121822,5.298332677847395,4.631875,4.40625,5.6242128000000005,9.297333572852299,7.435931727683512,5.750748886047646,3.8816666666666664,3.71,4.585121066666668,5.952621052788386,6.352943765901614,6.247939501847039,5.489758890415141,5.489758890415141,6.167562588327227,5.835714333811108,7.177248384372709,7.012723615361535,7.575,7.4025,9.5928576,6.698172032546344,11.70485866998018,13.220403177440605
1997-08-31,MONSOON,0.8,5.23,1.875,1.41,2.8725,1.5550000000000002,0.67,1.08,2.1666666666666665,2.7218749999999994,1.9433333333333327,1.42,2.6475,1.8425,6.79,1.71,2.05,2.065,4.141428571428572,0.98,3.073125,3.13875,2.7957007999999997,1.2049326260949123,0.8963376969176124,0.8799997632672681,5.5079166666666675,5.316666666666666,5.35005696,6.392801874380256,4.156744410517688,4.092719772436302,4.07625,3.9699999999999998,3.6594672,3.118651351496563,2.5026043892601204,2.0463198909259455,4.3931249999999995,4.521249999999999,4.059507839999999,4.013560523221708,2.1839291012207775,4.285875,4.313125,4.103135424,4.83197008340088,2.815360771954021,2.3542952903798438,2.07875,2.1375000000000006,2.05798432,1.4207109893442378,0.7158895695361007,0.5595733026310654,3.75875,3.8750000000000004,3.2752633600000003,5.004015225571922,1.781252319737062,3.21365160266823,2.8675,2.3800000000000003,2.33678592,2.9299613188524054,0.8987252518493616,0.7301467820869006,4.090416666666666,4.137291666666666,3.8115554666666664,4.105290932104604,2.2666678121358173,2.0806700369427773,4.928090277777778,4.928090277777777,4.735539133333333,5.5607359619278816,2.719403992018703,2.68552634785339,4.317395833333333,4.563958333333333,4.007451573333333,4.090997656087784,3.0648578896773815,2.7159859039300445,4.10375,4.244999999999999,3.6490412800000005,5.744985610954332,2.142807742045268,1.4311059547071885,4.806049107142857,5.061562500000001,4.61588856,3.920947325973012,3.3404938029536035,2.727499407655391,3.5728125000000004,3.607500000000001,3.37881824,4.139556399417177,1.3865770595540678,1.2513544319056555,8.645,8.915,8.714815360000001,9.419842610829264,5.425565235760376,4.816069391040085,3.9433333333333325,3.869999999999999,3.6235968,5.247033397395959,1.6140886034079514,1.8032394695097322,4.78375,4.5225,4.19452768,6.006616817039871,3.264038155996581,1.4772993491713915,3.927083333333334,3.7887500000000003,3.577072640000001,4.141027655483816,2.0033699487401315,1.5632369329334694,5.489758890415141,5.489758890415141,5.357108981567765,5.689808857322063,4.159888440605641,4.557315899390922,7.4750000000000005,7.0525,6.147714560000001,5.390890736210468,4.554254171894195,3.7673040925361807
1997-11-30,POMKH,2.2,5.123333333333334,2.99,2.28,3.444,1.58,2.61,2.96,3.0325,3.488888888888889,3.315,3.24,3.6875,2.73,5.74,2.51,3.835,3.3766666666666665,4.7917619047619056,7.64,3.056875,3.0399999999999996,2.5574204799999998,1.2656657277137688,2.606686426809609,2.594999301907456,5.574583333333335,5.504166666666666,5.259367509333334,5.809622033112402,4.370932279463707,4.724998610773894,3.891875,3.9474999999999993,3.39168032,2.989260397822045,2.9654375952570176,3.5285077935726026,4.059375,4.42,3.3477047039999994,2.3579895837816527,4.024003883899697,4.059625,4.370125,3.8394812544000003,3.8507353214428766,3.2615440098578503,3.4911985783947777,1.9568750000000001,2.1462500000000007,1.866790592,1.453795722958582,2.242155959798444,1.8078486882289162,3.4475,3.9025000000000007,3.009158016,3.5526925309006936,2.2457881068245986,1.169246060652945,3.065,2.7525,2.586071552,2.941384120533566,1.3443630093171035,1.6414732003382593,3.906041666666667,4.098541666666666,3.49993328,3.0870519568257846,3.1688296486550778,2.874834874256001,4.739062499999999,4.928090277777777,4.236879035555555,4.310462117501554,3.7198909161346796,3.3503044646620164,4.069270833333333,4.368333333333333,3.730470944,3.174771378198039,3.077938186947411,3.743709131127588,3.80375,4.1025,3.4854247680000006,5.075766796230884,2.738366635398317,3.467543183000434,4.592879464285714,4.932187500000001,4.244533136,3.6953924997161636,3.9281857023269193,4.204999086779435,3.3893750000000002,3.6975000000000007,3.1192909440000003,3.0942475188556693,2.358025285184625,2.5034171167375705,7.875,8.745,7.524889216000001,6.182876553286196,6.714678670572486,6.646072295031658,3.732083333333333,4.048333333333332,3.1781580799999998,3.7205884041127115,2.184747719744702,1.886405306231405,4.77375,4.74125,4.050716608,4.583335501157847,4.678935530956328,2.758868185203105,3.894166666666667,3.9745833333333334,3.496910250666667,3.492794255302795,2.944406975880643,2.623859657391785,5.540531459859585,5.489758890415141,5.130970150845421,5.604373784024966,4.857202586256174,4.801707073531199,6.4487499999999995,8.0975,6.744628736,5.932734742022097,4.765878438919911,2.5693196572152592
1998-02-28,POMRB,3.415,5.6000000000000005,4.165,5.18,4.104,1.575,4.26,3.6,4.49,5.669375,4.904999999999999,5.13,5.027142857142857,3.1825,7.19,3.4033333333333338,4.975,4.4,5.712025641025642,5.56,3.11375,3.1062499999999997,2.900452288,1.577869263629609,2.542732352561003,2.7005263357547697,5.609583333333334,5.511666666666667,5.3956205056,5.593140456551743,5.540270480356845,5.490713810044917,3.5756250000000005,4.205,3.7010081919999998,3.1086099752994065,4.190889616072164,2.7955596643113596,3.97625,4.36625,4.0806228224,3.8910327132294285,4.9355983647078014,4.0003125,4.201625,3.9452887526400007,3.629490079015386,4.63714507170568,4.6119393019628,1.810625,2.0112500000000004,1.7500743552000002,1.4842081356589298,2.5417391104927596,1.8315988931061176,3.25875,3.615000000000001,3.5094948096,3.544161284796364,4.111582480781139,3.9323793759640653,3.4250000000000003,2.9825,2.9916429312000004,2.95793132563227,3.420528836327565,3.344098992754918,3.8392708333333334,4.082291666666666,3.895959968,3.5479337368076154,4.181382767790217,3.7494664288369535,4.376050347222222,4.928090277777777,4.809877421333333,4.5077399743938855,5.466231385477636,5.597806008505673,3.975104166666666,4.266458333333333,4.200282566399999,3.8222546522306127,4.691131659410436,4.219527948571899,3.7287500000000002,4.1049999999999995,4.143254860800001,5.226162409075373,4.371970972461508,4.325799766066762,4.6235044642857135,4.679910714285715,4.557577024457142,3.9763014483399517,5.107360354735983,5.697745979347316,3.291875,3.448125000000001,3.1445745664,2.7462431752233796,3.9694415723270677,3.9679519710893407,7.343749999999999,8.544999999999998,7.390933529600001,5.796818464348157,7.4495421351371585,6.666730502150738,3.5058333333333334,3.838333333333332,3.2682281813333334,3.21008971069346,3.976611809030566,3.9499800186244056,4.898125,4.82625,4.4204299648,4.338455782644767,5.209495915354367,3.717153011944113,4.135833333333333,3.8795833333333327,3.8581461504000005,3.6422455746560938,4.13232156826324,4.795666847961386,5.726958791208792,5.489758890415141,5.363392346917509,5.595008251986614,5.76708676663531,5.62854745777177,6.882499999999999,6.852500000000001,6.270777241599999,5.876825638771938,7.906756843606246,9.292563019556535
1998-05-31,PREMON,5.615,6.596666666666668,5.285,6.1400000000000015,5.25,2.9,5.58,4.95,5.23,6.32,5.325,4.22,6.661249999999999,5.567500000000001,9.1,6.88,8.025,5.793333333333332,7.72,10.0,3.0987500000000003,3.0075,3.9862713728,2.355295274292676,6.435272010067037,6.316782568013816,5.544583333333334,5.6375,5.876038970026667,5.959698721828002,6.599859994873791,6.114982335219921,3.436875,3.5787500000000003,4.3346049152,3.4411288193307805,6.43707354856984,6.991241097850371,4.275,3.7525000000000004,4.90437369344,5.960378145645328,8.870877862174876,4.00325,3.917625,4.467173251584001,4.267584236606269,6.266121845997873,5.967124947410832,1.6481250000000003,1.9025000000000005,2.21004461312,1.7136871884062366,3.979310437418893,3.0622549230365723,3.07375,3.2800000000000016,4.33769688576,4.463744016073443,5.923098059687539,5.419550244700672,3.5675000000000003,3.1475,3.7749857587200006,2.9853590182000307,5.215424784742725,4.70260333639928,3.9150000000000005,3.729791666666667,4.4295759808,4.545913321376181,6.013470915106442,6.207808650983207,4.042204861111111,4.550034722222222,5.4139264528,5.113680379158653,7.687647285782289,7.72238975595191,4.015625,3.8720833333333324,4.65016953984,4.721470167257455,6.687467102210397,6.443964966788412,3.9299999999999997,3.5024999999999995,4.17395291648,4.9503971658763435,6.728638326720457,6.292920804369667,4.727098214285714,4.505848214285715,5.399046214674286,4.824721766357849,6.952807409905118,7.284961045172688,3.0878125000000005,3.3306250000000013,4.11374473984,4.078626163611587,6.281222118176913,5.64286554859898,7.4225,7.204999999999998,8.07456011776,7.534084222299872,13.637323235413097,13.403168738188873,3.1533333333333333,3.625833333333332,4.7129369088,5.118165450257152,6.98278601511538,6.662943199968529,4.955,4.7212499999999995,5.862257978880001,6.1931177591080075,8.396520113299317,6.934559449785123,4.2593749999999995,3.908749999999999,4.632221023573333,4.635001359510275,6.405682781949013,5.524953265601635,5.920726648351649,5.59130402930403,6.306035408150505,5.737725971394476,7.1763179525667065,7.1308087872558055,7.715,6.045000000000001,7.76246634496,6.962623556356436,11.254324526415104,11.20893406360452
