Date,Season,Tappal,Lodha,Khair,Chandaus,Jawan Sikanderpur,Atrauli,Gonda,Akrabad,Bijauli,Dhanipur,Gangiri,Iglas,Tappal_Trend,Tappal_SMA,Tappal_EWMA,Tappal_DES,Tappal_TES,Tappal_ARIMA,Lodha_Trend,Lodha_SMA,Lodha_EWMA,Lodha_DES,Lodha_TES,Lodha_ARIMA,Khair_Trend,Khair_SMA,Khair_EWMA,Khair_DES,Khair_TES,Khair_ARIMA,Chandaus_SMA,Chandaus_EWMA,Chandaus_TES,Jawan Sikanderpur_Trend,Jawan Sikanderpur_SMA,Jawan Sikanderpur_EWMA,Jawan Sikanderpur_DES,Jawan Sikanderpur_TES,Jawan Sikanderpur_ARIMA,Atrauli_Trend,Atrauli_SMA,Atrauli_EWMA,Atrauli_DES,Atrauli_TES,Atrauli_ARIMA,Gonda_Trend,Gonda_SMA,Gonda_EWMA,Gonda_DES,Gonda_TES,Gonda_ARIMA,Akrabad_Trend,Akrabad_SMA,Akrabad_EWMA,Akrabad_DES,Akrabad_TES,Akrabad_ARIMA,Bijauli_Trend,Bijauli_SMA,Bijauli_EWMA,Bijauli_DES,Bijauli_TES,Bijauli_ARIMA,Dhanipur_Trend,Dhanipur_SMA,Dhanipur_EWMA,Dhanipur_DES,Dhanipur_TES,Dhanipur_ARIMA,Gangiri_Trend,Gangiri_SMA,Gangiri_EWMA,Gangiri_DES,Gangiri_TES,Gangiri_ARIMA,Iglas_Trend,Iglas_SMA,Iglas_EWMA,Iglas_DES,Iglas_TES,Iglas_ARIMA
1996-02-29,POMRB,7.105,16.36,11.933333333333332,12.94,4.626666666666666,14.0,6.775,5.2325,7.64,4.016666666666667,11.365,8.025,,,7.105,7.3643415634015685,7.775047061178533,0.0,,,16.36,16.348801022022084,16.36,0.0,,,11.933333333333332,11.663352512492056,11.50611138369729,0.0,,12.94,12.94,,,4.626666666666666,4.059644925455221,4.33307405119309,0.0,,,14.0,14.351186137087872,14.0,0.0,,,6.775,6.102748167433783,5.94639028082191,0.0,,,5.2325,4.797748895922106,3.938600376261502,0.0,,,7.64,5.584413949445251,5.846711099956823,0.0,,,4.016666666666667,3.3431625795655973,3.1985243314302823,0.0,,,11.365,11.019379215574398,11.873842025864189,0.0,,,8.025,7.619385115991263,7.409371812209633,0.0
1996-05-31,PREMON,9.86,18.59,11.716666666666667,13.2,5.875,14.2,7.265,4.875,4.92,3.24,13.91,8.24,,,8.207,7.821859595322979,8.08333741989706,7.104994561562938,,,17.252,17.484456627070145,18.59,-2.1332713310049524e-06,,,11.846666666666666,11.60671374704235,12.348024958311555,11.933328576449062,,13.044,13.2,,,5.1259999999999994,4.387978135133082,5.4599212991493165,4.626662797470028,,,14.08,14.508076066317438,14.199999999999998,3.2684198769427335e-07,,,6.971,6.198147575527007,7.031716427354982,6.774989871989434,,,5.0895,4.594456492720327,5.378874274918436,5.232493600397861,,,6.552,5.462658443454612,6.644147142509854,6.536025658675494,,,3.706,3.3627641622654747,4.455552810759346,4.016663135725119,,,12.383,12.004959511939138,12.98938358970827,11.364996294117034,,,8.111,7.6952545729915744,9.021306746936688,8.024990685906301
1996-08-31,MONSOON,7.91,18.475,11.306666666666667,,3.14,13.05,4.705,2.5900000000000003,4.17,2.1533333333333333,12.38,3.81,7.515,,8.0882,7.666965336051479,7.046861417566457,9.088908791615719,17.99875,,17.7412,18.299625516268502,18.475,-2.606622195517924e-06,11.572500000000002,,11.630666666666666,11.45910835816726,11.628893092991605,11.772181777715671,,,,4.39125,,4.3316,3.9297923154269156,3.7109428245882183,5.350678296707425,13.331875,,13.668000000000001,14.32418266809628,13.049999999999997,6.34405007350346e-08,5.813125,,6.0646,5.618048684956333,5.829988587975428,7.0249998698734,3.9307291666666666,,4.089700000000001,4.00104160351752,3.932245025707018,5.051578427306574,4.945,,5.5992,5.233141703608944,4.6300189123778,6.39174803317287,3.083333333333333,,3.0849333333333333,3.379607778892052,2.1812712163316217,3.533754603813768,13.095625000000002,,12.3818,12.133039701465558,12.599695541554318,13.117513853735845,6.526250000000001,,6.3906,5.3183021322755275,7.067583578330645,8.15520918535862
1996-11-30,POMKH,5.41,18.57,11.420000000000002,,3.9566666666666666,12.63,4.93,3.61,4.55,3.123333333333333,13.875,6.5950000000000015,7.070625000000001,7.57125,7.016920000000001,6.9291198180700615,8.421114363231112,7.683803730941644,17.99875,17.99875,18.07272,18.890180417059035,18.57,-5.869408948897486e-07,11.577083333333333,11.594166666666666,11.5464,11.379820691871341,10.797841018286096,11.531616090918952,,,,4.289375,4.399583333333333,4.181626666666666,3.783414958558669,3.872523108240176,4.2552535320400775,13.16875,13.47,13.2528,14.014704919658195,12.629999999999997,-1.5166294935206048e-07,5.615625,5.918749999999999,5.61076,5.254057361579053,5.383901019802807,6.199916125172753,3.8206249999999997,4.076875,3.8978200000000003,3.6953261121262213,3.3629606139872634,4.19821492471605,4.61,5.319999999999999,5.17952,5.108647900797218,5.394402251940794,4.855793510140188,3.2054166666666664,3.1333333333333333,3.100293333333333,3.3990194197144192,2.656507829894448,2.9746045879236735,13.20375,12.8825,12.97908,12.76041125115637,12.510739409083998,12.20694409517058,6.298125000000001,6.6675,6.47236,5.811345630292068,4.924734390033925,5.490631543498724
1997-02-28,POMRB,6.655,16.36,11.76,12.94,4.56,12.895,5.93,4.0633333333333335,4.64,3.6166666666666663,13.07,6.8950000000000005,6.32125,7.458749999999999,6.872152,6.7038273213950275,7.209965070573042,6.416157642315872,17.99875,17.99875,17.387632,18.010178288839718,16.36,16.35998429677635,11.488750000000001,11.550833333333333,11.63184,11.409355672250312,11.54584170055439,11.634419154545665,,13.0024,12.94,4.243333333333333,4.382916666666667,4.3329759999999995,3.8593359437974954,4.5660530627193,4.424591721086281,13.1375,13.193750000000001,13.10968,13.776575905736967,13.999999999999996,13.999999731036482,5.513125,5.7075,5.738455999999999,5.246999837136903,5.81284843332524,6.098641188823462,4.141354166666667,3.7845833333333334,3.9640253333333337,3.5427728129976392,4.155873870740995,4.302221837498126,4.640000000000001,4.569999999999999,4.963711999999999,5.021172128620336,5.433501931156321,6.667733742570008,3.378333333333333,3.033333333333333,3.3068426666666664,3.4197757745449318,3.3051512724467553,3.5625725420325933,13.00125,13.308749999999998,13.015448,12.901470541983974,12.523868673079656,12.68944102138116,6.590625000000001,6.385000000000002,6.641416,6.193295979212063,6.350829441298607,5.5334796533063475
1997-05-31,PREMON,6.755000000000001,18.59,11.926666666666668,13.2,5.126666666666667,14.0,6.53,5.163333333333333,5.24,4.616666666666666,13.07,7.545,5.908125,6.682499999999999,6.825291200000001,6.564979006526007,7.580423693648719,8.698337036316834,17.99875,17.99875,17.8685792,18.427769348292976,18.59,18.58998456381886,11.23375,11.603333333333333,11.749770666666667,11.474147178785207,12.29938971190857,11.678350188857282,13.07,13.08144,13.2,4.220833333333333,4.195833333333333,4.650452266666667,4.122785583766657,5.6808746209250165,5.105026042227735,13.0775,13.14375,13.465808,13.831137645395199,13.997977839335178,13.8607649466231,5.411250000000001,5.52375,6.0550736,5.4002548583082834,6.70770094849428,6.230212438905727,4.3194791666666665,3.8566666666666665,4.443748533333333,3.6541948788036045,5.052775946585847,4.175810965249892,4.609999999999999,4.649999999999999,5.074227199999999,5.05191833594725,5.365639249675775,3.9211722939178433,3.3058333333333327,3.3775,3.830772266666666,3.443200694383251,4.426371306003986,3.2120949343511525,12.588125,13.098749999999999,13.0372688,12.99714028611085,14.323950315679989,13.666696117350199,6.994375000000001,6.2112500000000015,7.0028496,6.719496475868466,7.916977440560454,6.860386474852484
1997-08-31,MONSOON,5.0200000000000005,18.475,10.39,,3.52,13.0,4.62,4.8675,4.09,2.16,11.6,6.8450000000000015,5.728125000000001,5.959999999999999,6.10317472,6.030112029038369,5.129453613218654,6.253812117651903,17.99875,17.99875,18.11114752,18.648110355206835,18.475,18.474985160576782,10.920000000000002,11.374166666666667,11.205862400000001,11.124730611730724,11.687523675414528,11.673143242341894,,,,4.046666666666667,4.290833333333333,4.198271360000001,3.908728366233158,3.4936350127189186,3.7957825990760785,12.885624999999997,13.131250000000001,13.279484799999999,13.627204330762813,12.820799065384703,13.387310292647118,5.143750000000001,5.5024999999999995,5.48104416,5.028220807798297,5.393887831947754,5.432537961795161,4.0828125,4.426041666666666,4.61324912,3.730068262268945,3.5600862527645543,3.797205163129181,4.59,4.629999999999999,4.68053632,4.879780100496114,3.8862225323295885,3.9728180020307624,3.0729166666666665,3.3791666666666664,3.1624633599999994,3.4603302308472337,2.528946999824734,3.15957867274325,12.0075,12.903749999999999,12.46236128,12.531818099918409,12.79673425554766,12.41823854110399,7.0168750000000015,6.970000000000002,6.939709760000001,6.568636061076524,6.225534657802872,5.779800740345268
1997-11-30,POMKH,4.995,18.57,10.296666666666667,,3.3966666666666665,12.2,4.2,2.7575000000000003,4.39,2.536666666666666,11.35,6.790000000000001,5.574375,5.856249999999999,5.6599048320000005,5.634849710678346,5.973857914613273,4.400743834664267,17.99875,17.99875,18.294688512,18.809822319240407,18.57,18.569983226188217,10.589583333333334,11.093333333333334,10.842184106666668,10.843595503107982,10.451978907897036,10.9616988331844,,,,3.885416666666667,4.150833333333332,3.877629482666667,3.6919581296936665,3.939033103569036,4.110395637221994,12.7475,13.023750000000001,12.847690879999998,13.236752098748422,12.406063500649502,12.616819239989878,4.858750000000001,5.319999999999999,4.968626496,4.651415591702212,5.037610051298213,5.356113907297852,4.017708333333333,4.212916666666667,3.870949472,3.4092826446006472,3.7052978182958545,4.210330474439212,4.592499999999999,4.589999999999999,4.564321791999999,4.7889860626952245,4.872650171636916,4.655044013201717,2.8241666666666663,3.2324999999999995,2.912144682666666,3.4784869419802655,2.9127713445208614,3.0936933187353484,11.7425,12.272499999999999,12.017416768,12.121161502236735,12.514097399003283,12.542585385276336,7.030625000000001,7.018750000000002,6.879825856000002,6.476339652909425,6.566929502560193,7.497535304059825
1998-02-28,POMRB,5.63,16.36,10.373333333333333,12.94,3.7266666666666666,11.79,4.52,3.0225,4.64,2.34,10.95,6.880000000000001,5.471875000000001,5.599999999999999,5.6479428992,5.50617257121572,5.865559210394972,6.373620883564371,17.99875,17.99875,17.5208131072,17.689517580278334,16.36,16.359999346516265,10.375,10.746666666666668,10.654643797333335,10.656613695839575,10.877532838572744,11.090326599513526,13.07,13.024864,12.94,3.8070833333333334,3.942499999999999,3.817244356266667,3.6097866374717804,4.507737352213517,4.2690650820928,12.872499999999999,12.747500000000002,12.424614528,12.782625341201234,12.784833076313362,12.924560500570944,4.576249999999999,4.967499999999999,4.7891758976,4.460341895368167,5.361598276095783,5.474903903860206,3.665520833333334,3.9527083333333337,3.5315696832,3.1887230986607347,4.242174832788334,4.308672311088004,4.58875,4.589999999999999,4.594593075199999,4.7568614491325185,5.032758325540502,5.899655938392032,2.6129166666666666,2.913333333333333,2.6832868095999993,3.496187273579348,3.3354555485437594,3.433316553015707,11.92625,11.742499999999998,11.590450060799999,11.695731461439559,11.28150327443344,11.589860502401304,6.290625,7.0150000000000015,6.879895513600002,6.488991080602476,7.065724977102603,7.281545440738245
1998-05-31,PREMON,6.55,18.59,10.670000000000002,13.2,4.67,14.0,5.66,5.683333333333334,5.26,3.9033333333333338,13.07,7.67,5.250624999999999,5.548749999999998,6.00876573952,5.642655370739941,6.408715600190483,7.677534842367184,17.99875,17.99875,17.94848786432,18.00454403083785,18.59,18.589999475313586,10.184166666666668,10.432500000000001,10.660786278400002,10.595735554331563,11.333150670585201,10.95673500313051,13.07,13.094918400000001,13.2,3.6874999999999996,3.8283333333333327,4.15834661376,3.831480926732132,5.34171099011653,4.682184254945394,13.024375,12.747500000000002,13.0547687168,12.942534025220382,13.707013658465991,13.747192078245861,4.23125,4.749999999999999,5.13750553856,4.615790167745944,5.997615518518398,5.4980745683841254,3.0778125000000003,4.082708333333334,4.392275143253333,3.5382658230751716,4.989382251590653,4.256059336112376,4.566249999999999,4.594999999999999,4.86075584512,4.836810301672021,5.098947043422699,3.789409260276173,2.3720833333333333,2.7350000000000003,3.171305419093333,3.5180001891428434,4.106323719561603,3.2730513237436565,12.2678125,11.742499999999998,12.182270036479999,12.16675564528683,12.41961265210701,12.630963267545262,4.825,7.046250000000001,7.195937308160001,6.932110218822214,8.164187717101155,7.109784041077718
