Date,Season,Sidhi,Sihawal,Rampur Naikin,Majhauli,Sidhi_Trend,Sidhi_SMA,Sidhi_EWMA,Sidhi_DES,Sidhi_TES,Sidhi_ARIMA,Sihawal_Trend,Sihawal_SMA,Sihawal_EWMA,Sihawal_DES,Sihawal_TES,Sihawal_ARIMA,Rampur Naikin_Trend,Rampur Naikin_SMA,Rampur Naikin_EWMA,Rampur Naikin_DES,Rampur Naikin_TES,Rampur Naikin_ARIMA,Majhauli_Trend,Majhauli_SMA,Majhauli_EWMA,Majhauli_DES,Majhauli_TES,Majhauli_ARIMA
1996-02-29,POMRB,9.0,11.3,6.736666666666667,7.296666666666668,,,9.0,8.091320372269628,9.559849343743878,0.0,,,11.3,15.1593643388249,12.39792672178206,0.0,,,6.736666666666667,8.846173682193028,5.505471145970331,0.0,,,7.296666666666668,7.332399538491169,7.349998999242534,0.0
1996-05-31,PREMON,11.67875,13.56,7.916666666666668,8.675714285714285,,,10.0715,9.05025566975738,10.65806653668341,7.0630862110876365,,,12.204,17.110947690392827,15.268668629319844,6.3987581804324805,,,7.208666666666668,9.931090277900132,7.791954784823129,6.736642239144425,,,7.848285714285714,7.635353816133838,8.618486637620041,6.416161828805357
1996-08-31,MONSOON,7.446249999999999,11.54,1.48,6.25,9.314062499999999,,9.0214,8.322198989017787,6.967473698358202,9.124833742137332,12.018125000000001,,11.9384,17.34326844629466,8.024871250318458,8.298440561250057,4.669166666666667,,4.9172,8.373993404756687,3.363388169594324,7.328782760650614,7.237976190476191,,7.208971428571428,7.290893045627053,5.844899471030617,7.54399370654856
1996-11-30,POMKH,8.487499999999999,11.045,4.09,6.59857142857143,9.5278125,9.153125,8.807839999999999,8.145883299996411,8.52857993139727,7.378853274341171,12.546875,11.86125,11.58104,16.718061313205585,9.547000198805225,8.817059417767698,4.560416666666667,5.055833333333334,4.586320000000001,7.594706530745717,4.336244794692473,5.355797144657215,7.41875,7.205238095238095,6.964811428571428,7.111427669014764,6.830967045831814,6.315496161517758
1997-02-28,POMRB,10.2875,12.555,3.643333333333333,7.55857142857143,9.537031249999998,9.475,9.399704,8.75479156192468,10.053069389611954,8.790584643808721,12.9825,12.175,11.970624,16.35500858083562,13.002815452124974,11.012250858949422,5.196666666666666,4.282500000000001,4.209125333333334,6.622204618938538,5.833142373678674,6.127742463766025,7.445119047619047,7.270714285714286,7.202315428571429,7.202428094391234,7.4711677234289615,6.98111941791986
1997-05-31,PREMON,12.10125,16.535,10.14,9.86,9.24,9.580625,10.4803224,10.056986892023165,11.587281579823106,11.978760719964344,12.804374999999999,12.91875,13.796374400000001,17.44487025200601,16.045458433677346,13.585871821181165,5.4904166666666665,4.838333333333334,6.5814752,7.905996884914147,7.774174569240546,6.7042583893154575,7.229672619047619,7.5667857142857144,8.265389257142857,7.817174790247398,8.83621642228528,8.453223903151734
1997-08-31,MONSOON,7.097500000000001,12.05,4.346666666666667,5.276666666666666,8.700982142857143,9.4934375,9.12719344,9.196052083577081,7.618543459022989,7.661901833447598,12.233125,13.046249999999999,13.09782464,16.216028785414913,9.382907236949176,12.594307426428308,5.537916666666667,5.555000000000001,5.687551786666667,7.072344278968929,3.3672029818379965,2.7212502090328856,6.991785714285714,7.32345238095238,7.0699002209523805,7.198524504650957,6.725797459998089,7.224157210370864
1997-11-30,POMKH,6.46,9.11,3.5733333333333337,5.848333333333333,8.256316964285714,8.986562500000002,8.060316064,8.174416078197329,8.630830087119445,7.852721286971102,11.685520833333333,12.562499999999998,11.502694784,13.76446822625218,10.680800268126255,10.82124575686098,5.380833333333333,5.425833333333334,4.841864405333334,6.028596869573312,4.661945733215493,4.585387546117848,6.595803571428571,7.135892857142857,6.581273465904761,6.863318882588907,6.439649722330818,5.756651035221829
1998-02-28,POMRB,8.002857142857144,9.92,4.54,6.405714285714287,7.877544642857144,8.415401785714288,8.037332495542858,7.914177813659068,8.98626019717349,8.566168894622582,10.927291666666667,11.903749999999999,10.869616870399998,12.019617261335018,13.32516976981225,11.064648892938264,4.824166666666667,5.65,4.7211186432000005,5.429730087328446,5.969885248826239,5.217127189549634,6.367380952380953,6.847678571428571,6.511049793828571,6.740389547380348,6.833589591890543,6.826163474803272
1998-05-31,PREMON,10.828571428571427,14.789166666666665,7.986666666666667,7.845,7.671964285714287,8.097232142857145,9.153828068754287,8.8482912099844,9.851980908143272,10.58074904104846,10.371041666666667,11.467291666666664,12.437436788906666,12.632616527806299,15.58583525431196,13.790980582348187,4.56,5.111666666666667,6.027337852586667,6.070067023400638,8.270227439790418,8.219168825760198,6.423385416666667,6.343928571428572,7.044629876297142,6.988011277860554,7.845097800100736,8.266523629419394
1998-08-31,MONSOON,5.340000000000002,7.73,2.0466666666666664,5.4642857142857135,7.823005952380954,7.657857142857146,7.628296841252572,7.565723216894865,6.137184632158965,6.6253913814826895,10.389791666666666,10.387291666666666,10.554462073344,10.439260565386087,8.583187035435326,11.489481904859058,5.0575,4.536666666666667,4.435069378218667,4.755754096909483,3.5685738898093975,3.3291842318225324,6.601294642857143,6.390833333333334,6.412492211492571,6.612116399242157,5.032178801020358,4.892954684709359
1998-11-30,POMKH,6.572857142857144,8.98,3.76,6.10875,8.001646825396827,7.686071428571431,7.206120961894401,6.970794937798582,6.997892245759716,6.149234889852953,10.924479166666666,10.354791666666667,9.9246772440064,9.266651044379882,8.950254981068142,7.932554790853583,5.591145833333333,4.583333333333333,4.165041626931201,4.202744531674042,4.521288416946746,3.9311245055229014,6.915669642857142,6.455937500000001,6.290995326895542,6.478869504800459,6.036775850782215,5.959040450484396
1999-02-28,POMRB,9.098333333333334,10.2,8.333333333333334,7.568571428571428,8.116946924603173,7.959940476190479,7.963005910469974,7.500222669862168,8.311621592640064,8.446218971887387,11.748541666666666,10.424791666666668,10.03480634640384,8.968537907295676,12.01783734906761,10.519486499150627,5.805625,5.531666666666666,5.832358309492054,5.283953389425895,5.8093616623823765,4.770452606532305,7.35609623015873,6.746651785714287,6.802025767565896,6.723508573508566,6.885809089156922,6.851576248632897
