Date,Season,Sankra,Jaisalmer,Sam,Sankra_Trend,Sankra_SMA,Sankra_EWMA,Sankra_DES,Sankra_TES,Sankra_ARIMA,Jaisalmer_Trend,Jaisalmer_SMA,Jaisalmer_EWMA,Jaisalmer_DES,Jaisalmer_TES,Jaisalmer_ARIMA,Sam_Trend,Sam_SMA,Sam_EWMA,Sam_DES,Sam_TES,Sam_ARIMA
1996-02-29,POMRB,18.854166666666668,36.81374999999999,40.65,,,18.854166666666668,18.68001183949486,18.495655516973173,0.0,,,36.81374999999999,36.432593721679055,35.71147531942202,0.0,,,40.65,42.70566186481351,42.272234729476146,0.0
1996-05-31,PREMON,18.830833333333327,37.10869565217392,42.49153846153846,,,18.84483333333333,18.74743271413114,19.224766445008235,18.854113176306434,,,36.93172826086956,36.575043836089435,37.88805158181883,18.397386778635795,,,41.38661538461538,42.629951916261184,43.05973371829666,40.332614502397824
1996-08-31,MONSOON,17.55,37.45857142857143,40.99,17.772499999999997,,18.3269,18.09702883603661,17.708992642573048,18.839704469126907,36.590510680442755,,37.14246552795031,36.76932153703002,37.034307442567794,12.463493869223818,44.95027884615384,,41.22796923076923,42.14667733687779,43.91879525423385,41.452780949546195
1996-11-30,POMKH,16.61583333333333,35.137692307692305,55.49649999999999,17.321666666666665,17.96270833333333,17.64247333333333,17.296004646864667,18.07998195682333,18.12494951922056,36.22063749203695,36.62967734710941,36.3405562398471,36.33374485899682,35.102907101827604,18.723783943356377,44.92249038461538,44.90700961538462,46.93538153846154,45.94857533191089,42.88992459311611,41.25063727954338
1997-02-28,POMRB,17.3325,36.50041666666667,40.99615384615385,17.02308712121212,17.582291666666663,17.518484,17.303514774063053,17.701339724907427,17.30858836028697,35.40104704172639,36.551344013776074,36.40450041057493,36.34872344593425,35.93135370451622,13.1108560349014,45.14455769230769,44.99354807692308,44.559690461538466,44.5172644375692,44.54881482735592,46.10835379067609
1997-05-31,PREMON,16.745833333333334,34.463043478260865,41.92307692307693,17.069517045454546,17.061041666666664,17.209423733333335,16.994694212975908,18.025531520795987,17.32145627827484,34.870201574693425,35.88993097029781,35.627917637649304,35.84985060257582,37.95799833270677,19.454556653347684,43.943745192307695,44.8514326923077,43.50504504615385,43.76056924958375,44.7493544931283,44.457169622473494
1997-08-31,MONSOON,17.24636363636364,33.54750000000001,43.335,17.282793560606063,16.985132575757575,17.224199694545455,17.116965509243336,16.016648768749548,17.01203325147141,34.76247366718427,34.91216311315496,34.79575058258959,35.24702462728721,36.34066597779371,12.835785115349875,42.58403846153846,45.437682692307696,43.43702702769231,43.62405676591212,44.92183063642865,43.65672770128887
1997-11-30,POMKH,17.290909090909093,34.80199999999999,43.545,17.689610285547786,17.153901515151517,17.25088345309091,17.197773166187588,17.16073709128415,17.13796622131596,34.70822903726708,34.82824003623188,34.798250349553754,35.109654928148274,33.50456959279006,18.076261892404617,44.327467948717945,42.449807692307694,43.48021621661539,43.58664542066682,44.30099350827706,43.5390897341188
1998-02-28,POMRB,18.363636363636363,35.97428571428571,42.06999999999999,18.15818181818182,17.411685606060608,17.695984617309094,17.806599414066174,17.66965950748728,17.22015601316834,34.88256327639752,34.696707298136644,35.26866449544654,35.30028038192772,34.68805426369417,14.824154399840829,47.589660087719295,42.71826923076923,42.91612972996923,43.13829466191345,41.896903145555086,43.52054625677272
1998-05-31,PREMON,18.96923076923077,34.555217391304346,54.79666666666667,18.24429195804196,17.967534965034965,18.205283078077763,18.413285548440605,18.585525531948765,17.83464287604703,35.02564660973084,34.71975077639752,34.98328565378966,35.08775187899441,36.91635658198633,18.97343202437135,50.6191951754386,45.93666666666666,47.6683445046482,46.456334323190625,43.230284998433845,43.06734235845754
1998-08-31,MONSOON,18.771538461538466,34.85,56.55894736842106,18.034685314685316,18.348828671328672,18.431785231462044,18.591321757123954,17.50266609915202,18.44434965674213,34.89407964544514,35.04537577639751,34.9299713922738,35.002393623302254,35.61783724164485,14.11460007129782,53.54873684210526,49.24265350877192,51.22458565015735,49.328514857012514,47.77894775638123,46.540325502834335
1998-11-30,POMKH,16.454615384615387,34.64416666666667,54.55733333333334,17.64692307692308,18.139755244755246,17.64091729272338,17.440978630031577,18.668553555163683,18.620174847649835,34.987839673913044,35.005917443064185,34.81564950203095,34.886935272572174,33.35123480570743,18.933122723436906,53.53742136591479,51.99573684210526,52.55768472342775,50.806487012295655,50.310216366201246,49.49911713099489
1999-02-28,POMRB,17.523076923076925,35.07958333333334,54.494,17.000288461538467,17.92961538461539,17.5937811448648,17.472666766319527,17.872500492673257,17.456443510856623,35.3414875,34.78224184782609,34.92122303455191,34.909482650224206,34.53345454868964,14.440969822171171,51.0898551157305,55.10173684210527,53.33221083405665,51.843356512000476,49.42735600910931,50.98004953498538
1999-05-31,PREMON,16.707692307692312,36.2,42.28214285714286,16.729423076923077,17.364230769230772,17.2393456099958,17.053371793742656,18.20750133964331,17.492251065173505,35.736708974358976,35.19343750000001,35.432733820731144,35.20688326418634,36.5536504087944,19.076777686107917,49.6554245171753,51.97310588972431,48.91218364329114,49.092565095553915,52.24865438402307,52.000848135371726
1999-08-31,MONSOON,15.86,36.0344,49.492941176470616,16.879615384615384,16.636346153846155,16.68760736599748,16.40629727389393,16.07608200279681,17.07064380765435,36.114488087606844,35.48953750000001,35.673400292438686,35.38814501447255,35.81960867334643,15.903327390023415,48.20686969261389,50.20660434173669,49.14448665656293,49.19034866740223,50.25009349031734,49.087885904518984
1999-11-30,POMKH,17.199230769230766,36.62153846153847,50.1478947368421,16.96596153846154,16.822499999999998,16.892256727290793,16.817130095109253,16.415289442567737,16.42006638413546,36.23194917477159,35.98388044871796,36.052655560078605,35.670891297379384,33.82930756757709,18.774193839275434,47.97894274456194,49.10424469261388,49.545849888674596,49.447372822678766,49.88152573849382,49.185369485031856
2000-02-29,POMRB,17.98,36.124444444444435,47.315,17.19326923076923,16.936730769230767,17.327354036374473,17.424625096650153,17.288167849988742,16.83877480591405,36.112091908761734,36.245095726495734,36.08137111382494,35.758183420569864,35.43310910708245,16.70421373375688,48.326356482784504,47.30949469261388,48.65350993320476,48.82101899602231,47.78829169792464,49.448485906231845
2000-05-31,PREMON,16.941538461538464,36.0948275862069,47.63772727272727,17.363365384615385,16.995192307692303,17.173027806440068,17.155433565563417,18.20283990799058,17.452047959856067,35.95446773293756,36.21880262304745,36.08675370277773,35.816141167556104,37.49413500710216,18.23355538488811,47.698789872408284,48.648390796509986,48.24719686901376,48.46618415907295,48.92513468443341,48.79134393125615
2000-08-31,MONSOON,17.444615384615382,35.18071428571428,46.91666666666666,17.245865384615385,17.391346153846147,17.281662837710194,17.29756479435733,16.20419869502252,17.17770966819718,35.81130228727211,36.00538119447602,35.72433793595235,35.63068208897266,36.46606922974856,16.816360967259964,47.115311147186134,48.004322169058995,47.714984788074915,48.00677973340385,49.56551483887854,48.42572724615807
2000-11-30,POMKH,16.975384615384616,36.21423076923078,47.70363636363636,17.34979967948718,17.33538461538461,17.159151548779963,17.114123572329866,17.3542447645236,17.32113982673311,35.654789447461866,35.9035542713991,35.92029506926372,35.750550359786594,34.05394809613748,17.33249812477034,46.461836309523804,47.39325757575756,47.71044541829949,47.90382242065563,48.621764005367105,47.95464601115584
2001-02-28,POMRB,17.263846153846153,35.386428571428574,45.091428571428565,17.41815705128205,17.156346153846147,17.20102939080644,17.1820385065923,17.57978695378447,17.135337418887204,35.666064306064314,35.71905030314514,35.70674847012967,35.63306531458674,35.480054685937105,17.859805038889903,45.91628706709957,46.8373647186147,46.66283867955112,47.08360044683151,46.16837564893528,47.857672012855154
2001-05-31,PREMON,18.489166666666666,35.580740740740744,44.63350000000001,17.14363782051282,17.543253205128195,17.71628430115053,17.86608168480023,17.93342779213146,17.20439561844833,35.46020578958079,35.5905285917786,35.6563453783741,35.593730385528445,37.32036046822396,16.610488177899818,45.392970779220775,46.086307900432885,45.851103207730674,46.367222923194674,47.12167308293349,47.01322872848289
2001-08-31,MONSOON,16.443846153846152,35.785,45.55649999999999,16.869671474358974,17.293060897435886,17.20730904222878,17.096605525994544,16.946340171166476,17.89480763959664,34.894203639556906,35.74160002035003,35.70780722702446,35.61541227313566,36.19660365763932,18.010259887672543,45.00802616501146,45.74626623376622,45.7332619246384,46.119724543221366,47.39695221117107,46.28404995614474
2001-11-30,POMKH,15.78,33.96307692307693,44.87727272727273,16.56773237179487,16.994214743589733,16.636385425337266,16.38389452125114,17.126100900406165,17.1150879740776,34.22585729437631,35.17881155881156,35.00991510544545,35.17550103122693,34.030169094168414,16.90197879610248,44.36135617201426,45.039675324675315,45.39086624569213,45.748895269078275,46.698999706201434,46.04623031047688
2002-02-28,POMRB,16.267500000000002,33.1095652173913,44.83823529411765,16.391001602564103,16.745128205128196,16.488831255202363,16.310638295088417,16.81317630663855,16.397636574567958,33.59342095178373,34.60959572030224,34.24977515022379,34.63236191571588,34.82996921162836,16.24661179386555,43.875731172014255,44.97637700534759,45.16981386506234,45.47303861887076,43.97086578267307,45.677337666477825
2002-05-31,PREMON,17.07,32.51083333333334,39.71333333333333,16.648484848484852,16.39033653846153,16.721298753121417,16.703664219175323,17.038922472353093,16.327703604333784,33.357838419732445,33.842118868450385,33.55419842346761,34.07570410843571,36.21284793901557,16.07877761216506,43.95190541443851,43.74633533868092,42.987221652370735,43.811117342462836,45.515345991885695,45.40664836144203
2002-08-31,MONSOON,16.449166666666667,33.79541666666667,46.59166666666667,17.123456439393937,16.39166666666666,16.612445918539517,16.556664880874123,15.759753787527927,16.726599855563695,32.77748542490119,33.34472303511705,33.650685720747234,33.98044148041618,34.537293294891086,15.68641231312347,42.70465441176471,44.00512700534759,44.42899965808911,44.59109549371821,44.7830295011472,43.69343944130107
2002-11-30,POMKH,17.834545454545452,34.068000000000005,44.4515,17.455359848484846,16.90530303030302,17.10128573294189,17.22556830486051,16.60305383866258,16.57751242948444,32.392424783549785,33.37095380434782,33.817611432448345,33.97734534342948,32.277990618243656,17.30585947305211,41.45672149122807,43.89868382352941,44.43799979485347,44.53605007432526,45.194607613247015,44.534390076426455
2003-02-28,POMRB,18.012727272727272,28.361818181818183,35.28599999999999,18.11105523561406,17.34160984848484,17.465862348856042,17.632762324833532,17.7250852766649,17.253018553852723,32.7645015031265,32.184017045454546,31.63529413219628,32.546389129884396,33.599981567380325,16.034463589719486,41.11929913324979,41.510625,40.77719987691208,41.876689639399856,42.79443529516265,44.48897629774355
2003-05-31,PREMON,17.98,34.178095238095224,39.282105263157895,19.046911050550754,17.569109848484842,17.671517409313623,17.805472163135928,18.414743064286057,17.661271863117076,32.989599615662115,32.60083252164502,32.652414574555856,32.93095183580961,33.99371584040114,11.802798014473824,40.71473024417104,41.402817982456135,40.17916203141041,41.12077757837296,41.79219468824742,41.73314314097987
2003-08-31,MONSOON,20.784729763700355,35.10476851851852,44.32351587301588,20.10142517154006,18.653000622743264,18.916802351068316,19.379287435260114,16.8762501985087,17.832550424762232,33.58513289965872,32.928170484607975,33.63335615214092,33.45095780896552,33.41096051774318,21.440826316173524,41.28328949176361,40.83578028404344,41.8369035680526,42.0223570283485,42.06081000255079,40.9852356086047
2003-11-30,POMKH,20.985828877005343,34.559433048433064,43.48309968102075,21.378466364721877,19.440821478358238,19.744412961443125,20.221216901638574,19.511617509549943,19.41899659119403,34.16964999902976,33.051028746716234,34.00378691065778,33.70385498180522,31.83653809450417,13.10319135085373,42.170162485368955,40.59368020429862,42.495382013239855,42.425659820513566,42.610450814240295,41.95823124984076
2004-02-29,POMRB,23.297556818181814,32.63465140535793,40.80287429971989,22.522611255370446,20.762028864721874,21.1656705041386,21.84505172424392,20.768772001079224,20.260983065552672,34.26835951408578,34.119237052601164,33.45613270853784,33.41134784931848,33.42084334306349,20.590015501313857,42.323567395213004,41.9728987792286,41.81837892783187,41.94736182790738,40.701560319991124,42.3918366598282
2004-05-31,PREMON,22.9115,34.581398809523805,40.8602149122807,23.576323547979797,21.994903864721874,21.864002302483158,22.397749285415934,22.706082933558182,21.892781217313566,34.179883140742916,34.22006294545831,33.90623914893222,33.679690690557614,35.06640935861462,11.565775411596892,42.168966972122455,42.3674261915093,41.435113321611404,41.62234501361236,42.01311609818169,41.89982599471555
2004-08-31,MONSOON,25.00638888888889,35.49114106753813,43.97264550264551,24.87072208296197,23.050318646019008,23.12095693704545,23.77109174335025,21.52396976514937,22.44022170852921,34.138292661991755,34.316656082713216,34.54019991637459,34.108420978183446,34.29543099963879,22.113638322695266,42.18721129595844,42.27970859891671,42.450126194025046,42.28007449876235,42.69439379179691,41.57130914108796
2004-11-30,POMKH,25.193868092691623,33.46524951267057,42.597166666666666,26.27684488265003,24.102328449940575,23.950121399303917,24.512162563656958,23.922147529550934,23.819232133813554,34.38421694068709,34.043110198772595,34.11021975489298,33.922280211628916,32.580950444723506,12.860243233078654,42.22222301413255,42.0582253453282,42.508942383081695,42.35636345347905,42.94470457387048,42.26557663843494
2005-02-28,POMRB,29.44470588235294,33.396111111111104,41.8347619047619,27.471422497029117,25.63911571598336,26.147955192523526,27.121238676732922,25.066574582903282,24.557935883425806,34.56530223383213,34.23347512521089,33.82457629738023,33.76556997804845,33.64826839479828,19.818263854201838,41.73446571289335,42.3161972465887,42.239270191753775,42.19287575562897,40.664807934108204,42.344402722424405
2005-05-31,PREMON,28.013333333333332,35.78733333333333,40.10842105263159,28.546905080213907,26.914574049316688,26.89410644884745,27.57747858403399,28.033424076231377,27.183995021764073,34.86839230019493,34.53495875616326,34.60967911176147,34.24689238975353,35.44399744246707,13.065502198234997,41.15610260025062,42.128248781676426,41.3869305361049,41.582683078682315,42.301291020500585,42.17318274532147
2005-08-31,MONSOON,29.461176470588242,35.733888888888885,40.82238095238095,29.06811274509804,28.02827094474153,27.920934457543765,28.561309925910212,26.725769811170917,27.629665976678798,35.42551388888889,34.59564571150095,35.05936302261244,34.593972654237746,34.905938449550845,21.873882014137852,40.89873981829574,41.34068264411028,41.16111070261532,41.35122262539595,42.666359083362345,41.539869100085845
2005-11-30,POMKH,29.34294117647059,35.647222222222226,41.12052631578947,29.141852941176467,29.06553921568627,28.489737145114496,28.957749367536454,28.70808275802982,28.613885588109103,35.717638888888885,35.14113888888887,35.29450670245635,34.83220162479123,33.088049060583884,13.348104768454231,41.35452944862156,40.97152255639098,41.14487694788498,41.27123499417097,41.96733449832572,41.30725340190699
2006-02-28,POMRB,29.46529411764705,35.67111111111111,41.25250000000001,29.16897549019608,29.070686274509804,28.87995993412752,29.20799851552148,29.49796611599163,29.00566647621998,35.87666748366013,35.70988888888887,35.44514846591825,35.01659159646084,34.62631804432575,21.48349173828745,42.34329030910611,40.8259570802005,41.187926168730996,41.251866229143374,39.535631311918564,41.23248557190081
2006-05-31,PREMON,28.582666666666665,35.84933333333333,44.337,29.007578431372547,29.213019607843133,28.761042627143176,28.854958806454444,30.009303825698208,29.252661806114247,35.40710909012728,35.72538888888887,35.606822412884284,35.19930161361092,36.78673128555311,13.673389624471788,42.94084722222223,41.88310181704261,42.4475557012386,42.11978249309032,41.33840756388476,41.219195093576765
