Date,Season,Tiloi,Salon,Shivgarh,Khiron,Amawan,Bahadurpur,Unchahar,Dih,Sataon,Bachhrawan,Dalmau,Jagatpur,Singhpur,Lalganj,Harchandpur,Mahrajganj,Rahi,Sareni,Tiloi_Trend,Tiloi_SMA,Tiloi_EWMA,Tiloi_DES,Tiloi_TES,Tiloi_ARIMA,Salon_Trend,Salon_SMA,Salon_EWMA,Salon_DES,Salon_TES,Salon_ARIMA,Shivgarh_Trend,Shivgarh_SMA,Shivgarh_EWMA,Shivgarh_DES,Shivgarh_TES,Shivgarh_ARIMA,Khiron_Trend,Khiron_SMA,Khiron_EWMA,Khiron_DES,Khiron_TES,Khiron_ARIMA,Amawan_Trend,Amawan_SMA,Amawan_EWMA,Amawan_DES,Amawan_TES,Amawan_ARIMA,Bahadurpur_Trend,Bahadurpur_SMA,Bahadurpur_EWMA,Bahadurpur_DES,Bahadurpur_TES,Bahadurpur_ARIMA,Unchahar_Trend,Unchahar_SMA,Unchahar_EWMA,Unchahar_DES,Unchahar_TES,Unchahar_ARIMA,Dih_Trend,Dih_SMA,Dih_EWMA,Dih_DES,Dih_TES,Dih_ARIMA,Sataon_Trend,Sataon_SMA,Sataon_EWMA,Sataon_DES,Sataon_TES,Sataon_ARIMA,Bachhrawan_Trend,Bachhrawan_SMA,Bachhrawan_EWMA,Bachhrawan_DES,Bachhrawan_TES,Bachhrawan_ARIMA,Dalmau_Trend,Dalmau_SMA,Dalmau_EWMA,Dalmau_DES,Dalmau_TES,Dalmau_ARIMA,Jagatpur_Trend,Jagatpur_SMA,Jagatpur_EWMA,Jagatpur_TES,Jagatpur_ARIMA,Singhpur_Trend,Singhpur_SMA,Singhpur_EWMA,Singhpur_DES,Singhpur_TES,Singhpur_ARIMA,Lalganj_Trend,Lalganj_SMA,Lalganj_EWMA,Lalganj_DES,Lalganj_TES,Lalganj_ARIMA,Harchandpur_Trend,Harchandpur_SMA,Harchandpur_EWMA,Harchandpur_DES,Harchandpur_TES,Harchandpur_ARIMA,Mahrajganj_Trend,Mahrajganj_SMA,Mahrajganj_EWMA,Mahrajganj_DES,Mahrajganj_TES,Mahrajganj_ARIMA,Rahi_Trend,Rahi_SMA,Rahi_EWMA,Rahi_DES,Rahi_TES,Rahi_ARIMA,Sareni_Trend,Sareni_SMA,Sareni_EWMA,Sareni_DES,Sareni_TES,Sareni_ARIMA
1996-02-29,POMRB,2.52,6.4350000000000005,4.9885714285714275,5.85,4.501666666666666,6.3277777777777775,5.735,4.645,11.125,3.1750000000000003,4.91,2.775,1.893333333333333,4.55,6.835,3.998,6.975714285714285,7.24,,,2.52,5.902564855763089,2.567911213812096,0.0,,,6.4350000000000005,6.424794179603624,6.299913574270127,0.0,,,4.9885714285714275,5.115588908684176,5.027623003141374,0.0,,,5.85,5.68219236636593,5.44863556120116,0.0,,,4.501666666666666,4.333679578003909,4.420215955123904,0.0,,,6.3277777777777775,7.051958869489947,6.947207579295947,0.0,,,5.735,9.69474518552998,5.735,0.0,,,4.645,5.012949275912784,4.834854269843368,0.0,,,11.125,10.430857348862302,10.009515368059526,0.0,,,3.1750000000000003,6.654042220520655,3.0479968855108432,0.0,,,4.91,4.876155349257943,4.695249812384692,0.0,,,2.775,2.767759513394527,0.0,,,1.893333333333333,0.0009509526081589489,1.8108501083266861,0.0,,,4.55,4.099078671116573,4.195063808953019,0.0,,,6.835,6.637096423707392,6.657196649054283,0.0,,,3.998,6.79792045198864,3.9010154049112393,0.0,,,6.975714285714285,7.329012307060454,7.242465453809964,0.0,,,7.24,10.058235819937348,7.6000082392638815,0.0
1996-05-31,PREMON,4.586666666666667,6.97,7.114285714285713,5.75,6.136666666666668,9.232999999999999,8.2,6.4,8.540000000000001,5.566666666666666,5.426666666666668,3.675,4.21,5.527142857142856,7.1850000000000005,5.738181818181817,8.13,9.09,,,3.3466666666666667,8.205280943130338,4.330829525047663,2.519997199752713,,,6.649000000000001,6.49480920979844,7.038380046889905,6.2311172339610135,,,5.838857142857142,5.454760307621359,6.265035647862946,2.7983875781592586,,,5.8100000000000005,5.71752028507114,6.031118191648509,5.849998967873348,,,5.155666666666667,4.534705376605432,5.838787122679413,4.501663614120701,,,7.489866666666666,7.492250893927299,8.044359951076071,4.294980590644788,,,6.721,11.935630896757703,8.2,5.734979840305977,,,5.3469999999999995,5.338910037547365,6.101381343634836,4.64499518314367,,,10.091000000000001,9.72616348377184,10.768278596479927,11.124985795366277,,,4.131666666666667,8.968709582828065,4.4777064970434415,1.170183601673885,,,5.116666666666667,5.031638646340906,6.184046131390421,4.0427858180629475,,,3.135,3.6252748113642963,2.7749987855958373,,,2.8200000000000003,0.33089161001776096,4.434253668802616,1.893330193395709,,,4.940857142857142,4.255681182432543,6.8224798525676835,2.2650879811607076,,,6.9750000000000005,6.752969558980748,7.520283743368965,4.663559704305083,,,4.694072727272728,8.387840710873888,5.5580897125149775,2.0393026916121713,,,7.437428571428572,7.405235444343745,8.29715847229877,6.975699987020124,,,7.98,11.480017200293284,8.582761721187817,4.877183713113153
1996-08-31,MONSOON,1.1166666666666667,4.94,3.870000000000001,4.65,3.0660000000000003,5.36888888888889,3.45,4.15,9.745,2.0416666666666665,4.316666666666666,1.525,0.89,3.5385714285714287,6.4,2.8963636363636365,6.9142857142857155,6.94,2.6866666666666665,,2.4546666666666668,6.073816041810904,1.7984286214076948,3.860954440540544,6.1518749999999995,,5.965400000000001,5.98407330070313,5.9421579975013445,6.617406250903002,5.00875,,5.051314285714286,5.158199334021832,4.648315229012615,4.142279807245524,5.425000000000001,,5.346,5.422628028189708,5.559916863899289,5.79369877738111,4.303583333333334,,4.3198,4.338243355550776,3.3797329642935936,5.719526106633431,7.060506944444445,,6.641475555555555,7.03200451499335,6.635617603992206,6.300276867725827,6.02125,,5.412599999999999,9.622740953933016,3.450000000000001,7.008245376557204,4.949375,,4.8682,4.962171630049801,3.821613636584683,5.730784509787345,10.273125,,9.9526,9.480599823837265,9.183602378221623,9.781398309367566,3.40625,,3.2956666666666665,6.170223105550778,2.1424855900895516,2.161897830348209,4.7575,,4.796666666666667,4.848844676855684,3.7720706481036372,4.575868698502126,2.72125,,2.4909999999999997,2.2450039780214666,3.3316300517970956,2.1279166666666667,,2.048,0.19313324096840104,0.8139981220666068,3.3250887216245215,4.539821428571429,,4.379942857142857,3.924007831293767,3.077306233358349,3.4954362000815244,6.60125,,6.745000000000001,6.6442203914015545,6.000312598548525,5.312830753426383,3.9995227272727263,,3.974989090909091,7.092023470106508,3.0074753322492627,3.087550360268991,7.2353571428571435,,7.228171428571429,7.313824363166156,6.615357423527576,7.574062286656004,7.59625,,7.564,10.584293014757241,6.753792260150663,6.364300909401283
1996-11-30,POMKH,1.92,6.1,5.141428571428572,5.45,3.745000000000001,7.055,6.8,4.512499999999998,11.010000000000002,2.6916666666666664,4.510000000000002,2.875,1.5766666666666669,4.442857142857143,6.1850000000000005,3.2845454545454538,6.8514285714285705,6.8900000000000015,2.913333333333333,2.5358333333333336,2.2408,4.355496829800525,1.9149130157768783,2.008460852282962,6.2318750000000005,6.11125,6.01924,5.93196389333187,5.243843085975371,5.817234821707993,4.6762500000000005,5.2785714285714285,5.08736,5.140241997624921,5.106250826010086,3.2454471415981567,5.512500000000001,5.425,5.3876,5.445478824294823,5.358728505375411,5.267755482497149,4.168583333333333,4.362333333333334,4.08988,4.248722465273479,4.031893112502148,3.525254472394182,7.126222222222222,6.996166666666666,6.806885333333333,7.02133440268204,6.651403892213126,6.783800773241078,5.941875,6.04625,5.96756,9.200288067810249,6.800000000000001,5.695031668660339,5.0828125,4.926875,4.7259199999999995,4.789951746667484,4.849889575343143,4.855337728227317,10.789375000000001,10.105,10.37556,9.654369432871936,9.971257782187406,9.767716049694195,3.3931249999999995,3.36875,3.0540666666666665,4.244622071726532,2.8156205316238836,1.556850352880943,4.797083333333335,4.7908333333333335,4.682,4.766363559246197,4.214768280023404,4.197931201279902,2.7675,2.7125,2.6445999999999996,2.628735577380461,2.317190669584468,2.17625,2.1425,1.8594666666666666,0.2511066964061043,1.4532253906509616,1.7221903782487062,4.6223214285714285,4.5146428571428565,4.405108571428571,3.8886334020510396,3.5786968826274803,3.5691387399214918,6.591875,6.651250000000001,6.521000000000001,6.509357324433742,6.428820655391154,5.603408613799845,3.987386363636363,3.979272727272727,3.6988116363636356,5.797279781836688,3.6698396638525104,2.4883349341971774,7.203482142857143,7.2178571428571425,7.077474285714286,7.219279659813662,6.737928085592727,7.328016113757734,7.701874999999999,7.54,7.294400000000001,9.369364649806345,7.166797105171418,6.011503447321587
1997-02-28,POMRB,3.7266666666666666,6.76,2.83,5.85,4.031666666666667,6.8425,5.535,4.825,12.47,3.475,4.6433333333333335,2.845,1.7766666666666666,4.751428571428573,6.435,4.159999999999998,7.115714285714287,7.689999999999999,3.0383333333333336,2.8375000000000004,2.8351466666666667,4.164532780338863,2.4656187575078925,2.3916053387626124,6.5131250000000005,6.192499999999999,6.315544,6.0800149291512176,6.263453887202614,6.096619819717795,4.791428571428572,4.738928571428572,4.184416000000001,4.716088398295779,5.051009995306908,4.696754155565005,5.75,5.424999999999999,5.572559999999999,5.5781217575711555,5.298734524630517,5.342816600670698,4.129708333333334,4.244833333333334,4.066594666666667,4.205175051772508,4.341716972853685,4.374420257742484,7.407875000000001,7.124847222222222,6.8211312,6.968507710167397,6.863637014177201,5.986307087102327,5.478750000000001,5.99625,5.794536,7.762562706836195,5.735,5.8097574431454095,5.275312499999999,4.971875,4.765552,4.751079289819272,4.8893572990574725,4.438115663376438,10.685624999999998,10.44125,11.213336,10.247000336447593,10.252345080964655,10.418053012208421,3.322083333333333,3.4437499999999996,3.2224399999999997,3.5670590353501077,3.0511552249197624,3.132804908488295,4.933333333333334,4.724166666666667,4.666533333333334,4.741477711102256,4.939360569653841,4.712320847189984,2.9775,2.73,2.72476,2.6738548874681496,2.7783374877706644,2.255,2.1133333333333337,1.8263466666666668,0.36158272126518876,1.924792376466168,1.8838080397722932,4.690357142857144,4.5649999999999995,4.543636571428571,3.9681448067631795,4.284796806134505,4.276842005973031,6.510625,6.551250000000001,6.4866,6.470719356129224,6.683213647273665,6.631301023433093,3.8840656565656566,4.019772727272726,3.8832869818181805,5.124779078098277,3.831112063374963,3.8468556221092998,7.230535714285715,7.252857142857143,7.092770285714286,7.167959576852571,7.2291503477485515,7.130844328085931,7.75125,7.6525,7.452640000000001,8.703361458184329,7.640169770544303,7.139006446889735
1997-05-31,PREMON,5.193333333333333,7.285,6.612857142857143,6.45,5.526666666666666,9.244000000000002,7.7650000000000015,7.2875,11.325,5.161666666666666,6.0100000000000025,3.975,4.713333333333334,5.985714285714287,7.51,5.4790909090909095,7.7349999999999985,9.485,3.0516666666666663,2.9891666666666676,3.778421333333333,5.039062546159652,4.681823381443246,4.4760041451257395,6.846875,6.271249999999998,6.7033264,6.338926787964326,7.180188364095343,6.662097647664421,4.9957142857142856,4.613571428571429,5.155792457142858,5.038365731725386,5.527482030755907,5.299931640851849,5.94375,5.599999999999999,5.9235359999999995,5.847103708864008,5.931292671428334,5.556009924405566,4.1345833333333335,4.092333333333334,4.650623466666667,4.348343641568508,5.621413256666974,5.037625278344832,7.745777777777779,7.127597222222223,7.79027872,7.428722569038059,8.13090128799604,8.549616415221413,4.936875000000001,5.8875,6.582721600000001,7.87105010507492,8.149030470914127,7.335094727990862,5.4315625,5.19375,5.7743312,5.391754132775911,6.22444777102865,5.789070321427954,9.965625,11.137500000000001,11.2580016,10.47315298822586,11.332354535507676,10.256816067343422,3.2482083333333325,3.3424999999999994,3.9981306666666665,4.6005261621197455,4.480868866404647,5.565796555814977,4.996666666666667,4.870000000000001,5.203920000000002,5.088814805557712,6.148742678264265,5.0305971064061765,3.1,2.8049999999999997,3.224856,3.568300051456518,3.270300925561562,2.2233333333333336,2.2391666666666667,2.9811413333333334,1.1276475063202935,4.360734361932533,3.9025653640277858,4.609285714285716,4.679642857142857,5.120467657142857,4.3941241841961025,6.938244373532256,5.197502029681637,6.326250000000002,6.6325,6.8959600000000005,6.709430706555841,7.321954096467175,6.752149980809968,3.7661994949494946,3.954999999999999,4.5216085527272725,5.356248519166915,5.56303899688608,5.545485213141322,7.381428571428572,7.154107142857141,7.34966217142857,7.20851598940527,8.316492645584786,7.3488633883274925,7.756875,7.75125,8.265584,9.219821960821683,8.759148777419828,9.119221174544357
1997-08-31,MONSOON,1.51,6.875,5.292857142857144,5.85,3.365,7.6111111111111125,0.18,4.8025,6.13,1.8783333333333327,4.823333333333333,2.905,1.0166666666666666,3.6242857142857146,5.4250000000000025,2.328888888888889,7.525714285714287,6.94,2.7808333333333333,3.087500000000001,2.8710527999999997,3.0744920285675685,2.2379607543646056,2.010271756651823,6.923125,6.754999999999998,6.77199584,6.418837677504279,6.169382577099144,5.828294942553823,5.300714285714285,4.969285714285715,5.210618331428572,5.0688059250563,3.993108338007148,3.776643121041418,5.9487499999999995,5.899999999999999,5.8941216,5.863998785132548,5.727278799048838,5.937374125966625,4.012083333333333,4.167083333333335,4.1363740799999995,4.211484532845661,3.0230851085044486,3.134557243621022,7.92571527777778,7.688152777777779,7.718611676444445,7.450490633828973,6.7006803410318625,5.606927095874198,4.154375000000001,5.07,4.021632960000001,3.883199648414518,3.2922969437005563,4.35839982306303,5.498749999999999,5.3568750000000005,5.38559872,5.1772961355688745,4.362316941657956,5.237896638280444,9.030625,10.233750000000002,9.206800959999999,9.255916348810874,10.395004308357462,10.837533086085356,3.0307916666666666,3.301666666666666,3.150211733333333,2.7652916681758986,2.145642975077546,1.8927649314823347,4.957916666666667,4.996666666666668,5.051685333333334,5.0263637671270756,4.075184480517499,4.7141576345323255,2.903125,3.1499999999999995,3.0969135999999997,2.26846032102248,2.318266949854941,2.166875,2.270833333333333,2.1953514666666667,1.0554834283063834,0.9771797667107323,1.3015987450332687,4.451785714285714,4.701071428571429,4.52199488,4.178124240630071,3.272964577822628,3.6240657600840427,6.139375000000001,6.388750000000002,6.307576000000001,6.368937547401741,6.0932227267934005,6.48805610090022,3.5363926767676763,3.813131313131312,3.644520687191919,3.729890064464837,2.9271990148792884,2.7669026538322923,7.521250000000001,7.306964285714284,7.420083017142857,7.2229078509915015,6.547225874836444,7.209856942189887,7.63875,7.75125,7.7353504,8.061613595805607,7.0028437080751145,7.064988733206188
1997-11-30,POMKH,1.6333333333333335,6.835,5.352857142857141,5.8,3.485,7.516000000000001,5.735,5.109999999999999,8.865,2.2640000000000002,4.51,2.475,1.1966666666666663,3.7085714285714286,5.6850000000000005,2.9090909090909087,7.4471428571428575,6.9350000000000005,2.4416666666666664,3.015833333333334,2.3759650133333334,1.9541050474236767,2.3384467248168006,1.9909877773131257,6.8675,6.938749999999997,6.797197504,6.469144801010219,6.313324015984004,6.7935965948985375,5.474285714285714,5.022142857142858,5.267513855999999,5.10439368141535,5.175752206627455,5.662199897926283,5.85375,5.987499999999999,5.85647296,5.861477504723657,5.871050599743693,5.89318972272156,4.1305,4.102083333333335,3.875824448,4.106323042225015,3.9078194152266055,3.590861353754183,8.07640277777778,7.803402777777778,7.637567005866668,7.44778442455183,7.335495848955373,7.474612383431163,3.5187500000000003,4.80375,4.706979776000001,4.23894339543644,5.823250388700342,5.506049813691202,5.3415625,5.5062500000000005,5.275359232,5.106722882030119,5.451671336081466,5.226691362847327,8.374374999999999,9.697500000000002,9.070080575999999,8.963579475572688,9.77592300355171,9.994794534533202,2.7864166666666668,3.194749999999999,2.79572704,2.073965304037138,2.818777819692052,2.5659761535588017,4.887916666666667,4.996666666666667,4.8350112,4.896692115732425,4.629233067340293,4.7540520815749785,2.78125,3.0499999999999994,2.84814816,2.9578390364170484,3.1091692747107325,2.2391666666666667,2.175833333333333,1.7958775466666665,1.036645799508594,1.6344628706406956,1.650783285357781,4.450982142857143,4.5175,4.196625499428571,4.0077781203612295,3.74873190712563,4.306191368681068,5.858750000000001,6.263750000000002,6.0585456,6.178984422250191,6.055412982332031,5.585621813420719,3.44154797979798,3.7192676767676756,3.350348775951515,2.9720332394560622,3.4323078210080546,2.9237222169287156,7.891339285714287,7.455892857142857,7.430906953142857,7.229205366640814,6.812560577306625,7.274570508617037,7.454375,7.762499999999999,7.41521024,7.221647087849194,7.333066757772714,6.728998684302153
1998-02-28,POMRB,1.846666666666667,6.635,5.058571428571429,5.54,3.311666666666666,7.8210000000000015,0.34,4.765,7.135,2.1633333333333336,4.333333333333333,1.67,1.705,4.225714285714286,5.44,2.697,7.63857142857143,6.7,2.397083333333333,2.5458333333333343,2.1642456746666667,1.5357221050273195,2.643213458314859,2.893120966607853,6.355625,6.907499999999997,6.732318502399999,6.452630125648387,7.167972444396423,7.042094711250584,5.153035714285713,5.5792857142857155,5.1839368850285705,5.081446707638551,5.1700073502176345,3.7705287519550628,5.80375,5.909999999999998,5.729883775999999,5.784037341881013,5.756831758835041,5.948697239759232,4.312875,3.922083333333335,3.650161335466666,3.9933226190591546,4.169426927119475,3.885896486665679,7.784777777777779,8.04802777777778,7.710940203520002,7.509391134562639,7.484297494013508,7.120388142917339,3.53,3.505,2.9601878656000005,1.9761130730668084,4.540354891763317,4.56153556739037,5.016875000000001,5.491250000000001,5.0712155392,4.962352194849166,5.488799783980469,5.359414646604027,8.299999999999999,8.363750000000001,8.2960483456,8.273569623924065,9.488747301599062,10.094353458429508,2.7076666666666664,2.8668333333333327,2.5427695573333335,1.7795208871545702,3.0543148078953486,3.210581475667247,4.76125,4.9191666666666665,4.634340053333334,4.754230091870393,5.127097734182931,4.583693842328102,2.8937500000000003,2.756249999999999,2.376888896,2.838681756277642,2.7367183475127304,2.2864583333333335,2.157916666666666,1.7595265279999999,1.1385932650271007,1.8859598259150592,1.718845853076898,4.655357142857143,4.386071428571428,4.208261013942858,3.9979043044158917,4.244072831147182,4.344543525213958,5.595625000000001,6.015000000000002,5.81112736,5.975915236707627,6.265273051191237,6.186355891830718,3.4754116161616166,3.353517676767676,3.089009265570909,2.4671469813395706,3.5490622054613876,3.8728672443668626,7.9248214285714305,7.586607142857143,7.513972743314286,7.264739406445968,7.41964919278572,7.322178732518742,7.270625,7.515000000000001,7.129126144000001,6.579257277023963,7.766130805619567,7.471491553570466
1998-05-31,PREMON,4.359999999999999,6.965,5.772857142857142,6.0,7.194,9.471,7.875,6.0900000000000025,11.41,4.5183333333333335,5.7600000000000025,4.175,5.363333333333333,6.505,6.26,6.183333333333334,10.172857142857145,9.0,2.3983333333333334,2.337500000000001,3.0425474047999996,3.2754728939819366,4.146882832813655,4.047744182238798,5.591875,6.827499999999996,6.825391101439999,6.534666428598563,7.576959515111752,7.127018405689368,4.842499999999999,5.369285714285715,5.41950498816,5.189154319279652,6.382176535276211,6.960292480276602,5.65375,5.7974999999999985,5.8379302656,5.862749718803026,6.132801511070239,5.695748823780434,4.242041666666666,4.338916666666668,5.06769680128,4.365190076676321,5.254837237762537,4.977277104617565,7.311527777777779,8.10477777777778,8.414964122112,7.902817699323858,8.853305869895465,9.216498155280448,3.1487499999999997,3.5324999999999998,4.926112719360001,5.188973099480445,5.738109374485281,5.009157957152329,4.709375,5.191875000000001,5.478729323520001,5.218392883105338,6.463613693844154,6.618858064067671,8.295625,8.385000000000002,9.54162900736,8.882528126379546,9.236344034406152,9.05936345142451,2.6533333333333333,2.7059999999999995,3.3329950677333335,3.854560907990147,4.484029525840377,4.8785739909498576,4.5512500000000005,4.8566666666666665,5.084604032000001,5.031297764051787,6.064199140256736,5.372637037389948,3.115625,2.806249999999999,3.0961333376,3.431246319665626,3.1907853762930536,2.269166666666666,2.3204166666666657,3.201049250133333,2.138948609493458,4.565904477842485,4.281393755229293,4.887500000000001,4.515892857142856,5.126956608365715,4.613449405619948,6.784489624466229,5.273593845581674,5.336875,5.702500000000002,5.990676416,6.028157544286158,6.7692151867479495,6.572887919476415,3.456358585858586,3.5295782828282816,4.326738892675879,4.412625817448181,4.899807830349585,4.8741598310460095,7.571011904761906,8.196071428571429,8.57752650313143,7.656769793704362,8.587823418070274,7.685350620373679,7.025625000000001,7.393750000000001,7.8774756864,7.605476934983166,8.514177385661746,8.750760612453558
