Date,Season,Chittaurgarh,Begun,Bhadesar,Dungla,Kapasan,Bhopalsagar,Bari Sadri,Bhainsrorgarh,Nimbahera,Rashmi,Gangrar,Chittaurgarh_Trend,Chittaurgarh_SMA,Chittaurgarh_EWMA,Chittaurgarh_DES,Chittaurgarh_TES,Chittaurgarh_ARIMA,Begun_Trend,Begun_SMA,Begun_EWMA,Begun_DES,Begun_TES,Begun_ARIMA,Bhadesar_Trend,Bhadesar_SMA,Bhadesar_EWMA,Bhadesar_DES,Bhadesar_TES,Bhadesar_ARIMA,Dungla_Trend,Dungla_SMA,Dungla_EWMA,Dungla_DES,Dungla_TES,Dungla_ARIMA,Kapasan_Trend,Kapasan_SMA,Kapasan_EWMA,Kapasan_DES,Kapasan_TES,Kapasan_ARIMA,Bhopalsagar_Trend,Bhopalsagar_SMA,Bhopalsagar_EWMA,Bhopalsagar_DES,Bhopalsagar_TES,Bhopalsagar_ARIMA,Bari Sadri_Trend,Bari Sadri_SMA,Bari Sadri_EWMA,Bari Sadri_DES,Bari Sadri_TES,Bari Sadri_ARIMA,Bhainsrorgarh_Trend,Bhainsrorgarh_SMA,Bhainsrorgarh_EWMA,Bhainsrorgarh_DES,Bhainsrorgarh_TES,Bhainsrorgarh_ARIMA,Nimbahera_Trend,Nimbahera_SMA,Nimbahera_EWMA,Nimbahera_DES,Nimbahera_TES,Nimbahera_ARIMA,Rashmi_Trend,Rashmi_SMA,Rashmi_EWMA,Rashmi_DES,Rashmi_TES,Rashmi_ARIMA,Gangrar_Trend,Gangrar_SMA,Gangrar_EWMA,Gangrar_DES,Gangrar_TES,Gangrar_ARIMA
1996-02-29,POMRB,13.541538461538464,7.191410256410255,9.339615384615383,11.3575,10.593397435897431,18.950000000000006,4.81,4.3029166666666665,8.403333333333334,6.8854545454545475,13.260384615384615,,,13.541538461538464,12.625431639169328,13.551438194397944,0.0,,,7.191410256410255,6.821706257034914,7.031672462707881,0.0,,,9.339615384615383,20.291279398298702,9.844645454235797,0.0,,,11.3575,18.717880346906988,11.357239000003997,0.0,,,10.593397435897431,10.673485120177707,10.565349605826285,0.0,,,18.950000000000006,18.85737338617405,18.963350902313437,0.0,,,4.81,4.24253825261682,4.405409995105042,0.0,,,4.3029166666666665,4.2418935031932365,4.415915247273879,0.0,,,8.403333333333334,9.410018999615545,9.654874193472736,0.0,,,6.8854545454545475,7.084527367247494,6.831136571791962,0.0,,,13.260384615384615,13.309277487352764,12.99603097389683,0.0
1996-05-31,PREMON,16.640512820512818,9.223012820512821,16.180384615384614,15.971666666666666,12.962559523809526,20.581666666666667,5.7,6.20375,12.206666666666667,8.48875,14.856249999999998,,,14.781128205128205,13.321670494941323,16.659962698446442,4.001941701603947,,,8.004051282051282,7.191260402839924,9.383796744043957,7.191389376351905,,,12.075923076923075,27.45769920129497,16.25598383022526,3.0549709740738984,,,13.203166666666666,22.821916281438188,15.970255685638142,11.35722556043872,,,11.54106227106227,11.055637177356106,13.08244236293151,10.59335582333214,,,19.60266666666667,19.946838363744035,20.460970538124094,18.286017429436185,,,5.166,4.750190764837959,6.612925230559907,4.809993443964834,,,5.06325,5.03522568613643,5.820429328082919,3.499104381684611,,,9.924666666666667,9.420025541157857,11.590604651170393,3.715340432426099,,,7.5267727272727285,7.278521074067202,8.627363020167698,6.8854378488969346,,,13.898730769230767,13.45120172510044,14.929593269673337,12.443133791944575
1996-08-31,MONSOON,11.508472222222226,4.074791666666667,8.885,12.968571428571432,9.287564102564104,17.295714285714286,0.63,3.21125,3.67,6.047999999999999,10.90125,13.634684447496948,,13.472065811965813,12.417264400149703,11.536914556477234,4.09252131673387,6.224580471611723,,6.4323474358974355,6.574953791250655,4.191293822249035,8.78857635347491,11.479910714285715,,10.799553846153845,23.691742084962804,8.712541238225635,5.586168959715732,14.096934523809523,,13.109328571428572,22.409008352220024,12.968860052561425,12.010893294966456,10.317963598901098,,10.639663003663003,10.688375628140493,9.076729490599089,12.25692372206938,18.782559523809528,,18.679885714285717,17.83941710343796,17.58114501848991,19.745309007574953,2.6187500000000004,,3.3516000000000004,2.915081935508876,2.180839627899715,5.5387304189923485,4.373050595238095,,4.32245,3.730773451019395,3.285347696180366,4.985956085160059,7.324791666666667,,7.4228,9.430042408356151,4.018284680357594,5.736676204478647,6.9622178030303035,,6.935263636363637,7.079738240079072,6.05443667516249,7.719818608940988,13.081435439560439,,12.699738461538459,13.139774680335917,11.014042095883866,13.73281964901744
1996-11-30,POMKH,12.848214285714285,4.409107142857144,11.514642857142858,16.089999999999996,8.428333333333335,18.302857142857142,1.0,3.774285714285714,5.6816666666666675,6.426666666666666,13.307857142857143,13.634684447496948,13.634684447496948,13.222525201465201,12.146784991342185,12.884836614311503,5.231508688243806,6.224580471611722,6.224580471611722,5.623051318681318,6.133202967784677,4.529325865365144,4.694776063685218,11.479910714285714,11.479910714285714,11.085589450549449,20.132271862772562,11.291905754640796,4.7747069747655075,14.096934523809523,14.096934523809523,14.30159714285714,22.514585845921598,16.09004642920795,15.42549749272337,10.3179635989011,10.3179635989011,9.755131135531137,10.23178515819128,8.60290816146035,9.958086727762602,18.782559523809528,18.782559523809525,18.529074285714287,18.019409720056725,17.992535723419888,17.09416537676629,1.9725000000000001,3.035,2.41096,2.045221834616239,1.5252662647478568,1.5549361368977603,4.373050595238095,4.373050595238095,4.103184285714286,3.5187715144453904,4.042840298743398,2.8332924916094147,6.788541666666667,7.490416666666667,6.726346666666666,9.440070001104163,5.985443062260742,3.7414677842266197,6.962217803030303,6.962217803030303,6.731824848484848,6.967372689706523,6.26938921253435,7.089281097088729,13.08143543956044,13.081435439560439,12.942985934065934,13.129591493667352,13.663938922174827,11.740924066468247
1997-02-28,POMRB,13.541538461538464,7.191410256410255,9.339615384615383,11.3575,10.593397435897431,18.950000000000006,1.48,4.3029166666666665,7.078333333333332,6.8854545454545475,13.260384615384615,13.634684447496948,13.634684447496948,13.350130505494505,12.155214547370825,13.585937319892222,12.959243097656776,6.224580471611722,6.224580471611723,6.250394893772893,6.269417621415732,6.947227087079949,6.800360778348958,11.479910714285714,11.479910714285714,10.387199824175823,14.841474574960733,9.826070801980935,8.799853178331134,14.096934523809523,14.096934523809523,13.123958285714284,18.527997484410264,11.357646027051404,12.626651348511988,10.317963598901098,10.3179635989011,10.090437655677654,10.26023515606379,10.540941029635752,9.68042881945155,18.782559523809525,18.782559523809525,18.697444571428576,18.53810661962847,19.078409677312525,18.03143599633233,1.78375,2.2025000000000006,2.038576,1.7601839223237379,2.557651576375248,2.0543876047095466,4.373050595238095,4.3730505952380945,4.183077238095238,3.7207509799150347,4.368319399123729,3.3528549997708215,6.557916666666666,7.159166666666666,6.867141333333333,9.450108308131973,9.598413469047824,7.4656191411376405,6.9622178030303035,6.9622178030303035,6.793276727272728,6.940302371190627,6.848320175091243,6.830954398342807,13.081435439560439,13.081435439560439,13.069945406593405,13.115307123872118,12.944537255750836,13.238963518216169
1997-05-31,PREMON,16.640512820512818,9.223012820512821,16.180384615384614,15.971666666666666,12.962559523809526,20.581666666666667,3.86,6.20375,9.241666666666667,8.48875,14.856249999999998,13.634684447496948,13.63468444749695,14.666283431501832,13.03434738481829,16.692287989454833,15.624228530781942,6.224580471611722,6.2245804716117235,7.439442064468864,6.7420392172216,9.329343004042531,7.27696688218097,11.479910714285714,11.479910714285715,12.70447374065934,15.601328762120417,16.239269779506373,14.297490643251294,14.096934523809523,14.096934523809523,14.263041638095237,17.704292534432398,15.971271832123342,15.646020153928902,10.317963598901098,10.3179635989011,11.239286402930404,10.720118616092332,13.068754005857567,11.86305103940255,18.782559523809525,18.782559523809525,19.451133409523813,19.86296115905741,20.480233054169407,19.06989399033871,1.87875,1.7425000000000004,2.7671456,2.595547081565426,3.7054311726665965,1.906930638874761,4.3730505952380945,4.3730505952380945,4.991346342857144,4.828862744068716,5.804153248099207,4.247431051534329,6.705833333333333,6.417916666666666,7.816951466666667,9.460157369099335,11.396072293994044,10.340153229927367,6.962217803030303,6.9622178030303035,7.471466036363637,7.156081704167469,8.640109444558115,7.428636082117151,13.081435439560439,13.081435439560439,13.78446724395604,13.27910543285546,14.887642377325548,13.710155903824342
1997-08-31,MONSOON,11.508472222222226,4.074791666666667,8.885,12.968571428571432,9.287564102564104,17.295714285714286,0.96,3.21125,4.79,6.047999999999999,10.90125,13.634684447496948,13.634684447496952,13.403158947789988,12.25788351089023,11.567090923826148,11.014354687931212,6.224580471611723,6.2245804716117235,6.093581905347985,6.209565730382642,4.156179882875875,6.134935301340665,11.479910714285715,11.479910714285715,11.176684244395604,11.311313770702066,8.697501414728508,8.373480756346833,14.096934523809523,14.096934523809525,13.745253554285714,15.181940105493075,12.968671745977922,12.643612627012876,10.317963598901098,10.3179635989011,10.458597482783883,10.415967365035403,9.069053044504027,10.43528787453379,18.782559523809528,18.782559523809525,18.58896576,17.817381031402768,17.58436984444859,18.732563573211486,2.1174999999999997,1.8250000000000004,2.04428736,1.8501246525249846,0.03655550287803777,0.5340017776065746,4.373050595238095,4.3730505952380945,4.279307805714287,3.6490574866590864,3.279781858193816,4.083247845462459,6.730625,6.697916666666666,6.6061708800000005,9.470216951548244,3.5222062864956474,2.8663630467077104,6.9622178030303035,6.9622178030303035,6.902079621818182,6.975793710966154,6.063891696435732,6.807898922503253,13.081435439560439,13.081435439560439,12.631180346373624,12.987085716552928,10.979865551013162,12.249667127853233
1997-11-30,POMKH,12.848214285714285,4.409107142857144,11.514642857142858,16.089999999999996,8.428333333333335,18.302857142857142,1.43,3.774285714285714,5.745,6.426666666666666,13.307857142857143,13.634684447496948,13.63468444749695,13.181181082959707,12.077746718760615,12.91289363675355,12.18846791851556,6.224580471611722,6.2245804716117235,5.419792000351649,5.836003193377064,4.50668299936054,4.055703354211186,11.479910714285714,11.479910714285715,11.311867689494505,10.431291230995082,11.278372452951754,10.42428748620721,14.096934523809523,14.096934523809525,14.683152132571426,15.2003169070074,16.090037939067926,15.614543296979708,10.3179635989011,10.3179635989011,9.646491823003664,10.010616285958326,8.598603201826986,9.060000181410267,18.782559523809528,18.782559523809525,18.474522313142856,18.013620441878533,17.993075606290795,17.421500614436987,2.3162499999999997,1.9325000000000006,1.7985724159999998,1.6303766262142412,1.149983294350351,0.8206170698734256,4.373050595238095,4.3730505952380945,4.077298969142857,3.486413481726783,4.040936980959047,2.794802704431886,6.749791666666667,6.713749999999998,6.261702528000001,9.480287266008899,5.665263504793659,5.892496878567108,6.962217803030303,6.9622178030303035,6.711914439757576,6.8791292991912485,6.276402742332206,6.753820352096605,13.08143543956044,13.081435439560437,12.901851064967031,12.99412129057933,13.63609598120433,12.615893030133977
1998-02-28,POMRB,13.541538461538464,7.191410256410255,9.339615384615383,11.3575,10.593397435897431,18.950000000000006,2.96,4.3029166666666665,7.213333333333334,6.8854545454545475,13.260384615384615,13.634684447496948,13.634684447496948,13.32532403439121,12.150336555359218,13.611908850104278,13.2068656922066,6.224580471611722,6.224580471611724,6.128439302775091,6.027680916340845,6.932626065660679,7.206490833770876,11.479910714285714,11.479910714285715,10.522966767542856,8.8527846571276,9.813893115544543,8.979927079355638,14.096934523809523,14.096934523809523,13.352891279542856,12.670152745244094,11.3575797495968,12.398670359990861,10.317963598901098,10.3179635989011,10.025254068161171,10.080667658781497,10.538526803414998,10.091318090079046,18.782559523809525,18.782559523809525,18.664713387885715,18.536585670623992,19.078500061574474,18.2588210606038,2.6,2.3025,2.2631434496,2.147014129156698,2.758109479882518,1.874472637053458,4.373050595238095,4.3730505952380945,4.167546048152381,3.707937788641886,4.36766853242639,3.2150159934453377,6.795833333333334,6.747499999999999,6.642354850133334,9.49036834281958,9.319976608896937,7.45126536084924,6.9622178030303035,6.9622178030303035,6.781330482036365,6.865388414332233,6.853522659443365,6.803921607943141,13.081435439560439,13.081435439560435,13.045264485134066,12.995113918875369,12.921854173981762,13.236927933255792
1998-05-31,PREMON,16.640512820512818,9.223012820512821,16.180384615384614,15.971666666666666,12.962559523809526,20.581666666666667,3.97,6.20375,9.26,8.48875,14.856249999999998,13.634684447496948,13.63468444749695,14.651399548839853,13.077837481588517,16.71621187588346,16.129089880638737,6.224580471611722,6.2245804716117235,7.366268709870184,6.5454151292762415,9.319927684160206,8.005852975094955,11.479910714285714,11.479910714285715,12.78593390667956,13.048131291310197,16.228311917903156,15.16130864208275,14.096934523809523,14.096934523809523,14.400401434392379,13.721936472139804,15.971540499645002,15.594288610181462,10.317963598901098,10.3179635989011,11.200176250420514,10.574327367284667,13.067400105068394,12.229935132011372,18.782559523809525,18.782559523809525,19.431494699398094,19.86256157800378,20.480248185812272,19.435493087451263,3.03625,2.3300000000000005,2.9458860697600002,2.8574621250097865,4.820703758610146,3.878973075206122,4.3730505952380945,4.3730505952380945,4.982027628891429,4.823788953828437,5.803930674937128,4.071790134349745,6.975,6.752083333333331,7.68941291008,9.500460214747354,11.162635146047403,10.23170500883166,6.962217803030303,6.9622178030303035,7.464298289221819,7.0924837293003336,8.643968534661592,7.682588560508715,13.081435439560439,13.081435439560435,13.769658691080437,13.172466436248921,14.869162928653523,14.03740260102679
