Date,Season,Nanauta,Deoband,Sarsawan,Muzaffarabad,Rampur Maniharan,Gangoh,Puwarka,Nagal,Sadauli Qadeem,Nakur,Nanauta_Trend,Nanauta_SMA,Nanauta_EWMA,Nanauta_DES,Nanauta_TES,Nanauta_ARIMA,Deoband_Trend,Deoband_SMA,Deoband_EWMA,Deoband_DES,Deoband_TES,Deoband_ARIMA,Sarsawan_Trend,Sarsawan_SMA,Sarsawan_EWMA,Sarsawan_DES,Sarsawan_TES,Sarsawan_ARIMA,Muzaffarabad_Trend,Muzaffarabad_SMA,Muzaffarabad_EWMA,Muzaffarabad_DES,Muzaffarabad_TES,Muzaffarabad_ARIMA,Rampur Maniharan_Trend,Rampur Maniharan_SMA,Rampur Maniharan_EWMA,Rampur Maniharan_DES,Rampur Maniharan_TES,Rampur Maniharan_ARIMA,Gangoh_Trend,Gangoh_SMA,Gangoh_EWMA,Gangoh_DES,Gangoh_TES,Gangoh_ARIMA,Puwarka_Trend,Puwarka_SMA,Puwarka_EWMA,Puwarka_DES,Puwarka_TES,Puwarka_ARIMA,Nagal_Trend,Nagal_SMA,Nagal_EWMA,Nagal_DES,Nagal_TES,Nagal_ARIMA,Sadauli Qadeem_Trend,Sadauli Qadeem_SMA,Sadauli Qadeem_EWMA,Sadauli Qadeem_DES,Sadauli Qadeem_TES,Sadauli Qadeem_ARIMA,Nakur_Trend,Nakur_SMA,Nakur_EWMA,Nakur_DES,Nakur_TES,Nakur_ARIMA
1996-02-29,POMRB,6.340999999999998,2.8,10.33,6.025,2.8,18.189,8.183333333333334,13.70125,34.94,13.491666666666667,,,6.340999999999998,6.0825167121602215,6.349334751267952,0.0,,,2.8,6.097753457396955,2.8,0.0,,,10.33,10.506682256915752,10.63280350296173,0.0,,,6.025,5.449060790590957,5.845845013294417,0.0,,,2.8,2.842743578767683,2.8094493969972527,0.0,,,18.189,18.247736198474357,18.192806796089737,0.0,,,8.183333333333334,6.994567667605103,8.183329519436867,0.0,,,13.70125,15.146473550677008,13.638582843508063,0.0,,,34.94,25.282567191688663,35.42375,0.0,,,13.491666666666667,13.492866312972808,13.491666666666667,0.0
1996-05-31,PREMON,6.99375,4.71,12.35,6.63,4.41,18.73625,9.92,14.64375,35.92,13.389166666666664,,,6.602099999999999,6.333856555219956,6.980988748163569,4.3879835095988943e-07,,,3.564,8.26033085703173,4.71,2.7999919872506926,,,11.138,11.227636155440843,11.245047437443917,10.329989300364936,,,6.267,5.565199458496732,7.097749170253148,6.0249930641964715,,,3.444,3.2233367543340066,4.285762495724484,2.799998500224365,,,18.407899999999998,18.512067636304042,18.737078601958967,18.167204649117885,,,8.878,7.536694716698817,9.919996587674548,8.183315196839388,,,14.07825,15.779331175930928,14.678547127477275,-9.810800492378558e-09,,,35.332,26.708106767399894,36.8312188365651,34.9376981487299,,,13.450666666666667,13.481109179283727,13.389166666666666,-3.0574802562714385e-08
1996-08-31,MONSOON,5.737499999999999,2.38,10.17,4.67,1.09,18.15,5.66,13.655,2.98,14.320416666666668,6.1635625,,6.256259999999999,6.089541280805167,5.699553794957313,7.300583565117335e-07,2.86625,,3.0904,7.572565531516415,2.38,3.7689591943215732,10.647083333333335,,10.7508,10.787714055476501,10.408458614059214,11.818235991066176,5.722125,,5.6282000000000005,5.192444976497274,4.340374868162865,6.387277682849044,2.758125,,2.5023999999999997,2.7648919044435334,1.4703279540457759,3.888312084280096,18.1805625,,18.30474,18.33985649445645,18.031177450021932,18.61776787028143,6.9775,,7.5908,6.697716323837058,5.660031616374939,9.11878884896908,13.883750000000001,,13.908949999999999,15.52766450874343,13.731292788656317,-9.775428593227435e-09,19.581249999999997,,22.3912,21.976681814473803,4.263594345884393,35.404551388337076,13.625520833333333,,13.798566666666666,13.577913111502486,14.320416666666672,-6.689950860850253e-08
1996-11-30,POMKH,5.582000000000002,1.81,9.63,5.738,2.66,17.647000000000002,5.423333333333333,13.535,5.69,13.300833333333333,6.163562499999999,6.163562499999999,5.986556,5.831106578097655,5.630574800990903,6.919479454818521e-07,2.65625,2.9250000000000003,2.57824,5.828196152762258,1.81,3.271629374445878,10.153541666666667,10.620000000000001,10.30248,10.308451110437314,10.193757446040165,10.200252980846539,5.7945,5.765750000000001,5.6721200000000005,5.164594147796997,5.4701716040466275,5.517343427471079,2.75375,2.74,2.5654399999999997,2.764257952955526,2.578306545870054,1.9348176565996873,18.1805625,18.1805625,18.041643999999998,17.997671649059537,17.878452970589024,18.070359204830602,6.297083333333333,7.296666666666666,6.723813333333333,5.970009463185079,5.423378810741887,7.68714420790564,13.883750000000001,13.88375,13.75937,15.050505065347911,13.518249432460403,-1.5214736720237716e-08,17.283125000000002,19.8825,15.71072,18.66104428923392,7.292549781138117,25.953978064667215,13.625520833333333,13.625520833333333,13.599473333333334,13.554184026331814,13.300833333333339,-1.0174677514297401e-07
1997-02-28,POMRB,6.340999999999998,2.33,10.546666666666667,5.676,2.945,18.189,5.63,13.70125,32.53,13.491666666666667,6.163562499999999,6.163562499999999,6.1283335999999995,5.917559090541286,6.366232013272551,6.341000306880874,2.39125,2.8075,2.4789440000000003,4.407569004755887,2.8,2.8331683817332083,9.371666666666666,10.674166666666668,10.400154666666666,10.387999344998956,10.695432640025901,10.523849893865561,5.83175,5.678500000000001,5.673672,5.154799762080225,5.94704104997823,5.877938725199772,2.7637500000000004,2.77625,2.7172639999999997,2.828627563905526,2.9205105774328346,2.7693506897534292,18.1805625,18.1805625,18.100586399999997,18.109225736199214,18.205394966171514,17.98935647337494,5.892708333333333,6.658333333333332,6.286288000000001,5.49858519861406,8.183312728058228,7.053406817986993,13.88375,13.88375,13.736122000000002,14.626052820624444,13.632870981101304,13.69172741924084,17.099375000000002,19.28,22.438432,20.78667034119533,36.53010838629712,27.517001394369238,13.625520833333335,13.625520833333335,13.556350666666667,13.552337159020384,13.491666666666672,13.482600492868698
1997-05-31,PREMON,6.99375,3.5,8.185,7.558,4.23,18.73625,7.03,14.64375,19.945,13.389166666666664,6.1635625,6.163562499999999,6.47450016,6.266738451599193,6.9892283623694915,6.993749575114829,2.31,2.505,2.8873664000000003,3.9250582377480603,4.655318559556787,4.057420895305542,9.122083333333332,9.632916666666668,9.5140928,9.491447810411852,11.380160216991131,10.58270684805764,5.67875,5.910500000000002,6.4274032000000005,5.677017367377583,7.084903844741015,6.175120102942099,2.8000000000000003,2.73125,3.3223583999999997,3.1713477103237055,4.460005289563024,4.329517741630148,18.1805625,18.1805625,18.35485184,18.444574054413724,18.741910402657233,18.286045456443503,6.154166666666667,5.935833333333331,6.5837728,5.635011329023747,9.269271327372307,7.21853101307752,13.88375,13.88375,14.099173200000003,14.708024864031895,14.67386536024095,14.633572367156868,20.365000000000002,15.286249999999999,21.441059199999998,20.248432696983325,37.23355370230561,26.613251913495912,13.625520833333333,13.625520833333333,13.489477066666666,13.538091522797405,13.389166666666672,13.380169371150174
1997-08-31,MONSOON,5.737499999999999,1.47,8.08,4.04,1.35,18.15,5.315,13.655,17.485,14.320416666666668,6.1635625,6.163562499999999,6.1797000959999995,6.095363729942899,5.703571679170958,5.737499498473681,2.3225,2.2775,2.32041984,2.506628055238813,2.185697009691454,2.5077221349775636,9.078333333333333,9.110416666666667,8.94045568,8.912716881200428,8.52011751997233,9.028441937724384,5.5785,5.753000000000002,5.47244192,5.236739817664547,4.5658596784010115,5.518619723475477,2.821875,2.79625,2.5334150399999995,2.7834730732089104,1.291935053686296,1.2537002216195479,18.1805625,18.1805625,18.272911104,18.306968122548945,18.03303207198791,18.375616063141557,6.452916666666667,5.849583333333332,6.07626368,5.271961922105258,4.325447481587687,5.530453860066342,13.883750000000001,13.88375,13.921503920000001,14.25403015280152,13.727455345998527,13.645509563706499,20.3525,18.912499999999998,19.85863552,19.37742764570595,2.4585485157568367,12.978204281789084,13.625520833333333,13.625520833333335,13.821852906666667,13.632056193106699,14.320416666666677,14.310793586763568
1997-11-30,POMKH,5.582000000000002,2.07,9.723333333333333,5.144,2.69,17.647000000000002,7.8599999999999985,13.535,17.31,13.300833333333333,6.163562499999999,6.163562499999999,5.9406200576,5.885448856977252,5.632534042425108,5.581999630399724,2.2087499999999998,2.3425,2.220251904,1.9515301321512222,1.5144212516713207,2.0801482921106977,9.478124999999999,9.133750000000001,9.253606741333332,9.223230711573875,8.210524074121427,8.931133206304976,5.43125,5.604500000000002,5.3410651520000005,5.133297174709248,5.478949368580556,5.476882276449119,2.8475,2.80375,2.596049024,2.7855941667150446,2.7803792777404612,2.7138038811114527,18.1805625,18.1805625,18.0225466624,17.981645754797707,17.87916484228542,17.930081985784753,6.397083333333333,6.458749999999998,6.789758208,5.8634453146542915,4.1285604424805005,5.3676343784254055,13.883750000000001,13.88375,13.766902352000002,13.829270923478028,13.515104046240094,13.525592965563346,18.789375,21.8175,18.839181312,18.646842510265635,6.932548311217843,13.14098743242253,13.625520833333333,13.625520833333336,13.613445077333333,13.605181927820482,13.30083333333334,13.291895396335843
1998-02-28,POMRB,6.340999999999998,2.17,10.103333333333332,5.468,3.09,18.189,5.583333333333332,13.70125,20.81,13.491666666666667,6.163562499999999,6.163562499999999,6.10077203456,6.001547305243217,6.367187398443779,6.3410000192456755,2.47625,2.3024999999999998,2.2001511423999998,1.750973488555112,2.1225936759173365,2.4212936740318427,10.117499999999998,9.022916666666667,9.593497378133332,9.561051998636994,9.689345021422364,9.455502108314725,5.303999999999999,5.552500000000002,5.3918390912000005,5.140205109186169,5.803126227799861,5.542809094816848,2.83875,2.84,2.7936294144,2.878288381787263,3.01600752674806,2.919267184192672,18.1805625,18.1805625,18.089127997440002,18.1014166148595,18.20566820844856,18.01907465012859,6.168541666666665,6.447083333333332,6.307188258133333,5.672308899211867,6.595822093070531,6.529899758403079,13.88375,13.88375,13.740641411200002,13.607497887972457,13.63029284369127,13.69172741924084,16.745624999999997,18.8875,19.6275087872,18.68457705430917,36.088697696754764,21.163858491931112,13.625520833333335,13.625520833333335,13.564733713066666,13.599954740694523,13.49166666666667,13.482600492868698
1998-05-31,PREMON,6.99375,2.75,11.826666666666664,6.587999999999999,4.29,18.73625,6.63,14.64375,19.16,13.389166666666664,6.1635625,6.163562499999999,6.4579632207360005,6.366114943057028,6.989694236972504,6.993749732089279,2.7725000000000004,2.1149999999999998,2.42009068544,2.0489491504428923,3.4051460958368693,3.1312525516283998,10.250416666666666,9.933333333333334,10.486765093546666,10.452276078706468,10.638881312121924,9.605770117597864,5.364999999999999,5.310000000000002,5.87030345472,5.462206867212774,6.924755292409931,6.515363441811241,2.820625,2.8549999999999995,3.3921776486399997,3.2237790749775064,4.492835715422755,4.307247951083799,18.1805625,18.1805625,18.347976798464,18.44076881427535,18.742015282893476,18.43065951065084,5.6587499999999995,6.347083333333332,6.43631295488,5.878991395581873,8.203511202013644,7.0476918385510015,13.88375,13.88375,14.10188484672,13.954811898635032,14.671752172212688,14.633572367156871,14.463750000000001,18.691249999999997,19.44050527232,18.42053798064579,27.832240359723627,15.083046700594522,13.625520833333333,13.625520833333333,13.494506894506666,13.582155058525965,13.389166666666668,13.380169371150172
