Date,Season,Jamai,Bichhua,Amarwara,Harai,Chaurai,Tamia,Pandhurana,Sausar,Parasia,Mohkhera,Chhindwara,Jamai_Trend,Jamai_SMA,Jamai_EWMA,Jamai_DES,Jamai_TES,Jamai_ARIMA,Bichhua_Trend,Bichhua_SMA,Bichhua_EWMA,Bichhua_DES,Bichhua_TES,Bichhua_ARIMA,Amarwara_Trend,Amarwara_SMA,Amarwara_EWMA,Amarwara_DES,Amarwara_TES,Amarwara_ARIMA,Harai_Trend,Harai_SMA,Harai_EWMA,Harai_DES,Harai_TES,Harai_ARIMA,Chaurai_Trend,Chaurai_SMA,Chaurai_EWMA,Chaurai_DES,Chaurai_TES,Chaurai_ARIMA,Tamia_Trend,Tamia_SMA,Tamia_EWMA,Tamia_DES,Tamia_TES,Tamia_ARIMA,Pandhurana_Trend,Pandhurana_SMA,Pandhurana_EWMA,Pandhurana_DES,Pandhurana_TES,Pandhurana_ARIMA,Sausar_Trend,Sausar_SMA,Sausar_EWMA,Sausar_DES,Sausar_TES,Sausar_ARIMA,Parasia_Trend,Parasia_SMA,Parasia_EWMA,Parasia_DES,Parasia_TES,Parasia_ARIMA,Mohkhera_Trend,Mohkhera_SMA,Mohkhera_EWMA,Mohkhera_DES,Mohkhera_TES,Mohkhera_ARIMA,Chhindwara_Trend,Chhindwara_SMA,Chhindwara_EWMA,Chhindwara_DES,Chhindwara_TES,Chhindwara_ARIMA
1996-02-29,POMRB,4.85,12.95,7.1000000000000005,6.75,9.3,6.4060000000000015,8.087499999999999,7.275,5.5566666666666675,12.01,8.8975,,,4.85,5.683694510566761,3.5953433466165636,0.0,,,12.95,8.858605354652067,13.867096675413483,0.0,,,7.1000000000000005,6.046052899366444,6.156758343548891,0.0,,,6.75,3.943629900191036,5.169646166376054,0.0,,,9.3,11.499711704424138,8.726570712897812,0.0,,,6.4060000000000015,8.577047940412694,5.944968586438915,0.0,,,8.087499999999999,6.235965646912173,6.336688647235,0.0,,,7.275,8.787259349695924,8.443760850193323,0.0,,,5.5566666666666675,7.315805630534487,5.161845276694622,0.0,,,12.01,17.51958859822918,12.68002708453039,0.0,,,8.8975,7.783420967529519,7.3006367684193485,0.0
1996-05-31,PREMON,7.2349999999999985,20.08,6.836666666666666,6.88,10.55,7.678,7.744999999999999,10.993333333333334,6.54,15.165,9.9625,,,5.803999999999999,7.538531756129237,7.346291601544492,4.849969746494533,,,15.802,11.038389660978293,17.889968793961533,9.830610501260365,,,6.994666666666666,6.130273554527592,9.552833057782205,3.0842408710942872,,,6.802,4.024350255857466,7.46477266174855,1.015741664933921e-05,,,9.8,12.584752808365389,10.991478470179569,4.646104716257088e-06,,,6.914800000000001,9.673455259048573,7.746186212777418,2.0097464654394397,,,7.950499999999999,6.507403719612511,10.23061344679847,8.087430411989008,,,8.762333333333334,9.113869926461659,10.426020655288124,7.274978234417228,,,5.950000000000001,8.222172439128528,6.889363449505856,5.556650687172575,,,13.271999999999998,20.46556272336028,14.031792288867118,-1.3565969638674854e-09,,,9.323500000000001,7.8876492506734595,11.901901486500543,8.89739283339141
1996-08-31,MONSOON,1.155,8.06,2.7266666666666666,2.1766666666666663,5.289999999999999,4.702,4.007142857142857,9.89,3.2466666666666675,4.175,4.0775000000000015,3.583124999999999,,3.9444,6.489865637763978,1.9157901987154942,6.335871067371471,12.21125,,12.7052,10.342848989815671,7.96404018618194,14.304855210922465,5.298333333333333,,5.287466666666666,5.658148714490935,0.3138127147146559,3.283240762310436,4.885833333333332,,4.951866666666667,4.015780448877155,2.510473637912126,1.1926812680452512e-05,8.014375000000001,,7.9959999999999996,11.451741296557131,4.740260867110951,7.933888445130165e-06,5.8477500000000004,,6.029680000000001,8.967846313378237,4.022212151880523,2.7129336228780465,5.921517857142858,,6.373157142857142,6.166983983352763,2.9202356267524774,7.861431669785342,9.853125,,9.2134,9.215545765310054,7.2875820458519245,9.284357640853418,4.765000000000001,,4.868666666666668,7.65737719399838,3.008484359283212,6.117756741976187,10.309375,,9.633199999999999,17.207078600152975,3.822700749375324,-2.8995782178225707e-09,7.283125000000001,,7.225100000000001,7.8249028409032135,3.9889186986021574,9.582538117709383
1996-11-30,POMKH,1.915,8.33,4.8966666666666665,4.566666666666666,7.125,4.99,5.0237500000000015,9.626666666666667,4.126666666666667,8.86,6.710000000000001,3.3106249999999995,3.7887499999999994,3.13264,5.587696481918414,2.8670069826719464,3.4096438687593924,12.145000000000001,12.355,10.955119999999999,9.847603147818129,9.742183238137178,12.008142930866892,5.323333333333332,5.390000000000001,5.131146666666666,5.537918102608889,4.612555870267854,2.397508677106737,4.70125,5.093333333333333,4.797786666666667,4.0520558180530175,4.500076589526811,1.1960549131582856e-06,7.943749999999999,8.06625,7.647599999999999,10.784077441424495,7.431899128649883,6.411516726933738e-06,5.771750000000001,5.944000000000001,5.613808000000001,8.156713539138462,5.284267806697895,2.950509777993248,5.68328125,6.215848214285714,5.833394285714286,6.03204640891979,4.352984228264752,5.797891619322175,10.4525,9.446250000000001,9.378706666666666,9.259764282907954,8.518792922149201,9.583871435183008,4.953333333333334,4.867500000000001,4.571866666666668,7.214930162002173,4.214340411512067,4.820233463196603,10.559999999999999,10.052499999999998,9.32392,15.573095235824294,10.209555598944096,-3.3126342136276377e-09,7.207500000000001,7.411875,7.019060000000001,7.835169289284479,5.886908791336157,6.536578207861311
1997-02-28,POMRB,3.205,11.8,6.366666666666667,5.09,8.885,5.636,5.732857142857143,10.53,4.736666666666667,14.065,7.8675,3.218125,3.3775,3.161584,5.142136815803737,3.938393667683324,4.374224121638431,12.17375,12.067499999999999,11.293071999999999,10.154291716806274,14.131707195394371,11.386857773874322,5.292083333333334,5.206666666666667,5.6253546666666665,5.628925606696311,6.381555045061248,4.910444769947819,4.734166666666666,4.678333333333333,4.914672,4.098005398480955,5.5670747309909405,6.749991821906719,7.6525,7.9624999999999995,8.14256,10.622809376371842,8.87641438239904,9.299995412535782,5.699250000000001,5.7515,5.6226848,7.545540897507824,6.108117799108292,6.303200281017485,5.568660714285714,5.6271875,5.793179428571429,6.025413337333535,6.942883670470513,6.585209213742502,10.311874999999999,10.260000000000002,9.839223999999998,9.438596058059842,9.895420695212195,8.120802225503027,5.130000000000001,4.6625000000000005,4.637786666666668,6.87006873104144,5.18507045105756,5.3218469492278455,10.274999999999999,10.566249999999998,11.220352,15.979120922944464,12.597599939896185,11.61302318232748,7.2340625,7.154375,7.358436000000001,7.877073212374862,7.746341483566477,7.967466345853088
1997-05-31,PREMON,6.7,20.7,7.77,7.063333333333333,10.4,7.8400000000000025,8.19375,12.533333333333333,8.866666666666667,15.115,10.3875,3.3112500000000002,3.2437500000000004,4.5769504,6.0363951029236445,7.059710898933602,6.075021915167695,12.30625,12.2225,15.055843199999998,12.186841996153202,17.810900114212327,14.236901145058333,4.970833333333333,5.44,6.4832128,5.893607736980178,9.597737747007468,4.839826592776239,4.542916666666666,4.724166666666666,5.774136533333333,4.181225694470585,7.380065968383001,6.287486328210289,7.341875,7.925,9.045535999999998,10.896025502634096,10.97523646847163,10.479051823412796,5.5775000000000015,5.792000000000001,6.50961088,7.860819700224297,7.749242949431583,7.326730839259966,5.268415178571429,5.739375000000001,6.753407657142857,6.396390353667159,9.952773294369326,6.293611757484435,9.584791666666666,10.645000000000001,10.916867733333333,9.90311934476087,12.719741694923556,11.68841647405208,5.001250000000001,5.2441666666666675,6.329338666666668,7.897609858399001,6.812652913425968,5.994331821645299,10.34,10.553749999999999,12.778211200000001,16.534468589442156,14.372552537926131,14.663738264811371,6.9234375,7.260624999999999,8.5700616,7.989206623332275,11.897193847684514,8.67323605311248
1997-08-31,MONSOON,0.95,7.67,1.5433333333333332,2.2566666666666664,3.1100000000000003,3.96,2.6414285714285715,7.225,2.333333333333333,1.945,3.865,3.181875,3.1925000000000003,3.12617024,4.570951617181972,1.4608466410258538,1.744588945477271,11.7925,12.125,12.101505919999997,11.171808603925689,8.05481003160914,10.812852909913175,4.296666666666667,5.144166666666667,4.507261013333333,5.29678248183629,0.5255227547270209,3.378196494784204,4.026666666666666,4.744166666666667,4.367148586666667,4.1731711198998,2.488579111949817,2.3846535940779225,6.8025,7.380000000000001,6.671321599999999,8.673425597271896,4.684688891260439,5.236772755526134,5.4325,5.6065000000000005,5.4897665280000005,6.484305394565013,4.052537432761399,4.723433838926546,4.807120535714286,5.397946428571429,5.1086160228571424,5.863218849634601,2.8593378666426448,5.709008480243716,8.648333333333333,9.978750000000002,9.44012064,9.461430136537592,9.229356596467573,10.819970522984868,4.800833333333334,5.015833333333334,4.730936533333334,6.534915863968738,3.216612577445467,4.184591343446426,9.633750000000001,9.99625,8.44492672,11.451371132078703,4.0860947070155476,4.037000148637845,6.0218750000000005,7.2075,6.688036960000001,7.916440853818767,4.115365773278908,6.339476148759749
1997-11-30,POMKH,2.865,9.78,3.51,2.9566666666666666,6.819999999999999,4.758,3.9875,6.475,4.010000000000002,11.61,4.4375,2.956875,3.4300000000000006,3.021702144,3.9873230660039876,2.423238949405537,2.1544060185506906,10.67875,12.4875,11.172903551999998,10.794242438540048,9.71615019443203,10.131194669511896,3.668333333333333,4.797499999999999,4.108356607999999,5.041851323472758,4.562342005870572,3.3558897063591706,3.347083333333333,4.341666666666667,3.8029558186666668,4.177846320547166,4.502059900400692,4.8237889280109885,6.179375,7.303750000000001,6.730792959999999,7.906259492483068,6.7516639524213256,6.7681639503737525,5.182,5.548500000000001,5.197059916800001,5.655297343799541,5.182091806082389,4.801532023826459,4.265513392857143,5.138883928571429,4.660169613714285,5.614203047821725,3.9024995495103028,4.624986952956382,7.604791666666667,9.190833333333336,8.254072384,8.972367721583382,8.309455788719532,8.443184850092857,4.1762500000000005,4.986666666666668,4.442561920000001,5.803608147297491,4.289557444990483,4.171226293689367,8.530624999999999,10.68375,9.710956031999999,11.05781133728081,9.97928459446709,8.567142830560414,5.133437499999999,6.639374999999999,5.787822176000001,7.85855938173111,5.909902954189101,6.540497767088438
1998-02-28,POMRB,1.22,6.24,2.36,2.5700000000000003,4.875,4.708,3.0787499999999994,6.19,3.25,5.665,2.9275,3.294375,2.9337500000000007,2.3010212863999997,2.944611835567976,3.797618195022897,3.9116017037685857,10.844999999999999,11.0975,9.199742131199999,9.783852647331722,14.464275935056856,11.626418297642397,3.815833333333333,3.7958333333333325,3.4090139647999993,4.669122788251098,6.080417845434541,5.440263330423486,3.0174999999999996,3.711666666666667,3.3097734912000005,4.174705401874471,5.191307872167586,5.181446391532924,6.362500000000001,6.301250000000001,5.988475776,6.683606915641073,8.306512718724223,8.779627489512244,5.177999999999999,5.3165000000000004,5.00143595008,5.014962161984213,5.98366899878872,5.8592081339660895,4.330647321428572,4.475357142857144,4.027601768228571,5.2625988692014865,6.317503516317926,5.585815952315987,7.093125000000001,8.105833333333335,7.4284434304,8.516377008907535,8.312176641125543,7.5693469026353,3.970416666666667,4.615000000000001,3.9655371520000005,4.918579166313724,5.2375461878096194,5.04861879728493,9.26,8.58375,8.0925736192,8.556555014701527,12.95739027250393,12.880440980262202,5.04125,5.404375,4.6436933056,7.756956849553857,7.068708401153607,7.157651431848203
1998-05-31,PREMON,6.885,17.35,6.75,4.1466666666666665,9.425,6.7639999999999985,6.515,8.525,5.3566666666666665,14.69,8.219999999999999,3.595625,2.9800000000000013,4.13461277184,4.206318034497936,6.642194561052467,5.581344136038469,10.72625,10.260000000000002,12.45984527872,11.220301845068793,16.71187105349289,14.96032097957519,4.050000000000001,3.5408333333333326,4.74540837888,4.929093852680863,8.600875407606493,4.464279421909864,3.038333333333333,2.9825,3.644530761386667,4.200982217639425,6.501822174798006,5.851294352193634,6.511875000000002,6.057500000000003,7.3630854656,7.160115394046282,9.393814145147307,9.465198210088817,5.2829999999999995,5.047499999999999,5.706461570047999,5.393946497271818,7.48693570223773,7.32234056882062,4.6431249999999995,4.0556696428571435,5.022561060937143,5.48844069466798,8.721663920214374,5.3234018118933175,7.015625,7.103750000000002,7.86706605824,8.499019310025107,9.84924343260443,9.522752627765263,4.167916666666667,3.7375000000000007,4.521988957866666,4.85465661127658,6.682715583993337,7.012246993481008,9.150624999999998,8.4775,10.73154417152,10.28410056118334,12.997999386845393,14.86413654260556,5.04875,4.8625,6.07421598336,7.803508268869781,9.918607602284853,7.367853354959764
