Date,Season,Sikrara,Dharampur,Mogra Badshahpur,Sujanganj,Machhalishahr,Khuthan,Belhari,Badlapur,Mariahu,Barsathi,Kerakat,Baksha,Muftiganj,Mahrajganj,Jalalpur,Dobhi,Shahganj,Karanjakala,Suithkala,Sikrara_Trend,Sikrara_SMA,Sikrara_EWMA,Sikrara_DES,Sikrara_TES,Sikrara_ARIMA,Dharampur_Trend,Dharampur_SMA,Dharampur_EWMA,Dharampur_DES,Dharampur_TES,Dharampur_ARIMA,Mogra Badshahpur_Trend,Mogra Badshahpur_SMA,Mogra Badshahpur_EWMA,Mogra Badshahpur_DES,Mogra Badshahpur_TES,Mogra Badshahpur_ARIMA,Sujanganj_Trend,Sujanganj_SMA,Sujanganj_EWMA,Sujanganj_DES,Sujanganj_TES,Sujanganj_ARIMA,Machhalishahr_Trend,Machhalishahr_SMA,Machhalishahr_EWMA,Machhalishahr_DES,Machhalishahr_TES,Machhalishahr_ARIMA,Khuthan_Trend,Khuthan_SMA,Khuthan_EWMA,Khuthan_DES,Khuthan_TES,Khuthan_ARIMA,Belhari_Trend,Belhari_SMA,Belhari_EWMA,Belhari_TES,Belhari_ARIMA,Badlapur_Trend,Badlapur_SMA,Badlapur_EWMA,Badlapur_DES,Badlapur_TES,Badlapur_ARIMA,Mariahu_Trend,Mariahu_SMA,Mariahu_EWMA,Mariahu_DES,Mariahu_TES,Mariahu_ARIMA,Barsathi_Trend,Barsathi_SMA,Barsathi_EWMA,Barsathi_TES,Barsathi_ARIMA,Kerakat_Trend,Kerakat_SMA,Kerakat_EWMA,Kerakat_DES,Kerakat_TES,Kerakat_ARIMA,Baksha_Trend,Baksha_SMA,Baksha_EWMA,Baksha_DES,Baksha_TES,Baksha_ARIMA,Muftiganj_Trend,Muftiganj_SMA,Muftiganj_EWMA,Muftiganj_DES,Muftiganj_TES,Muftiganj_ARIMA,Mahrajganj_Trend,Mahrajganj_SMA,Mahrajganj_EWMA,Mahrajganj_DES,Mahrajganj_TES,Mahrajganj_ARIMA,Jalalpur_Trend,Jalalpur_SMA,Jalalpur_EWMA,Jalalpur_DES,Jalalpur_TES,Jalalpur_ARIMA,Dobhi_Trend,Dobhi_SMA,Dobhi_EWMA,Dobhi_DES,Dobhi_TES,Dobhi_ARIMA,Shahganj_Trend,Shahganj_SMA,Shahganj_EWMA,Shahganj_DES,Shahganj_TES,Shahganj_ARIMA,Karanjakala_Trend,Karanjakala_SMA,Karanjakala_EWMA,Karanjakala_DES,Karanjakala_TES,Karanjakala_ARIMA,Suithkala_Trend,Suithkala_SMA,Suithkala_EWMA,Suithkala_DES,Suithkala_TES,Suithkala_ARIMA
1996-02-29,POMRB,6.4274999999999975,7.4674999999999985,4.07,4.22,2.28,2.5775,5.9833333333333325,5.15,7.395,3.14,11.65,7.765,3.72,3.998,3.306666666666667,11.5,2.24,1.98,6.1175,,,6.4274999999999975,5.725957833367697,5.996256685837749,0.0,,,7.4674999999999985,12.324388622627879,7.357648905161768,0.0,,,4.07,3.413164138862019,4.713259770908468,0.0,,,4.22,3.804355343514271,3.955165715730759,0.0,,,2.28,2.959802778173264,2.6245902961593917,0.0,,,2.5775,3.630167273053769,2.4696109347578443,0.0,,,5.9833333333333325,6.547441677192764,0.0,,,5.15,4.4139685326615234,5.15,0.0,,,7.395,5.977379561943024,7.314130449147067,0.0,,,3.14,3.7296513811450107,0.0,,,11.65,15.3159530693985,11.65,0.0,,,7.765,7.827151204971982,7.5856471875859235,0.0,,,3.72,1.438579246524387,3.72,0.0,,,3.998,6.79792045198864,3.9010154049112393,0.0,,,3.306666666666667,3.3393257809952908,3.3356250000000007,0.0,,,11.5,11.411866076850984,11.56572114242235,0.0,,,2.24,1.1455599566842756,2.242147409148139,0.0,,,1.98,6.386985645933015,1.9317630941656232,0.0,,,6.1175,5.803637492737564,5.895104556317966,0.0
1996-05-31,PREMON,7.846666666666668,10.3175,8.28,5.41,4.746666666666666,5.1975,9.585,7.496666666666667,9.923333333333334,5.955,13.7,9.18,8.05,5.738181818181817,5.16,13.39,3.735,4.64,6.995,,,6.995166666666666,6.070336366657314,8.197150338925713,5.839822861660724,,,8.6075,15.065805796695331,10.524758992461253,4.223556362082647,,,5.754,3.756134923189948,6.060563959740041,4.0699912718384486,,,4.696,4.308789671191824,5.809150018538746,4.219996683556199,,,3.2666666666666666,3.090873995655317,4.4348298056867534,2.279995068758311,,,3.6255,6.2735953691048065,4.41421618881828,1.329703286209328,,,7.4239999999999995,7.716353273975633,1.8344685604408069,,,6.088666666666667,5.067547326410882,7.496666666666667,5.149995595565361,,,8.406333333333333,6.715258424451137,9.08160109003384,6.54643130989861,,,4.266,5.579852008193052,1.1121394753492586,,,12.47,17.202876334202625,13.7,1.59161538796784e-08,,,8.331,8.318756199001353,9.35018103158341,7.76499050128963,,,5.452000000000001,2.7867016490241254,8.05,3.719991471536472,,,4.694072727272728,8.387840710873888,5.5580897125149775,2.0393026916121713,,,4.048,3.452340041343365,5.216312326869806,3.3066620744103266,,,12.256,11.713782779389735,12.200412565411874,11.171742628480175,,,2.838,1.47479839549112,3.739014690172696,5.801828645777383e-10,,,3.0439999999999996,9.961442733412568,4.562529665792451,1.9799964367446106,,,6.4685,6.010275305687175,7.434163220567953,6.117487224901673
1996-08-31,MONSOON,4.722,3.9325,2.91,3.55,1.26,0.77,4.596666666666667,4.466666666666667,6.513333333333333,2.28,7.7,6.9,0.34,2.8963636363636365,2.8375000000000004,10.65,0.5,0.9,5.1575000000000015,6.165635416666667,,6.0859000000000005,5.461517130830387,5.149324302699845,6.810028954861353,7.156562500000001,,6.7375,12.828119343425627,3.9070329797632195,6.535155726667192,4.7121875,,4.6164,3.5007716133459295,4.111509581067926,6.342593333832115,3.973125,,4.2376,4.187601644304693,3.9418680174394263,5.196324876948975,2.7132291666666664,,2.464,2.9638692806316005,2.4007396599454363,3.3463721940684232,3.0146875,,2.4833,5.643069596727137,2.3337033779330048,2.6275622838115726,6.785000000000001,,6.293066666666666,5.294817428012056,3.1510849956835365,5.369375000000001,,5.439866666666667,4.912976790911574,4.466666666666667,6.761987167137668,7.834479166666666,,7.6491333333333325,6.422455653807061,7.614939824767893,8.148410105678739,4.0084375,,3.4716,2.1987809154929057,2.2003607711589384,10.067499999999999,,10.562000000000001,16.335251498768127,7.7,1.0168650062910154e-06,7.752812499999999,,7.7585999999999995,7.765139765071931,7.412176176850466,8.624342201117786,3.14375,,3.4072000000000005,2.243332393234675,0.33999999999999986,6.949414426491685,3.9995227272727263,,3.974989090909091,7.092023470106508,3.0074753322492627,3.087550360268991,3.804583333333334,,3.5638,3.427118331222354,2.919570646710814,4.477163921642589,11.305625,,11.613600000000002,11.054505607584135,11.49130113727843,12.324098866027986,2.0181250000000004,,1.9028,1.2057611208714554,0.5060735392799227,2.442411876185103e-09,2.435,,2.1863999999999995,7.0762166405488225,1.7045225438737974,3.3546263442001227,6.021979166666667,,5.944100000000001,5.834204407358307,4.249834517003807,6.584064094926482
1996-11-30,POMKH,6.272,6.7175,3.58,3.52,2.57,3.7775,5.896666666666667,4.67,7.670000000000001,4.62,8.1,7.465,1.125,3.2845454545454538,3.4450000000000003,10.32,1.74,2.31,6.083333333333332,6.041520833333333,6.317041666666666,6.160340000000001,5.4616162967992485,5.38152593682966,6.021796737725993,7.2134374999999995,7.108750000000001,6.7295,11.574936248399515,6.503350012603018,6.150698847572183,4.53125,4.71,4.20184,3.350853784324579,3.7580063867501736,4.914049621107358,3.76375,4.175,3.9505599999999994,4.048125061091234,3.350481170056124,3.3379058280092746,2.7639583333333335,2.7141666666666664,2.5064,2.939285849290488,1.8607135826429055,3.128677580002536,2.855729166666667,3.080625,3.00098,6.3235145213126325,1.789477480553209,2.991954261491163,6.810625000000001,6.515416666666667,6.134506666666667,6.105882134464046,2.695851347097598,5.163749999999999,5.445833333333335,5.13192,4.824025960902005,4.669999999999999,4.890582383878751,7.407708333333333,7.875416666666667,7.65748,6.564229675650343,7.544073861442127,7.5643737076239255,3.9643750000000004,3.9987500000000002,3.93096,3.2530811979084575,1.5412235670780174,9.8475,10.287500000000001,9.577200000000001,15.192297889688577,8.1,1.1888724479240287e-06,7.61375,7.8275,7.641159999999999,7.6341914656415755,7.115693182923773,7.657221350789031,2.580416666666667,3.3087500000000003,2.4943200000000005,1.9344795737146334,1.125,1.2054076768813646,3.987386363636363,3.979272727272727,3.6988116363636356,5.797279781836688,3.6698396638525104,2.4883349341971774,3.9296875000000004,3.687291666666667,3.51628,3.437377068834687,3.5512459229958937,3.3348970234197655,10.897083333333335,11.465,11.096160000000001,10.48190769399197,11.144620508255635,11.614798434804406,2.0475,2.05375,1.8376800000000002,1.201023914902418,1.747565721487137,3.075827105431865e-09,2.4683333333333333,2.4575,2.2358399999999996,5.063549671095631,1.4701744026737917,2.4474666053809413,5.904999999999999,6.088333333333334,5.999793333333333,5.864614033286386,5.88713455795396,6.013206260371037
1997-02-28,POMRB,5.216249999999999,7.85,4.0875,2.605,2.2725,2.0500000000000003,8.14,4.538333333333334,7.067499999999999,3.2175,9.89,7.1675,2.4000000000000004,4.159999999999998,4.245,10.225,1.955,1.8,5.586666666666666,6.1623125,6.0142291666666665,5.782704,5.18550047352715,6.182123355128634,6.170197430085888,7.2824374999999995,7.2043750000000015,7.1777,10.677661922706458,7.4019933508159435,6.889908237167301,4.496875,4.714375,4.156104,3.2800540055721883,4.84744828239358,4.028692763950302,3.83,3.77125,3.412336,3.6373448433246436,4.064151884915802,4.35184916376812,3.1740625000000002,2.7122916666666668,2.41284,2.8951925033137145,2.5523422047605715,2.216550951578458,2.8858333333333333,2.94875,2.620588,5.555521706257912,2.7407680836016928,2.307232900049557,6.6825,7.054583333333333,6.936704000000001,6.605190082166166,5.722791997086461,5.113333333333333,5.2929166666666685,4.894485333333334,4.714153821643394,5.1499999999999995,5.209125677984699,7.430208333333333,7.793541666666667,7.421487999999999,6.553203248823644,7.326951399288184,7.467522601702352,3.951875,4.018125,3.6455759999999997,3.907178472062876,3.0992587844804977,8.995,9.847500000000002,9.70232,14.436768747655515,11.65,11.64997867174878,7.465000000000001,7.678125,7.451696,7.440803167437197,7.5099584452913675,7.574913489268398,2.2720833333333332,2.9787500000000002,2.4565920000000006,1.9594640939516101,3.72,3.450691832990196,3.8840656565656566,4.019772727272726,3.8832869818181805,5.124779078098277,3.831112063374963,3.8468556221092998,3.9225000000000003,3.9218750000000004,3.8077680000000003,3.4945272817846273,3.433997050142251,3.4223163370506593,10.335416666666667,11.14625,10.747696000000001,10.058634496731205,11.326709359146484,11.073783900995627,2.1125,1.9825,1.884608,1.2377307549929906,2.2493275126432355,1.7625445770589507,2.536666666666667,2.4125,2.061504,3.0469072564559356,2.0064501556656538,2.044207425835099,5.674687499999999,5.955625,5.834542666666666,5.796406450603731,6.173462463453538,6.026177734028797
1997-05-31,PREMON,8.065,10.39,6.815,5.35,5.16,4.453333333333333,7.633333333333333,6.463333333333334,6.836666666666666,5.525,13.7,8.665000000000001,4.863333333333333,5.4790909090909095,5.2225,11.396666666666668,4.255,5.086666666666667,6.59,5.9274375,6.068812499999999,6.6956223999999995,5.897608479014243,7.905589295752916,6.5410257998674615,7.209250000000001,7.222500000000002,8.462620000000001,11.02347998242844,10.67454900768016,9.67022805609098,4.439375,4.348125000000001,5.219662400000001,3.52679096333571,6.16190430006924,6.1346567318867615,3.69625,3.7562500000000005,4.187401599999999,4.1064156093837045,5.1590012100832165,4.2613410968248795,3.5534375000000007,2.815625,3.511704,3.060302096139463,4.375424543260116,4.035205374500635,2.712604166666667,2.7627083333333338,3.3536861333333334,5.8801954402375864,4.535883849193566,4.497286953031731,6.9175,6.566666666666666,7.215355733333334,8.07928214252644,9.585207639076259,5.14375,5.034583333333336,5.522024533333334,5.116940576494377,7.34078485687904,5.944297010193681,7.684791666666666,7.021875000000001,7.187559466666666,6.506243837571595,9.248625659897733,8.427431433916862,3.8225,3.910625000000001,4.3973455999999995,5.743263440358833,5.643181369837545,8.095,9.8475,11.301392,14.850701910525506,13.25146814404432,13.698808014419335,7.27875,7.5493749999999995,7.937017600000001,7.884833522597099,8.99054177229322,8.234144083487552,2.3639583333333336,2.182083333333334,3.419288533333334,2.5928103990586466,7.808670360110804,5.152187443512751,3.7661994949494946,3.954999999999999,4.5216085527272725,5.356248519166915,5.56303899688608,5.545485213141322,3.8553125,3.937500000000001,4.3736608,3.609105504978592,5.359022084925405,4.817841318584334,9.821666666666665,10.647916666666667,11.007284266666668,10.181426620156476,11.504596159455167,10.678374642725323,2.0575,2.1125,2.8327647999999996,1.6653064369091533,3.7298547759922824,2.938885711816557,2.460416666666667,2.524166666666667,3.2715690666666664,4.448099928000411,4.577248890619368,3.8574050107945825,5.306145833333334,5.854375,6.1367256,5.928704371960911,7.458608746279169,6.314374975560147
1997-08-31,MONSOON,5.4700000000000015,4.412,4.1,4.14,4.1275,1.755,5.5233333333333325,5.096666666666667,9.78,2.61,0.88,6.225,1.06,2.328888888888889,2.7175,8.15,0.5,1.0,3.72,5.4476562500000005,6.255812499999999,6.20537344,5.734727016675745,5.03200619194419,5.487979106458738,6.709625,7.342375000000001,6.842372000000001,8.225694737956873,4.032721987112954,4.2831763258523,4.2353125,4.645625000000002,4.77179744,3.4680037925987,3.7719203480154775,3.7199973096432735,3.2868749999999998,3.9037500000000005,4.16844096,4.167098379880626,3.4060561274481143,4.245603386196235,3.5734375000000007,3.5325,3.7580224,3.140123685674135,2.435102426848495,1.9380169060627348,2.3087500000000003,3.008958333333334,2.71421168,4.548450675451846,2.2933075911388756,0.9185989874725861,6.907916666666667,6.798333333333333,6.538546773333334,5.321206588789421,3.8409815048625378,5.018958333333335,5.192083333333336,5.351881386666667,5.14343789667232,4.060058522161944,5.0453947971294815,7.490104166666666,7.838541666666669,8.224535679999999,7.411110599704462,6.517817367922043,6.671487212240122,3.6615625000000005,3.9931250000000014,3.6824073599999996,2.278451101169125,2.122665146030658,7.8275,8.1425,7.1328352,10.892015414678255,7.287769891268483,7.626811725055989,7.1021875,7.380625,7.252210560000001,7.2414003376322515,6.9679953098012595,7.2252643936654595,2.2008333333333336,2.362083333333334,2.47557312,2.282098439028285,-0.4727208968623642,1.5773304200301648,3.5363926767676763,3.813131313131312,3.644520687191919,3.729890064464837,2.9271990148792884,2.7669026538322923,3.67625,3.907500000000001,3.71119648,3.574213600248289,3.0580498530079367,3.443181713523505,9.461041666666668,10.022916666666667,9.864370560000001,9.2144326438802,10.223362654174801,10.841813166515873,1.923125,2.1125,1.8996588799999996,1.3814475333963665,0.5252567578043057,0.39342512941383906,2.349166666666667,2.549166666666667,2.3629414399999997,2.232276187712673,1.8209467924438933,1.5412247480042804,4.914583333333335,5.494999999999999,5.17003536,5.499378685414561,4.139526314954578,5.4860068899106675
1997-11-30,POMKH,3.645,5.6525,1.93,1.86,2.7375000000000003,1.4066666666666665,6.85,4.283333333333334,6.44,3.255,7.72,6.65,1.14,2.9090909090909087,3.0275,8.71,1.3,1.6,4.572500000000002,5.231875,5.599062499999999,5.181224064,5.027692059079721,5.55990743069671,6.147475945939718,6.366875,7.076125000000001,6.366423200000001,6.674924909722936,6.739366356466592,6.61448670440676,4.22875,4.233125000000001,3.6350784640000002,3.1837499336728294,3.8490011785190084,4.183210793275739,3.005,3.4887500000000005,3.245064576,3.5270046506897175,3.3949309709038147,3.4074145394390243,3.5509375000000003,3.574375,3.34981344,3.1151253344024274,2.457031090618263,3.39968690129689,2.2025,2.4162500000000007,2.1911936746666667,3.2376310110798516,1.9410112243063578,3.6819978736737093,6.698333333333332,7.036666666666665,6.663128064,6.263170678799027,5.613191409058636,4.951770833333334,5.0954166666666705,4.924462165333335,4.953186916968233,4.461569302174048,4.99712058082189,7.719583333333333,7.531041666666669,7.510721407999999,7.2026790614093175,7.732770005918266,7.708717260733438,3.7281250000000004,3.6518750000000013,3.511444416,3.368077515756812,4.476719241885833,7.6075,8.0475,7.3677011199999995,9.605583177779783,5.996638810101143,8.095450338486437,7.025625000000001,7.176875,7.011326336000001,7.001937637500897,6.545909023233289,7.089138998234965,1.8029166666666667,2.365833333333334,1.9413438719999998,2.010829276518777,0.4861615018964134,1.6781507024035844,3.44154797979798,3.7192676767676756,3.350348775951515,2.9720332394560622,3.4323078210080546,2.9237222169287156,3.6821875,3.8031250000000014,3.437717888,3.5568503121517447,3.675479284195695,3.358158366038439,9.220833333333335,9.620416666666667,9.402622336,8.712753146600257,9.333421602582852,9.76647442880569,1.763125,2.0025,1.6597953279999997,1.2888210543050884,1.7662092240819627,1.3691194486532474,2.2783333333333333,2.3716666666666666,2.057764864,1.4838803523887119,1.5827314479522903,2.403667111337956,4.759375,5.117291666666667,4.931021216,5.31087011073252,5.360372972362572,5.393380248451956
1998-02-28,POMRB,4.005,4.918000000000001,4.105,0.99,2.265,1.1900000000000002,7.11,3.9266666666666663,6.7399999999999975,3.295,8.13,6.57,1.08,2.697,3.23,8.95,1.32,1.62,3.965,5.082270833333334,5.296249999999999,4.7107344384,4.54699628472519,5.401839836285615,5.2091739364315295,6.3606875,6.343125000000001,5.787053920000001,5.330903275194877,7.2323194505645665,7.1755796356539445,4.091458333333334,4.237500000000001,3.8230470784000006,3.1677045617660506,4.448347741092696,3.367256144236981,2.7874999999999996,3.0850000000000004,2.3430387456,2.722443615429495,2.714994491492475,2.5029099018614285,3.349791666666667,3.5725,2.9158880640000002,3.058154790517553,3.0636034617188104,2.698243411034493,2.1427083333333337,2.2012500000000004,1.7907162048000003,2.1872360191206806,2.4201751273940144,2.071931940303079,6.473229166666667,6.779166666666665,6.8418768384,6.878222684844008,7.15140582872291,4.819513888888889,4.9425000000000034,4.525343965866667,4.683831155598931,4.81170447337072,4.6857758064004065,7.517847222222222,7.449166666666668,7.202432844799999,7.091868214864367,7.101690020933547,7.181356203947959,3.79875,3.671250000000001,3.4248666495999998,3.8133201407777566,2.7765046835918845,8.03375,7.6075,7.672620672,8.709654265521989,8.902653826460398,10.964328886108765,6.890000000000001,7.027500000000001,6.8347958016,6.823097488734932,6.806736833544713,6.831132024988611,1.525,2.035833333333334,1.5968063232,1.7550817346664718,2.7852052573135904,3.1602818769457963,3.4754116161616166,3.353517676767676,3.089009265570909,2.4671469813395706,3.5490622054613876,3.8728672443668626,3.6009374999999997,3.5493750000000013,3.3546307327999996,3.550748613227592,3.577124445827237,3.6873508768050502,9.25625,9.301666666666668,9.2215734016,8.459146978387071,9.604226317818332,9.224372167708104,1.6825,1.84375,1.5238771967999998,1.2199974910072966,2.228018026983595,1.8458535238132783,2.3675,2.326666666666666,1.8826589184000002,1.2460451825499508,1.9253304343891249,1.8134405545374448,4.831770833333334,4.711875,4.5446127296,5.0445564770099764,5.3379135498883565,4.885013990526254
1998-05-31,PREMON,7.549999999999999,10.58,6.745,4.71,4.987500000000002,4.463333333333334,6.986666666666667,6.5375,9.0,5.98,13.7,8.65,3.0,6.183333333333334,6.285,10.75,3.61,4.7,6.97,5.0251666666666654,5.167499999999999,5.846440663039999,5.293556983481018,6.978034367570725,6.1607176406112,6.3479375,6.390625,7.704232352,7.283760933545958,9.643511024633101,8.882480124432798,4.102291666666667,4.220000000000001,4.991828247040001,3.45562626608612,5.880078079180595,6.425594321286949,2.54875,2.9250000000000003,3.28982324736,3.138243615379616,4.852010936119278,4.276291505667506,3.089270833333334,3.529375,3.744532838400001,3.1995134062898516,4.7837891440236,4.619139555835233,2.1983333333333333,2.2037500000000003,2.8597630562133336,3.0085661350817956,4.114326814507934,3.94190112668804,6.003958333333333,6.617499999999998,6.899792769706667,8.162855202638719,8.335174964676696,4.50423611111111,4.961041666666669,5.33020637952,5.111560197822711,6.876888483497357,5.790755501630658,7.228194444444443,7.99,7.921459706879999,7.694612625770883,8.362305634284398,7.572830222233785,3.7618750000000003,3.7850000000000015,4.44691998976,5.6735869152884515,5.584306402379557,8.483749999999999,7.607499999999999,10.0835724032,9.84671561926488,11.41990773378528,13.638047651106445,6.495000000000001,7.0237500000000015,7.56087748096,7.495595213005405,8.344849977759862,7.825027328374915,1.47625,1.5700000000000007,2.1580837939200004,1.9791296922798889,6.323904528192093,5.629813985515698,3.456358585858586,3.5295782828282816,4.326738892675879,4.412625817448181,4.899807830349585,4.8741598310460095,3.3518750000000006,3.8150000000000013,4.526778439679999,3.725406618800235,5.3872476195387815,4.542211510408511,9.3425,9.14,9.832944040960001,8.926215383737036,9.979424553198939,8.952155462253588,1.77125,1.6824999999999999,2.3583263180799996,1.5611694324855383,3.7169538120157646,3.5176504995816535,2.58,2.2299999999999995,3.00959535104,4.338898864132136,4.472847121310604,4.216934297881693,4.876666666666667,4.806875,5.51476763776,5.390528200734672,6.376387574302807,5.173815900522117
