Date,Season,Mukerian,Dasua,Hazipur,Garhshankar,Tanda,Mahilpur,Hoshiarpur - Ii,Bhunga,Hoshiarpur - I,Talwara,Mukerian_Trend,Mukerian_SMA,Mukerian_EWMA,Mukerian_DES,Mukerian_TES,Mukerian_ARIMA,Dasua_Trend,Dasua_SMA,Dasua_EWMA,Dasua_DES,Dasua_TES,Dasua_ARIMA,Hazipur_Trend,Hazipur_SMA,Hazipur_EWMA,Hazipur_DES,Hazipur_TES,Hazipur_ARIMA,Garhshankar_Trend,Garhshankar_SMA,Garhshankar_EWMA,Garhshankar_DES,Garhshankar_TES,Garhshankar_ARIMA,Tanda_Trend,Tanda_SMA,Tanda_EWMA,Tanda_DES,Tanda_TES,Tanda_ARIMA,Mahilpur_Trend,Mahilpur_SMA,Mahilpur_EWMA,Mahilpur_DES,Mahilpur_TES,Mahilpur_ARIMA,Hoshiarpur - Ii_Trend,Hoshiarpur - Ii_SMA,Hoshiarpur - Ii_EWMA,Hoshiarpur - Ii_DES,Hoshiarpur - Ii_TES,Hoshiarpur - Ii_ARIMA,Bhunga_Trend,Bhunga_SMA,Bhunga_EWMA,Bhunga_DES,Bhunga_TES,Bhunga_ARIMA,Hoshiarpur - I_Trend,Hoshiarpur - I_SMA,Hoshiarpur - I_EWMA,Hoshiarpur - I_DES,Hoshiarpur - I_TES,Hoshiarpur - I_ARIMA,Talwara_Trend,Talwara_SMA,Talwara_EWMA,Talwara_DES,Talwara_TES,Talwara_ARIMA
1996-02-29,POMRB,2.7825,5.653333333333332,7.1,14.448333333333334,3.71,16.143333333333334,9.328333333333333,12.9475,5.423333333333333,6.945,,,2.7825,2.829127202102279,3.0720080904684206,0.0,,,5.653333333333332,5.095664994940964,5.663333333333332,0.0,,,7.1,6.431212694050139,6.483270870865349,0.0,,,14.448333333333334,13.629289637674143,13.99892555667995,0.0,,,3.71,2.4146042894412454,3.588758277444695,0.0,,,16.143333333333334,15.508847674015747,15.519711132354233,0.0,,,9.328333333333333,8.127295401686375,7.931660594339362,0.0,,,12.9475,12.821564677576378,12.456058160937417,0.0,,,5.423333333333333,5.091949274864803,4.96420450969288,0.0,,,6.945,6.948470124986605,6.878878666098831,0.0
1996-05-31,PREMON,4.756666666666667,6.093333333333333,7.98,14.925,5.3900000000000015,15.636666666666665,10.085,13.07,5.23,7.47,,,3.572166666666667,3.6501453780307953,3.3657302786321264,2.7824951362998918,,,5.829333333333333,5.177610093031105,6.112169898430285,5.653326523236738,,,7.452,6.784140907252991,7.387987884468265,7.099991699253844,,,14.639000000000001,13.691559295463653,13.061027631314623,14.448272516315347,,,4.382000000000001,2.807613360593451,5.177752007209808,3.7099974225992822,,,15.940666666666665,15.554168013215204,15.651898116533348,16.14319679889831,,,9.631,8.525829465882309,8.353975957368128,9.328074397169676,,,12.996500000000001,12.914605119084978,13.487208616956515,12.947463669145055,,,5.346,5.167368842192325,5.1649503262311,5.42331885539769,,,7.154999999999999,7.050576705592514,7.4610542759811835,6.94497793797819
1996-08-31,MONSOON,1.4225,3.29,2.65,11.342,2.995,13.283333333333333,8.986666666666666,12.643333333333333,2.876666666666667,6.51,2.9247916666666667,,2.7123,2.514149548818479,3.0939573081218956,3.8903162685727066,5.166249999999999,,4.813599999999999,4.836734168127566,3.3165342500441204,5.878459842375936,6.17375,,5.5312,6.05351602607543,5.807408385517402,7.555961841212953,13.770291666666665,,13.3202,13.754113448257286,13.354397336194957,14.728622867890852,3.8356250000000007,,3.8272000000000004,2.768000119754652,3.6891159720745303,5.1481548563912165,15.227083333333333,,14.877733333333332,14.733339163239814,13.91070000519369,15.865215845385668,8.310583333333334,,9.373266666666666,8.645019206084823,6.455101291208182,9.724159509031841,12.882395833333334,,12.855233333333334,12.808642869172152,12.729638529653915,13.015630511020555,4.7275,,4.358266666666666,4.361789132647492,4.621810455527642,5.288818194848501,7.124375000000001,,6.896999999999999,6.929891627248649,6.857140217367367,7.216170314009139
1996-11-30,POMKH,2.6899999999999995,5.61,6.984999999999999,14.314999999999998,3.12,15.786666666666667,4.994,12.86,5.37,6.5600000000000005,2.7798958333333332,2.9129166666666664,2.7033799999999997,2.4157753729794402,2.2202716012245394,2.7637912227340777,4.92375,5.161666666666666,5.13216,4.881551284647666,5.643127644054534,4.949898884104571,6.07125,6.17875,6.1127199999999995,6.226578005860244,5.827448755477059,5.728831391980684,13.653208333333334,13.757583333333333,13.718119999999999,13.816953401849203,12.76759064367474,13.152654904531717,3.8837500000000005,3.803750000000001,3.5443200000000004,2.7567467949991338,3.1590833270965732,2.4168045129358626,14.94875,15.2125,15.241306666666667,15.112899629186531,15.622191669800259,14.74608332961871,7.658291666666667,8.3485,7.62156,7.993113489824651,7.951914141132754,9.441684193337577,12.564895833333333,12.880208333333332,12.857140000000001,12.826227302970835,12.672693203725055,12.849014202697276,4.732916666666666,4.725,4.76296,4.749351554173081,4.746068780967056,3.8815176714367086,7.40625,6.87125,6.7622,6.828714753472129,6.822358036409146,6.955549824613563
1997-02-28,POMRB,2.8774999999999995,5.69,7.0600000000000005,14.55,3.965,16.259999999999998,9.025,12.965,5.4433333333333325,8.97,2.7643750000000002,2.936666666666666,2.7730279999999996,2.495409561288014,3.2456066616207107,2.7325258136204935,4.95625,5.170833333333333,5.355296,4.9376164752099365,5.690414317246993,5.140671689240349,6.4925,6.168749999999999,6.491631999999999,6.402524734254504,6.438158411907515,6.261986497963678,13.860666666666667,13.782999999999998,14.050872,13.880080459507377,14.585369464879488,14.098626763587317,3.984375,3.8675000000000006,3.712592,2.8846278754457875,3.7920898000701224,4.1521639735916125,13.855416666666667,15.241666666666667,15.648784,15.526300771522106,15.789723693116755,15.155914356459675,6.528583333333334,8.272666666666666,8.182936,8.217411200845232,8.912839493948429,7.853880535614326,12.247291666666666,12.884583333333333,12.900284,12.87727891220833,12.621949286413283,12.8535427373539,5.010833333333333,4.7299999999999995,5.035109333333333,5.024810174580179,5.264192719631254,5.220934895840593,7.670625000000001,7.3774999999999995,7.64532,7.289149124063173,7.2359486112007145,6.835171241377255
1997-05-31,PREMON,3.5025000000000004,4.116666666666666,7.1999999999999975,13.886666666666667,5.52,13.293333333333335,5.17,10.5125,5.253333333333333,7.7,2.90875,2.623124999999999,3.0648168,2.934429057209069,3.5064598916303726,2.7923425144618483,4.917083333333334,4.676666666666667,4.859844266666666,4.7565936878451085,6.137990274666155,5.279058302537415,6.933750000000001,5.973749999999998,6.774979199999999,6.591898304561282,7.343883109552351,6.619602511948896,13.802499999999998,13.523416666666666,13.985189866666666,13.943495932135114,13.867865616454708,14.251699167740028,4.131875,3.9000000000000004,4.4355552,3.247646710603078,5.417939096300468,4.576561694388522,12.71125,14.655833333333335,14.706603733333333,14.719147170451727,15.862674776340693,15.574292534643241,5.96275,7.043916666666666,6.977761599999999,7.677126152444832,9.126448509002536,8.113523413072913,11.849374999999998,12.245208333333332,11.945170399999999,11.96975213575206,13.594286155165772,12.898098486500224,5.127708333333333,4.735833333333333,5.122398933333333,5.132727559038823,5.314029038825911,5.015175434370275,7.9325,7.4350000000000005,7.667192,7.434660712964963,8.113163815928731,7.414839313646214
1997-08-31,MONSOON,2.5525,5.526666666666666,6.8000000000000025,14.039999999999996,3.67,6.880000000000001,4.864000000000001,12.66,5.076666666666667,8.395,3.008020833333333,2.9056249999999992,2.85989008,2.7443587519858315,2.651358409705898,3.082617906935513,4.588333333333334,5.235833333333334,5.126573226666666,4.808544315411538,3.10728849068535,5.011041722607074,6.830000000000001,7.011249999999999,6.78498752,6.684186600980042,5.618256014964219,5.79413318691962,13.367708333333335,14.197916666666664,14.007113919999998,14.007201138192011,13.284270066678477,13.006376863681666,4.19625,4.0687500000000005,4.12933312,3.268045730546186,3.57561469570017,3.808165090888786,12.219583333333334,13.055000000000003,11.57596224,11.887662084624658,13.134850922736774,14.723195726618137,5.946625000000001,6.013249999999999,6.13225696,7.178729246098088,6.303478614306954,7.420508706504749,11.39875,12.249375,12.231102239999998,12.23209385938429,11.780632942441102,11.955231303335506,4.852083333333333,5.285833333333333,5.104106026666667,5.137908415252178,4.495736600467392,4.555155416639788,7.907499999999999,7.906250000000002,7.9583151999999995,7.723961687642873,7.445049470223926,7.48718322022905
1997-11-30,POMKH,2.715,3.06,6.365,11.151666666666667,3.625,13.036666666666667,4.59,9.66,4.105,6.7700000000000005,3.0557291666666666,2.9118749999999993,2.801934048,2.698678092168976,2.4353142692759415,2.8666492588972026,4.936875,4.598333333333334,4.299943936,4.490952235627605,5.694344209230651,5.123306157520636,6.86125,6.856249999999999,6.6169925119999995,6.677319602176747,6.49355892217933,6.824466689912438,13.014749999999998,13.407083333333333,12.864935018666667,14.071197398636025,13.59517237308334,14.239840638677153,4.149375,4.195,3.927599872,3.2804996932249395,3.3246291623066284,3.038578686953939,11.99,12.367500000000001,12.160244010666666,12.301924421566468,12.672504796070044,11.814613201624658,6.0156875,5.912249999999999,5.515354176,6.7205258062827316,7.155079945418514,7.458236844702645,11.400729166666666,11.449375,11.202661344,11.245294227878368,12.106423775360533,12.232609965889868,4.474166666666667,4.969583333333333,4.704463616,4.788625150543042,5.758821846672046,5.350598202220005,7.831875,7.958750000000002,7.48298912,7.611290556563138,7.651525696026314,7.708353096045139
1998-02-28,POMRB,3.6466666666666665,5.61,6.85,14.235,3.975,15.076666666666664,9.3,12.56,4.503333333333333,8.559999999999999,2.8666666666666667,3.104166666666666,3.139827095466667,3.195604594923272,3.3811758173470428,2.8049397290866462,5.042083333333333,4.578333333333333,4.8239663616,4.590802215216419,5.448200451169245,4.6904605809867235,6.72125,6.803749999999999,6.7101955072,6.760694775085459,6.850771639545672,6.892412278739387,12.404291666666666,13.328333333333333,13.4129610112,14.13548604869598,14.776364224320663,13.46538792466308,4.4925,4.197500000000001,3.9465599231999997,3.34949873974154,4.050731719568848,4.21369501123411,13.295208333333331,12.071666666666667,13.326813073066665,13.303213525882663,12.917173751766384,12.26669219110877,6.637875,5.981,7.0292125056,7.230330874236749,8.179832631477467,5.809979561052317,11.036145833333334,11.348125,11.7455968064,11.746848564583667,11.011822671015917,11.221668541781735,3.954583333333334,4.734583333333333,4.6240115029333335,4.708908790136096,5.399864522730809,4.701149666240362,7.6656249999999995,7.856250000000003,7.913793471999999,7.90094800398029,7.974570503330896,7.485189395721102
1998-05-31,PREMON,3.115,6.985,7.66,11.378,5.135,12.64,5.4475,10.933333333333332,3.17,7.505,2.689791666666667,3.0072916666666663,3.1298962572800004,3.2533892449167245,3.906991753362151,3.1473169778442647,4.6925,5.295416666666666,5.68837981696,4.890398496019298,5.570774571935747,4.878774511840112,6.383749999999999,6.918750000000001,7.09011730432,6.993617751153829,7.633777030892763,7.181383886706682,12.092458333333333,12.701166666666666,12.59897660672,14.20006841881688,14.025368713771709,13.977538373452804,4.780625,4.101250000000001,4.421935953919999,3.598696526591459,5.64099830384926,4.909075460076171,14.574583333333333,11.908333333333333,13.052087843839999,13.063013073401365,13.642651387890098,13.305183933084344,7.189125000000001,6.050374999999999,6.39652750336,6.92354503114484,8.557221660146393,7.526676744847278,10.606770833333332,11.453333333333333,11.420691417173334,11.433459499779266,12.46180144139521,11.747282467463355,3.4602083333333336,4.21375,4.04240690176,4.173868773791397,5.031716328620189,4.773211321996921,7.5375000000000005,7.807500000000004,7.750276083199999,7.919177514377357,8.65931433249621,7.737166489284176
